,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MINNESOTA_ACTION,ATLANTA_SCORE,MINNESOTA_SCORE
25,1,8:30.0,,K. Martin misses 2-pt layup from 2 ft (block by P. Millsap),8,9
26,1,8:28.0,Defensive rebound by P. Millsap,,8,9
27,1,8:19.0,P. Millsap makes 2-pt jump shot from 9 ft,,10,9
28,1,8:06.0,,K. Garnett makes 2-pt jump shot from 20 ft (assist by R. Rubio),10,11
29,1,7:53.0,J. Teague misses 2-pt jump shot from 19 ft,,10,11
30,1,7:52.0,Offensive rebound by A. Horford,,10,11
31,1,7:42.0,Shooting foul by K. Garnett (drawn by P. Millsap),,10,11
32,1,7:42.0,P. Millsap misses free throw 1 of 2,,10,11
33,1,7:42.0,Offensive rebound by Team,,10,11
34,1,7:42.0,L. Patterson enters the game for T. Sefolosha,,10,11
35,1,7:42.0,P. Millsap makes free throw 2 of 2,,11,11
36,1,7:31.0,,K. Towns makes 2-pt layup at rim (assist by R. Rubio),11,13
37,1,7:11.0,P. Millsap makes 3-pt jump shot from 24 ft (assist by A. Horford),,14,13
38,1,7:02.0,,Minnesota full timeout,14,13
39,1,7:02.0,M. Muscala enters the game for A. Horford,,14,13
40,1,6:59.0,,Shooting foul by L. Patterson (drawn by A. Wiggins),14,13
41,1,6:59.0,,A. Wiggins makes free throw 1 of 2,14,14
42,1,6:59.0,,A. Payne enters the game for K. Garnett,14,14
43,1,6:59.0,,A. Wiggins makes free throw 2 of 2,14,15
44,1,6:45.0,L. Patterson misses 3-pt jump shot from 25 ft,,14,15
45,1,6:44.0,,Defensive rebound by R. Rubio,14,15
46,1,6:33.0,,K. Martin misses 2-pt jump shot from 16 ft,14,15
47,1,6:32.0,Defensive rebound by L. Patterson,,14,15
48,1,6:22.0,Shooting foul by A. Payne (drawn by P. Millsap),,14,15
49,1,6:22.0,P. Millsap makes free throw 1 of 2,,15,15
50,1,6:22.0,P. Millsap makes free throw 2 of 2,,16,15
51,1,6:09.0,,K. Towns misses 2-pt hook shot from 4 ft,16,15
52,1,6:08.0,Defensive rebound by M. Muscala,,16,15
53,1,5:52.0,Turnover by M. Muscala (bad pass; steal by A. Payne),,16,15
54,1,5:49.0,,K. Martin makes 2-pt dunk at rim (assist by A. Payne),16,17
55,1,5:24.0,P. Millsap misses 2-pt jump shot from 11 ft,,16,17
56,1,5:23.0,,Defensive rebound by K. Towns,16,17
57,1,5:09.0,,K. Towns misses 2-pt hook shot from 5 ft,16,17
58,1,5:07.0,,Offensive rebound by A. Wiggins,16,17
59,1,5:04.0,,A. Wiggins makes 2-pt layup from 1 ft,16,19
60,1,4:53.0,Offensive foul by K. Korver (drawn by K. Martin),,16,19
61,1,4:53.0,Turnover by K. Korver (offensive foul),,16,19
62,1,4:53.0,D. Schröder enters the game for J. Teague,,16,19
63,1,4:38.0,,Shooting foul by L. Patterson (drawn by A. Wiggins),16,19
64,1,4:38.0,,A. Wiggins makes free throw 1 of 2,16,20
65,1,4:38.0,,G. Dieng enters the game for K. Towns,16,20
66,1,4:38.0,,A. Wiggins misses free throw 2 of 2,16,20
67,1,4:37.0,Defensive rebound by P. Millsap,,16,20
68,1,4:21.0,Turnover by L. Patterson (lost ball; steal by A. Wiggins),,16,20
69,1,4:17.0,,K. Martin misses 2-pt layup at rim (block by M. Muscala),16,20
70,1,4:15.0,Defensive rebound by L. Patterson,,16,20
71,1,4:08.0,D. Schröder misses 2-pt layup from 1 ft,,16,20
72,1,4:06.0,Offensive rebound by M. Muscala,,16,20
73,1,4:06.0,M. Muscala makes 2-pt layup from 1 ft,,18,20
74,1,3:46.0,,K. Martin misses 2-pt jump shot from 14 ft,18,20
75,1,3:45.0,Defensive rebound by K. Korver,,18,20
76,1,3:37.0,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),,21,20
77,1,3:21.0,,Turnover by R. Rubio (bad pass; steal by P. Millsap),21,20
78,1,3:01.0,D. Schröder misses 2-pt jump shot from 3 ft (block by G. Dieng),,21,20
79,1,2:59.0,,Defensive rebound by A. Payne,21,20
80,1,2:54.0,,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),21,22
81,1,2:53.0,Atlanta full timeout,,21,22
82,1,2:53.0,,Z. LaVine enters the game for R. Rubio,21,22
83,1,2:53.0,,S. Muhammad enters the game for K. Martin,21,22
84,1,2:53.0,T. Hardaway enters the game for P. Millsap,,21,22
85,1,2:53.0,A. Horford enters the game for L. Patterson,,21,22
86,1,2:50.0,T. Sefolosha enters the game for K. Korver,,21,22
87,1,2:40.0,D. Schröder misses 2-pt layup from 2 ft (block by G. Dieng),,21,22
88,1,2:39.0,Offensive rebound by D. Schröder,,21,22
89,1,2:35.0,Turnover by D. Schröder (lost ball; steal by A. Wiggins),,21,22
90,1,2:19.0,,A. Wiggins misses 2-pt jump shot from 6 ft (block by A. Horford),21,22
91,1,2:17.0,Defensive rebound by T. Hardaway,,21,22
92,1,2:07.0,M. Muscala misses 3-pt jump shot from 25 ft,,21,22
93,1,2:06.0,,Defensive rebound by S. Muhammad,21,22
94,1,1:46.0,,G. Dieng misses 2-pt layup from 1 ft (block by T. Hardaway),21,22
95,1,1:45.0,Defensive rebound by M. Muscala,,21,22
96,1,1:40.0,Turnover by M. Muscala (bad pass),,21,22
97,1,1:40.0,,T. Prince enters the game for A. Wiggins,21,22
98,1,1:22.0,,T. Prince makes 2-pt jump shot from 20 ft (assist by Z. LaVine),21,24
99,1,0:59.0,A. Horford makes 2-pt hook shot from 6 ft,,23,24
100,1,0:42.0,,A. Payne makes 3-pt jump shot from 24 ft (assist by T. Prince),23,27
101,1,0:27.0,M. Muscala misses 3-pt jump shot from 24 ft,,23,27
102,1,0:26.0,,Defensive rebound by G. Dieng,23,27
103,1,0:02.0,,Turnover by Team (shot clock),23,27
104,1,0:01.0,D. Schröder misses 3-pt jump shot from 40 ft,,23,27
105,1,0:00.0,Offensive rebound by Team,,23,27
106,2,11:33.0,,Z. LaVine makes 3-pt jump shot from 30 ft,23,30
107,2,11:12.0,M. Scott misses 3-pt jump shot from 25 ft,,23,30
108,2,11:11.0,,Defensive rebound by G. Dieng,23,30
109,2,10:59.0,,Z. LaVine makes 3-pt jump shot from 26 ft,23,33
110,2,10:40.0,A. Horford makes 2-pt layup from 1 ft (assist by M. Scott),,25,33
111,2,10:23.0,,Turnover by G. Dieng (bad pass; steal by D. Schröder),25,33
112,2,10:14.0,M. Scott misses 2-pt jump shot from 8 ft,,25,33
113,2,10:13.0,,Defensive rebound by Z. LaVine,25,33
114,2,10:06.0,,Z. LaVine misses 2-pt jump shot from 18 ft,25,33
115,2,10:05.0,Defensive rebound by T. Sefolosha,,25,33
116,2,9:46.0,Shooting foul by A. Payne (drawn by M. Scott),,25,33
117,2,9:46.0,M. Scott misses free throw 1 of 2,,25,33
118,2,9:46.0,Offensive rebound by Team,,25,33
119,2,9:46.0,M. Scott makes free throw 2 of 2,,26,33
120,2,9:37.0,,S. Muhammad misses 2-pt jump shot from 21 ft,26,33
121,2,9:34.0,,Offensive rebound by Team,26,33
122,2,9:34.0,,D. Rudež enters the game for A. Payne,26,33
123,2,9:28.0,,G. Dieng misses 2-pt jump shot from 14 ft,26,33
124,2,9:27.0,Defensive rebound by A. Horford,,26,33
125,2,9:16.0,T. Hardaway misses 3-pt jump shot from 24 ft,,26,33
126,2,9:14.0,,Defensive rebound by G. Dieng,26,33
127,2,9:08.0,,Turnover by Z. LaVine (bad pass; steal by D. Schröder),26,33
128,2,9:05.0,Flagrant foul type 1 by S. Muhammad (drawn by T. Hardaway),,26,33
129,2,9:05.0,T. Hardaway makes flagrant free throw 1 of 2,,27,33
130,2,9:05.0,T. Hardaway makes flagrant free throw 2 of 2,,28,33
131,2,8:45.0,Turnover by A. Horford (lost ball; steal by G. Dieng),,28,33
132,2,8:32.0,,Minnesota full timeout,28,33
133,2,8:32.0,J. Teague enters the game for D. Schröder,,28,33
134,2,8:32.0,K. Korver enters the game for T. Sefolosha,,28,33
135,2,8:32.0,L. Patterson enters the game for T. Hardaway,,28,33
136,2,8:32.0,M. Muscala enters the game for A. Horford,,28,33
137,2,8:20.0,,S. Muhammad misses 2-pt jump shot from 5 ft,28,33
138,2,8:19.0,Defensive rebound by K. Korver,,28,33
139,2,7:59.0,J. Teague makes 2-pt jump shot from 11 ft,,30,33
140,2,7:45.0,,S. Muhammad makes 3-pt jump shot from 23 ft (assist by G. Dieng),30,36
141,2,7:31.0,J. Teague makes 2-pt layup from 2 ft,,32,36
142,2,7:17.0,,S. Muhammad makes 2-pt jump shot from 5 ft (assist by Z. LaVine),32,38
143,2,7:04.0,J. Teague makes 2-pt layup at rim,,34,38
144,2,7:04.0,Shooting foul by G. Dieng (drawn by J. Teague),,34,38
145,2,7:04.0,J. Teague makes free throw 1 of 1,,35,38
146,2,6:53.0,,G. Dieng misses 2-pt layup at rim (block by M. Scott),35,38
147,2,6:51.0,Defensive rebound by K. Korver,,35,38
148,2,6:42.0,Turnover by M. Muscala (traveling),,35,38
149,2,6:42.0,P. Millsap enters the game for M. Scott,,35,38
150,2,6:42.0,,Minnesota full timeout,35,38
151,2,6:42.0,M. Scott enters the game for M. Muscala,,35,38
152,2,6:42.0,,K. Towns enters the game for G. Dieng,35,38
153,2,6:42.0,,A. Wiggins enters the game for T. Prince,35,38
154,2,6:30.0,,A. Wiggins misses 2-pt jump shot from 10 ft,35,38
155,2,6:29.0,Defensive rebound by J. Teague,,35,38
156,2,6:23.0,J. Teague makes 2-pt layup from 1 ft,,37,38
157,2,6:10.0,,Z. LaVine misses 3-pt jump shot from 25 ft,37,38
158,2,6:09.0,Defensive rebound by K. Korver,,37,38
159,2,6:01.0,Shooting foul by Z. LaVine (drawn by J. Teague),,37,38
160,2,6:01.0,J. Teague misses free throw 1 of 2,,37,38
161,2,6:01.0,Offensive rebound by Team,,37,38
162,2,6:01.0,,R. Rubio enters the game for Z. LaVine,37,38
163,2,6:01.0,J. Teague makes free throw 2 of 2,,38,38
164,2,5:51.0,,Turnover by K. Towns (bad pass),38,38
165,2,5:41.0,Personal foul by S. Muhammad (drawn by K. Korver),,38,38
166,2,5:41.0,K. Korver makes free throw 1 of 2,,39,38
167,2,5:41.0,,K. Martin enters the game for S. Muhammad,39,38
168,2,5:41.0,K. Korver makes free throw 2 of 2,,40,38
169,2,5:31.0,,D. Rudež makes 3-pt jump shot from 25 ft (assist by R. Rubio),40,41
170,2,5:09.0,M. Scott misses 3-pt jump shot from 24 ft,,40,41
171,2,5:07.0,,Defensive rebound by A. Wiggins,40,41
172,2,4:55.0,,Shooting foul by L. Patterson (drawn by A. Wiggins),40,41
173,2,4:55.0,,A. Wiggins makes free throw 1 of 2,40,42
174,2,4:55.0,T. Sefolosha enters the game for L. Patterson,,40,42
175,2,4:55.0,,A. Wiggins makes free throw 2 of 2,40,43
176,2,4:41.0,J. Teague misses 2-pt jump shot from 19 ft,,40,43
177,2,4:39.0,,Defensive rebound by A. Wiggins,40,43
178,2,4:22.0,,D. Rudež makes 2-pt layup at rim (assist by K. Towns),40,45
179,2,4:22.0,Atlanta full timeout,,40,45
180,2,4:22.0,A. Horford enters the game for M. Scott,,40,45
181,2,4:10.0,J. Teague misses 2-pt jump shot from 10 ft,,40,45
182,2,4:09.0,,Defensive rebound by R. Rubio,40,45
183,2,3:57.0,,A. Wiggins misses 2-pt jump shot from 16 ft,40,45
184,2,3:56.0,Defensive rebound by K. Korver,,40,45
185,2,3:51.0,Turnover by J. Teague (traveling),,40,45
186,2,3:51.0,,K. Garnett enters the game for D. Rudež,40,45
187,2,3:38.0,,K. Martin misses 3-pt jump shot from 24 ft,40,45
188,2,3:37.0,Defensive rebound by T. Sefolosha,,40,45
189,2,3:23.0,Turnover by P. Millsap (lost ball; steal by A. Wiggins),,40,45
190,2,3:19.0,,A. Wiggins makes 2-pt layup at rim,40,47
191,2,3:19.0,Technical foul by P. Millsap,,40,47
192,2,3:19.0,,K. Martin misses technical free throw,40,47
193,2,3:19.0,Offensive rebound by Team,,40,47
194,2,2:58.0,P. Millsap makes 2-pt jump shot from 9 ft,,42,47
195,2,2:43.0,,Turnover by K. Towns (lost ball; steal by J. Teague),42,47
196,2,2:30.0,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by P. Millsap),,45,47
197,2,2:15.0,,K. Towns misses 2-pt jump shot from 19 ft,45,47
198,2,2:14.0,Defensive rebound by K. Korver,,45,47
199,2,1:57.0,A. Horford misses 3-pt jump shot from 22 ft,,45,47
200,2,1:55.0,Offensive rebound by P. Millsap,,45,47
201,2,1:50.0,P. Millsap makes 2-pt jump shot from 7 ft,,47,47
202,2,1:35.0,,Turnover by A. Wiggins (lost ball; steal by P. Millsap),47,47
203,2,1:20.0,P. Millsap misses 2-pt layup from 2 ft,,47,47
204,2,1:18.0,Offensive rebound by A. Horford,,47,47
205,2,1:18.0,Personal foul by K. Garnett (drawn by A. Horford),,47,47
206,2,1:18.0,Atlanta full timeout,,47,47
207,2,1:18.0,A. Horford makes free throw 1 of 2,,48,47
208,2,1:18.0,A. Horford misses free throw 2 of 2,,48,47
209,2,1:18.0,,Defensive rebound by K. Towns,48,47
210,2,1:02.0,,K. Martin misses 2-pt jump shot from 10 ft,48,47
211,2,1:01.0,,Offensive rebound by Team,48,47
212,2,1:01.0,Loose ball foul by A. Horford (drawn by K. Towns),,48,47
213,2,0:55.0,,R. Rubio makes 2-pt jump shot from 19 ft,48,49
214,2,0:41.0,A. Horford misses 2-pt jump shot from 5 ft,,48,49
215,2,0:40.0,,Defensive rebound by K. Towns,48,49
216,2,0:34.0,,R. Rubio misses 2-pt jump shot from 7 ft,48,49
217,2,0:32.0,Defensive rebound by J. Teague,,48,49
218,2,0:27.0,J. Teague misses 2-pt jump shot from 6 ft,,48,49
219,2,0:26.0,,Defensive rebound by K. Towns,48,49
220,2,0:05.0,,Shooting foul by J. Teague (drawn by R. Rubio),48,49
221,2,0:05.0,,R. Rubio makes free throw 1 of 2,48,50
222,2,0:05.0,,R. Rubio misses free throw 2 of 2,48,50
223,2,0:05.0,Defensive rebound by A. Horford,,48,50
224,3,11:51.0,,R. Rubio misses 2-pt jump shot from 19 ft,48,50
225,3,11:50.0,Defensive rebound by K. Korver,,48,50
226,3,11:28.0,A. Horford misses 2-pt hook shot from 9 ft,,48,50
227,3,11:27.0,Offensive rebound by P. Millsap,,48,50
228,3,11:24.0,P. Millsap makes 2-pt layup at rim,,50,50
229,3,11:24.0,Shooting foul by K. Garnett (drawn by P. Millsap),,50,50
230,3,11:24.0,P. Millsap makes free throw 1 of 1,,51,50
231,3,11:06.0,,K. Garnett misses 2-pt jump shot from 18 ft,51,50
232,3,11:04.0,,Offensive rebound by K. Towns,51,50
233,3,10:58.0,,R. Rubio misses 2-pt layup from 1 ft,51,50
234,3,10:57.0,Defensive rebound by T. Sefolosha,,51,50
235,3,10:51.0,Personal foul by K. Martin (drawn by K. Korver),,51,50
236,3,10:36.0,P. Millsap misses 2-pt jump shot from 4 ft (block by K. Towns),,51,50
237,3,10:34.0,,Defensive rebound by K. Martin,51,50
238,3,10:24.0,,K. Martin makes 3-pt jump shot from 23 ft (assist by R. Rubio),51,53
239,3,10:09.0,J. Teague makes 2-pt jump shot from 6 ft,,53,53
240,3,9:46.0,,R. Rubio misses 3-pt jump shot from 24 ft,53,53
241,3,9:45.0,Defensive rebound by T. Sefolosha,,53,53
242,3,9:40.0,A. Horford makes 2-pt dunk at rim (assist by J. Teague),,55,53
243,3,9:25.0,,A. Wiggins misses 3-pt jump shot from 23 ft,55,53
244,3,9:23.0,Defensive rebound by P. Millsap,,55,53
245,3,9:13.0,A. Horford misses 2-pt jump shot from 13 ft,,55,53
246,3,9:12.0,,Defensive rebound by K. Garnett,55,53
247,3,8:50.0,,A. Wiggins misses 3-pt jump shot from 25 ft,55,53
248,3,8:49.0,Defensive rebound by P. Millsap,,55,53
249,3,8:38.0,J. Teague misses 3-pt jump shot from 25 ft,,55,53
250,3,8:37.0,,Defensive rebound by K. Garnett,55,53
251,3,8:20.0,,Shooting foul by K. Korver (drawn by K. Martin),55,53
252,3,8:20.0,,K. Martin makes free throw 1 of 2,55,54
253,3,8:20.0,,K. Martin makes free throw 2 of 2,55,55
254,3,8:11.0,Personal foul by K. Martin (drawn by K. Korver),,55,55
255,3,8:06.0,K. Korver misses 2-pt jump shot from 17 ft,,55,55
256,3,8:05.0,,Defensive rebound by K. Garnett,55,55
257,3,7:57.0,,K. Martin misses 2-pt layup from 1 ft,55,55
258,3,7:56.0,,Offensive rebound by Team,55,55
259,3,7:52.0,,K. Martin makes 2-pt jump shot from 18 ft,55,57
260,3,7:29.0,P. Millsap misses 3-pt jump shot from 22 ft,,55,57
261,3,7:28.0,,Defensive rebound by K. Towns,55,57
262,3,7:21.0,,Personal foul by J. Teague (drawn by A. Wiggins),55,57
263,3,7:14.0,,K. Martin misses 2-pt jump shot from 16 ft,55,57
264,3,7:13.0,Defensive rebound by Team,,55,57
265,3,7:01.0,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by P. Millsap),,58,57
266,3,6:43.0,,A. Wiggins misses 2-pt jump shot from 20 ft,58,57
267,3,6:41.0,,Offensive rebound by R. Rubio,58,57
268,3,6:38.0,,R. Rubio misses 2-pt jump shot from 9 ft,58,57
269,3,6:37.0,,Offensive rebound by Team,58,57
270,3,6:37.0,,A. Payne enters the game for K. Garnett,58,57
271,3,6:37.0,M. Muscala enters the game for P. Millsap,,58,57
272,3,6:36.0,,Turnover by K. Towns (lost ball; steal by A. Horford),58,57
273,3,6:34.0,Turnover by K. Korver (bad pass; steal by R. Rubio),,58,57
274,3,6:29.0,,A. Payne makes 3-pt jump shot from 24 ft,58,60
275,3,6:16.0,,Violation by A. Payne (def goaltending),58,60
276,3,6:16.0,J. Teague makes 2-pt layup at rim,,60,60
277,3,6:01.0,,Shooting foul by M. Muscala (drawn by A. Payne),60,60
278,3,6:01.0,,A. Payne makes free throw 1 of 2,60,61
279,3,6:01.0,,Z. LaVine enters the game for R. Rubio,60,61
280,3,6:01.0,P. Millsap enters the game for A. Horford,,60,61
281,3,6:01.0,L. Patterson enters the game for T. Sefolosha,,60,61
282,3,6:01.0,,A. Payne makes free throw 2 of 2,60,62
283,3,5:40.0,P. Millsap makes 2-pt jump shot from 18 ft,,62,62
284,3,5:23.0,,K. Martin misses 2-pt jump shot from 16 ft,62,62
285,3,5:23.0,Defensive rebound by Team,,62,62
286,3,5:23.0,,Loose ball foul by A. Payne (drawn by P. Millsap),62,62
287,3,5:23.0,,Minnesota full timeout,62,62
288,3,5:07.0,K. Korver misses 3-pt jump shot from 24 ft,,62,62
289,3,5:06.0,,Defensive rebound by A. Payne,62,62
290,3,5:06.0,,Personal foul by M. Muscala (drawn by A. Payne),62,62
291,3,4:54.0,,K. Towns makes 2-pt hook shot from 4 ft (assist by A. Wiggins),62,64
292,3,4:40.0,Shooting foul by Z. LaVine (drawn by J. Teague),,62,64
293,3,4:40.0,J. Teague makes free throw 1 of 2,,63,64
294,3,4:40.0,D. Schröder enters the game for K. Korver,,63,64
295,3,4:40.0,J. Teague makes free throw 2 of 2,,64,64
296,3,4:29.0,,A. Wiggins misses 3-pt jump shot from 25 ft,64,64
297,3,4:26.0,,Offensive rebound by Team,64,64
298,3,4:26.0,K. Korver enters the game for J. Teague,,64,64
299,3,4:13.0,,A. Wiggins misses 2-pt layup from 1 ft (block by M. Muscala),64,64
300,3,4:12.0,Defensive rebound by P. Millsap,,64,64
301,3,4:03.0,Personal foul by A. Payne (drawn by P. Millsap),,64,64
302,3,4:03.0,P. Millsap misses free throw 1 of 2,,64,64
303,3,4:03.0,Offensive rebound by Team,,64,64
304,3,4:03.0,P. Millsap makes free throw 2 of 2,,65,64
305,3,3:48.0,,A. Payne misses 3-pt jump shot from 25 ft,65,64
306,3,3:46.0,Defensive rebound by D. Schröder,,65,64
307,3,3:43.0,Shooting foul by A. Payne (drawn by M. Muscala),,65,64
308,3,3:43.0,M. Muscala makes free throw 1 of 2,,66,64
309,3,3:43.0,,S. Muhammad enters the game for K. Martin,66,64
310,3,3:43.0,,G. Dieng enters the game for K. Towns,66,64
311,3,3:43.0,M. Muscala makes free throw 2 of 2,,67,64
312,3,3:28.0,,Personal foul by L. Patterson (drawn by Z. LaVine),67,64
313,3,3:28.0,,Z. LaVine makes free throw 1 of 2,67,65
314,3,3:28.0,,Z. LaVine makes free throw 2 of 2,67,66
315,3,3:14.0,M. Muscala misses 3-pt jump shot from 22 ft,,67,66
316,3,3:12.0,Offensive rebound by P. Millsap,,67,66
317,3,3:04.0,P. Millsap misses 2-pt layup at rim,,67,66
318,3,3:03.0,,Defensive rebound by A. Payne,67,66
319,3,2:46.0,,Turnover by G. Dieng (bad pass; steal by K. Korver),67,66
320,3,2:34.0,D. Schröder makes 2-pt layup from 1 ft,,69,66
321,3,2:14.0,,Turnover by A. Wiggins (bad pass; steal by L. Patterson),69,66
322,3,2:09.0,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Schröder),,72,66
323,3,2:08.0,,Minnesota full timeout,72,66
324,3,2:08.0,Atlanta full timeout,,72,66
325,3,2:08.0,A. Horford enters the game for P. Millsap,,72,66
326,3,2:08.0,,T. Prince enters the game for A. Wiggins,72,66
327,3,1:52.0,,G. Dieng makes 2-pt jump shot from 15 ft (assist by S. Muhammad),72,68
328,3,1:32.0,D. Schröder misses 2-pt layup from 1 ft (block by G. Dieng),,72,68
329,3,1:30.0,,Defensive rebound by Z. LaVine,72,68
330,3,1:26.0,,Turnover by Z. LaVine (lost ball; steal by K. Korver),72,68
331,3,1:14.0,L. Patterson makes 2-pt layup from 1 ft (assist by K. Korver),,74,68
332,3,0:57.0,,Z. LaVine makes 2-pt dunk at rim (assist by G. Dieng),74,70
333,3,0:38.0,A. Horford misses 3-pt jump shot from 24 ft,,74,70
334,3,0:37.0,,Defensive rebound by S. Muhammad,74,70
335,3,0:23.0,,S. Muhammad misses 2-pt layup from 2 ft,74,70
336,3,0:22.0,Defensive rebound by L. Patterson,,74,70
337,3,0:05.0,A. Horford misses 3-pt jump shot from 23 ft,,74,70
338,3,0:03.0,Offensive rebound by D. Schröder,,74,70
339,3,0:01.0,D. Schröder misses 2-pt jump shot from 12 ft,,74,70
340,3,0:00.0,,Defensive rebound by A. Payne,74,70
341,4,11:39.0,L. Patterson misses 3-pt jump shot from 25 ft,,74,70
342,4,11:38.0,,Defensive rebound by T. Prince,74,70
343,4,11:28.0,,Shooting foul by A. Horford (drawn by G. Dieng),74,70
344,4,11:28.0,,G. Dieng makes free throw 1 of 2,74,71
345,4,11:28.0,,G. Dieng makes free throw 2 of 2,74,72
346,4,11:10.0,D. Schröder misses 2-pt jump shot from 8 ft,,74,72
347,4,11:09.0,Offensive rebound by A. Horford,,74,72
348,4,11:02.0,L. Patterson misses 3-pt jump shot from 26 ft,,74,72
349,4,11:01.0,,Defensive rebound by T. Prince,74,72
350,4,10:51.0,,Z. LaVine makes 2-pt jump shot from 13 ft,74,74
351,4,10:33.0,Shooting foul by Z. LaVine (drawn by L. Patterson),,74,74
352,4,10:33.0,L. Patterson misses free throw 1 of 2,,74,74
353,4,10:33.0,Offensive rebound by Team,,74,74
354,4,10:33.0,J. Teague enters the game for D. Schröder,,74,74
355,4,10:33.0,L. Patterson makes free throw 2 of 2,,75,74
356,4,10:20.0,,S. Muhammad misses 3-pt jump shot from 23 ft,75,74
357,4,10:19.0,,Offensive rebound by G. Dieng,75,74
358,4,10:15.0,,S. Muhammad misses 2-pt jump shot from 12 ft,75,74
359,4,10:14.0,Defensive rebound by T. Hardaway,,75,74
360,4,10:01.0,Shooting foul by S. Muhammad (drawn by A. Horford),,75,74
361,4,10:01.0,A. Horford makes 2-pt jump shot from 4 ft (assist by L. Patterson),,77,74
362,4,10:01.0,T. Sefolosha enters the game for L. Patterson,,77,74
363,4,10:01.0,A. Horford misses free throw 1 of 1,,77,74
364,4,10:01.0,,Defensive rebound by G. Dieng,77,74
365,4,9:40.0,,Shooting foul by T. Sefolosha (drawn by G. Dieng),77,74
366,4,9:40.0,,G. Dieng makes free throw 1 of 2,77,75
367,4,9:40.0,,G. Dieng makes free throw 2 of 2,77,76
368,4,9:22.0,M. Scott misses 3-pt jump shot from 23 ft,,77,76
369,4,9:21.0,,Defensive rebound by Z. LaVine,77,76
370,4,9:10.0,,D. Rudež misses 3-pt jump shot from 25 ft,77,76
371,4,9:09.0,Defensive rebound by T. Sefolosha,,77,76
372,4,9:00.0,J. Teague misses 2-pt jump shot from 9 ft,,77,76
373,4,8:59.0,Offensive rebound by J. Teague,,77,76
374,4,8:55.0,T. Hardaway misses 3-pt jump shot from 24 ft,,77,76
375,4,8:53.0,Offensive rebound by A. Horford,,77,76
376,4,8:51.0,A. Horford misses 2-pt layup from 1 ft,,77,76
377,4,8:50.0,Offensive rebound by A. Horford,,77,76
378,4,8:50.0,Shooting foul by G. Dieng (drawn by A. Horford),,77,76
379,4,8:50.0,Atlanta full timeout,,77,76
380,4,8:50.0,,A. Wiggins enters the game for S. Muhammad,77,76
381,4,8:50.0,A. Horford makes free throw 1 of 2,,78,76
382,4,8:50.0,A. Horford misses free throw 2 of 2,,78,76
383,4,8:49.0,,Defensive rebound by Z. LaVine,78,76
384,4,8:38.0,,Z. LaVine makes 2-pt layup from 1 ft,78,78
385,4,8:20.0,M. Scott makes 2-pt jump shot from 5 ft (assist by J. Teague),,80,78
386,4,8:05.0,,D. Rudež makes 3-pt jump shot from 24 ft (assist by Z. LaVine),80,81
387,4,7:50.0,A. Horford misses 2-pt jump shot from 8 ft,,80,81
388,4,7:49.0,,Defensive rebound by G. Dieng,80,81
389,4,7:33.0,,Z. LaVine misses 3-pt jump shot from 26 ft,80,81
