,QUARTER,TIME_REMAINING,DETROIT_ACTION,WASHINGTON_ACTION,DETROIT_SCORE,WASHINGTON_SCORE
151,2,8:09.0,T. Harris enters the game for S. Blake,,20,41
152,2,8:09.0,M. Morris enters the game for A. Tolliver,,20,41
153,2,8:09.0,R. Jackson enters the game for S. Johnson,,20,41
154,2,7:59.0,,N. Hilário makes 2-pt hook shot from 5 ft (assist by R. Sessions),20,43
155,2,7:44.0,Personal foul by R. Sessions,,20,43
156,2,7:44.0,A. Baynes makes free throw 1 of 2,,21,43
157,2,7:44.0,A. Baynes makes free throw 2 of 2,,22,43
158,2,7:32.0,,R. Sessions makes 2-pt layup from 1 ft (assist by N. Hilário),22,45
159,2,7:14.0,R. Bullock makes 2-pt layup from 2 ft (assist by A. Baynes),,24,45
160,2,7:00.0,,Offensive foul by N. Hilário (drawn by R. Jackson),24,45
161,2,7:00.0,,Turnover by N. Hilário (offensive foul),24,45
162,2,7:00.0,A. Drummond enters the game for A. Baynes,,24,45
163,2,7:00.0,,M. Gortat enters the game for N. Hilário,24,45
164,2,7:00.0,,J. Wall enters the game for B. Beal,24,45
165,2,6:48.0,R. Bullock makes 2-pt jump shot from 21 ft (assist by A. Drummond),,26,45
166,2,6:32.0,,Def 3 sec tech foul by A. Drummond,26,45
167,2,6:32.0,,J. Wall makes technical free throw,26,46
168,2,6:32.0,,M. Morris enters the game for J. Dudley,26,46
169,2,6:23.0,,M. Gortat misses 2-pt jump shot from 7 ft,26,46
170,2,6:21.0,Defensive rebound by M. Morris,,26,46
171,2,6:08.0,A. Drummond misses 2-pt jump shot from 12 ft,,26,46
172,2,6:07.0,,Defensive rebound by O. Porter,26,46
173,2,5:48.0,,M. Gortat makes 2-pt layup from 3 ft (assist by M. Morris),26,48
174,2,5:35.0,R. Jackson misses 2-pt jump shot from 16 ft,,26,48
175,2,5:34.0,,Defensive rebound by Team,26,48
176,2,5:34.0,Loose ball foul by A. Drummond,,26,48
177,2,5:34.0,Official timeout,,26,48
178,2,5:34.0,K. Caldwell-Pope enters the game for R. Bullock,,26,48
179,2,5:20.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),26,50
180,2,5:03.0,T. Harris misses 2-pt jump shot from 5 ft (block by M. Morris),,26,50
181,2,5:02.0,,Defensive rebound by O. Porter,26,50
182,2,4:58.0,,Turnover by O. Porter (bad pass; steal by M. Morris),26,50
183,2,4:58.0,Personal take foul by M. Morris,,26,50
184,2,4:58.0,M. Morris makes free throw 1 of 2,,27,50
185,2,4:58.0,M. Morris makes free throw 2 of 2,,28,50
186,2,4:38.0,,J. Wall makes 2-pt jump shot from 16 ft,28,52
187,2,4:18.0,,Violation by M. Morris (def goaltending),28,52
188,2,4:18.0,T. Harris makes 2-pt layup at rim (assist by R. Jackson),,30,52
189,2,4:06.0,,R. Sessions misses 3-pt jump shot from 26 ft,30,52
190,2,4:05.0,Defensive rebound by A. Drummond,,30,52
191,2,3:58.0,Turnover by R. Jackson (lost ball; steal by R. Sessions),,30,52
192,2,3:53.0,,J. Wall misses 2-pt layup at rim (block by R. Jackson),30,52
193,2,3:53.0,,Offensive rebound by Team,30,52
194,2,3:46.0,,Turnover by R. Sessions (lost ball; steal by A. Drummond),30,52
195,2,3:39.0,T. Harris makes 2-pt layup from 1 ft (assist by M. Morris),,32,52
196,2,3:37.0,,Turnover by M. Morris (inbound),32,52
197,2,3:37.0,,B. Beal enters the game for R. Sessions,32,52
198,2,3:24.0,T. Harris misses 3-pt jump shot from 26 ft,,32,52
199,2,3:23.0,,Defensive rebound by M. Gortat,32,52
200,2,3:08.0,,B. Beal misses 3-pt jump shot from 24 ft,32,52
201,2,3:07.0,Defensive rebound by R. Jackson,,32,52
202,2,3:01.0,Offensive foul by R. Jackson (drawn by M. Gortat),,32,52
203,2,3:01.0,Turnover by R. Jackson (offensive foul),,32,52
204,2,3:01.0,S. Blake enters the game for R. Jackson,,32,52
205,2,2:40.0,,M. Morris misses 3-pt jump shot from 26 ft,32,52
206,2,2:39.0,Defensive rebound by A. Drummond,,32,52
207,2,2:26.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,32,52
208,2,2:25.0,,Defensive rebound by B. Beal,32,52
209,2,2:16.0,,M. Gortat misses 2-pt jump shot from 7 ft,32,52
210,2,2:15.0,,Offensive rebound by M. Morris,32,52
211,2,2:13.0,,M. Morris makes 2-pt layup from 1 ft,32,54
212,2,1:59.0,K. Caldwell-Pope misses 2-pt jump shot from 7 ft,,32,54
213,2,1:58.0,,Defensive rebound by M. Morris,32,54
214,2,1:50.0,,M. Morris makes 2-pt layup from 1 ft (assist by J. Wall),32,56
215,2,1:39.0,Detroit full timeout,,32,56
216,2,1:39.0,,J. Dudley enters the game for M. Morris,32,56
217,2,1:33.0,S. Blake misses 2-pt jump shot from 4 ft (block by O. Porter),,32,56
218,2,1:33.0,Offensive rebound by Team,,32,56
219,2,1:27.0,T. Harris makes 2-pt jump shot from 5 ft,,34,56
220,2,1:04.0,,J. Wall makes 2-pt jump shot from 15 ft,34,58
221,2,0:44.0,M. Morris makes 3-pt jump shot from 24 ft (assist by T. Harris),,37,58
222,2,0:38.0,,J. Wall makes 2-pt layup from 1 ft,37,60
223,2,0:24.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by M. Morris),,39,60
224,2,0:16.0,,Washington full timeout,39,60
225,2,0:16.0,A. Baynes enters the game for A. Drummond,,39,60
226,2,0:01.0,,O. Porter misses 3-pt jump shot from 24 ft,39,60
227,2,0:00.0,,Offensive rebound by Team,39,60
228,3,11:36.0,,M. Morris misses 2-pt jump shot from 15 ft,39,60
229,3,11:35.0,Defensive rebound by M. Morris,,39,60
230,3,11:25.0,Turnover by R. Jackson (bad pass; steal by M. Gortat),,39,60
231,3,11:17.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),39,62
232,3,11:05.0,Personal foul by O. Porter,,39,62
233,3,10:51.0,Turnover by A. Drummond (bad pass; steal by M. Morris),,39,62
234,3,10:43.0,,B. Beal misses 3-pt jump shot from 25 ft,39,62
235,3,10:42.0,Defensive rebound by A. Drummond,,39,62
236,3,10:31.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,39,62
237,3,10:30.0,,Defensive rebound by M. Morris,39,62
238,3,10:13.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by O. Porter),39,64
239,3,9:56.0,T. Harris misses 2-pt jump shot from 5 ft,,39,64
240,3,9:55.0,Offensive rebound by A. Drummond,,39,64
241,3,9:53.0,A. Drummond misses 2-pt layup at rim,,39,64
242,3,9:52.0,Offensive rebound by A. Drummond,,39,64
243,3,9:50.0,A. Drummond makes 2-pt layup from 2 ft,,41,64
244,3,9:43.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),41,66
245,3,9:43.0,Detroit full timeout,,41,66
246,3,9:32.0,M. Morris makes 2-pt jump shot from 12 ft (assist by A. Drummond),,43,66
247,3,9:13.0,,M. Gortat misses 2-pt jump shot from 6 ft,43,66
248,3,9:11.0,,Offensive rebound by B. Beal,43,66
249,3,9:02.0,,O. Porter makes 2-pt jump shot from 17 ft (assist by J. Wall),43,68
250,3,8:43.0,Turnover by M. Morris (bad pass; steal by B. Beal),,43,68
251,3,8:39.0,,Shooting foul by R. Jackson (drawn by B. Beal),43,68
252,3,8:39.0,,B. Beal makes free throw 1 of 2,43,69
253,3,8:39.0,,B. Beal makes free throw 2 of 2,43,70
254,3,8:29.0,R. Jackson makes 2-pt jump shot from 5 ft,,45,70
255,3,8:11.0,,M. Gortat makes 2-pt layup from 1 ft,45,72
256,3,7:56.0,R. Jackson makes 3-pt jump shot from 26 ft,,48,72
257,3,7:39.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by M. Morris),48,75
258,3,7:21.0,Offensive foul by T. Harris (drawn by M. Gortat),,48,75
259,3,7:21.0,Turnover by T. Harris (offensive foul),,48,75
260,3,7:03.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by J. Wall),48,78
261,3,6:42.0,Personal foul by J. Wall,,48,78
262,3,6:41.0,Shooting foul by J. Wall (drawn by R. Jackson),,48,78
263,3,6:41.0,R. Jackson misses free throw 1 of 2,,48,78
264,3,6:41.0,Offensive rebound by Team,,48,78
265,3,6:41.0,R. Jackson makes free throw 2 of 2,,49,78
266,3,6:22.0,,O. Porter makes 2-pt jump shot from 20 ft (assist by B. Beal),49,80
267,3,5:57.0,A. Drummond misses 2-pt layup from 2 ft,,49,80
268,3,5:56.0,,Defensive rebound by O. Porter,49,80
269,3,5:48.0,,J. Wall misses 3-pt jump shot from 26 ft,49,80
270,3,5:47.0,Defensive rebound by M. Morris,,49,80
271,3,5:39.0,T. Harris misses 3-pt jump shot from 26 ft,,49,80
272,3,5:39.0,Offensive rebound by Team,,49,80
273,3,5:39.0,,Loose ball foul by M. Gortat,49,80
274,3,5:39.0,,G. Temple enters the game for B. Beal,49,80
275,3,5:17.0,M. Morris makes 2-pt jump shot from 16 ft (assist by T. Harris),,51,80
276,3,5:03.0,,M. Morris misses 3-pt jump shot from 24 ft,51,80
277,3,5:02.0,Defensive rebound by A. Drummond,,51,80
278,3,4:46.0,Shooting foul by M. Gortat (drawn by M. Morris),,51,80
279,3,4:46.0,M. Morris misses free throw 1 of 2,,51,80
280,3,4:46.0,Offensive rebound by Team,,51,80
281,3,4:46.0,A. Tolliver enters the game for T. Harris,,51,80
282,3,4:46.0,M. Morris misses free throw 2 of 2,,51,80
283,3,4:45.0,,Defensive rebound by M. Gortat,51,80
284,3,4:37.0,,Personal foul by R. Jackson,51,80
285,3,4:37.0,S. Blake enters the game for R. Jackson,,51,80
286,3,4:24.0,,O. Porter makes 2-pt jump shot from 18 ft (assist by M. Gortat),51,82
287,3,4:11.0,Shooting foul by M. Gortat (drawn by A. Drummond),,51,82
288,3,4:11.0,A. Drummond misses free throw 1 of 2,,51,82
289,3,4:11.0,Offensive rebound by Team,,51,82
290,3,4:11.0,S. Johnson enters the game for M. Morris,,51,82
291,3,4:11.0,,N. Hilário enters the game for M. Gortat,51,82
292,3,4:11.0,A. Drummond makes free throw 2 of 2,,52,82
293,3,4:07.0,,Personal foul by S. Blake,52,82
294,3,3:59.0,,O. Porter makes 2-pt jump shot from 14 ft,52,84
295,3,3:43.0,K. Caldwell-Pope makes 2-pt layup from 2 ft,,54,84
296,3,3:32.0,,O. Porter misses 2-pt layup at rim,54,84
297,3,3:31.0,Defensive rebound by A. Drummond,,54,84
298,3,3:23.0,S. Blake misses 2-pt jump shot from 21 ft,,54,84
299,3,3:22.0,,Defensive rebound by G. Temple,54,84
300,3,3:17.0,,Shooting foul by A. Drummond (drawn by N. Hilário),54,84
301,3,3:17.0,,N. Hilário makes free throw 1 of 2,54,85
302,3,3:17.0,,J. Dudley enters the game for M. Morris,54,85
303,3,3:17.0,,N. Hilário makes free throw 2 of 2,54,86
304,3,3:03.0,S. Johnson misses 2-pt jump shot from 14 ft,,54,86
305,3,3:02.0,,Defensive rebound by O. Porter,54,86
306,3,2:54.0,,J. Dudley misses 3-pt jump shot from 25 ft,54,86
307,3,2:53.0,Defensive rebound by S. Johnson,,54,86
308,3,2:41.0,A. Drummond makes 2-pt jump shot from 11 ft (assist by S. Johnson),,56,86
309,3,2:23.0,,J. Wall misses 2-pt jump shot from 18 ft,56,86
310,3,2:22.0,Defensive rebound by S. Johnson,,56,86
311,3,2:14.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by S. Johnson),,58,86
312,3,2:14.0,Shooting foul by G. Temple (drawn by K. Caldwell-Pope),,58,86
313,3,2:14.0,,Washington full timeout,58,86
314,3,2:14.0,,R. Sessions enters the game for J. Wall,58,86
315,3,2:14.0,K. Caldwell-Pope makes free throw 1 of 1,,59,86
316,3,2:06.0,,Turnover by O. Porter (traveling),59,86
317,3,1:50.0,S. Johnson misses 2-pt layup from 1 ft (block by O. Porter),,59,86
318,3,1:48.0,,Defensive rebound by N. Hilário,59,86
319,3,1:35.0,,N. Hilário makes 2-pt jump shot from 16 ft (assist by O. Porter),59,88
320,3,1:20.0,Turnover by A. Drummond (offensive foul),,59,88
321,3,1:20.0,Offensive foul by A. Drummond (drawn by G. Temple),,59,88
322,3,1:08.0,,N. Hilário makes 2-pt dunk at rim (assist by R. Sessions),59,90
323,3,0:48.0,S. Blake misses 3-pt jump shot from 23 ft,,59,90
324,3,0:48.0,Offensive rebound by K. Caldwell-Pope,,59,90
325,3,0:47.0,K. Caldwell-Pope makes 2-pt layup at rim,,61,90
326,3,0:37.0,,Personal foul by S. Blake,61,90
327,3,0:37.0,,R. Sessions makes free throw 1 of 2,61,91
328,3,0:37.0,,R. Sessions makes free throw 2 of 2,61,92
329,3,0:22.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,61,92
330,3,0:21.0,,Defensive rebound by O. Porter,61,92
331,3,0:06.0,,Shooting foul by K. Caldwell-Pope (drawn by R. Sessions),61,92
332,3,0:06.0,,R. Sessions misses free throw 1 of 2,61,92
333,3,0:06.0,,Offensive rebound by Team,61,92
334,3,0:06.0,,R. Sessions makes free throw 2 of 2,61,93
335,3,0:02.0,K. Caldwell-Pope makes 2-pt layup at rim (assist by S. Blake),,63,93
336,4,11:52.0,Turnover by S. Blake (bad pass; steal by N. Hilário),,63,93
337,4,11:50.0,,Shooting foul by A. Baynes (drawn by N. Hilário),63,93
338,4,11:50.0,,N. Hilário makes 2-pt layup at rim,63,95
339,4,11:50.0,,N. Hilário makes free throw 1 of 1,63,96
340,4,11:35.0,D. Hilliard makes 2-pt layup from 1 ft,,65,96
341,4,11:21.0,,R. Sessions makes 2-pt layup at rim (assist by N. Hilário),65,98
342,4,11:20.0,Detroit full timeout,,65,98
343,4,11:01.0,S. Johnson makes 2-pt jump shot from 11 ft (assist by A. Tolliver),,67,98
344,4,10:46.0,,B. Beal misses 2-pt jump shot from 4 ft,67,98
345,4,10:45.0,Defensive rebound by A. Baynes,,67,98
346,4,10:34.0,A. Tolliver misses 3-pt jump shot from 29 ft,,67,98
347,4,10:33.0,,Defensive rebound by N. Hilário,67,98
348,4,10:21.0,Violation by A. Baynes (kicked ball),,67,98
349,4,10:06.0,,R. Sessions misses 2-pt jump shot from 5 ft,67,98
350,4,10:05.0,Defensive rebound by S. Johnson,,67,98
351,4,9:51.0,S. Johnson misses 3-pt jump shot from 27 ft,,67,98
352,4,9:49.0,,Defensive rebound by G. Temple,67,98
353,4,9:42.0,,N. Hilário makes 2-pt jump shot from 16 ft (assist by J. Dudley),67,100
354,4,9:37.0,Personal foul by N. Hilário,,67,100
355,4,9:37.0,,K. Oubre enters the game for B. Beal,67,100
356,4,9:30.0,D. Hilliard makes 2-pt jump shot from 17 ft,,69,100
357,4,9:12.0,,K. Oubre misses 2-pt jump shot from 16 ft,69,100
358,4,9:11.0,Defensive rebound by A. Tolliver,,69,100
359,4,9:01.0,Turnover by S. Blake (lost ball; steal by K. Oubre),,69,100
360,4,9:01.0,,Turnover by K. Oubre (lost ball),69,100
361,4,8:49.0,D. Hilliard misses 2-pt jump shot from 7 ft,,69,100
362,4,8:48.0,,Defensive rebound by K. Oubre,69,100
363,4,8:37.0,,R. Sessions makes 2-pt layup from 1 ft (assist by N. Hilário),69,102
364,4,8:37.0,,Shooting foul by S. Blake (drawn by R. Sessions),69,102
365,4,8:37.0,,R. Sessions makes free throw 1 of 1,69,103
366,4,8:23.0,S. Johnson makes 2-pt jump shot from 15 ft,,71,103
367,4,8:07.0,,J. Dudley makes 2-pt jump shot from 20 ft (assist by R. Sessions),71,105
368,4,8:07.0,,Away from play foul by A. Baynes,71,105
369,4,8:07.0,,N. Hilário makes free throw 1 of 1,71,106
370,4,8:01.0,Personal foul by R. Sessions,,71,106
371,4,7:54.0,,J. Hickson enters the game for N. Hilário,71,106
372,4,7:51.0,Personal foul by J. Hickson,,71,106
373,4,7:34.0,Turnover by Team (shot clock),,71,106
374,4,7:21.0,,J. Dudley misses 2-pt jump shot from 21 ft,71,106
375,4,7:20.0,Defensive rebound by S. Johnson,,71,106
376,4,7:04.0,D. Hilliard misses 3-pt jump shot from 26 ft,,71,106
377,4,7:04.0,,Defensive rebound by Team,71,106
378,4,6:43.0,,R. Sessions misses 2-pt jump shot from 5 ft,71,106
379,4,6:42.0,Defensive rebound by A. Baynes,,71,106
380,4,6:34.0,S. Johnson misses 3-pt jump shot from 22 ft,,71,106
381,4,6:33.0,,Defensive rebound by K. Oubre,71,106
382,4,6:28.0,,R. Sessions makes 2-pt layup at rim (assist by G. Temple),71,108
383,4,6:07.0,S. Blake misses 3-pt jump shot from 23 ft,,71,108
384,4,6:06.0,,Defensive rebound by J. Hickson,71,108
385,4,5:58.0,,G. Temple misses 2-pt layup at rim (block by A. Baynes),71,108
386,4,5:58.0,,Offensive rebound by Team,71,108
387,4,5:58.0,Official timeout,,71,108
388,4,5:58.0,,M. Thornton enters the game for G. Temple,71,108
389,4,5:50.0,,J. Hickson makes 2-pt jump shot from 12 ft (assist by M. Thornton),71,110
390,4,5:35.0,A. Tolliver misses 3-pt jump shot from 25 ft,,71,110
