,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PHOENIX_ACTION,ATLANTA_SCORE,PHOENIX_SCORE
391,4,6:07.0,,Defensive rebound by T. Chandler,77,81
392,4,5:41.0,,P. Tucker makes 2-pt layup from 1 ft,77,83
393,4,5:34.0,Atlanta full timeout,,77,83
394,4,5:34.0,A. Horford enters the game for J. Teague,,77,83
395,4,5:34.0,D. Schröder enters the game for T. Sefolosha,,77,83
396,4,5:27.0,K. Korver misses 2-pt jump shot from 18 ft,,77,83
397,4,5:27.0,,Defensive rebound by T. Chandler,77,83
398,4,5:10.0,,D. Booker makes 2-pt jump shot from 19 ft (assist by A. Len),77,85
399,4,4:49.0,K. Bazemore makes 2-pt layup from 2 ft (assist by A. Horford),,79,85
400,4,4:37.0,,Turnover by D. Booker (bad pass; steal by D. Schröder),79,85
401,4,4:34.0,Shooting foul by D. Booker (drawn by D. Schröder),,79,85
402,4,4:34.0,D. Schröder makes free throw 1 of 2,,80,85
403,4,4:34.0,T. Sefolosha enters the game for K. Korver,,80,85
404,4,4:34.0,D. Schröder makes free throw 2 of 2,,81,85
405,4,4:16.0,,A. Goodwin makes 2-pt layup from 1 ft,81,87
406,4,4:16.0,,Shooting foul by K. Bazemore (drawn by A. Goodwin),81,87
407,4,4:16.0,K. Korver enters the game for T. Sefolosha,,81,87
408,4,4:16.0,,A. Goodwin misses free throw 1 of 1,81,87
409,4,4:15.0,Defensive rebound by A. Horford,,81,87
410,4,4:01.0,A. Horford misses 2-pt hook shot from 3 ft,,81,87
411,4,3:58.0,,Defensive rebound by T. Chandler,81,87
412,4,3:47.0,,Personal foul by K. Bazemore (drawn by D. Booker),81,87
413,4,3:47.0,T. Sefolosha enters the game for K. Korver,,81,87
414,4,3:40.0,,P. Tucker makes 2-pt jump shot from 21 ft (assist by A. Len),81,89
415,4,3:31.0,Shooting foul by D. Booker (drawn by K. Bazemore),,81,89
416,4,3:31.0,K. Bazemore misses free throw 1 of 2,,81,89
417,4,3:31.0,Offensive rebound by Team,,81,89
418,4,3:31.0,K. Korver enters the game for M. Scott,,81,89
419,4,3:31.0,K. Bazemore makes free throw 2 of 2,,82,89
420,4,3:13.0,,Turnover by A. Goodwin (lost ball; steal by D. Schröder),82,89
421,4,3:07.0,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Schröder),,85,89
422,4,2:57.0,,Phoenix full timeout,85,89
423,4,2:57.0,Official timeout,,85,89
424,4,2:45.0,,A. Goodwin makes 2-pt layup at rim (assist by T. Chandler),85,91
425,4,2:29.0,D. Schröder makes 3-pt jump shot from 24 ft (assist by A. Horford),,88,91
426,4,1:57.0,,A. Len makes 2-pt jump shot from 12 ft (assist by A. Goodwin),88,93
427,4,1:42.0,D. Schröder misses 3-pt jump shot from 24 ft,,88,93
428,4,1:41.0,Offensive rebound by K. Bazemore,,88,93
429,4,1:40.0,Shooting foul by A. Len (drawn by K. Bazemore),,88,93
430,4,1:40.0,K. Bazemore makes free throw 1 of 2,,89,93
431,4,1:40.0,K. Bazemore makes free throw 2 of 2,,90,93
432,4,1:14.0,,P. Tucker misses 2-pt jump shot from 16 ft (block by K. Korver),90,93
433,4,1:13.0,Defensive rebound by A. Horford,,90,93
434,4,1:10.0,K. Bazemore misses 2-pt dunk at rim (block by A. Goodwin),,90,93
435,4,1:07.0,Offensive rebound by K. Korver,,90,93
436,4,1:04.0,Turnover by K. Korver (bad pass; steal by D. Booker),,90,93
437,4,1:02.0,,D. Booker misses 2-pt layup from 2 ft (block by A. Horford),90,93
438,4,1:01.0,,Offensive rebound by T. Chandler,90,93
439,4,1:00.0,,A. Goodwin misses 2-pt layup from 1 ft,90,93
440,4,0:58.0,,Offensive rebound by T. Chandler,90,93
441,4,0:58.0,,T. Chandler misses 2-pt layup at rim,90,93
442,4,0:57.0,Defensive rebound by K. Korver,,90,93
443,4,0:47.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Schröder),,93,93
444,4,0:38.0,,Phoenix full timeout,93,93
445,4,0:25.0,,A. Goodwin misses 2-pt jump shot from 10 ft,93,93
446,4,0:25.0,,Offensive rebound by T. Chandler,93,93
447,4,0:25.0,,T. Chandler makes 2-pt layup at rim,93,95
448,4,0:25.0,Atlanta full timeout,,93,95
449,4,0:25.0,M. Scott enters the game for T. Sefolosha,,93,95
450,4,0:21.0,Shooting foul by D. Booker (drawn by K. Bazemore),,93,95
451,4,0:21.0,K. Bazemore makes 2-pt layup from 2 ft,,95,95
452,4,0:21.0,,M. Teletović enters the game for D. Booker,95,95
453,4,0:21.0,K. Bazemore misses free throw 1 of 1,,95,95
454,4,0:21.0,,Defensive rebound by P. Tucker,95,95
455,4,0:21.0,,Phoenix full timeout,95,95
456,4,0:21.0,T. Sefolosha enters the game for M. Scott,,95,95
457,4,0:00.0,,A. Goodwin makes 3-pt jump shot from 24 ft,95,98
458,4,0:00.0,Atlanta full timeout,,95,98
