,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CLEVELAND_ACTION,PORTLAND_SCORE,CLEVELAND_SCORE
0,1,11:36.0,,L. James makes 2-pt layup from 1 ft,0,2
1,1,11:14.0,C. McCollum makes 2-pt jump shot from 17 ft (assist by M. Plumlee),,2,2
2,1,10:50.0,,L. James misses 2-pt layup at rim,2,2
3,1,10:48.0,Defensive rebound by A. Aminu,,2,2
4,1,10:41.0,M. Plumlee misses 2-pt jump shot from 5 ft,,2,2
5,1,10:39.0,,Defensive rebound by K. Love,2,2
6,1,10:25.0,,J. Smith misses 3-pt jump shot from 26 ft,2,2
7,1,10:24.0,Defensive rebound by D. Lillard,,2,2
8,1,10:12.0,C. McCollum misses 3-pt jump shot from 25 ft,,2,2
9,1,10:11.0,,Defensive rebound by M. Dellavedova,2,2
10,1,10:01.0,,M. Dellavedova makes 2-pt jump shot from 4 ft,2,4
11,1,9:40.0,N. Vonleh makes 2-pt hook shot from 7 ft,,4,4
12,1,9:21.0,,K. Love misses 2-pt layup from 2 ft,4,4
13,1,9:20.0,Defensive rebound by Team,,4,4
14,1,9:00.0,Turnover by A. Aminu (lost ball; steal by K. Love),,4,4
15,1,8:53.0,,L. James misses 2-pt jump shot from 4 ft,4,4
16,1,8:51.0,Defensive rebound by A. Aminu,,4,4
17,1,8:43.0,C. McCollum makes 2-pt jump shot from 13 ft,,6,4
18,1,8:24.0,,M. Dellavedova makes 2-pt jump shot from 8 ft,6,6
19,1,8:04.0,D. Lillard makes 2-pt layup from 1 ft,,8,6
20,1,7:43.0,,K. Love misses 2-pt jump shot from 6 ft,8,6
21,1,7:40.0,Defensive rebound by A. Aminu,,8,6
22,1,7:33.0,D. Lillard makes 2-pt jump shot from 13 ft,,10,6
23,1,7:15.0,,K. Love misses 2-pt layup at rim (block by M. Plumlee),10,6
24,1,7:14.0,Defensive rebound by M. Plumlee,,10,6
25,1,7:02.0,C. McCollum makes 2-pt jump shot from 19 ft (assist by D. Lillard),,12,6
26,1,6:46.0,,Personal foul by A. Aminu (drawn by L. James),12,6
27,1,6:32.0,,L. James misses 2-pt jump shot from 9 ft,12,6
28,1,6:31.0,Defensive rebound by N. Vonleh,,12,6
29,1,6:24.0,D. Lillard makes 3-pt jump shot from 28 ft,,15,6
30,1,6:23.0,,Cleveland full timeout,15,6
31,1,6:03.0,,J. Smith misses 2-pt jump shot from 8 ft,15,6
32,1,6:01.0,Defensive rebound by D. Lillard,,15,6
33,1,5:52.0,D. Lillard makes 3-pt jump shot from 26 ft,,18,6
34,1,5:37.0,,L. James misses 2-pt jump shot from 5 ft,18,6
35,1,5:37.0,Defensive rebound by N. Vonleh,,18,6
36,1,5:24.0,M. Plumlee misses 2-pt jump shot from 9 ft,,18,6
37,1,5:23.0,,Defensive rebound by K. Love,18,6
38,1,5:18.0,,Personal foul by M. Plumlee (drawn by T. Mozgov),18,6
39,1,5:18.0,,T. Thompson enters the game for K. Love,18,6
40,1,4:59.0,,Turnover by Team (shot clock),18,6
41,1,4:59.0,A. Crabbe enters the game for C. McCollum,,18,6
42,1,4:59.0,,A. Varejão enters the game for T. Mozgov,18,6
43,1,4:55.0,D. Lillard misses 3-pt jump shot from 27 ft,,18,6
44,1,4:54.0,Offensive rebound by N. Vonleh,,18,6
45,1,4:42.0,Shooting foul by A. Varejão (drawn by M. Plumlee),,18,6
46,1,4:42.0,M. Plumlee misses free throw 1 of 2,,18,6
47,1,4:42.0,Offensive rebound by Team,,18,6
48,1,4:42.0,M. Plumlee makes free throw 2 of 2,,19,6
49,1,4:30.0,,Personal foul by A. Crabbe (drawn by J. Smith),19,6
50,1,4:30.0,M. Leonard enters the game for N. Vonleh,,19,6
51,1,4:30.0,E. Davis enters the game for M. Plumlee,,19,6
52,1,4:25.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by A. Varejão),19,9
53,1,3:58.0,D. Lillard makes 2-pt jump shot from 17 ft (assist by M. Leonard),,21,9
54,1,3:44.0,,J. Smith makes 2-pt jump shot from 14 ft (assist by L. James),21,11
55,1,3:24.0,M. Leonard misses 3-pt jump shot from 25 ft,,21,11
56,1,3:24.0,,Defensive rebound by A. Varejão,21,11
57,1,3:07.0,,L. James makes 2-pt layup at rim,21,13
58,1,3:06.0,Portland full timeout,,21,13
59,1,3:06.0,M. Harkless enters the game for A. Aminu,,21,13
60,1,3:06.0,,M. Williams enters the game for L. James,21,13
61,1,3:06.0,,R. Jefferson enters the game for M. Dellavedova,21,13
62,1,2:50.0,M. Leonard makes 2-pt jump shot from 9 ft (assist by D. Lillard),,23,13
63,1,2:33.0,,J. Smith misses 2-pt jump shot from 15 ft,23,13
64,1,2:32.0,Defensive rebound by M. Harkless,,23,13
65,1,2:25.0,D. Lillard misses 2-pt layup from 1 ft (block by A. Varejão),,23,13
66,1,2:24.0,,Defensive rebound by T. Thompson,23,13
67,1,2:12.0,,M. Williams makes 2-pt jump shot from 6 ft,23,15
68,1,1:51.0,E. Davis misses 2-pt jump shot from 7 ft,,23,15
69,1,1:50.0,Offensive rebound by M. Leonard,,23,15
70,1,1:50.0,M. Leonard misses 2-pt layup from 1 ft,,23,15
71,1,1:49.0,Offensive rebound by M. Leonard,,23,15
72,1,1:44.0,Turnover by E. Davis (lost ball),,23,15
73,1,1:44.0,,J. Cunningham enters the game for J. Smith,23,15
74,1,1:28.0,,M. Williams misses 3-pt jump shot from 24 ft,23,15
75,1,1:18.0,Defensive rebound by A. Crabbe,,23,15
76,1,1:18.0,A. Crabbe makes 2-pt jump shot from 21 ft (assist by E. Davis),,25,15
77,1,1:02.0,,R. Jefferson makes 2-pt jump shot from 19 ft (assist by A. Varejão),25,17
78,1,0:43.0,D. Lillard misses 3-pt jump shot from 27 ft,,25,17
79,1,0:42.0,,Defensive rebound by T. Thompson,25,17
80,1,0:28.0,,R. Jefferson misses 3-pt jump shot from 26 ft,25,17
81,1,0:27.0,,Offensive rebound by A. Varejão,25,17
82,1,0:17.0,,M. Williams misses 2-pt jump shot from 7 ft,25,17
83,1,0:17.0,Defensive rebound by Team,,25,17
84,1,0:06.0,Personal foul by J. Cunningham (drawn by D. Lillard),,25,17
85,2,11:45.0,A. Crabbe makes 2-pt jump shot from 22 ft (assist by C. McCollum),,27,17
86,2,11:29.0,,Turnover by T. Thompson (lost ball; steal by C. McCollum),27,17
87,2,11:11.0,M. Leonard makes 2-pt jump shot from 14 ft,,29,17
88,2,10:57.0,,Turnover by A. Varejão (lost ball),29,17
89,2,10:57.0,,K. Love enters the game for A. Varejão,29,17
90,2,10:39.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by A. Crabbe),,32,17
91,2,10:27.0,,M. Williams makes 2-pt jump shot from 20 ft,32,19
92,2,10:09.0,Offensive foul by M. Leonard (drawn by M. Williams),,32,19
93,2,10:09.0,Turnover by M. Leonard (offensive foul),,32,19
94,2,9:47.0,,T. Thompson misses 2-pt jump shot from 6 ft,32,19
95,2,9:47.0,,Offensive rebound by K. Love,32,19
96,2,9:47.0,,Shooting foul by E. Davis (drawn by K. Love),32,19
97,2,9:47.0,,K. Love makes free throw 1 of 2,32,20
98,2,9:47.0,,L. James enters the game for T. Thompson,32,20
99,2,9:47.0,,K. Love makes free throw 2 of 2,32,21
100,2,9:33.0,M. Leonard makes 3-pt jump shot from 24 ft (assist by C. McCollum),,35,21
101,2,9:16.0,,Turnover by M. Williams (bad pass; steal by E. Davis),35,21
102,2,9:07.0,E. Davis makes 2-pt dunk at rim (assist by C. McCollum),,37,21
103,2,8:58.0,,Cleveland full timeout,37,21
104,2,8:58.0,,M. Dellavedova enters the game for M. Williams,37,21
105,2,8:54.0,,Personal foul by M. Harkless (drawn by L. James),37,21
106,2,8:45.0,,L. James makes 2-pt layup at rim (assist by K. Love),37,23
107,2,8:26.0,Turnover by M. Leonard (bad pass),,37,23
108,2,8:05.0,,K. Love makes 2-pt hook shot from 10 ft,37,25
109,2,7:50.0,C. McCollum makes 3-pt jump shot from 24 ft (assist by M. Harkless),,40,25
110,2,7:21.0,,M. Dellavedova makes 2-pt jump shot from 14 ft,40,27
111,2,7:08.0,Turnover by C. McCollum (lost ball),,40,27
112,2,6:53.0,,K. Love makes 2-pt layup at rim (assist by M. Dellavedova),40,29
113,2,6:42.0,C. McCollum misses 2-pt layup at rim (block by L. James),,40,29
114,2,6:41.0,,Defensive rebound by J. Cunningham,40,29
115,2,6:37.0,,K. Love misses 2-pt layup from 1 ft,40,29
116,2,6:36.0,Defensive rebound by M. Leonard,,40,29
117,2,6:36.0,Personal foul by M. Dellavedova (drawn by A. Crabbe),,40,29
