,QUARTER,TIME_REMAINING,DETROIT_ACTION,MILWAUKEE_ACTION,DETROIT_SCORE,MILWAUKEE_SCORE
0,1,11:43.0,A. Drummond misses 2-pt hook shot from 10 ft,,0,0
1,1,11:40.0,,Defensive rebound by G. Antetokounmpo,0,0
2,1,11:26.0,,J. Parker makes 2-pt jump shot from 10 ft (assist by O. Mayo),0,2
3,1,11:10.0,T. Harris makes 2-pt jump shot from 18 ft (assist by R. Jackson),,2,2
4,1,10:43.0,,O. Mayo makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),2,5
5,1,10:29.0,A. Drummond misses 2-pt layup from 2 ft,,2,5
6,1,10:27.0,,Defensive rebound by G. Antetokounmpo,2,5
7,1,10:14.0,,Personal block foul by A. Drummond (drawn by G. Antetokounmpo),2,5
8,1,10:09.0,,J. Parker misses 2-pt jump shot from 19 ft,2,5
9,1,10:07.0,Defensive rebound by A. Drummond,,2,5
10,1,9:59.0,T. Harris makes 3-pt jump shot from 23 ft (assist by R. Jackson),,5,5
11,1,9:44.0,,M. Plumlee makes 2-pt dunk at rim (assist by G. Antetokounmpo),5,7
12,1,9:30.0,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Jackson),,8,7
13,1,9:17.0,,O. Mayo makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),8,10
14,1,9:00.0,Personal foul by O. Mayo (drawn by T. Harris),,8,10
15,1,8:47.0,T. Harris makes 3-pt jump shot from 24 ft (assist by R. Jackson),,11,10
16,1,8:25.0,,G. Antetokounmpo misses 2-pt jump shot from 21 ft,11,10
17,1,8:24.0,Defensive rebound by A. Drummond,,11,10
18,1,8:12.0,A. Drummond makes 2-pt layup from 1 ft (assist by M. Morris),,13,10
19,1,7:53.0,,K. Middleton makes 2-pt hook shot from 12 ft,13,12
20,1,7:34.0,T. Harris misses 2-pt jump shot from 19 ft,,13,12
21,1,7:31.0,Offensive rebound by A. Drummond,,13,12
22,1,7:29.0,A. Drummond misses 2-pt layup from 1 ft,,13,12
23,1,7:28.0,,Defensive rebound by G. Antetokounmpo,13,12
24,1,7:24.0,,Turnover by G. Antetokounmpo (bad pass; steal by A. Drummond),13,12
25,1,7:19.0,R. Jackson misses 2-pt layup from 1 ft,,13,12
26,1,7:14.0,,Defensive rebound by G. Antetokounmpo,13,12
27,1,7:07.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,13,12
28,1,7:05.0,Defensive rebound by A. Drummond,,13,12
29,1,7:01.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by A. Drummond),,16,12
30,1,6:41.0,,O. Mayo misses 2-pt jump shot from 19 ft,16,12
31,1,6:39.0,,Offensive rebound by M. Plumlee,16,12
32,1,6:37.0,,Turnover by G. Antetokounmpo (lost ball),16,12
33,1,6:27.0,T. Harris misses 2-pt layup from 2 ft,,16,12
34,1,6:25.0,Offensive rebound by A. Drummond,,16,12
35,1,6:20.0,A. Drummond makes 2-pt layup at rim,,18,12
36,1,6:14.0,,Personal foul by R. Jackson (drawn by J. Parker),18,12
37,1,6:04.0,,Turnover by M. Plumlee (bad pass; steal by K. Caldwell-Pope),18,12
38,1,5:54.0,M. Morris makes 2-pt jump shot from 17 ft (assist by R. Jackson),,20,12
39,1,5:54.0,,Milwaukee full timeout,20,12
40,1,5:54.0,,M. Carter-Williams enters the game for J. Parker,20,12
41,1,5:54.0,,G. Monroe enters the game for M. Plumlee,20,12
42,1,5:54.0,,Violation by Team (delay of game),20,12
43,1,5:39.0,,K. Middleton makes 2-pt dunk at rim (assist by G. Antetokounmpo),20,14
44,1,5:21.0,R. Jackson makes 3-pt jump shot from 22 ft (assist by T. Harris),,23,14
45,1,5:02.0,,K. Middleton misses 2-pt layup from 2 ft,23,14
46,1,5:01.0,Defensive rebound by A. Drummond,,23,14
47,1,4:53.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by T. Harris),,26,14
48,1,4:29.0,,G. Monroe makes 2-pt hook shot from 3 ft,26,16
49,1,4:04.0,A. Drummond makes 2-pt hook shot from 5 ft,,28,16
50,1,3:55.0,,Turnover by M. Carter-Williams (offensive foul),28,16
51,1,3:55.0,,Offensive foul by M. Carter-Williams (drawn by R. Jackson),28,16
52,1,3:34.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,28,16
53,1,3:32.0,,Defensive rebound by O. Mayo,28,16
54,1,3:25.0,,Turnover by M. Carter-Williams (bad pass),28,16
55,1,3:05.0,M. Morris misses 2-pt jump shot from 5 ft,,28,16
56,1,3:04.0,Offensive rebound by A. Drummond,,28,16
57,1,3:03.0,A. Drummond misses 2-pt layup at rim,,28,16
58,1,3:02.0,Offensive rebound by A. Drummond,,28,16
59,1,3:01.0,A. Drummond misses 2-pt layup from 3 ft,,28,16
60,1,2:58.0,Offensive rebound by A. Drummond,,28,16
61,1,2:58.0,A. Drummond misses 2-pt layup from 1 ft,,28,16
62,1,2:57.0,,Defensive rebound by K. Middleton,28,16
63,1,2:50.0,Detroit full timeout,,28,16
64,1,2:50.0,R. Bullock enters the game for M. Morris,,28,16
65,1,2:50.0,S. Blake enters the game for R. Jackson,,28,16
66,1,2:36.0,,G. Monroe makes 2-pt jump shot from 15 ft,28,18
67,1,2:20.0,A. Drummond makes 2-pt layup at rim (assist by T. Harris),,30,18
68,1,1:59.0,,Shooting foul by R. Bullock (drawn by G. Antetokounmpo),30,18
69,1,1:59.0,,G. Antetokounmpo makes free throw 1 of 2,30,19
70,1,1:59.0,,R. Vaughn enters the game for O. Mayo,30,19
71,1,1:59.0,,G. Antetokounmpo makes free throw 2 of 2,30,20
72,1,1:39.0,R. Bullock misses 2-pt jump shot from 12 ft,,30,20
73,1,1:37.0,,Defensive rebound by K. Middleton,30,20
74,1,1:18.0,,G. Monroe misses 2-pt jump shot from 6 ft (block by A. Drummond),30,20
75,1,1:17.0,,Offensive rebound by G. Monroe,30,20
76,1,1:16.0,,G. Monroe misses 2-pt jump shot from 9 ft,30,20
77,1,1:15.0,Defensive rebound by R. Bullock,,30,20
78,1,1:05.0,K. Caldwell-Pope makes 2-pt layup from 2 ft,,32,20
79,1,0:51.0,,M. Carter-Williams makes 2-pt jump shot from 3 ft,32,22
80,1,0:32.0,A. Drummond makes 2-pt hook shot from 5 ft (assist by T. Harris),,34,22
81,1,0:21.0,,Shooting foul by R. Bullock (drawn by M. Carter-Williams),34,22
82,1,0:21.0,,M. Carter-Williams makes 2-pt jump shot from 13 ft,34,24
83,1,0:21.0,,M. Carter-Williams misses free throw 1 of 1,34,24
84,1,0:19.0,Defensive rebound by T. Harris,,34,24
85,1,0:01.0,T. Harris misses 2-pt jump shot from 7 ft,,34,24
86,1,0:00.0,,Defensive rebound by G. Antetokounmpo,34,24
87,2,11:49.0,,Personal foul by S. Blake (drawn by S. Novak),34,24
88,2,11:44.0,,Personal foul by S. Blake (drawn by M. Carter-Williams),34,24
89,2,11:44.0,Technical foul by S. Blake,,34,24
90,2,11:44.0,,S. Novak makes technical free throw,34,25
91,2,11:40.0,,Offensive foul by M. Carter-Williams (drawn by S. Blake),34,25
92,2,11:40.0,,Turnover by M. Carter-Williams (offensive foul),34,25
93,2,11:22.0,S. Blake misses 3-pt jump shot from 24 ft,,34,25
94,2,11:22.0,Offensive rebound by A. Baynes,,34,25
95,2,11:22.0,M. Morris misses 3-pt jump shot from 24 ft,,34,25
96,2,11:17.0,Offensive rebound by R. Bullock,,34,25
97,2,11:16.0,D. Hilliard misses 2-pt jump shot from 20 ft,,34,25
98,2,11:09.0,Offensive rebound by A. Baynes,,34,25
99,2,11:03.0,D. Hilliard makes 3-pt jump shot from 27 ft (assist by S. Blake),,37,25
100,2,10:37.0,,S. Novak makes 3-pt jump shot from 25 ft (assist by G. Monroe),37,28
101,2,10:22.0,A. Baynes makes 2-pt jump shot from 15 ft (assist by S. Blake),,39,28
102,2,10:06.0,,G. Monroe makes 2-pt layup at rim (assist by M. Carter-Williams),39,30
103,2,9:46.0,M. Morris misses 2-pt jump shot from 13 ft,,39,30
104,2,9:44.0,,Defensive rebound by M. Carter-Williams,39,30
105,2,9:39.0,,Shooting foul by D. Hilliard (drawn by J. Parker),39,30
106,2,9:39.0,,J. Parker makes free throw 1 of 2,39,31
107,2,9:39.0,,J. Parker makes free throw 2 of 2,39,32
108,2,9:25.0,S. Blake misses 2-pt jump shot from 15 ft,,39,32
109,2,9:23.0,,Defensive rebound by J. Parker,39,32
110,2,9:17.0,,M. Carter-Williams misses 2-pt layup from 2 ft,39,32
111,2,9:16.0,Defensive rebound by A. Baynes,,39,32
112,2,9:04.0,A. Baynes misses 2-pt layup from 3 ft (block by M. Carter-Williams),,39,32
113,2,9:03.0,Offensive rebound by M. Morris,,39,32
114,2,9:02.0,M. Morris makes 2-pt jump shot from 14 ft,,41,32
115,2,8:49.0,,J. Parker makes 2-pt jump shot from 20 ft (assist by G. Monroe),41,34
116,2,8:21.0,A. Baynes misses 2-pt jump shot from 14 ft,,41,34
117,2,8:19.0,,Defensive rebound by G. Monroe,41,34
118,2,8:08.0,,Turnover by M. Carter-Williams (bad pass; steal by A. Baynes),41,34
119,2,7:54.0,Turnover by M. Morris (lost ball),,41,34
120,2,7:54.0,Official timeout,,41,34
121,2,7:54.0,,M. Plumlee enters the game for G. Monroe,41,34
122,2,7:40.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by M. Carter-Williams),41,36
123,2,7:18.0,S. Blake misses 3-pt jump shot from 25 ft,,41,36
124,2,7:17.0,Offensive rebound by A. Baynes,,41,36
125,2,7:13.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by A. Baynes),,44,36
126,2,6:54.0,,Turnover by M. Carter-Williams (lost ball; steal by R. Bullock),44,36
127,2,6:43.0,D. Hilliard makes 3-pt jump shot from 25 ft,,47,36
128,2,6:26.0,,R. Vaughn misses 3-pt jump shot from 24 ft,47,36
129,2,6:24.0,Defensive rebound by S. Blake,,47,36
130,2,6:18.0,M. Morris makes 3-pt jump shot from 26 ft (assist by S. Blake),,50,36
131,2,6:17.0,,Milwaukee full timeout,50,36
132,2,6:17.0,R. Jackson enters the game for A. Baynes,,50,36
133,2,6:17.0,A. Drummond enters the game for D. Hilliard,,50,36
134,2,6:17.0,,K. Middleton enters the game for M. Carter-Williams,50,36
135,2,6:17.0,,O. Mayo enters the game for S. Novak,50,36
136,2,6:17.0,D. Hilliard enters the game for S. Blake,,50,36
137,2,6:06.0,,Turnover by O. Mayo (bad pass; steal by R. Bullock),50,36
138,2,6:01.0,D. Hilliard misses 2-pt layup from 1 ft,,50,36
139,2,6:01.0,,Defensive rebound by Team,50,36
140,2,5:46.0,,K. Middleton misses 2-pt jump shot from 6 ft,50,36
141,2,5:44.0,Defensive rebound by M. Morris,,50,36
142,2,5:20.0,R. Jackson misses 3-pt jump shot from 24 ft,,50,36
143,2,5:19.0,,Defensive rebound by K. Middleton,50,36
144,2,5:02.0,,K. Middleton makes 3-pt jump shot from 24 ft,50,39
145,2,4:36.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by R. Jackson),,53,39
146,2,4:25.0,,K. Middleton misses 2-pt jump shot from 16 ft,53,39
147,2,4:23.0,Defensive rebound by D. Hilliard,,53,39
148,2,4:17.0,Personal foul by J. Parker (drawn by R. Jackson),,53,39
149,2,4:17.0,T. Harris enters the game for D. Hilliard,,53,39
150,2,4:17.0,K. Caldwell-Pope enters the game for R. Bullock,,53,39
151,2,4:17.0,,G. Antetokounmpo enters the game for R. Vaughn,53,39
152,2,4:13.0,M. Morris makes 2-pt dunk at rim (assist by A. Drummond),,55,39
