,QUARTER,TIME_REMAINING,MIAMI_ACTION,SAN ANTONIO_ACTION,MIAMI_SCORE,SAN ANTONIO_SCORE
31,1,7:10.0,A. Stoudemire makes 2-pt layup from 1 ft (assist by G. Dragić),,6,12
32,1,7:10.0,,San Antonio full timeout,6,12
33,1,6:59.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by T. Parker),6,14
34,1,6:32.0,J. McRoberts makes 2-pt dunk at rim (assist by D. Wade),,8,14
35,1,6:11.0,,L. Aldridge misses 2-pt jump shot from 11 ft,8,14
36,1,6:09.0,Defensive rebound by J. McRoberts,,8,14
37,1,5:55.0,J. McRoberts makes 3-pt jump shot from 25 ft (assist by G. Dragić),,11,14
38,1,5:34.0,,L. Aldridge makes 2-pt hook shot from 4 ft (assist by T. Parker),11,16
39,1,5:13.0,J. Johnson misses 3-pt jump shot from 23 ft (block by K. Leonard),,11,16
40,1,5:11.0,,Defensive rebound by T. Duncan,11,16
41,1,5:07.0,,K. Leonard misses 3-pt jump shot from 24 ft,11,16
42,1,5:05.0,Defensive rebound by A. Stoudemire,,11,16
43,1,4:45.0,D. Wade makes 2-pt jump shot from 15 ft (assist by J. Johnson),,13,16
44,1,4:26.0,,K. Leonard misses 2-pt jump shot from 19 ft,13,16
45,1,4:25.0,,Offensive rebound by L. Aldridge,13,16
46,1,4:23.0,,L. Aldridge misses 2-pt jump shot from 6 ft,13,16
47,1,4:22.0,Defensive rebound by J. McRoberts,,13,16
48,1,4:15.0,A. Stoudemire misses 2-pt jump shot from 12 ft,,13,16
49,1,4:13.0,,Defensive rebound by K. Leonard,13,16
50,1,4:04.0,,K. Leonard makes 2-pt jump shot from 8 ft,13,18
51,1,3:57.0,Miami full timeout,,13,18
52,1,3:57.0,,P. Mills enters the game for T. Parker,13,18
53,1,3:57.0,,M. Ginóbili enters the game for D. Green,13,18
54,1,3:57.0,,B. Diaw enters the game for T. Duncan,13,18
55,1,3:57.0,J. Richardson enters the game for G. Dragić,,13,18
56,1,3:57.0,J. Winslow enters the game for D. Wade,,13,18
57,1,3:57.0,H. Whiteside enters the game for A. Stoudemire,,13,18
58,1,3:54.0,Offensive foul by H. Whiteside (drawn by K. Leonard),,13,18
59,1,3:54.0,Turnover by H. Whiteside (offensive foul),,13,18
60,1,3:40.0,,Turnover by P. Mills (bad pass; steal by H. Whiteside),13,18
61,1,3:18.0,J. Johnson misses 3-pt jump shot from 24 ft,,13,18
62,1,3:17.0,Offensive rebound by H. Whiteside,,13,18
63,1,3:15.0,H. Whiteside misses 2-pt layup from 1 ft,,13,18
64,1,3:14.0,Offensive rebound by H. Whiteside,,13,18
65,1,3:14.0,Shooting foul by K. Leonard (drawn by H. Whiteside),,13,18
66,1,3:14.0,H. Whiteside makes free throw 1 of 2,,14,18
67,1,3:14.0,,K. Anderson enters the game for K. Leonard,14,18
68,1,3:14.0,H. Whiteside makes free throw 2 of 2,,15,18
69,1,2:52.0,,L. Aldridge makes 2-pt dunk at rim (assist by K. Anderson),15,20
70,1,2:37.0,H. Whiteside makes 2-pt jump shot from 17 ft (assist by J. Johnson),,17,20
71,1,2:18.0,,B. Diaw makes 2-pt hook shot from 7 ft (assist by M. Ginóbili),17,22
72,1,2:07.0,Shooting foul by L. Aldridge (drawn by J. Winslow),,17,22
73,1,2:07.0,J. Winslow makes free throw 1 of 2,,18,22
74,1,2:07.0,,D. West enters the game for L. Aldridge,18,22
75,1,2:07.0,G. Dragić enters the game for J. McRoberts,,18,22
76,1,2:07.0,J. Winslow makes free throw 2 of 2,,19,22
77,1,1:55.0,,P. Mills misses 2-pt jump shot from 14 ft,19,22
78,1,1:53.0,Defensive rebound by H. Whiteside,,19,22
79,1,1:45.0,G. Dragić misses 2-pt jump shot from 8 ft,,19,22
80,1,1:44.0,Offensive rebound by H. Whiteside,,19,22
81,1,1:36.0,H. Whiteside makes 2-pt hook shot from 5 ft,,21,22
82,1,1:19.0,,D. West makes 2-pt jump shot from 16 ft (assist by M. Ginóbili),21,24
83,1,0:52.0,,Loose ball foul by B. Diaw,21,24
84,1,0:36.0,J. Winslow misses 2-pt layup at rim,,21,24
85,1,0:34.0,,Defensive rebound by D. West,21,24
86,1,0:29.0,,P. Mills makes 2-pt layup from 2 ft,21,26
87,1,0:05.0,J. Winslow misses 2-pt jump shot from 23 ft,,21,26
88,1,0:05.0,Offensive rebound by Team,,21,26
89,1,0:05.0,Turnover by Team (shot clock),,21,26
90,1,0:00.0,,B. Diaw misses 2-pt layup from 1 ft,21,26
91,1,0:00.0,,Offensive rebound by Team,21,26
92,2,11:36.0,H. Whiteside makes 2-pt hook shot from 4 ft,,23,26
93,2,11:20.0,,P. Mills misses 2-pt jump shot from 17 ft,23,26
94,2,11:19.0,Defensive rebound by H. Whiteside,,23,26
95,2,11:09.0,Turnover by G. Dragić (bad pass; steal by P. Mills),,23,26
96,2,10:54.0,,D. West misses 2-pt jump shot from 19 ft,23,26
97,2,10:53.0,Defensive rebound by H. Whiteside,,23,26
98,2,10:48.0,J. Winslow makes 2-pt jump shot from 6 ft (assist by J. Richardson),,25,26
99,2,10:48.0,Shooting foul by D. West (drawn by J. Winslow),,25,26
100,2,10:48.0,,T. Duncan enters the game for D. West,25,26
101,2,10:48.0,J. Winslow makes free throw 1 of 1,,26,26
102,2,10:37.0,,B. Diaw makes 2-pt layup from 1 ft (assist by M. Ginóbili),26,28
103,2,10:23.0,,Violation by B. Diaw (kicked ball),26,28
104,2,10:23.0,,D. West enters the game for T. Duncan,26,28
105,2,10:11.0,Shooting foul by K. Anderson (drawn by G. Green),,26,28
106,2,10:11.0,G. Green makes free throw 1 of 2,,27,28
107,2,10:11.0,,K. Martin enters the game for K. Anderson,27,28
108,2,10:11.0,G. Green makes free throw 2 of 2,,28,28
109,2,10:02.0,,Turnover by K. Martin (bad pass; steal by J. Richardson),28,28
110,2,9:57.0,J. Richardson makes 2-pt dunk at rim,,30,28
111,2,9:48.0,Violation by J. Richardson (kicked ball),,30,28
112,2,9:41.0,,Shooting foul by J. Winslow (drawn by B. Diaw),30,28
113,2,9:41.0,,B. Diaw makes free throw 1 of 2,30,29
114,2,9:41.0,,B. Diaw makes free throw 2 of 2,30,30
115,2,9:27.0,G. Dragić misses 2-pt jump shot from 5 ft,,30,30
116,2,9:26.0,,Defensive rebound by D. West,30,30
117,2,9:19.0,,Shooting foul by J. Winslow (drawn by P. Mills),30,30
118,2,9:19.0,,P. Mills makes free throw 1 of 3,30,31
119,2,9:19.0,,P. Mills makes free throw 2 of 3,30,32
120,2,9:19.0,,K. Leonard enters the game for M. Ginóbili,30,32
121,2,9:19.0,,P. Mills makes free throw 3 of 3,30,33
122,2,9:06.0,J. Richardson makes 2-pt jump shot from 9 ft (assist by G. Dragić),,32,33
123,2,8:57.0,,Shooting foul by G. Dragić (drawn by P. Mills),32,33
124,2,8:57.0,Official timeout,,32,33
125,2,8:57.0,,T. Duncan enters the game for D. West,32,33
126,2,8:57.0,,P. Mills makes free throw 1 of 2,32,34
127,2,8:57.0,,P. Mills makes free throw 2 of 2,32,35
128,2,8:43.0,G. Green misses 2-pt jump shot from 16 ft,,32,35
129,2,8:41.0,,Defensive rebound by P. Mills,32,35
130,2,8:32.0,,P. Mills misses 3-pt jump shot from 23 ft,32,35
131,2,8:31.0,Defensive rebound by H. Whiteside,,32,35
132,2,8:24.0,J. Richardson misses 3-pt jump shot from 23 ft,,32,35
133,2,8:22.0,,Defensive rebound by T. Duncan,32,35
134,2,8:13.0,,Turnover by T. Duncan (bad pass; steal by G. Green),32,35
135,2,7:57.0,G. Green misses 2-pt jump shot from 9 ft,,32,35
136,2,7:55.0,,Defensive rebound by T. Duncan,32,35
137,2,7:36.0,,Shooting foul by G. Green (drawn by K. Martin),32,35
138,2,7:36.0,,K. Martin makes free throw 1 of 2,32,36
139,2,7:36.0,D. Wade enters the game for G. Dragić,,32,36
140,2,7:36.0,J. Johnson enters the game for G. Green,,32,36
141,2,7:36.0,,K. Martin makes free throw 2 of 2,32,37
142,2,7:22.0,J. Winslow misses 2-pt jump shot from 4 ft (block by B. Diaw),,32,37
143,2,7:20.0,Offensive rebound by H. Whiteside,,32,37
144,2,7:20.0,H. Whiteside makes 2-pt layup from 1 ft,,34,37
145,2,7:04.0,,K. Martin makes 3-pt jump shot from 23 ft (assist by T. Duncan),34,40
146,2,6:36.0,D. Wade misses 2-pt jump shot from 19 ft,,34,40
147,2,6:34.0,,Defensive rebound by K. Leonard,34,40
148,2,6:28.0,,K. Leonard makes 3-pt jump shot from 24 ft,34,43
149,2,6:28.0,Miami full timeout,,34,43
150,2,6:28.0,,T. Parker enters the game for P. Mills,34,43
151,2,6:28.0,,K. Anderson enters the game for B. Diaw,34,43
152,2,6:07.0,J. Winslow makes 3-pt jump shot from 23 ft (assist by J. Johnson),,37,43
153,2,5:41.0,,K. Anderson makes 2-pt jump shot from 11 ft,37,45
154,2,5:23.0,Turnover by H. Whiteside (lost ball; steal by T. Duncan),,37,45
155,2,5:17.0,,K. Leonard makes 2-pt layup from 1 ft (assist by T. Duncan),37,47
156,2,4:58.0,,L. Aldridge enters the game for K. Martin,37,47
157,2,4:58.0,,D. Green enters the game for K. Anderson,37,47
158,2,4:47.0,J. Richardson misses 2-pt jump shot from 15 ft,,37,47
159,2,4:45.0,Offensive rebound by D. Wade,,37,47
160,2,4:45.0,D. Wade makes 2-pt layup at rim,,39,47
161,2,4:22.0,,K. Leonard misses 2-pt hook shot from 4 ft,39,47
162,2,4:21.0,Defensive rebound by J. Winslow,,39,47
163,2,4:08.0,D. Wade makes 2-pt jump shot from 16 ft,,41,47
164,2,4:08.0,,San Antonio full timeout,41,47
165,2,4:08.0,J. McRoberts enters the game for J. Winslow,,41,47
166,2,3:49.0,,L. Aldridge misses 2-pt jump shot from 16 ft,41,47
167,2,3:48.0,Defensive rebound by J. Richardson,,41,47
168,2,3:29.0,J. McRoberts makes 2-pt hook shot from 5 ft (assist by J. Johnson),,43,47
169,2,3:08.0,,K. Leonard makes 2-pt layup from 2 ft (assist by T. Duncan),43,49
170,2,3:08.0,,Shooting foul by H. Whiteside (drawn by K. Leonard),43,49
171,2,3:08.0,,K. Leonard makes free throw 1 of 1,43,50
172,2,2:57.0,H. Whiteside misses 2-pt jump shot from 20 ft,,43,50
173,2,2:56.0,,Defensive rebound by T. Duncan,43,50
174,2,2:43.0,,Turnover by T. Duncan (bad pass),43,50
175,2,2:43.0,,Technical foul by Team,43,50
176,2,2:43.0,D. Wade misses technical free throw,,43,50
177,2,2:43.0,Offensive rebound by Team,,43,50
178,2,2:21.0,J. McRoberts misses 2-pt jump shot from 13 ft,,43,50
179,2,2:20.0,,Defensive rebound by K. Leonard,43,50
180,2,2:11.0,,K. Leonard misses 2-pt jump shot from 11 ft,43,50
181,2,2:10.0,,Offensive rebound by K. Leonard,43,50
182,2,2:06.0,,K. Leonard makes 2-pt jump shot from 15 ft,43,52
183,2,1:44.0,D. Wade misses 2-pt layup from 3 ft,,43,52
184,2,1:42.0,,Defensive rebound by D. Green,43,52
185,2,1:33.0,,K. Leonard misses 3-pt jump shot from 23 ft,43,52
186,2,1:32.0,Defensive rebound by H. Whiteside,,43,52
187,2,1:23.0,J. Johnson makes 2-pt jump shot from 20 ft (assist by D. Wade),,45,52
188,2,1:00.0,,K. Leonard makes 2-pt layup from 1 ft,45,54
189,2,0:52.0,Miami full timeout,,45,54
190,2,0:52.0,G. Dragić enters the game for J. Richardson,,45,54
191,2,0:52.0,A. Stoudemire enters the game for H. Whiteside,,45,54
192,2,0:39.0,G. Dragić misses 3-pt jump shot from 24 ft,,45,54
193,2,0:37.0,,Defensive rebound by K. Leonard,45,54
194,2,0:17.0,,D. Green misses 2-pt layup from 1 ft (block by A. Stoudemire),45,54
195,2,0:17.0,,Offensive rebound by K. Leonard,45,54
196,2,0:17.0,,K. Leonard makes 2-pt layup from 1 ft,45,56
197,2,0:05.0,D. Wade makes 2-pt layup from 1 ft,,47,56
198,2,0:01.0,,K. Leonard misses 3-pt jump shot from 32 ft,47,56
199,2,0:00.0,,Offensive rebound by D. Green,47,56
200,3,11:47.0,Personal foul by D. Green,,47,56
201,3,11:38.0,Turnover by J. McRoberts (bad pass),,47,56
202,3,11:25.0,,Shooting foul by J. McRoberts (drawn by K. Leonard),47,56
203,3,11:25.0,,K. Leonard misses free throw 1 of 2,47,56
204,3,11:25.0,,Offensive rebound by Team,47,56
205,3,11:25.0,,K. Leonard misses free throw 2 of 2,47,56
206,3,11:24.0,,Offensive rebound by T. Duncan,47,56
207,3,11:13.0,,K. Leonard misses 3-pt jump shot from 23 ft,47,56
208,3,11:12.0,Defensive rebound by A. Stoudemire,,47,56
209,3,11:04.0,G. Dragić makes 2-pt layup at rim,,49,56
210,3,10:49.0,,D. Green misses 3-pt jump shot from 22 ft,49,56
211,3,10:47.0,Defensive rebound by D. Wade,,49,56
212,3,10:38.0,J. McRoberts misses 3-pt jump shot from 24 ft,,49,56
213,3,10:37.0,,Defensive rebound by K. Leonard,49,56
214,3,10:26.0,,T. Parker makes 2-pt jump shot from 16 ft,49,58
215,3,10:14.0,D. Wade makes 2-pt layup at rim,,51,58
216,3,9:53.0,,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),51,61
217,3,9:38.0,G. Dragić makes 2-pt jump shot from 15 ft,,53,61
218,3,9:20.0,,T. Duncan makes 2-pt layup from 1 ft (assist by T. Parker),53,63
219,3,9:06.0,J. McRoberts misses 2-pt jump shot from 18 ft,,53,63
220,3,9:05.0,,Defensive rebound by T. Duncan,53,63
221,3,9:02.0,,Shooting foul by J. McRoberts (drawn by K. Leonard),53,63
222,3,9:02.0,,K. Leonard makes 2-pt layup at rim (assist by L. Aldridge),53,65
223,3,9:02.0,,K. Leonard makes free throw 1 of 1,53,66
224,3,9:02.0,Miami full timeout,,53,66
225,3,8:47.0,Turnover by A. Stoudemire (step out of bounds),,53,66
226,3,8:29.0,,D. Green misses 2-pt layup at rim (block by D. Wade),53,66
227,3,8:27.0,Defensive rebound by J. McRoberts,,53,66
228,3,8:14.0,J. Johnson misses 3-pt jump shot from 24 ft,,53,66
229,3,8:13.0,,Defensive rebound by T. Duncan,53,66
230,3,8:01.0,,K. Leonard misses 2-pt layup from 1 ft (block by A. Stoudemire),53,66
231,3,7:59.0,Defensive rebound by D. Wade,,53,66
232,3,7:57.0,Turnover by G. Dragić (bad pass),,53,66
233,3,7:30.0,,L. Aldridge misses 2-pt jump shot from 17 ft,53,66
234,3,7:29.0,Defensive rebound by A. Stoudemire,,53,66
235,3,7:21.0,G. Dragić misses 2-pt jump shot from 14 ft,,53,66
236,3,7:18.0,,Defensive rebound by D. Green,53,66
237,3,7:07.0,,Shooting foul by A. Stoudemire (drawn by K. Leonard),53,66
238,3,7:07.0,,K. Leonard makes free throw 1 of 2,53,67
239,3,7:07.0,J. Richardson enters the game for G. Dragić,,53,67
240,3,7:07.0,H. Whiteside enters the game for J. Johnson,,53,67
241,3,7:07.0,J. Winslow enters the game for A. Stoudemire,,53,67
242,3,7:07.0,,K. Leonard makes free throw 2 of 2,53,68
243,3,6:53.0,D. Wade makes 2-pt jump shot from 14 ft (assist by J. McRoberts),,55,68
244,3,6:34.0,,T. Parker misses 2-pt jump shot from 8 ft (block by H. Whiteside),55,68
245,3,6:33.0,Defensive rebound by D. Wade,,55,68
246,3,6:29.0,Turnover by D. Wade (bad pass; steal by K. Leonard),,55,68
247,3,6:14.0,,K. Leonard misses 2-pt jump shot from 14 ft,55,68
248,3,6:13.0,,Offensive rebound by L. Aldridge,55,68
249,3,6:01.0,,K. Leonard makes 2-pt layup at rim (assist by T. Duncan),55,70
250,3,6:01.0,,Shooting foul by J. Winslow (drawn by K. Leonard),55,70
251,3,6:01.0,,K. Leonard makes free throw 1 of 1,55,71
252,3,5:59.0,Personal take foul by T. Parker,,55,71
253,3,5:59.0,,M. Ginóbili enters the game for K. Leonard,55,71
254,3,5:43.0,J. Richardson misses 2-pt jump shot from 6 ft,,55,71
255,3,5:42.0,,Defensive rebound by L. Aldridge,55,71
256,3,5:26.0,,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),55,74
257,3,5:25.0,Miami full timeout,,55,74
258,3,5:12.0,Turnover by D. Wade (lost ball; steal by D. Green),,55,74
259,3,5:01.0,,Personal foul by J. Richardson,55,74
260,3,5:01.0,,T. Parker makes free throw 1 of 2,55,75
261,3,5:01.0,,B. Diaw enters the game for T. Duncan,55,75
262,3,5:01.0,J. Johnson enters the game for J. McRoberts,,55,75
263,3,5:01.0,,T. Parker misses free throw 2 of 2,55,75
264,3,5:01.0,Defensive rebound by H. Whiteside,,55,75
265,3,4:50.0,J. Richardson misses 2-pt jump shot from 6 ft,,55,75
266,3,4:49.0,,Defensive rebound by L. Aldridge,55,75
267,3,4:48.0,,Turnover by L. Aldridge (bad pass; steal by J. Richardson),55,75
268,3,4:40.0,J. Winslow makes 2-pt hook shot from 5 ft (assist by D. Wade),,57,75
269,3,4:20.0,,L. Aldridge makes 2-pt jump shot from 10 ft,57,77
270,3,4:01.0,J. Johnson misses 2-pt jump shot from 7 ft,,57,77
271,3,3:58.0,Offensive rebound by J. Richardson,,57,77
272,3,3:50.0,D. Wade misses 2-pt jump shot from 16 ft,,57,77
273,3,3:47.0,,Defensive rebound by T. Parker,57,77
274,3,3:39.0,,D. Green makes 3-pt jump shot from 27 ft (assist by M. Ginóbili),57,80
275,3,3:19.0,J. Winslow misses 2-pt layup from 1 ft,,57,80
276,3,3:18.0,,Defensive rebound by B. Diaw,57,80
277,3,3:10.0,,Turnover by D. Green (lost ball; steal by J. Johnson),57,80
278,3,3:02.0,D. Wade misses 2-pt jump shot from 12 ft,,57,80
279,3,3:01.0,,Defensive rebound by Team,57,80
280,3,3:01.0,,K. Anderson enters the game for D. Green,57,80
281,3,3:01.0,G. Dragić enters the game for D. Wade,,57,80
282,3,2:48.0,,Turnover by L. Aldridge (3 sec),57,80
283,3,2:48.0,,San Antonio full timeout,57,80
284,3,2:48.0,,P. Mills enters the game for T. Parker,57,80
285,3,2:30.0,Turnover by G. Dragić (bad pass; steal by L. Aldridge),,57,80
286,3,2:17.0,,K. Anderson misses 2-pt jump shot from 9 ft,57,80
287,3,2:16.0,,Offensive rebound by K. Anderson,57,80
288,3,2:00.0,,M. Ginóbili makes 2-pt jump shot from 15 ft,57,82
289,3,1:49.0,Turnover by G. Dragić (bad pass; steal by L. Aldridge),,57,82
290,3,1:33.0,,B. Diaw makes 2-pt layup from 1 ft (assist by P. Mills),57,84
291,3,1:33.0,,Shooting foul by J. Richardson (drawn by B. Diaw),57,84
292,3,1:33.0,,B. Marjanović enters the game for L. Aldridge,57,84
293,3,1:33.0,,B. Diaw misses free throw 1 of 1,57,84
294,3,1:31.0,Defensive rebound by J. Winslow,,57,84
295,3,1:28.0,Shooting foul by M. Ginóbili (drawn by J. Winslow),,57,84
296,3,1:28.0,J. Winslow misses free throw 1 of 2,,57,84
297,3,1:28.0,Offensive rebound by Team,,57,84
298,3,1:28.0,J. Winslow misses free throw 2 of 2,,57,84
299,3,1:28.0,,Defensive rebound by P. Mills,57,84
300,3,1:11.0,,B. Marjanović makes 2-pt layup from 1 ft (assist by M. Ginóbili),57,86
301,3,0:53.0,J. Richardson makes 3-pt jump shot from 24 ft (assist by J. Johnson),,60,86
302,3,0:35.0,,Turnover by B. Diaw (lost ball; steal by G. Dragić),60,86
303,3,0:31.0,,Offensive charge foul by G. Dragić (drawn by P. Mills),60,86
304,3,0:31.0,Turnover by G. Dragić (offensive foul),,60,86
305,3,0:06.0,,B. Marjanović makes 2-pt jump shot from 13 ft (assist by K. Anderson),60,88
306,3,0:01.0,J. Richardson makes 3-pt jump shot from 25 ft,,63,88
307,4,11:42.0,,M. Ginóbili misses 2-pt layup from 2 ft,63,88
308,4,11:41.0,,Offensive rebound by B. Marjanović,63,88
309,4,11:40.0,,B. Marjanović makes 2-pt layup from 1 ft,63,90
310,4,11:23.0,Turnover by G. Dragić (step out of bounds),,63,90
311,4,11:02.0,,P. Mills makes 2-pt layup from 2 ft,63,92
312,4,10:43.0,Shooting foul by B. Marjanović (drawn by H. Whiteside),,63,92
313,4,10:43.0,H. Whiteside misses free throw 1 of 2,,63,92
314,4,10:43.0,Offensive rebound by Team,,63,92
315,4,10:43.0,G. Green enters the game for G. Dragić,,63,92
316,4,10:43.0,H. Whiteside misses free throw 2 of 2,,63,92
317,4,10:41.0,,Defensive rebound by B. Diaw,63,92
318,4,10:24.0,,M. Ginóbili misses 2-pt jump shot from 17 ft,63,92
319,4,10:23.0,Defensive rebound by G. Green,,63,92
320,4,10:15.0,,K. Martin enters the game for M. Ginóbili,63,92
321,4,10:03.0,J. Richardson misses 2-pt jump shot from 6 ft (block by K. Anderson),,63,92
322,4,10:02.0,,Defensive rebound by K. Martin,63,92
323,4,9:51.0,,B. Marjanović misses 2-pt hook shot from 8 ft,63,92
324,4,9:49.0,Defensive rebound by J. Johnson,,63,92
325,4,9:31.0,H. Whiteside makes 2-pt layup from 1 ft (assist by J. Richardson),,65,92
326,4,9:15.0,,B. Marjanović makes 2-pt jump shot from 9 ft (assist by P. Mills),65,94
327,4,9:04.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by J. Richardson),,68,94
328,4,8:58.0,,San Antonio full timeout,68,94
329,4,8:58.0,,A. Miller enters the game for P. Mills,68,94
330,4,8:58.0,J. McRoberts enters the game for J. Johnson,,68,94
331,4,8:41.0,,K. Martin makes 2-pt jump shot from 19 ft (assist by K. Anderson),68,96
332,4,8:26.0,Personal foul by A. Miller,,68,96
333,4,8:12.0,G. Green makes 2-pt jump shot from 15 ft (assist by H. Whiteside),,70,96
334,4,7:57.0,,K. Martin makes 3-pt jump shot from 25 ft (assist by A. Miller),70,99
335,4,7:48.0,G. Green makes 2-pt jump shot from 19 ft,,72,99
336,4,7:33.0,,A. Miller misses 2-pt jump shot from 13 ft,72,99
337,4,7:32.0,,Offensive rebound by B. Marjanović,72,99
338,4,7:28.0,,B. Marjanović misses 2-pt layup from 1 ft,72,99
339,4,7:27.0,Defensive rebound by H. Whiteside,,72,99
340,4,7:14.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by J. McRoberts),,75,99
341,4,6:52.0,,K. Martin misses 2-pt jump shot from 6 ft,75,99
342,4,6:50.0,Defensive rebound by H. Whiteside,,75,99
343,4,6:44.0,G. Green misses 3-pt jump shot from 24 ft,,75,99
344,4,6:43.0,,Defensive rebound by B. Marjanović,75,99
345,4,6:27.0,,K. Martin misses 2-pt layup from 1 ft,75,99
346,4,6:26.0,,Offensive rebound by B. Marjanović,75,99
347,4,6:26.0,,B. Marjanović makes 2-pt layup from 1 ft,75,101
348,4,6:26.0,,Shooting foul by J. McRoberts (drawn by B. Marjanović),75,101
349,4,6:26.0,,B. Marjanović makes free throw 1 of 1,75,102
350,4,6:12.0,Personal foul by B. Diaw,,75,102
351,4,6:12.0,,D. West enters the game for B. Diaw,75,102
352,4,6:01.0,J. Richardson makes 2-pt layup at rim (assist by J. Winslow),,77,102
353,4,5:29.0,,B. Marjanović makes 2-pt jump shot from 12 ft (assist by K. Martin),77,104
354,4,5:06.0,H. Whiteside misses 2-pt jump shot from 14 ft,,77,104
355,4,5:05.0,,Defensive rebound by D. West,77,104
356,4,4:55.0,,B. Marjanović makes 2-pt hook shot at rim (assist by D. West),77,106
357,4,4:37.0,H. Whiteside misses 2-pt layup from 1 ft,,77,106
358,4,4:36.0,,Defensive rebound by D. West,77,106
359,4,4:20.0,,K. Anderson misses 2-pt jump shot from 6 ft (block by H. Whiteside),77,106
360,4,4:20.0,,Offensive rebound by Team,77,106
361,4,4:20.0,Official timeout,,77,106
362,4,4:14.0,,B. Marjanović misses 2-pt jump shot from 14 ft,77,106
363,4,4:13.0,Defensive rebound by G. Green,,77,106
364,4,3:55.0,J. Richardson misses 2-pt dunk at rim,,77,106
365,4,3:53.0,,Defensive rebound by A. Miller,77,106
366,4,3:30.0,,K. Anderson misses 2-pt jump shot from 13 ft,77,106
367,4,3:28.0,Defensive rebound by H. Whiteside,,77,106
368,4,3:14.0,G. Green makes 2-pt jump shot from 20 ft (assist by J. McRoberts),,79,106
369,4,2:55.0,,Shooting foul by J. Winslow (drawn by K. Martin),79,106
370,4,2:55.0,Miami full timeout,,79,106
371,4,2:55.0,,K. Martin makes free throw 1 of 2,79,107
372,4,2:55.0,,K. Martin makes free throw 2 of 2,79,108
373,4,2:39.0,Turnover by J. McRoberts (bad pass; steal by B. Marjanović),,79,108
374,4,2:15.0,,B. Marjanović makes 2-pt jump shot from 10 ft (assist by D. West),79,110
375,4,2:00.0,J. McRoberts makes 2-pt jump shot from 18 ft (assist by J. Richardson),,81,110
376,4,1:42.0,,Turnover by A. Miller (bad pass; steal by J. Richardson),81,110
377,4,1:39.0,J. Richardson makes 2-pt dunk at rim,,83,110
378,4,1:22.0,,A. Miller misses 2-pt layup from 1 ft (block by J. Richardson),83,110
379,4,1:20.0,Defensive rebound by H. Whiteside,,83,110
380,4,1:00.0,G. Green misses 2-pt layup at rim,,83,110
381,4,1:00.0,,Defensive rebound by K. Anderson,83,110
382,4,0:50.0,,B. Marjanović makes 2-pt hook shot from 4 ft (assist by A. Miller),83,112
383,4,0:40.0,G. Green makes 2-pt jump shot from 18 ft (assist by J. Winslow),,85,112
