,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,WASHINGTON_ACTION,PHILADELPHIA_SCORE,WASHINGTON_SCORE
0,1,11:52.0,I. Smith misses 3-pt jump shot from 25 ft,,0,0
1,1,11:51.0,,Defensive rebound by M. Gortat,0,0
2,1,11:35.0,,M. Morris misses 3-pt jump shot from 25 ft,0,0
3,1,11:33.0,Defensive rebound by I. Canaan,,0,0
4,1,11:17.0,R. Covington misses 3-pt jump shot from 26 ft,,0,0
5,1,11:17.0,,Defensive rebound by Team,0,0
6,1,11:03.0,,M. Gortat misses 2-pt jump shot from 7 ft,0,0
7,1,11:01.0,Defensive rebound by R. Covington,,0,0
8,1,10:46.0,N. Noel makes 2-pt dunk at rim (assist by I. Canaan),,2,0
9,1,10:34.0,,J. Wall misses 2-pt jump shot from 15 ft,2,0
10,1,10:33.0,Defensive rebound by R. Covington,,2,0
11,1,10:08.0,R. Covington misses 3-pt jump shot from 27 ft,,2,0
12,1,10:07.0,,Defensive rebound by M. Gortat,2,0
13,1,9:59.0,,O. Porter makes 3-pt jump shot from 23 ft (assist by G. Temple),2,3
14,1,9:44.0,I. Canaan makes 2-pt jump shot from 21 ft (assist by J. Grant),,4,3
15,1,9:34.0,,Turnover by O. Porter (bad pass; steal by I. Smith),4,3
16,1,9:20.0,R. Covington makes 2-pt layup from 2 ft (assist by I. Smith),,6,3
17,1,9:14.0,,J. Wall makes 2-pt layup from 1 ft,6,5
18,1,9:14.0,,Shooting foul by N. Noel (drawn by J. Wall),6,5
19,1,9:14.0,,J. Wall makes free throw 1 of 1,6,6
20,1,9:10.0,Turnover by I. Smith (bad pass),,6,6
21,1,8:45.0,,Turnover by Team (shot clock),6,6
22,1,8:32.0,J. Grant makes 2-pt layup at rim,,8,6
23,1,8:25.0,,Personal foul by N. Noel (drawn by M. Gortat),8,6
24,1,8:19.0,,M. Gortat misses 2-pt jump shot from 5 ft,8,6
25,1,8:18.0,Defensive rebound by R. Covington,,8,6
26,1,8:04.0,N. Noel misses 2-pt jump shot from 17 ft,,8,6
27,1,8:03.0,,Defensive rebound by M. Morris,8,6
28,1,7:51.0,,Washington full timeout,8,6
29,1,7:51.0,R. Holmes enters the game for N. Noel,,8,6
30,1,7:46.0,,O. Porter misses 2-pt jump shot from 17 ft,8,6
31,1,7:45.0,,Offensive rebound by M. Gortat,8,6
32,1,7:44.0,,M. Gortat misses 2-pt layup from 1 ft,8,6
33,1,7:43.0,,Offensive rebound by M. Gortat,8,6
34,1,7:41.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by M. Gortat),8,9
35,1,7:15.0,I. Smith makes 3-pt jump shot from 30 ft (assist by I. Canaan),,11,9
36,1,7:05.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),11,12
37,1,6:45.0,I. Smith misses 2-pt jump shot from 19 ft,,11,12
38,1,6:44.0,Offensive rebound by J. Grant,,11,12
39,1,6:40.0,J. Grant misses 2-pt jump shot from 10 ft,,11,12
40,1,6:39.0,,Defensive rebound by M. Morris,11,12
41,1,6:36.0,,Turnover by O. Porter (traveling),11,12
42,1,6:20.0,,B. Beal enters the game for G. Temple,11,12
43,1,6:14.0,J. Grant misses 3-pt jump shot from 23 ft,,11,12
44,1,6:13.0,Offensive rebound by R. Holmes,,11,12
45,1,6:11.0,R. Holmes misses 2-pt layup from 1 ft,,11,12
46,1,6:10.0,,Defensive rebound by M. Gortat,11,12
47,1,6:07.0,Violation by J. Grant (def goaltending),,11,12
48,1,6:07.0,,M. Morris makes 2-pt layup at rim (assist by M. Gortat),11,14
49,1,5:53.0,I. Canaan misses 2-pt jump shot from 3 ft,,11,14
50,1,5:52.0,,Defensive rebound by M. Morris,11,14
51,1,5:46.0,,B. Beal misses 2-pt jump shot from 18 ft,11,14
52,1,5:45.0,,Offensive rebound by Team,11,14
53,1,5:45.0,Loose ball foul by R. Holmes (drawn by M. Gortat),,11,14
54,1,5:45.0,N. Stauskas enters the game for I. Canaan,,11,14
55,1,5:36.0,,M. Gortat misses 2-pt jump shot from 11 ft,11,14
56,1,5:35.0,,Offensive rebound by M. Morris,11,14
57,1,5:34.0,,M. Morris makes 2-pt layup from 1 ft,11,16
58,1,5:25.0,I. Smith misses 2-pt layup from 1 ft,,11,16
59,1,5:24.0,,Defensive rebound by M. Gortat,11,16
60,1,5:13.0,,J. Wall makes 2-pt layup from 1 ft,11,18
61,1,5:01.0,Turnover by R. Holmes (bad pass; steal by M. Morris),,11,18
62,1,4:52.0,C. Landry enters the game for J. Grant,,11,18
63,1,4:49.0,,Personal foul by N. Stauskas (drawn by B. Beal),11,18
64,1,4:44.0,,J. Wall misses 2-pt layup at rim,11,18
