,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DENVER_ACTION,SACRAMENTO_SCORE,DENVER_SCORE
0,1,11:32.0,,E. Mudiay misses 3-pt jump shot from 23 ft,0,0
1,1,11:32.0,Defensive rebound by R. Rondo,,0,0
2,1,11:28.0,Turnover by R. Rondo (bad pass; steal by D. Gallinari),,0,0
3,1,11:25.0,,G. Harris misses 2-pt jump shot from 4 ft (block by R. Rondo),0,0
4,1,11:24.0,,Offensive rebound by Team,0,0
5,1,11:13.0,,E. Mudiay misses 3-pt jump shot from 24 ft,0,0
6,1,11:12.0,Defensive rebound by R. Gay,,0,0
7,1,11:04.0,Q. Acy misses 2-pt layup from 2 ft,,0,0
8,1,11:03.0,,Defensive rebound by N. Jokić,0,0
9,1,10:58.0,,G. Harris misses 2-pt layup from 1 ft,0,0
10,1,10:57.0,,Offensive rebound by N. Jokić,0,0
11,1,10:55.0,,N. Jokić misses 2-pt layup from 1 ft (block by Q. Acy),0,0
12,1,10:54.0,Defensive rebound by R. Rondo,,0,0
13,1,10:54.0,,Offensive charge foul by B. McLemore (drawn by K. Faried),0,0
14,1,10:54.0,Turnover by B. McLemore (offensive foul),,0,0
15,1,10:42.0,,Shooting foul by D. Cousins (drawn by N. Jokić),0,0
16,1,10:42.0,,N. Jokić makes free throw 1 of 2,0,1
17,1,10:42.0,,N. Jokić makes free throw 2 of 2,0,2
18,1,10:24.0,B. McLemore misses 3-pt jump shot from 23 ft,,0,2
19,1,10:23.0,,Defensive rebound by N. Jokić,0,2
20,1,10:18.0,,G. Harris misses 2-pt layup from 1 ft,0,2
21,1,10:18.0,Defensive rebound by Q. Acy,,0,2
22,1,10:09.0,B. McLemore makes 2-pt layup from 2 ft (assist by R. Rondo),,2,2
23,1,10:01.0,,N. Jokić misses 3-pt jump shot from 25 ft,2,2
24,1,10:00.0,Defensive rebound by R. Gay,,2,2
25,1,9:57.0,Turnover by R. Gay (bad pass; steal by N. Jokić),,2,2
26,1,9:48.0,,E. Mudiay misses 2-pt layup from 2 ft,2,2
27,1,9:48.0,,Offensive rebound by N. Jokić,2,2
28,1,9:43.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by N. Jokić),2,4
29,1,9:40.0,Turnover by B. McLemore (lost ball; steal by G. Harris),,2,4
30,1,9:37.0,,G. Harris misses 2-pt jump shot from 3 ft (block by R. Gay),2,4
31,1,9:36.0,,Offensive rebound by Team,2,4
32,1,9:28.0,,G. Harris makes 2-pt dunk at rim (assist by N. Jokić),2,6
33,1,9:14.0,R. Rondo misses 2-pt layup from 3 ft (block by K. Faried),,2,6
34,1,9:12.0,,Defensive rebound by G. Harris,2,6
35,1,9:07.0,,K. Faried makes 2-pt layup from 1 ft (assist by G. Harris),2,8
36,1,9:06.0,Sacramento full timeout,,2,8
37,1,9:00.0,Personal foul by N. Jokić (drawn by D. Cousins),,2,8
38,1,8:48.0,D. Cousins makes 2-pt layup from 2 ft (assist by B. McLemore),,4,8
39,1,8:34.0,,D. Gallinari misses 2-pt jump shot from 14 ft,4,8
40,1,8:31.0,Defensive rebound by D. Cousins,,4,8
41,1,8:24.0,R. Rondo makes 2-pt layup from 1 ft,,6,8
42,1,8:08.0,,G. Harris misses 2-pt layup from 2 ft,6,8
43,1,8:07.0,,Offensive rebound by K. Faried,6,8
44,1,8:06.0,,K. Faried makes 2-pt layup at rim,6,10
45,1,7:51.0,R. Rondo makes 2-pt jump shot from 14 ft (assist by D. Cousins),,8,10
46,1,7:41.0,,N. Jokić misses 2-pt layup from 1 ft (block by D. Cousins),8,10
47,1,7:39.0,,Offensive rebound by N. Jokić,8,10
48,1,7:34.0,,D. Gallinari misses 2-pt jump shot from 3 ft (block by R. Gay),8,10
49,1,7:34.0,,Offensive rebound by Team,8,10
50,1,7:30.0,,G. Harris misses 3-pt jump shot from 24 ft,8,10
51,1,7:29.0,Defensive rebound by B. McLemore,,8,10
52,1,7:11.0,R. Gay misses 3-pt jump shot from 22 ft,,8,10
53,1,7:10.0,,Defensive rebound by N. Jokić,8,10
54,1,7:09.0,,Turnover by N. Jokić (bad pass),8,10
55,1,6:53.0,D. Cousins makes 2-pt dunk at rim (assist by R. Gay),,10,10
56,1,6:34.0,,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),10,12
57,1,6:23.0,Turnover by R. Rondo (lost ball; steal by K. Faried),,10,12
58,1,6:17.0,,E. Mudiay makes 2-pt layup from 2 ft (assist by K. Faried),10,14
59,1,6:01.0,Shooting foul by N. Jokić (drawn by D. Cousins),,10,14
60,1,6:01.0,D. Cousins makes free throw 1 of 2,,11,14
61,1,6:01.0,W. Cauley-Stein enters the game for Q. Acy,,11,14
62,1,6:01.0,D. Collison enters the game for B. McLemore,,11,14
63,1,6:01.0,D. Cousins makes free throw 2 of 2,,12,14
64,1,5:48.0,,D. Gallinari misses 3-pt jump shot from 25 ft,12,14
65,1,5:47.0,Defensive rebound by W. Cauley-Stein,,12,14
66,1,5:34.0,R. Gay misses 2-pt hook shot from 5 ft,,12,14
67,1,5:33.0,,Defensive rebound by N. Jokić,12,14
68,1,5:26.0,,Personal foul by D. Cousins (drawn by N. Jokić),12,14
69,1,5:21.0,,Turnover by N. Jokić (bad pass; steal by W. Cauley-Stein),12,14
70,1,5:15.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),,14,14
71,1,5:01.0,,K. Faried makes 2-pt dunk at rim (assist by G. Harris),14,16
72,1,4:41.0,D. Cousins makes 2-pt jump shot from 4 ft (assist by R. Gay),,16,16
73,1,4:30.0,,E. Mudiay misses 2-pt layup from 2 ft,16,16
74,1,4:29.0,Defensive rebound by R. Gay,,16,16
75,1,4:22.0,W. Cauley-Stein misses 2-pt dunk at rim,,16,16
76,1,4:21.0,,Defensive rebound by D. Gallinari,16,16
77,1,4:12.0,,Shooting foul by R. Gay (drawn by N. Jokić),16,16
78,1,4:12.0,,N. Jokić makes free throw 1 of 2,16,17
79,1,4:12.0,O. Casspi enters the game for R. Gay,,16,17
80,1,4:12.0,,N. Jokić makes free throw 2 of 2,16,18
81,1,4:00.0,O. Casspi makes 3-pt jump shot from 26 ft (assist by R. Rondo),,19,18
82,1,3:48.0,,D. Gallinari misses 2-pt jump shot from 19 ft,19,18
83,1,3:47.0,Defensive rebound by D. Cousins,,19,18
84,1,3:27.0,D. Collison makes 2-pt jump shot from 2 ft,,21,18
85,1,3:06.0,,K. Faried misses 2-pt jump shot from 5 ft,21,18
86,1,3:05.0,Defensive rebound by O. Casspi,,21,18
87,1,3:01.0,D. Collison misses 2-pt layup from 2 ft (block by E. Mudiay),,21,18
88,1,3:00.0,Offensive rebound by Team,,21,18
89,1,3:00.0,K. Koufos enters the game for D. Cousins,,21,18
90,1,3:00.0,,J. Lauvergne enters the game for N. Jokić,21,18
91,1,3:00.0,,D. Arthur enters the game for K. Faried,21,18
92,1,2:54.0,Turnover by O. Casspi (bad pass; steal by D. Arthur),,21,18
93,1,2:50.0,,Turnover by D. Arthur (bad pass; steal by O. Casspi),21,18
94,1,2:48.0,Offensive foul by R. Rondo (drawn by D. Gallinari),,21,18
95,1,2:48.0,Turnover by R. Rondo (offensive foul),,21,18
96,1,2:48.0,,Denver full timeout,21,18
97,1,2:48.0,M. Belinelli enters the game for R. Rondo,,21,18
98,1,2:48.0,,W. Barton enters the game for G. Harris,21,18
99,1,2:38.0,,Personal foul by O. Casspi (drawn by D. Gallinari),21,18
100,1,2:38.0,,D. Augustin enters the game for E. Mudiay,21,18
101,1,2:30.0,,J. Lauvergne misses 2-pt jump shot from 4 ft (block by K. Koufos),21,18
102,1,2:30.0,Defensive rebound by K. Koufos,,21,18
103,1,2:19.0,O. Casspi misses 3-pt jump shot from 25 ft,,21,18
104,1,2:18.0,,Defensive rebound by D. Augustin,21,18
105,1,2:09.0,,J. Lauvergne makes 2-pt dunk at rim (assist by D. Augustin),21,20
106,1,1:54.0,M. Belinelli misses 2-pt jump shot from 19 ft,,21,20
107,1,1:52.0,,Defensive rebound by D. Augustin,21,20
108,1,1:43.0,,J. Lauvergne misses 2-pt jump shot from 18 ft,21,20
109,1,1:42.0,,Offensive rebound by D. Arthur,21,20
110,1,1:37.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by D. Arthur),21,23
111,1,1:31.0,D. Collison makes 2-pt layup from 2 ft,,23,23
112,1,1:12.0,,D. Augustin misses 2-pt layup from 1 ft,23,23
113,1,1:11.0,Defensive rebound by D. Collison,,23,23
114,1,0:58.0,Personal foul by W. Barton (drawn by M. Belinelli),,23,23
115,1,0:46.0,W. Cauley-Stein misses 2-pt dunk at rim,,23,23
116,1,0:45.0,Offensive rebound by W. Cauley-Stein,,23,23
117,1,0:43.0,Shooting foul by D. Arthur (drawn by W. Cauley-Stein),,23,23
118,1,0:43.0,W. Cauley-Stein makes free throw 1 of 2,,24,23
119,1,0:43.0,W. Cauley-Stein makes free throw 2 of 2,,25,23
120,1,0:35.0,,Turnover by J. Lauvergne (offensive foul),25,23
121,1,0:35.0,,Offensive foul by J. Lauvergne (drawn by D. Collison),25,23
122,1,0:28.0,K. Koufos misses 2-pt jump shot from 6 ft,,25,23
123,1,0:26.0,Offensive rebound by W. Cauley-Stein,,25,23
124,1,0:23.0,O. Casspi makes 3-pt jump shot from 26 ft (assist by W. Cauley-Stein),,28,23
125,1,0:10.0,,W. Barton makes 2-pt jump shot from 11 ft,28,25
126,2,11:51.0,W. Cauley-Stein misses 2-pt layup from 1 ft (block by J. Sampson),,28,25
127,2,11:51.0,,Defensive rebound by Team,28,25
128,2,11:33.0,,D. Arthur makes 3-pt jump shot from 24 ft (assist by D. Augustin),28,28
129,2,11:19.0,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by O. Casspi),,30,28
130,2,11:04.0,,D. Augustin misses 2-pt jump shot from 22 ft,30,28
131,2,11:03.0,Defensive rebound by K. Koufos,,30,28
132,2,10:55.0,K. Koufos makes 2-pt dunk at rim (assist by D. Collison),,32,28
133,2,10:33.0,,W. Barton misses 2-pt jump shot from 10 ft,32,28
134,2,10:32.0,Defensive rebound by O. Casspi,,32,28
135,2,10:31.0,Turnover by O. Casspi (bad pass),,32,28
136,2,10:31.0,R. Gay enters the game for W. Cauley-Stein,,32,28
137,2,10:20.0,,W. Barton misses 2-pt jump shot from 5 ft,32,28
138,2,10:19.0,Defensive rebound by K. Koufos,,32,28
139,2,10:09.0,Shooting foul by D. Arthur (drawn by R. Gay),,32,28
140,2,10:09.0,R. Gay misses free throw 1 of 2,,32,28
141,2,10:09.0,Offensive rebound by Team,,32,28
142,2,10:09.0,R. Gay makes free throw 2 of 2,,33,28
143,2,9:51.0,,D. Arthur makes 2-pt jump shot from 20 ft,33,30
144,2,9:35.0,Personal foul by W. Barton (drawn by M. Belinelli),,33,30
145,2,9:29.0,M. Belinelli makes 2-pt jump shot from 19 ft (assist by D. Collison),,35,30
146,2,9:13.0,,Turnover by D. Augustin (lost ball; steal by D. Collison),35,30
147,2,9:06.0,M. Belinelli makes 2-pt layup from 2 ft (assist by D. Collison),,37,30
148,2,9:06.0,,Denver full timeout,37,30
149,2,9:06.0,,N. Jokić enters the game for J. Lauvergne,37,30
150,2,8:52.0,,D. Arthur makes 3-pt jump shot from 25 ft (assist by W. Barton),37,33
151,2,8:28.0,R. Gay misses 2-pt layup from 2 ft,,37,33
152,2,8:28.0,,Defensive rebound by N. Jokić,37,33
153,2,8:21.0,,Turnover by J. Sampson (lost ball; steal by R. Gay),37,33
154,2,8:21.0,Personal foul by J. Sampson (drawn by R. Gay),,37,33
155,2,8:21.0,D. Cousins enters the game for K. Koufos,,37,33
156,2,8:04.0,D. Cousins misses 2-pt layup from 2 ft,,37,33
157,2,8:04.0,Offensive rebound by D. Cousins,,37,33
158,2,8:04.0,D. Cousins makes 2-pt layup from 2 ft,,39,33
159,2,8:04.0,Shooting foul by N. Jokić (drawn by D. Cousins),,39,33
160,2,8:04.0,,J. Lauvergne enters the game for N. Jokić,39,33
161,2,8:04.0,D. Cousins makes free throw 1 of 1,,40,33
162,2,7:53.0,,W. Barton misses 3-pt jump shot from 25 ft,40,33
163,2,7:52.0,Defensive rebound by D. Collison,,40,33
164,2,7:40.0,M. Belinelli misses 2-pt jump shot from 7 ft,,40,33
165,2,7:39.0,,Defensive rebound by D. Arthur,40,33
166,2,7:35.0,,W. Barton misses 2-pt layup from 3 ft,40,33
167,2,7:34.0,,Offensive rebound by J. Sampson,40,33
