,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DETROIT_ACTION,MEMPHIS_SCORE,DETROIT_SCORE
87,2,10:53.0,Defensive rebound by M. Gasol,,26,19
88,2,10:48.0,Personal foul by S. Blake (drawn by M. Chalmers),,26,19
89,2,10:48.0,M. Conley enters the game for M. Chalmers,,26,19
90,2,10:35.0,C. Lee makes 2-pt jump shot from 16 ft,,28,19
91,2,10:09.0,,A. Baynes makes 2-pt jump shot from 9 ft (assist by D. Hilliard),28,21
92,2,9:58.0,Turnover by M. Gasol (bad pass),,28,21
93,2,9:41.0,,Shooting foul by M. Gasol (drawn by A. Baynes),28,21
94,2,9:41.0,,A. Baynes makes free throw 1 of 2,28,22
95,2,9:41.0,,A. Baynes makes free throw 2 of 2,28,23
96,2,9:18.0,M. Conley misses 3-pt jump shot from 25 ft,,28,23
97,2,9:17.0,,Defensive rebound by A. Baynes,28,23
98,2,9:06.0,,S. Blake makes 2-pt layup at rim,28,25
99,2,9:03.0,Memphis full timeout,,28,25
100,2,8:45.0,J. Green misses 2-pt layup from 1 ft,,28,25
101,2,8:44.0,,Defensive rebound by D. Hilliard,28,25
102,2,8:32.0,,A. Tolliver misses 3-pt jump shot from 26 ft,28,25
103,2,8:31.0,Defensive rebound by C. Lee,,28,25
104,2,8:16.0,M. Conley misses 2-pt jump shot from 6 ft,,28,25
105,2,8:15.0,Offensive rebound by M. Gasol,,28,25
106,2,8:07.0,M. Gasol makes 2-pt hook shot from 5 ft,,30,25
107,2,7:49.0,,S. Blake makes 3-pt jump shot from 25 ft (assist by A. Tolliver),30,28
108,2,7:36.0,M. Gasol misses 2-pt jump shot from 18 ft,,30,28
109,2,7:36.0,,Defensive rebound by S. Johnson,30,28
110,2,7:32.0,Offensive charge foul by S. Johnson (drawn by M. Gasol),,30,28
111,2,7:32.0,,Turnover by S. Johnson (offensive foul),30,28
112,2,7:32.0,J. Green enters the game for J. Green,,30,28
113,2,7:25.0,Turnover by J. Green (traveling),,30,28
114,2,7:06.0,,S. Johnson misses 2-pt jump shot from 19 ft,30,28
115,2,7:06.0,Defensive rebound by J. Green,,30,28
116,2,6:55.0,Turnover by M. Gasol (lost ball),,30,28
117,2,6:55.0,Violation by Team (delay of game),,30,28
118,2,6:39.0,,A. Baynes misses 2-pt jump shot from 5 ft (block by M. Gasol),30,28
119,2,6:39.0,Defensive rebound by Team,,30,28
120,2,6:20.0,C. Lee makes 2-pt layup at rim (assist by M. Conley),,32,28
121,2,6:02.0,,D. Hilliard makes 3-pt jump shot from 27 ft (assist by A. Baynes),32,31
122,2,5:50.0,M. Conley misses 2-pt jump shot from 3 ft (block by A. Baynes),,32,31
123,2,5:47.0,Offensive rebound by M. Conley,,32,31
124,2,5:43.0,M. Conley makes 3-pt jump shot from 22 ft,,35,31
125,2,5:25.0,,A. Baynes misses 2-pt jump shot from 15 ft,35,31
126,2,5:24.0,Defensive rebound by M. Gasol,,35,31
127,2,5:14.0,C. Lee makes 3-pt jump shot from 26 ft (assist by M. Gasol),,38,31
128,2,5:09.0,,Detroit full timeout,38,31
129,2,5:09.0,,R. Jackson enters the game for S. Blake,38,31
130,2,5:09.0,,A. Drummond enters the game for A. Baynes,38,31
131,2,5:09.0,,K. Caldwell-Pope enters the game for D. Hilliard,38,31
132,2,4:58.0,,R. Jackson misses 2-pt layup from 2 ft,38,31
133,2,4:57.0,Defensive rebound by M. Gasol,,38,31
134,2,4:34.0,M. Conley misses 3-pt jump shot from 26 ft,,38,31
135,2,4:33.0,,Defensive rebound by A. Drummond,38,31
136,2,4:11.0,,R. Jackson makes 2-pt jump shot from 7 ft,38,33
137,2,4:11.0,,Shooting foul by J. Green (drawn by R. Jackson),38,33
138,2,4:11.0,,E. İlyasova enters the game for S. Johnson,38,33
139,2,4:11.0,,M. Morris enters the game for A. Tolliver,38,33
140,2,4:11.0,Z. Randolph enters the game for M. Gasol,,38,33
141,2,4:11.0,,R. Jackson makes free throw 1 of 1,38,34
142,2,3:52.0,J. Green misses 2-pt jump shot from 17 ft,,38,34
143,2,3:51.0,,Defensive rebound by E. İlyasova,38,34
144,2,3:44.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by R. Jackson),38,37
145,2,3:22.0,M. Conley makes 2-pt layup at rim (assist by J. Green),,40,37
146,2,3:22.0,Shooting foul by R. Jackson (drawn by M. Conley),,40,37
147,2,3:22.0,M. Conley makes free throw 1 of 1,,41,37
148,2,3:09.0,,R. Jackson misses 2-pt jump shot from 6 ft,41,37
149,2,3:08.0,,Offensive rebound by E. İlyasova,41,37
150,2,3:07.0,,E. İlyasova misses 2-pt layup at rim,41,37
151,2,3:06.0,,Offensive rebound by A. Drummond,41,37
152,2,3:04.0,,A. Drummond makes 2-pt layup at rim,41,39
153,2,2:45.0,M. Barnes misses 3-pt jump shot from 25 ft,,41,39
154,2,2:45.0,,Defensive rebound by A. Drummond,41,39
155,2,2:36.0,,Turnover by E. İlyasova (lost ball),41,39
156,2,2:36.0,Official timeout,,41,39
157,2,2:36.0,M. Chalmers enters the game for M. Conley,,41,39
158,2,2:19.0,Z. Randolph makes 2-pt jump shot from 13 ft (assist by M. Chalmers),,43,39
159,2,1:55.0,,A. Drummond misses 2-pt jump shot from 5 ft,43,39
160,2,1:52.0,Defensive rebound by Z. Randolph,,43,39
161,2,1:40.0,J. Green misses 3-pt jump shot from 27 ft,,43,39
162,2,1:40.0,,Defensive rebound by K. Caldwell-Pope,43,39
163,2,1:32.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft,43,42
164,2,1:03.0,M. Barnes misses 2-pt jump shot from 4 ft (block by A. Drummond),,43,42
165,2,1:01.0,,Defensive rebound by R. Jackson,43,42
166,2,0:59.0,,R. Jackson misses 2-pt jump shot from 7 ft (block by M. Chalmers),43,42
167,2,0:55.0,,Offensive rebound by A. Drummond,43,42
168,2,0:55.0,,A. Drummond makes 2-pt layup at rim,43,44
169,2,0:52.0,Turnover by M. Barnes (bad pass; steal by R. Jackson),,43,44
170,2,0:48.0,,Turnover by R. Jackson (bad pass; steal by J. Green),43,44
171,2,0:46.0,Turnover by M. Barnes (lost ball; steal by K. Caldwell-Pope),,43,44
172,2,0:39.0,,M. Morris misses 2-pt jump shot from 4 ft,43,44
173,2,0:38.0,Defensive rebound by M. Barnes,,43,44
174,2,0:37.0,Memphis full timeout,,43,44
175,2,0:32.0,Turnover by Z. Randolph (lost ball; steal by A. Drummond),,43,44
176,2,0:29.0,,Shooting foul by C. Lee (drawn by A. Drummond),43,44
177,2,0:29.0,,A. Drummond misses free throw 1 of 2,43,44
178,2,0:29.0,,Offensive rebound by Team,43,44
179,2,0:29.0,M. Conley enters the game for M. Barnes,,43,44
180,2,0:29.0,,S. Johnson enters the game for E. İlyasova,43,44
181,2,0:29.0,,A. Drummond makes free throw 2 of 2,43,45
182,2,0:08.0,M. Chalmers misses 2-pt jump shot from 5 ft (block by A. Drummond),,43,45
183,2,0:07.0,,Defensive rebound by S. Johnson,43,45
184,2,0:04.0,,Personal foul by M. Chalmers (drawn by M. Morris),43,45
185,2,0:04.0,,M. Morris makes free throw 1 of 2,43,46
186,2,0:04.0,J. Green enters the game for M. Chalmers,,43,46
187,2,0:04.0,,E. İlyasova enters the game for S. Johnson,43,46
188,2,0:04.0,,M. Morris makes free throw 2 of 2,43,47
189,2,0:01.0,M. Conley misses 3-pt jump shot from 38 ft,,43,47
190,2,0:00.0,Offensive rebound by Team,,43,47
191,3,11:35.0,Z. Randolph misses 2-pt jump shot from 18 ft,,43,47
192,3,11:35.0,,Defensive rebound by K. Caldwell-Pope,43,47
193,3,11:17.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by E. İlyasova),43,50
194,3,10:58.0,M. Gasol misses 2-pt hook shot from 4 ft,,43,50
195,3,10:56.0,Offensive rebound by T. Allen,,43,50
196,3,10:52.0,M. Gasol makes 2-pt jump shot from 16 ft,,45,50
197,3,10:33.0,,K. Caldwell-Pope makes 2-pt jump shot from 9 ft,45,52
198,3,10:17.0,M. Conley makes 2-pt layup at rim,,47,52
199,3,10:07.0,,Shooting foul by M. Conley (drawn by R. Jackson),47,52
200,3,10:07.0,,R. Jackson makes free throw 1 of 2,47,53
201,3,10:07.0,,R. Jackson makes free throw 2 of 2,47,54
202,3,9:49.0,M. Gasol makes 2-pt jump shot from 14 ft (assist by M. Conley),,49,54
203,3,9:27.0,,Personal foul by T. Allen (drawn by R. Jackson),49,54
204,3,9:17.0,,R. Jackson makes 2-pt jump shot from 15 ft,49,56
205,3,9:02.0,Turnover by M. Gasol (bad pass),,49,56
206,3,8:52.0,,M. Morris makes 2-pt layup from 1 ft (assist by R. Jackson),49,58
207,3,8:52.0,Memphis full timeout,,49,58
208,3,8:41.0,M. Conley makes 2-pt jump shot from 15 ft,,51,58
209,3,8:21.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,51,58
210,3,8:21.0,Defensive rebound by Z. Randolph,,51,58
211,3,8:12.0,Turnover by M. Gasol (lost ball; steal by A. Drummond),,51,58
212,3,8:10.0,,Personal foul by T. Allen (drawn by K. Caldwell-Pope),51,58
213,3,8:01.0,,R. Jackson misses 3-pt jump shot from 27 ft,51,58
214,3,8:00.0,Defensive rebound by Z. Randolph,,51,58
215,3,7:41.0,J. Green misses 2-pt jump shot from 9 ft,,51,58
216,3,7:39.0,,Defensive rebound by A. Drummond,51,58
217,3,7:35.0,,R. Jackson makes 2-pt layup at rim,51,60
218,3,7:13.0,M. Conley misses 2-pt jump shot from 17 ft,,51,60
219,3,7:13.0,,Defensive rebound by R. Jackson,51,60
220,3,7:04.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by R. Jackson),51,62
221,3,6:41.0,Personal foul by E. İlyasova (drawn by Z. Randolph),,51,62
222,3,6:41.0,M. Barnes enters the game for J. Green,,51,62
223,3,6:35.0,T. Allen misses 2-pt layup at rim,,51,62
224,3,6:34.0,Offensive rebound by Z. Randolph,,51,62
225,3,6:31.0,Z. Randolph makes 2-pt layup at rim,,53,62
226,3,6:16.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by E. İlyasova),53,64
227,3,6:02.0,Turnover by M. Conley (bad pass; steal by A. Drummond),,53,64
228,3,5:56.0,,K. Caldwell-Pope makes 2-pt dunk at rim (assist by R. Jackson),53,66
229,3,5:41.0,Z. Randolph makes 2-pt jump shot from 18 ft (assist by M. Conley),,55,66
230,3,5:18.0,,E. İlyasova misses 3-pt jump shot from 24 ft,55,66
231,3,5:18.0,Defensive rebound by M. Barnes,,55,66
232,3,5:12.0,Z. Randolph makes 2-pt layup at rim (assist by M. Barnes),,57,66
233,3,4:59.0,,A. Drummond makes 2-pt layup at rim (assist by R. Jackson),57,68
234,3,4:49.0,Turnover by M. Conley (lost ball; steal by K. Caldwell-Pope),,57,68
235,3,4:36.0,,M. Morris misses 3-pt jump shot from 24 ft,57,68
236,3,4:35.0,Defensive rebound by Z. Randolph,,57,68
237,3,4:27.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by M. Conley),,60,68
238,3,4:10.0,,Turnover by A. Drummond (3 sec),60,68
239,3,4:10.0,C. Lee enters the game for Z. Randolph,,60,68
240,3,3:51.0,M. Gasol makes 2-pt hook shot from 3 ft (assist by M. Conley),,62,68
241,3,3:31.0,,M. Morris misses 2-pt jump shot from 11 ft,62,68
242,3,3:31.0,Defensive rebound by M. Barnes,,62,68
243,3,3:19.0,M. Barnes makes 2-pt jump shot from 9 ft (assist by M. Gasol),,64,68
244,3,3:19.0,,Detroit full timeout,64,68
245,3,3:19.0,,S. Blake enters the game for M. Morris,64,68
246,3,3:19.0,,S. Johnson enters the game for R. Jackson,64,68
247,3,2:58.0,,E. İlyasova misses 2-pt jump shot from 19 ft,64,68
248,3,2:58.0,,Offensive rebound by A. Drummond,64,68
249,3,2:58.0,,A. Drummond makes 2-pt layup at rim,64,70
250,3,2:58.0,,Shooting foul by M. Barnes (drawn by A. Drummond),64,70
251,3,2:58.0,,A. Drummond misses free throw 1 of 1,64,70
252,3,2:57.0,Defensive rebound by M. Gasol,,64,70
253,3,2:39.0,Turnover by C. Lee (bad pass),,64,70
254,3,2:26.0,,S. Blake makes 2-pt layup at rim (assist by A. Drummond),64,72
255,3,2:07.0,M. Barnes misses 2-pt layup at rim,,64,72
256,3,2:06.0,,Defensive rebound by S. Blake,64,72
257,3,1:58.0,,A. Drummond misses 2-pt layup from 1 ft,64,72
258,3,1:57.0,Defensive rebound by T. Allen,,64,72
259,3,1:52.0,T. Allen misses 2-pt layup from 3 ft,,64,72
260,3,1:52.0,Offensive rebound by T. Allen,,64,72
261,3,1:52.0,T. Allen misses 2-pt jump shot from 3 ft (block by E. İlyasova),,64,72
262,3,1:52.0,Offensive rebound by Team,,64,72
263,3,1:52.0,M. Chalmers enters the game for M. Conley,,64,72
264,3,1:51.0,Turnover by T. Allen (lost ball; steal by E. İlyasova),,64,72
265,3,1:21.0,,S. Blake misses 3-pt jump shot from 26 ft,64,72
266,3,1:21.0,Defensive rebound by M. Gasol,,64,72
267,3,1:10.0,Turnover by M. Gasol (lost ball),,64,72
268,3,1:00.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,64,72
269,3,1:00.0,,Offensive rebound by A. Drummond,64,72
270,3,0:59.0,,Shooting foul by M. Gasol (drawn by A. Drummond),64,72
271,3,0:59.0,,A. Drummond misses free throw 1 of 2,64,72
272,3,0:59.0,,Offensive rebound by Team,64,72
273,3,0:59.0,J. Green enters the game for T. Allen,,64,72
274,3,0:59.0,,A. Drummond makes free throw 2 of 2,64,73
275,3,0:40.0,M. Gasol misses 2-pt hook shot from 3 ft,,64,73
276,3,0:39.0,Offensive rebound by M. Gasol,,64,73
277,3,0:36.0,M. Gasol makes 2-pt jump shot from 10 ft,,66,73
278,3,0:19.0,,A. Drummond misses 2-pt layup at rim,66,73
279,3,0:19.0,,Offensive rebound by Team,66,73
280,3,0:16.0,,A. Drummond misses 2-pt layup at rim (block by M. Gasol),66,73
281,3,0:14.0,Defensive rebound by M. Gasol,,66,73
282,3,0:12.0,Turnover by M. Gasol (bad pass; steal by K. Caldwell-Pope),,66,73
283,3,0:09.0,,Turnover by K. Caldwell-Pope (lost ball; steal by M. Chalmers),66,73
284,3,0:04.0,Shooting foul by A. Drummond (drawn by M. Chalmers),,66,73
285,3,0:04.0,M. Chalmers misses free throw 1 of 2,,66,73
286,3,0:04.0,Offensive rebound by Team,,66,73
287,3,0:04.0,M. Chalmers makes free throw 2 of 2,,67,73
288,3,0:00.0,,Shooting foul by C. Lee (drawn by S. Blake),67,73
289,3,0:00.0,,S. Blake makes free throw 1 of 2,67,74
290,3,0:00.0,,S. Blake misses free throw 2 of 2,67,74
291,3,0:00.0,Defensive rebound by M. Gasol,,67,74
292,4,11:37.0,,A. Tolliver misses 3-pt jump shot from 22 ft,67,74
293,4,11:36.0,Defensive rebound by Z. Randolph,,67,74
294,4,11:19.0,C. Lee makes 2-pt jump shot from 6 ft (assist by Z. Randolph),,69,74
295,4,11:19.0,Shooting foul by S. Johnson (drawn by C. Lee),,69,74
296,4,11:19.0,C. Lee makes free throw 1 of 1,,70,74
297,4,11:14.0,,Offensive foul by A. Baynes (drawn by M. Chalmers),70,74
298,4,11:14.0,,Turnover by A. Baynes (offensive foul),70,74
299,4,10:54.0,C. Lee misses 2-pt jump shot from 14 ft,,70,74
300,4,10:54.0,,Defensive rebound by S. Blake,70,74
301,4,10:38.0,,M. Morris makes 2-pt jump shot from 16 ft,70,76
302,4,10:15.0,Z. Randolph makes 2-pt jump shot from 18 ft (assist by C. Lee),,72,76
303,4,10:00.0,,S. Blake misses 2-pt jump shot from 5 ft,72,76
304,4,9:59.0,,Offensive rebound by A. Baynes,72,76
305,4,9:57.0,,A. Baynes makes 2-pt dunk at rim,72,78
306,4,9:44.0,M. Barnes misses 3-pt jump shot from 25 ft,,72,78
307,4,9:44.0,Offensive rebound by J. Green,,72,78
308,4,9:40.0,J. Green misses 2-pt layup from 1 ft,,72,78
309,4,9:38.0,,Defensive rebound by S. Johnson,72,78
310,4,9:31.0,,A. Baynes misses 2-pt jump shot from 17 ft,72,78
311,4,9:30.0,Defensive rebound by M. Barnes,,72,78
312,4,9:18.0,J. Green makes 2-pt layup at rim (assist by M. Chalmers),,74,78
313,4,9:18.0,Shooting foul by S. Blake (drawn by J. Green),,74,78
314,4,9:18.0,J. Green makes free throw 1 of 1,,75,78
315,4,8:56.0,,A. Tolliver misses 3-pt jump shot from 25 ft,75,78
316,4,8:56.0,Defensive rebound by M. Barnes,,75,78
317,4,8:41.0,M. Chalmers makes 2-pt layup at rim,,77,78
318,4,8:25.0,,S. Blake makes 3-pt jump shot from 25 ft,77,81
319,4,8:09.0,Z. Randolph misses 2-pt jump shot from 18 ft,,77,81
320,4,8:07.0,Offensive rebound by Z. Randolph,,77,81
321,4,8:03.0,Z. Randolph misses 2-pt jump shot from 3 ft,,77,81
322,4,8:03.0,,Defensive rebound by M. Morris,77,81
323,4,7:52.0,,S. Blake misses 3-pt jump shot from 25 ft,77,81
324,4,7:52.0,,Offensive rebound by A. Baynes,77,81
325,4,7:47.0,,A. Baynes misses 2-pt jump shot from 5 ft,77,81
326,4,7:47.0,Defensive rebound by Z. Randolph,,77,81
327,4,7:29.0,Z. Randolph makes 2-pt jump shot from 10 ft,,79,81
328,4,7:21.0,,Detroit full timeout,79,81
329,4,7:21.0,M. Gasol enters the game for J. Green,,79,81
330,4,7:21.0,,R. Jackson enters the game for S. Blake,79,81
331,4,7:21.0,,A. Drummond enters the game for A. Tolliver,79,81
332,4,7:21.0,,E. İlyasova enters the game for A. Baynes,79,81
333,4,7:11.0,,R. Jackson makes 2-pt jump shot from 19 ft,79,83
334,4,7:01.0,Personal foul by R. Jackson (drawn by M. Chalmers),,79,83
335,4,7:01.0,,K. Caldwell-Pope enters the game for S. Johnson,79,83
336,4,6:50.0,Z. Randolph misses 2-pt jump shot from 5 ft (block by E. İlyasova),,79,83
337,4,6:49.0,Offensive rebound by Z. Randolph,,79,83
338,4,6:48.0,Z. Randolph misses 2-pt jump shot from 3 ft,,79,83
339,4,6:47.0,,Defensive rebound by R. Jackson,79,83
340,4,6:26.0,,A. Drummond makes 2-pt hook shot from 6 ft,79,85
341,4,6:26.0,,Violation by Team (delay of game),79,85
342,4,6:11.0,M. Gasol misses 2-pt jump shot from 9 ft,,79,85
343,4,6:11.0,,Defensive rebound by A. Drummond,79,85
344,4,6:07.0,Offensive charge foul by A. Drummond (drawn by M. Gasol),,79,85
345,4,6:07.0,,Turnover by A. Drummond (offensive foul),79,85
346,4,5:53.0,M. Gasol makes 2-pt dunk at rim (assist by M. Barnes),,81,85
347,4,5:30.0,,Turnover by A. Drummond (traveling),81,85
348,4,5:30.0,Official timeout,,81,85
349,4,5:11.0,M. Gasol misses 2-pt hook shot from 5 ft,,81,85
350,4,5:10.0,Offensive rebound by M. Barnes,,81,85
351,4,5:05.0,C. Lee misses 3-pt jump shot from 25 ft,,81,85
352,4,5:04.0,,Defensive rebound by A. Drummond,81,85
353,4,4:51.0,,Personal foul by M. Barnes (drawn by M. Morris),81,85
354,4,4:47.0,,Turnover by R. Jackson (offensive foul),81,85
355,4,4:47.0,,Offensive foul by R. Jackson (drawn by M. Chalmers),81,85
356,4,4:30.0,M. Gasol misses 2-pt jump shot from 19 ft,,81,85
357,4,4:30.0,Offensive rebound by C. Lee,,81,85
358,4,4:22.0,C. Lee makes 2-pt jump shot from 13 ft (assist by M. Barnes),,83,85
359,4,4:09.0,,R. Jackson misses 3-pt jump shot from 22 ft,83,85
360,4,4:09.0,,Offensive rebound by A. Drummond,83,85
361,4,4:03.0,,Personal foul by M. Chalmers (drawn by R. Jackson),83,85
362,4,3:54.0,,R. Jackson misses 2-pt jump shot from 8 ft (block by M. Chalmers),83,85
363,4,3:52.0,Defensive rebound by Z. Randolph,,83,85
364,4,3:42.0,C. Lee misses 2-pt jump shot from 4 ft (block by E. İlyasova),,83,85
365,4,3:42.0,Offensive rebound by Z. Randolph,,83,85
366,4,3:42.0,Shooting foul by E. İlyasova (drawn by Z. Randolph),,83,85
367,4,3:42.0,Z. Randolph misses free throw 1 of 2,,83,85
368,4,3:42.0,Offensive rebound by Team,,83,85
369,4,3:42.0,Z. Randolph misses free throw 2 of 2,,83,85
370,4,3:40.0,,Defensive rebound by A. Drummond,83,85
371,4,3:25.0,,R. Jackson makes 2-pt layup at rim,83,87
372,4,3:12.0,M. Chalmers misses 2-pt jump shot from 4 ft,,83,87
373,4,3:11.0,Offensive rebound by Z. Randolph,,83,87
374,4,3:08.0,Z. Randolph makes 2-pt layup at rim,,85,87
375,4,2:53.0,,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,85,87
376,4,2:53.0,Defensive rebound by M. Barnes,,85,87
377,4,2:52.0,Turnover by M. Chalmers (lost ball),,85,87
378,4,2:52.0,Memphis full timeout,,85,87
379,4,2:52.0,M. Conley enters the game for M. Chalmers,,85,87
380,4,2:37.0,,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,85,87
381,4,2:37.0,,Offensive rebound by E. İlyasova,85,87
382,4,2:37.0,,Shooting foul by Z. Randolph (drawn by E. İlyasova),85,87
383,4,2:37.0,,E. İlyasova makes 2-pt layup from 1 ft,85,89
