,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MIAMI_ACTION,HOUSTON_SCORE,MIAMI_SCORE
389,4,5:12.0,,Personal foul by M. Thornton (drawn by M. Chalmers),83,89
390,4,5:12.0,,M. Chalmers misses free throw 1 of 2,83,89
391,4,5:12.0,,Offensive rebound by Team,83,89
392,4,5:12.0,M. Harrell enters the game for C. Hayes,,83,89
393,4,5:12.0,,M. Chalmers makes free throw 2 of 2,83,90
394,4,4:52.0,Turnover by M. Harrell (lost ball; steal by H. Whiteside),,83,90
395,4,4:48.0,Violation by M. Harrell (def goaltending),,83,90
396,4,4:48.0,,T. Johnson makes 2-pt layup from 1 ft (assist by J. Winslow),83,92
397,4,4:22.0,J. Harden misses 3-pt jump shot from 25 ft,,83,92
398,4,4:21.0,,Defensive rebound by T. Johnson,83,92
399,4,4:08.0,,J. Winslow makes 3-pt jump shot from 23 ft (assist by D. Wade),83,95
400,4,4:08.0,Houston full timeout,,83,95
401,4,3:59.0,M. Thornton misses 3-pt jump shot from 24 ft,,83,95
402,4,3:58.0,,Defensive rebound by T. Johnson,83,95
403,4,3:44.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),83,97
404,4,3:22.0,Shooting foul by M. Chalmers (drawn by M. Harrell),,83,97
405,4,3:22.0,M. Harrell makes free throw 1 of 2,,84,97
406,4,3:22.0,M. Harrell misses free throw 2 of 2,,84,97
407,4,3:19.0,Offensive rebound by Team,,84,97
408,4,3:02.0,Turnover by J. Harden (lost ball; steal by J. Winslow),,84,97
409,4,2:49.0,,D. Wade misses 2-pt jump shot from 20 ft,84,97
410,4,2:48.0,,Offensive rebound by T. Johnson,84,97
411,4,2:47.0,,T. Johnson makes 2-pt layup from 1 ft,84,99
412,4,2:32.0,Personal foul by M. Chalmers (drawn by M. Thornton),,84,99
413,4,2:19.0,J. Harden misses 3-pt jump shot from 24 ft (block by H. Whiteside),,84,99
414,4,2:18.0,Offensive rebound by Team,,84,99
415,4,2:18.0,Turnover by Team (shot clock),,84,99
416,4,2:18.0,,Miami full timeout,84,99
417,4,2:18.0,C. Brewer enters the game for M. Harrell,,84,99
418,4,1:58.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by D. Wade),84,101
419,4,1:48.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by T. Lawson),,87,101
420,4,1:30.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),87,103
421,4,1:23.0,C. Brewer misses 2-pt hook shot from 7 ft,,87,103
422,4,1:22.0,,Defensive rebound by T. Johnson,87,103
423,4,1:07.0,,D. Wade makes 3-pt jump shot from 24 ft,87,106
424,4,0:59.0,T. Ariza misses 3-pt jump shot from 24 ft,,87,106
425,4,0:58.0,,Defensive rebound by H. Whiteside,87,106
426,4,0:37.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by M. Chalmers),87,109
427,4,0:27.0,C. Brewer makes 2-pt hook shot from 2 ft,,89,109
428,4,0:03.0,,Turnover by Team (shot clock),89,109
429,4,0:02.0,T. Ariza misses 3-pt jump shot from 40 ft,,89,109
430,4,0:00.0,Offensive rebound by Team,,89,109
