,QUARTER,TIME_REMAINING,INDIANA_ACTION,UTAH_ACTION,INDIANA_SCORE,UTAH_SCORE
397,4,7:34.0,Defensive rebound by L. Allen,,91,92
398,4,7:34.0,,Loose ball foul by A. Burks (drawn by L. Allen),91,92
399,4,7:34.0,,G. Hayward enters the game for A. Burks,91,92
400,4,7:25.0,Personal foul by E. Millsap (drawn by P. George),,91,92
401,4,7:25.0,,D. Favors enters the game for J. Withey,91,92
402,4,7:10.0,Turnover by Team (shot clock),,91,92
403,4,6:53.0,,T. Lyles makes 2-pt jump shot from 22 ft (assist by T. Burke),91,94
404,4,6:43.0,P. George makes 3-pt jump shot from 24 ft (assist by L. Allen),,94,94
405,4,6:19.0,,T. Burke misses 3-pt jump shot from 25 ft,94,94
406,4,6:19.0,Defensive rebound by P. George,,94,94
407,4,6:13.0,R. Stuckey makes 2-pt layup from 2 ft (assist by P. George),,96,94
408,4,5:48.0,,T. Burke misses 2-pt layup from 2 ft,96,94
409,4,5:46.0,,Offensive rebound by D. Favors,96,94
410,4,5:46.0,,D. Favors misses 2-pt layup from 2 ft,96,94
411,4,5:45.0,,Offensive rebound by D. Favors,96,94
412,4,5:41.0,,D. Favors makes 2-pt jump shot from 4 ft,96,96
413,4,5:35.0,Offensive foul by I. Mahinmi (drawn by E. Millsap),,96,96
414,4,5:35.0,Turnover by I. Mahinmi (offensive foul),,96,96
415,4,5:35.0,,Utah full timeout,96,96
416,4,5:35.0,G. Hill enters the game for I. Mahinmi,,96,96
417,4,5:35.0,C. Miles enters the game for M. Ellis,,96,96
418,4,5:25.0,,Personal foul by C. Miles (drawn by E. Millsap),96,96
419,4,5:08.0,,G. Hayward misses 3-pt jump shot from 24 ft,96,96
420,4,5:08.0,Defensive rebound by L. Allen,,96,96
421,4,4:58.0,Personal foul by E. Millsap (drawn by P. George),,96,96
422,4,4:49.0,P. George misses 2-pt jump shot from 17 ft,,96,96
423,4,4:48.0,,Defensive rebound by T. Lyles,96,96
424,4,4:38.0,,D. Favors misses 2-pt jump shot from 14 ft,96,96
425,4,4:38.0,Defensive rebound by P. George,,96,96
426,4,4:33.0,P. George makes 2-pt jump shot from 4 ft,,98,96
427,4,4:33.0,Shooting foul by E. Millsap (drawn by P. George),,98,96
428,4,4:33.0,,T. Booker enters the game for T. Lyles,98,96
429,4,4:33.0,P. George misses free throw 1 of 1,,98,96
430,4,4:31.0,,Defensive rebound by T. Booker,98,96
431,4,4:13.0,,T. Booker misses 2-pt jump shot from 4 ft,98,96
432,4,4:13.0,,Offensive rebound by D. Favors,98,96
433,4,4:13.0,,D. Favors misses 2-pt layup from 2 ft,98,96
434,4,4:12.0,Defensive rebound by R. Stuckey,,98,96
435,4,4:11.0,Personal foul by T. Burke (drawn by R. Stuckey),,98,96
436,4,4:11.0,R. Stuckey makes free throw 1 of 2,,99,96
437,4,4:11.0,,R. Hood enters the game for E. Millsap,99,96
438,4,4:11.0,R. Stuckey makes free throw 2 of 2,,100,96
439,4,4:01.0,,Offensive foul by G. Hayward (drawn by R. Stuckey),100,96
440,4,4:01.0,,Turnover by G. Hayward (offensive foul),100,96
441,4,3:38.0,R. Stuckey makes 2-pt layup from 1 ft,,102,96
442,4,3:25.0,,G. Hayward makes 3-pt jump shot from 25 ft,102,99
443,4,3:06.0,P. George makes 2-pt jump shot from 15 ft,,104,99
444,4,2:51.0,,Shooting foul by L. Allen (drawn by T. Booker),104,99
445,4,2:51.0,Indiana full timeout,,104,99
446,4,2:51.0,,T. Booker makes free throw 1 of 2,104,100
447,4,2:51.0,,T. Booker makes free throw 2 of 2,104,101
448,4,2:28.0,R. Stuckey misses 3-pt jump shot from 24 ft,,104,101
449,4,2:27.0,,Defensive rebound by T. Burke,104,101
450,4,2:14.0,,T. Burke misses 2-pt jump shot from 11 ft,104,101
451,4,2:14.0,Defensive rebound by G. Hill,,104,101
452,4,1:55.0,P. George makes 2-pt jump shot from 10 ft,,106,101
453,4,1:42.0,,G. Hayward misses 2-pt layup from 1 ft,106,101
454,4,1:42.0,,Offensive rebound by G. Hayward,106,101
455,4,1:40.0,,T. Booker misses 2-pt layup from 1 ft,106,101
456,4,1:40.0,,Offensive rebound by T. Booker,106,101
457,4,1:40.0,,T. Booker makes 2-pt layup from 1 ft,106,103
458,4,1:18.0,R. Stuckey makes 2-pt jump shot from 12 ft,,108,103
459,4,1:12.0,,Utah full timeout,108,103
460,4,1:12.0,I. Mahinmi enters the game for L. Allen,,108,103
461,4,1:12.0,,A. Burks enters the game for T. Booker,108,103
462,4,1:05.0,,Personal block foul by C. Miles (drawn by D. Favors),108,103
463,4,1:05.0,,D. Favors misses free throw 1 of 2,108,103
464,4,1:05.0,,Offensive rebound by Team,108,103
465,4,1:05.0,L. Allen enters the game for C. Miles,,108,103
466,4,1:05.0,,D. Favors makes free throw 2 of 2,108,104
467,4,0:46.0,L. Allen misses 2-pt jump shot from 21 ft,,108,104
468,4,0:45.0,Offensive rebound by Team,,108,104
469,4,0:45.0,,Loose ball foul by R. Hood (drawn by I. Mahinmi),108,104
470,4,0:45.0,,T. Booker enters the game for R. Hood,108,104
471,4,0:45.0,I. Mahinmi misses free throw 1 of 2,,108,104
472,4,0:45.0,Offensive rebound by Team,,108,104
473,4,0:45.0,I. Mahinmi misses free throw 2 of 2,,108,104
474,4,0:45.0,,Defensive rebound by T. Booker,108,104
475,4,0:32.0,,D. Favors misses 2-pt jump shot from 13 ft,108,104
476,4,0:31.0,,Offensive rebound by Team,108,104
477,4,0:31.0,,Personal foul by I. Mahinmi (drawn by T. Booker),108,104
478,4,0:31.0,J. Hill enters the game for I. Mahinmi,,108,104
479,4,0:31.0,,T. Booker makes free throw 1 of 2,108,105
480,4,0:31.0,,E. Millsap enters the game for T. Burke,108,105
481,4,0:31.0,,T. Booker misses free throw 2 of 2,108,105
482,4,0:30.0,,Offensive rebound by G. Hayward,108,105
483,4,0:27.0,,Shooting foul by J. Hill (drawn by T. Booker),108,105
484,4,0:27.0,,T. Booker makes free throw 1 of 2,108,106
485,4,0:27.0,M. Ellis enters the game for G. Hill,,108,106
486,4,0:27.0,,T. Booker makes free throw 2 of 2,108,107
487,4,0:27.0,Indiana full timeout,,108,107
488,4,0:27.0,C. Miles enters the game for R. Stuckey,,108,107
489,4,0:27.0,G. Hill enters the game for J. Hill,,108,107
490,4,0:19.0,P. George misses 3-pt jump shot from 24 ft,,108,107
491,4,0:18.0,Offensive rebound by Team,,108,107
492,4,0:18.0,Indiana full timeout,,108,107
493,4,0:18.0,C. Budinger enters the game for L. Allen,,108,107
494,4,0:16.0,Personal foul by E. Millsap (drawn by P. George),,108,107
495,4,0:16.0,P. George makes free throw 1 of 2,,109,107
496,4,0:16.0,,T. Burke enters the game for E. Millsap,109,107
497,4,0:16.0,L. Allen enters the game for C. Budinger,,109,107
498,4,0:16.0,J. Hill enters the game for C. Miles,,109,107
499,4,0:16.0,P. George makes free throw 2 of 2,,110,107
500,4,0:11.0,,D. Favors makes 2-pt layup from 2 ft (assist by A. Burks),110,109
501,4,0:11.0,,Shooting foul by L. Allen (drawn by D. Favors),110,109
502,4,0:11.0,,E. Millsap enters the game for T. Burke,110,109
503,4,0:11.0,,D. Favors makes free throw 1 of 1,110,110
504,4,0:11.0,Indiana full timeout,,110,110
505,4,0:11.0,C. Miles enters the game for J. Hill,,110,110
506,4,0:01.0,P. George misses 3-pt jump shot from 24 ft,,110,110
507,4,0:00.0,,Defensive rebound by T. Booker,110,110
508,1OT,4:41.0,P. George makes 3-pt jump shot from 24 ft,,113,110
509,1OT,4:24.0,,T. Burke misses 3-pt jump shot from 24 ft,113,110
510,1OT,4:23.0,Defensive rebound by L. Allen,,113,110
511,1OT,4:01.0,P. George misses 2-pt jump shot from 13 ft,,113,110
512,1OT,4:00.0,,Defensive rebound by G. Hayward,113,110
513,1OT,3:47.0,,A. Burks makes 2-pt dunk at rim (assist by G. Hayward),113,112
514,1OT,3:27.0,Turnover by M. Ellis (bad pass; steal by D. Favors),,113,112
515,1OT,3:23.0,,Turnover by G. Hayward (lost ball; steal by G. Hill),113,112
516,1OT,3:13.0,L. Allen makes 2-pt layup from 2 ft (assist by P. George),,115,112
517,1OT,2:57.0,,Shooting foul by L. Allen (drawn by D. Favors),115,112
518,1OT,2:57.0,J. Hill enters the game for L. Allen,,115,112
519,1OT,2:57.0,,D. Favors makes free throw 1 of 2,115,113
520,1OT,2:57.0,,D. Favors makes free throw 2 of 2,115,114
521,1OT,2:41.0,C. Miles misses 3-pt jump shot from 22 ft (block by T. Booker),,115,114
522,1OT,2:41.0,Offensive rebound by Team,,115,114
523,1OT,2:41.0,Indiana full timeout,,115,114
524,1OT,2:40.0,Turnover by M. Ellis (bad pass; steal by G. Hayward),,115,114
525,1OT,2:37.0,,G. Hayward makes 2-pt dunk at rim,115,116
526,1OT,2:19.0,G. Hill misses 2-pt jump shot from 5 ft,,115,116
527,1OT,2:17.0,Offensive rebound by J. Hill,,115,116
528,1OT,2:17.0,J. Hill misses 2-pt layup at rim,,115,116
529,1OT,2:15.0,Offensive rebound by J. Hill,,115,116
530,1OT,2:15.0,J. Hill makes 2-pt layup at rim,,117,116
531,1OT,1:56.0,,Personal foul by P. George (drawn by G. Hayward),117,116
532,1OT,1:56.0,R. Stuckey enters the game for M. Ellis,,117,116
533,1OT,1:48.0,,D. Favors makes 2-pt dunk at rim (assist by T. Burke),117,118
534,1OT,1:32.0,G. Hill misses 3-pt jump shot from 24 ft,,117,118
535,1OT,1:31.0,,Defensive rebound by T. Booker,117,118
536,1OT,1:13.0,,G. Hayward misses 2-pt jump shot from 10 ft,117,118
537,1OT,1:12.0,,Offensive rebound by T. Booker,117,118
538,1OT,1:08.0,,Turnover by T. Booker (lost ball; steal by P. George),117,118
539,1OT,1:02.0,C. Miles makes 2-pt jump shot from 3 ft,,119,118
540,1OT,0:50.0,,T. Burke makes 2-pt jump shot from 18 ft,119,120
541,1OT,0:50.0,Turnover by P. George (lost ball),,119,120
542,1OT,0:17.0,,D. Favors makes 2-pt jump shot from 3 ft (assist by T. Burke),119,122
543,1OT,0:17.0,Indiana full timeout,,119,122
544,1OT,0:17.0,,E. Millsap enters the game for T. Burke,119,122
545,1OT,0:11.0,C. Miles misses 3-pt jump shot from 24 ft,,119,122
546,1OT,0:10.0,Offensive rebound by R. Stuckey,,119,122
547,1OT,0:06.0,Indiana full timeout,,119,122
548,1OT,0:02.0,G. Hill misses 3-pt jump shot from 26 ft,,119,122
549,1OT,0:01.0,Offensive rebound by J. Hill,,119,122
550,1OT,0:00.0,J. Hill misses 3-pt jump shot from 24 ft,,119,122
551,1OT,0:00.0,Offensive rebound by Team,,119,122
