,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,BROOKLYN_ACTION,OKLAHOMA CITY_SCORE,BROOKLYN_SCORE
27,1,8:19.0,Turnover by K. Durant (bad pass; steal by D. Sloan),,6,8
28,1,8:13.0,,D. Sloan misses 2-pt layup from 2 ft (block by S. Ibaka),6,8
29,1,8:12.0,Defensive rebound by R. Westbrook,,6,8
30,1,8:05.0,R. Westbrook makes 2-pt jump shot from 22 ft,,8,8
31,1,7:53.0,,T. Young misses 2-pt jump shot from 6 ft,8,8
32,1,7:52.0,,Offensive rebound by T. Young,8,8
33,1,7:50.0,,T. Young misses 2-pt layup from 2 ft (block by K. Durant),8,8
34,1,7:49.0,,Offensive rebound by Team,8,8
35,1,7:31.0,,D. Sloan makes 3-pt jump shot from 23 ft (assist by W. Ellington),8,11
36,1,7:11.0,Shooting foul by D. Sloan (drawn by K. Durant),,8,11
37,1,7:11.0,K. Durant makes free throw 1 of 2,,9,11
38,1,7:11.0,K. Durant makes free throw 2 of 2,,10,11
39,1,6:54.0,,B. Lopez misses 2-pt jump shot from 3 ft (block by N. Collison),10,11
40,1,6:53.0,,Offensive rebound by B. Lopez,10,11
41,1,6:51.0,,B. Lopez makes 2-pt layup from 1 ft,10,13
42,1,6:37.0,R. Westbrook makes 2-pt layup at rim,,12,13
43,1,6:21.0,,T. Young misses 2-pt hook shot from 7 ft,12,13
44,1,6:20.0,Defensive rebound by K. Durant,,12,13
45,1,6:15.0,Turnover by K. Durant (bad pass; steal by D. Sloan),,12,13
46,1,6:06.0,,W. Ellington misses 3-pt jump shot from 22 ft,12,13
47,1,6:05.0,,Offensive rebound by T. Young,12,13
48,1,6:02.0,,W. Ellington makes 2-pt dunk at rim (assist by T. Young),12,15
49,1,5:55.0,Oklahoma City full timeout,,12,15
50,1,5:51.0,K. Durant makes 2-pt dunk at rim (assist by N. Collison),,14,15
51,1,5:26.0,,D. Sloan makes 3-pt jump shot from 25 ft (assist by T. Young),14,18
52,1,5:12.0,R. Westbrook makes 2-pt layup from 1 ft,,16,18
53,1,4:54.0,,T. Young makes 2-pt hook shot from 6 ft,16,20
54,1,4:41.0,S. Ibaka misses 2-pt jump shot from 20 ft,,16,20
55,1,4:40.0,,Defensive rebound by Team,16,20
56,1,4:40.0,Loose ball foul by N. Collison (drawn by W. Ellington),,16,20
57,1,4:40.0,D. Waiters enters the game for N. Collison,,16,20
58,1,4:40.0,E. Freedom enters the game for S. Ibaka,,16,20
59,1,4:26.0,,B. Lopez makes 2-pt jump shot from 6 ft,16,22
60,1,4:11.0,R. Westbrook misses 3-pt jump shot from 25 ft,,16,22
61,1,4:10.0,,Defensive rebound by T. Young,16,22
62,1,3:58.0,,B. Lopez makes 2-pt hook shot from 8 ft (assist by J. Johnson),16,24
63,1,3:42.0,R. Westbrook makes 2-pt layup from 1 ft,,18,24
64,1,3:27.0,,T. Young misses 2-pt layup from 3 ft,18,24
65,1,3:26.0,Defensive rebound by K. Durant,,18,24
66,1,3:20.0,E. Freedom misses 2-pt layup from 1 ft (block by T. Young),,18,24
67,1,3:19.0,,Defensive rebound by D. Sloan,18,24
68,1,3:12.0,,J. Johnson makes 2-pt layup at rim (assist by D. Sloan),18,26
69,1,3:01.0,Personal foul by J. Johnson (drawn by K. Durant),,18,26
70,1,2:53.0,R. Westbrook makes 2-pt layup from 1 ft,,20,26
71,1,2:46.0,,Brooklyn full timeout,20,26
72,1,2:31.0,,J. Johnson makes 2-pt layup from 2 ft (assist by W. Ellington),20,28
73,1,2:19.0,Shooting foul by B. Lopez (drawn by R. Westbrook),,20,28
74,1,2:19.0,R. Westbrook misses free throw 1 of 2,,20,28
75,1,2:19.0,Offensive rebound by Team,,20,28
76,1,2:19.0,,W. Reed enters the game for B. Lopez,20,28
77,1,2:19.0,,B. Bogdanović enters the game for W. Ellington,20,28
78,1,2:19.0,R. Westbrook misses free throw 2 of 2,,20,28
79,1,2:18.0,Offensive rebound by Team,,20,28
80,1,2:11.0,K. Durant makes 2-pt jump shot from 7 ft,,22,28
81,1,1:47.0,,T. Young misses 2-pt jump shot from 20 ft,22,28
82,1,1:46.0,Defensive rebound by R. Westbrook,,22,28
83,1,1:40.0,R. Westbrook misses 2-pt jump shot from 17 ft,,22,28
84,1,1:39.0,,Defensive rebound by Team,22,28
85,1,1:39.0,C. Payne enters the game for R. Westbrook,,22,28
86,1,1:39.0,,S. Larkin enters the game for D. Sloan,22,28
87,1,1:22.0,,J. Johnson misses 3-pt jump shot from 24 ft,22,28
88,1,1:21.0,Defensive rebound by K. Durant,,22,28
89,1,1:10.0,D. Waiters makes 3-pt jump shot from 25 ft (assist by A. Roberson),,25,28
90,1,0:55.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,25,28
91,1,0:54.0,,Offensive rebound by T. Young,25,28
92,1,0:49.0,,Turnover by J. Johnson (bad pass; steal by K. Durant),25,28
93,1,0:45.0,Turnover by A. Roberson (lost ball; steal by S. Larkin),,25,28
94,1,0:31.0,,J. Johnson makes 2-pt layup from 2 ft,25,30
95,1,0:09.0,D. Waiters misses 3-pt jump shot from 26 ft,,25,30
96,1,0:08.0,,Defensive rebound by W. Reed,25,30
97,1,0:05.0,,Turnover by W. Reed (bad pass; steal by D. Waiters),25,30
98,1,0:00.0,K. Durant makes 3-pt jump shot from 26 ft (assist by D. Waiters),,28,30
99,2,11:46.0,C. Payne makes 2-pt jump shot from 9 ft,,30,30
100,2,11:27.0,,B. Bogdanović makes 2-pt layup from 1 ft,30,32
101,2,11:15.0,E. Freedom misses 2-pt jump shot from 18 ft,,30,32
102,2,11:14.0,Offensive rebound by S. Ibaka,,30,32
103,2,11:05.0,C. Payne misses 3-pt jump shot from 24 ft,,30,32
104,2,11:04.0,,Defensive rebound by S. Karasev,30,32
105,2,10:54.0,,Turnover by A. Bargnani (lost ball; steal by S. Ibaka),30,32
106,2,10:49.0,C. Payne makes 2-pt layup from 2 ft (assist by S. Ibaka),,32,32
107,2,10:36.0,,S. Larkin makes 2-pt jump shot from 21 ft,32,34
108,2,10:18.0,Turnover by D. Waiters (traveling),,32,34
109,2,10:07.0,,A. Bargnani makes 2-pt jump shot from 16 ft (assist by S. Larkin),32,36
110,2,9:52.0,D. Waiters misses 2-pt jump shot from 18 ft,,32,36
111,2,9:51.0,,Defensive rebound by S. Larkin,32,36
112,2,9:47.0,,Turnover by B. Bogdanović (traveling),32,36
113,2,9:35.0,Personal foul by W. Reed (drawn by E. Freedom),,32,36
114,2,9:23.0,E. Freedom misses 2-pt jump shot from 7 ft (block by W. Reed),,32,36
115,2,9:22.0,Offensive rebound by K. Singler,,32,36
116,2,9:19.0,K. Singler makes 2-pt jump shot from 9 ft,,34,36
117,2,8:58.0,,S. Karasev makes 2-pt jump shot from 9 ft,34,38
118,2,8:49.0,S. Ibaka misses 2-pt layup from 2 ft,,34,38
119,2,8:48.0,,Defensive rebound by W. Reed,34,38
120,2,8:44.0,,Shooting foul by K. Singler (drawn by W. Reed),34,38
121,2,8:44.0,Official timeout,,34,38
122,2,8:44.0,,W. Reed makes free throw 1 of 2,34,39
123,2,8:44.0,,W. Reed misses free throw 2 of 2,34,39
124,2,8:43.0,Defensive rebound by S. Ibaka,,34,39
125,2,8:31.0,E. Freedom makes 2-pt layup at rim (assist by C. Payne),,36,39
126,2,8:16.0,,Turnover by S. Karasev (bad pass; steal by D. Waiters),36,39
127,2,8:04.0,Shooting foul by A. Bargnani (drawn by D. Waiters),,36,39
128,2,8:04.0,D. Waiters misses free throw 1 of 2,,36,39
129,2,8:04.0,Offensive rebound by Team,,36,39
130,2,8:04.0,D. Waiters makes free throw 2 of 2,,37,39
131,2,7:48.0,,Turnover by A. Bargnani (lost ball; steal by C. Payne),37,39
132,2,7:47.0,Personal foul by A. Bargnani (drawn by C. Payne),,37,39
133,2,7:47.0,R. Westbrook enters the game for D. Waiters,,37,39
134,2,7:40.0,Turnover by R. Westbrook (bad pass; steal by S. Larkin),,37,39
135,2,7:36.0,,S. Larkin makes 2-pt layup from 1 ft,37,41
136,2,7:25.0,C. Payne makes 3-pt jump shot from 23 ft,,40,41
137,2,7:08.0,,B. Bogdanović misses 2-pt jump shot from 6 ft (block by K. Singler),40,41
138,2,7:06.0,Defensive rebound by S. Ibaka,,40,41
139,2,7:04.0,,B. Lopez enters the game for W. Reed,40,41
140,2,7:04.0,K. Durant enters the game for C. Payne,,40,41
141,2,7:00.0,K. Durant misses 2-pt jump shot from 9 ft (block by B. Lopez),,40,41
142,2,6:59.0,Offensive rebound by E. Freedom,,40,41
143,2,6:57.0,E. Freedom misses 2-pt layup from 2 ft,,40,41
144,2,6:56.0,,Defensive rebound by B. Lopez,40,41
145,2,6:38.0,,B. Lopez makes 2-pt jump shot from 7 ft,40,43
146,2,6:26.0,R. Westbrook misses 2-pt jump shot from 10 ft,,40,43
147,2,6:25.0,,Defensive rebound by S. Larkin,40,43
148,2,6:20.0,,S. Karasev misses 2-pt jump shot from 23 ft,40,43
149,2,6:19.0,Defensive rebound by Team,,40,43
150,2,6:19.0,,J. Johnson enters the game for S. Karasev,40,43
151,2,5:56.0,Shooting foul by B. Lopez (drawn by R. Westbrook),,40,43
152,2,5:56.0,,Brooklyn full timeout,40,43
153,2,5:56.0,A. Roberson enters the game for S. Ibaka,,40,43
154,2,5:56.0,R. Westbrook makes free throw 1 of 2,,41,43
155,2,5:56.0,R. Westbrook makes free throw 2 of 2,,42,43
156,2,5:44.0,,J. Johnson misses 2-pt jump shot from 12 ft,42,43
157,2,5:43.0,,Offensive rebound by B. Lopez,42,43
158,2,5:36.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Johnson),42,46
159,2,5:20.0,K. Singler makes 3-pt jump shot from 24 ft (assist by K. Durant),,45,46
160,2,4:58.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by J. Johnson),45,49
161,2,4:44.0,K. Durant misses 3-pt jump shot from 25 ft,,45,49
162,2,4:43.0,,Defensive rebound by B. Lopez,45,49
163,2,4:30.0,,B. Lopez misses 2-pt jump shot from 18 ft,45,49
164,2,4:29.0,Defensive rebound by K. Durant,,45,49
165,2,4:22.0,K. Singler misses 2-pt layup at rim,,45,49
166,2,4:21.0,,Defensive rebound by B. Lopez,45,49
167,2,4:15.0,,A. Bargnani makes 2-pt jump shot from 19 ft (assist by B. Bogdanović),45,51
168,2,4:03.0,Personal foul by J. Johnson (drawn by K. Durant),,45,51
169,2,4:03.0,K. Durant misses free throw 1 of 2,,45,51
170,2,4:03.0,Offensive rebound by Team,,45,51
171,2,4:03.0,N. Collison enters the game for E. Freedom,,45,51
172,2,4:03.0,,T. Young enters the game for A. Bargnani,45,51
173,2,4:03.0,,W. Reed enters the game for B. Lopez,45,51
174,2,4:03.0,K. Durant makes free throw 2 of 2,,46,51
175,2,3:57.0,,Personal foul by K. Singler (drawn by J. Johnson),46,51
176,2,3:49.0,,T. Young misses 2-pt hook shot from 8 ft,46,51
177,2,3:48.0,Defensive rebound by N. Collison,,46,51
178,2,3:41.0,K. Durant makes 2-pt jump shot from 21 ft,,48,51
179,2,3:21.0,,S. Larkin makes 2-pt layup from 2 ft,48,53
180,2,3:21.0,,Shooting foul by N. Collison (drawn by S. Larkin),48,53
181,2,3:21.0,S. Ibaka enters the game for N. Collison,,48,53
182,2,3:21.0,D. Waiters enters the game for K. Singler,,48,53
183,2,3:21.0,,S. Larkin makes free throw 1 of 1,48,54
184,2,3:09.0,R. Westbrook misses 2-pt layup from 2 ft,,48,54
185,2,3:08.0,Offensive rebound by S. Ibaka,,48,54
186,2,3:07.0,S. Ibaka makes 2-pt dunk at rim,,50,54
187,2,2:48.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,50,54
188,2,2:47.0,Defensive rebound by K. Durant,,50,54
189,2,2:39.0,R. Westbrook misses 2-pt layup from 1 ft,,50,54
190,2,2:38.0,,Defensive rebound by S. Larkin,50,54
191,2,2:30.0,,W. Reed makes 2-pt dunk at rim (assist by S. Larkin),50,56
192,2,2:30.0,Oklahoma City full timeout,,50,56
193,2,2:30.0,K. Singler enters the game for A. Roberson,,50,56
194,2,2:30.0,,W. Ellington enters the game for J. Johnson,50,56
195,2,2:13.0,D. Waiters misses 2-pt jump shot from 14 ft,,50,56
196,2,2:12.0,,Defensive rebound by B. Bogdanović,50,56
197,2,1:50.0,,B. Bogdanović misses 2-pt jump shot from 10 ft,50,56
198,2,1:47.0,,Offensive rebound by W. Reed,50,56
199,2,1:45.0,,W. Reed misses 2-pt layup from 1 ft,50,56
200,2,1:44.0,,Offensive rebound by W. Reed,50,56
201,2,1:43.0,,W. Reed misses 2-pt layup from 3 ft,50,56
202,2,1:41.0,Defensive rebound by K. Durant,,50,56
203,2,1:37.0,R. Westbrook misses 2-pt jump shot from 10 ft (block by S. Larkin),,50,56
204,2,1:36.0,Offensive rebound by Team,,50,56
205,2,1:32.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by K. Durant),,52,56
206,2,1:12.0,,T. Young misses 2-pt jump shot from 10 ft,52,56
207,2,1:11.0,Defensive rebound by R. Westbrook,,52,56
208,2,1:07.0,Turnover by R. Westbrook (bad pass),,52,56
209,2,0:47.0,,T. Young makes 2-pt hook shot from 7 ft,52,58
210,2,0:46.0,Turnover by S. Ibaka (bad pass; steal by S. Larkin),,52,58
211,2,0:23.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,52,58
212,2,0:22.0,,Offensive rebound by T. Young,52,58
213,2,0:21.0,,T. Young makes 2-pt layup from 1 ft,52,60
214,2,0:01.0,R. Westbrook misses 3-pt jump shot from 25 ft,,52,60
215,2,0:00.0,,Defensive rebound by W. Reed,52,60
216,3,11:41.0,S. Ibaka misses 2-pt hook shot from 10 ft,,52,60
217,3,11:40.0,,Defensive rebound by B. Lopez,52,60
218,3,11:21.0,,Turnover by B. Lopez (lost ball),52,60
219,3,11:10.0,K. Singler misses 2-pt layup from 2 ft,,52,60
220,3,11:09.0,Offensive rebound by N. Collison,,52,60
221,3,11:08.0,Shooting foul by W. Ellington (drawn by N. Collison),,52,60
222,3,11:08.0,N. Collison misses free throw 1 of 2,,52,60
223,3,11:08.0,Offensive rebound by Team,,52,60
224,3,11:08.0,N. Collison makes free throw 2 of 2,,53,60
225,3,10:52.0,,B. Lopez makes 2-pt jump shot from 9 ft (assist by J. Johnson),53,62
226,3,10:33.0,R. Westbrook misses 2-pt jump shot from 8 ft,,53,62
227,3,10:32.0,Offensive rebound by N. Collison,,53,62
228,3,10:27.0,Turnover by K. Durant (bad pass; steal by J. Johnson),,53,62
229,3,10:23.0,,J. Johnson misses 2-pt layup from 1 ft,53,62
230,3,10:22.0,Defensive rebound by K. Durant,,53,62
231,3,10:16.0,K. Durant makes 2-pt layup from 1 ft,,55,62
232,3,9:59.0,,W. Ellington makes 3-pt jump shot from 24 ft,55,65
233,3,9:45.0,K. Durant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,58,65
234,3,9:20.0,,T. Young makes 2-pt layup from 2 ft (assist by J. Johnson),58,67
235,3,9:03.0,S. Ibaka misses 3-pt jump shot from 25 ft,,58,67
236,3,9:02.0,Offensive rebound by K. Singler,,58,67
237,3,9:01.0,K. Singler makes 2-pt layup from 3 ft,,60,67
238,3,8:43.0,,Shooting foul by N. Collison (drawn by B. Lopez),60,67
239,3,8:43.0,,B. Lopez makes free throw 1 of 2,60,68
240,3,8:43.0,,B. Lopez makes free throw 2 of 2,60,69
241,3,8:32.0,K. Durant misses 3-pt jump shot from 24 ft,,60,69
242,3,8:31.0,,Defensive rebound by Team,60,69
243,3,8:31.0,D. Waiters enters the game for N. Collison,,60,69
244,3,8:16.0,,B. Lopez misses 2-pt hook shot from 6 ft,60,69
245,3,8:15.0,Defensive rebound by K. Durant,,60,69
246,3,8:07.0,S. Ibaka makes 2-pt layup from 2 ft (assist by K. Durant),,62,69
247,3,7:57.0,,D. Sloan misses 2-pt jump shot from 12 ft,62,69
248,3,7:55.0,Defensive rebound by S. Ibaka,,62,69
249,3,7:47.0,R. Westbrook misses 2-pt jump shot from 9 ft,,62,69
250,3,7:46.0,,Defensive rebound by D. Sloan,62,69
251,3,7:26.0,,J. Johnson misses 2-pt jump shot from 21 ft,62,69
252,3,7:25.0,,Offensive rebound by Team,62,69
253,3,7:25.0,Loose ball foul by K. Durant (drawn by B. Lopez),,62,69
254,3,7:25.0,Oklahoma City full timeout,,62,69
255,3,7:18.0,,W. Ellington misses 2-pt jump shot from 20 ft,62,69
256,3,7:17.0,,Offensive rebound by B. Lopez,62,69
257,3,7:15.0,,B. Lopez makes 2-pt layup at rim,62,71
258,3,7:02.0,Turnover by S. Ibaka (bad pass; steal by J. Johnson),,62,71
259,3,6:54.0,,J. Johnson misses 3-pt jump shot from 24 ft,62,71
260,3,6:53.0,Defensive rebound by R. Westbrook,,62,71
261,3,6:50.0,Personal foul by W. Ellington (drawn by S. Ibaka),,62,71
262,3,6:41.0,K. Durant misses 3-pt jump shot from 26 ft,,62,71
263,3,6:40.0,,Defensive rebound by W. Ellington,62,71
264,3,6:22.0,,B. Lopez makes 2-pt jump shot from 5 ft,62,73
265,3,6:05.0,K. Singler misses 3-pt jump shot from 23 ft,,62,73
266,3,6:04.0,,Defensive rebound by W. Ellington,62,73
267,3,5:50.0,,Turnover by T. Young (lost ball),62,73
268,3,5:50.0,E. Freedom enters the game for S. Ibaka,,62,73
269,3,5:42.0,R. Westbrook misses 2-pt layup from 1 ft,,62,73
270,3,5:41.0,,Defensive rebound by W. Ellington,62,73
271,3,5:35.0,,W. Ellington misses 3-pt jump shot from 25 ft,62,73
272,3,5:34.0,Defensive rebound by E. Freedom,,62,73
273,3,5:23.0,K. Durant makes 2-pt dunk from 1 ft (assist by R. Westbrook),,64,73
274,3,5:22.0,,Brooklyn full timeout,64,73
275,3,5:04.0,,J. Johnson makes 2-pt jump shot from 13 ft,64,75
276,3,4:45.0,Shooting foul by J. Johnson (drawn by K. Durant),,64,75
277,3,4:45.0,K. Durant makes free throw 1 of 2,,65,75
278,3,4:45.0,A. Morrow enters the game for K. Singler,,65,75
279,3,4:45.0,K. Durant misses free throw 2 of 2,,65,75
280,3,4:43.0,,Defensive rebound by T. Young,65,75
281,3,4:22.0,,B. Lopez misses 2-pt jump shot from 6 ft,65,75
282,3,4:20.0,,Offensive rebound by B. Lopez,65,75
283,3,4:19.0,,B. Lopez misses 2-pt layup from 1 ft,65,75
284,3,4:18.0,Defensive rebound by E. Freedom,,65,75
285,3,4:17.0,Turnover by E. Freedom (lost ball; steal by T. Young),,65,75
286,3,4:16.0,,Personal foul by E. Freedom (drawn by B. Lopez),65,75
287,3,4:08.0,,Turnover by D. Sloan (bad pass; steal by K. Durant),65,75
288,3,3:58.0,R. Westbrook misses 2-pt layup from 1 ft,,65,75
289,3,3:57.0,,Defensive rebound by W. Ellington,65,75
290,3,3:54.0,,Shooting foul by A. Morrow (drawn by D. Sloan),65,75
291,3,3:54.0,,D. Sloan makes free throw 1 of 2,65,76
292,3,3:54.0,,W. Reed enters the game for B. Lopez,65,76
293,3,3:54.0,,D. Sloan makes free throw 2 of 2,65,77
294,3,3:47.0,K. Durant misses 3-pt jump shot from 25 ft,,65,77
295,3,3:46.0,,Defensive rebound by D. Sloan,65,77
296,3,3:42.0,,Shooting foul by D. Waiters (drawn by D. Sloan),65,77
297,3,3:42.0,,D. Sloan makes free throw 1 of 2,65,78
298,3,3:42.0,,D. Sloan misses free throw 2 of 2,65,78
299,3,3:41.0,Defensive rebound by K. Durant,,65,78
300,3,3:29.0,K. Durant misses 3-pt jump shot from 24 ft,,65,78
301,3,3:28.0,,Defensive rebound by W. Reed,65,78
302,3,3:03.0,,T. Young misses 2-pt jump shot from 16 ft,65,78
303,3,3:02.0,Defensive rebound by E. Freedom,,65,78
304,3,2:55.0,R. Westbrook makes 2-pt layup from 1 ft,,67,78
305,3,2:39.0,,T. Young misses 2-pt jump shot from 7 ft,67,78
306,3,2:38.0,Defensive rebound by A. Morrow,,67,78
307,3,2:32.0,R. Westbrook makes 2-pt layup from 2 ft,,69,78
308,3,2:27.0,,Brooklyn full timeout,69,78
309,3,2:27.0,C. Payne enters the game for R. Westbrook,,69,78
310,3,2:27.0,,B. Bogdanović enters the game for J. Johnson,69,78
311,3,2:17.0,,W. Ellington misses 2-pt jump shot from 17 ft,69,78
312,3,2:16.0,,Offensive rebound by T. Young,69,78
313,3,2:03.0,,Personal foul by C. Payne (drawn by D. Sloan),69,78
314,3,2:03.0,,D. Sloan makes free throw 1 of 2,69,79
315,3,2:03.0,,D. Sloan misses free throw 2 of 2,69,79
316,3,2:02.0,Defensive rebound by E. Freedom,,69,79
317,3,1:56.0,Shooting foul by W. Reed (drawn by K. Durant),,69,79
318,3,1:56.0,K. Durant makes free throw 1 of 2,,70,79
319,3,1:56.0,,S. Larkin enters the game for D. Sloan,70,79
320,3,1:56.0,K. Durant makes free throw 2 of 2,,71,79
321,3,1:33.0,,W. Ellington misses 3-pt jump shot from 22 ft,71,79
322,3,1:32.0,,Offensive rebound by T. Young,71,79
323,3,1:29.0,,W. Reed makes 2-pt layup from 1 ft (assist by T. Young),71,81
324,3,1:10.0,D. Waiters makes 3-pt jump shot from 25 ft (assist by C. Payne),,74,81
325,3,0:51.0,,S. Larkin misses 2-pt layup from 1 ft,74,81
326,3,0:50.0,Defensive rebound by E. Freedom,,74,81
327,3,0:44.0,C. Payne makes 3-pt jump shot from 22 ft (assist by K. Durant),,77,81
328,3,0:35.0,,S. Larkin misses 2-pt layup from 1 ft (block by C. Payne),77,81
329,3,0:34.0,,Offensive rebound by Team,77,81
330,3,0:32.0,,W. Ellington makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),77,83
331,3,0:10.0,Turnover by K. Durant (lost ball; steal by W. Ellington),,77,83
332,3,0:07.0,,B. Bogdanović makes 2-pt dunk at rim (assist by W. Ellington),77,85
333,3,0:01.0,D. Waiters misses 3-pt jump shot from 24 ft,,77,85
334,3,0:00.0,Offensive rebound by Team,,77,85
335,4,11:43.0,,W. Ellington makes 2-pt jump shot from 18 ft,77,87
336,4,11:25.0,E. Freedom makes 2-pt hook shot from 3 ft,,79,87
337,4,11:14.0,,Shooting foul by E. Freedom (drawn by B. Lopez),79,87
338,4,11:14.0,,B. Lopez makes free throw 1 of 2,79,88
339,4,11:14.0,,B. Lopez makes free throw 2 of 2,79,89
340,4,10:57.0,E. Freedom makes 2-pt hook shot from 8 ft,,81,89
341,4,10:38.0,,B. Lopez makes 2-pt jump shot from 19 ft (assist by S. Larkin),81,91
342,4,10:16.0,E. Freedom misses 2-pt jump shot from 16 ft,,81,91
343,4,10:15.0,,Defensive rebound by T. Young,81,91
344,4,10:01.0,,W. Ellington misses 2-pt jump shot from 20 ft,81,91
345,4,10:00.0,,Offensive rebound by W. Ellington,81,91
346,4,9:57.0,,S. Larkin misses 3-pt jump shot from 25 ft,81,91
347,4,9:56.0,Defensive rebound by R. Westbrook,,81,91
348,4,9:54.0,Personal foul by B. Bogdanović (drawn by R. Westbrook),,81,91
349,4,9:54.0,K. Durant enters the game for K. Singler,,81,91
350,4,9:54.0,,J. Johnson enters the game for W. Ellington,81,91
351,4,9:44.0,R. Westbrook makes 2-pt layup from 1 ft,,83,91
352,4,9:21.0,,Shooting foul by D. Waiters (drawn by J. Johnson),83,91
353,4,9:21.0,,J. Johnson makes free throw 1 of 2,83,92
354,4,9:21.0,,W. Ellington enters the game for T. Young,83,92
355,4,9:21.0,,J. Johnson makes free throw 2 of 2,83,93
356,4,9:06.0,R. Westbrook makes 2-pt jump shot from 8 ft (assist by K. Durant),,85,93
357,4,8:45.0,,B. Lopez misses 2-pt jump shot from 6 ft,85,93
358,4,8:43.0,Defensive rebound by R. Westbrook,,85,93
359,4,8:42.0,Turnover by R. Westbrook (lost ball; steal by S. Larkin),,85,93
360,4,8:40.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by S. Larkin),85,96
361,4,8:24.0,E. Freedom misses 2-pt layup from 2 ft (block by B. Lopez),,85,96
362,4,8:23.0,Offensive rebound by R. Westbrook,,85,96
363,4,8:20.0,R. Westbrook misses 2-pt layup from 2 ft (block by S. Larkin),,85,96
364,4,8:19.0,Offensive rebound by Team,,85,96
365,4,8:19.0,Official timeout,,85,96
366,4,8:19.0,S. Ibaka enters the game for C. Payne,,85,96
367,4,8:19.0,,T. Young enters the game for W. Ellington,85,96
368,4,8:16.0,K. Durant makes 2-pt jump shot from 12 ft (assist by R. Westbrook),,87,96
369,4,7:53.0,,J. Johnson misses 2-pt jump shot from 20 ft,87,96
370,4,7:50.0,,Offensive rebound by B. Bogdanović,87,96
371,4,7:42.0,,B. Lopez misses 2-pt hook shot from 7 ft,87,96
372,4,7:41.0,Defensive rebound by R. Westbrook,,87,96
373,4,7:34.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),,89,96
374,4,7:18.0,,S. Larkin makes 2-pt layup from 2 ft (assist by B. Lopez),89,98
375,4,7:03.0,Personal foul by J. Johnson (drawn by K. Durant),,89,98
376,4,7:03.0,,D. Sloan enters the game for S. Larkin,89,98
377,4,6:55.0,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),,91,98
378,4,6:24.0,,D. Sloan misses 2-pt jump shot from 13 ft,91,98
379,4,6:23.0,,Offensive rebound by B. Bogdanović,91,98
380,4,6:21.0,,Turnover by B. Bogdanović (bad pass; steal by R. Westbrook),91,98
381,4,6:17.0,D. Waiters makes 2-pt layup at rim,,93,98
382,4,6:17.0,,Brooklyn full timeout,93,98
