,QUARTER,TIME_REMAINING,INDIANA_ACTION,ORLANDO_ACTION,INDIANA_SCORE,ORLANDO_SCORE
80,1,0:24.0,,Turnover by A. Nicholson (lost ball; steal by C. Miles),22,18
81,1,0:20.0,,Offensive charge foul by P. George (drawn by V. Oladipo),22,18
82,1,0:20.0,Turnover by P. George (offensive foul),,22,18
83,1,0:20.0,,J. Smith enters the game for T. Harris,22,18
84,1,0:20.0,,S. Napier enters the game for N. Vučević,22,18
85,1,0:20.0,,A. Gordon enters the game for V. Oladipo,22,18
86,1,0:03.0,,Shooting foul by C. Miles (drawn by S. Napier),22,18
87,1,0:03.0,,S. Napier makes free throw 1 of 2,22,19
88,1,0:03.0,,S. Napier makes free throw 2 of 2,22,20
89,1,0:01.0,Turnover by R. Stuckey (step out of bounds),,22,20
90,1,0:00.0,,J. Smith misses 3-pt jump shot from 28 ft,22,20
91,1,0:00.0,,Offensive rebound by Team,22,20
92,2,11:44.0,,Def 3 sec tech foul by G. Robinson,22,20
93,2,11:44.0,,S. Napier makes technical free throw,22,21
94,2,11:32.0,,Turnover by S. Napier (bad pass),22,21
95,2,11:09.0,G. Hill misses 2-pt jump shot from 8 ft,,22,21
96,2,11:08.0,,Defensive rebound by A. Gordon,22,21
97,2,10:55.0,,Personal foul by G. Hill (drawn by S. Napier),22,21
98,2,10:41.0,,A. Nicholson misses 2-pt layup from 2 ft,22,21
99,2,10:40.0,,Offensive rebound by A. Gordon,22,21
100,2,10:35.0,,Offensive foul by J. Smith (drawn by G. Hill),22,21
101,2,10:35.0,,Turnover by J. Smith (offensive foul),22,21
102,2,10:20.0,R. Stuckey misses 2-pt jump shot from 17 ft,,22,21
103,2,10:19.0,,Defensive rebound by A. Nicholson,22,21
104,2,10:10.0,,A. Gordon misses 3-pt jump shot from 25 ft,22,21
105,2,10:09.0,Defensive rebound by M. Turner,,22,21
106,2,10:02.0,C. Miles misses 2-pt jump shot from 19 ft,,22,21
107,2,10:01.0,,Defensive rebound by A. Gordon,22,21
108,2,9:51.0,,A. Nicholson misses 3-pt jump shot from 26 ft,22,21
109,2,9:50.0,,Offensive rebound by J. Smith,22,21
110,2,9:44.0,,A. Gordon misses 3-pt jump shot from 24 ft,22,21
111,2,9:43.0,Defensive rebound by Team,,22,21
112,2,9:28.0,G. Hill makes 2-pt jump shot from 8 ft,,24,21
113,2,9:11.0,,Turnover by A. Gordon (lost ball),24,21
114,2,8:51.0,C. Miles misses 3-pt jump shot from 25 ft,,24,21
115,2,8:49.0,,Defensive rebound by A. Gordon,24,21
116,2,8:37.0,,S. Napier misses 3-pt jump shot from 24 ft,24,21
117,2,8:36.0,Defensive rebound by M. Turner,,24,21
118,2,8:26.0,Turnover by M. Turner (traveling),,24,21
119,2,8:26.0,Official timeout,,24,21
120,2,8:16.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by S. Napier),24,23
121,2,8:01.0,G. Robinson makes 2-pt layup from 2 ft (assist by R. Stuckey),,26,23
122,2,8:01.0,Shooting foul by A. Gordon (drawn by G. Robinson),,26,23
123,2,8:01.0,G. Robinson misses free throw 1 of 1,,26,23
124,2,8:01.0,,Defensive rebound by J. Smith,26,23
125,2,7:44.0,,A. Gordon makes 2-pt layup from 2 ft,26,25
126,2,7:29.0,M. Turner makes 2-pt layup from 2 ft (assist by R. Stuckey),,28,25
127,2,7:10.0,,J. Smith makes 2-pt jump shot from 9 ft,28,27
128,2,6:51.0,Turnover by C. Miles (bad pass; steal by J. Smith),,28,27
129,2,6:42.0,,S. Napier makes 3-pt jump shot from 25 ft,28,30
130,2,6:41.0,Indiana full timeout,,28,30
131,2,6:41.0,,T. Harris enters the game for A. Gordon,28,30
132,2,6:41.0,,V. Oladipo enters the game for S. Napier,28,30
133,2,6:41.0,J. Hill enters the game for M. Turner,,28,30
134,2,6:19.0,R. Stuckey misses 2-pt jump shot from 16 ft,,28,30
135,2,6:17.0,Offensive rebound by Team,,28,30
136,2,6:00.0,J. Hill makes 2-pt layup from 2 ft,,30,30
137,2,5:48.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by V. Oladipo),30,32
138,2,5:41.0,G. Robinson misses 2-pt layup from 1 ft (block by T. Harris),,30,32
139,2,5:41.0,Offensive rebound by Team,,30,32
140,2,5:41.0,M. Ellis enters the game for G. Hill,,30,32
141,2,5:26.0,G. Robinson misses 3-pt jump shot from 24 ft,,30,32
142,2,5:25.0,,Defensive rebound by V. Oladipo,30,32
143,2,5:12.0,,Turnover by A. Nicholson (lost ball; steal by C. Miles),30,32
144,2,5:05.0,C. Miles misses 2-pt layup from 1 ft,,30,32
145,2,5:03.0,,Defensive rebound by A. Nicholson,30,32
146,2,4:56.0,,A. Nicholson misses 3-pt jump shot from 23 ft,30,32
147,2,4:55.0,Defensive rebound by C. Miles,,30,32
148,2,4:45.0,J. Hill misses 2-pt layup from 3 ft (block by A. Nicholson),,30,32
149,2,4:42.0,,Defensive rebound by J. Smith,30,32
150,2,4:27.0,,J. Smith misses 2-pt jump shot from 19 ft,30,32
151,2,4:25.0,Defensive rebound by J. Hill,,30,32
152,2,4:18.0,J. Hill misses 2-pt jump shot from 20 ft,,30,32
153,2,4:17.0,,Defensive rebound by V. Oladipo,30,32
154,2,4:11.0,,T. Harris makes 2-pt layup from 2 ft (assist by M. Hezonja),30,34
155,2,3:59.0,Personal take foul by V. Oladipo (drawn by M. Ellis),,30,34
156,2,3:59.0,L. Allen enters the game for C. Miles,,30,34
157,2,3:59.0,P. George enters the game for G. Robinson,,30,34
158,2,3:59.0,,A. Gordon enters the game for A. Nicholson,30,34
159,2,3:59.0,,N. Vučević enters the game for J. Smith,30,34
160,2,3:59.0,,E. Fournier enters the game for M. Hezonja,30,34
161,2,3:47.0,Turnover by M. Ellis (bad pass; steal by E. Fournier),,30,34
162,2,3:41.0,,E. Fournier makes 2-pt layup from 1 ft,30,36
163,2,3:40.0,Indiana full timeout,,30,36
164,2,3:17.0,R. Stuckey makes 2-pt jump shot from 11 ft (assist by M. Ellis),,32,36
165,2,2:52.0,,A. Gordon misses 2-pt layup at rim (block by R. Stuckey),32,36
166,2,2:47.0,,Offensive rebound by A. Gordon,32,36
167,2,2:47.0,,A. Gordon makes 2-pt layup from 2 ft,32,38
168,2,2:35.0,M. Ellis misses 2-pt jump shot from 17 ft,,32,38
169,2,2:33.0,,Defensive rebound by Team,32,38
170,2,2:33.0,,Orlando full timeout,32,38
171,2,2:33.0,G. Hill enters the game for R. Stuckey,,32,38
172,2,2:33.0,I. Mahinmi enters the game for J. Hill,,32,38
173,2,2:17.0,,N. Vučević misses 2-pt jump shot from 6 ft (block by L. Allen),32,38
174,2,2:15.0,,Offensive rebound by N. Vučević,32,38
175,2,2:12.0,,Turnover by N. Vučević (bad pass; steal by G. Hill),32,38
176,2,2:01.0,P. George misses 2-pt jump shot from 18 ft,,32,38
177,2,2:00.0,,Defensive rebound by V. Oladipo,32,38
178,2,1:48.0,,Turnover by T. Harris (lost ball; steal by M. Ellis),32,38
179,2,1:31.0,G. Hill makes 3-pt jump shot from 24 ft (assist by M. Ellis),,35,38
180,2,1:07.0,,E. Fournier misses 2-pt jump shot from 7 ft,35,38
181,2,1:06.0,Defensive rebound by I. Mahinmi,,35,38
182,2,0:56.0,P. George makes 2-pt layup from 2 ft (assist by I. Mahinmi),,37,38
183,2,0:42.0,,N. Vučević misses 2-pt jump shot from 18 ft,37,38
184,2,0:40.0,Defensive rebound by P. George,,37,38
185,2,0:22.0,M. Ellis misses 3-pt jump shot from 24 ft,,37,38
186,2,0:21.0,Offensive rebound by I. Mahinmi,,37,38
187,2,0:05.0,Personal foul by E. Fournier (drawn by M. Ellis),,37,38
188,2,0:01.0,I. Mahinmi misses 2-pt layup from 2 ft (block by A. Gordon),,37,38
189,2,0:01.0,Offensive rebound by L. Allen,,37,38
190,2,0:01.0,L. Allen misses 2-pt layup from 1 ft,,37,38
191,2,0:00.0,,Defensive rebound by A. Gordon,37,38
192,3,11:45.0,,N. Vučević makes 2-pt jump shot from 12 ft,37,40
193,3,11:33.0,Personal foul by E. Fournier (drawn by P. George),,37,40
194,3,11:25.0,M. Ellis misses 2-pt layup from 2 ft,,37,40
195,3,11:23.0,Offensive rebound by M. Ellis,,37,40
196,3,11:23.0,M. Ellis makes 2-pt layup from 1 ft,,39,40
197,3,10:59.0,,T. Harris misses 3-pt jump shot from 23 ft,39,40
198,3,10:58.0,Defensive rebound by G. Hill,,39,40
199,3,10:48.0,P. George misses 3-pt jump shot from 25 ft,,39,40
200,3,10:46.0,,Defensive rebound by C. Frye,39,40
201,3,10:32.0,,E. Fournier misses 3-pt jump shot from 25 ft,39,40
202,3,10:31.0,Defensive rebound by P. George,,39,40
203,3,10:20.0,Turnover by P. George (bad pass; steal by N. Vučević),,39,40
204,3,10:04.0,,T. Harris misses 2-pt layup from 2 ft (block by I. Mahinmi),39,40
205,3,10:02.0,Defensive rebound by G. Hill,,39,40
206,3,9:57.0,G. Hill misses 2-pt layup from 2 ft (block by V. Oladipo),,39,40
207,3,9:55.0,,Defensive rebound by N. Vučević,39,40
208,3,9:48.0,,Turnover by N. Vučević (bad pass; steal by M. Ellis),39,40
209,3,9:43.0,Shooting foul by C. Frye (drawn by I. Mahinmi),,39,40
210,3,9:43.0,I. Mahinmi misses free throw 1 of 2,,39,40
211,3,9:43.0,Offensive rebound by Team,,39,40
212,3,9:43.0,I. Mahinmi makes free throw 2 of 2,,40,40
213,3,9:28.0,,E. Fournier misses 3-pt jump shot from 23 ft,40,40
214,3,9:27.0,Defensive rebound by L. Allen,,40,40
215,3,9:23.0,Shooting foul by N. Vučević (drawn by P. George),,40,40
216,3,9:23.0,P. George makes free throw 1 of 2,,41,40
217,3,9:23.0,P. George makes free throw 2 of 2,,42,40
218,3,9:11.0,,Turnover by E. Fournier (lost ball; steal by P. George),42,40
219,3,9:07.0,P. George makes 2-pt layup from 2 ft,,44,40
220,3,9:07.0,Shooting foul by V. Oladipo (drawn by P. George),,44,40
221,3,9:07.0,P. George makes free throw 1 of 1,,45,40
222,3,8:55.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by V. Oladipo),45,42
223,3,8:45.0,Shooting foul by C. Frye (drawn by I. Mahinmi),,45,42
224,3,8:45.0,I. Mahinmi makes free throw 1 of 2,,46,42
225,3,8:45.0,I. Mahinmi makes free throw 2 of 2,,47,42
226,3,8:34.0,,Personal block foul by I. Mahinmi (drawn by E. Fournier),47,42
227,3,8:26.0,,V. Oladipo makes 2-pt jump shot from 17 ft,47,44
228,3,8:16.0,G. Hill makes 2-pt jump shot from 18 ft,,49,44
229,3,8:01.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by C. Frye),49,46
230,3,7:52.0,M. Ellis misses 3-pt jump shot from 23 ft,,49,46
231,3,7:51.0,,Defensive rebound by E. Fournier,49,46
232,3,7:38.0,,N. Vučević misses 2-pt jump shot from 9 ft,49,46
233,3,7:38.0,,Offensive rebound by Team,49,46
234,3,7:38.0,Loose ball foul by M. Ellis (drawn by T. Harris),,49,46
235,3,7:21.0,,E. Fournier misses 3-pt jump shot from 24 ft,49,46
236,3,7:17.0,Defensive rebound by I. Mahinmi,,49,46
237,3,7:10.0,L. Allen makes 2-pt layup from 2 ft (assist by M. Ellis),,51,46
238,3,6:50.0,,Turnover by E. Fournier (lost ball; steal by P. George),51,46
239,3,6:48.0,Personal foul by C. Frye (drawn by P. George),,51,46
240,3,6:48.0,,M. Hezonja enters the game for C. Frye,51,46
241,3,6:48.0,,A. Gordon enters the game for E. Fournier,51,46
242,3,6:48.0,P. George makes free throw 1 of 2,,52,46
243,3,6:48.0,P. George makes free throw 2 of 2,,53,46
244,3,6:39.0,,Turnover by V. Oladipo (bad pass; steal by M. Ellis),53,46
245,3,6:33.0,P. George misses 2-pt dunk at rim,,53,46
246,3,6:32.0,,Defensive rebound by T. Harris,53,46
247,3,6:28.0,,Turnover by M. Hezonja (bad pass),53,46
248,3,6:21.0,L. Allen makes 2-pt jump shot from 17 ft (assist by G. Hill),,55,46
249,3,6:05.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by V. Oladipo),55,48
250,3,5:50.0,M. Ellis makes 2-pt jump shot from 17 ft (assist by I. Mahinmi),,57,48
251,3,5:30.0,,T. Harris misses 3-pt jump shot from 24 ft,57,48
252,3,5:28.0,,Offensive rebound by A. Gordon,57,48
253,3,5:28.0,,A. Gordon makes 2-pt layup from 1 ft,57,50
254,3,5:08.0,Turnover by M. Ellis (bad pass; steal by N. Vučević),,57,50
255,3,4:59.0,,Orlando full timeout,57,50
256,3,4:59.0,R. Stuckey enters the game for G. Hill,,57,50
257,3,4:46.0,,T. Harris misses 2-pt jump shot from 9 ft,57,50
258,3,4:45.0,Defensive rebound by P. George,,57,50
259,3,4:34.0,P. George misses 3-pt jump shot from 24 ft,,57,50
260,3,4:33.0,,Defensive rebound by M. Hezonja,57,50
261,3,4:20.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by T. Harris),57,53
262,3,3:53.0,Turnover by P. George (bad pass),,57,53
263,3,3:42.0,,M. Hezonja misses 2-pt layup from 2 ft (block by L. Allen),57,53
264,3,3:42.0,,Offensive rebound by Team,57,53
265,3,3:42.0,C. Miles enters the game for L. Allen,,57,53
266,3,3:33.0,,T. Harris misses 3-pt jump shot from 26 ft,57,53
267,3,3:32.0,Defensive rebound by I. Mahinmi,,57,53
268,3,3:13.0,I. Mahinmi misses 2-pt hook shot from 5 ft,,57,53
269,3,3:12.0,,Defensive rebound by A. Gordon,57,53
270,3,3:08.0,,T. Harris makes 2-pt layup from 2 ft (assist by A. Gordon),57,55
271,3,2:53.0,C. Miles misses 2-pt jump shot from 14 ft,,57,55
272,3,2:52.0,Offensive rebound by I. Mahinmi,,57,55
273,3,2:50.0,Indiana full timeout,,57,55
274,3,2:50.0,,D. Dedmon enters the game for T. Harris,57,55
275,3,2:50.0,,E. Fournier enters the game for N. Vučević,57,55
276,3,2:50.0,M. Turner enters the game for I. Mahinmi,,57,55
277,3,2:41.0,Shooting foul by A. Gordon (drawn by P. George),,57,55
278,3,2:41.0,P. George makes free throw 1 of 2,,58,55
279,3,2:41.0,P. George makes free throw 2 of 2,,59,55
280,3,2:22.0,,V. Oladipo misses 3-pt jump shot from 23 ft,59,55
281,3,2:21.0,Defensive rebound by R. Stuckey,,59,55
282,3,2:10.0,C. Miles makes 3-pt jump shot from 24 ft (assist by P. George),,62,55
283,3,1:48.0,,Shooting foul by M. Turner (drawn by A. Gordon),62,55
284,3,1:48.0,,A. Gordon makes free throw 1 of 2,62,56
285,3,1:48.0,,S. Napier enters the game for V. Oladipo,62,56
286,3,1:48.0,,A. Gordon makes free throw 2 of 2,62,57
287,3,1:33.0,M. Ellis makes 2-pt jump shot from 20 ft,,64,57
288,3,1:18.0,,Turnover by A. Gordon (bad pass),64,57
289,3,1:05.0,Offensive foul by P. George (drawn by S. Napier),,64,57
290,3,1:05.0,Turnover by P. George (offensive foul),,64,57
291,3,0:53.0,,S. Napier misses 2-pt layup from 2 ft (block by M. Turner),64,57
292,3,0:51.0,Defensive rebound by P. George,,64,57
293,3,0:48.0,P. George misses 3-pt jump shot from 25 ft,,64,57
294,3,0:45.0,,Defensive rebound by Team,64,57
295,3,0:30.0,,M. Hezonja misses 3-pt jump shot from 24 ft,64,57
296,3,0:29.0,Defensive rebound by M. Turner,,64,57
297,3,0:07.0,M. Ellis makes 2-pt jump shot from 19 ft,,66,57
298,3,0:02.0,,Shooting foul by M. Ellis (drawn by S. Napier),66,57
299,3,0:02.0,,S. Napier makes free throw 1 of 2,66,58
300,3,0:02.0,,S. Napier makes free throw 2 of 2,66,59
301,3,0:00.0,M. Ellis misses 3-pt jump shot from 56 ft,,66,59
302,3,0:00.0,Offensive rebound by Team,,66,59
303,4,11:40.0,R. Stuckey misses 3-pt jump shot from 25 ft,,66,59
304,4,11:39.0,,Defensive rebound by D. Dedmon,66,59
305,4,11:25.0,,V. Oladipo misses 2-pt layup from 2 ft (block by J. Hill),66,59
306,4,11:23.0,,Offensive rebound by V. Oladipo,66,59
307,4,11:18.0,,E. Fournier makes 2-pt jump shot from 22 ft (assist by M. Hezonja),66,61
308,4,10:59.0,C. Miles misses 3-pt jump shot from 24 ft,,66,61
309,4,10:58.0,Offensive rebound by J. Hill,,66,61
310,4,10:55.0,J. Hill makes 2-pt hook shot from 9 ft,,68,61
311,4,10:38.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by E. Fournier),68,64
312,4,10:19.0,G. Hill misses 2-pt layup from 2 ft (block by D. Dedmon),,68,64
313,4,10:19.0,Offensive rebound by Team,,68,64
314,4,10:16.0,Turnover by G. Robinson (bad pass; steal by E. Fournier),,68,64
315,4,10:10.0,,Turnover by M. Hezonja (bad pass),68,64
316,4,9:47.0,G. Robinson misses 2-pt jump shot from 19 ft,,68,64
317,4,9:46.0,,Defensive rebound by Team,68,64
318,4,9:45.0,Loose ball foul by C. Miles (drawn by A. Nicholson),,68,64
319,4,9:29.0,,Personal foul by C. Miles (drawn by A. Nicholson),68,64
320,4,9:24.0,,V. Oladipo misses 2-pt jump shot from 13 ft,68,64
321,4,9:23.0,,Offensive rebound by D. Dedmon,68,64
322,4,9:22.0,,Shooting foul by J. Hill (drawn by D. Dedmon),68,64
323,4,9:22.0,,D. Dedmon makes free throw 1 of 2,68,65
324,4,9:22.0,,D. Dedmon makes free throw 2 of 2,68,66
325,4,9:00.0,J. Hill misses 2-pt jump shot from 17 ft,,68,66
326,4,8:59.0,,Defensive rebound by M. Hezonja,68,66
327,4,8:48.0,,Turnover by V. Oladipo (bad pass; steal by R. Stuckey),68,66
328,4,8:43.0,G. Robinson makes 2-pt dunk at rim (assist by R. Stuckey),,70,66
329,4,8:32.0,,D. Dedmon misses 2-pt layup from 1 ft,70,66
330,4,8:30.0,Defensive rebound by G. Robinson,,70,66
331,4,8:26.0,Shooting foul by M. Hezonja (drawn by G. Robinson),,70,66
332,4,8:26.0,Official timeout,,70,66
333,4,8:26.0,G. Robinson misses free throw 1 of 2,,70,66
334,4,8:26.0,Offensive rebound by Team,,70,66
335,4,8:26.0,G. Robinson makes free throw 2 of 2,,71,66
336,4,8:05.0,,E. Fournier misses 2-pt jump shot from 20 ft,71,66
337,4,8:03.0,Defensive rebound by G. Hill,,71,66
338,4,7:48.0,C. Miles misses 2-pt jump shot from 20 ft,,71,66
339,4,7:47.0,,Defensive rebound by E. Fournier,71,66
340,4,7:42.0,,Personal foul by G. Robinson (drawn by E. Fournier),71,66
341,4,7:42.0,P. George enters the game for G. Robinson,,71,66
342,4,7:42.0,,N. Vučević enters the game for D. Dedmon,71,66
343,4,7:29.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by A. Nicholson),71,69
344,4,7:11.0,C. Miles misses 3-pt jump shot from 25 ft,,71,69
345,4,7:10.0,Offensive rebound by J. Hill,,71,69
346,4,7:03.0,G. Hill makes 3-pt jump shot from 25 ft (assist by P. George),,74,69
347,4,6:41.0,,Personal foul by P. George (drawn by E. Fournier),74,69
348,4,6:41.0,,E. Fournier makes free throw 1 of 2,74,70
349,4,6:41.0,I. Mahinmi enters the game for J. Hill,,74,70
350,4,6:41.0,L. Allen enters the game for C. Miles,,74,70
351,4,6:41.0,,T. Harris enters the game for M. Hezonja,74,70
352,4,6:41.0,,E. Fournier makes free throw 2 of 2,74,71
353,4,6:26.0,G. Hill makes 3-pt jump shot from 24 ft (assist by I. Mahinmi),,77,71
354,4,6:02.0,,T. Harris makes 2-pt jump shot from 9 ft (assist by E. Fournier),77,73
355,4,5:41.0,R. Stuckey misses 2-pt jump shot from 17 ft,,77,73
356,4,5:39.0,Offensive rebound by L. Allen,,77,73
357,4,5:39.0,Personal foul by E. Fournier (drawn by L. Allen),,77,73
358,4,5:39.0,,Orlando full timeout,77,73
359,4,5:39.0,M. Ellis enters the game for G. Hill,,77,73
360,4,5:21.0,Turnover by R. Stuckey (bad pass; steal by V. Oladipo),,77,73
361,4,5:00.0,,V. Oladipo misses 3-pt jump shot from 25 ft,77,73
362,4,4:58.0,Defensive rebound by P. George,,77,73
363,4,4:56.0,Personal foul by E. Fournier (drawn by P. George),,77,73
364,4,4:33.0,M. Ellis makes 3-pt jump shot from 25 ft,,80,73
365,4,4:12.0,,N. Vučević makes 2-pt jump shot from 13 ft,80,75
366,4,4:01.0,Shooting foul by N. Vučević (drawn by R. Stuckey),,80,75
367,4,4:01.0,R. Stuckey makes free throw 1 of 2,,81,75
368,4,4:01.0,R. Stuckey makes free throw 2 of 2,,82,75
369,4,3:47.0,,Personal foul by I. Mahinmi (drawn by N. Vučević),82,75
370,4,3:47.0,,N. Vučević misses free throw 1 of 2,82,75
371,4,3:47.0,,Offensive rebound by Team,82,75
372,4,3:47.0,G. Hill enters the game for R. Stuckey,,82,75
373,4,3:47.0,J. Hill enters the game for I. Mahinmi,,82,75
374,4,3:47.0,,N. Vučević makes free throw 2 of 2,82,76
375,4,3:32.0,J. Hill makes 2-pt dunk at rim (assist by M. Ellis),,84,76
376,4,3:09.0,,N. Vučević misses 2-pt hook shot from 10 ft,84,76
377,4,3:07.0,Defensive rebound by L. Allen,,84,76
378,4,3:02.0,Shooting foul by T. Harris (drawn by P. George),,84,76
379,4,3:02.0,P. George makes free throw 1 of 2,,85,76
380,4,3:02.0,P. George makes free throw 2 of 2,,86,76
381,4,2:45.0,,N. Vučević makes 2-pt hook shot from 9 ft,86,78
382,4,2:44.0,Indiana full timeout,,86,78
383,4,2:23.0,Shooting foul by V. Oladipo (drawn by G. Hill),,86,78
384,4,2:23.0,G. Hill makes free throw 1 of 3,,87,78
385,4,2:23.0,G. Hill makes free throw 2 of 3,,88,78
386,4,2:23.0,G. Hill makes free throw 3 of 3,,89,78
387,4,2:06.0,,E. Fournier misses 2-pt jump shot from 10 ft,89,78
388,4,2:05.0,,Offensive rebound by A. Nicholson,89,78
