,QUARTER,TIME_REMAINING,DETROIT_ACTION,PHOENIX_ACTION,DETROIT_SCORE,PHOENIX_SCORE
389,4,4:49.0,,Shooting foul by S. Johnson (drawn by M. Morris),82,74
390,4,4:49.0,,M. Morris misses free throw 1 of 2,82,74
391,4,4:49.0,,Offensive rebound by Team,82,74
392,4,4:49.0,M. Morris enters the game for S. Johnson,,82,74
393,4,4:49.0,,M. Morris misses free throw 2 of 2,82,74
394,4,4:48.0,Defensive rebound by A. Drummond,,82,74
395,4,4:37.0,Turnover by R. Jackson (lost ball; steal by T. Chandler),,82,74
396,4,4:32.0,,B. Knight makes 2-pt layup from 1 ft,82,76
397,4,4:07.0,K. Caldwell-Pope makes 3-pt jump shot from 27 ft,,85,76
398,4,3:51.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,85,76
399,4,3:51.0,,Offensive rebound by P. Tucker,85,76
400,4,3:40.0,,M. Morris makes 2-pt jump shot from 6 ft,85,78
401,4,3:21.0,M. Morris makes 2-pt jump shot from 20 ft,,87,78
402,4,3:09.0,,E. Bledsoe makes 2-pt layup from 1 ft,87,80
403,4,3:05.0,Personal take foul by T. Chandler (drawn by A. Drummond),,87,80
404,4,3:05.0,A. Drummond misses free throw 1 of 2,,87,80
405,4,3:05.0,Offensive rebound by Team,,87,80
406,4,3:05.0,A. Drummond misses free throw 2 of 2,,87,80
407,4,3:04.0,,Defensive rebound by P. Tucker,87,80
408,4,2:40.0,,M. Morris misses 2-pt jump shot from 13 ft,87,80
409,4,2:39.0,Defensive rebound by Team,,87,80
410,4,2:38.0,,Loose ball foul by P. Tucker (drawn by A. Tolliver),87,80
411,4,2:38.0,Detroit full timeout,,87,80
412,4,2:38.0,A. Tolliver misses free throw 1 of 2,,87,80
413,4,2:38.0,Offensive rebound by Team,,87,80
414,4,2:38.0,A. Tolliver makes free throw 2 of 2,,88,80
415,4,2:26.0,,M. Morris misses 2-pt jump shot from 6 ft,88,80
416,4,2:26.0,,Offensive rebound by P. Tucker,88,80
417,4,2:21.0,,P. Tucker makes 2-pt layup from 3 ft,88,82
418,4,2:21.0,Personal take foul by T. Chandler (drawn by A. Drummond),,88,82
419,4,2:21.0,A. Drummond misses free throw 1 of 2,,88,82
420,4,2:21.0,Offensive rebound by Team,,88,82
421,4,2:21.0,A. Drummond misses free throw 2 of 2,,88,82
422,4,2:19.0,,Defensive rebound by M. Morris,88,82
423,4,2:10.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,88,85
424,4,2:10.0,Detroit full timeout,,88,85
425,4,2:10.0,A. Baynes enters the game for A. Drummond,,88,85
426,4,1:47.0,R. Jackson makes 2-pt jump shot from 5 ft,,90,85
427,4,1:47.0,Shooting foul by E. Bledsoe (drawn by R. Jackson),,90,85
428,4,1:47.0,A. Drummond enters the game for A. Baynes,,90,85
429,4,1:47.0,,R. Price enters the game for E. Bledsoe,90,85
430,4,1:47.0,R. Jackson makes free throw 1 of 1,,91,85
431,4,1:41.0,,Personal foul by A. Tolliver (drawn by B. Knight),91,85
432,4,1:41.0,,B. Knight misses free throw 1 of 2,91,85
433,4,1:41.0,,Offensive rebound by Team,91,85
434,4,1:41.0,,B. Knight makes free throw 2 of 2,91,86
435,4,1:36.0,Personal foul by R. Price (drawn by R. Jackson),,91,86
436,4,1:36.0,R. Jackson makes free throw 1 of 2,,92,86
437,4,1:36.0,S. Johnson enters the game for A. Tolliver,,92,86
438,4,1:36.0,R. Jackson makes free throw 2 of 2,,93,86
439,4,1:31.0,,B. Knight misses 3-pt jump shot from 25 ft,93,86
440,4,1:28.0,Defensive rebound by R. Jackson,,93,86
441,4,1:09.0,R. Jackson makes 3-pt jump shot from 26 ft (assist by M. Morris),,96,86
442,4,1:09.0,,Phoenix full timeout,96,86
443,4,1:02.0,,M. Morris misses 3-pt jump shot from 23 ft,96,86
444,4,1:01.0,Defensive rebound by R. Jackson,,96,86
445,4,0:57.0,Shooting foul by T. Chandler (drawn by A. Drummond),,96,86
446,4,0:57.0,A. Drummond misses free throw 1 of 2,,96,86
447,4,0:57.0,Offensive rebound by Team,,96,86
448,4,0:57.0,A. Drummond misses free throw 2 of 2,,96,86
449,4,0:56.0,,Defensive rebound by P. Tucker,96,86
450,4,0:50.0,,R. Price misses 3-pt jump shot from 27 ft,96,86
451,4,0:49.0,Defensive rebound by M. Morris,,96,86
452,4,0:48.0,Personal foul by T. Chandler (drawn by M. Morris),,96,86
453,4,0:48.0,M. Morris makes free throw 1 of 2,,97,86
454,4,0:48.0,M. Morris misses free throw 2 of 2,,97,86
455,4,0:48.0,,Defensive rebound by T. Chandler,97,86
456,4,0:41.0,,R. Price makes 3-pt jump shot from 24 ft (assist by M. Morris),97,89
457,4,0:39.0,Personal foul by R. Price (drawn by R. Jackson),,97,89
458,4,0:39.0,R. Jackson misses free throw 1 of 2,,97,89
459,4,0:39.0,Offensive rebound by Team,,97,89
460,4,0:39.0,R. Jackson makes free throw 2 of 2,,98,89
461,4,0:29.0,,R. Price makes 3-pt jump shot from 25 ft (assist by M. Morris),98,92
462,4,0:22.0,Personal take foul by R. Price (drawn by M. Morris),,98,92
463,4,0:22.0,M. Morris makes free throw 1 of 2,,99,92
464,4,0:22.0,M. Morris makes free throw 2 of 2,,100,92
465,4,0:15.0,,R. Price misses 3-pt jump shot from 34 ft,100,92
466,4,0:14.0,Defensive rebound by A. Drummond,,100,92
