,QUARTER,TIME_REMAINING,PHOENIX_ACTION,SACRAMENTO_ACTION,PHOENIX_SCORE,SACRAMENTO_SCORE
32,1,8:01.0,Defensive rebound by A. Len,,5,7
33,1,7:57.0,J. Leuer makes 2-pt jump shot from 7 ft (assist by A. Len),,7,7
34,1,7:49.0,,Turnover by R. Rondo (bad pass),7,7
35,1,7:33.0,J. Jenkins misses 2-pt jump shot from 20 ft,,7,7
36,1,7:32.0,,Defensive rebound by D. Cousins,7,7
37,1,7:26.0,,Shooting foul by A. Len (drawn by R. Gay),7,7
38,1,7:26.0,,R. Gay makes free throw 1 of 2,7,8
39,1,7:26.0,,R. Gay misses free throw 2 of 2,7,8
40,1,7:26.0,Defensive rebound by P. Tucker,,7,8
41,1,7:06.0,D. Booker misses 3-pt jump shot from 24 ft,,7,8
42,1,7:05.0,Offensive rebound by J. Jenkins,,7,8
43,1,6:59.0,J. Leuer makes 3-pt jump shot from 25 ft (assist by J. Jenkins),,10,8
44,1,6:49.0,,R. Gay misses 2-pt jump shot from 15 ft,10,8
45,1,6:48.0,Defensive rebound by D. Booker,,10,8
46,1,6:42.0,P. Tucker makes 2-pt jump shot from 4 ft (assist by J. Jenkins),,12,8
47,1,6:31.0,,Personal foul by D. Booker,12,8
48,1,6:23.0,,Q. Acy misses 3-pt jump shot from 24 ft,12,8
49,1,6:22.0,Defensive rebound by A. Len,,12,8
50,1,6:17.0,,Violation by Q. Acy (def goaltending),12,8
51,1,6:17.0,D. Booker makes 2-pt jump shot from 5 ft,,14,8
52,1,6:02.0,,D. Cousins misses 2-pt hook shot from 4 ft,14,8
53,1,6:01.0,,Offensive rebound by D. Cousins,14,8
54,1,6:01.0,,Shooting foul by J. Leuer (drawn by D. Cousins),14,8
55,1,6:01.0,,D. Cousins misses free throw 1 of 2,14,8
56,1,6:01.0,,Offensive rebound by Team,14,8
57,1,6:01.0,A. Williams enters the game for J. Leuer,,14,8
58,1,6:01.0,,D. Cousins makes free throw 2 of 2,14,9
59,1,5:51.0,Turnover by J. Jenkins (bad pass; steal by R. Rondo),,14,9
60,1,5:47.0,,R. Rondo makes 2-pt layup from 1 ft,14,11
61,1,5:35.0,,Sacramento full timeout,14,11
62,1,5:35.0,M. Teletović enters the game for A. Williams,,14,11
63,1,5:35.0,,W. Cauley-Stein enters the game for Q. Acy,14,11
64,1,5:19.0,M. Teletović misses 3-pt jump shot from 25 ft,,14,11
65,1,5:18.0,,Defensive rebound by R. Rondo,14,11
66,1,5:09.0,,S. Curry misses 3-pt jump shot from 23 ft,14,11
67,1,5:09.0,,Offensive rebound by S. Curry,14,11
68,1,5:05.0,,S. Curry makes 2-pt jump shot from 7 ft,14,13
69,1,4:55.0,J. Jenkins makes 3-pt jump shot from 23 ft (assist by D. Booker),,17,13
70,1,4:41.0,,D. Cousins misses 2-pt jump shot from 5 ft,17,13
71,1,4:40.0,,Offensive rebound by D. Cousins,17,13
72,1,4:39.0,,D. Cousins makes 2-pt hook shot from 4 ft,17,15
73,1,4:36.0,Turnover by D. Booker (lost ball),,17,15
74,1,4:36.0,R. Price enters the game for J. Jenkins,,17,15
75,1,4:36.0,,O. Casspi enters the game for R. Gay,17,15
76,1,4:25.0,,D. Cousins misses 2-pt jump shot from 14 ft,17,15
77,1,4:24.0,Defensive rebound by D. Booker,,17,15
78,1,4:20.0,Turnover by D. Booker (bad pass),,17,15
79,1,4:11.0,,W. Cauley-Stein makes 2-pt layup from 4 ft (assist by R. Rondo),17,17
80,1,3:55.0,Shooting foul by O. Casspi (drawn by A. Len),,17,17
81,1,3:55.0,A. Len makes free throw 1 of 2,,18,17
82,1,3:55.0,,D. Collison enters the game for S. Curry,18,17
83,1,3:55.0,A. Len makes free throw 2 of 2,,19,17
84,1,3:37.0,,D. Cousins misses 2-pt jump shot from 4 ft,19,17
85,1,3:35.0,Defensive rebound by R. Price,,19,17
86,1,3:33.0,D. Booker makes 2-pt dunk at rim (assist by R. Price),,21,17
87,1,3:19.0,C. Budinger enters the game for A. Len,,21,17
88,1,3:17.0,,Personal foul by P. Tucker,21,17
89,1,3:17.0,,D. Cousins misses free throw 1 of 2,21,17
90,1,3:17.0,,Offensive rebound by Team,21,17
91,1,3:17.0,,D. Cousins makes free throw 2 of 2,21,18
92,1,3:05.0,Personal foul by D. Cousins,,21,18
93,1,2:51.0,R. Price misses 3-pt jump shot from 25 ft,,21,18
94,1,2:51.0,,Defensive rebound by D. Cousins,21,18
95,1,2:45.0,,Turnover by W. Cauley-Stein (bad pass; steal by D. Booker),21,18
96,1,2:40.0,D. Booker misses 2-pt jump shot from 4 ft,,21,18
97,1,2:39.0,Offensive rebound by C. Budinger,,21,18
98,1,2:38.0,C. Budinger makes 2-pt layup from 3 ft,,23,18
99,1,2:23.0,,D. Cousins misses 2-pt jump shot from 6 ft,23,18
100,1,2:20.0,,Offensive rebound by W. Cauley-Stein,23,18
101,1,2:20.0,,W. Cauley-Stein makes 2-pt layup from 1 ft,23,20
102,1,2:11.0,Personal foul by D. Cousins,,23,20
103,1,2:11.0,Phoenix full timeout,,23,20
104,1,2:11.0,A. Goodwin enters the game for D. Booker,,23,20
105,1,2:11.0,,M. Belinelli enters the game for D. Cousins,23,20
106,1,2:11.0,,R. Gay enters the game for R. Rondo,23,20
107,1,2:02.0,Turnover by M. Teletović (bad pass; steal by W. Cauley-Stein),,23,20
108,1,1:50.0,,R. Gay makes 2-pt layup from 5 ft (assist by D. Collison),23,22
109,1,1:30.0,M. Teletović makes 2-pt jump shot from 8 ft (assist by C. Budinger),,25,22
110,1,1:11.0,,Shooting foul by C. Budinger (drawn by O. Casspi),25,22
111,1,1:11.0,,O. Casspi misses free throw 1 of 2,25,22
112,1,1:11.0,,Offensive rebound by Team,25,22
113,1,1:11.0,,O. Casspi makes free throw 2 of 2,25,23
114,1,1:00.0,M. Teletović misses 3-pt jump shot from 25 ft,,25,23
115,1,0:59.0,,Defensive rebound by O. Casspi,25,23
116,1,0:45.0,,M. Belinelli misses 3-pt jump shot from 25 ft,25,23
117,1,0:44.0,Defensive rebound by A. Goodwin,,25,23
118,1,0:39.0,,Offensive charge foul by A. Goodwin (drawn by R. Gay),25,23
119,1,0:39.0,Turnover by A. Goodwin (offensive foul),,25,23
120,1,0:31.0,,D. Collison makes 2-pt jump shot from 15 ft,25,25
121,1,0:12.0,R. Price makes 2-pt jump shot from 8 ft,,27,25
122,1,0:00.0,,R. Gay misses 3-pt jump shot from 25 ft,27,25
123,1,0:00.0,,Offensive rebound by Team,27,25
124,2,11:39.0,A. Goodwin misses 3-pt jump shot from 24 ft,,27,25
125,2,11:39.0,,Defensive rebound by D. Collison,27,25
126,2,11:34.0,Violation by C. Budinger (kicked ball),,27,25
127,2,11:20.0,,R. Gay makes 2-pt jump shot from 13 ft,27,27
128,2,11:05.0,M. Teletović misses 2-pt jump shot from 6 ft,,27,27
129,2,11:04.0,,Defensive rebound by O. Casspi,27,27
130,2,10:53.0,,W. Cauley-Stein makes 2-pt jump shot from 9 ft (assist by M. Belinelli),27,29
131,2,10:33.0,A. Williams makes 2-pt layup from 3 ft (assist by R. Price),,29,29
132,2,10:26.0,,Shooting foul by M. Teletović (drawn by O. Casspi),29,29
133,2,10:26.0,,O. Casspi makes free throw 1 of 2,29,30
134,2,10:26.0,,O. Casspi makes free throw 2 of 2,29,31
135,2,10:10.0,M. Teletović misses 2-pt jump shot from 9 ft,,29,31
136,2,10:09.0,,Defensive rebound by R. Gay,29,31
137,2,9:59.0,,R. Gay misses 2-pt layup from 2 ft,29,31
138,2,9:58.0,Defensive rebound by M. Teletović,,29,31
139,2,9:51.0,M. Teletović misses 3-pt jump shot from 25 ft,,29,31
140,2,9:48.0,Offensive rebound by C. Budinger,,29,31
141,2,9:47.0,C. Budinger makes 2-pt layup from 2 ft,,31,31
142,2,9:35.0,,Shooting foul by A. Williams (drawn by O. Casspi),31,31
143,2,9:35.0,,O. Casspi makes free throw 1 of 2,31,32
144,2,9:35.0,A. Len enters the game for A. Williams,,31,32
145,2,9:35.0,,O. Casspi makes free throw 2 of 2,31,33
146,2,9:14.0,A. Len misses 2-pt hook shot from 9 ft,,31,33
147,2,9:13.0,Offensive rebound by Team,,31,33
148,2,9:10.0,M. Teletović misses 2-pt jump shot from 12 ft,,31,33
149,2,9:10.0,,Defensive rebound by D. Collison,31,33
150,2,9:06.0,,Turnover by D. Collison (bad pass),31,33
151,2,8:52.0,A. Len makes 2-pt jump shot from 19 ft (assist by R. Price),,33,33
152,2,8:45.0,,D. Collison misses 2-pt jump shot from 7 ft (block by A. Len),33,33
153,2,8:44.0,,Offensive rebound by W. Cauley-Stein,33,33
154,2,8:41.0,,Personal foul by R. Price,33,33
155,2,8:41.0,Official timeout,,33,33
156,2,8:41.0,D. Booker enters the game for R. Price,,33,33
157,2,8:41.0,,D. Cousins enters the game for W. Cauley-Stein,33,33
158,2,8:26.0,,O. Casspi misses 2-pt layup from 2 ft,33,33
159,2,8:25.0,Defensive rebound by M. Teletović,,33,33
160,2,8:12.0,Turnover by A. Len (3 sec),,33,33
161,2,8:00.0,,M. Belinelli misses 2-pt jump shot from 18 ft,33,33
162,2,8:00.0,Defensive rebound by C. Budinger,,33,33
163,2,7:46.0,A. Len makes 2-pt hook shot from 6 ft (assist by C. Budinger),,35,33
164,2,7:31.0,,D. Collison misses 3-pt jump shot from 22 ft,35,33
165,2,7:29.0,Defensive rebound by M. Teletović,,35,33
166,2,7:23.0,C. Budinger misses 2-pt jump shot from 2 ft,,35,33
167,2,7:22.0,Offensive rebound by C. Budinger,,35,33
168,2,7:22.0,C. Budinger misses 2-pt layup from 2 ft,,35,33
169,2,7:22.0,,Defensive rebound by D. Cousins,35,33
170,2,7:10.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by M. Belinelli),35,36
171,2,6:58.0,D. Booker makes 3-pt jump shot from 25 ft,,38,36
172,2,6:50.0,,D. Cousins makes 2-pt layup from 1 ft (assist by O. Casspi),38,38
173,2,6:36.0,D. Booker makes 2-pt layup from 3 ft,,40,38
174,2,6:29.0,,D. Collison misses 2-pt jump shot from 22 ft (block by D. Booker),40,38
175,2,6:27.0,Defensive rebound by D. Booker,,40,38
176,2,6:20.0,Turnover by D. Booker (bad pass; steal by R. Gay),,40,38
177,2,6:16.0,,Shooting foul by C. Budinger (drawn by R. Gay),40,38
178,2,6:16.0,,R. Gay makes free throw 1 of 2,40,39
179,2,6:16.0,P. Tucker enters the game for C. Budinger,,40,39
180,2,6:16.0,J. Jenkins enters the game for A. Goodwin,,40,39
181,2,6:16.0,,R. Rondo enters the game for O. Casspi,40,39
182,2,6:16.0,,R. Gay makes free throw 2 of 2,40,40
183,2,6:03.0,M. Teletović misses 3-pt jump shot from 25 ft,,40,40
184,2,6:03.0,,Defensive rebound by D. Cousins,40,40
185,2,5:53.0,,M. Belinelli misses 2-pt jump shot from 20 ft,40,40
186,2,5:52.0,Defensive rebound by J. Jenkins,,40,40
187,2,5:46.0,Turnover by J. Jenkins (bad pass; steal by D. Collison),,40,40
188,2,5:42.0,,D. Collison makes 2-pt layup from 1 ft,40,42
189,2,5:27.0,A. Len makes 2-pt dunk at rim (assist by D. Booker),,42,42
190,2,5:09.0,,D. Cousins makes 2-pt hook shot from 6 ft,42,44
191,2,4:56.0,D. Booker makes 2-pt layup from 2 ft,,44,44
192,2,4:34.0,,D. Cousins misses 2-pt hook shot from 6 ft,44,44
193,2,4:31.0,,Offensive rebound by R. Rondo,44,44
194,2,4:28.0,,R. Gay makes 3-pt jump shot from 23 ft (assist by R. Rondo),44,47
195,2,4:09.0,D. Booker misses 3-pt jump shot from 24 ft,,44,47
196,2,4:08.0,,Defensive rebound by R. Gay,44,47
197,2,4:00.0,,Shooting foul by A. Len (drawn by D. Cousins),44,47
198,2,4:00.0,,Sacramento full timeout,44,47
199,2,4:00.0,J. Leuer enters the game for M. Teletović,,44,47
200,2,4:00.0,,O. Casspi enters the game for M. Belinelli,44,47
201,2,4:00.0,,Violation by Team (delay of game),44,47
202,2,4:00.0,,D. Cousins makes free throw 1 of 2,44,48
203,2,4:00.0,,D. Cousins misses free throw 2 of 2,44,48
204,2,4:00.0,Defensive rebound by P. Tucker,,44,48
205,2,3:45.0,A. Len misses 2-pt jump shot from 19 ft,,44,48
206,2,3:44.0,Offensive rebound by J. Leuer,,44,48
207,2,3:43.0,Turnover by J. Leuer (lost ball; steal by D. Collison),,44,48
208,2,3:41.0,,Shooting foul by D. Booker (drawn by D. Cousins),44,48
209,2,3:41.0,,D. Cousins makes free throw 1 of 2,44,49
210,2,3:41.0,,D. Cousins makes free throw 2 of 2,44,50
211,2,3:24.0,Turnover by D. Booker (lost ball; steal by R. Rondo),,44,50
212,2,3:18.0,,D. Collison makes 2-pt layup from 1 ft (assist by R. Rondo),44,52
213,2,3:17.0,Phoenix full timeout,,44,52
214,2,3:17.0,,W. Cauley-Stein enters the game for R. Gay,44,52
215,2,3:09.0,Turnover by D. Booker (bad pass; steal by W. Cauley-Stein),,44,52
216,2,3:08.0,,Shooting foul by J. Leuer (drawn by W. Cauley-Stein),44,52
217,2,3:08.0,,W. Cauley-Stein misses free throw 1 of 2,44,52
218,2,3:08.0,,Offensive rebound by Team,44,52
219,2,3:08.0,C. Budinger enters the game for J. Leuer,,44,52
220,2,3:08.0,,W. Cauley-Stein makes free throw 2 of 2,44,53
221,2,2:59.0,Personal foul by R. Rondo,,44,53
222,2,2:49.0,Turnover by D. Booker (lost ball),,44,53
223,2,2:49.0,Technical foul by D. Booker,,44,53
224,2,2:49.0,,D. Collison makes technical free throw,44,54
225,2,2:49.0,R. Price enters the game for C. Budinger,,44,54
226,2,2:22.0,,W. Cauley-Stein misses 2-pt jump shot from 6 ft,44,54
227,2,2:21.0,Defensive rebound by P. Tucker,,44,54
228,2,2:07.0,A. Len misses 2-pt jump shot from 6 ft,,44,54
229,2,2:06.0,,Defensive rebound by D. Cousins,44,54
230,2,1:56.0,,D. Cousins misses 2-pt layup from 3 ft,44,54
231,2,1:55.0,Defensive rebound by P. Tucker,,44,54
232,2,1:43.0,R. Price makes 3-pt jump shot from 25 ft (assist by A. Len),,47,54
233,2,1:26.0,,Turnover by O. Casspi (traveling),47,54
234,2,1:11.0,Turnover by D. Booker (step out of bounds),,47,54
235,2,1:00.0,,Shooting foul by R. Price (drawn by D. Cousins),47,54
236,2,1:00.0,,D. Cousins makes free throw 1 of 2,47,55
237,2,1:00.0,,D. Cousins makes free throw 2 of 2,47,56
238,2,0:49.0,Shooting foul by D. Cousins (drawn by A. Len),,47,56
239,2,0:49.0,A. Len misses free throw 1 of 2,,47,56
240,2,0:49.0,Offensive rebound by Team,,47,56
241,2,0:49.0,,R. Gay enters the game for D. Cousins,47,56
242,2,0:49.0,A. Len makes free throw 2 of 2,,48,56
243,2,0:36.0,,W. Cauley-Stein makes 2-pt hook shot from 5 ft (assist by R. Gay),48,58
244,2,0:27.0,R. Price misses 2-pt layup from 4 ft (block by W. Cauley-Stein),,48,58
245,2,0:27.0,Offensive rebound by Team,,48,58
246,2,0:19.0,Turnover by D. Booker (bad pass),,48,58
247,2,0:01.0,,O. Casspi misses 2-pt jump shot from 6 ft,48,58
248,2,0:00.0,,Offensive rebound by W. Cauley-Stein,48,58
249,2,0:00.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,48,58
250,2,0:00.0,Defensive rebound by P. Tucker,,48,58
251,3,11:43.0,A. Len misses 2-pt dunk at rim (block by Q. Acy),,48,58
252,3,11:42.0,,Defensive rebound by R. Rondo,48,58
253,3,11:24.0,,Turnover by R. Gay (lost ball; steal by P. Tucker),48,58
254,3,11:18.0,J. Leuer misses 2-pt hook shot from 4 ft,,48,58
255,3,11:17.0,,Defensive rebound by Q. Acy,48,58
256,3,11:05.0,,R. Rondo misses 2-pt layup from 5 ft,48,58
257,3,11:05.0,Defensive rebound by D. Booker,,48,58
258,3,10:59.0,Turnover by D. Booker (bad pass; steal by R. Gay),,48,58
259,3,10:57.0,,Shooting foul by A. Len (drawn by R. Gay),48,58
260,3,10:57.0,,R. Gay misses free throw 1 of 2,48,58
261,3,10:57.0,,Offensive rebound by Team,48,58
262,3,10:57.0,,R. Gay misses free throw 2 of 2,48,58
263,3,10:55.0,Defensive rebound by A. Len,,48,58
264,3,10:55.0,Personal foul by R. Rondo,,48,58
265,3,10:41.0,Offensive foul by A. Len (drawn by D. Cousins),,48,58
266,3,10:41.0,Turnover by A. Len (offensive foul),,48,58
267,3,10:41.0,M. Teletović enters the game for A. Len,,48,58
268,3,10:33.0,,Turnover by D. Cousins (lost ball),48,58
269,3,10:21.0,Personal foul by Q. Acy,,48,58
270,3,10:12.0,R. Price misses 3-pt jump shot from 25 ft,,48,58
271,3,10:11.0,,Defensive rebound by R. Rondo,48,58
272,3,10:05.0,,S. Curry makes 2-pt layup from 1 ft (assist by R. Rondo),48,60
273,3,9:57.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by R. Price),,51,60
274,3,9:43.0,,D. Cousins makes 2-pt layup from 4 ft (assist by R. Rondo),51,62
275,3,9:26.0,J. Leuer misses 3-pt jump shot from 22 ft,,51,62
276,3,9:26.0,,Defensive rebound by Q. Acy,51,62
277,3,9:11.0,,D. Cousins misses 3-pt jump shot from 25 ft,51,62
278,3,9:09.0,Defensive rebound by M. Teletović,,51,62
279,3,9:03.0,Shooting foul by R. Rondo (drawn by R. Price),,51,62
280,3,9:03.0,R. Price makes free throw 1 of 2,,52,62
281,3,9:03.0,R. Price makes free throw 2 of 2,,53,62
282,3,8:48.0,,Q. Acy misses 2-pt dunk at rim,53,62
283,3,8:45.0,Defensive rebound by M. Teletović,,53,62
284,3,8:40.0,D. Booker misses 3-pt jump shot from 24 ft,,53,62
285,3,8:39.0,,Defensive rebound by S. Curry,53,62
286,3,8:37.0,,Turnover by S. Curry (bad pass),53,62
287,3,8:32.0,Personal foul by Q. Acy,,53,62
288,3,8:23.0,Turnover by P. Tucker (step out of bounds),,53,62
289,3,8:01.0,,Shooting foul by M. Teletović (drawn by Q. Acy),53,62
290,3,8:01.0,,Q. Acy makes free throw 1 of 2,53,63
291,3,8:01.0,,Q. Acy makes free throw 2 of 2,53,64
292,3,7:50.0,D. Booker misses 2-pt jump shot from 20 ft,,53,64
293,3,7:48.0,Offensive rebound by P. Tucker,,53,64
294,3,7:48.0,P. Tucker makes 2-pt dunk at rim,,55,64
295,3,7:41.0,,Personal foul by J. Leuer,55,64
296,3,7:41.0,A. Williams enters the game for J. Leuer,,55,64
297,3,7:22.0,,Q. Acy misses 3-pt jump shot from 25 ft,55,64
298,3,7:19.0,,Offensive rebound by S. Curry,55,64
299,3,7:10.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by R. Rondo),55,67
300,3,6:51.0,,Offensive charge foul by A. Williams (drawn by Q. Acy),55,67
301,3,6:51.0,Turnover by A. Williams (offensive foul),,55,67
302,3,6:34.0,,S. Curry misses 3-pt jump shot from 24 ft,55,67
303,3,6:34.0,,Offensive rebound by Team,55,67
304,3,6:34.0,Loose ball foul by A. Williams,,55,67
305,3,6:26.0,,D. Cousins makes 2-pt layup from 3 ft (assist by R. Rondo),55,69
306,3,6:20.0,Phoenix full timeout,,55,69
307,3,6:20.0,J. Jenkins enters the game for A. Williams,,55,69
308,3,6:12.0,M. Teletović misses 3-pt jump shot from 26 ft,,55,69
309,3,6:12.0,,Defensive rebound by R. Gay,55,69
310,3,5:52.0,,D. Cousins makes 2-pt jump shot from 2 ft (assist by R. Rondo),55,71
311,3,5:38.0,D. Booker misses 3-pt jump shot from 24 ft,,55,71
312,3,5:37.0,Offensive rebound by M. Teletović,,55,71
313,3,5:34.0,M. Teletović misses 3-pt jump shot from 24 ft,,55,71
314,3,5:33.0,,Defensive rebound by S. Curry,55,71
315,3,5:28.0,,R. Gay makes 2-pt layup from 2 ft (assist by D. Cousins),55,73
316,3,5:09.0,P. Tucker misses 2-pt layup from 4 ft (block by D. Cousins),,55,73
317,3,5:08.0,,Defensive rebound by R. Gay,55,73
318,3,4:54.0,,Q. Acy makes 2-pt jump shot from 14 ft,55,75
319,3,4:49.0,Phoenix full timeout,,55,75
320,3,4:49.0,,W. Cauley-Stein enters the game for Q. Acy,55,75
321,3,4:41.0,Personal foul by W. Cauley-Stein,,55,75
322,3,4:41.0,D. Booker makes free throw 1 of 2,,56,75
323,3,4:41.0,D. Booker misses free throw 2 of 2,,56,75
324,3,4:39.0,,Defensive rebound by D. Cousins,56,75
325,3,4:21.0,,D. Cousins makes 2-pt layup from 3 ft (assist by R. Rondo),56,77
326,3,4:12.0,D. Booker misses 3-pt jump shot from 24 ft,,56,77
327,3,4:10.0,,Defensive rebound by R. Rondo,56,77
328,3,4:04.0,,R. Gay misses 2-pt dunk at rim,56,77
329,3,4:02.0,Defensive rebound by P. Tucker,,56,77
330,3,3:59.0,D. Booker misses 2-pt layup from 3 ft (block by W. Cauley-Stein),,56,77
331,3,3:57.0,Offensive rebound by R. Price,,56,77
332,3,3:51.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by P. Tucker),,59,77
333,3,3:44.0,,S. Curry makes 3-pt jump shot from 22 ft (assist by R. Rondo),59,80
334,3,3:34.0,M. Teletović misses 2-pt layup from 2 ft,,59,80
335,3,3:33.0,,Defensive rebound by D. Cousins,59,80
336,3,3:30.0,Offensive charge foul by W. Cauley-Stein (drawn by R. Price),,59,80
337,3,3:30.0,,Turnover by W. Cauley-Stein (offensive foul),59,80
338,3,3:30.0,A. Goodwin enters the game for D. Booker,,59,80
339,3,3:30.0,,D. Collison enters the game for R. Gay,59,80
340,3,3:30.0,,O. Casspi enters the game for S. Curry,59,80
341,3,3:21.0,J. Jenkins makes 3-pt jump shot from 23 ft (assist by R. Price),,62,80
342,3,3:06.0,,D. Cousins misses 3-pt jump shot from 25 ft,62,80
343,3,3:05.0,Defensive rebound by J. Jenkins,,62,80
344,3,2:55.0,M. Teletović misses 3-pt jump shot from 23 ft,,62,80
345,3,2:54.0,,Defensive rebound by O. Casspi,62,80
346,3,2:48.0,,Shooting foul by P. Tucker (drawn by D. Cousins),62,80
347,3,2:48.0,,D. Cousins misses free throw 1 of 2,62,80
348,3,2:48.0,,Offensive rebound by Team,62,80
349,3,2:48.0,C. Budinger enters the game for P. Tucker,,62,80
350,3,2:48.0,,D. Cousins makes free throw 2 of 2,62,81
351,3,2:24.0,A. Goodwin misses 2-pt jump shot from 6 ft,,62,81
352,3,2:23.0,,Defensive rebound by O. Casspi,62,81
353,3,2:18.0,,D. Collison makes 2-pt jump shot from 14 ft (assist by O. Casspi),62,83
354,3,2:06.0,J. Jenkins makes 2-pt jump shot from 18 ft (assist by A. Goodwin),,64,83
355,3,1:53.0,,Shooting foul by C. Budinger (drawn by W. Cauley-Stein),64,83
356,3,1:53.0,,W. Cauley-Stein makes free throw 1 of 2,64,84
357,3,1:53.0,,J. Anderson enters the game for D. Cousins,64,84
358,3,1:53.0,,W. Cauley-Stein makes free throw 2 of 2,64,85
359,3,1:39.0,J. Jenkins misses 2-pt jump shot from 18 ft,,64,85
360,3,1:38.0,Offensive rebound by R. Price,,64,85
361,3,1:36.0,R. Price misses 2-pt layup from 1 ft,,64,85
362,3,1:35.0,Offensive rebound by M. Teletović,,64,85
363,3,1:33.0,M. Teletović makes 2-pt layup from 2 ft,,66,85
364,3,1:21.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),66,87
365,3,1:00.0,C. Budinger misses 3-pt jump shot from 23 ft,,66,87
366,3,1:00.0,,Defensive rebound by W. Cauley-Stein,66,87
367,3,0:38.0,,W. Cauley-Stein misses 2-pt jump shot from 5 ft,66,87
368,3,0:37.0,Defensive rebound by J. Jenkins,,66,87
369,3,0:29.0,J. Jenkins misses 2-pt layup from 2 ft,,66,87
370,3,0:28.0,,Defensive rebound by O. Casspi,66,87
371,3,0:25.0,,D. Collison makes 2-pt layup from 3 ft (assist by O. Casspi),66,89
372,3,0:01.0,Shooting foul by R. Rondo (drawn by A. Goodwin),,66,89
373,3,0:01.0,A. Goodwin misses free throw 1 of 3,,66,89
374,3,0:01.0,Offensive rebound by Team,,66,89
375,3,0:01.0,A. Goodwin misses free throw 2 of 3,,66,89
376,3,0:01.0,Offensive rebound by Team,,66,89
377,3,0:01.0,A. Goodwin makes free throw 3 of 3,,67,89
378,4,11:50.0,,D. Collison misses 2-pt layup from 2 ft,67,89
379,4,11:49.0,Defensive rebound by J. Leuer,,67,89
380,4,11:42.0,Turnover by A. Goodwin (lost ball; steal by D. Collison),,67,89
381,4,11:34.0,,J. Anderson misses 3-pt jump shot from 25 ft,67,89
382,4,11:33.0,Defensive rebound by A. Goodwin,,67,89
383,4,11:24.0,J. Leuer misses 2-pt jump shot from 14 ft,,67,89
384,4,11:23.0,,Defensive rebound by Team,67,89
385,4,11:04.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),67,91
386,4,10:49.0,Personal foul by D. Collison,,67,91
387,4,10:44.0,J. Jenkins misses 2-pt jump shot from 20 ft,,67,91
388,4,10:44.0,,Defensive rebound by J. Anderson,67,91
389,4,10:31.0,,O. Casspi misses 2-pt jump shot from 6 ft,67,91
390,4,10:31.0,Defensive rebound by J. Leuer,,67,91
391,4,10:17.0,J. Leuer makes 2-pt layup from 3 ft (assist by C. Budinger),,69,91
