,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA CLIPPERS_ACTION,SACRAMENTO_SCORE,LA CLIPPERS_SCORE
56,1,5:41.0,,D. Jordan misses 2-pt dunk at rim,17,14
57,1,5:39.0,Defensive rebound by D. Cousins,,17,14
58,1,5:33.0,D. Cousins makes 2-pt dunk at rim (assist by R. Gay),,19,14
59,1,5:31.0,,LA Clippers full timeout,19,14
60,1,5:21.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by B. Griffin),19,16
61,1,5:08.0,Turnover by D. Cousins (lost ball),,19,16
62,1,4:57.0,,Shooting foul by R. Gay (drawn by D. Jordan),19,16
63,1,4:57.0,,D. Jordan makes free throw 1 of 2,19,17
64,1,4:57.0,D. Collison enters the game for B. McLemore,,19,17
65,1,4:57.0,K. Koufos enters the game for R. Gay,,19,17
66,1,4:57.0,,D. Jordan misses free throw 2 of 2,19,17
67,1,4:56.0,Defensive rebound by K. Koufos,,19,17
68,1,4:51.0,D. Collison misses 2-pt layup from 1 ft (block by J. Redick),,19,17
69,1,4:51.0,Offensive rebound by Team,,19,17
70,1,4:42.0,D. Collison misses 2-pt jump shot from 19 ft,,19,17
71,1,4:41.0,,Defensive rebound by D. Jordan,19,17
72,1,4:27.0,Offensive charge foul by B. Griffin (drawn by D. Cousins),,19,17
73,1,4:27.0,,Turnover by B. Griffin (offensive foul),19,17
74,1,4:27.0,,P. Pierce enters the game for L. Stephenson,19,17
75,1,4:09.0,R. Rondo makes 3-pt jump shot from 24 ft,,22,17
76,1,3:55.0,,B. Griffin makes 2-pt jump shot from 17 ft (assist by C. Paul),22,19
77,1,3:43.0,R. Rondo misses 2-pt jump shot from 8 ft,,22,19
78,1,3:42.0,Offensive rebound by K. Koufos,,22,19
79,1,3:37.0,D. Cousins misses 3-pt jump shot from 25 ft,,22,19
80,1,3:36.0,,Defensive rebound by B. Griffin,22,19
81,1,3:21.0,,C. Paul misses 3-pt jump shot from 24 ft,22,19
82,1,3:21.0,Defensive rebound by D. Cousins,,22,19
83,1,3:14.0,D. Collison makes 2-pt layup from 2 ft,,24,19
84,1,3:01.0,,P. Pierce makes 3-pt jump shot from 25 ft (assist by B. Griffin),24,22
85,1,2:56.0,,Offensive charge foul by D. Collison (drawn by B. Griffin),24,22
86,1,2:56.0,Turnover by D. Collison (offensive foul),,24,22
87,1,2:56.0,Sacramento full timeout,,24,22
88,1,2:56.0,,J. Crawford enters the game for J. Redick,24,22
89,1,2:56.0,,J. Smith enters the game for B. Griffin,24,22
90,1,2:56.0,,A. Rivers enters the game for C. Paul,24,22
91,1,2:56.0,M. Belinelli enters the game for D. Cousins,,24,22
92,1,2:56.0,W. Cauley-Stein enters the game for R. Rondo,,24,22
93,1,2:42.0,,J. Crawford makes 2-pt jump shot from 7 ft,24,24
94,1,2:26.0,M. Belinelli misses 2-pt jump shot from 18 ft,,24,24
95,1,2:25.0,,Defensive rebound by D. Jordan,24,24
96,1,2:15.0,,J. Smith misses 3-pt jump shot from 25 ft,24,24
97,1,2:14.0,Defensive rebound by Team,,24,24
98,1,2:14.0,,W. Johnson enters the game for D. Jordan,24,24
99,1,1:58.0,O. Casspi misses 2-pt jump shot from 6 ft,,24,24
100,1,1:58.0,Offensive rebound by K. Koufos,,24,24
101,1,1:53.0,K. Koufos misses 2-pt layup at rim,,24,24
102,1,1:51.0,Offensive rebound by O. Casspi,,24,24
103,1,1:48.0,O. Casspi makes 2-pt layup from 1 ft,,26,24
104,1,1:32.0,,J. Crawford misses 3-pt jump shot from 25 ft,26,24
105,1,1:31.0,Defensive rebound by W. Cauley-Stein,,26,24
106,1,1:11.0,W. Cauley-Stein misses 2-pt hook shot from 7 ft,,26,24
107,1,1:09.0,Offensive rebound by W. Cauley-Stein,,26,24
108,1,1:07.0,W. Cauley-Stein misses 2-pt layup at rim,,26,24
109,1,1:07.0,,Defensive rebound by W. Johnson,26,24
110,1,1:07.0,,Turnover by P. Pierce (traveling),26,24
111,1,0:55.0,O. Casspi makes 3-pt jump shot from 25 ft (assist by D. Collison),,29,24
112,1,0:47.0,,Turnover by J. Smith (bad pass; steal by W. Cauley-Stein),29,24
113,1,0:35.0,M. Belinelli misses 2-pt jump shot from 3 ft (block by J. Smith),,29,24
114,1,0:35.0,Offensive rebound by Team,,29,24
115,1,0:35.0,Turnover by O. Casspi (bad pass),,29,24
116,1,0:27.0,,Turnover by A. Rivers (bad pass; steal by W. Cauley-Stein),29,24
117,1,0:12.0,Personal take foul by A. Rivers (drawn by D. Collison),,29,24
118,1,0:12.0,R. Gay enters the game for W. Cauley-Stein,,29,24
119,1,0:01.0,R. Gay makes 2-pt jump shot from 19 ft (assist by D. Collison),,31,24
120,1,0:01.0,,A. Rivers misses 3-pt jump shot from 52 ft,31,24
121,1,0:00.0,,Offensive rebound by Team,31,24
122,2,11:43.0,K. Koufos misses 2-pt jump shot from 11 ft,,31,24
123,2,11:41.0,Offensive rebound by R. Gay,,31,24
124,2,11:41.0,R. Gay misses 2-pt layup from 1 ft,,31,24
125,2,11:40.0,Offensive rebound by R. Gay,,31,24
126,2,11:38.0,R. Gay misses 2-pt layup from 2 ft,,31,24
127,2,11:34.0,,Defensive rebound by Team,31,24
128,2,11:32.0,,Turnover by J. Smith (bad pass; steal by M. Belinelli),31,24
129,2,11:21.0,O. Casspi misses 2-pt jump shot from 4 ft,,31,24
130,2,11:21.0,,Defensive rebound by P. Pierce,31,24
131,2,11:02.0,,J. Smith misses 2-pt layup from 2 ft,31,24
132,2,11:01.0,Defensive rebound by R. Gay,,31,24
133,2,10:42.0,D. Collison makes 2-pt jump shot from 7 ft,,33,24
134,2,10:26.0,,A. Rivers misses 2-pt jump shot from 21 ft,33,24
135,2,10:25.0,Defensive rebound by M. Belinelli,,33,24
136,2,10:21.0,Personal foul by A. Rivers (drawn by D. Collison),,33,24
137,2,10:04.0,R. Gay makes 2-pt hook shot from 9 ft,,35,24
138,2,9:49.0,,W. Johnson misses 3-pt jump shot from 26 ft,35,24
139,2,9:48.0,Defensive rebound by O. Casspi,,35,24
140,2,9:46.0,Turnover by O. Casspi (bad pass),,35,24
141,2,9:46.0,,B. Griffin enters the game for J. Smith,35,24
142,2,9:33.0,,W. Johnson misses 3-pt jump shot from 25 ft,35,24
143,2,9:32.0,Defensive rebound by O. Casspi,,35,24
144,2,9:21.0,D. Collison misses 2-pt jump shot from 17 ft,,35,24
145,2,9:19.0,,Defensive rebound by B. Griffin,35,24
146,2,9:11.0,,J. Crawford misses 2-pt jump shot from 16 ft,35,24
147,2,9:09.0,Defensive rebound by K. Koufos,,35,24
148,2,9:00.0,C. Butler enters the game for O. Casspi,,35,24
149,2,9:00.0,,C. Paul enters the game for A. Rivers,35,24
150,2,9:00.0,,D. Jordan enters the game for P. Pierce,35,24
151,2,8:48.0,Turnover by R. Gay (lost ball; steal by B. Griffin),,35,24
152,2,8:46.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),35,26
153,2,8:46.0,,Shooting foul by D. Collison (drawn by B. Griffin),35,26
154,2,8:46.0,Official timeout,,35,26
155,2,8:46.0,,B. Griffin makes free throw 1 of 1,35,27
156,2,8:35.0,M. Belinelli misses 3-pt jump shot from 25 ft,,35,27
157,2,8:34.0,Offensive rebound by D. Collison,,35,27
158,2,8:27.0,R. Gay makes 2-pt layup from 1 ft (assist by D. Collison),,37,27
159,2,8:16.0,,B. Griffin misses 2-pt layup from 1 ft,37,27
160,2,8:15.0,Defensive rebound by D. Collison,,37,27
161,2,8:15.0,Shooting foul by W. Johnson (drawn by M. Belinelli),,37,27
162,2,8:15.0,M. Belinelli makes free throw 1 of 2,,38,27
163,2,8:15.0,,L. Stephenson enters the game for W. Johnson,38,27
164,2,8:15.0,M. Belinelli makes free throw 2 of 2,,39,27
165,2,7:57.0,,B. Griffin misses 2-pt hook shot from 6 ft,39,27
166,2,7:57.0,,Offensive rebound by Team,39,27
167,2,7:57.0,Loose ball foul by M. Belinelli (drawn by D. Jordan),,39,27
168,2,7:44.0,,C. Paul makes 2-pt layup from 2 ft,39,29
169,2,7:37.0,D. Collison misses 2-pt jump shot from 3 ft (block by D. Jordan),,39,29
170,2,7:35.0,,Defensive rebound by D. Jordan,39,29
171,2,7:28.0,,J. Crawford misses 3-pt jump shot from 24 ft,39,29
172,2,7:27.0,Defensive rebound by M. Belinelli,,39,29
173,2,7:20.0,K. Koufos misses 2-pt jump shot from 5 ft,,39,29
174,2,7:16.0,,Defensive rebound by D. Jordan,39,29
175,2,7:06.0,,C. Paul makes 2-pt jump shot from 12 ft,39,31
176,2,7:03.0,Sacramento full timeout,,39,31
177,2,7:03.0,,J. Redick enters the game for J. Crawford,39,31
178,2,7:03.0,D. Cousins enters the game for K. Koufos,,39,31
179,2,6:57.0,Shooting foul by D. Jordan (drawn by D. Cousins),,39,31
180,2,6:57.0,D. Cousins misses free throw 1 of 2,,39,31
181,2,6:57.0,Offensive rebound by Team,,39,31
182,2,6:57.0,D. Cousins makes free throw 2 of 2,,40,31
183,2,6:48.0,,J. Redick makes 2-pt jump shot from 14 ft (assist by C. Paul),40,33
184,2,6:48.0,,Shooting foul by M. Belinelli (drawn by J. Redick),40,33
185,2,6:48.0,R. Rondo enters the game for M. Belinelli,,40,33
186,2,6:48.0,,J. Redick makes free throw 1 of 1,40,34
187,2,6:31.0,R. Gay makes 2-pt layup from 1 ft,,42,34
188,2,6:24.0,,Personal foul by R. Rondo (drawn by C. Paul),42,34
189,2,6:16.0,,Personal block foul by R. Gay (drawn by B. Griffin),42,34
190,2,6:16.0,,B. Griffin misses free throw 1 of 2,42,34
191,2,6:16.0,,Offensive rebound by Team,42,34
192,2,6:16.0,W. Cauley-Stein enters the game for R. Gay,,42,34
193,2,6:16.0,,B. Griffin makes free throw 2 of 2,42,35
194,2,5:57.0,R. Rondo misses 3-pt jump shot from 23 ft,,42,35
195,2,5:57.0,Offensive rebound by D. Cousins,,42,35
196,2,5:54.0,D. Cousins makes 2-pt layup from 1 ft,,44,35
197,2,5:46.0,,L. Stephenson makes 2-pt dunk at rim (assist by C. Paul),44,37
198,2,5:31.0,R. Rondo makes 2-pt layup from 2 ft,,46,37
199,2,5:21.0,,C. Paul misses 2-pt jump shot from 20 ft,46,37
200,2,5:21.0,Defensive rebound by D. Cousins,,46,37
201,2,5:16.0,Turnover by D. Cousins (lost ball),,46,37
202,2,4:42.0,,Turnover by L. Stephenson (illegal screen),46,37
203,2,4:42.0,R. Rondo makes 2-pt jump shot from 18 ft,,48,37
204,2,4:38.0,,Personal foul by W. Cauley-Stein (drawn by B. Griffin),48,37
205,2,4:38.0,,B. Griffin makes free throw 1 of 2,48,38
206,2,4:38.0,,B. Griffin misses free throw 2 of 2,48,38
207,2,4:37.0,Defensive rebound by D. Cousins,,48,38
208,2,4:22.0,D. Cousins misses 2-pt jump shot from 20 ft,,48,38
209,2,4:22.0,,Defensive rebound by Team,48,38
210,2,4:11.0,,C. Paul misses 2-pt jump shot from 8 ft,48,38
211,2,4:10.0,,Offensive rebound by D. Jordan,48,38
212,2,4:06.0,,D. Jordan makes 2-pt dunk at rim,48,40
213,2,3:54.0,R. Rondo misses 2-pt layup from 1 ft,,48,40
214,2,3:53.0,,Defensive rebound by L. Stephenson,48,40
215,2,3:49.0,,J. Redick makes 2-pt layup from 1 ft (assist by L. Stephenson),48,42
216,2,3:30.0,D. Cousins makes 2-pt jump shot from 13 ft (assist by R. Rondo),,50,42
217,2,3:22.0,,Personal foul by R. Rondo (drawn by D. Jordan),50,42
218,2,3:22.0,,D. Jordan misses free throw 1 of 2,50,42
219,2,3:22.0,,Offensive rebound by Team,50,42
220,2,3:22.0,B. McLemore enters the game for D. Collison,,50,42
221,2,3:22.0,,D. Jordan makes free throw 2 of 2,50,43
222,2,3:06.0,D. Cousins misses 2-pt jump shot from 17 ft,,50,43
223,2,3:04.0,,Defensive rebound by B. Griffin,50,43
224,2,3:03.0,,Shooting foul by D. Cousins (drawn by B. Griffin),50,43
225,2,3:03.0,,B. Griffin makes free throw 1 of 2,50,44
226,2,3:03.0,M. Belinelli enters the game for C. Butler,,50,44
227,2,3:03.0,,B. Griffin makes free throw 2 of 2,50,45
228,2,2:46.0,D. Cousins misses 3-pt jump shot from 24 ft,,50,45
229,2,2:45.0,,Defensive rebound by C. Paul,50,45
230,2,2:31.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Stephenson),50,47
231,2,2:12.0,M. Belinelli misses 2-pt jump shot from 10 ft,,50,47
232,2,2:12.0,Offensive rebound by W. Cauley-Stein,,50,47
233,2,2:12.0,Shooting foul by B. Griffin (drawn by W. Cauley-Stein),,50,47
234,2,2:12.0,,LA Clippers full timeout,50,47
235,2,2:12.0,W. Cauley-Stein makes free throw 1 of 2,,51,47
236,2,2:12.0,W. Cauley-Stein misses free throw 2 of 2,,51,47
237,2,2:11.0,,Defensive rebound by Team,51,47
238,2,2:11.0,Loose ball foul by D. Cousins (drawn by B. Griffin),,51,47
239,2,2:11.0,,B. Griffin makes free throw 1 of 2,51,48
240,2,2:11.0,,B. Griffin misses free throw 2 of 2,51,48
241,2,2:09.0,,Offensive rebound by D. Jordan,51,48
242,2,2:06.0,,Personal block foul by W. Cauley-Stein (drawn by L. Stephenson),51,48
243,2,2:06.0,Violation by Team (delay of game),,51,48
244,2,2:06.0,,L. Stephenson makes free throw 1 of 2,51,49
245,2,2:06.0,K. Koufos enters the game for W. Cauley-Stein,,51,49
246,2,2:06.0,,L. Stephenson misses free throw 2 of 2,51,49
247,2,2:03.0,Defensive rebound by D. Cousins,,51,49
248,2,1:54.0,Turnover by R. Rondo (traveling),,51,49
249,2,1:48.0,,Personal foul by R. Rondo (drawn by C. Paul),51,49
250,2,1:48.0,,C. Paul makes free throw 1 of 2,51,50
251,2,1:48.0,D. Collison enters the game for R. Rondo,,51,50
252,2,1:48.0,,C. Paul misses free throw 2 of 2,51,50
253,2,1:45.0,Defensive rebound by D. Cousins,,51,50
254,2,1:33.0,B. McLemore misses 2-pt layup from 1 ft,,51,50
255,2,1:32.0,,Defensive rebound by B. Griffin,51,50
256,2,1:26.0,,C. Paul makes 3-pt jump shot from 25 ft,51,53
257,2,1:13.0,Personal foul by J. Redick (drawn by M. Belinelli),,51,53
258,2,1:13.0,M. Belinelli makes free throw 1 of 2,,52,53
259,2,1:13.0,M. Belinelli makes free throw 2 of 2,,53,53
260,2,1:02.0,,J. Redick makes 3-pt jump shot from 25 ft,53,56
261,2,0:49.0,D. Cousins misses 2-pt jump shot from 5 ft (block by D. Jordan),,53,56
262,2,0:48.0,,Defensive rebound by C. Paul,53,56
263,2,0:48.0,Loose ball foul by D. Cousins (drawn by C. Paul),,53,56
264,2,0:48.0,,C. Paul makes free throw 1 of 2,53,57
265,2,0:48.0,O. Casspi enters the game for D. Cousins,,53,57
266,2,0:48.0,,P. Pierce enters the game for B. Griffin,53,57
267,2,0:48.0,,C. Paul makes free throw 2 of 2,53,58
268,2,0:27.0,K. Koufos makes 2-pt layup at rim (assist by O. Casspi),,55,58
269,2,0:17.0,,LA Clippers full timeout,55,58
270,2,0:17.0,,J. Crawford enters the game for L. Stephenson,55,58
271,2,0:17.0,,Shooting foul by K. Koufos (drawn by D. Jordan),55,58
272,2,0:17.0,,D. Jordan misses free throw 1 of 3,55,58
273,2,0:17.0,,Offensive rebound by Team,55,58
274,2,0:17.0,,D. Jordan misses free throw 2 of 3,55,58
275,2,0:17.0,,Offensive rebound by Team,55,58
276,2,0:17.0,R. Gay enters the game for K. Koufos,,55,58
277,2,0:17.0,,W. Johnson enters the game for J. Redick,55,58
278,2,0:17.0,,L. Mbah a Moute enters the game for P. Pierce,55,58
279,2,0:17.0,,A. Rivers enters the game for J. Crawford,55,58
280,2,0:17.0,,D. Jordan makes free throw 3 of 3,55,59
281,2,0:03.0,R. Gay misses 3-pt jump shot from 26 ft,,55,59
282,2,0:01.0,,Defensive rebound by D. Jordan,55,59
283,3,11:41.0,D. Collison misses 3-pt jump shot from 25 ft,,55,59
284,3,11:40.0,Offensive rebound by W. Cauley-Stein,,55,59
285,3,11:37.0,R. Gay misses 2-pt layup from 2 ft (block by D. Jordan),,55,59
286,3,11:37.0,Offensive rebound by Team,,55,59
287,3,11:25.0,D. Collison misses 2-pt layup from 2 ft (block by D. Jordan),,55,59
288,3,11:22.0,Offensive rebound by W. Cauley-Stein,,55,59
289,3,11:21.0,W. Cauley-Stein makes 2-pt layup from 1 ft,,57,59
290,3,10:56.0,,L. Stephenson makes 2-pt layup from 1 ft (assist by B. Griffin),57,61
291,3,10:39.0,Shooting foul by B. Griffin (drawn by W. Cauley-Stein),,57,61
292,3,10:39.0,,Violation by B. Griffin (lane),57,61
293,3,10:39.0,W. Cauley-Stein makes free throw 1 of 2,,58,61
294,3,10:39.0,W. Cauley-Stein misses free throw 2 of 2,,58,61
295,3,10:37.0,,Defensive rebound by D. Jordan,58,61
296,3,10:20.0,,B. Griffin misses 2-pt hook shot from 6 ft (block by W. Cauley-Stein),58,61
297,3,10:20.0,,Offensive rebound by Team,58,61
298,3,10:15.0,,J. Redick makes 2-pt layup at rim (assist by C. Paul),58,63
299,3,10:12.0,Turnover by D. Collison (lost ball),,58,63
300,3,9:53.0,,L. Stephenson makes 2-pt jump shot from 13 ft (assist by B. Griffin),58,65
301,3,9:43.0,R. Rondo makes 2-pt jump shot from 19 ft,,60,65
302,3,9:20.0,,J. Redick makes 2-pt jump shot from 16 ft (assist by D. Jordan),60,67
303,3,9:18.0,Personal foul by L. Stephenson (drawn by R. Gay),,60,67
304,3,9:09.0,R. Gay makes 2-pt jump shot from 9 ft (assist by D. Collison),,62,67
305,3,8:47.0,,C. Paul makes 2-pt jump shot from 15 ft,62,69
306,3,8:32.0,D. Collison misses 2-pt jump shot from 15 ft,,62,69
307,3,8:32.0,Offensive rebound by K. Koufos,,62,69
308,3,8:16.0,R. Rondo misses 2-pt jump shot from 18 ft,,62,69
309,3,8:15.0,,Defensive rebound by D. Jordan,62,69
310,3,8:08.0,,B. Griffin misses 2-pt jump shot from 18 ft,62,69
311,3,8:07.0,Defensive rebound by R. Gay,,62,69
312,3,7:56.0,R. Gay misses 2-pt jump shot from 18 ft,,62,69
313,3,7:55.0,,Defensive rebound by D. Jordan,62,69
314,3,7:46.0,,C. Paul misses 3-pt jump shot from 26 ft,62,69
315,3,7:46.0,Defensive rebound by W. Cauley-Stein,,62,69
316,3,7:45.0,Personal foul by L. Stephenson (drawn by R. Rondo),,62,69
317,3,7:31.0,D. Collison misses 2-pt jump shot from 19 ft,,62,69
318,3,7:25.0,,Defensive rebound by D. Jordan,62,69
319,3,7:20.0,,Personal foul by K. Koufos (drawn by C. Paul),62,69
320,3,7:20.0,O. Casspi enters the game for W. Cauley-Stein,,62,69
321,3,7:11.0,,B. Griffin makes 2-pt layup from 2 ft (assist by J. Redick),62,71
322,3,7:11.0,Sacramento full timeout,,62,71
323,3,6:59.0,Turnover by R. Gay (bad pass; steal by B. Griffin),,62,71
324,3,6:53.0,,L. Stephenson misses 2-pt layup at rim,62,71
325,3,6:49.0,Defensive rebound by R. Rondo,,62,71
326,3,6:43.0,O. Casspi makes 2-pt jump shot from 8 ft (assist by R. Gay),,64,71
327,3,6:28.0,,B. Griffin makes 2-pt layup at rim (assist by C. Paul),64,73
328,3,6:12.0,R. Gay misses 3-pt jump shot from 25 ft,,64,73
329,3,6:11.0,,Defensive rebound by C. Paul,64,73
330,3,6:09.0,,Personal foul by R. Rondo (drawn by C. Paul),64,73
331,3,6:02.0,,L. Stephenson misses 3-pt jump shot from 25 ft,64,73
332,3,6:02.0,Defensive rebound by R. Rondo,,64,73
333,3,5:52.0,R. Rondo makes 2-pt jump shot from 5 ft,,66,73
334,3,5:33.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),66,75
335,3,5:21.0,R. Gay misses 2-pt jump shot from 7 ft,,66,75
336,3,5:21.0,,Defensive rebound by D. Jordan,66,75
337,3,5:04.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Stephenson),66,77
338,3,4:53.0,R. Rondo makes 2-pt layup from 1 ft,,68,77
339,3,4:53.0,Technical foul by Team,,68,77
340,3,4:53.0,,J. Redick makes technical free throw,68,78
341,3,4:53.0,M. Belinelli enters the game for D. Collison,,68,78
342,3,4:41.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),68,80
343,3,4:15.0,R. Gay misses 2-pt jump shot from 4 ft (block by D. Jordan),,68,80
344,3,4:13.0,,Defensive rebound by B. Griffin,68,80
345,3,4:06.0,,Turnover by L. Stephenson (bad pass),68,80
346,3,4:06.0,,J. Smith enters the game for D. Jordan,68,80
347,3,3:48.0,R. Rondo misses 3-pt jump shot from 25 ft,,68,80
348,3,3:47.0,Offensive rebound by R. Rondo,,68,80
349,3,3:38.0,O. Casspi makes 2-pt layup from 2 ft (assist by R. Rondo),,70,80
350,3,3:23.0,,B. Griffin misses 2-pt jump shot from 18 ft,70,80
351,3,3:22.0,,Offensive rebound by J. Smith,70,80
352,3,3:14.0,,Shooting foul by K. Koufos (drawn by C. Paul),70,80
353,3,3:14.0,,C. Paul misses free throw 1 of 2,70,80
354,3,3:14.0,,Offensive rebound by Team,70,80
355,3,3:14.0,C. Butler enters the game for R. Gay,,70,80
356,3,3:14.0,,J. Crawford enters the game for L. Stephenson,70,80
357,3,3:14.0,W. Cauley-Stein enters the game for K. Koufos,,70,80
358,3,3:14.0,,C. Paul makes free throw 2 of 2,70,81
359,3,3:05.0,Shooting foul by J. Redick (drawn by R. Rondo),,70,81
360,3,3:05.0,R. Rondo misses free throw 1 of 2,,70,81
361,3,3:05.0,Offensive rebound by Team,,70,81
362,3,3:05.0,R. Rondo misses free throw 2 of 2,,70,81
363,3,3:04.0,,Defensive rebound by B. Griffin,70,81
364,3,2:44.0,,B. Griffin misses 2-pt jump shot from 20 ft,70,81
365,3,2:43.0,Defensive rebound by R. Rondo,,70,81
366,3,2:32.0,C. Butler misses 2-pt jump shot from 21 ft,,70,81
367,3,2:31.0,Offensive rebound by Team,,70,81
368,3,2:31.0,,Loose ball foul by B. Griffin (drawn by R. Rondo),70,81
369,3,2:31.0,,LA Clippers full timeout,70,81
370,3,2:31.0,,P. Pierce enters the game for B. Griffin,70,81
371,3,2:31.0,,A. Rivers enters the game for J. Redick,70,81
372,3,2:31.0,R. Rondo misses free throw 1 of 2,,70,81
373,3,2:31.0,Offensive rebound by Team,,70,81
374,3,2:31.0,R. Rondo makes free throw 2 of 2,,71,81
375,3,2:09.0,,C. Paul misses 3-pt jump shot from 26 ft,71,81
376,3,2:09.0,,Offensive rebound by J. Smith,71,81
377,3,2:09.0,Loose ball foul by C. Butler (drawn by J. Smith),,71,81
378,3,1:57.0,,A. Rivers misses 3-pt jump shot from 24 ft,71,81
379,3,1:57.0,Defensive rebound by Team,,71,81
380,3,1:38.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by O. Casspi),,73,81
381,3,1:16.0,,J. Smith misses 2-pt hook shot from 6 ft,73,81
382,3,1:13.0,Defensive rebound by O. Casspi,,73,81
383,3,1:05.0,R. Rondo makes 2-pt hook shot from 6 ft,,75,81
384,3,0:43.0,,J. Crawford makes 2-pt jump shot from 17 ft (assist by J. Smith),75,83
385,3,0:30.0,Personal foul by C. Paul (drawn by O. Casspi),,75,83
386,3,0:30.0,O. Casspi makes free throw 1 of 2,,76,83
