,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MIAMI_ACTION,CHARLOTTE_SCORE,MIAMI_SCORE
87,1,0:34.0,,L. Deng makes free throw 2 of 2,26,28
88,1,0:25.0,J. Lin misses 2-pt jump shot from 16 ft,,26,28
89,1,0:24.0,,Defensive rebound by G. Dragić,26,28
90,1,0:05.0,,G. Dragić misses 2-pt jump shot from 4 ft,26,28
91,1,0:04.0,,Offensive rebound by J. Winslow,26,28
92,1,0:03.0,,Shooting foul by A. Jefferson (drawn by J. Winslow),26,28
93,1,0:03.0,,J. Winslow makes free throw 1 of 2,26,29
94,1,0:03.0,,Turnover by H. Whiteside (lane violation.),26,29
95,1,0:01.0,Turnover by J. Lin (step out of bounds),,26,29
96,1,0:01.0,,Turnover by L. Deng (bad pass),26,29
97,2,11:43.0,A. Jefferson makes 2-pt hook shot from 9 ft,,28,29
98,2,11:18.0,,L. Deng misses 2-pt jump shot from 17 ft,28,29
99,2,11:17.0,Defensive rebound by J. Lin,,28,29
100,2,11:08.0,J. Lin misses 2-pt layup from 2 ft (block by J. Richardson),,28,29
101,2,11:07.0,,Defensive rebound by J. Richardson,28,29
102,2,11:00.0,,J. Winslow makes 2-pt dunk at rim (assist by G. Dragić),28,31
103,2,10:51.0,Turnover by J. Lin (bad pass; steal by L. Deng),,28,31
104,2,10:49.0,,Shooting foul by J. Lin (drawn by L. Deng),28,31
105,2,10:49.0,,L. Deng makes free throw 1 of 2,28,32
106,2,10:49.0,,L. Deng makes free throw 2 of 2,28,33
107,2,10:26.0,A. Jefferson makes 2-pt jump shot from 12 ft (assist by J. Lin),,30,33
108,2,10:09.0,,G. Dragić makes 2-pt jump shot from 10 ft,30,35
109,2,9:45.0,J. Lin misses 3-pt jump shot from 24 ft,,30,35
110,2,9:44.0,,Defensive rebound by L. Deng,30,35
111,2,9:39.0,,J. Richardson makes 2-pt layup from 1 ft (assist by G. Dragić),30,37
112,2,9:15.0,A. Jefferson misses 2-pt jump shot from 2 ft,,30,37
113,2,9:14.0,,Defensive rebound by H. Whiteside,30,37
114,2,9:08.0,,G. Dragić misses 2-pt layup from 2 ft,30,37
115,2,9:07.0,,Offensive rebound by J. Richardson,30,37
116,2,8:56.0,,H. Whiteside makes 2-pt jump shot from 5 ft,30,39
117,2,8:51.0,Charlotte full timeout,,30,39
118,2,8:51.0,N. Batum enters the game for T. Daniels,,30,39
119,2,8:44.0,Personal foul by J. Richardson,,30,39
120,2,8:31.0,A. Jefferson misses 2-pt jump shot from 16 ft,,30,39
121,2,8:30.0,,Defensive rebound by J. Richardson,30,39
122,2,8:22.0,,H. Whiteside misses 2-pt layup from 2 ft,30,39
123,2,8:21.0,,Offensive rebound by L. Deng,30,39
124,2,8:20.0,,L. Deng makes 2-pt layup from 1 ft,30,41
125,2,7:58.0,Turnover by A. Jefferson (bad pass; steal by G. Dragić),,30,41
126,2,7:53.0,,G. Dragić makes 2-pt layup from 1 ft,30,43
127,2,7:46.0,Charlotte full timeout,,30,43
128,2,7:46.0,C. Zeller enters the game for A. Jefferson,,30,43
129,2,7:39.0,N. Batum misses 3-pt jump shot from 24 ft,,30,43
130,2,7:38.0,,Defensive rebound by H. Whiteside,30,43
131,2,7:30.0,,Turnover by G. Dragić (bad pass),30,43
132,2,7:19.0,N. Batum misses 2-pt jump shot from 16 ft (block by J. Winslow),,30,43
133,2,7:18.0,,Defensive rebound by G. Dragić,30,43
134,2,7:15.0,,Turnover by L. Deng (offensive goaltending),30,43
135,2,6:52.0,C. Zeller misses 2-pt jump shot from 19 ft,,30,43
136,2,6:51.0,,Defensive rebound by G. Dragić,30,43
137,2,6:44.0,,Turnover by H. Whiteside (lost ball),30,43
138,2,6:44.0,K. Walker enters the game for J. Lin,,30,43
139,2,6:26.0,F. Kaminsky misses 2-pt jump shot from 7 ft (block by H. Whiteside),,30,43
140,2,6:25.0,,Defensive rebound by G. Dragić,30,43
141,2,6:14.0,,Personal foul by C. Lee,30,43
142,2,6:14.0,,D. Wade enters the game for L. Deng,30,43
143,2,6:14.0,,J. Johnson enters the game for G. Dragić,30,43
144,2,6:00.0,,H. Whiteside makes 2-pt jump shot from 5 ft (assist by J. Winslow),30,45
145,2,5:43.0,Shooting foul by H. Whiteside (drawn by C. Lee),,30,45
146,2,5:43.0,Official timeout,,30,45
147,2,5:43.0,M. Williams enters the game for F. Kaminsky,,30,45
148,2,5:43.0,C. Lee misses free throw 1 of 2,,30,45
149,2,5:43.0,Offensive rebound by Team,,30,45
150,2,5:43.0,C. Lee makes free throw 2 of 2,,31,45
151,2,5:25.0,,H. Whiteside misses 2-pt jump shot from 6 ft,31,45
152,2,5:25.0,Defensive rebound by Team,,31,45
153,2,5:25.0,,Loose ball foul by J. Johnson,31,45
154,2,5:16.0,K. Walker makes 2-pt jump shot from 17 ft,,33,45
155,2,5:16.0,Shooting foul by J. Richardson (drawn by K. Walker),,33,45
156,2,5:16.0,K. Walker makes free throw 1 of 1,,34,45
157,2,5:03.0,Offensive charge foul by H. Whiteside (drawn by K. Walker),,34,45
158,2,5:03.0,,Turnover by H. Whiteside (offensive foul),34,45
159,2,5:03.0,,A. Stoudemire enters the game for H. Whiteside,34,45
160,2,4:51.0,K. Walker makes 3-pt jump shot from 24 ft,,37,45
161,2,4:51.0,,Miami full timeout,37,45
162,2,4:31.0,,J. Johnson misses 2-pt jump shot from 9 ft,37,45
163,2,4:30.0,,Offensive rebound by J. Johnson,37,45
164,2,4:29.0,,J. Johnson makes 2-pt layup at rim,37,47
165,2,4:11.0,Shooting foul by A. Stoudemire (drawn by C. Lee),,37,47
166,2,4:11.0,C. Lee makes free throw 1 of 2,,38,47
167,2,4:11.0,C. Lee makes free throw 2 of 2,,39,47
168,2,3:52.0,,Shooting foul by C. Lee (drawn by D. Wade),39,47
169,2,3:52.0,,D. Wade misses free throw 1 of 2,39,47
170,2,3:52.0,,Offensive rebound by Team,39,47
171,2,3:52.0,J. Lin enters the game for C. Lee,,39,47
172,2,3:52.0,,D. Wade makes free throw 2 of 2,39,48
173,2,3:37.0,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),,41,48
174,2,3:36.0,,Turnover by J. Richardson (inbound),41,48
175,2,3:25.0,N. Batum misses 3-pt jump shot from 25 ft,,41,48
176,2,3:24.0,,Defensive rebound by J. Richardson,41,48
177,2,3:17.0,Offensive charge foul by J. Richardson (drawn by K. Walker),,41,48
178,2,3:17.0,,Turnover by J. Richardson (offensive foul),41,48
179,2,3:17.0,,G. Dragić enters the game for J. Richardson,41,48
180,2,3:17.0,,L. Deng enters the game for J. Winslow,41,48
181,2,3:04.0,N. Batum makes 2-pt jump shot from 11 ft,,43,48
182,2,2:47.0,,D. Wade makes 2-pt layup from 2 ft,43,50
183,2,2:36.0,Personal foul by G. Dragić,,43,50
184,2,2:36.0,K. Walker makes free throw 1 of 2,,44,50
185,2,2:36.0,K. Walker makes free throw 2 of 2,,45,50
186,2,2:26.0,,Shooting foul by J. Lin (drawn by D. Wade),45,50
187,2,2:26.0,,D. Wade makes free throw 1 of 2,45,51
188,2,2:26.0,,D. Wade makes free throw 2 of 2,45,52
189,2,2:15.0,K. Walker makes 2-pt layup from 2 ft,,47,52
190,2,1:57.0,,Turnover by G. Dragić (bad pass; steal by M. Williams),47,52
191,2,1:49.0,C. Zeller makes 2-pt layup from 2 ft (assist by N. Batum),,49,52
192,2,1:29.0,,L. Deng misses 3-pt jump shot from 23 ft,49,52
193,2,1:28.0,Defensive rebound by K. Walker,,49,52
194,2,1:09.0,N. Batum misses 3-pt jump shot from 25 ft,,49,52
195,2,1:08.0,Offensive rebound by C. Zeller,,49,52
196,2,1:07.0,C. Zeller makes 2-pt layup from 1 ft,,51,52
197,2,0:52.0,,G. Dragić misses 2-pt jump shot from 16 ft,51,52
198,2,0:51.0,Defensive rebound by C. Zeller,,51,52
199,2,0:39.0,K. Walker misses 3-pt jump shot from 25 ft,,51,52
200,2,0:38.0,Offensive rebound by J. Lin,,51,52
201,2,0:23.0,K. Walker makes 3-pt jump shot from 25 ft,,54,52
202,2,0:21.0,,Miami full timeout,54,52
203,2,0:21.0,F. Kaminsky enters the game for J. Lin,,54,52
204,2,0:01.0,,D. Wade misses 2-pt jump shot from 18 ft,54,52
205,2,0:00.0,Defensive rebound by K. Walker,,54,52
206,3,11:48.0,N. Batum misses 2-pt jump shot from 17 ft,,54,52
207,3,11:47.0,,Defensive rebound by L. Deng,54,52
208,3,11:33.0,,G. Dragić misses 3-pt jump shot from 24 ft,54,52
209,3,11:32.0,Defensive rebound by A. Jefferson,,54,52
210,3,11:19.0,M. Williams misses 2-pt layup from 2 ft,,54,52
211,3,11:18.0,,Defensive rebound by G. Dragić,54,52
212,3,11:04.0,,D. Wade misses 2-pt jump shot from 6 ft,54,52
213,3,11:03.0,Defensive rebound by C. Lee,,54,52
214,3,10:42.0,K. Walker misses 2-pt jump shot from 16 ft,,54,52
215,3,10:40.0,Offensive rebound by K. Walker,,54,52
216,3,10:33.0,C. Lee misses 3-pt jump shot from 24 ft,,54,52
217,3,10:32.0,,Defensive rebound by G. Dragić,54,52
218,3,10:14.0,,G. Dragić makes 2-pt jump shot from 12 ft,54,54
219,3,9:59.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,57,54
220,3,9:38.0,,A. Stoudemire makes 2-pt jump shot from 15 ft (assist by G. Dragić),57,56
221,3,9:13.0,A. Jefferson makes 2-pt jump shot from 13 ft,,59,56
222,3,8:51.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by J. Johnson),59,59
223,3,8:35.0,A. Jefferson misses 2-pt jump shot from 7 ft,,59,59
224,3,8:34.0,,Defensive rebound by L. Deng,59,59
225,3,8:21.0,,L. Deng makes 2-pt jump shot from 19 ft (assist by D. Wade),59,61
226,3,8:00.0,K. Walker misses 2-pt jump shot from 17 ft,,59,61
227,3,7:59.0,,Defensive rebound by L. Deng,59,61
228,3,7:53.0,,Turnover by L. Deng (lost ball),59,61
229,3,7:36.0,N. Batum makes 3-pt jump shot from 23 ft (assist by K. Walker),,62,61
230,3,7:12.0,,A. Stoudemire makes 2-pt jump shot from 18 ft (assist by J. Johnson),62,63
231,3,6:56.0,N. Batum makes 2-pt jump shot from 17 ft,,64,63
232,3,6:36.0,,G. Dragić misses 3-pt jump shot from 23 ft,64,63
233,3,6:35.0,Defensive rebound by A. Jefferson,,64,63
234,3,6:22.0,A. Jefferson makes 2-pt jump shot from 15 ft (assist by N. Batum),,66,63
235,3,6:05.0,,L. Deng makes 2-pt layup from 2 ft (assist by D. Wade),66,65
236,3,5:45.0,M. Williams makes 3-pt jump shot from 23 ft (assist by N. Batum),,69,65
237,3,5:26.0,,Personal foul by C. Lee,69,65
238,3,5:26.0,,Miami full timeout,69,65
239,3,5:26.0,J. Lin enters the game for C. Lee,,69,65
240,3,5:26.0,,J. Richardson enters the game for L. Deng,69,65
241,3,5:26.0,,J. Winslow enters the game for G. Dragić,69,65
242,3,5:08.0,,J. Johnson misses 2-pt jump shot from 19 ft,69,65
243,3,5:07.0,Defensive rebound by J. Lin,,69,65
244,3,4:45.0,J. Lin misses 2-pt layup from 1 ft,,69,65
245,3,4:44.0,,Defensive rebound by A. Stoudemire,69,65
246,3,4:39.0,,J. Richardson makes 2-pt jump shot from 3 ft,69,67
247,3,4:39.0,,Shooting foul by K. Walker (drawn by J. Richardson),69,67
248,3,4:39.0,,H. Whiteside enters the game for A. Stoudemire,69,67
249,3,4:39.0,,J. Richardson makes free throw 1 of 1,69,68
250,3,4:21.0,A. Jefferson makes 2-pt jump shot from 16 ft,,71,68
251,3,4:02.0,,Turnover by D. Wade (lost ball; steal by A. Jefferson),71,68
252,3,3:59.0,N. Batum misses 2-pt layup from 1 ft (block by J. Winslow),,71,68
253,3,3:58.0,Offensive rebound by M. Williams,,71,68
254,3,3:56.0,M. Williams misses 2-pt layup at rim (block by J. Johnson),,71,68
255,3,3:55.0,Offensive rebound by Team,,71,68
256,3,3:55.0,F. Kaminsky enters the game for M. Williams,,71,68
257,3,3:49.0,Shooting foul by J. Richardson (drawn by A. Jefferson),,71,68
258,3,3:49.0,A. Jefferson misses free throw 1 of 2,,71,68
259,3,3:49.0,Offensive rebound by Team,,71,68
260,3,3:49.0,,G. Dragić enters the game for J. Richardson,71,68
261,3,3:49.0,A. Jefferson misses free throw 2 of 2,,71,68
262,3,3:48.0,,Defensive rebound by H. Whiteside,71,68
263,3,3:35.0,,Turnover by D. Wade (traveling),71,68
264,3,3:26.0,N. Batum misses 2-pt layup from 2 ft (block by D. Wade),,71,68
265,3,3:25.0,Offensive rebound by Team,,71,68
266,3,3:19.0,N. Batum makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),,74,68
267,3,3:04.0,,D. Wade misses 2-pt jump shot from 15 ft,74,68
268,3,3:03.0,Defensive rebound by F. Kaminsky,,74,68
269,3,2:52.0,Turnover by N. Batum (lost ball; steal by H. Whiteside),,74,68
270,3,2:39.0,,G. Dragić misses 2-pt jump shot from 16 ft,74,68
271,3,2:38.0,Defensive rebound by A. Jefferson,,74,68
272,3,2:29.0,K. Walker makes 2-pt layup from 2 ft,,76,68
273,3,2:11.0,,Shooting foul by J. Lin (drawn by D. Wade),76,68
274,3,2:11.0,Charlotte full timeout,,76,68
275,3,2:11.0,C. Lee enters the game for N. Batum,,76,68
276,3,2:11.0,,D. Wade makes free throw 1 of 2,76,69
277,3,2:11.0,,D. Wade makes free throw 2 of 2,76,70
278,3,1:45.0,F. Kaminsky makes 2-pt jump shot from 19 ft (assist by C. Lee),,78,70
279,3,1:27.0,,J. Johnson makes 2-pt jump shot from 7 ft,78,72
280,3,1:27.0,,Shooting foul by J. Lin (drawn by J. Johnson),78,72
281,3,1:27.0,T. Hansbrough enters the game for A. Jefferson,,78,72
282,3,1:27.0,,L. Deng enters the game for D. Wade,78,72
283,3,1:27.0,,J. Johnson makes free throw 1 of 1,78,73
284,3,1:15.0,,Violation by H. Whiteside (def goaltending),78,73
285,3,1:15.0,F. Kaminsky makes 2-pt hook shot from 5 ft,,80,73
286,3,1:03.0,,H. Whiteside misses 2-pt layup from 1 ft,80,73
287,3,1:02.0,Defensive rebound by K. Walker,,80,73
288,3,0:51.0,J. Lin misses 2-pt jump shot from 20 ft,,80,73
289,3,0:50.0,Offensive rebound by Team,,80,73
290,3,0:50.0,T. Daniels enters the game for J. Lin,,80,73
291,3,0:31.0,F. Kaminsky makes 2-pt jump shot from 8 ft,,82,73
292,3,0:14.0,,L. Deng misses 3-pt jump shot from 24 ft,82,73
293,3,0:13.0,Defensive rebound by K. Walker,,82,73
294,3,0:04.0,Personal foul by J. Winslow,,82,73
295,3,0:01.0,K. Walker misses 3-pt jump shot from 25 ft,,82,73
296,3,0:00.0,Offensive rebound by Team,,82,73
297,4,11:46.0,,H. Whiteside makes 2-pt dunk at rim (assist by L. Deng),82,75
298,4,11:46.0,,Shooting foul by C. Lee (drawn by H. Whiteside),82,75
299,4,11:46.0,,H. Whiteside misses free throw 1 of 1,82,75
300,4,11:45.0,Defensive rebound by T. Daniels,,82,75
301,4,11:23.0,Turnover by C. Lee (traveling),,82,75
302,4,11:09.0,,L. Deng makes 2-pt layup from 2 ft (assist by J. Richardson),82,77
303,4,10:52.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by K. Walker),,85,77
304,4,10:34.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by J. Winslow),85,80
305,4,10:15.0,T. Daniels misses 2-pt jump shot from 16 ft,,85,80
306,4,10:14.0,,Defensive rebound by H. Whiteside,85,80
307,4,10:01.0,,J. Richardson makes 2-pt jump shot from 6 ft,85,82
308,4,9:58.0,Charlotte full timeout,,85,82
309,4,9:58.0,N. Batum enters the game for F. Kaminsky,,85,82
310,4,9:58.0,M. Williams enters the game for T. Daniels,,85,82
311,4,9:34.0,N. Batum makes 2-pt jump shot from 22 ft,,87,82
312,4,9:02.0,,L. Deng misses 2-pt jump shot from 21 ft,87,82
313,4,9:01.0,Defensive rebound by N. Batum,,87,82
314,4,8:54.0,Shooting foul by L. Deng (drawn by C. Lee),,87,82
315,4,8:54.0,C. Lee makes free throw 1 of 2,,88,82
316,4,8:54.0,C. Lee makes free throw 2 of 2,,89,82
317,4,8:45.0,,Personal foul by M. Williams,89,82
318,4,8:37.0,,Shooting foul by N. Batum (drawn by H. Whiteside),89,82
319,4,8:37.0,,H. Whiteside makes free throw 1 of 2,89,83
320,4,8:37.0,,H. Whiteside makes free throw 2 of 2,89,84
321,4,8:22.0,N. Batum misses 3-pt jump shot from 24 ft,,89,84
322,4,8:21.0,Offensive rebound by T. Hansbrough,,89,84
323,4,8:08.0,K. Walker misses 3-pt jump shot from 25 ft,,89,84
324,4,8:07.0,,Defensive rebound by L. Deng,89,84
325,4,8:00.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by G. Dragić),89,86
326,4,8:00.0,,Shooting foul by K. Walker (drawn by H. Whiteside),89,86
327,4,8:00.0,,H. Whiteside makes free throw 1 of 1,89,87
328,4,7:40.0,T. Hansbrough makes 2-pt layup from 1 ft (assist by M. Williams),,91,87
329,4,7:23.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by L. Deng),91,90
330,4,6:53.0,M. Williams misses 3-pt jump shot from 23 ft,,91,90
331,4,6:53.0,,Defensive rebound by Team,91,90
332,4,6:53.0,Loose ball foul by T. Hansbrough,,91,90
333,4,6:53.0,,J. Richardson misses free throw 1 of 2,91,90
334,4,6:53.0,,Offensive rebound by Team,91,90
335,4,6:53.0,A. Jefferson enters the game for T. Hansbrough,,91,90
336,4,6:53.0,,J. Richardson misses free throw 2 of 2,91,90
337,4,6:52.0,Defensive rebound by M. Williams,,91,90
338,4,6:26.0,K. Walker makes 3-pt jump shot from 24 ft (assist by A. Jefferson),,94,90
339,4,6:19.0,,Miami full timeout,94,90
340,4,6:19.0,,J. Johnson enters the game for L. Deng,94,90
341,4,6:09.0,,Turnover by G. Dragić (bad pass; steal by M. Williams),94,90
342,4,5:57.0,A. Jefferson misses 2-pt jump shot from 11 ft,,94,90
343,4,5:56.0,,Defensive rebound by J. Winslow,94,90
344,4,5:51.0,,J. Winslow misses 2-pt layup from 2 ft,94,90
345,4,5:50.0,Defensive rebound by C. Lee,,94,90
346,4,5:30.0,Turnover by K. Walker (bad pass; steal by J. Winslow),,94,90
347,4,5:22.0,,G. Dragić makes 2-pt layup at rim,94,92
348,4,4:49.0,K. Walker misses 3-pt jump shot from 24 ft,,94,92
349,4,4:48.0,Offensive rebound by A. Jefferson,,94,92
350,4,4:46.0,A. Jefferson makes 2-pt jump shot from 4 ft,,96,92
351,4,4:24.0,,H. Whiteside misses 2-pt jump shot from 15 ft,96,92
352,4,4:23.0,Defensive rebound by N. Batum,,96,92
353,4,4:20.0,Charlotte full timeout,,96,92
354,4,4:20.0,,D. Wade enters the game for G. Dragić,96,92
355,4,4:03.0,N. Batum makes 2-pt jump shot from 18 ft,,98,92
356,4,3:38.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by J. Winslow),98,95
357,4,3:38.0,,Shooting foul by K. Walker (drawn by J. Richardson),98,95
358,4,3:38.0,,J. Richardson misses free throw 1 of 1,98,95
359,4,3:37.0,Defensive rebound by C. Lee,,98,95
360,4,3:24.0,Shooting foul by J. Richardson (drawn by N. Batum),,98,95
361,4,3:24.0,N. Batum makes free throw 1 of 3,,99,95
362,4,3:24.0,N. Batum makes free throw 2 of 3,,100,95
363,4,3:24.0,,L. Deng enters the game for J. Richardson,100,95
364,4,3:24.0,N. Batum makes free throw 3 of 3,,101,95
365,4,3:01.0,,D. Wade misses 2-pt jump shot from 12 ft,101,95
366,4,3:00.0,Defensive rebound by K. Walker,,101,95
367,4,2:48.0,K. Walker misses 3-pt jump shot from 23 ft,,101,95
368,4,2:47.0,,Defensive rebound by H. Whiteside,101,95
369,4,2:33.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by D. Wade),101,98
370,4,2:10.0,N. Batum makes 2-pt jump shot from 17 ft,,103,98
371,4,1:51.0,,J. Johnson misses 3-pt jump shot from 23 ft,103,98
372,4,1:50.0,,Offensive rebound by L. Deng,103,98
373,4,1:50.0,,Personal foul by K. Walker,103,98
374,4,1:50.0,Official timeout,,103,98
375,4,1:50.0,,L. Deng makes free throw 1 of 2,103,99
376,4,1:50.0,,L. Deng makes free throw 2 of 2,103,100
377,4,1:36.0,A. Jefferson makes 2-pt layup from 2 ft (assist by N. Batum),,105,100
378,4,1:24.0,,D. Wade misses 2-pt jump shot from 8 ft,105,100
379,4,1:23.0,Defensive rebound by A. Jefferson,,105,100
380,4,1:05.0,C. Lee misses 2-pt jump shot from 18 ft,,105,100
381,4,1:04.0,,Defensive rebound by H. Whiteside,105,100
382,4,0:50.0,,L. Deng misses 2-pt hook shot from 7 ft,105,100
383,4,0:49.0,Defensive rebound by A. Jefferson,,105,100
384,4,0:31.0,Charlotte full timeout,,105,100
385,4,0:27.0,N. Batum misses 3-pt jump shot from 24 ft,,105,100
386,4,0:26.0,Offensive rebound by Team,,105,100
387,4,0:26.0,Turnover by Team (shot clock),,105,100
388,4,0:19.0,,J. Johnson misses 3-pt jump shot from 23 ft,105,100
389,4,0:18.0,,Offensive rebound by Team,105,100
390,4,0:18.0,,Personal foul by A. Jefferson,105,100
