,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PHOENIX_ACTION,GOLDEN STATE_SCORE,PHOENIX_SCORE
0,1,11:54.0,H. Barnes makes 2-pt dunk at rim (assist by S. Curry),,2,0
1,1,11:37.0,,M. Morris makes 2-pt jump shot from 20 ft (assist by T. Chandler),2,2
2,1,11:25.0,K. Thompson misses 3-pt jump shot from 26 ft,,2,2
3,1,11:22.0,Offensive rebound by S. Curry,,2,2
4,1,11:22.0,S. Curry makes 2-pt jump shot from 12 ft,,4,2
5,1,11:05.0,,P. Tucker makes 2-pt hook shot from 3 ft (assist by M. Morris),4,4
6,1,10:54.0,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),,7,4
7,1,10:37.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by M. Morris),7,7
8,1,10:16.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),,10,7
9,1,9:50.0,,P. Tucker misses 2-pt layup at rim (block by H. Barnes),10,7
10,1,9:50.0,Defensive rebound by K. Thompson,,10,7
11,1,9:32.0,H. Barnes misses 3-pt jump shot from 25 ft,,10,7
12,1,9:32.0,,Defensive rebound by T. Chandler,10,7
13,1,9:25.0,,Turnover by A. Goodwin (bad pass; steal by K. Thompson),10,7
14,1,9:18.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,13,7
15,1,9:16.0,,Phoenix full timeout,13,7
16,1,9:16.0,,O. Johnson enters the game for A. Goodwin,13,7
17,1,9:08.0,,D. Booker makes 2-pt jump shot from 15 ft,13,9
18,1,8:56.0,Personal foul by T. Chandler (drawn by H. Barnes),,13,9
19,1,8:49.0,K. Thompson makes 2-pt jump shot from 11 ft (assist by S. Curry),,15,9
20,1,8:37.0,,Turnover by D. Booker (lost ball),15,9
21,1,8:19.0,A. Bogut makes 2-pt dunk at rim (assist by K. Thompson),,17,9
22,1,8:03.0,,D. Booker makes 2-pt jump shot from 19 ft,17,11
23,1,7:50.0,Turnover by S. Curry (bad pass; steal by M. Morris),,17,11
24,1,7:38.0,,M. Morris misses 2-pt jump shot from 9 ft,17,11
25,1,7:37.0,,Offensive rebound by O. Johnson,17,11
26,1,7:34.0,,O. Johnson makes 2-pt layup from 1 ft,17,13
27,1,7:21.0,K. Thompson misses 3-pt jump shot from 24 ft,,17,13
28,1,7:21.0,,Defensive rebound by T. Chandler,17,13
29,1,7:09.0,,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),17,15
30,1,7:09.0,,Shooting foul by K. Thompson (drawn by T. Chandler),17,15
31,1,7:09.0,,T. Chandler misses free throw 1 of 1,17,15
32,1,7:08.0,Defensive rebound by A. Bogut,,17,15
33,1,6:55.0,K. Thompson misses 2-pt jump shot from 6 ft,,17,15
34,1,6:53.0,,Defensive rebound by T. Chandler,17,15
35,1,6:39.0,,D. Booker misses 3-pt jump shot from 27 ft,17,15
36,1,6:39.0,Defensive rebound by A. Bogut,,17,15
37,1,6:35.0,Personal foul by D. Booker (drawn by S. Curry),,17,15
38,1,6:27.0,Turnover by D. Green (bad pass; steal by T. Chandler),,17,15
39,1,6:20.0,,P. Tucker misses 2-pt layup from 2 ft (block by A. Bogut),17,15
40,1,6:19.0,Defensive rebound by H. Barnes,,17,15
41,1,6:13.0,S. Curry misses 3-pt jump shot from 24 ft,,17,15
42,1,6:13.0,,Defensive rebound by M. Morris,17,15
43,1,6:03.0,,T. Chandler makes 2-pt layup from 1 ft (assist by D. Booker),17,17
44,1,5:47.0,S. Curry makes 2-pt jump shot from 7 ft,,19,17
45,1,5:24.0,,Turnover by P. Tucker (traveling),19,17
46,1,5:24.0,A. Iguodala enters the game for H. Barnes,,19,17
47,1,5:09.0,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,22,17
48,1,4:47.0,,Shooting foul by K. Thompson (drawn by D. Booker),22,17
49,1,4:47.0,,D. Booker makes free throw 1 of 2,22,18
50,1,4:47.0,L. Barbosa enters the game for K. Thompson,,22,18
51,1,4:47.0,,D. Booker misses free throw 2 of 2,22,18
52,1,4:47.0,,Offensive rebound by Team,22,18
53,1,4:38.0,,M. Morris makes 2-pt jump shot from 11 ft,22,20
54,1,4:22.0,A. Iguodala misses 3-pt jump shot from 23 ft,,22,20
55,1,4:21.0,,Defensive rebound by O. Johnson,22,20
56,1,4:15.0,,Shooting block foul by L. Barbosa (drawn by D. Booker),22,20
57,1,4:15.0,,D. Booker makes free throw 1 of 2,22,21
58,1,4:15.0,,D. Booker makes free throw 2 of 2,22,22
59,1,4:02.0,S. Curry misses 3-pt jump shot from 24 ft,,22,22
60,1,4:01.0,,Defensive rebound by T. Chandler,22,22
61,1,3:47.0,,P. Tucker misses 2-pt jump shot from 4 ft (block by A. Bogut),22,22
62,1,3:46.0,,Offensive rebound by T. Chandler,22,22
63,1,3:40.0,,M. Morris makes 2-pt jump shot from 20 ft,22,24
64,1,3:40.0,Golden State full timeout,,22,24
65,1,3:40.0,M. Speights enters the game for A. Bogut,,22,24
66,1,3:40.0,,A. Len enters the game for T. Chandler,22,24
67,1,3:28.0,Shooting foul by M. Morris (drawn by D. Green),,22,24
68,1,3:28.0,D. Green makes free throw 1 of 2,,23,24
69,1,3:28.0,D. Green misses free throw 2 of 2,,23,24
70,1,3:27.0,,Defensive rebound by M. Morris,23,24
71,1,3:13.0,,A. Len misses 2-pt layup from 2 ft,23,24
72,1,3:12.0,Defensive rebound by S. Curry,,23,24
73,1,3:08.0,L. Barbosa makes 2-pt layup at rim (assist by S. Curry),,25,24
74,1,2:49.0,,D. Booker misses 3-pt jump shot from 25 ft,25,24
75,1,2:49.0,Defensive rebound by A. Iguodala,,25,24
76,1,2:42.0,,Offensive charge foul by D. Green (drawn by M. Morris),25,24
77,1,2:42.0,Turnover by D. Green (offensive foul),,25,24
78,1,2:26.0,,O. Johnson misses 3-pt jump shot from 23 ft,25,24
79,1,2:25.0,Defensive rebound by S. Curry,,25,24
80,1,2:17.0,L. Barbosa makes 2-pt layup from 1 ft (assist by A. Iguodala),,27,24
81,1,1:53.0,,M. Morris misses 3-pt jump shot from 25 ft,27,24
82,1,1:53.0,Defensive rebound by S. Curry,,27,24
83,1,1:45.0,L. Barbosa misses 2-pt layup at rim,,27,24
84,1,1:45.0,Offensive rebound by S. Curry,,27,24
85,1,1:45.0,Shooting foul by A. Len (drawn by S. Curry),,27,24
86,1,1:45.0,S. Curry makes free throw 1 of 2,,28,24
87,1,1:45.0,,M. Teletović enters the game for M. Morris,28,24
88,1,1:45.0,H. Barnes enters the game for D. Green,,28,24
89,1,1:45.0,S. Curry makes free throw 2 of 2,,29,24
90,1,1:20.0,,A. Len makes 2-pt dunk at rim,29,26
91,1,1:09.0,M. Speights misses 2-pt jump shot from 16 ft,,29,26
92,1,1:09.0,,Defensive rebound by D. Booker,29,26
93,1,0:55.0,,P. Tucker misses 2-pt jump shot from 6 ft,29,26
94,1,0:54.0,Defensive rebound by H. Barnes,,29,26
95,1,0:44.0,M. Speights misses 3-pt jump shot from 25 ft,,29,26
96,1,0:43.0,,Defensive rebound by P. Tucker,29,26
97,1,0:28.0,,Shooting foul by S. Curry (drawn by O. Johnson),29,26
98,1,0:28.0,,O. Johnson makes free throw 1 of 2,29,27
99,1,0:28.0,,O. Johnson makes free throw 2 of 2,29,28
100,1,0:09.0,H. Barnes misses 3-pt jump shot from 25 ft,,29,28
101,1,0:08.0,,Defensive rebound by A. Len,29,28
102,1,0:03.0,,Turnover by A. Len (bad pass),29,28
103,1,0:02.0,Turnover by A. Iguodala (bad pass; steal by A. Len),,29,28
104,2,11:46.0,,Turnover by A. Len (lost ball; steal by M. Speights),29,28
105,2,11:28.0,M. Speights makes 2-pt jump shot from 18 ft (assist by S. Livingston),,31,28
106,2,11:11.0,,M. Teletović makes 2-pt jump shot from 18 ft (assist by P. Tucker),31,30
107,2,10:56.0,Shooting foul by A. Goodwin (drawn by L. Barbosa),,31,30
108,2,10:56.0,L. Barbosa makes free throw 1 of 2,,32,30
109,2,10:56.0,L. Barbosa makes free throw 2 of 2,,33,30
110,2,10:44.0,,M. Teletović misses 2-pt jump shot from 19 ft,33,30
111,2,10:43.0,Defensive rebound by S. Livingston,,33,30
112,2,10:41.0,Turnover by S. Livingston (bad pass; steal by O. Johnson),,33,30
113,2,10:41.0,,Personal foul by L. Barbosa (drawn by O. Johnson),33,30
114,2,10:32.0,,Shooting foul by S. Livingston (drawn by O. Johnson),33,30
115,2,10:32.0,,O. Johnson makes free throw 1 of 2,33,31
116,2,10:32.0,,O. Johnson misses free throw 2 of 2,33,31
117,2,10:32.0,Defensive rebound by M. Speights,,33,31
118,2,10:20.0,L. Barbosa makes 2-pt jump shot from 4 ft,,35,31
119,2,10:04.0,,O. Johnson misses 3-pt jump shot from 25 ft,35,31
120,2,10:03.0,Defensive rebound by H. Barnes,,35,31
121,2,9:51.0,M. Speights misses 2-pt jump shot from 6 ft (block by A. Len),,35,31
122,2,9:49.0,,Defensive rebound by O. Johnson,35,31
123,2,9:43.0,,Turnover by P. Tucker (bad pass; steal by M. Speights),35,31
124,2,9:37.0,A. Iguodala misses 2-pt layup from 1 ft,,35,31
125,2,9:35.0,,Defensive rebound by A. Len,35,31
126,2,9:29.0,,O. Johnson misses 3-pt jump shot from 27 ft,35,31
127,2,9:27.0,Defensive rebound by H. Barnes,,35,31
128,2,9:12.0,A. Iguodala misses 3-pt jump shot from 25 ft,,35,31
129,2,9:11.0,,Defensive rebound by A. Len,35,31
130,2,9:01.0,,P. Tucker misses 3-pt jump shot from 25 ft,35,31
131,2,9:00.0,Defensive rebound by H. Barnes,,35,31
132,2,8:55.0,S. Livingston makes 2-pt jump shot from 16 ft,,37,31
133,2,8:36.0,,O. Johnson makes 2-pt layup at rim (assist by P. Tucker),37,33
134,2,8:34.0,Golden State full timeout,,37,33
135,2,8:34.0,,D. Booker enters the game for P. Tucker,37,33
136,2,8:34.0,K. Thompson enters the game for L. Barbosa,,37,33
137,2,8:34.0,A. Bogut enters the game for M. Speights,,37,33
138,2,8:20.0,Turnover by H. Barnes (lost ball; steal by M. Teletović),,37,33
139,2,7:55.0,,A. Goodwin misses 2-pt layup from 1 ft,37,33
140,2,7:52.0,,Offensive rebound by A. Len,37,33
141,2,7:52.0,,A. Len makes 2-pt dunk from 1 ft,37,35
142,2,7:42.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by H. Barnes),,39,35
143,2,7:26.0,,O. Johnson misses 2-pt layup from 1 ft,39,35
144,2,7:25.0,Defensive rebound by A. Bogut,,39,35
145,2,7:19.0,A. Iguodala misses 2-pt jump shot from 4 ft,,39,35
146,2,7:19.0,,Defensive rebound by Team,39,35
147,2,7:05.0,,A. Len misses 2-pt jump shot from 19 ft,39,35
148,2,7:04.0,Defensive rebound by A. Bogut,,39,35
149,2,6:39.0,K. Thompson misses 2-pt jump shot from 11 ft,,39,35
150,2,6:38.0,,Defensive rebound by M. Teletović,39,35
151,2,6:15.0,,A. Len misses 2-pt jump shot from 17 ft,39,35
152,2,6:14.0,Defensive rebound by A. Iguodala,,39,35
153,2,6:06.0,Def 3 sec tech foul by A. Len,,39,35
154,2,6:06.0,K. Thompson makes technical free throw,,40,35
155,2,6:06.0,,P. Tucker enters the game for O. Johnson,40,35
156,2,6:06.0,S. Curry enters the game for A. Iguodala,,40,35
157,2,6:06.0,D. Green enters the game for H. Barnes,,40,35
158,2,5:58.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,43,35
159,2,5:37.0,,M. Teletović misses 2-pt jump shot from 3 ft,43,35
160,2,5:37.0,Defensive rebound by K. Thompson,,43,35
161,2,5:30.0,D. Green misses 2-pt layup at rim,,43,35
162,2,5:29.0,,Defensive rebound by A. Len,43,35
163,2,5:17.0,,D. Booker misses 2-pt jump shot from 19 ft,43,35
164,2,5:15.0,Defensive rebound by S. Curry,,43,35
165,2,5:13.0,Personal take foul by M. Teletović (drawn by S. Curry),,43,35
166,2,5:13.0,Official timeout,,43,35
167,2,5:13.0,,T. Chandler enters the game for A. Len,43,35
168,2,5:13.0,,M. Morris enters the game for M. Teletović,43,35
169,2,5:10.0,Turnover by D. Green (step out of bounds),,43,35
170,2,4:48.0,,M. Morris misses 2-pt jump shot from 6 ft,43,35
171,2,4:47.0,Defensive rebound by A. Bogut,,43,35
172,2,4:40.0,K. Thompson misses 3-pt jump shot from 24 ft,,43,35
173,2,4:39.0,,Defensive rebound by D. Booker,43,35
174,2,4:25.0,,Personal foul by D. Green (drawn by M. Morris),43,35
175,2,4:25.0,B. Rush enters the game for S. Livingston,,43,35
176,2,4:15.0,,A. Goodwin misses 3-pt jump shot from 25 ft,43,35
177,2,4:14.0,Defensive rebound by D. Green,,43,35
178,2,3:51.0,A. Bogut makes 2-pt layup at rim (assist by S. Curry),,45,35
179,2,3:33.0,,T. Chandler misses 2-pt jump shot from 16 ft,45,35
180,2,3:33.0,Defensive rebound by A. Bogut,,45,35
181,2,3:29.0,S. Curry makes 3-pt jump shot from 28 ft,,48,35
182,2,3:25.0,,Phoenix full timeout,48,35
183,2,3:16.0,,Def 3 sec tech foul by A. Bogut,48,35
184,2,3:16.0,,D. Booker misses technical free throw,48,35
185,2,3:16.0,,Offensive rebound by Team,48,35
186,2,3:12.0,,M. Morris misses 2-pt jump shot from 21 ft,48,35
187,2,3:11.0,Defensive rebound by B. Rush,,48,35
188,2,3:03.0,S. Curry makes 3-pt jump shot from 29 ft,,51,35
189,2,2:49.0,,Turnover by D. Booker (bad pass; steal by K. Thompson),51,35
190,2,2:41.0,S. Curry misses 3-pt jump shot from 26 ft,,51,35
191,2,2:41.0,,Defensive rebound by Team,51,35
192,2,2:41.0,,O. Johnson enters the game for A. Goodwin,51,35
193,2,2:28.0,,Turnover by T. Chandler (bad pass; steal by S. Curry),51,35
194,2,2:28.0,Personal foul by O. Johnson (drawn by S. Curry),,51,35
195,2,2:15.0,Shooting foul by M. Morris (drawn by D. Green),,51,35
196,2,2:15.0,D. Green makes free throw 1 of 2,,52,35
197,2,2:15.0,D. Green makes free throw 2 of 2,,53,35
198,2,1:57.0,,T. Chandler makes 2-pt dunk at rim (assist by M. Morris),53,37
199,2,1:42.0,S. Curry misses 2-pt hook shot from 4 ft,,53,37
200,2,1:40.0,,Defensive rebound by D. Booker,53,37
201,2,1:30.0,,M. Morris makes 2-pt layup at rim (assist by D. Booker),53,39
202,2,1:25.0,Shooting foul by P. Tucker (drawn by B. Rush),,53,39
203,2,1:25.0,B. Rush makes free throw 1 of 2,,54,39
204,2,1:25.0,I. Clark enters the game for K. Thompson,,54,39
205,2,1:25.0,B. Rush makes free throw 2 of 2,,55,39
206,2,1:10.0,,O. Johnson misses 3-pt jump shot from 24 ft,55,39
207,2,1:10.0,Defensive rebound by B. Rush,,55,39
208,2,1:03.0,D. Green misses 3-pt jump shot from 26 ft,,55,39
209,2,1:02.0,,Defensive rebound by D. Booker,55,39
210,2,0:55.0,,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),55,41
211,2,0:54.0,Golden State full timeout,,55,41
212,2,0:54.0,M. Speights enters the game for A. Bogut,,55,41
