,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DALLAS_ACTION,CHICAGO_SCORE,DALLAS_SCORE
0,1,11:45.0,N. Mirotić misses 2-pt hook shot from 6 ft,,0,0
1,1,11:44.0,Offensive rebound by N. Mirotić,,0,0
2,1,11:38.0,T. Gibson makes 2-pt jump shot from 14 ft (assist by J. Butler),,2,0
3,1,11:14.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by R. Felton),2,3
4,1,10:58.0,J. Butler misses 2-pt jump shot from 19 ft,,2,3
5,1,10:57.0,Offensive rebound by D. Rose,,2,3
6,1,10:48.0,J. Butler makes 3-pt jump shot from 24 ft (assist by D. Rose),,5,3
7,1,10:39.0,,Turnover by J. Barea (bad pass; steal by J. Butler),5,3
8,1,10:38.0,Personal take foul by D. Nowitzki (drawn by J. Butler),,5,3
9,1,10:24.0,N. Mirotić makes 2-pt jump shot from 12 ft (assist by J. Butler),,7,3
10,1,10:15.0,,Personal foul by T. Gibson (drawn by D. Nowitzki),7,3
11,1,10:15.0,,C. Parsons enters the game for R. Felton,7,3
12,1,10:04.0,,Z. Pachulia misses 2-pt jump shot from 15 ft,7,3
13,1,10:03.0,Defensive rebound by J. Butler,,7,3
14,1,9:51.0,N. Mirotić makes 3-pt jump shot from 22 ft,,10,3
15,1,9:39.0,,Turnover by C. Parsons (lost ball; steal by P. Gasol),10,3
16,1,9:28.0,P. Gasol makes 2-pt layup from 1 ft (assist by N. Mirotić),,12,3
17,1,9:27.0,,Dallas full timeout,12,3
18,1,9:07.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),12,5
19,1,8:50.0,T. Gibson makes 2-pt jump shot from 17 ft (assist by J. Butler),,14,5
20,1,8:37.0,,J. Barea makes 3-pt jump shot from 24 ft,14,8
21,1,8:28.0,D. Rose makes 2-pt layup from 1 ft,,16,8
22,1,8:12.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,16,8
23,1,8:12.0,,Offensive rebound by Z. Pachulia,16,8
24,1,8:08.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),16,11
25,1,7:51.0,P. Gasol misses 2-pt jump shot from 18 ft,,16,11
26,1,7:50.0,,Defensive rebound by C. Parsons,16,11
27,1,7:35.0,,Shooting foul by D. Rose (drawn by Z. Pachulia),16,11
28,1,7:35.0,,Z. Pachulia makes free throw 1 of 2,16,12
29,1,7:35.0,,Z. Pachulia makes free throw 2 of 2,16,13
30,1,7:17.0,N. Mirotić misses 3-pt jump shot from 26 ft,,16,13
31,1,7:16.0,,Defensive rebound by D. Nowitzki,16,13
32,1,7:05.0,,C. Parsons misses 3-pt jump shot from 25 ft,16,13
33,1,7:04.0,Defensive rebound by J. Butler,,16,13
34,1,6:47.0,T. Gibson makes 2-pt dunk at rim,,18,13
35,1,6:33.0,,Z. Pachulia makes 2-pt jump shot from 17 ft (assist by D. Nowitzki),18,15
36,1,6:15.0,Turnover by J. Butler (bad pass; steal by C. Parsons),,18,15
37,1,6:10.0,,C. Parsons makes 2-pt layup from 1 ft,18,17
38,1,5:46.0,T. Gibson makes 2-pt jump shot from 15 ft,,20,17
39,1,5:37.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),20,20
40,1,5:36.0,Chicago full timeout,,20,20
41,1,5:36.0,,R. Felton enters the game for D. Nowitzki,20,20
42,1,5:36.0,,D. Powell enters the game for J. Barea,20,20
43,1,5:21.0,D. Rose misses 3-pt jump shot from 23 ft,,20,20
44,1,5:20.0,,Defensive rebound by D. Powell,20,20
45,1,4:59.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by R. Felton),20,23
46,1,4:47.0,D. Rose makes 2-pt jump shot from 10 ft,,22,23
47,1,4:25.0,,W. Matthews misses 3-pt jump shot from 25 ft,22,23
48,1,4:24.0,Defensive rebound by J. Butler,,22,23
49,1,4:16.0,Offensive foul by T. Gibson (drawn by D. Powell),,22,23
50,1,4:16.0,Turnover by T. Gibson (offensive foul),,22,23
51,1,4:16.0,K. Hinrich enters the game for D. Rose,,22,23
52,1,4:16.0,B. Portis enters the game for T. Gibson,,22,23
53,1,4:00.0,,Turnover by C. Parsons (bad pass),22,23
54,1,3:35.0,J. Butler misses 2-pt jump shot from 16 ft,,22,23
55,1,3:34.0,,Defensive rebound by D. Powell,22,23
56,1,3:21.0,,C. Parsons misses 2-pt jump shot from 21 ft,22,23
57,1,3:21.0,Defensive rebound by Team,,22,23
58,1,3:08.0,Personal block foul by D. Powell (drawn by N. Mirotić),,22,23
59,1,3:08.0,N. Mirotić makes free throw 1 of 2,,23,23
60,1,3:08.0,N. Mirotić makes free throw 2 of 2,,24,23
61,1,2:48.0,,D. Powell misses 2-pt jump shot from 3 ft (block by P. Gasol),24,23
62,1,2:46.0,Defensive rebound by P. Gasol,,24,23
63,1,2:34.0,P. Gasol misses 2-pt jump shot from 4 ft,,24,23
64,1,2:33.0,Offensive rebound by P. Gasol,,24,23
65,1,2:32.0,P. Gasol makes 2-pt layup at rim,,26,23
66,1,2:10.0,,R. Felton makes 2-pt jump shot from 9 ft,26,25
67,1,1:44.0,J. Butler misses 3-pt jump shot from 24 ft,,26,25
68,1,1:43.0,,Defensive rebound by Z. Pachulia,26,25
69,1,1:33.0,,Shooting block foul by P. Gasol (drawn by R. Felton),26,25
70,1,1:33.0,,R. Felton makes free throw 1 of 2,26,26
71,1,1:33.0,,D. Harris enters the game for W. Matthews,26,26
72,1,1:33.0,,D. Nowitzki enters the game for Z. Pachulia,26,26
73,1,1:33.0,,J. McGee enters the game for D. Powell,26,26
74,1,1:33.0,D. McDermott enters the game for N. Mirotić,,26,26
75,1,1:33.0,C. Bairstow enters the game for P. Gasol,,26,26
76,1,1:33.0,,R. Felton makes free throw 2 of 2,26,27
77,1,1:33.0,Turnover by B. Portis (inbound),,26,27
78,1,1:16.0,,R. Felton makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),26,30
79,1,1:01.0,Turnover by J. Butler (bad pass),,26,30
80,1,0:51.0,,R. Felton misses 2-pt jump shot from 3 ft,26,30
81,1,0:50.0,Defensive rebound by J. Butler,,26,30
82,1,0:39.0,K. Hinrich misses 3-pt jump shot from 23 ft,,26,30
83,1,0:38.0,,Defensive rebound by D. Nowitzki,26,30
84,1,0:18.0,,Turnover by D. Nowitzki (bad pass; steal by B. Portis),26,30
85,1,0:14.0,Offensive foul by B. Portis (drawn by R. Felton),,26,30
86,1,0:14.0,Turnover by B. Portis (offensive foul),,26,30
87,1,0:04.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by R. Felton),26,33
88,1,0:01.0,Turnover by J. Butler (lost ball; steal by D. Harris),,26,33
89,2,11:47.0,,C. Parsons misses 2-pt layup at rim (block by D. McDermott),26,33
90,2,11:45.0,Defensive rebound by B. Portis,,26,33
91,2,11:34.0,T. Gibson misses 2-pt jump shot from 15 ft,,26,33
92,2,11:33.0,,Defensive rebound by R. Felton,26,33
93,2,11:12.0,,R. Felton misses 3-pt jump shot from 24 ft,26,33
94,2,11:10.0,Defensive rebound by A. Brooks,,26,33
95,2,11:03.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by A. Brooks),,29,33
96,2,10:42.0,,D. Harris misses 2-pt jump shot from 6 ft,29,33
97,2,10:41.0,Defensive rebound by T. Gibson,,29,33
98,2,10:36.0,D. McDermott misses 3-pt jump shot from 25 ft,,29,33
99,2,10:35.0,,Defensive rebound by J. McGee,29,33
100,2,10:23.0,,C. Parsons makes 2-pt layup at rim (assist by D. Harris),29,35
101,2,10:11.0,Personal foul by D. Harris (drawn by K. Hinrich),,29,35
102,2,10:11.0,,W. Matthews enters the game for C. Parsons,29,35
103,2,10:11.0,,J. Barea enters the game for R. Felton,29,35
104,2,10:11.0,,C. Villanueva enters the game for D. Nowitzki,29,35
105,2,10:06.0,Personal block foul by C. Villanueva (drawn by K. Hinrich),,29,35
106,2,9:59.0,B. Portis misses 2-pt jump shot from 17 ft,,29,35
107,2,9:58.0,Offensive rebound by T. Gibson,,29,35
108,2,9:53.0,K. Hinrich misses 3-pt jump shot from 24 ft,,29,35
109,2,9:52.0,Offensive rebound by T. Gibson,,29,35
110,2,9:44.0,A. Brooks misses 2-pt jump shot from 5 ft,,29,35
111,2,9:44.0,Offensive rebound by T. Gibson,,29,35
112,2,9:44.0,,Loose ball foul by C. Villanueva (drawn by T. Gibson),29,35
113,2,9:44.0,N. Mirotić enters the game for B. Portis,,29,35
114,2,9:39.0,D. McDermott makes 2-pt jump shot from 6 ft,,31,35
115,2,9:21.0,,C. Villanueva misses 3-pt jump shot from 24 ft,31,35
116,2,9:20.0,Defensive rebound by N. Mirotić,,31,35
117,2,9:05.0,D. McDermott makes 2-pt jump shot from 12 ft (assist by K. Hinrich),,33,35
118,2,9:04.0,,Dallas full timeout,33,35
119,2,9:04.0,,D. Powell enters the game for C. Villanueva,33,35
120,2,9:04.0,D. Rose enters the game for T. Gibson,,33,35
121,2,9:04.0,P. Gasol enters the game for K. Hinrich,,33,35
122,2,8:52.0,,Turnover by D. Harris (bad pass),33,35
