,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,UTAH_ACTION,PHILADELPHIA_SCORE,UTAH_SCORE
117,2,10:53.0,Turnover by R. Covington (bad pass; steal by E. Millsap),,23,37
118,2,10:46.0,,E. Millsap makes 2-pt layup from 1 ft (assist by J. Ingles),23,39
119,2,10:29.0,T. McConnell misses 2-pt jump shot from 3 ft (block by T. Booker),,23,39
120,2,10:29.0,Offensive rebound by Team,,23,39
121,2,10:29.0,,R. Neto enters the game for J. Ingles,23,39
122,2,10:28.0,I. Canaan makes 2-pt layup from 2 ft (assist by N. Stauskas),,25,39
123,2,10:28.0,Shooting foul by R. Neto (drawn by I. Canaan),,25,39
124,2,10:28.0,I. Canaan misses free throw 1 of 1,,25,39
125,2,10:27.0,,Defensive rebound by T. Booker,25,39
126,2,10:12.0,,T. Burke misses 2-pt jump shot from 17 ft,25,39
127,2,10:12.0,Defensive rebound by I. Canaan,,25,39
128,2,10:04.0,R. Covington misses 2-pt layup from 2 ft (block by E. Millsap),,25,39
129,2,10:03.0,Offensive rebound by N. Noel,,25,39
130,2,10:00.0,N. Noel makes 2-pt layup from 2 ft,,27,39
131,2,9:52.0,,Personal foul by I. Canaan (drawn by R. Neto),27,39
132,2,9:52.0,H. Thompson enters the game for N. Stauskas,,27,39
133,2,9:46.0,,T. Booker misses 2-pt layup from 2 ft (block by N. Noel),27,39
134,2,9:45.0,Defensive rebound by I. Canaan,,27,39
135,2,9:45.0,Personal foul by T. Burke (drawn by I. Canaan),,27,39
136,2,9:45.0,,J. Ingles enters the game for R. Neto,27,39
137,2,9:34.0,H. Thompson misses 2-pt jump shot from 20 ft,,27,39
138,2,9:33.0,,Defensive rebound by T. Booker,27,39
139,2,9:16.0,,Personal foul by R. Covington (drawn by E. Millsap),27,39
140,2,9:16.0,,T. Lyles enters the game for T. Booker,27,39
141,2,9:07.0,,T. Burke makes 2-pt jump shot from 10 ft,27,41
142,2,9:07.0,Philadelphia full timeout,,27,41
143,2,8:54.0,Turnover by N. Noel (bad pass),,27,41
144,2,8:34.0,I. Smith enters the game for T. McConnell,,27,41
145,2,8:30.0,,T. Lyles makes 2-pt jump shot from 9 ft (assist by T. Burke),27,43
146,2,8:10.0,Turnover by I. Smith (bad pass; steal by C. Johnson),,27,43
147,2,8:04.0,,C. Johnson makes 2-pt layup from 1 ft,27,45
148,2,8:01.0,Philadelphia full timeout,,27,45
149,2,7:47.0,R. Covington misses 3-pt jump shot from 24 ft,,27,45
150,2,7:45.0,,Defensive rebound by C. Johnson,27,45
151,2,7:27.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by E. Millsap),27,48
152,2,7:11.0,H. Thompson makes 3-pt jump shot from 23 ft (assist by I. Smith),,30,48
153,2,7:11.0,Shooting foul by E. Millsap (drawn by H. Thompson),,30,48
154,2,7:11.0,H. Thompson makes free throw 1 of 1,,31,48
155,2,6:58.0,,Shooting foul by I. Smith (drawn by T. Burke),31,48
156,2,6:58.0,,T. Burke makes free throw 1 of 2,31,49
157,2,6:58.0,,T. Burke makes free throw 2 of 2,31,50
158,2,6:49.0,I. Canaan misses 2-pt jump shot from 3 ft,,31,50
159,2,6:48.0,,Defensive rebound by T. Lyles,31,50
160,2,6:47.0,,Turnover by T. Lyles (bad pass; steal by I. Smith),31,50
161,2,6:44.0,Shooting foul by T. Lyles (drawn by I. Smith),,31,50
162,2,6:44.0,I. Smith makes free throw 1 of 2,,32,50
163,2,6:44.0,I. Smith makes free throw 2 of 2,,33,50
164,2,6:33.0,,Turnover by T. Burke (lost ball; steal by H. Thompson),33,50
165,2,6:24.0,I. Smith makes 2-pt layup from 2 ft,,35,50
166,2,6:15.0,,Utah full timeout,35,50
167,2,6:15.0,,J. Withey enters the game for J. Ingles,35,50
168,2,6:15.0,,R. Neto enters the game for E. Millsap,35,50
169,2,6:15.0,,G. Hayward enters the game for T. Burke,35,50
170,2,6:15.0,C. Landry enters the game for R. Covington,,35,50
171,2,6:06.0,,G. Hayward misses 2-pt jump shot from 4 ft,35,50
172,2,6:05.0,,Offensive rebound by C. Johnson,35,50
173,2,5:58.0,,T. Lyles misses 2-pt jump shot from 4 ft (block by N. Noel),35,50
174,2,5:56.0,,Offensive rebound by C. Johnson,35,50
175,2,5:53.0,,J. Withey makes 2-pt dunk at rim (assist by C. Johnson),35,52
176,2,5:43.0,I. Smith misses 2-pt layup at rim (block by J. Withey),,35,52
177,2,5:43.0,Offensive rebound by Team,,35,52
178,2,5:37.0,Personal foul by R. Neto (drawn by I. Smith),,35,52
179,2,5:37.0,I. Smith makes free throw 1 of 2,,36,52
180,2,5:37.0,I. Smith makes free throw 2 of 2,,37,52
181,2,5:23.0,,G. Hayward misses 2-pt jump shot from 12 ft,37,52
182,2,5:23.0,Defensive rebound by I. Canaan,,37,52
183,2,5:12.0,I. Smith misses 2-pt jump shot from 19 ft,,37,52
184,2,5:11.0,,Defensive rebound by T. Lyles,37,52
185,2,5:01.0,,J. Withey misses 2-pt hook shot from 5 ft,37,52
186,2,4:57.0,Defensive rebound by N. Noel,,37,52
187,2,4:43.0,I. Canaan misses 3-pt jump shot from 24 ft,,37,52
188,2,4:42.0,,Defensive rebound by J. Withey,37,52
189,2,4:32.0,,Personal foul by H. Thompson (drawn by G. Hayward),37,52
190,2,4:32.0,J. Sampson enters the game for I. Canaan,,37,52
191,2,4:32.0,R. Holmes enters the game for N. Noel,,37,52
192,2,4:32.0,,T. Burke enters the game for R. Neto,37,52
193,2,4:32.0,,T. Booker enters the game for T. Lyles,37,52
194,2,4:19.0,,G. Hayward misses 3-pt jump shot from 23 ft,37,52
195,2,4:18.0,,Offensive rebound by Team,37,52
196,2,4:18.0,,Turnover by Team (shot clock),37,52
197,2,4:03.0,C. Landry misses 2-pt jump shot from 11 ft,,37,52
198,2,4:02.0,,Defensive rebound by T. Burke,37,52
199,2,3:49.0,,T. Burke misses 3-pt jump shot from 24 ft,37,52
200,2,3:48.0,,Offensive rebound by J. Withey,37,52
201,2,3:47.0,,Personal foul by R. Holmes (drawn by J. Withey),37,52
202,2,3:47.0,,J. Withey makes free throw 1 of 2,37,53
203,2,3:47.0,,J. Withey makes free throw 2 of 2,37,54
204,2,3:36.0,H. Thompson misses 2-pt jump shot from 22 ft,,37,54
205,2,3:35.0,,Defensive rebound by J. Withey,37,54
206,2,3:26.0,,G. Hayward makes 2-pt jump shot from 18 ft,37,56
207,2,2:59.0,I. Smith misses 2-pt jump shot from 16 ft,,37,56
208,2,2:59.0,,Defensive rebound by J. Withey,37,56
209,2,2:48.0,,T. Burke misses 2-pt jump shot from 10 ft,37,56
210,2,2:48.0,Defensive rebound by Team,,37,56
211,2,2:48.0,Philadelphia full timeout,,37,56
212,2,2:48.0,T. McConnell enters the game for C. Landry,,37,56
213,2,2:48.0,J. Grant enters the game for I. Smith,,37,56
214,2,2:34.0,J. Grant makes 2-pt jump shot from 19 ft,,39,56
215,2,2:11.0,,G. Hayward misses 2-pt jump shot from 14 ft,39,56
216,2,2:11.0,Defensive rebound by J. Grant,,39,56
217,2,2:00.0,Turnover by J. Sampson (bad pass; steal by C. Johnson),,39,56
218,2,1:57.0,,Shooting block foul by J. Grant (drawn by C. Johnson),39,56
219,2,1:57.0,,C. Johnson misses free throw 1 of 2,39,56
220,2,1:57.0,,Offensive rebound by Team,39,56
221,2,1:57.0,R. Covington enters the game for J. Grant,,39,56
222,2,1:57.0,,C. Johnson makes free throw 2 of 2,39,57
223,2,1:39.0,R. Holmes misses 3-pt jump shot from 24 ft,,39,57
224,2,1:39.0,,Defensive rebound by T. Booker,39,57
225,2,1:32.0,,G. Hayward misses 2-pt layup from 2 ft (block by R. Holmes),39,57
226,2,1:30.0,Defensive rebound by T. McConnell,,39,57
227,2,1:23.0,H. Thompson misses 3-pt jump shot from 24 ft,,39,57
228,2,1:22.0,Offensive rebound by R. Covington,,39,57
229,2,1:20.0,R. Covington makes 2-pt layup from 2 ft,,41,57
230,2,0:59.0,,Shooting foul by R. Holmes (drawn by G. Hayward),41,57
231,2,0:59.0,,G. Hayward misses free throw 1 of 2,41,57
232,2,0:59.0,,Offensive rebound by Team,41,57
233,2,0:59.0,N. Noel enters the game for R. Holmes,,41,57
234,2,0:59.0,,J. Ingles enters the game for C. Johnson,41,57
235,2,0:59.0,,G. Hayward makes free throw 2 of 2,41,58
236,2,0:48.0,J. Sampson makes 2-pt jump shot from 6 ft,,43,58
237,2,0:33.0,,T. Burke misses 2-pt layup from 2 ft,43,58
238,2,0:33.0,Defensive rebound by Team,,43,58
239,2,0:33.0,,Loose ball foul by T. Booker (drawn by T. McConnell),43,58
240,2,0:33.0,T. McConnell makes free throw 1 of 2,,44,58
241,2,0:33.0,,C. Johnson enters the game for T. Booker,44,58
242,2,0:33.0,T. McConnell makes free throw 2 of 2,,45,58
243,2,0:13.0,,J. Ingles misses 3-pt jump shot from 24 ft,45,58
244,2,0:13.0,Defensive rebound by J. Sampson,,45,58
245,2,0:01.0,J. Sampson misses 2-pt jump shot from 10 ft,,45,58
246,2,0:00.0,,Defensive rebound by J. Ingles,45,58
247,3,11:39.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Hood),45,61
248,3,11:12.0,Turnover by N. Noel (bad pass; steal by G. Hayward),,45,61
249,3,11:09.0,,Turnover by J. Withey (bad pass; steal by I. Smith),45,61
250,3,11:05.0,I. Smith misses 2-pt layup at rim,,45,61
251,3,11:05.0,,Defensive rebound by J. Withey,45,61
252,3,11:04.0,,Turnover by J. Withey (bad pass),45,61
253,3,10:46.0,Shooting foul by J. Withey (drawn by I. Canaan),,45,61
254,3,10:46.0,I. Canaan makes free throw 1 of 2,,46,61
255,3,10:46.0,I. Canaan misses free throw 2 of 2,,46,61
256,3,10:45.0,Offensive rebound by J. Grant,,46,61
257,3,10:41.0,Turnover by I. Smith (lost ball),,46,61
258,3,10:29.0,,Turnover by R. Neto (traveling),46,61
259,3,10:19.0,J. Grant makes 3-pt jump shot from 24 ft (assist by I. Smith),,49,61
260,3,10:09.0,,Personal foul by J. Grant (drawn by T. Lyles),49,61
261,3,10:09.0,Technical foul by J. Grant,,49,61
262,3,10:09.0,,G. Hayward makes technical free throw,49,62
263,3,10:02.0,,G. Hayward misses 3-pt jump shot from 24 ft,49,62
264,3,10:02.0,,Offensive rebound by J. Withey,49,62
265,3,10:00.0,R. Holmes enters the game for J. Grant,,49,62
266,3,9:54.0,,R. Hood makes 2-pt jump shot from 11 ft,49,64
267,3,9:33.0,R. Holmes misses 2-pt hook shot from 5 ft,,49,64
268,3,9:32.0,Offensive rebound by I. Smith,,49,64
269,3,9:26.0,I. Canaan misses 3-pt jump shot from 24 ft,,49,64
270,3,9:25.0,Offensive rebound by Team,,49,64
271,3,9:23.0,Turnover by H. Thompson (traveling),,49,64
272,3,9:00.0,,T. Lyles misses 2-pt layup from 1 ft,49,64
273,3,8:59.0,,Offensive rebound by J. Withey,49,64
274,3,8:57.0,,J. Withey misses 2-pt hook shot from 5 ft,49,64
275,3,8:54.0,,Offensive rebound by T. Lyles,49,64
276,3,8:54.0,,T. Lyles misses 2-pt layup at rim,49,64
277,3,8:50.0,,Offensive rebound by J. Withey,49,64
278,3,8:50.0,,J. Withey misses 2-pt layup from 1 ft,49,64
279,3,8:49.0,Defensive rebound by N. Noel,,49,64
280,3,8:44.0,Turnover by I. Smith (bad pass; steal by G. Hayward),,49,64
281,3,8:42.0,,Clear path foul by H. Thompson,49,64
282,3,8:42.0,,G. Hayward makes clear path free throw 1 of 2,49,65
283,3,8:42.0,,G. Hayward makes clear path free throw 2 of 2,49,66
284,3,8:42.0,N. Stauskas enters the game for H. Thompson,,49,66
285,3,8:33.0,,R. Hood misses 2-pt jump shot from 16 ft,49,66
286,3,8:32.0,Defensive rebound by I. Canaan,,49,66
287,3,8:18.0,R. Holmes misses 2-pt layup from 2 ft (block by J. Withey),,49,66
288,3,8:16.0,,Defensive rebound by J. Withey,49,66
289,3,8:11.0,,R. Neto makes 2-pt layup from 2 ft (assist by J. Withey),49,68
290,3,8:00.0,Shooting foul by J. Withey (drawn by R. Holmes),,49,68
291,3,8:00.0,R. Holmes makes free throw 1 of 2,,50,68
292,3,8:00.0,R. Covington enters the game for I. Canaan,,50,68
293,3,8:00.0,R. Holmes misses free throw 2 of 2,,50,68
294,3,7:59.0,,Defensive rebound by G. Hayward,50,68
295,3,7:40.0,,G. Hayward misses 2-pt jump shot from 12 ft,50,68
296,3,7:40.0,Defensive rebound by R. Holmes,,50,68
297,3,7:29.0,R. Holmes makes 3-pt jump shot from 25 ft (assist by I. Smith),,53,68
298,3,7:19.0,,Shooting foul by R. Holmes (drawn by R. Hood),53,68
299,3,7:19.0,,R. Hood makes free throw 1 of 2,53,69
300,3,7:19.0,J. Sampson enters the game for N. Noel,,53,69
301,3,7:19.0,,T. Booker enters the game for T. Lyles,53,69
302,3,7:19.0,,R. Hood makes free throw 2 of 2,53,70
303,3,7:07.0,Turnover by I. Smith (bad pass; steal by R. Hood),,53,70
304,3,6:50.0,,G. Hayward misses 2-pt layup from 2 ft,53,70
305,3,6:49.0,Defensive rebound by R. Covington,,53,70
306,3,6:39.0,R. Covington misses 3-pt jump shot from 25 ft,,53,70
307,3,6:39.0,,Defensive rebound by J. Withey,53,70
308,3,6:25.0,,G. Hayward misses 2-pt jump shot from 12 ft,53,70
309,3,6:24.0,Defensive rebound by J. Sampson,,53,70
310,3,6:09.0,J. Sampson misses 3-pt jump shot from 24 ft,,53,70
311,3,6:08.0,Offensive rebound by R. Holmes,,53,70
312,3,6:07.0,R. Holmes makes 2-pt layup at rim,,55,70
313,3,6:07.0,,Utah full timeout,55,70
314,3,5:49.0,,Shooting foul by J. Sampson (drawn by R. Neto),55,70
315,3,5:49.0,,R. Neto makes free throw 1 of 2,55,71
316,3,5:49.0,,R. Neto makes free throw 2 of 2,55,72
317,3,5:37.0,J. Sampson misses 2-pt jump shot from 5 ft,,55,72
318,3,5:35.0,Offensive rebound by R. Holmes,,55,72
319,3,5:33.0,R. Holmes makes 2-pt dunk at rim,,57,72
320,3,5:20.0,,Turnover by R. Hood (lost ball),57,72
321,3,5:20.0,,J. Ingles enters the game for J. Withey,57,72
322,3,5:10.0,I. Smith makes 2-pt layup from 2 ft,,59,72
323,3,4:52.0,,R. Hood misses 3-pt jump shot from 24 ft,59,72
324,3,4:52.0,Defensive rebound by J. Sampson,,59,72
325,3,4:46.0,I. Smith makes 2-pt layup from 1 ft (assist by J. Sampson),,61,72
326,3,4:46.0,Shooting foul by R. Neto (drawn by I. Smith),,61,72
327,3,4:46.0,,E. Millsap enters the game for R. Hood,61,72
328,3,4:46.0,,T. Burke enters the game for R. Neto,61,72
329,3,4:46.0,I. Smith makes free throw 1 of 1,,62,72
330,3,4:34.0,,Personal foul by J. Sampson (drawn by T. Booker),62,72
331,3,4:34.0,,T. Booker makes free throw 1 of 2,62,73
332,3,4:34.0,,T. Booker makes free throw 2 of 2,62,74
333,3,4:22.0,R. Holmes makes 2-pt layup from 1 ft (assist by I. Smith),,64,74
334,3,4:08.0,,E. Millsap misses 2-pt layup from 2 ft,64,74
335,3,4:08.0,Defensive rebound by Team,,64,74
336,3,4:08.0,Philadelphia full timeout,,64,74
337,3,3:55.0,I. Smith misses 2-pt jump shot from 18 ft,,64,74
338,3,3:53.0,,Defensive rebound by T. Booker,64,74
339,3,3:30.0,,T. Burke misses 2-pt jump shot from 7 ft (block by R. Holmes),64,74
340,3,3:29.0,,Offensive rebound by Team,64,74
341,3,3:29.0,,Turnover by Team (shot clock),64,74
342,3,3:21.0,I. Smith makes 2-pt layup from 2 ft,,66,74
343,3,2:57.0,,C. Johnson enters the game for E. Millsap,66,74
344,3,2:55.0,,Turnover by Team (shot clock),66,74
345,3,2:43.0,I. Smith makes 2-pt jump shot from 17 ft,,68,74
346,3,2:20.0,,T. Burke makes 2-pt jump shot from 20 ft,68,76
347,3,2:07.0,J. Sampson makes 2-pt layup from 2 ft (assist by I. Smith),,70,76
348,3,1:47.0,,T. Booker misses 2-pt layup from 1 ft,70,76
349,3,1:47.0,Defensive rebound by R. Covington,,70,76
350,3,1:47.0,,Technical foul by T. Booker,70,76
351,3,1:47.0,R. Covington makes technical free throw,,71,76
352,3,1:47.0,N. Noel enters the game for R. Holmes,,71,76
353,3,1:47.0,,R. Hood enters the game for G. Hayward,71,76
354,3,1:47.0,H. Thompson enters the game for J. Sampson,,71,76
355,3,1:35.0,R. Covington makes 3-pt jump shot from 24 ft (assist by N. Stauskas),,74,76
356,3,1:12.0,,Turnover by T. Burke (bad pass),74,76
357,3,0:52.0,I. Smith makes 2-pt layup from 3 ft,,76,76
358,3,0:38.0,,R. Hood misses 2-pt jump shot from 15 ft,76,76
359,3,0:37.0,Defensive rebound by I. Smith,,76,76
360,3,0:30.0,N. Noel makes 2-pt dunk at rim (assist by I. Smith),,78,76
361,3,0:07.0,,C. Johnson makes 2-pt jump shot from 21 ft,78,78
362,3,0:01.0,I. Smith misses 2-pt layup from 3 ft,,78,78
363,3,0:00.0,,Defensive rebound by T. Burke,78,78
364,4,11:48.0,Turnover by N. Stauskas (bad pass; steal by J. Withey),,78,78
365,4,11:34.0,,Turnover by J. Ingles (lost ball),78,78
366,4,11:16.0,R. Covington makes 2-pt layup from 1 ft (assist by T. McConnell),,80,78
367,4,10:49.0,,Turnover by J. Ingles (bad pass; steal by T. McConnell),80,78
368,4,10:41.0,T. McConnell misses 2-pt layup from 2 ft,,80,78
369,4,10:41.0,,Defensive rebound by R. Hood,80,78
370,4,10:22.0,,R. Hood misses 3-pt jump shot from 23 ft,80,78
371,4,10:22.0,Defensive rebound by H. Thompson,,80,78
372,4,10:11.0,H. Thompson misses 3-pt jump shot from 24 ft,,80,78
373,4,10:11.0,,Defensive rebound by C. Johnson,80,78
374,4,9:57.0,,J. Ingles misses 2-pt layup from 2 ft (block by N. Noel),80,78
375,4,9:57.0,,Offensive rebound by Team,80,78
376,4,9:57.0,J. Grant enters the game for R. Covington,,80,78
377,4,9:57.0,,G. Hayward enters the game for J. Ingles,80,78
378,4,9:49.0,,R. Hood misses 3-pt jump shot from 24 ft,80,78
379,4,9:48.0,Defensive rebound by N. Noel,,80,78
380,4,9:40.0,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),,82,78
381,4,9:40.0,Shooting foul by R. Hood (drawn by N. Noel),,82,78
382,4,9:40.0,,T. Burke enters the game for R. Neto,82,78
383,4,9:40.0,,E. Millsap enters the game for C. Johnson,82,78
384,4,9:40.0,N. Noel misses free throw 1 of 1,,82,78
385,4,9:39.0,Offensive rebound by H. Thompson,,82,78
386,4,9:25.0,J. Grant misses 2-pt layup from 2 ft,,82,78
387,4,9:25.0,,Defensive rebound by E. Millsap,82,78
388,4,9:11.0,,Turnover by T. Burke (lost ball; steal by T. McConnell),82,78
389,4,9:10.0,Personal foul by R. Hood (drawn by H. Thompson),,82,78
390,4,9:10.0,Philadelphia full timeout,,82,78
391,4,9:10.0,,T. Lyles enters the game for J. Withey,82,78
392,4,8:48.0,N. Stauskas misses 3-pt jump shot from 23 ft,,82,78
393,4,8:47.0,,Defensive rebound by T. Burke,82,78
394,4,8:38.0,,T. Lyles misses 3-pt jump shot from 23 ft,82,78
395,4,8:37.0,Defensive rebound by N. Stauskas,,82,78
396,4,8:35.0,Turnover by N. Stauskas (bad pass),,82,78
