,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ORLANDO_ACTION,PORTLAND_SCORE,ORLANDO_SCORE
69,1,2:30.0,,J. Smith enters the game for N. Vučević,21,26
70,1,2:30.0,E. Davis enters the game for M. Plumlee,,21,26
71,1,2:17.0,D. Lillard misses 3-pt jump shot from 24 ft,,21,26
72,1,2:16.0,,Defensive rebound by V. Oladipo,21,26
73,1,2:05.0,,Shooting foul by M. Harkless (drawn by T. Harris),21,26
74,1,2:05.0,,T. Harris misses free throw 1 of 2,21,26
75,1,2:05.0,,Offensive rebound by Team,21,26
76,1,2:05.0,,T. Harris makes free throw 2 of 2,21,27
77,1,1:51.0,A. Crabbe makes 2-pt jump shot from 15 ft (assist by D. Lillard),,23,27
78,1,1:37.0,,Shooting foul by M. Harkless (drawn by T. Harris),23,27
79,1,1:37.0,,T. Harris makes free throw 1 of 2,23,28
80,1,1:37.0,,T. Harris makes free throw 2 of 2,23,29
81,1,1:24.0,,A. Gordon enters the game for T. Harris,23,29
82,1,1:24.0,Turnover by D. Lillard (lost ball; steal by E. Payton),,23,29
83,1,1:09.0,,J. Smith misses 2-pt jump shot from 18 ft,23,29
84,1,1:07.0,,Offensive rebound by A. Nicholson,23,29
85,1,1:06.0,,A. Nicholson misses 2-pt hook shot from 5 ft,23,29
86,1,1:02.0,Defensive rebound by M. Leonard,,23,29
87,1,0:58.0,Personal foul by A. Nicholson (drawn by D. Lillard),,23,29
88,1,0:58.0,,E. Fournier enters the game for E. Payton,23,29
89,1,0:53.0,Offensive foul by D. Lillard (drawn by J. Smith),,23,29
90,1,0:53.0,Turnover by D. Lillard (offensive foul),,23,29
91,1,0:38.0,,A. Nicholson misses 2-pt hook shot from 4 ft,23,29
92,1,0:36.0,Defensive rebound by M. Harkless,,23,29
93,1,0:25.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Lillard),,26,29
94,1,0:06.0,,V. Oladipo misses 2-pt jump shot from 14 ft,26,29
95,1,0:03.0,Defensive rebound by D. Lillard,,26,29
96,1,0:00.0,A. Crabbe misses 3-pt jump shot from 24 ft,,26,29
97,1,0:00.0,Offensive rebound by Team,,26,29
98,2,11:43.0,M. Leonard misses 2-pt jump shot from 18 ft,,26,29
99,2,11:42.0,,Defensive rebound by J. Smith,26,29
100,2,11:28.0,,J. Smith misses 2-pt jump shot from 14 ft,26,29
101,2,11:27.0,,Offensive rebound by A. Gordon,26,29
102,2,11:17.0,,E. Fournier misses 3-pt jump shot from 26 ft,26,29
103,2,11:16.0,Defensive rebound by E. Davis,,26,29
104,2,11:07.0,Shooting foul by J. Smith (drawn by M. Harkless),,26,29
105,2,11:07.0,M. Harkless makes free throw 1 of 2,,27,29
106,2,11:07.0,M. Harkless misses free throw 2 of 2,,27,29
107,2,11:07.0,,Defensive rebound by A. Gordon,27,29
108,2,10:56.0,,A. Nicholson misses 3-pt jump shot from 26 ft,27,29
109,2,10:54.0,Defensive rebound by A. Crabbe,,27,29
110,2,10:41.0,A. Crabbe misses 3-pt jump shot from 22 ft,,27,29
111,2,10:39.0,,Defensive rebound by A. Nicholson,27,29
112,2,10:24.0,,E. Fournier misses 2-pt jump shot from 5 ft,27,29
113,2,10:22.0,,Offensive rebound by A. Nicholson,27,29
114,2,10:15.0,,V. Oladipo makes 2-pt jump shot from 16 ft,27,31
115,2,9:51.0,Shooting foul by A. Gordon (drawn by E. Davis),,27,31
116,2,9:51.0,E. Davis misses free throw 1 of 2,,27,31
117,2,9:51.0,Offensive rebound by Team,,27,31
118,2,9:51.0,E. Davis misses free throw 2 of 2,,27,31
119,2,9:50.0,Offensive rebound by E. Davis,,27,31
120,2,9:46.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by A. Crabbe),,30,31
121,2,9:20.0,,J. Smith makes 2-pt jump shot from 21 ft (assist by V. Oladipo),30,33
122,2,8:57.0,M. Harkless misses 2-pt layup from 2 ft,,30,33
123,2,8:56.0,,Defensive rebound by A. Gordon,30,33
124,2,8:40.0,,A. Gordon misses 2-pt jump shot from 20 ft,30,33
125,2,8:39.0,Defensive rebound by M. Leonard,,30,33
126,2,8:34.0,Turnover by M. Leonard (bad pass; steal by E. Fournier),,30,33
127,2,8:23.0,,Turnover by V. Oladipo (lost ball; steal by C. McCollum),30,33
128,2,8:18.0,C. McCollum misses 2-pt layup from 2 ft (block by V. Oladipo),,30,33
129,2,8:16.0,,Defensive rebound by E. Fournier,30,33
130,2,8:11.0,,Turnover by V. Oladipo (discontinued dribble),30,33
131,2,8:11.0,Official timeout,,30,33
132,2,8:11.0,,E. Payton enters the game for V. Oladipo,30,33
133,2,7:55.0,M. Leonard misses 3-pt jump shot from 25 ft,,30,33
134,2,7:54.0,,Defensive rebound by A. Gordon,30,33
135,2,7:48.0,,Shooting foul by M. Leonard (drawn by A. Gordon),30,33
136,2,7:48.0,,A. Gordon makes free throw 1 of 2,30,34
137,2,7:48.0,,C. Frye enters the game for A. Nicholson,30,34
138,2,7:48.0,,N. Vučević enters the game for J. Smith,30,34
139,2,7:48.0,,A. Gordon makes free throw 2 of 2,30,35
140,2,7:28.0,A. Crabbe misses 2-pt jump shot from 16 ft,,30,35
141,2,7:27.0,Offensive rebound by M. Leonard,,30,35
142,2,7:23.0,M. Leonard makes 2-pt dunk at rim (assist by C. McCollum),,32,35
143,2,7:05.0,,C. Frye misses 3-pt jump shot from 25 ft,32,35
144,2,7:04.0,Defensive rebound by C. McCollum,,32,35
145,2,6:50.0,A. Crabbe makes 2-pt jump shot from 15 ft,,34,35
146,2,6:36.0,,Shooting foul by C. McCollum (drawn by E. Payton),34,35
147,2,6:36.0,,E. Payton makes free throw 1 of 2,34,36
148,2,6:36.0,G. Henderson enters the game for A. Crabbe,,34,36
149,2,6:36.0,A. Aminu enters the game for M. Leonard,,34,36
150,2,6:36.0,M. Plumlee enters the game for M. Harkless,,34,36
151,2,6:36.0,,T. Harris enters the game for A. Gordon,34,36
152,2,6:36.0,,E. Payton misses free throw 2 of 2,34,36
153,2,6:34.0,Defensive rebound by E. Davis,,34,36
154,2,6:25.0,C. McCollum misses 2-pt jump shot from 15 ft,,34,36
155,2,6:21.0,,Defensive rebound by E. Payton,34,36
156,2,6:15.0,,Turnover by E. Payton (lost ball),34,36
157,2,6:00.0,E. Davis misses 2-pt layup from 1 ft,,34,36
158,2,5:59.0,Offensive rebound by E. Davis,,34,36
159,2,5:59.0,E. Davis misses 2-pt layup from 1 ft,,34,36
160,2,5:56.0,,Defensive rebound by T. Harris,34,36
161,2,5:45.0,,N. Vučević misses 2-pt jump shot from 9 ft,34,36
162,2,5:42.0,Defensive rebound by E. Davis,,34,36
163,2,5:35.0,C. McCollum makes 2-pt jump shot from 16 ft,,36,36
164,2,5:20.0,,E. Fournier misses 3-pt jump shot from 24 ft,36,36
165,2,5:19.0,Defensive rebound by E. Davis,,36,36
166,2,4:57.0,M. Plumlee makes 2-pt dunk at rim (assist by G. Henderson),,38,36
167,2,4:28.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Fournier),38,38
168,2,4:00.0,A. Aminu misses 3-pt jump shot from 25 ft,,38,38
169,2,3:58.0,Offensive rebound by M. Plumlee,,38,38
170,2,3:53.0,,Violation by C. Frye (kicked ball),38,38
171,2,3:53.0,,Orlando full timeout,38,38
172,2,3:53.0,,V. Oladipo enters the game for E. Fournier,38,38
173,2,3:53.0,D. Lillard enters the game for C. McCollum,,38,38
174,2,3:51.0,Shooting foul by C. Frye (drawn by A. Aminu),,38,38
175,2,3:51.0,A. Aminu makes free throw 1 of 2,,39,38
176,2,3:51.0,A. Aminu makes free throw 2 of 2,,40,38
177,2,3:38.0,,V. Oladipo misses 2-pt jump shot from 17 ft,40,38
178,2,3:36.0,Defensive rebound by M. Plumlee,,40,38
179,2,3:29.0,Shooting foul by V. Oladipo (drawn by G. Henderson),,40,38
180,2,3:29.0,G. Henderson makes free throw 1 of 2,,41,38
181,2,3:29.0,G. Henderson makes free throw 2 of 2,,42,38
182,2,3:18.0,,Personal foul by E. Davis (drawn by N. Vučević),42,38
183,2,3:09.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Payton),42,40
184,2,2:48.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),,45,40
185,2,2:45.0,,Turnover by E. Payton (traveling),45,40
186,2,2:45.0,Portland full timeout,,45,40
187,2,2:41.0,Shooting foul by C. Frye (drawn by E. Davis),,45,40
188,2,2:41.0,E. Davis misses free throw 1 of 2,,45,40
189,2,2:41.0,Offensive rebound by Team,,45,40
190,2,2:41.0,E. Davis makes free throw 2 of 2,,46,40
191,2,2:27.0,,T. Harris misses 2-pt jump shot from 10 ft,46,40
192,2,2:25.0,,Offensive rebound by E. Payton,46,40
193,2,2:24.0,,E. Payton makes 2-pt layup at rim,46,42
194,2,2:08.0,Turnover by E. Davis (bad pass; steal by V. Oladipo),,46,42
195,2,2:04.0,,V. Oladipo makes 2-pt dunk at rim,46,44
196,2,1:55.0,Turnover by G. Henderson (bad pass; steal by T. Harris),,46,44
197,2,1:52.0,,T. Harris makes 2-pt layup from 1 ft,46,46
198,2,1:52.0,,Shooting foul by D. Lillard (drawn by T. Harris),46,46
199,2,1:52.0,,T. Harris makes free throw 1 of 1,46,47
200,2,1:27.0,M. Plumlee misses 2-pt jump shot from 14 ft,,46,47
201,2,1:26.0,,Defensive rebound by T. Harris,46,47
202,2,1:17.0,,Shooting foul by M. Plumlee (drawn by N. Vučević),46,47
203,2,1:17.0,,N. Vučević misses free throw 1 of 2,46,47
204,2,1:17.0,,Offensive rebound by Team,46,47
205,2,1:17.0,,A. Nicholson enters the game for C. Frye,46,47
206,2,1:17.0,,N. Vučević makes free throw 2 of 2,46,48
207,2,1:07.0,Personal foul by E. Payton (drawn by D. Lillard),,46,48
208,2,1:07.0,D. Lillard makes free throw 1 of 2,,47,48
209,2,1:07.0,D. Lillard makes free throw 2 of 2,,48,48
210,2,0:53.0,,A. Nicholson misses 2-pt hook shot from 11 ft,48,48
211,2,0:51.0,,Offensive rebound by E. Payton,48,48
212,2,0:46.0,,Personal foul by D. Lillard (drawn by E. Payton),48,48
213,2,0:46.0,,E. Payton makes free throw 1 of 2,48,49
214,2,0:46.0,C. McCollum enters the game for A. Aminu,,48,49
215,2,0:46.0,,E. Payton misses free throw 2 of 2,48,49
216,2,0:45.0,Defensive rebound by G. Henderson,,48,49
217,2,0:34.0,D. Lillard misses 2-pt layup from 2 ft,,48,49
218,2,0:32.0,,Defensive rebound by N. Vučević,48,49
219,2,0:13.0,,A. Nicholson misses 3-pt jump shot from 25 ft,48,49
220,2,0:10.0,Defensive rebound by G. Henderson,,48,49
221,2,0:10.0,Portland full timeout,,48,49
222,2,0:10.0,,E. Fournier enters the game for E. Payton,48,49
223,2,0:10.0,M. Leonard enters the game for M. Plumlee,,48,49
224,2,0:10.0,A. Crabbe enters the game for E. Davis,,48,49
225,2,0:10.0,,A. Gordon enters the game for A. Nicholson,48,49
226,2,0:01.0,D. Lillard misses 2-pt layup from 1 ft,,48,49
227,2,0:00.0,,Defensive rebound by Team,48,49
228,3,11:39.0,C. McCollum makes 2-pt jump shot from 19 ft,,50,49
229,3,11:22.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Fournier),50,51
230,3,11:08.0,D. Lillard misses 3-pt jump shot from 24 ft,,50,51
231,3,11:07.0,,Defensive rebound by T. Harris,50,51
232,3,10:56.0,,E. Payton misses 2-pt jump shot from 7 ft,50,51
233,3,10:54.0,,Offensive rebound by N. Vučević,50,51
234,3,10:54.0,,N. Vučević misses 2-pt layup from 1 ft,50,51
235,3,10:53.0,,Offensive rebound by N. Vučević,50,51
236,3,10:53.0,,N. Vučević misses 2-pt layup from 1 ft,50,51
237,3,10:51.0,,Offensive rebound by N. Vučević,50,51
238,3,10:51.0,,N. Vučević misses 2-pt layup at rim,50,51
239,3,10:51.0,,Offensive rebound by E. Payton,50,51
240,3,10:51.0,,Shooting foul by M. Plumlee (drawn by E. Payton),50,51
241,3,10:51.0,,E. Payton makes free throw 1 of 2,50,52
242,3,10:51.0,,E. Payton makes free throw 2 of 2,50,53
243,3,10:35.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by N. Vonleh),,53,53
244,3,10:19.0,,E. Payton makes 2-pt layup from 1 ft (assist by T. Harris),53,55
245,3,10:00.0,C. McCollum misses 3-pt jump shot from 25 ft,,53,55
246,3,9:59.0,,Defensive rebound by T. Harris,53,55
247,3,9:52.0,,N. Vučević makes 2-pt dunk at rim (assist by C. Frye),53,57
248,3,9:49.0,Portland full timeout,,53,57
249,3,9:31.0,M. Plumlee misses 2-pt layup from 2 ft,,53,57
250,3,9:29.0,,Defensive rebound by C. Frye,53,57
251,3,9:08.0,,T. Harris makes 3-pt jump shot from 26 ft,53,60
252,3,8:51.0,D. Lillard makes 2-pt jump shot from 12 ft (assist by C. McCollum),,55,60
253,3,8:31.0,,T. Harris misses 3-pt jump shot from 24 ft,55,60
254,3,8:29.0,Defensive rebound by M. Plumlee,,55,60
255,3,8:16.0,C. McCollum misses 3-pt jump shot from 23 ft,,55,60
256,3,8:14.0,,Defensive rebound by N. Vučević,55,60
257,3,8:00.0,,N. Vučević makes 2-pt jump shot from 12 ft (assist by T. Harris),55,62
258,3,7:44.0,M. Plumlee misses 2-pt layup from 2 ft (block by N. Vučević),,55,62
259,3,7:42.0,,Defensive rebound by C. Frye,55,62
260,3,7:28.0,Offensive charge foul by C. Frye (drawn by D. Lillard),,55,62
261,3,7:28.0,,Turnover by C. Frye (offensive foul),55,62
262,3,7:16.0,Turnover by C. McCollum (bad pass; steal by E. Payton),,55,62
263,3,7:12.0,,T. Harris makes 2-pt dunk at rim (assist by E. Payton),55,64
264,3,6:53.0,M. Plumlee misses 2-pt layup from 2 ft (block by N. Vučević),,55,64
265,3,6:50.0,,Defensive rebound by E. Payton,55,64
266,3,6:46.0,,E. Fournier misses 2-pt jump shot from 14 ft,55,64
267,3,6:43.0,Defensive rebound by A. Aminu,,55,64
268,3,6:34.0,N. Vonleh misses 2-pt layup from 1 ft,,55,64
269,3,6:33.0,,Defensive rebound by C. Frye,55,64
270,3,6:25.0,,Shooting foul by M. Plumlee (drawn by E. Payton),55,64
271,3,6:25.0,,E. Payton misses free throw 1 of 2,55,64
272,3,6:25.0,,Offensive rebound by Team,55,64
273,3,6:25.0,M. Leonard enters the game for N. Vonleh,,55,64
274,3,6:25.0,A. Crabbe enters the game for A. Aminu,,55,64
275,3,6:25.0,,V. Oladipo enters the game for E. Fournier,55,64
276,3,6:25.0,,E. Payton makes free throw 2 of 2,55,65
277,3,6:12.0,D. Lillard misses 3-pt jump shot from 26 ft,,55,65
278,3,6:11.0,,Defensive rebound by C. Frye,55,65
279,3,5:50.0,,C. Frye misses 3-pt jump shot from 25 ft,55,65
280,3,5:50.0,Defensive rebound by M. Plumlee,,55,65
281,3,5:38.0,M. Leonard misses 2-pt jump shot from 20 ft,,55,65
282,3,5:37.0,,Defensive rebound by N. Vučević,55,65
283,3,5:29.0,,Shooting foul by M. Leonard (drawn by E. Payton),55,65
284,3,5:29.0,,E. Payton makes free throw 1 of 2,55,66
285,3,5:29.0,,A. Nicholson enters the game for C. Frye,55,66
286,3,5:29.0,E. Davis enters the game for M. Plumlee,,55,66
287,3,5:29.0,,E. Payton misses free throw 2 of 2,55,66
288,3,5:27.0,Defensive rebound by M. Leonard,,55,66
289,3,5:03.0,M. Leonard makes 2-pt jump shot from 14 ft,,57,66
290,3,4:51.0,,Turnover by E. Payton (offensive foul),57,66
291,3,4:51.0,,Offensive foul by E. Payton (drawn by D. Lillard),57,66
292,3,4:33.0,D. Lillard makes 3-pt jump shot from 24 ft (assist by C. McCollum),,60,66
293,3,4:17.0,,Shooting foul by D. Lillard (drawn by A. Nicholson),60,66
294,3,4:17.0,,A. Nicholson makes free throw 1 of 2,60,67
295,3,4:17.0,,A. Nicholson makes free throw 2 of 2,60,68
296,3,3:58.0,A. Crabbe misses 3-pt jump shot from 24 ft,,60,68
297,3,3:57.0,,Defensive rebound by V. Oladipo,60,68
298,3,3:41.0,,E. Payton misses 2-pt jump shot from 20 ft,60,68
299,3,3:39.0,Defensive rebound by E. Davis,,60,68
300,3,3:32.0,D. Lillard misses 2-pt jump shot from 19 ft,,60,68
301,3,3:31.0,,Defensive rebound by T. Harris,60,68
302,3,3:16.0,,Turnover by N. Vučević (traveling),60,68
303,3,3:02.0,C. McCollum makes 2-pt jump shot from 5 ft (assist by D. Lillard),,62,68
304,3,2:57.0,,Inbound foul by E. Davis,62,68
305,3,2:57.0,,Orlando full timeout,62,68
306,3,2:57.0,,E. Payton makes free throw 1 of 2,62,69
307,3,2:57.0,,E. Payton makes free throw 2 of 2,62,70
308,3,2:39.0,Shooting foul by N. Vučević (drawn by E. Davis),,62,70
309,3,2:39.0,E. Davis misses free throw 1 of 2,,62,70
310,3,2:39.0,Offensive rebound by Team,,62,70
311,3,2:39.0,G. Henderson enters the game for D. Lillard,,62,70
312,3,2:39.0,E. Davis misses free throw 2 of 2,,62,70
313,3,2:38.0,,Defensive rebound by T. Harris,62,70
314,3,2:21.0,,N. Vučević makes 2-pt hook shot from 8 ft,62,72
315,3,2:02.0,Shooting foul by E. Payton (drawn by A. Crabbe),,62,72
316,3,2:02.0,A. Crabbe makes free throw 1 of 2,,63,72
317,3,2:02.0,,E. Fournier enters the game for E. Payton,63,72
318,3,2:02.0,A. Crabbe makes free throw 2 of 2,,64,72
319,3,1:37.0,,E. Fournier misses 3-pt jump shot from 23 ft,64,72
320,3,1:36.0,Defensive rebound by M. Leonard,,64,72
321,3,1:21.0,Turnover by M. Leonard (bad pass; steal by V. Oladipo),,64,72
322,3,1:21.0,,Turnover by V. Oladipo (step out of bounds),64,72
323,3,1:21.0,,J. Smith enters the game for N. Vučević,64,72
324,3,1:10.0,G. Henderson misses 2-pt layup from 1 ft (block by J. Smith),,64,72
325,3,1:07.0,,Defensive rebound by T. Harris,64,72
326,3,0:54.0,,Turnover by V. Oladipo (bad pass; steal by C. McCollum),64,72
327,3,0:50.0,C. McCollum makes 2-pt jump shot from 15 ft,,66,72
328,3,0:33.0,,V. Oladipo misses 2-pt jump shot from 20 ft,66,72
329,3,0:32.0,Defensive rebound by M. Leonard,,66,72
330,3,0:15.0,C. McCollum makes 2-pt jump shot from 19 ft,,68,72
331,3,0:01.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by V. Oladipo),68,74
332,4,11:40.0,,J. Smith misses 2-pt jump shot from 17 ft,68,74
333,4,11:37.0,Defensive rebound by A. Crabbe,,68,74
334,4,11:20.0,M. Leonard misses 3-pt jump shot from 26 ft,,68,74
335,4,11:18.0,,Defensive rebound by A. Gordon,68,74
336,4,11:06.0,,V. Oladipo makes 3-pt jump shot from 24 ft (assist by E. Fournier),68,77
337,4,10:54.0,Turnover by C. McCollum (bad pass; steal by V. Oladipo),,68,77
338,4,10:49.0,,Offensive foul by V. Oladipo (drawn by E. Davis),68,77
339,4,10:49.0,,Turnover by V. Oladipo (offensive foul),68,77
340,4,10:49.0,D. Lillard enters the game for C. McCollum,,68,77
341,4,10:27.0,Turnover by D. Lillard (bad pass),,68,77
342,4,10:16.0,,V. Oladipo makes 2-pt jump shot from 21 ft,68,79
343,4,9:58.0,D. Lillard misses 3-pt jump shot from 24 ft,,68,79
344,4,9:56.0,Offensive rebound by D. Lillard,,68,79
345,4,9:52.0,Personal foul by V. Oladipo (drawn by M. Leonard),,68,79
346,4,9:46.0,Turnover by A. Crabbe (lost ball),,68,79
347,4,9:46.0,M. Plumlee enters the game for E. Davis,,68,79
348,4,9:33.0,,E. Fournier makes 2-pt layup from 2 ft,68,81
349,4,9:19.0,Turnover by A. Crabbe (bad pass),,68,81
350,4,9:19.0,Portland full timeout,,68,81
351,4,9:19.0,C. McCollum enters the game for M. Leonard,,68,81
352,4,9:19.0,A. Aminu enters the game for A. Crabbe,,68,81
353,4,9:01.0,,V. Oladipo misses 2-pt jump shot from 19 ft,68,81
354,4,9:00.0,Defensive rebound by G. Henderson,,68,81
355,4,8:54.0,M. Plumlee makes 2-pt dunk at rim (assist by D. Lillard),,70,81
356,4,8:35.0,,A. Nicholson makes 2-pt dunk at rim (assist by V. Oladipo),70,83
357,4,8:15.0,C. McCollum makes 2-pt jump shot from 10 ft,,72,83
358,4,7:56.0,,V. Oladipo misses 2-pt jump shot from 13 ft,72,83
359,4,7:55.0,Defensive rebound by M. Plumlee,,72,83
360,4,7:46.0,D. Lillard misses 3-pt jump shot from 24 ft,,72,83
361,4,7:44.0,Offensive rebound by G. Henderson,,72,83
362,4,7:42.0,G. Henderson makes 2-pt jump shot from 16 ft,,74,83
363,4,7:26.0,,E. Fournier misses 3-pt jump shot from 24 ft,74,83
364,4,7:24.0,Defensive rebound by Team,,74,83
365,4,7:14.0,,Offensive charge foul by A. Aminu (drawn by J. Smith),74,83
366,4,7:14.0,Turnover by A. Aminu (offensive foul),,74,83
367,4,7:14.0,,T. Harris enters the game for A. Gordon,74,83
368,4,7:05.0,,V. Oladipo makes 2-pt layup from 2 ft,74,85
369,4,6:53.0,D. Lillard misses 2-pt layup at rim,,74,85
370,4,6:51.0,,Defensive rebound by A. Nicholson,74,85
371,4,6:46.0,,Orlando full timeout,74,85
372,4,6:46.0,,E. Payton enters the game for E. Fournier,74,85
373,4,6:46.0,,N. Vučević enters the game for J. Smith,74,85
374,4,6:34.0,,T. Harris misses 2-pt jump shot from 11 ft,74,85
375,4,6:32.0,Defensive rebound by M. Plumlee,,74,85
376,4,6:24.0,C. McCollum makes 2-pt hook shot from 7 ft,,76,85
377,4,6:01.0,,N. Vučević makes 2-pt jump shot from 12 ft,76,87
378,4,5:49.0,Turnover by M. Plumlee (lost ball; steal by N. Vučević),,76,87
379,4,5:46.0,Violation by G. Henderson (def goaltending),,76,87
380,4,5:46.0,,E. Payton makes 2-pt layup from 1 ft,76,89
381,4,5:34.0,Shooting foul by V. Oladipo (drawn by C. McCollum),,76,89
382,4,5:34.0,C. McCollum misses free throw 1 of 3,,76,89
383,4,5:34.0,Offensive rebound by Team,,76,89
384,4,5:34.0,C. McCollum makes free throw 2 of 3,,77,89
385,4,5:34.0,C. McCollum makes free throw 3 of 3,,78,89
386,4,5:23.0,,A. Nicholson misses 2-pt dunk at rim (block by G. Henderson),78,89
387,4,5:23.0,,Offensive rebound by Team,78,89
388,4,5:18.0,,V. Oladipo makes 2-pt jump shot from 20 ft,78,91
