,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CLEVELAND_ACTION,NEW YORK_SCORE,CLEVELAND_SCORE
58,1,3:56.0,,I. Shumpert makes 3-pt jump shot from 23 ft (assist by L. James),15,19
59,1,3:45.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by J. Calderón),,18,19
60,1,3:34.0,,L. James makes 2-pt layup from 2 ft (assist by M. Dellavedova),18,21
61,1,3:15.0,K. Porziņģis misses 2-pt jump shot from 18 ft,,18,21
62,1,3:14.0,,Defensive rebound by K. Love,18,21
63,1,2:57.0,,I. Shumpert misses 2-pt jump shot from 13 ft,18,21
64,1,2:57.0,,Offensive rebound by K. Love,18,21
65,1,2:56.0,,Shooting foul by K. Séraphin (drawn by K. Love),18,21
66,1,2:56.0,,Cleveland full timeout,18,21
67,1,2:56.0,,R. Jefferson enters the game for L. James,18,21
68,1,2:56.0,,K. Love makes free throw 1 of 2,18,22
69,1,2:56.0,D. Williams enters the game for L. Thomas,,18,22
70,1,2:56.0,,K. Love makes free throw 2 of 2,18,23
71,1,2:41.0,,M. Williams enters the game for K. Love,18,23
72,1,2:32.0,Turnover by D. Williams (lost ball; steal by I. Shumpert),,18,23
73,1,2:24.0,,I. Shumpert misses 2-pt layup from 2 ft,18,23
74,1,2:23.0,,Offensive rebound by I. Shumpert,18,23
75,1,2:12.0,,M. Williams makes 2-pt jump shot from 18 ft,18,25
76,1,1:58.0,K. Séraphin misses 2-pt jump shot from 14 ft,,18,25
77,1,1:57.0,,Defensive rebound by R. Jefferson,18,25
78,1,1:39.0,,M. Dellavedova makes 3-pt jump shot from 24 ft,18,28
79,1,1:15.0,J. Calderón makes 2-pt layup from 1 ft (assist by K. Séraphin),,20,28
80,1,0:55.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),20,31
81,1,0:37.0,J. Calderón makes 2-pt jump shot from 16 ft,,22,31
82,1,0:31.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,22,31
83,1,0:31.0,Defensive rebound by Team,,22,31
84,1,0:31.0,J. Grant enters the game for K. Porziņģis,,22,31
85,1,0:31.0,C. Early enters the game for J. Calderón,,22,31
86,1,0:07.0,J. Grant makes 2-pt jump shot from 21 ft,,24,31
87,1,0:01.0,,Turnover by M. Williams (bad pass),24,31
88,2,11:39.0,K. Séraphin misses 2-pt jump shot from 11 ft,,24,31
89,2,11:37.0,,Defensive rebound by I. Shumpert,24,31
90,2,11:19.0,,Shooting foul by C. Early (drawn by I. Shumpert),24,31
91,2,11:19.0,,I. Shumpert makes free throw 1 of 2,24,32
92,2,11:19.0,L. Amundson enters the game for K. Séraphin,,24,32
93,2,11:19.0,,I. Shumpert makes free throw 2 of 2,24,33
94,2,11:06.0,Turnover by C. Early (bad pass),,24,33
95,2,11:06.0,,K. Irving enters the game for M. Dellavedova,24,33
96,2,10:51.0,,Personal foul by L. Amundson,24,33
97,2,10:39.0,,I. Shumpert misses 3-pt jump shot from 25 ft,24,33
98,2,10:37.0,Defensive rebound by L. Galloway,,24,33
99,2,10:33.0,Shooting foul by K. Irving (drawn by D. Williams),,24,33
100,2,10:33.0,D. Williams makes free throw 1 of 2,,25,33
101,2,10:33.0,,K. Love enters the game for R. Jefferson,25,33
102,2,10:33.0,D. Williams makes free throw 2 of 2,,26,33
103,2,10:16.0,,Personal foul by L. Galloway (drawn by K. Love),26,33
104,2,10:09.0,Offensive charge foul by K. Irving (drawn by L. Amundson),,26,33
105,2,10:09.0,,Turnover by K. Irving (offensive foul),26,33
106,2,9:49.0,D. Williams makes 2-pt jump shot from 14 ft,,28,33
107,2,9:23.0,,K. Love makes 2-pt hook shot from 10 ft,28,35
108,2,9:08.0,Turnover by L. Amundson (traveling),,28,35
109,2,9:08.0,,Technical foul by T. Thompson,28,35
110,2,9:08.0,Technical foul by L. Amundson,,28,35
111,2,9:08.0,,L. James enters the game for I. Shumpert,28,35
112,2,9:08.0,,M. Dellavedova enters the game for M. Williams,28,35
113,2,9:08.0,L. Thomas enters the game for C. Early,,28,35
114,2,9:08.0,K. Porziņģis enters the game for L. Amundson,,28,35
115,2,8:46.0,,L. James misses 2-pt layup from 1 ft,28,35
116,2,8:45.0,Defensive rebound by K. Porziņģis,,28,35
117,2,8:38.0,L. Thomas makes 2-pt jump shot from 4 ft (assist by J. Grant),,30,35
118,2,8:22.0,,K. Irving misses 2-pt jump shot from 6 ft,30,35
119,2,8:18.0,,Offensive rebound by T. Thompson,30,35
120,2,8:18.0,,T. Thompson misses 2-pt layup from 1 ft,30,35
121,2,8:17.0,,Offensive rebound by T. Thompson,30,35
122,2,8:06.0,,K. Love misses 2-pt jump shot from 16 ft,30,35
123,2,8:05.0,,Offensive rebound by K. Irving,30,35
124,2,8:05.0,,Shooting foul by K. Porziņģis (drawn by K. Irving),30,35
125,2,8:05.0,Official timeout,,30,35
126,2,8:05.0,A. Afflalo enters the game for J. Grant,,30,35
127,2,8:05.0,,K. Irving makes free throw 1 of 2,30,36
128,2,8:05.0,,K. Irving makes free throw 2 of 2,30,37
129,2,7:49.0,Shooting foul by K. Love (drawn by D. Williams),,30,37
130,2,7:49.0,D. Williams makes free throw 1 of 2,,31,37
131,2,7:49.0,D. Williams makes free throw 2 of 2,,32,37
132,2,7:34.0,,L. James misses 3-pt jump shot from 23 ft,32,37
133,2,7:34.0,,Offensive rebound by T. Thompson,32,37
134,2,7:34.0,,Personal foul by L. Thomas (drawn by T. Thompson),32,37
135,2,7:34.0,,T. Thompson makes free throw 1 of 2,32,38
136,2,7:34.0,,T. Thompson makes free throw 2 of 2,32,39
137,2,7:21.0,,Violation by T. Thompson (def goaltending),32,39
138,2,7:21.0,D. Williams makes 2-pt layup at rim,,34,39
139,2,7:21.0,Shooting foul by T. Thompson (drawn by D. Williams),,34,39
140,2,7:21.0,,J. Smith enters the game for K. Irving,34,39
141,2,7:21.0,D. Williams makes free throw 1 of 1,,35,39
142,2,7:02.0,,J. Smith makes 2-pt jump shot from 12 ft (assist by M. Dellavedova),35,41
143,2,6:46.0,K. Porziņģis misses 2-pt layup at rim,,35,41
144,2,6:45.0,,Defensive rebound by L. James,35,41
145,2,6:38.0,,K. Love misses 3-pt jump shot from 22 ft,35,41
146,2,6:38.0,Defensive rebound by K. Porziņģis,,35,41
147,2,6:32.0,L. Galloway makes 2-pt jump shot from 23 ft (assist by A. Afflalo),,37,41
148,2,6:14.0,,L. James misses 2-pt layup at rim,37,41
149,2,6:13.0,Defensive rebound by K. Porziņģis,,37,41
150,2,6:13.0,Personal foul by J. Smith (drawn by L. Galloway),,37,41
151,2,6:13.0,New York full timeout,,37,41
152,2,5:56.0,D. Williams misses 3-pt jump shot from 25 ft,,37,41
153,2,5:55.0,,Defensive rebound by L. James,37,41
154,2,5:45.0,,L. James misses 2-pt layup from 1 ft,37,41
155,2,5:44.0,Defensive rebound by D. Williams,,37,41
156,2,5:37.0,D. Williams misses 2-pt layup from 3 ft,,37,41
157,2,5:36.0,,Defensive rebound by T. Thompson,37,41
158,2,5:33.0,J. Calderón enters the game for L. Galloway,,37,41
159,2,5:33.0,,Technical foul by L. James,37,41
160,2,5:33.0,J. Calderón makes technical free throw,,38,41
161,2,5:15.0,,L. James misses 3-pt jump shot from 24 ft,38,41
162,2,5:14.0,Defensive rebound by J. Calderón,,38,41
163,2,5:09.0,K. Porziņģis misses 2-pt layup from 1 ft,,38,41
164,2,5:08.0,,Defensive rebound by L. James,38,41
165,2,4:56.0,,L. James makes 2-pt layup at rim (assist by K. Love),38,43
166,2,4:48.0,Personal foul by M. Dellavedova (drawn by K. Porziņģis),,38,43
167,2,4:48.0,K. Porziņģis makes free throw 1 of 2,,39,43
168,2,4:48.0,R. Lopez enters the game for D. Williams,,39,43
169,2,4:48.0,,I. Shumpert enters the game for T. Thompson,39,43
170,2,4:48.0,K. Porziņģis makes free throw 2 of 2,,40,43
171,2,4:30.0,,J. Smith misses 2-pt jump shot from 8 ft,40,43
172,2,4:29.0,Defensive rebound by A. Afflalo,,40,43
173,2,4:20.0,Turnover by J. Calderón (lost ball; steal by J. Smith),,40,43
174,2,4:14.0,,K. Love makes 2-pt dunk at rim (assist by L. James),40,45
175,2,3:53.0,L. Thomas misses 2-pt jump shot from 15 ft,,40,45
176,2,3:53.0,,Defensive rebound by L. James,40,45
177,2,3:50.0,,Shooting foul by J. Calderón (drawn by K. Love),40,45
178,2,3:50.0,Technical foul by R. Lopez,,40,45
179,2,3:50.0,,L. James makes technical free throw,40,46
180,2,3:50.0,,K. Love makes free throw 1 of 2,40,47
181,2,3:50.0,D. Williams enters the game for R. Lopez,,40,47
182,2,3:50.0,,K. Love misses free throw 2 of 2,40,47
183,2,3:48.0,Defensive rebound by K. Porziņģis,,40,47
184,2,3:38.0,Personal foul by J. Smith (drawn by A. Afflalo),,40,47
185,2,3:38.0,A. Afflalo makes free throw 1 of 2,,41,47
186,2,3:38.0,A. Afflalo makes free throw 2 of 2,,42,47
187,2,3:25.0,,J. Smith misses 3-pt jump shot from 25 ft,42,47
188,2,3:24.0,Defensive rebound by D. Williams,,42,47
189,2,3:04.0,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by L. Thomas),,44,47
190,2,2:42.0,,L. James misses 2-pt layup from 1 ft (block by K. Porziņģis),44,47
191,2,2:36.0,Defensive rebound by J. Calderón,,44,47
192,2,2:33.0,A. Afflalo misses 2-pt layup at rim (block by I. Shumpert),,44,47
193,2,2:32.0,,Defensive rebound by I. Shumpert,44,47
194,2,2:26.0,,L. James makes 2-pt layup from 1 ft (assist by I. Shumpert),44,49
195,2,2:17.0,L. Thomas misses 3-pt jump shot from 24 ft,,44,49
196,2,2:16.0,,Defensive rebound by K. Love,44,49
197,2,2:13.0,,Clear path foul by L. Thomas,44,49
198,2,2:13.0,,Cleveland full timeout,44,49
199,2,2:13.0,L. Amundson enters the game for L. Thomas,,44,49
200,2,2:13.0,,Violation by Team (delay of game),44,49
201,2,2:13.0,,L. James makes clear path free throw 1 of 2,44,50
202,2,2:13.0,,L. James makes clear path free throw 2 of 2,44,51
203,2,2:07.0,,Turnover by K. Love (bad pass; steal by K. Porziņģis),44,51
204,2,1:47.0,A. Afflalo misses 2-pt jump shot from 11 ft,,44,51
205,2,1:46.0,,Defensive rebound by Team,44,51
206,2,1:30.0,,L. James makes 2-pt layup from 1 ft (assist by K. Love),44,53
207,2,1:06.0,D. Williams misses 2-pt jump shot from 15 ft,,44,53
208,2,1:06.0,Offensive rebound by K. Porziņģis,,44,53
209,2,1:04.0,Shooting foul by J. Smith (drawn by D. Williams),,44,53
210,2,1:04.0,D. Williams makes free throw 1 of 2,,45,53
211,2,1:04.0,,M. Williams enters the game for J. Smith,45,53
212,2,1:04.0,D. Williams makes free throw 2 of 2,,46,53
213,2,0:45.0,,K. Love misses 2-pt hook shot from 8 ft,46,53
214,2,0:44.0,Defensive rebound by L. Amundson,,46,53
215,2,0:34.0,K. Porziņģis misses 2-pt hook shot from 3 ft,,46,53
216,2,0:34.0,Offensive rebound by K. Porziņģis,,46,53
217,2,0:28.0,Personal foul by L. James (drawn by K. Porziņģis),,46,53
218,2,0:28.0,K. Porziņģis makes free throw 1 of 2,,47,53
219,2,0:28.0,L. Galloway enters the game for L. Amundson,,47,53
220,2,0:28.0,K. Porziņģis misses free throw 2 of 2,,47,53
221,2,0:28.0,,Defensive rebound by K. Love,47,53
222,2,0:07.0,,K. Love makes 2-pt dunk at rim (assist by L. James),47,55
223,2,0:00.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by D. Williams),,50,55
224,3,11:40.0,A. Afflalo makes 2-pt jump shot from 7 ft (assist by L. Thomas),,52,55
225,3,11:21.0,,K. Irving misses 2-pt jump shot from 15 ft,52,55
226,3,11:21.0,,Offensive rebound by T. Mozgov,52,55
227,3,11:13.0,,K. Love misses 3-pt jump shot from 22 ft,52,55
228,3,11:13.0,Defensive rebound by J. Calderón,,52,55
229,3,11:03.0,R. Lopez misses 2-pt jump shot from 10 ft,,52,55
230,3,11:03.0,,Defensive rebound by K. Love,52,55
231,3,10:41.0,,J. Smith misses 2-pt jump shot from 7 ft,52,55
232,3,10:41.0,,Offensive rebound by T. Mozgov,52,55
233,3,10:27.0,,K. Love makes 3-pt jump shot from 23 ft (assist by K. Irving),52,58
234,3,9:59.0,R. Lopez makes 2-pt hook shot from 13 ft,,54,58
235,3,9:37.0,,T. Mozgov misses 2-pt jump shot from 13 ft,54,58
236,3,9:36.0,Defensive rebound by K. Porziņģis,,54,58
237,3,9:21.0,Turnover by K. Porziņģis (bad pass; steal by J. Smith),,54,58
238,3,9:00.0,,T. Mozgov makes 2-pt jump shot from 16 ft (assist by J. Smith),54,60
239,3,8:36.0,K. Porziņģis makes 3-pt jump shot from 22 ft (assist by J. Calderón),,57,60
240,3,8:18.0,,L. James misses 3-pt jump shot from 23 ft,57,60
241,3,8:18.0,Defensive rebound by A. Afflalo,,57,60
242,3,8:06.0,K. Porziņģis misses 2-pt layup from 1 ft,,57,60
243,3,8:06.0,,Defensive rebound by L. James,57,60
244,3,8:01.0,,L. James misses 2-pt layup from 2 ft,57,60
245,3,7:59.0,Defensive rebound by R. Lopez,,57,60
246,3,7:52.0,L. Thomas misses 2-pt layup from 1 ft,,57,60
247,3,7:51.0,Offensive rebound by K. Porziņģis,,57,60
248,3,7:51.0,K. Porziņģis makes 2-pt dunk at rim,,59,60
249,3,7:40.0,,K. Love misses 3-pt jump shot from 22 ft,59,60
250,3,7:39.0,Defensive rebound by R. Lopez,,59,60
251,3,7:26.0,Turnover by A. Afflalo (bad pass),,59,60
252,3,7:26.0,,Cleveland full timeout,59,60
253,3,7:26.0,,M. Dellavedova enters the game for K. Irving,59,60
254,3,7:00.0,,T. Mozgov makes 2-pt layup from 2 ft (assist by L. James),59,62
255,3,6:43.0,K. Porziņģis makes 2-pt jump shot from 13 ft,,61,62
256,3,6:21.0,,Turnover by M. Dellavedova (bad pass; steal by R. Lopez),61,62
257,3,6:12.0,Offensive foul by R. Lopez (drawn by M. Dellavedova),,61,62
258,3,6:12.0,Turnover by R. Lopez (offensive foul),,61,62
259,3,6:12.0,,T. Thompson enters the game for T. Mozgov,61,62
260,3,5:54.0,,K. Love makes 2-pt hook shot from 13 ft (assist by M. Dellavedova),61,64
261,3,5:37.0,L. Thomas makes 2-pt jump shot from 18 ft (assist by K. Porziņģis),,63,64
262,3,5:18.0,,K. Love misses 2-pt layup from 1 ft (block by R. Lopez),63,64
263,3,5:17.0,Defensive rebound by R. Lopez,,63,64
264,3,5:03.0,K. Porziņģis misses 2-pt jump shot from 8 ft,,63,64
265,3,5:00.0,Offensive rebound by R. Lopez,,63,64
266,3,5:00.0,R. Lopez misses 2-pt layup at rim,,63,64
267,3,4:57.0,,Defensive rebound by K. Love,63,64
268,3,4:41.0,,K. Love makes 2-pt jump shot from 7 ft (assist by J. Smith),63,66
269,3,4:19.0,R. Lopez makes 2-pt jump shot from 19 ft (assist by J. Calderón),,65,66
270,3,4:05.0,,M. Dellavedova makes 2-pt jump shot from 5 ft,65,68
271,3,3:37.0,J. Calderón makes 3-pt jump shot from 26 ft (assist by K. Porziņģis),,68,68
272,3,3:21.0,,M. Dellavedova misses 2-pt jump shot from 5 ft,68,68
273,3,3:20.0,Defensive rebound by L. Thomas,,68,68
274,3,2:55.0,R. Lopez misses 2-pt hook shot from 14 ft,,68,68
275,3,2:52.0,,Defensive rebound by K. Love,68,68
276,3,2:45.0,,Turnover by J. Smith (lost ball; steal by A. Afflalo),68,68
277,3,2:43.0,Personal foul by M. Dellavedova (drawn by A. Afflalo),,68,68
278,3,2:43.0,New York full timeout,,68,68
279,3,2:43.0,,I. Shumpert enters the game for L. James,68,68
280,3,2:43.0,,J. Jones enters the game for K. Love,68,68
281,3,2:43.0,D. Williams enters the game for L. Thomas,,68,68
282,3,2:43.0,L. Galloway enters the game for K. Porziņģis,,68,68
283,3,2:43.0,Violation by Team (delay of game),,68,68
284,3,2:39.0,Turnover by R. Lopez (bad pass; steal by J. Smith),,68,68
285,3,2:30.0,,J. Smith misses 3-pt jump shot from 24 ft,68,68
286,3,2:29.0,Defensive rebound by L. Galloway,,68,68
287,3,2:09.0,L. Galloway misses 2-pt jump shot from 18 ft,,68,68
288,3,2:08.0,,Defensive rebound by T. Thompson,68,68
289,3,2:00.0,,M. Dellavedova makes 2-pt jump shot from 4 ft,68,70
290,3,1:44.0,J. Calderón misses 2-pt jump shot from 17 ft,,68,70
291,3,1:43.0,,Defensive rebound by T. Thompson,68,70
292,3,1:31.0,,M. Dellavedova misses 2-pt layup from 2 ft,68,70
293,3,1:27.0,,Offensive rebound by T. Thompson,68,70
294,3,1:27.0,,T. Thompson makes 2-pt layup at rim,68,72
295,3,1:14.0,Shooting foul by I. Shumpert (drawn by A. Afflalo),,68,72
296,3,1:14.0,A. Afflalo makes free throw 1 of 2,,69,72
297,3,1:14.0,J. Grant enters the game for J. Calderón,,69,72
298,3,1:14.0,L. Amundson enters the game for R. Lopez,,69,72
299,3,1:14.0,,M. Williams enters the game for J. Smith,69,72
300,3,1:14.0,A. Afflalo makes free throw 2 of 2,,70,72
301,3,0:54.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,70,72
302,3,0:53.0,Defensive rebound by A. Afflalo,,70,72
303,3,0:35.0,A. Afflalo makes 2-pt jump shot from 12 ft,,72,72
304,3,0:11.0,,I. Shumpert misses 3-pt jump shot from 27 ft,72,72
305,3,0:11.0,,Offensive rebound by Team,72,72
306,3,0:11.0,,Turnover by Team (shot clock),72,72
307,3,0:01.0,J. Grant misses 2-pt jump shot from 5 ft,,72,72
308,3,0:00.0,Offensive rebound by L. Amundson,,72,72
309,3,0:00.0,L. Amundson misses 2-pt layup at rim,,72,72
310,3,0:00.0,Offensive rebound by Team,,72,72
311,4,11:35.0,,K. Irving misses 2-pt jump shot from 11 ft,72,72
312,4,11:35.0,,Offensive rebound by T. Thompson,72,72
313,4,11:35.0,,Personal foul by L. Thomas (drawn by T. Thompson),72,72
314,4,11:32.0,,K. Irving misses 2-pt jump shot from 5 ft,72,72
315,4,11:31.0,,Offensive rebound by T. Thompson,72,72
316,4,11:31.0,,T. Thompson misses 2-pt layup at rim,72,72
317,4,11:29.0,,Offensive rebound by T. Thompson,72,72
318,4,11:25.0,,K. Irving misses 3-pt jump shot from 23 ft,72,72
319,4,11:23.0,Defensive rebound by L. Amundson,,72,72
320,4,11:15.0,J. Grant misses 3-pt jump shot from 25 ft,,72,72
321,4,11:13.0,Offensive rebound by L. Amundson,,72,72
322,4,11:13.0,L. Amundson makes 2-pt layup at rim,,74,72
323,4,10:58.0,,M. Williams misses 3-pt jump shot from 26 ft,74,72
324,4,10:58.0,Defensive rebound by Team,,74,72
325,4,10:58.0,C. Early enters the game for L. Thomas,,74,72
326,4,10:38.0,L. Galloway misses 3-pt jump shot from 24 ft,,74,72
327,4,10:37.0,,Defensive rebound by I. Shumpert,74,72
328,4,10:17.0,,T. Thompson misses 2-pt jump shot from 5 ft (block by D. Williams),74,72
329,4,10:16.0,Defensive rebound by D. Williams,,74,72
330,4,10:14.0,Personal foul by I. Shumpert (drawn by D. Williams),,74,72
331,4,10:14.0,,L. James enters the game for J. Jones,74,72
332,4,10:01.0,D. Williams misses 3-pt jump shot from 24 ft,,74,72
333,4,10:01.0,,Defensive rebound by M. Williams,74,72
334,4,9:45.0,,Def 3 sec tech foul by C. Early,74,72
335,4,9:45.0,,K. Irving makes technical free throw,74,73
336,4,9:32.0,,Shooting foul by J. Grant (drawn by T. Thompson),74,73
337,4,9:32.0,,T. Thompson makes free throw 1 of 2,74,74
338,4,9:32.0,,T. Thompson makes free throw 2 of 2,74,75
339,4,9:18.0,J. Grant misses 2-pt jump shot from 11 ft (block by M. Williams),,74,75
340,4,9:18.0,Offensive rebound by Team,,74,75
341,4,9:05.0,J. Grant misses 2-pt jump shot from 12 ft,,74,75
342,4,9:02.0,Offensive rebound by L. Amundson,,74,75
343,4,9:02.0,L. Amundson misses 2-pt layup at rim,,74,75
344,4,9:00.0,,Defensive rebound by M. Williams,74,75
345,4,8:51.0,,L. James misses 2-pt layup from 2 ft (block by D. Williams),74,75
346,4,8:50.0,,Offensive rebound by L. James,74,75
347,4,8:40.0,,L. James misses 2-pt jump shot from 20 ft,74,75
348,4,8:38.0,Defensive rebound by L. Galloway,,74,75
349,4,8:29.0,Turnover by D. Williams (lost ball; steal by M. Williams),,74,75
350,4,8:23.0,,Personal foul by D. Williams (drawn by M. Williams),74,75
351,4,8:23.0,Official timeout,,74,75
352,4,8:23.0,A. Afflalo enters the game for C. Early,,74,75
353,4,8:23.0,K. Porziņģis enters the game for L. Amundson,,74,75
354,4,8:06.0,,L. James makes 2-pt layup at rim,74,77
355,4,7:58.0,Personal foul by M. Williams (drawn by J. Grant),,74,77
356,4,7:58.0,L. Thomas enters the game for D. Williams,,74,77
357,4,7:45.0,A. Afflalo makes 2-pt jump shot from 13 ft,,76,77
358,4,7:30.0,,M. Williams misses 2-pt layup from 2 ft (block by L. Galloway),76,77
359,4,7:28.0,Defensive rebound by K. Porziņģis,,76,77
360,4,7:21.0,A. Afflalo misses 2-pt jump shot from 22 ft,,76,77
361,4,7:21.0,Offensive rebound by J. Grant,,76,77
362,4,7:09.0,A. Afflalo misses 2-pt jump shot from 9 ft (block by I. Shumpert),,76,77
363,4,7:08.0,,Defensive rebound by L. James,76,77
364,4,7:02.0,,L. James misses 2-pt layup from 2 ft,76,77
365,4,7:01.0,Defensive rebound by K. Porziņģis,,76,77
366,4,6:58.0,L. Galloway misses 2-pt layup from 2 ft,,76,77
367,4,6:57.0,Offensive rebound by Team,,76,77
368,4,6:57.0,,Loose ball foul by M. Williams (drawn by L. Thomas),76,77
369,4,6:57.0,,M. Dellavedova enters the game for K. Irving,76,77
370,4,6:57.0,J. Calderón enters the game for J. Grant,,76,77
371,4,6:47.0,A. Afflalo misses 2-pt jump shot from 20 ft,,76,77
372,4,6:47.0,,Defensive rebound by T. Thompson,76,77
373,4,6:38.0,,M. Williams makes 2-pt jump shot from 16 ft,76,79
374,4,6:13.0,A. Afflalo makes 2-pt jump shot from 12 ft,,78,79
375,4,5:49.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,78,79
376,4,5:48.0,Defensive rebound by K. Porziņģis,,78,79
377,4,5:28.0,A. Afflalo makes 2-pt layup from 2 ft (assist by K. Porziņģis),,80,79
378,4,5:06.0,,L. James misses 2-pt layup at rim,80,79
379,4,5:02.0,Defensive rebound by L. Galloway,,80,79
380,4,4:58.0,A. Afflalo misses 3-pt jump shot from 25 ft,,80,79
381,4,4:58.0,Offensive rebound by Team,,80,79
382,4,4:58.0,,Violation by T. Thompson (kicked ball),80,79
383,4,4:58.0,,Cleveland full timeout,80,79
384,4,4:58.0,,K. Love enters the game for M. Williams,80,79
385,4,4:53.0,L. Thomas misses 3-pt jump shot from 24 ft,,80,79
386,4,4:53.0,,Defensive rebound by L. James,80,79
387,4,4:31.0,,Shooting foul by A. Afflalo (drawn by K. Love),80,79
388,4,4:31.0,,K. Love misses free throw 1 of 2,80,79
389,4,4:31.0,,Offensive rebound by Team,80,79
390,4,4:31.0,,K. Love makes free throw 2 of 2,80,80
391,4,4:07.0,L. Galloway makes 2-pt jump shot from 23 ft (assist by A. Afflalo),,82,80
