,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MINNESOTA_ACTION,OKLAHOMA CITY_SCORE,MINNESOTA_SCORE
0,1,11:45.0,S. Ibaka misses 2-pt jump shot from 15 ft,,0,0
1,1,11:43.0,,Defensive rebound by K. Garnett,0,0
2,1,11:21.0,,Turnover by R. Rubio (lost ball; steal by R. Westbrook),0,0
3,1,11:18.0,Shooting foul by K. Garnett (drawn by R. Westbrook),,0,0
4,1,11:18.0,R. Westbrook makes free throw 1 of 2,,1,0
5,1,11:18.0,R. Westbrook misses free throw 2 of 2,,1,0
6,1,11:17.0,,Defensive rebound by T. Prince,1,0
7,1,11:03.0,,K. Towns misses 2-pt jump shot from 17 ft,1,0
8,1,11:02.0,Defensive rebound by K. Durant,,1,0
9,1,10:48.0,K. Durant misses 3-pt jump shot from 22 ft,,1,0
10,1,10:47.0,Offensive rebound by S. Adams,,1,0
11,1,10:42.0,S. Ibaka misses 2-pt jump shot from 21 ft,,1,0
12,1,10:41.0,,Defensive rebound by A. Wiggins,1,0
13,1,10:29.0,,A. Wiggins misses 2-pt jump shot from 20 ft,1,0
14,1,10:28.0,,Offensive rebound by K. Towns,1,0
15,1,10:26.0,,K. Towns makes 2-pt layup from 1 ft,1,2
16,1,10:04.0,R. Westbrook makes 2-pt jump shot from 15 ft,,3,2
17,1,9:49.0,,T. Prince misses 2-pt jump shot from 20 ft,3,2
18,1,9:48.0,Defensive rebound by S. Ibaka,,3,2
19,1,9:42.0,Shooting foul by T. Prince (drawn by S. Adams),,3,2
20,1,9:42.0,S. Adams makes free throw 1 of 2,,4,2
21,1,9:42.0,S. Adams makes free throw 2 of 2,,5,2
22,1,9:28.0,,K. Towns misses 2-pt jump shot from 15 ft,5,2
23,1,9:27.0,Defensive rebound by K. Durant,,5,2
24,1,9:20.0,K. Durant makes 2-pt jump shot from 17 ft,,7,2
25,1,9:20.0,Shooting foul by K. Towns (drawn by K. Durant),,7,2
26,1,9:20.0,K. Durant makes free throw 1 of 1,,8,2
27,1,9:08.0,,Personal foul by R. Westbrook (drawn by A. Wiggins),8,2
28,1,8:53.0,,A. Wiggins misses 3-pt jump shot from 25 ft,8,2
29,1,8:52.0,Defensive rebound by R. Westbrook,,8,2
30,1,8:46.0,S. Ibaka makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,11,2
31,1,8:36.0,,Minnesota full timeout,11,2
32,1,8:25.0,,A. Wiggins misses 2-pt jump shot from 19 ft,11,2
33,1,8:24.0,Defensive rebound by S. Ibaka,,11,2
34,1,8:15.0,R. Westbrook makes 2-pt layup at rim (assist by K. Durant),,13,2
35,1,7:56.0,,K. Towns misses 2-pt jump shot from 19 ft,13,2
36,1,7:55.0,Defensive rebound by R. Westbrook,,13,2
37,1,7:41.0,S. Adams makes 2-pt hook shot from 5 ft,,15,2
38,1,7:21.0,,T. Prince makes 2-pt jump shot from 18 ft (assist by K. Garnett),15,4
39,1,7:07.0,Offensive foul by S. Ibaka (drawn by K. Garnett),,15,4
40,1,7:07.0,Turnover by S. Ibaka (offensive foul),,15,4
41,1,7:07.0,,G. Dieng enters the game for K. Garnett,15,4
42,1,6:58.0,,K. Towns misses 2-pt jump shot from 17 ft,15,4
43,1,6:57.0,,Offensive rebound by G. Dieng,15,4
44,1,6:42.0,,A. Wiggins misses 2-pt jump shot from 10 ft,15,4
45,1,6:39.0,Defensive rebound by K. Durant,,15,4
46,1,6:34.0,K. Durant misses 3-pt jump shot from 24 ft,,15,4
47,1,6:32.0,,Defensive rebound by K. Towns,15,4
48,1,6:23.0,,R. Rubio misses 3-pt jump shot from 24 ft,15,4
49,1,6:22.0,,Offensive rebound by K. Towns,15,4
50,1,6:21.0,,Shooting foul by A. Roberson (drawn by K. Towns),15,4
51,1,6:21.0,,K. Towns makes free throw 1 of 2,15,5
52,1,6:21.0,,K. Towns makes free throw 2 of 2,15,6
53,1,6:11.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,17,6
54,1,5:46.0,,Turnover by R. Rubio (lost ball; steal by A. Roberson),17,6
55,1,5:41.0,Turnover by A. Roberson (lost ball),,17,6
56,1,5:30.0,,A. Wiggins misses 2-pt jump shot from 15 ft,17,6
57,1,5:28.0,,Offensive rebound by T. Prince,17,6
58,1,5:19.0,,Personal foul by K. Durant (drawn by G. Dieng),17,6
59,1,5:19.0,,S. Muhammad enters the game for T. Prince,17,6
