,QUARTER,TIME_REMAINING,DALLAS_ACTION,SACRAMENTO_ACTION,DALLAS_SCORE,SACRAMENTO_SCORE
63,1,4:36.0,,Offensive foul by K. Koufos (drawn by D. Powell),16,13
64,1,4:36.0,,Turnover by K. Koufos (offensive foul),16,13
65,1,4:36.0,,O. Casspi enters the game for K. Koufos,16,13
66,1,4:18.0,Turnover by D. Powell (bad pass),,16,13
67,1,4:06.0,,R. Rondo makes 2-pt jump shot from 20 ft (assist by M. Belinelli),16,15
68,1,3:47.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Williams),,19,15
69,1,3:37.0,,Turnover by R. Rondo (lost ball; steal by D. Williams),19,15
70,1,3:25.0,R. Felton makes 2-pt layup from 2 ft (assist by Z. Pachulia),,21,15
71,1,3:07.0,,D. Cousins makes 2-pt layup from 2 ft (assist by O. Casspi),21,17
72,1,2:57.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Williams),,24,17
73,1,2:39.0,,D. Cousins makes 2-pt layup from 2 ft,24,19
74,1,2:39.0,Dallas full timeout,,24,19
75,1,2:39.0,,D. Collison enters the game for R. Gay,24,19
76,1,2:39.0,,K. Koufos enters the game for D. Cousins,24,19
77,1,2:39.0,J. McGee enters the game for W. Matthews,,24,19
78,1,2:39.0,D. Nowitzki enters the game for D. Williams,,24,19
79,1,2:39.0,C. Parsons enters the game for D. Powell,,24,19
80,1,2:39.0,D. Harris enters the game for Z. Pachulia,,24,19
81,1,2:23.0,Offensive foul by J. McGee (drawn by K. Koufos),,24,19
82,1,2:23.0,Turnover by J. McGee (offensive foul),,24,19
83,1,2:09.0,,Turnover by M. Belinelli (bad pass; steal by R. Felton),24,19
84,1,2:04.0,Turnover by R. Felton (bad pass),,24,19
85,1,1:53.0,,M. Belinelli makes 2-pt jump shot from 19 ft (assist by R. Rondo),24,21
86,1,1:38.0,C. Parsons misses 3-pt jump shot from 24 ft,,24,21
87,1,1:37.0,Offensive rebound by J. McGee,,24,21
88,1,1:36.0,Personal foul by D. Collison (drawn by C. Parsons),,24,21
89,1,1:36.0,C. Parsons misses free throw 1 of 2,,24,21
90,1,1:36.0,Offensive rebound by Team,,24,21
91,1,1:36.0,C. Parsons makes free throw 2 of 2,,25,21
92,1,1:16.0,,O. Casspi makes 2-pt layup from 4 ft,25,23
93,1,1:16.0,,Shooting foul by D. Nowitzki (drawn by O. Casspi),25,23
94,1,1:16.0,,O. Casspi misses free throw 1 of 1,25,23
95,1,1:15.0,Defensive rebound by J. McGee,,25,23
96,1,0:58.0,D. Harris makes 2-pt jump shot from 8 ft,,27,23
97,1,0:42.0,,K. Koufos misses 2-pt jump shot from 10 ft,27,23
98,1,0:41.0,,Offensive rebound by K. Koufos,27,23
99,1,0:40.0,,K. Koufos misses 2-pt jump shot from 6 ft,27,23
100,1,0:39.0,,Offensive rebound by D. Collison,27,23
101,1,0:33.0,,R. Rondo misses 3-pt jump shot from 23 ft,27,23
102,1,0:32.0,Defensive rebound by D. Nowitzki,,27,23
103,1,0:27.0,Personal foul by O. Casspi (drawn by D. Harris),,27,23
104,1,0:27.0,D. Harris makes free throw 1 of 2,,28,23
105,1,0:27.0,D. Powell enters the game for D. Nowitzki,,28,23
106,1,0:27.0,D. Harris makes free throw 2 of 2,,29,23
107,1,0:07.0,,Turnover by O. Casspi (bad pass; steal by R. Felton),29,23
108,1,0:02.0,C. Parsons makes 3-pt jump shot from 24 ft (assist by R. Felton),,32,23
109,1,0:00.0,,D. Collison misses 3-pt jump shot from 48 ft,32,23
110,1,0:00.0,,Offensive rebound by Team,32,23
111,2,11:48.0,,Turnover by M. Belinelli (bad pass; steal by R. Felton),32,23
112,2,11:43.0,C. Parsons makes 2-pt layup from 1 ft (assist by R. Felton),,34,23
113,2,11:28.0,,R. Gay misses 3-pt jump shot from 24 ft,34,23
114,2,11:28.0,Defensive rebound by R. Felton,,34,23
115,2,11:12.0,J. McGee makes 2-pt dunk at rim (assist by C. Parsons),,36,23
116,2,10:58.0,,Personal foul by C. Parsons (drawn by D. Collison),36,23
117,2,10:58.0,,D. Collison makes free throw 1 of 2,36,24
118,2,10:58.0,,D. Collison makes free throw 2 of 2,36,25
119,2,10:45.0,J. McGee misses 2-pt layup from 2 ft,,36,25
120,2,10:44.0,,Defensive rebound by K. Koufos,36,25
121,2,10:38.0,,Shooting foul by D. Harris (drawn by D. Collison),36,25
122,2,10:38.0,,D. Collison makes free throw 1 of 2,36,26
123,2,10:38.0,,S. Curry enters the game for M. Belinelli,36,26
124,2,10:38.0,,D. Collison makes free throw 2 of 2,36,27
125,2,10:25.0,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by R. Felton),,38,27
126,2,10:17.0,,O. Casspi misses 3-pt jump shot from 24 ft,38,27
127,2,10:16.0,Defensive rebound by Team,,38,27
128,2,9:49.0,R. Felton makes 3-pt jump shot from 23 ft (assist by C. Parsons),,41,27
129,2,9:34.0,,D. Collison misses 3-pt jump shot from 24 ft,41,27
130,2,9:34.0,Defensive rebound by D. Nowitzki,,41,27
131,2,9:24.0,R. Felton misses 2-pt jump shot from 6 ft,,41,27
132,2,9:24.0,,Defensive rebound by O. Casspi,41,27
133,2,9:15.0,,O. Casspi misses 2-pt hook shot from 5 ft,41,27
134,2,9:14.0,,Offensive rebound by K. Koufos,41,27
135,2,9:09.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Koufos),41,30
136,2,8:52.0,J. McGee misses 2-pt hook shot from 7 ft,,41,30
137,2,8:52.0,,Defensive rebound by O. Casspi,41,30
138,2,8:38.0,,R. Gay makes 2-pt jump shot from 14 ft,41,32
139,2,8:38.0,Dallas full timeout,,41,32
140,2,8:38.0,,D. Cousins enters the game for K. Koufos,41,32
141,2,8:38.0,C. Villanueva enters the game for C. Parsons,,41,32
142,2,8:38.0,W. Matthews enters the game for D. Nowitzki,,41,32
143,2,8:25.0,Turnover by R. Felton (bad pass; steal by O. Casspi),,41,32
144,2,8:20.0,,R. Gay makes 2-pt dunk at rim (assist by D. Collison),41,34
145,2,8:00.0,D. Harris makes 3-pt jump shot from 23 ft (assist by R. Felton),,44,34
146,2,7:44.0,,Personal foul by J. McGee (drawn by D. Cousins),44,34
147,2,7:44.0,Z. Pachulia enters the game for J. McGee,,44,34
148,2,7:30.0,,Turnover by Team (shot clock),44,34
149,2,7:18.0,Turnover by R. Felton (traveling),,44,34
150,2,7:12.0,,D. Collison makes 2-pt layup from 2 ft,44,36
151,2,7:07.0,Dallas full timeout,,44,36
152,2,7:07.0,D. Williams enters the game for R. Felton,,44,36
153,2,6:53.0,C. Villanueva makes 2-pt jump shot from 5 ft,,46,36
154,2,6:43.0,,D. Cousins makes 2-pt layup from 3 ft,46,38
155,2,6:25.0,C. Villanueva misses 3-pt jump shot from 23 ft,,46,38
156,2,6:25.0,,Defensive rebound by R. Gay,46,38
157,2,6:09.0,,D. Cousins misses 3-pt jump shot from 25 ft,46,38
158,2,6:08.0,Defensive rebound by C. Villanueva,,46,38
159,2,5:57.0,D. Williams misses 2-pt jump shot from 16 ft,,46,38
160,2,5:57.0,,Defensive rebound by D. Cousins,46,38
161,2,5:40.0,,R. Gay makes 2-pt jump shot from 10 ft,46,40
162,2,5:24.0,D. Williams misses 3-pt jump shot from 25 ft,,46,40
163,2,5:24.0,,Defensive rebound by D. Cousins,46,40
164,2,5:12.0,,R. Gay makes 2-pt dunk at rim (assist by D. Collison),46,42
165,2,4:56.0,W. Matthews makes 2-pt jump shot from 9 ft (assist by D. Harris),,48,42
166,2,4:36.0,,D. Cousins makes 2-pt layup from 3 ft (assist by S. Curry),48,44
167,2,4:19.0,W. Matthews misses 3-pt jump shot from 24 ft,,48,44
168,2,4:18.0,,Defensive rebound by S. Curry,48,44
169,2,4:06.0,,Turnover by D. Collison (bad pass; steal by D. Harris),48,44
170,2,4:00.0,W. Matthews misses 3-pt jump shot from 25 ft,,48,44
171,2,4:00.0,,Defensive rebound by Team,48,44
172,2,4:00.0,Official timeout,,48,44
173,2,4:00.0,Loose ball foul by Z. Pachulia (drawn by D. Cousins),,48,44
174,2,4:00.0,C. Parsons enters the game for D. Harris,,48,44
175,2,4:00.0,D. Nowitzki enters the game for C. Villanueva,,48,44
176,2,4:00.0,,R. Rondo enters the game for O. Casspi,48,44
177,2,3:43.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Cousins),48,47
178,2,3:25.0,Shooting foul by R. Gay (drawn by Z. Pachulia),,48,47
179,2,3:25.0,Z. Pachulia makes free throw 1 of 2,,49,47
180,2,3:25.0,Z. Pachulia makes free throw 2 of 2,,50,47
181,2,3:00.0,,D. Collison misses 3-pt jump shot from 24 ft,50,47
182,2,2:59.0,,Offensive rebound by Team,50,47
183,2,2:59.0,,Sacramento full timeout,50,47
184,2,2:55.0,,Shooting foul by C. Parsons (drawn by S. Curry),50,47
185,2,2:55.0,,S. Curry makes free throw 1 of 2,50,48
186,2,2:55.0,,S. Curry makes free throw 2 of 2,50,49
187,2,2:46.0,Turnover by C. Parsons (traveling),,50,49
188,2,2:44.0,,Personal take foul by D. Williams (drawn by R. Rondo),50,49
189,2,2:44.0,,R. Rondo misses free throw 1 of 2,50,49
190,2,2:44.0,,Offensive rebound by Team,50,49
191,2,2:44.0,,R. Rondo misses free throw 2 of 2,50,49
192,2,2:43.0,Defensive rebound by D. Nowitzki,,50,49
193,2,2:25.0,D. Nowitzki makes 2-pt jump shot from 12 ft,,52,49
194,2,2:07.0,,Turnover by R. Gay (lost ball; steal by W. Matthews),52,49
195,2,2:02.0,Personal foul by S. Curry (drawn by C. Parsons),,52,49
196,2,2:02.0,,O. Casspi enters the game for R. Gay,52,49
197,2,2:02.0,,K. Koufos enters the game for D. Collison,52,49
198,2,1:49.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,52,49
199,2,1:49.0,,Defensive rebound by R. Rondo,52,49
200,2,1:48.0,,Personal take foul by W. Matthews (drawn by R. Rondo),52,49
201,2,1:48.0,,R. Rondo misses free throw 1 of 2,52,49
202,2,1:48.0,,Offensive rebound by Team,52,49
203,2,1:48.0,,R. Rondo makes free throw 2 of 2,52,50
204,2,1:36.0,Personal foul by O. Casspi (drawn by C. Parsons),,52,50
205,2,1:28.0,W. Matthews misses 2-pt jump shot from 3 ft,,52,50
206,2,1:27.0,Offensive rebound by Z. Pachulia,,52,50
207,2,1:23.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,52,50
208,2,1:23.0,Offensive rebound by W. Matthews,,52,50
209,2,1:16.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,52,50
210,2,1:13.0,,Defensive rebound by K. Koufos,52,50
211,2,1:09.0,,Turnover by D. Cousins (lost ball; steal by D. Williams),52,50
212,2,0:59.0,D. Williams makes 3-pt jump shot from 24 ft (assist by W. Matthews),,55,50
213,2,0:45.0,,O. Casspi makes 3-pt jump shot from 25 ft (assist by R. Rondo),55,53
214,2,0:37.0,Shooting foul by K. Koufos (drawn by Z. Pachulia),,55,53
215,2,0:37.0,Z. Pachulia misses free throw 1 of 2,,55,53
216,2,0:37.0,Offensive rebound by Team,,55,53
217,2,0:37.0,,R. Gay enters the game for K. Koufos,55,53
218,2,0:37.0,R. Felton enters the game for D. Nowitzki,,55,53
219,2,0:37.0,Z. Pachulia makes free throw 2 of 2,,56,53
220,2,0:36.0,,Personal take foul by R. Felton (drawn by R. Rondo),56,53
221,2,0:36.0,,R. Rondo misses free throw 1 of 2,56,53
222,2,0:36.0,,Offensive rebound by Team,56,53
223,2,0:36.0,D. Nowitzki enters the game for C. Parsons,,56,53
224,2,0:36.0,,B. McLemore enters the game for O. Casspi,56,53
225,2,0:36.0,,R. Rondo makes free throw 2 of 2,56,54
226,2,0:20.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,56,54
227,2,0:19.0,Offensive rebound by Z. Pachulia,,56,54
228,2,0:19.0,Z. Pachulia makes 2-pt layup from 2 ft,,58,54
229,2,0:02.0,,R. Rondo misses 3-pt jump shot from 26 ft,58,54
230,2,0:01.0,Defensive rebound by Z. Pachulia,,58,54
231,3,11:36.0,,B. McLemore misses 2-pt jump shot from 9 ft,58,54
232,3,11:35.0,Defensive rebound by W. Matthews,,58,54
233,3,11:17.0,W. Matthews misses 3-pt jump shot from 25 ft,,58,54
234,3,11:16.0,Offensive rebound by Z. Pachulia,,58,54
235,3,11:10.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by C. Parsons),,60,54
236,3,10:49.0,,D. Cousins misses 2-pt jump shot from 8 ft,60,54
237,3,10:49.0,Defensive rebound by Z. Pachulia,,60,54
238,3,10:37.0,Turnover by Z. Pachulia (traveling),,60,54
239,3,10:27.0,,R. Rondo misses 2-pt layup from 2 ft (block by D. Nowitzki),60,54
240,3,10:26.0,Defensive rebound by D. Nowitzki,,60,54
241,3,10:10.0,C. Parsons misses 3-pt jump shot from 24 ft,,60,54
242,3,10:09.0,,Defensive rebound by R. Gay,60,54
243,3,9:50.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by D. Cousins),60,57
244,3,9:36.0,Turnover by C. Parsons (bad pass),,60,57
245,3,9:32.0,,Offensive foul by W. Cauley-Stein (drawn by D. Nowitzki),60,57
246,3,9:32.0,,Turnover by W. Cauley-Stein (offensive foul),60,57
247,3,9:10.0,W. Matthews misses 3-pt jump shot from 25 ft,,60,57
248,3,9:09.0,,Defensive rebound by D. Cousins,60,57
249,3,9:04.0,,R. Gay misses 2-pt dunk at rim,60,57
250,3,9:02.0,,Offensive rebound by W. Cauley-Stein,60,57
251,3,8:58.0,,Personal foul by D. Nowitzki (drawn by W. Cauley-Stein),60,57
252,3,8:58.0,,W. Cauley-Stein misses free throw 1 of 2,60,57
253,3,8:58.0,,Offensive rebound by Team,60,57
254,3,8:58.0,,W. Cauley-Stein makes free throw 2 of 2,60,58
255,3,8:42.0,Z. Pachulia misses 2-pt hook shot from 5 ft,,60,58
256,3,8:42.0,,Defensive rebound by W. Cauley-Stein,60,58
257,3,8:31.0,,D. Cousins misses 3-pt jump shot from 25 ft,60,58
258,3,8:31.0,Defensive rebound by D. Williams,,60,58
259,3,8:10.0,D. Williams misses 3-pt jump shot from 24 ft,,60,58
260,3,8:09.0,,Defensive rebound by R. Gay,60,58
261,3,7:59.0,,Shooting foul by Z. Pachulia (drawn by D. Cousins),60,58
262,3,7:59.0,,D. Cousins makes free throw 1 of 2,60,59
263,3,7:59.0,R. Felton enters the game for C. Parsons,,60,59
264,3,7:59.0,,D. Cousins makes free throw 2 of 2,60,60
265,3,7:41.0,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by W. Matthews),,62,60
266,3,7:33.0,,R. Rondo makes 2-pt jump shot from 17 ft,62,62
267,3,7:20.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,62,62
268,3,7:19.0,,Defensive rebound by B. McLemore,62,62
269,3,7:07.0,,Shooting foul by R. Felton (drawn by R. Gay),62,62
270,3,7:07.0,,R. Gay makes free throw 1 of 2,62,63
271,3,7:07.0,,R. Gay makes free throw 2 of 2,62,64
272,3,6:57.0,Turnover by D. Williams (lost ball),,62,64
273,3,6:44.0,,R. Gay misses 2-pt jump shot from 15 ft,62,64
274,3,6:43.0,,Offensive rebound by R. Gay,62,64
275,3,6:43.0,,Shooting foul by W. Matthews (drawn by R. Gay),62,64
276,3,6:43.0,,R. Gay makes free throw 1 of 2,62,65
277,3,6:43.0,,O. Casspi enters the game for W. Cauley-Stein,62,65
278,3,6:43.0,J. McGee enters the game for Z. Pachulia,,62,65
279,3,6:43.0,,R. Gay makes free throw 2 of 2,62,66
280,3,6:28.0,J. McGee makes 2-pt jump shot from 20 ft (assist by R. Felton),,64,66
281,3,6:17.0,,R. Rondo makes 2-pt layup from 3 ft,64,68
282,3,5:58.0,R. Felton misses 2-pt jump shot from 19 ft,,64,68
283,3,5:57.0,Offensive rebound by D. Nowitzki,,64,68
284,3,5:54.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,64,68
285,3,5:53.0,,Defensive rebound by D. Cousins,64,68
286,3,5:37.0,,D. Cousins misses 3-pt jump shot from 25 ft,64,68
287,3,5:36.0,Defensive rebound by D. Nowitzki,,64,68
288,3,5:21.0,R. Felton misses 2-pt jump shot from 5 ft (block by D. Cousins),,64,68
289,3,5:20.0,,Defensive rebound by Team,64,68
290,3,5:20.0,,Sacramento full timeout,64,68
291,3,5:08.0,D. Powell enters the game for D. Nowitzki,,64,68
292,3,5:08.0,C. Parsons enters the game for W. Matthews,,64,68
293,3,5:08.0,,Personal foul by J. McGee (drawn by D. Cousins),64,68
294,3,5:08.0,,D. Cousins makes free throw 1 of 2,64,69
295,3,5:08.0,Z. Pachulia enters the game for J. McGee,,64,69
296,3,5:08.0,,D. Cousins makes free throw 2 of 2,64,70
297,3,4:49.0,Turnover by R. Felton (traveling),,64,70
298,3,4:37.0,,B. McLemore makes 2-pt layup at rim (assist by R. Rondo),64,72
299,3,4:22.0,D. Williams misses 2-pt jump shot from 4 ft,,64,72
300,3,4:22.0,Offensive rebound by D. Powell,,64,72
301,3,4:12.0,D. Powell misses 3-pt jump shot from 23 ft,,64,72
302,3,4:11.0,,Defensive rebound by R. Gay,64,72
303,3,4:05.0,,R. Rondo misses 2-pt jump shot from 18 ft,64,72
304,3,4:04.0,Defensive rebound by D. Powell,,64,72
305,3,3:56.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Williams),,66,72
306,3,3:51.0,,Personal take foul by R. Felton (drawn by R. Rondo),66,72
307,3,3:51.0,,R. Rondo misses free throw 1 of 2,66,72
308,3,3:51.0,,Offensive rebound by Team,66,72
309,3,3:51.0,,S. Curry enters the game for R. Gay,66,72
310,3,3:51.0,,R. Rondo misses free throw 2 of 2,66,72
311,3,3:50.0,Defensive rebound by Z. Pachulia,,66,72
312,3,3:50.0,Turnover by Z. Pachulia (lost ball),,66,72
313,3,3:31.0,,D. Cousins misses 2-pt jump shot from 5 ft (block by D. Powell),66,72
314,3,3:29.0,Defensive rebound by R. Felton,,66,72
315,3,3:26.0,,Offensive charge foul by C. Parsons (drawn by S. Curry),66,72
316,3,3:26.0,Turnover by C. Parsons (offensive foul),,66,72
317,3,3:26.0,,Personal take foul by C. Parsons (drawn by R. Rondo),66,72
318,3,3:26.0,,R. Rondo makes free throw 1 of 2,66,73
319,3,3:26.0,,K. Koufos enters the game for D. Cousins,66,73
320,3,3:26.0,D. Harris enters the game for Z. Pachulia,,66,73
321,3,3:26.0,,R. Rondo makes free throw 2 of 2,66,74
322,3,3:16.0,Turnover by C. Parsons (palming),,66,74
323,3,3:16.0,,D. Collison enters the game for B. McLemore,66,74
324,3,2:52.0,,K. Koufos misses 2-pt jump shot from 10 ft,66,74
325,3,2:50.0,Defensive rebound by D. Harris,,66,74
326,3,2:35.0,D. Williams misses 2-pt jump shot from 8 ft,,66,74
327,3,2:34.0,Offensive rebound by R. Felton,,66,74
328,3,2:34.0,R. Felton misses 2-pt layup from 2 ft,,66,74
329,3,2:32.0,Offensive rebound by R. Felton,,66,74
330,3,2:27.0,D. Williams misses 3-pt jump shot from 25 ft,,66,74
331,3,2:27.0,,Defensive rebound by D. Collison,66,74
332,3,2:16.0,,D. Collison misses 3-pt jump shot from 24 ft,66,74
333,3,2:15.0,Defensive rebound by D. Powell,,66,74
334,3,2:02.0,C. Parsons makes 2-pt layup from 2 ft (assist by D. Harris),,68,74
335,3,1:48.0,,R. Rondo misses 2-pt hook shot from 5 ft,68,74
336,3,1:47.0,Defensive rebound by D. Powell,,68,74
337,3,1:37.0,D. Williams misses 2-pt jump shot from 3 ft,,68,74
338,3,1:36.0,,Defensive rebound by O. Casspi,68,74
339,3,1:29.0,,O. Casspi misses 3-pt jump shot from 24 ft,68,74
340,3,1:28.0,,Offensive rebound by Team,68,74
341,3,1:28.0,Dallas full timeout,,68,74
342,3,1:28.0,,M. Belinelli enters the game for R. Rondo,68,74
343,3,1:28.0,W. Matthews enters the game for C. Parsons,,68,74
344,3,1:28.0,D. Nowitzki enters the game for D. Williams,,68,74
345,3,1:19.0,,S. Curry misses 3-pt jump shot from 23 ft,68,74
346,3,1:19.0,Defensive rebound by Team,,68,74
347,3,1:02.0,R. Felton misses 3-pt jump shot from 23 ft,,68,74
348,3,1:02.0,,Defensive rebound by Team,68,74
349,3,1:02.0,Loose ball foul by D. Nowitzki (drawn by K. Koufos),,68,74
350,3,1:02.0,,K. Koufos misses free throw 1 of 2,68,74
351,3,1:02.0,,Offensive rebound by Team,68,74
352,3,1:02.0,,K. Koufos misses free throw 2 of 2,68,74
353,3,1:00.0,Defensive rebound by D. Powell,,68,74
354,3,0:45.0,Shooting foul by O. Casspi (drawn by D. Nowitzki),,68,74
355,3,0:45.0,D. Nowitzki makes free throw 1 of 2,,69,74
356,3,0:45.0,D. Nowitzki makes free throw 2 of 2,,70,74
357,3,0:43.0,,Personal foul by D. Powell (drawn by K. Koufos),70,74
358,3,0:43.0,,K. Koufos misses free throw 1 of 2,70,74
359,3,0:43.0,,Offensive rebound by Team,70,74
360,3,0:43.0,,K. Koufos misses free throw 2 of 2,70,74
361,3,0:43.0,Defensive rebound by R. Felton,,70,74
362,3,0:32.0,R. Felton misses 3-pt jump shot from 24 ft,,70,74
363,3,0:31.0,,Defensive rebound by Team,70,74
364,3,0:31.0,,D. Cousins enters the game for K. Koufos,70,74
365,3,0:12.0,,D. Collison makes 2-pt jump shot from 20 ft,70,76
366,3,0:03.0,Personal foul by D. Cousins (drawn by R. Felton),,70,76
367,3,0:03.0,R. Felton misses free throw 1 of 2,,70,76
368,3,0:03.0,Offensive rebound by Team,,70,76
369,3,0:03.0,C. Parsons enters the game for D. Nowitzki,,70,76
370,3,0:03.0,R. Felton makes free throw 2 of 2,,71,76
371,3,0:00.0,,D. Cousins misses 3-pt jump shot from 43 ft,71,76
372,3,0:00.0,,Offensive rebound by Team,71,76
373,4,11:45.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,71,76
374,4,11:44.0,,Defensive rebound by D. Cousins,71,76
375,4,11:29.0,,O. Casspi makes 2-pt layup from 2 ft (assist by D. Cousins),71,78
376,4,11:15.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by R. Felton),,74,78
377,4,10:53.0,,Shooting foul by D. Powell (drawn by D. Cousins),74,78
378,4,10:53.0,,D. Cousins makes free throw 1 of 2,74,79
379,4,10:53.0,W. Matthews enters the game for C. Parsons,,74,79
380,4,10:53.0,,D. Cousins makes free throw 2 of 2,74,80
381,4,10:38.0,Shooting foul by D. Collison (drawn by D. Powell),,74,80
382,4,10:38.0,D. Powell makes free throw 1 of 2,,75,80
383,4,10:38.0,D. Powell makes free throw 2 of 2,,76,80
384,4,10:24.0,,Shooting foul by D. Harris (drawn by D. Cousins),76,80
385,4,10:24.0,,D. Cousins makes free throw 1 of 2,76,81
386,4,10:24.0,,D. Cousins makes free throw 2 of 2,76,82
387,4,10:10.0,R. Felton makes 2-pt jump shot from 21 ft,,78,82
388,4,9:52.0,,O. Casspi misses 3-pt jump shot from 25 ft,78,82
