,QUARTER,TIME_REMAINING,MIAMI_ACTION,CHICAGO_ACTION,MIAMI_SCORE,CHICAGO_SCORE
0,1,11:46.0,,Turnover by E. Moore (step out of bounds),0,0
1,1,11:32.0,D. Wade misses 2-pt layup from 2 ft,,0,0
2,1,11:30.0,,Defensive rebound by T. Gibson,0,0
3,1,11:11.0,,T. Gibson makes 2-pt hook shot from 4 ft,0,2
4,1,10:53.0,L. Deng misses 2-pt jump shot from 16 ft,,0,2
5,1,10:52.0,,Defensive rebound by P. Gasol,0,2
6,1,10:43.0,,Turnover by T. Gibson (3 sec),0,2
7,1,10:30.0,Turnover by J. Johnson (bad pass; steal by M. Dunleavy),,0,2
8,1,10:14.0,,T. Gibson makes 2-pt hook shot from 2 ft,0,4
9,1,9:53.0,L. Deng misses 2-pt layup from 1 ft,,0,4
10,1,9:51.0,,Defensive rebound by T. Gibson,0,4
11,1,9:41.0,,E. Moore misses 2-pt jump shot from 10 ft (block by G. Dragić),0,4
12,1,9:41.0,,Offensive rebound by Team,0,4
13,1,9:39.0,,M. Dunleavy makes 2-pt layup from 1 ft (assist by P. Gasol),0,6
14,1,9:24.0,G. Dragić makes 2-pt jump shot from 18 ft,,2,6
15,1,9:06.0,,J. Holiday makes 2-pt jump shot from 9 ft (assist by T. Gibson),2,8
16,1,8:50.0,D. Wade makes 2-pt jump shot from 6 ft (assist by G. Dragić),,4,8
17,1,8:30.0,,J. Holiday misses 2-pt jump shot from 11 ft,4,8
18,1,8:30.0,,Offensive rebound by Team,4,8
19,1,8:24.0,,Turnover by J. Holiday (bad pass),4,8
20,1,8:13.0,G. Dragić misses 2-pt jump shot from 9 ft,,4,8
21,1,8:12.0,,Defensive rebound by T. Gibson,4,8
22,1,8:05.0,,J. Holiday makes 2-pt jump shot from 19 ft,4,10
23,1,7:38.0,G. Dragić misses 2-pt jump shot from 14 ft (block by P. Gasol),,4,10
24,1,7:36.0,,Defensive rebound by P. Gasol,4,10
25,1,7:26.0,,E. Moore misses 3-pt jump shot from 23 ft,4,10
26,1,7:26.0,Defensive rebound by L. Deng,,4,10
27,1,7:21.0,D. Wade misses 2-pt layup at rim (block by J. Holiday),,4,10
28,1,7:21.0,Offensive rebound by Team,,4,10
29,1,7:07.0,D. Wade misses 2-pt layup from 1 ft (block by J. Holiday),,4,10
30,1,7:05.0,Offensive rebound by D. Wade,,4,10
31,1,7:04.0,A. Stoudemire makes 2-pt dunk at rim (assist by D. Wade),,6,10
32,1,6:52.0,,P. Gasol makes 2-pt layup from 1 ft (assist by M. Dunleavy),6,12
33,1,6:33.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by G. Dragić),,9,12
34,1,6:15.0,,P. Gasol misses 2-pt jump shot from 13 ft,9,12
35,1,6:12.0,Defensive rebound by L. Deng,,9,12
36,1,5:57.0,A. Stoudemire makes 2-pt layup from 1 ft,,11,12
37,1,5:43.0,,T. Gibson misses 2-pt layup from 2 ft,11,12
38,1,5:42.0,Defensive rebound by L. Deng,,11,12
39,1,5:33.0,Shooting foul by M. Dunleavy (drawn by J. Johnson),,11,12
40,1,5:33.0,,Chicago full timeout,11,12
41,1,5:33.0,,D. McDermott enters the game for M. Dunleavy,11,12
42,1,5:33.0,,N. Mirotić enters the game for T. Gibson,11,12
43,1,5:33.0,J. Richardson enters the game for L. Deng,,11,12
44,1,5:33.0,J. Winslow enters the game for G. Dragić,,11,12
45,1,5:33.0,J. Johnson makes free throw 1 of 2,,12,12
46,1,5:33.0,J. Johnson makes free throw 2 of 2,,13,12
47,1,5:17.0,,N. Mirotić makes 2-pt layup at rim (assist by P. Gasol),13,14
48,1,4:56.0,Turnover by A. Stoudemire (lost ball; steal by D. McDermott),,13,14
49,1,4:51.0,,Shooting foul by J. Winslow (drawn by N. Mirotić),13,14
50,1,4:51.0,,N. Mirotić makes free throw 1 of 2,13,15
51,1,4:51.0,,A. Brooks enters the game for E. Moore,13,15
52,1,4:51.0,,N. Mirotić makes free throw 2 of 2,13,16
53,1,4:43.0,Shooting foul by N. Mirotić (drawn by D. Wade),,13,16
54,1,4:43.0,D. Wade misses free throw 1 of 2,,13,16
55,1,4:43.0,Offensive rebound by Team,,13,16
56,1,4:43.0,D. Wade makes free throw 2 of 2,,14,16
57,1,4:36.0,,Shooting foul by J. Johnson (drawn by N. Mirotić),14,16
58,1,4:36.0,,N. Mirotić makes free throw 1 of 2,14,17
59,1,4:36.0,,N. Mirotić makes free throw 2 of 2,14,18
60,1,4:20.0,J. Richardson misses 3-pt jump shot from 24 ft,,14,18
61,1,4:19.0,,Defensive rebound by P. Gasol,14,18
62,1,3:55.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by P. Gasol),14,21
63,1,3:40.0,J. Winslow makes 2-pt jump shot from 21 ft (assist by J. Richardson),,16,21
64,1,3:28.0,,P. Gasol makes 3-pt jump shot from 24 ft (assist by A. Brooks),16,24
65,1,3:21.0,Miami full timeout,,16,24
66,1,3:21.0,H. Whiteside enters the game for A. Stoudemire,,16,24
67,1,3:07.0,D. Wade misses 2-pt jump shot from 18 ft,,16,24
68,1,3:06.0,,Defensive rebound by N. Mirotić,16,24
69,1,2:44.0,,A. Brooks makes 2-pt layup from 2 ft,16,26
70,1,2:26.0,J. Richardson makes 2-pt jump shot from 18 ft (assist by D. Wade),,18,26
71,1,2:04.0,,A. Brooks misses 2-pt jump shot from 6 ft,18,26
72,1,2:02.0,,Offensive rebound by P. Gasol,18,26
73,1,2:02.0,,P. Gasol misses 2-pt layup from 1 ft,18,26
74,1,2:01.0,Defensive rebound by H. Whiteside,,18,26
75,1,1:56.0,J. Johnson misses 2-pt jump shot from 1 ft,,18,26
76,1,1:55.0,Offensive rebound by J. Johnson,,18,26
77,1,1:55.0,J. Johnson makes 2-pt layup from 1 ft,,20,26
78,1,1:36.0,,P. Gasol makes 3-pt jump shot from 24 ft (assist by N. Mirotić),20,29
79,1,1:17.0,H. Whiteside misses 2-pt jump shot from 16 ft,,20,29
80,1,1:15.0,,Defensive rebound by P. Gasol,20,29
81,1,1:08.0,,Turnover by P. Gasol (bad pass),20,29
82,1,1:08.0,L. Deng enters the game for D. Wade,,20,29
83,1,1:08.0,G. Dragić enters the game for J. Johnson,,20,29
84,1,1:08.0,,T. Snell enters the game for J. Holiday,20,29
85,1,0:44.0,L. Deng misses 3-pt jump shot from 25 ft,,20,29
86,1,0:42.0,,Defensive rebound by D. McDermott,20,29
87,1,0:34.0,,Turnover by A. Brooks (bad pass; steal by J. Richardson),20,29
88,1,0:32.0,J. Richardson makes 2-pt dunk at rim,,22,29
89,1,0:15.0,,D. McDermott makes 2-pt layup from 2 ft (assist by P. Gasol),22,31
90,1,0:08.0,Personal take foul by T. Snell,,22,31
91,1,0:08.0,,B. Portis enters the game for P. Gasol,22,31
92,1,0:05.0,Shooting foul by T. Snell (drawn by G. Dragić),,22,31
93,1,0:05.0,G. Dragić misses free throw 1 of 2,,22,31
94,1,0:05.0,Offensive rebound by Team,,22,31
95,1,0:05.0,G. Dragić makes free throw 2 of 2,,23,31
96,1,0:00.0,,Personal foul by J. Richardson,23,31
97,2,11:37.0,H. Whiteside makes 2-pt jump shot from 5 ft (assist by J. Winslow),,25,31
98,2,11:18.0,,N. Mirotić misses 3-pt jump shot from 24 ft,25,31
99,2,11:17.0,Defensive rebound by J. Richardson,,25,31
100,2,11:05.0,L. Deng makes 2-pt layup from 1 ft (assist by G. Dragić),,27,31
101,2,10:52.0,,A. Brooks misses 2-pt jump shot from 4 ft,27,31
102,2,10:51.0,Defensive rebound by H. Whiteside,,27,31
103,2,10:35.0,G. Dragić misses 3-pt jump shot from 24 ft,,27,31
104,2,10:34.0,,Defensive rebound by D. McDermott,27,31
105,2,10:21.0,,T. Snell misses 3-pt jump shot from 25 ft,27,31
106,2,10:20.0,Defensive rebound by H. Whiteside,,27,31
107,2,10:13.0,Shooting foul by B. Portis (drawn by J. Winslow),,27,31
108,2,10:13.0,J. Winslow misses free throw 1 of 2,,27,31
109,2,10:13.0,Offensive rebound by Team,,27,31
110,2,10:13.0,J. Winslow misses free throw 2 of 2,,27,31
111,2,10:10.0,,Defensive rebound by N. Mirotić,27,31
112,2,9:58.0,,B. Portis makes 2-pt jump shot from 21 ft (assist by D. McDermott),27,33
113,2,9:43.0,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),,29,33
114,2,9:15.0,,N. Mirotić misses 2-pt jump shot from 12 ft,29,33
115,2,9:14.0,Defensive rebound by H. Whiteside,,29,33
116,2,9:04.0,J. Richardson misses 3-pt jump shot from 24 ft,,29,33
117,2,9:04.0,Offensive rebound by H. Whiteside,,29,33
118,2,9:04.0,Personal foul by B. Portis,,29,33
119,2,8:59.0,G. Dragić makes 2-pt jump shot from 8 ft (assist by J. Winslow),,31,33
120,2,8:43.0,,B. Portis makes 2-pt jump shot from 17 ft (assist by T. Snell),31,35
121,2,8:20.0,H. Whiteside misses 2-pt jump shot from 17 ft,,31,35
122,2,8:20.0,,Defensive rebound by Team,31,35
123,2,8:20.0,,T. Gibson enters the game for N. Mirotić,31,35
124,2,8:04.0,,D. McDermott makes 2-pt jump shot from 10 ft (assist by A. Brooks),31,37
125,2,7:48.0,Shooting foul by D. McDermott (drawn by H. Whiteside),,31,37
126,2,7:48.0,H. Whiteside makes free throw 1 of 2,,32,37
127,2,7:48.0,H. Whiteside misses free throw 2 of 2,,32,37
128,2,7:47.0,,Defensive rebound by B. Portis,32,37
129,2,7:31.0,,D. McDermott misses 2-pt layup from 3 ft (block by H. Whiteside),32,37
130,2,7:30.0,Defensive rebound by L. Deng,,32,37
131,2,7:22.0,G. Dragić makes 2-pt layup from 3 ft (assist by L. Deng),,34,37
132,2,7:14.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by B. Portis),34,40
133,2,6:59.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Richardson),,36,40
134,2,6:49.0,,A. Brooks misses 2-pt jump shot from 10 ft,36,40
135,2,6:47.0,Defensive rebound by H. Whiteside,,36,40
136,2,6:44.0,Personal foul by T. Snell,,36,40
137,2,6:44.0,G. Dragić makes free throw 1 of 2,,37,40
138,2,6:44.0,,M. Dunleavy enters the game for D. McDermott,37,40
139,2,6:44.0,,J. Holiday enters the game for A. Brooks,37,40
140,2,6:44.0,,E. Moore enters the game for T. Snell,37,40
141,2,6:44.0,G. Dragić makes free throw 2 of 2,,38,40
142,2,6:28.0,,J. Holiday makes 2-pt jump shot from 17 ft (assist by T. Gibson),38,42
143,2,6:28.0,,Shooting foul by J. Richardson (drawn by J. Holiday),38,42
144,2,6:28.0,,J. Holiday makes free throw 1 of 1,38,43
145,2,6:09.0,G. Dragić misses 2-pt jump shot from 12 ft,,38,43
146,2,6:08.0,,Defensive rebound by B. Portis,38,43
147,2,5:59.0,,E. Moore makes 2-pt jump shot from 14 ft,38,45
148,2,5:52.0,Miami full timeout,,38,45
149,2,5:52.0,D. Wade enters the game for G. Dragić,,38,45
150,2,5:52.0,J. Johnson enters the game for J. Winslow,,38,45
151,2,5:43.0,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),,40,45
152,2,5:24.0,,T. Gibson misses 2-pt jump shot from 7 ft,40,45
153,2,5:23.0,Defensive rebound by D. Wade,,40,45
154,2,5:13.0,D. Wade misses 2-pt layup from 1 ft,,40,45
155,2,5:12.0,Offensive rebound by D. Wade,,40,45
156,2,5:12.0,D. Wade misses 2-pt layup from 1 ft,,40,45
157,2,5:12.0,Offensive rebound by L. Deng,,40,45
158,2,5:12.0,Shooting foul by J. Holiday (drawn by L. Deng),,40,45
159,2,5:12.0,L. Deng makes free throw 1 of 2,,41,45
160,2,5:12.0,,P. Gasol enters the game for B. Portis,41,45
161,2,5:12.0,L. Deng makes free throw 2 of 2,,42,45
162,2,4:49.0,,J. Holiday misses 2-pt jump shot from 8 ft,42,45
163,2,4:48.0,,Offensive rebound by J. Holiday,42,45
164,2,4:43.0,,T. Gibson makes 2-pt layup from 1 ft (assist by P. Gasol),42,47
165,2,4:43.0,,Shooting foul by L. Deng (drawn by T. Gibson),42,47
166,2,4:43.0,,T. Gibson makes free throw 1 of 1,42,48
