,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CHARLOTTE_ACTION,NEW ORLEANS_SCORE,CHARLOTTE_SCORE
71,1,2:48.0,,Shooting foul by T. Douglas (drawn by K. Walker),20,30
72,1,2:48.0,,Charlotte full timeout,20,30
73,1,2:48.0,A. Gee enters the game for D. Cunningham,,20,30
74,1,2:48.0,,K. Walker makes free throw 1 of 2,20,31
75,1,2:48.0,,K. Walker misses free throw 2 of 2,20,31
76,1,2:47.0,Defensive rebound by A. Davis,,20,31
77,1,2:27.0,J. Holiday misses 2-pt layup from 1 ft,,20,31
78,1,2:26.0,Offensive rebound by A. Gee,,20,31
79,1,2:26.0,A. Gee makes 2-pt layup from 1 ft,,22,31
80,1,2:19.0,,Personal foul by J. Holiday,22,31
81,1,2:19.0,O. Johnson enters the game for J. Holiday,,22,31
82,1,2:09.0,,F. Kaminsky misses 2-pt layup at rim (block by A. Davis),22,31
83,1,2:09.0,,Offensive rebound by Team,22,31
84,1,2:06.0,,F. Kaminsky makes 2-pt jump shot from 19 ft (assist by J. Lamb),22,33
85,1,1:51.0,T. Douglas misses 2-pt jump shot from 21 ft,,22,33
86,1,1:50.0,Offensive rebound by T. Douglas,,22,33
87,1,1:40.0,O. Johnson makes 2-pt layup from 1 ft (assist by T. Douglas),,24,33
88,1,1:33.0,,Charlotte full timeout,24,33
89,1,1:24.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by K. Walker),24,36
90,1,1:10.0,T. Douglas makes 2-pt jump shot from 18 ft,,26,36
91,1,0:56.0,,K. Walker makes 3-pt jump shot from 28 ft,26,39
92,1,0:47.0,A. Davis misses 3-pt jump shot from 25 ft,,26,39
93,1,0:46.0,,Defensive rebound by K. Walker,26,39
94,1,0:36.0,,K. Walker misses 2-pt jump shot from 17 ft,26,39
95,1,0:33.0,Defensive rebound by A. Davis,,26,39
96,1,0:28.0,Shooting foul by A. Jefferson (drawn by A. Davis),,26,39
97,1,0:28.0,A. Davis makes free throw 1 of 2,,27,39
98,1,0:28.0,A. Davis makes free throw 2 of 2,,28,39
99,1,0:03.0,,J. Lin misses 3-pt jump shot from 23 ft,28,39
100,1,0:02.0,Defensive rebound by R. Anderson,,28,39
101,1,0:00.0,R. Anderson misses 3-pt jump shot from 59 ft,,28,39
102,1,0:00.0,Offensive rebound by Team,,28,39
103,2,11:36.0,,F. Kaminsky misses 2-pt layup from 2 ft,28,39
104,2,11:35.0,Defensive rebound by R. Anderson,,28,39
105,2,11:21.0,O. Johnson misses 2-pt layup from 1 ft (block by A. Jefferson),,28,39
106,2,11:19.0,,Defensive rebound by A. Jefferson,28,39
107,2,11:05.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by N. Batum),28,41
108,2,10:54.0,A. Davis misses 2-pt jump shot from 20 ft,,28,41
109,2,10:51.0,,Defensive rebound by F. Kaminsky,28,41
110,2,10:37.0,,A. Jefferson makes 2-pt hook shot from 7 ft,28,43
111,2,10:26.0,Shooting foul by J. Lamb (drawn by A. Davis),,28,43
112,2,10:26.0,A. Davis makes free throw 1 of 2,,29,43
113,2,10:26.0,A. Davis makes free throw 2 of 2,,30,43
114,2,10:09.0,,Shooting foul by A. Davis (drawn by A. Jefferson),30,43
115,2,10:09.0,,A. Jefferson makes free throw 1 of 2,30,44
116,2,10:09.0,K. Perkins enters the game for A. Davis,,30,44
117,2,10:09.0,,A. Jefferson makes free throw 2 of 2,30,45
118,2,10:00.0,Turnover by T. Douglas (lost ball; steal by F. Kaminsky),,30,45
119,2,9:55.0,,J. Lamb misses 2-pt layup from 1 ft,30,45
120,2,9:55.0,,Offensive rebound by Team,30,45
121,2,9:51.0,,J. Lamb makes 2-pt jump shot from 10 ft,30,47
122,2,9:42.0,Def 3 sec tech foul by A. Jefferson,,30,47
123,2,9:42.0,R. Anderson makes technical free throw,,31,47
124,2,9:31.0,Shooting foul by A. Jefferson (drawn by R. Anderson),,31,47
125,2,9:31.0,R. Anderson makes free throw 1 of 2,,32,47
126,2,9:31.0,,C. Zeller enters the game for A. Jefferson,32,47
127,2,9:31.0,R. Anderson makes free throw 2 of 2,,33,47
128,2,9:17.0,,J. Lin misses 3-pt jump shot from 22 ft,33,47
129,2,9:15.0,Defensive rebound by A. Gee,,33,47
130,2,9:08.0,T. Douglas misses 3-pt jump shot from 27 ft,,33,47
131,2,9:07.0,,Defensive rebound by C. Zeller,33,47
132,2,8:58.0,,Turnover by J. Lamb (bad pass; steal by A. Gee),33,47
133,2,8:52.0,T. Douglas makes 2-pt layup from 1 ft (assist by A. Gee),,35,47
134,2,8:45.0,,Shooting foul by K. Perkins (drawn by C. Zeller),35,47
135,2,8:45.0,Official timeout,,35,47
136,2,8:45.0,,C. Zeller misses free throw 1 of 2,35,47
137,2,8:45.0,,Offensive rebound by Team,35,47
138,2,8:45.0,,C. Zeller makes free throw 2 of 2,35,48
139,2,8:30.0,R. Anderson misses 2-pt jump shot from 18 ft,,35,48
140,2,8:27.0,Offensive rebound by K. Perkins,,35,48
141,2,8:14.0,T. Douglas misses 3-pt jump shot from 23 ft,,35,48
142,2,8:12.0,,Defensive rebound by C. Zeller,35,48
143,2,7:56.0,,J. Lin makes 2-pt jump shot from 6 ft,35,50
144,2,7:50.0,Shooting foul by J. Lamb (drawn by O. Johnson),,35,50
145,2,7:50.0,O. Johnson makes free throw 1 of 2,,36,50
146,2,7:50.0,O. Johnson misses free throw 2 of 2,,36,50
147,2,7:48.0,,Defensive rebound by N. Batum,36,50
148,2,7:34.0,,Shooting foul by R. Anderson (drawn by J. Lin),36,50
149,2,7:34.0,,J. Lin makes free throw 1 of 2,36,51
150,2,7:34.0,,C. Lee enters the game for J. Lamb,36,51
151,2,7:34.0,,J. Lin makes free throw 2 of 2,36,52
152,2,7:11.0,T. Douglas misses 2-pt jump shot from 10 ft,,36,52
153,2,7:09.0,Offensive rebound by K. Perkins,,36,52
154,2,7:09.0,K. Perkins makes 2-pt layup from 1 ft,,38,52
155,2,6:50.0,,F. Kaminsky misses 2-pt layup from 1 ft,38,52
156,2,6:49.0,Defensive rebound by O. Johnson,,38,52
157,2,6:29.0,R. Anderson misses 2-pt layup from 1 ft (block by F. Kaminsky),,38,52
158,2,6:27.0,,Defensive rebound by F. Kaminsky,38,52
159,2,6:19.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),38,55
160,2,6:07.0,T. Douglas makes 3-pt jump shot from 25 ft,,41,55
161,2,5:56.0,,J. Lin misses 3-pt jump shot from 25 ft,41,55
162,2,5:54.0,Defensive rebound by K. Perkins,,41,55
163,2,5:44.0,O. Johnson misses 3-pt jump shot from 27 ft,,41,55
164,2,5:43.0,,Defensive rebound by C. Zeller,41,55
165,2,5:32.0,,C. Zeller misses 2-pt layup from 1 ft (block by K. Perkins),41,55
166,2,5:30.0,Defensive rebound by K. Perkins,,41,55
167,2,5:29.0,A. Gee makes 2-pt layup from 1 ft (assist by K. Perkins),,43,55
168,2,5:29.0,,Charlotte full timeout,43,55
169,2,5:29.0,,M. Williams enters the game for J. Lin,43,55
170,2,5:29.0,,K. Walker enters the game for F. Kaminsky,43,55
171,2,5:29.0,A. Davis enters the game for O. Johnson,,43,55
172,2,5:29.0,J. Holiday enters the game for K. Perkins,,43,55
173,2,5:14.0,,C. Lee makes 2-pt layup from 1 ft,43,57
174,2,5:01.0,R. Anderson misses 3-pt jump shot from 25 ft,,43,57
175,2,5:00.0,,Defensive rebound by K. Walker,43,57
176,2,4:53.0,,Turnover by N. Batum (lost ball),43,57
177,2,4:43.0,A. Davis misses 2-pt jump shot from 17 ft,,43,57
178,2,4:42.0,,Defensive rebound by C. Lee,43,57
179,2,4:26.0,,N. Batum misses 3-pt jump shot from 25 ft,43,57
180,2,4:24.0,Defensive rebound by A. Gee,,43,57
181,2,4:12.0,J. Holiday makes 2-pt jump shot from 13 ft (assist by A. Gee),,45,57
182,2,4:00.0,Violation by A. Davis (kicked ball),,45,57
183,2,3:56.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by M. Williams),45,60
184,2,3:41.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by A. Davis),,48,60
185,2,3:22.0,,Turnover by C. Zeller (offensive goaltending),48,60
186,2,3:18.0,D. Cunningham enters the game for A. Gee,,48,60
187,2,3:12.0,J. Holiday misses 2-pt layup at rim (block by C. Zeller),,48,60
188,2,3:09.0,Offensive rebound by A. Davis,,48,60
189,2,3:00.0,Turnover by A. Davis (bad pass; steal by K. Walker),,48,60
190,2,2:57.0,,Shooting foul by R. Anderson (drawn by K. Walker),48,60
191,2,2:57.0,New Orleans full timeout,,48,60
192,2,2:57.0,,K. Walker makes free throw 1 of 2,48,61
193,2,2:57.0,,K. Walker makes free throw 2 of 2,48,62
194,2,2:48.0,J. Holiday misses 2-pt jump shot from 13 ft,,48,62
195,2,2:47.0,,Defensive rebound by K. Walker,48,62
196,2,2:34.0,,Shooting foul by T. Douglas (drawn by M. Williams),48,62
197,2,2:34.0,,M. Williams makes free throw 1 of 2,48,63
198,2,2:34.0,,M. Williams makes free throw 2 of 2,48,64
199,2,2:25.0,R. Anderson misses 3-pt jump shot from 25 ft,,48,64
200,2,2:23.0,,Defensive rebound by K. Walker,48,64
201,2,2:15.0,,K. Walker misses 3-pt jump shot from 25 ft,48,64
202,2,2:14.0,Defensive rebound by J. Holiday,,48,64
203,2,2:01.0,T. Douglas makes 2-pt jump shot from 17 ft (assist by A. Davis),,50,64
204,2,2:01.0,Shooting foul by K. Walker (drawn by T. Douglas),,50,64
205,2,2:01.0,T. Douglas makes free throw 1 of 1,,51,64
206,2,1:47.0,,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),51,66
207,2,1:40.0,A. Davis makes 2-pt layup at rim,,53,66
208,2,1:40.0,Shooting foul by C. Zeller (drawn by A. Davis),,53,66
209,2,1:40.0,A. Davis makes free throw 1 of 1,,54,66
210,2,1:27.0,,N. Batum makes 2-pt jump shot from 18 ft (assist by M. Williams),54,68
211,2,1:07.0,D. Cunningham misses 2-pt layup from 1 ft,,54,68
212,2,1:06.0,,Defensive rebound by C. Lee,54,68
213,2,0:59.0,,Personal foul by D. Cunningham,54,68
214,2,0:59.0,,C. Zeller misses free throw 1 of 2,54,68
215,2,0:59.0,,Offensive rebound by Team,54,68
216,2,0:59.0,,C. Zeller makes free throw 2 of 2,54,69
217,2,0:46.0,D. Cunningham misses 3-pt jump shot from 23 ft,,54,69
218,2,0:45.0,,Defensive rebound by C. Zeller,54,69
219,2,0:39.0,,K. Walker makes 2-pt layup from 1 ft,54,71
220,2,0:39.0,,Technical foul by Team,54,71
221,2,0:39.0,A. Davis makes technical free throw,,55,71
222,2,0:31.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,57,71
223,2,0:14.0,,N. Batum misses 2-pt jump shot from 6 ft,57,71
224,2,0:13.0,Defensive rebound by R. Anderson,,57,71
225,2,0:00.0,A. Davis makes 3-pt jump shot from 26 ft (assist by T. Douglas),,60,71
226,3,11:44.0,,C. Lee makes 2-pt layup from 1 ft,60,73
227,3,11:25.0,Shooting foul by C. Zeller (drawn by A. Davis),,60,73
228,3,11:25.0,A. Davis misses free throw 1 of 2,,60,73
229,3,11:25.0,Offensive rebound by Team,,60,73
230,3,11:25.0,A. Davis makes free throw 2 of 2,,61,73
231,3,11:08.0,,C. Lee misses 2-pt jump shot from 18 ft,61,73
232,3,11:06.0,Defensive rebound by A. Gee,,61,73
233,3,10:56.0,T. Douglas makes 3-pt jump shot from 25 ft (assist by A. Davis),,64,73
234,3,10:33.0,,C. Zeller makes 2-pt dunk at rim (assist by M. Williams),64,75
235,3,10:16.0,J. Holiday makes 2-pt layup from 2 ft,,66,75
236,3,10:16.0,Shooting foul by C. Lee (drawn by J. Holiday),,66,75
237,3,10:16.0,J. Holiday makes free throw 1 of 1,,67,75
238,3,10:01.0,,Shooting foul by T. Douglas (drawn by C. Zeller),67,75
239,3,10:01.0,,C. Zeller makes free throw 1 of 2,67,76
240,3,10:01.0,,C. Zeller makes free throw 2 of 2,67,77
241,3,9:53.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by T. Douglas),,70,77
242,3,9:53.0,,Charlotte full timeout,70,77
243,3,9:40.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by K. Walker),70,80
244,3,9:21.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,72,80
245,3,9:00.0,,M. Williams makes 2-pt hook shot from 3 ft,72,82
246,3,8:50.0,A. Davis misses 3-pt jump shot from 24 ft,,72,82
247,3,8:49.0,,Defensive rebound by K. Walker,72,82
248,3,8:44.0,,K. Walker misses 3-pt jump shot from 24 ft,72,82
249,3,8:41.0,Defensive rebound by A. Gee,,72,82
250,3,8:36.0,T. Douglas misses 3-pt jump shot from 25 ft,,72,82
251,3,8:34.0,,Defensive rebound by C. Lee,72,82
252,3,8:20.0,,Personal foul by A. Gee,72,82
253,3,8:11.0,,M. Williams misses 2-pt jump shot from 20 ft,72,82
254,3,8:10.0,Defensive rebound by A. Davis,,72,82
255,3,7:57.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by A. Davis),,75,82
256,3,7:38.0,,N. Batum misses 3-pt jump shot from 25 ft,75,82
257,3,7:37.0,Defensive rebound by A. Gee,,75,82
258,3,7:13.0,A. Davis makes 2-pt jump shot from 8 ft,,77,82
259,3,7:02.0,,Shooting foul by D. Cunningham (drawn by K. Walker),77,82
260,3,7:02.0,,K. Walker makes free throw 1 of 2,77,83
261,3,7:02.0,,K. Walker misses free throw 2 of 2,77,83
262,3,7:01.0,Defensive rebound by A. Davis,,77,83
263,3,6:46.0,Personal foul by C. Lee,,77,83
264,3,6:34.0,A. Davis makes 2-pt jump shot from 15 ft (assist by J. Holiday),,79,83
265,3,6:12.0,,N. Batum misses 3-pt jump shot from 25 ft,79,83
266,3,6:11.0,Defensive rebound by A. Gee,,79,83
267,3,6:04.0,Turnover by T. Douglas (step out of bounds),,79,83
268,3,5:49.0,,C. Lee misses 2-pt jump shot from 8 ft,79,83
269,3,5:48.0,Defensive rebound by J. Holiday,,79,83
270,3,5:34.0,A. Davis misses 2-pt jump shot from 11 ft,,79,83
271,3,5:33.0,,Defensive rebound by C. Zeller,79,83
272,3,5:20.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by N. Batum),79,86
273,3,5:03.0,A. Davis makes 2-pt jump shot from 18 ft (assist by J. Holiday),,81,86
274,3,4:52.0,,Shooting foul by T. Douglas (drawn by K. Walker),81,86
275,3,4:52.0,,K. Walker makes free throw 1 of 2,81,87
276,3,4:52.0,K. Perkins enters the game for D. Cunningham,,81,87
277,3,4:52.0,,J. Lin enters the game for C. Zeller,81,87
278,3,4:52.0,,A. Jefferson enters the game for C. Lee,81,87
279,3,4:52.0,,K. Walker misses free throw 2 of 2,81,87
280,3,4:50.0,Defensive rebound by K. Perkins,,81,87
281,3,4:42.0,Shooting foul by A. Jefferson (drawn by J. Holiday),,81,87
282,3,4:42.0,J. Holiday makes free throw 1 of 2,,82,87
283,3,4:42.0,O. Johnson enters the game for T. Douglas,,82,87
284,3,4:42.0,J. Holiday makes free throw 2 of 2,,83,87
285,3,4:28.0,,J. Lin misses 2-pt jump shot from 6 ft,83,87
286,3,4:27.0,Defensive rebound by K. Perkins,,83,87
287,3,4:19.0,J. Holiday makes 3-pt jump shot from 25 ft,,86,87
288,3,4:06.0,,Personal foul by K. Perkins,86,87
289,3,4:06.0,,A. Jefferson misses free throw 1 of 2,86,87
290,3,4:06.0,,Offensive rebound by Team,86,87
291,3,4:06.0,,A. Jefferson makes free throw 2 of 2,86,88
292,3,3:54.0,J. Holiday misses 3-pt jump shot from 24 ft,,86,88
293,3,3:53.0,,Defensive rebound by N. Batum,86,88
294,3,3:34.0,,M. Williams makes 2-pt hook shot from 7 ft (assist by N. Batum),86,90
295,3,3:22.0,Turnover by J. Holiday (palming),,86,90
296,3,3:09.0,,N. Batum makes 2-pt layup from 1 ft (assist by A. Jefferson),86,92
297,3,2:49.0,J. Holiday misses 2-pt layup from 1 ft,,86,92
298,3,2:49.0,Offensive rebound by Team,,86,92
299,3,2:49.0,Turnover by J. Holiday (traveling),,86,92
300,3,2:49.0,New Orleans full timeout,,86,92
301,3,2:49.0,,J. Lamb enters the game for N. Batum,86,92
302,3,2:49.0,,F. Kaminsky enters the game for M. Williams,86,92
303,3,2:49.0,R. Anderson enters the game for A. Davis,,86,92
304,3,2:42.0,Violation by J. Holiday (kicked ball),,86,92
305,3,2:27.0,,J. Lamb misses 2-pt jump shot from 8 ft,86,92
306,3,2:26.0,Defensive rebound by K. Perkins,,86,92
307,3,2:03.0,J. Holiday misses 2-pt jump shot from 15 ft,,86,92
308,3,2:01.0,,Defensive rebound by J. Lin,86,92
309,3,1:52.0,,J. Lin misses 2-pt layup from 1 ft,86,92
310,3,1:52.0,,Offensive rebound by Team,86,92
311,3,1:42.0,,K. Walker misses 2-pt layup from 2 ft,86,92
312,3,1:42.0,Defensive rebound by Team,,86,92
313,3,1:42.0,,Loose ball foul by A. Jefferson,86,92
314,3,1:42.0,K. Perkins misses free throw 1 of 2,,86,92
315,3,1:42.0,Offensive rebound by Team,,86,92
316,3,1:42.0,K. Perkins misses free throw 2 of 2,,86,92
317,3,1:39.0,,Defensive rebound by A. Jefferson,86,92
318,3,1:23.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),86,95
319,3,1:07.0,J. Holiday makes 2-pt jump shot from 10 ft,,88,95
320,3,0:48.0,,J. Lamb misses 3-pt jump shot from 26 ft,88,95
321,3,0:46.0,Defensive rebound by O. Johnson,,88,95
322,3,0:39.0,J. Holiday makes 2-pt jump shot from 17 ft,,90,95
323,3,0:28.0,,K. Walker makes 3-pt jump shot from 24 ft,90,98
324,3,0:08.0,R. Anderson misses 3-pt jump shot from 24 ft,,90,98
325,3,0:07.0,,Defensive rebound by J. Lin,90,98
326,3,0:01.0,,Shooting foul by O. Johnson (drawn by K. Walker),90,98
327,3,0:01.0,,K. Walker misses free throw 1 of 2,90,98
328,3,0:01.0,,Offensive rebound by Team,90,98
329,3,0:01.0,,K. Walker makes free throw 2 of 2,90,99
330,4,11:36.0,O. Johnson makes 2-pt jump shot from 9 ft,,92,99
331,4,11:22.0,,Personal foul by K. Perkins,92,99
332,4,11:14.0,,J. Lin makes 2-pt layup from 1 ft,92,101
333,4,10:58.0,O. Johnson misses 3-pt jump shot from 26 ft,,92,101
334,4,10:57.0,,Defensive rebound by F. Kaminsky,92,101
335,4,10:48.0,,J. Lin makes 2-pt layup at rim,92,103
336,4,10:48.0,New Orleans full timeout,,92,103
337,4,10:48.0,A. Davis enters the game for O. Johnson,,92,103
338,4,10:48.0,J. Holiday enters the game for R. Anderson,,92,103
339,4,10:38.0,A. Davis makes 2-pt jump shot from 18 ft,,94,103
340,4,10:21.0,,Shooting foul by K. Perkins (drawn by J. Lin),94,103
341,4,10:21.0,,J. Lin makes free throw 1 of 2,94,104
342,4,10:21.0,,J. Lin makes free throw 2 of 2,94,105
343,4,10:09.0,J. Holiday misses 3-pt jump shot from 26 ft,,94,105
344,4,10:08.0,,Defensive rebound by F. Kaminsky,94,105
345,4,9:58.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,94,105
346,4,9:56.0,Defensive rebound by J. Holiday,,94,105
347,4,9:39.0,A. Davis makes 3-pt jump shot from 25 ft (assist by T. Douglas),,97,105
348,4,9:18.0,,J. Lin misses 2-pt jump shot from 4 ft (block by T. Douglas),97,105
349,4,9:16.0,Defensive rebound by A. Davis,,97,105
350,4,9:15.0,Shooting foul by J. Lamb (drawn by J. Holiday),,97,105
351,4,9:15.0,J. Holiday makes free throw 1 of 2,,98,105
352,4,9:15.0,J. Holiday makes free throw 2 of 2,,99,105
353,4,9:00.0,,A. Jefferson misses 2-pt jump shot from 14 ft,99,105
354,4,8:58.0,Defensive rebound by A. Davis,,99,105
355,4,8:47.0,Turnover by J. Holiday (bad pass; steal by F. Kaminsky),,99,105
356,4,8:38.0,,N. Batum misses 3-pt jump shot from 25 ft,99,105
357,4,8:37.0,Defensive rebound by A. Davis,,99,105
358,4,8:25.0,A. Davis misses 2-pt jump shot from 15 ft,,99,105
359,4,8:24.0,,Defensive rebound by J. Lamb,99,105
360,4,8:12.0,,A. Jefferson misses 2-pt hook shot from 11 ft,99,105
361,4,8:11.0,Defensive rebound by A. Davis,,99,105
362,4,7:51.0,T. Douglas misses 2-pt jump shot from 13 ft,,99,105
363,4,7:50.0,,Defensive rebound by A. Jefferson,99,105
364,4,7:39.0,,J. Lamb misses 3-pt jump shot from 25 ft,99,105
365,4,7:37.0,Defensive rebound by A. Davis,,99,105
366,4,7:30.0,Personal foul by F. Kaminsky,,99,105
367,4,7:30.0,Ö. Aşık enters the game for K. Perkins,,99,105
368,4,7:26.0,,C. Lee enters the game for A. Jefferson,99,105
369,4,7:26.0,,C. Zeller enters the game for J. Lamb,99,105
370,4,7:20.0,A. Davis misses 2-pt jump shot from 16 ft,,99,105
371,4,7:19.0,,Defensive rebound by F. Kaminsky,99,105
372,4,7:15.0,,Shooting foul by Ö. Aşık (drawn by J. Lin),99,105
373,4,7:15.0,,J. Lin makes free throw 1 of 2,99,106
374,4,7:15.0,R. Anderson enters the game for Ö. Aşık,,99,106
375,4,7:15.0,,J. Lin makes free throw 2 of 2,99,107
376,4,6:59.0,A. Davis makes 2-pt jump shot from 19 ft,,101,107
377,4,6:41.0,,Turnover by C. Zeller (3 sec),101,107
378,4,6:27.0,Personal foul by C. Zeller,,101,107
379,4,6:27.0,,M. Williams enters the game for F. Kaminsky,101,107
380,4,6:27.0,,K. Walker enters the game for J. Lin,101,107
381,4,6:20.0,Turnover by A. Davis (traveling),,101,107
382,4,5:55.0,,C. Lee misses 2-pt jump shot from 18 ft,101,107
383,4,5:54.0,Defensive rebound by R. Anderson,,101,107
384,4,5:44.0,D. Cunningham makes 2-pt layup from 2 ft,,103,107
385,4,5:44.0,Shooting foul by M. Williams (drawn by D. Cunningham),,103,107
386,4,5:44.0,Official timeout,,103,107
387,4,5:44.0,D. Cunningham makes free throw 1 of 1,,104,107
388,4,5:23.0,,M. Williams makes 2-pt jump shot from 9 ft,104,109
389,4,4:57.0,A. Davis misses 3-pt jump shot from 24 ft,,104,109
390,4,4:56.0,,Defensive rebound by N. Batum,104,109
391,4,4:44.0,,M. Williams misses 3-pt jump shot from 24 ft,104,109
