,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ATLANTA_ACTION,BROOKLYN_SCORE,ATLANTA_SCORE
0,1,11:42.0,W. Ellington makes 2-pt jump shot from 19 ft,,2,0
1,1,11:19.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by A. Horford),2,3
2,1,11:00.0,T. Young misses 2-pt layup from 1 ft,,2,3
3,1,10:59.0,,Defensive rebound by P. Millsap,2,3
4,1,10:46.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by P. Millsap),2,6
5,1,10:25.0,B. Lopez makes 2-pt layup from 2 ft (assist by D. Sloan),,4,6
6,1,10:09.0,,Turnover by J. Teague (bad pass; steal by T. Young),4,6
7,1,10:05.0,Turnover by T. Young (bad pass; steal by K. Korver),,4,6
8,1,9:50.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by J. Teague),4,8
9,1,9:33.0,Def 3 sec tech foul by P. Millsap,,4,8
10,1,9:33.0,J. Johnson makes technical free throw,,5,8
11,1,9:24.0,W. Ellington misses 2-pt jump shot from 20 ft,,5,8
12,1,9:23.0,,Defensive rebound by K. Bazemore,5,8
13,1,9:12.0,,Shooting foul by T. Young (drawn by P. Millsap),5,8
14,1,9:12.0,,P. Millsap makes free throw 1 of 2,5,9
15,1,9:12.0,,P. Millsap makes free throw 2 of 2,5,10
16,1,8:59.0,T. Young makes 2-pt jump shot from 18 ft (assist by D. Sloan),,7,10
17,1,8:49.0,,A. Horford misses 3-pt jump shot from 24 ft,7,10
18,1,8:48.0,Defensive rebound by T. Young,,7,10
19,1,8:41.0,Shooting foul by K. Korver (drawn by T. Young),,7,10
20,1,8:41.0,T. Young makes free throw 1 of 2,,8,10
21,1,8:41.0,T. Young makes free throw 2 of 2,,9,10
22,1,8:32.0,,J. Teague makes 2-pt layup from 1 ft,9,12
23,1,8:19.0,T. Young makes 2-pt jump shot from 17 ft (assist by D. Sloan),,11,12
24,1,8:02.0,,K. Bazemore misses 3-pt jump shot from 24 ft,11,12
25,1,8:00.0,,Offensive rebound by P. Millsap,11,12
26,1,7:56.0,,K. Korver makes 2-pt jump shot from 21 ft (assist by P. Millsap),11,14
27,1,7:41.0,T. Young makes 2-pt layup from 3 ft (assist by D. Sloan),,13,14
28,1,7:30.0,,A. Horford makes 2-pt layup from 1 ft (assist by J. Teague),13,16
29,1,7:14.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by D. Sloan),,16,16
30,1,6:45.0,,P. Millsap misses 3-pt jump shot from 24 ft,16,16
31,1,6:44.0,Defensive rebound by T. Young,,16,16
32,1,6:31.0,B. Lopez misses 2-pt layup from 1 ft (block by P. Millsap),,16,16
33,1,6:29.0,,Defensive rebound by K. Bazemore,16,16
34,1,6:26.0,,Atlanta full timeout,16,16
35,1,6:26.0,,T. Sefolosha enters the game for K. Bazemore,16,16
36,1,6:26.0,,T. Splitter enters the game for A. Horford,16,16
37,1,6:20.0,,Personal foul by J. Johnson (drawn by T. Splitter),16,16
38,1,6:12.0,,P. Millsap misses 2-pt layup from 1 ft (block by T. Young),16,16
39,1,6:09.0,,Offensive rebound by T. Splitter,16,16
40,1,6:05.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,16,16
41,1,6:04.0,Defensive rebound by D. Sloan,,16,16
42,1,5:49.0,T. Young misses 2-pt jump shot from 9 ft,,16,16
43,1,5:47.0,,Defensive rebound by T. Sefolosha,16,16
44,1,5:40.0,,T. Splitter makes 2-pt layup from 1 ft (assist by T. Sefolosha),16,18
45,1,5:32.0,Personal foul by T. Splitter (drawn by B. Lopez),,16,18
46,1,5:32.0,S. Larkin enters the game for B. Lopez,,16,18
47,1,5:32.0,T. Robinson enters the game for D. Sloan,,16,18
48,1,5:23.0,T. Young misses 2-pt jump shot from 17 ft,,16,18
49,1,5:21.0,,Defensive rebound by J. Teague,16,18
50,1,5:06.0,,K. Korver misses 2-pt jump shot from 21 ft,16,18
51,1,5:05.0,Defensive rebound by J. Johnson,,16,18
52,1,4:44.0,T. Robinson misses 2-pt jump shot from 4 ft,,16,18
53,1,4:42.0,,Defensive rebound by T. Splitter,16,18
54,1,4:34.0,,J. Teague misses 3-pt jump shot from 24 ft,16,18
55,1,4:33.0,Defensive rebound by J. Johnson,,16,18
56,1,4:21.0,T. Young misses 2-pt jump shot from 19 ft,,16,18
57,1,4:19.0,,Defensive rebound by T. Sefolosha,16,18
