,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CLEVELAND_ACTION,LA CLIPPERS_SCORE,CLEVELAND_SCORE
389,4,5:35.0,J. Redick enters the game for A. Rivers,,87,96
390,4,5:35.0,D. Jordan misses free throw 1 of 2,,87,96
391,4,5:35.0,Offensive rebound by Team,,87,96
392,4,5:35.0,D. Jordan misses free throw 2 of 2,,87,96
393,4,5:34.0,,Defensive rebound by K. Love,87,96
394,4,5:14.0,,K. Irving makes 2-pt jump shot from 10 ft (assist by L. James),87,98
395,4,5:07.0,Personal foul by T. Thompson (drawn by D. Jordan),,87,98
396,4,5:07.0,D. Jordan misses free throw 1 of 2,,87,98
397,4,5:07.0,Offensive rebound by Team,,87,98
398,4,5:07.0,W. Johnson enters the game for L. Stephenson,,87,98
399,4,5:07.0,D. Jordan makes free throw 2 of 2,,88,98
400,4,4:48.0,,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),88,101
401,4,4:33.0,W. Johnson misses 3-pt jump shot from 23 ft,,88,101
402,4,4:32.0,,Defensive rebound by K. Irving,88,101
403,4,4:29.0,,Personal foul by C. Paul (drawn by T. Thompson),88,101
404,4,4:29.0,,T. Thompson misses free throw 1 of 2,88,101
405,4,4:29.0,,Offensive rebound by Team,88,101
406,4,4:29.0,C. Aldrich enters the game for D. Jordan,,88,101
407,4,4:29.0,,T. Thompson misses free throw 2 of 2,88,101
408,4,4:28.0,,Offensive rebound by L. James,88,101
409,4,4:19.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),88,104
410,4,4:12.0,Personal foul by L. James (drawn by C. Aldrich),,88,104
411,4,4:12.0,C. Aldrich makes free throw 1 of 2,,89,104
412,4,4:12.0,,I. Shumpert enters the game for T. Thompson,89,104
413,4,4:12.0,C. Aldrich makes free throw 2 of 2,,90,104
414,4,3:54.0,,Shooting foul by W. Johnson (drawn by L. James),90,104
415,4,3:54.0,,L. James makes free throw 1 of 2,90,105
416,4,3:54.0,A. Rivers enters the game for W. Johnson,,90,105
417,4,3:54.0,,L. James misses free throw 2 of 2,90,105
418,4,3:53.0,,Offensive rebound by J. Smith,90,105
419,4,3:40.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by I. Shumpert),90,108
420,4,3:27.0,C. Paul makes 2-pt jump shot from 14 ft,,92,108
421,4,3:12.0,,K. Love misses 3-pt jump shot from 24 ft,92,108
422,4,3:12.0,Defensive rebound by A. Rivers,,92,108
423,4,3:11.0,Personal foul by L. James (drawn by C. Paul),,92,108
424,4,3:11.0,C. Paul makes free throw 1 of 2,,93,108
425,4,3:11.0,L. Mbah a Moute enters the game for C. Aldrich,,93,108
426,4,3:11.0,C. Paul makes free throw 2 of 2,,94,108
427,4,2:55.0,,K. Irving makes 2-pt jump shot from 14 ft,94,110
428,4,2:47.0,Shooting foul by J. Smith (drawn by L. Mbah a Moute),,94,110
429,4,2:47.0,LA Clippers full timeout,,94,110
430,4,2:47.0,P. Prigioni enters the game for J. Redick,,94,110
431,4,2:47.0,C. Wilcox enters the game for C. Paul,,94,110
432,4,2:47.0,L. Stephenson enters the game for J. Crawford,,94,110
433,4,2:47.0,L. Mbah a Moute misses free throw 1 of 2,,94,110
434,4,2:47.0,Offensive rebound by Team,,94,110
435,4,2:47.0,L. Mbah a Moute makes free throw 2 of 2,,95,110
436,4,2:36.0,,L. James makes 2-pt layup from 1 ft (assist by J. Smith),95,112
437,4,2:36.0,,Shooting foul by L. Stephenson (drawn by L. James),95,112
438,4,2:36.0,C. Aldrich enters the game for L. Mbah a Moute,,95,112
439,4,2:36.0,,M. Dellavedova enters the game for K. Irving,95,112
440,4,2:36.0,,L. James makes free throw 1 of 1,95,113
441,4,2:28.0,L. Stephenson misses 2-pt layup from 1 ft,,95,113
442,4,2:26.0,Offensive rebound by C. Aldrich,,95,113
443,4,2:26.0,C. Aldrich misses 2-pt layup from 2 ft,,95,113
444,4,2:25.0,Offensive rebound by L. Stephenson,,95,113
445,4,2:25.0,L. Stephenson misses 2-pt layup from 1 ft,,95,113
446,4,2:23.0,,Defensive rebound by L. James,95,113
447,4,2:17.0,,Cleveland full timeout,95,113
448,4,2:17.0,,J. Jones enters the game for L. James,95,113
449,4,2:17.0,,J. Cunningham enters the game for K. Love,95,113
450,4,2:17.0,,T. Mozgov enters the game for J. Smith,95,113
451,4,2:12.0,,Turnover by M. Dellavedova (bad pass; steal by L. Stephenson),95,113
452,4,2:06.0,L. Stephenson makes 2-pt layup from 1 ft,,97,113
453,4,1:40.0,,Turnover by Team (shot clock),97,113
454,4,1:31.0,A. Rivers makes 2-pt layup at rim (assist by P. Prigioni),,99,113
455,4,1:10.0,,T. Mozgov misses 2-pt hook shot from 6 ft,99,113
456,4,1:10.0,Defensive rebound by Team,,99,113
457,4,1:10.0,,Loose ball foul by T. Mozgov (drawn by C. Aldrich),99,113
458,4,1:10.0,C. Aldrich misses free throw 1 of 2,,99,113
459,4,1:10.0,Offensive rebound by Team,,99,113
460,4,1:10.0,C. Aldrich makes free throw 2 of 2,,100,113
461,4,0:58.0,,I. Shumpert makes 2-pt jump shot from 16 ft,100,115
462,4,0:48.0,C. Aldrich makes 2-pt layup from 2 ft (assist by P. Prigioni),,102,115
463,4,0:32.0,,I. Shumpert misses 3-pt jump shot from 25 ft,102,115
464,4,0:31.0,Defensive rebound by P. Prigioni,,102,115
465,4,0:21.0,P. Prigioni misses 2-pt jump shot from 11 ft,,102,115
466,4,0:19.0,,Defensive rebound by M. Dellavedova,102,115
