,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PORTLAND_ACTION,GOLDEN STATE_SCORE,PORTLAND_SCORE
36,1,7:52.0,Defensive rebound by A. Bogut,,9,2
37,1,7:45.0,B. Rush makes 3-pt jump shot from 22 ft (assist by K. Thompson),,12,2
38,1,7:44.0,,Portland full timeout,12,2
39,1,7:28.0,,A. Aminu misses 3-pt jump shot from 24 ft,12,2
40,1,7:25.0,,Offensive rebound by N. Vonleh,12,2
41,1,7:13.0,,A. Aminu makes 2-pt jump shot from 9 ft (assist by D. Lillard),12,4
42,1,6:56.0,S. Curry misses 3-pt jump shot from 24 ft,,12,4
43,1,6:55.0,,Defensive rebound by A. Aminu,12,4
44,1,6:43.0,,C. McCollum misses 2-pt jump shot from 20 ft,12,4
45,1,6:41.0,Defensive rebound by K. Thompson,,12,4
46,1,6:30.0,B. Rush makes 3-pt jump shot from 22 ft (assist by K. Thompson),,15,4
47,1,6:19.0,,D. Lillard makes 2-pt jump shot from 19 ft,15,6
48,1,6:01.0,B. Rush misses 2-pt jump shot from 19 ft,,15,6
49,1,6:00.0,,Defensive rebound by N. Vonleh,15,6
50,1,5:42.0,,C. McCollum misses 3-pt jump shot from 25 ft,15,6
51,1,5:40.0,Defensive rebound by S. Curry,,15,6
52,1,5:34.0,S. Curry makes 2-pt layup from 1 ft,,17,6
53,1,5:12.0,,C. McCollum misses 2-pt jump shot from 3 ft,17,6
54,1,5:11.0,Defensive rebound by A. Bogut,,17,6
55,1,5:05.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,19,6
56,1,4:43.0,,M. Plumlee misses 2-pt layup from 2 ft (block by A. Bogut),19,6
57,1,4:43.0,,Offensive rebound by Team,19,6
58,1,4:43.0,A. Iguodala enters the game for B. Rush,,19,6
59,1,4:43.0,,M. Harkless enters the game for A. Aminu,19,6
60,1,4:43.0,,M. Leonard enters the game for N. Vonleh,19,6
61,1,4:43.0,,A. Crabbe enters the game for C. McCollum,19,6
62,1,4:39.0,,M. Leonard misses 2-pt jump shot from 19 ft,19,6
63,1,4:38.0,Defensive rebound by A. Iguodala,,19,6
64,1,4:28.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Bogut),,22,6
65,1,4:14.0,,D. Lillard makes 2-pt jump shot from 20 ft,22,8
66,1,4:08.0,D. Green makes 2-pt dunk at rim (assist by S. Curry),,24,8
67,1,3:59.0,,Personal foul by S. Curry (drawn by D. Lillard),24,8
68,1,3:59.0,M. Speights enters the game for A. Bogut,,24,8
69,1,3:51.0,,D. Lillard makes 3-pt jump shot from 24 ft,24,11
70,1,3:39.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,27,11
71,1,3:20.0,,Shooting foul by M. Speights (drawn by D. Lillard),27,11
72,1,3:20.0,,D. Lillard misses free throw 1 of 2,27,11
73,1,3:20.0,,Offensive rebound by Team,27,11
74,1,3:20.0,Golden State full timeout,,27,11
75,1,3:20.0,,E. Davis enters the game for M. Plumlee,27,11
76,1,3:20.0,,D. Lillard misses free throw 2 of 2,27,11
77,1,3:19.0,Defensive rebound by M. Speights,,27,11
78,1,3:06.0,Turnover by A. Iguodala (bad pass; steal by A. Crabbe),,27,11
79,1,2:55.0,,A. Crabbe misses 3-pt jump shot from 24 ft,27,11
80,1,2:55.0,Defensive rebound by D. Green,,27,11
81,1,2:55.0,Personal foul by M. Leonard (drawn by D. Green),,27,11
82,1,2:45.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,30,11
83,1,2:23.0,,E. Davis makes 2-pt dunk at rim (assist by D. Lillard),30,13
84,1,2:09.0,S. Livingston enters the game for D. Green,,30,13
85,1,2:09.0,H. Barnes enters the game for S. Curry,,30,13
86,1,2:04.0,H. Barnes misses 2-pt jump shot from 20 ft,,30,13
87,1,2:02.0,,Defensive rebound by E. Davis,30,13
88,1,1:54.0,,D. Lillard makes 2-pt dunk at rim,30,15
89,1,1:39.0,Turnover by M. Speights (bad pass; steal by M. Leonard),,30,15
90,1,1:35.0,,A. Crabbe makes 2-pt dunk at rim (assist by E. Davis),30,17
91,1,1:15.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by H. Barnes),,33,17
92,1,0:58.0,,Shooting foul by S. Livingston (drawn by A. Crabbe),33,17
93,1,0:58.0,,A. Crabbe makes free throw 1 of 2,33,18
94,1,0:58.0,,A. Crabbe makes free throw 2 of 2,33,19
95,1,0:51.0,Personal foul by A. Crabbe (drawn by M. Speights),,33,19
96,1,0:45.0,Turnover by M. Speights (lost ball; steal by D. Lillard),,33,19
97,1,0:36.0,,D. Lillard misses 2-pt jump shot from 13 ft,33,19
98,1,0:35.0,Defensive rebound by M. Speights,,33,19
99,1,0:27.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,36,19
100,1,0:07.0,,D. Lillard makes 2-pt jump shot from 11 ft,36,21
101,1,0:00.0,K. Thompson makes 2-pt jump shot from 17 ft,,38,21
102,2,11:42.0,,M. Harkless makes 3-pt jump shot from 23 ft (assist by C. McCollum),38,24
103,2,11:27.0,M. Speights misses 2-pt jump shot from 20 ft,,38,24
104,2,11:27.0,,Defensive rebound by E. Davis,38,24
105,2,11:20.0,,C. McCollum makes 2-pt jump shot from 20 ft,38,26
106,2,11:00.0,Shooting foul by E. Davis (drawn by H. Barnes),,38,26
107,2,11:00.0,H. Barnes makes free throw 1 of 2,,39,26
108,2,11:00.0,H. Barnes makes free throw 2 of 2,,40,26
109,2,10:46.0,,C. McCollum makes 2-pt jump shot from 4 ft,40,28
110,2,10:46.0,,Violation by Team (delay of game),40,28
111,2,10:32.0,H. Barnes misses 2-pt jump shot from 15 ft,,40,28
112,2,10:32.0,,Defensive rebound by E. Davis,40,28
113,2,10:19.0,,Shooting foul by A. Iguodala (drawn by M. Harkless),40,28
114,2,10:19.0,,M. Harkless makes free throw 1 of 2,40,29
115,2,10:19.0,,M. Harkless makes free throw 2 of 2,40,30
116,2,10:03.0,Turnover by I. Clark (lost ball; steal by A. Crabbe),,40,30
117,2,9:58.0,,A. Crabbe makes 2-pt dunk at rim,40,32
118,2,9:52.0,Golden State full timeout,,40,32
119,2,9:52.0,D. Green enters the game for M. Speights,,40,32
120,2,9:46.0,I. Clark makes 3-pt jump shot from 25 ft (assist by D. Green),,43,32
121,2,9:21.0,,A. Crabbe misses 3-pt jump shot from 24 ft,43,32
122,2,9:21.0,Defensive rebound by A. Iguodala,,43,32
123,2,9:13.0,H. Barnes misses 3-pt jump shot from 23 ft,,43,32
124,2,9:12.0,,Defensive rebound by E. Davis,43,32
125,2,9:02.0,,C. McCollum misses 2-pt layup from 2 ft,43,32
126,2,9:02.0,Defensive rebound by D. Green,,43,32
127,2,8:52.0,S. Livingston makes 2-pt jump shot from 3 ft (assist by H. Barnes),,45,32
128,2,8:52.0,Shooting foul by M. Leonard (drawn by S. Livingston),,45,32
129,2,8:52.0,S. Livingston makes free throw 1 of 1,,46,32
130,2,8:37.0,,C. McCollum misses 2-pt jump shot from 21 ft,46,32
131,2,8:36.0,Defensive rebound by Team,,46,32
132,2,8:19.0,H. Barnes misses 2-pt jump shot from 15 ft,,46,32
133,2,8:18.0,,Defensive rebound by M. Leonard,46,32
134,2,8:10.0,,A. Crabbe misses 2-pt jump shot from 9 ft (block by I. Clark),46,32
135,2,8:09.0,Defensive rebound by D. Green,,46,32
136,2,8:06.0,,Violation by A. Crabbe (kicked ball),46,32
137,2,8:06.0,,G. Henderson enters the game for M. Leonard,46,32
138,2,7:55.0,S. Livingston misses 2-pt jump shot from 14 ft,,46,32
139,2,7:55.0,,Defensive rebound by C. McCollum,46,32
140,2,7:49.0,,C. McCollum makes 2-pt layup from 1 ft,46,34
141,2,7:30.0,S. Livingston misses 2-pt jump shot from 10 ft,,46,34
142,2,7:29.0,,Defensive rebound by A. Crabbe,46,34
143,2,7:23.0,,Turnover by C. McCollum (bad pass; steal by S. Livingston),46,34
144,2,7:15.0,I. Clark makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,49,34
145,2,6:59.0,,Shooting foul by D. Green (drawn by E. Davis),49,34
146,2,6:59.0,,E. Davis misses free throw 1 of 2,49,34
147,2,6:59.0,,Offensive rebound by Team,49,34
148,2,6:59.0,S. Curry enters the game for I. Clark,,49,34
149,2,6:59.0,,E. Davis makes free throw 2 of 2,49,35
150,2,6:52.0,Personal foul by G. Henderson (drawn by A. Iguodala),,49,35
151,2,6:52.0,K. Thompson enters the game for A. Iguodala,,49,35
152,2,6:49.0,,Violation by G. Henderson (def goaltending),49,35
153,2,6:49.0,K. Thompson makes 2-pt layup at rim (assist by S. Livingston),,51,35
154,2,6:34.0,,C. McCollum misses 2-pt layup from 2 ft (block by D. Green),51,35
155,2,6:31.0,Defensive rebound by S. Curry,,51,35
156,2,6:31.0,S. Curry misses 3-pt jump shot from 24 ft,,51,35
157,2,6:31.0,Offensive rebound by D. Green,,51,35
158,2,6:31.0,Shooting foul by E. Davis (drawn by D. Green),,51,35
159,2,6:31.0,D. Green makes free throw 1 of 2,,52,35
160,2,6:31.0,,D. Lillard enters the game for M. Harkless,52,35
161,2,6:31.0,D. Green makes free throw 2 of 2,,53,35
162,2,6:15.0,,D. Lillard makes 3-pt jump shot from 22 ft,53,38
163,2,6:06.0,S. Livingston makes 2-pt jump shot from 10 ft,,55,38
164,2,5:57.0,,A. Crabbe misses 3-pt jump shot from 24 ft,55,38
165,2,5:57.0,Defensive rebound by K. Thompson,,55,38
166,2,5:45.0,K. Thompson misses 2-pt jump shot from 14 ft,,55,38
167,2,5:45.0,,Defensive rebound by D. Lillard,55,38
168,2,5:33.0,,D. Lillard misses 3-pt jump shot from 24 ft,55,38
169,2,5:33.0,,Offensive rebound by E. Davis,55,38
170,2,5:29.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),55,41
171,2,5:11.0,D. Green makes 2-pt layup from 2 ft (assist by S. Livingston),,57,41
172,2,5:11.0,,Portland full timeout,57,41
173,2,5:11.0,B. Rush enters the game for S. Livingston,,57,41
174,2,5:11.0,A. Bogut enters the game for H. Barnes,,57,41
175,2,5:11.0,,A. Aminu enters the game for A. Crabbe,57,41
176,2,5:11.0,,M. Plumlee enters the game for E. Davis,57,41
177,2,4:47.0,,M. Plumlee makes 2-pt hook shot from 2 ft,57,43
178,2,4:32.0,A. Bogut makes 2-pt dunk at rim (assist by K. Thompson),,59,43
179,2,4:20.0,,M. Plumlee misses 2-pt dunk at rim,59,43
180,2,4:20.0,Defensive rebound by K. Thompson,,59,43
181,2,4:14.0,K. Thompson misses 3-pt jump shot from 26 ft,,59,43
182,2,4:13.0,,Defensive rebound by G. Henderson,59,43
183,2,4:05.0,,Shooting foul by A. Bogut (drawn by D. Lillard),59,43
184,2,4:05.0,,D. Lillard makes free throw 1 of 2,59,44
185,2,4:05.0,,D. Lillard makes free throw 2 of 2,59,45
186,2,4:03.0,Personal take foul by M. Plumlee (drawn by A. Bogut),,59,45
187,2,4:03.0,A. Bogut makes free throw 1 of 2,,60,45
188,2,4:03.0,A. Bogut misses free throw 2 of 2,,60,45
189,2,4:02.0,,Defensive rebound by A. Aminu,60,45
190,2,3:57.0,,Shooting foul by A. Bogut (drawn by G. Henderson),60,45
191,2,3:57.0,,G. Henderson misses free throw 1 of 2,60,45
192,2,3:57.0,,Offensive rebound by Team,60,45
193,2,3:57.0,A. Iguodala enters the game for A. Bogut,,60,45
194,2,3:57.0,,G. Henderson makes free throw 2 of 2,60,46
195,2,3:48.0,Personal foul by M. Plumlee (drawn by S. Curry),,60,46
196,2,3:48.0,S. Curry makes free throw 1 of 2,,61,46
197,2,3:48.0,,A. Crabbe enters the game for C. McCollum,61,46
198,2,3:48.0,,M. Harkless enters the game for M. Plumlee,61,46
199,2,3:48.0,S. Curry makes free throw 2 of 2,,62,46
200,2,3:35.0,,A. Crabbe makes 2-pt layup from 2 ft (assist by D. Lillard),62,48
201,2,3:21.0,Shooting foul by D. Lillard (drawn by D. Green),,62,48
202,2,3:21.0,D. Green misses free throw 1 of 2,,62,48
203,2,3:21.0,Offensive rebound by Team,,62,48
204,2,3:21.0,D. Green makes free throw 2 of 2,,63,48
205,2,3:09.0,,Turnover by D. Lillard (lost ball; steal by S. Curry),63,48
206,2,3:07.0,Personal foul by M. Harkless (drawn by A. Iguodala),,63,48
207,2,3:07.0,A. Iguodala makes free throw 1 of 2,,64,48
208,2,3:07.0,A. Iguodala makes free throw 2 of 2,,65,48
209,2,2:56.0,,D. Lillard misses 2-pt layup from 2 ft (block by B. Rush),65,48
210,2,2:55.0,Defensive rebound by D. Green,,65,48
211,2,2:51.0,B. Rush makes 2-pt dunk at rim (assist by A. Iguodala),,67,48
212,2,2:49.0,,Portland full timeout,67,48
213,2,2:49.0,Official timeout,,67,48
214,2,2:49.0,,C. McCollum enters the game for G. Henderson,67,48
215,2,2:32.0,,C. McCollum misses 2-pt jump shot from 5 ft,67,48
216,2,2:31.0,Defensive rebound by D. Green,,67,48
217,2,2:15.0,S. Curry misses 2-pt layup from 1 ft (block by D. Lillard),,67,48
218,2,2:15.0,Offensive rebound by Team,,67,48
219,2,2:10.0,B. Rush makes 2-pt jump shot from 20 ft (assist by S. Curry),,69,48
220,2,1:53.0,,A. Crabbe misses 2-pt jump shot from 21 ft,69,48
221,2,1:53.0,Defensive rebound by B. Rush,,69,48
222,2,1:46.0,Turnover by S. Curry (bad pass; steal by M. Harkless),,69,48
223,2,1:44.0,,Personal foul by A. Iguodala (drawn by D. Lillard),69,48
224,2,1:44.0,,D. Lillard makes free throw 1 of 2,69,49
225,2,1:44.0,,D. Lillard makes free throw 2 of 2,69,50
226,2,1:33.0,K. Thompson misses 2-pt jump shot from 14 ft,,69,50
227,2,1:32.0,,Defensive rebound by A. Aminu,69,50
228,2,1:19.0,,D. Lillard misses 3-pt jump shot from 24 ft,69,50
229,2,1:18.0,Defensive rebound by Team,,69,50
230,2,1:09.0,Shooting foul by A. Aminu (drawn by S. Curry),,69,50
231,2,1:09.0,S. Curry makes free throw 1 of 2,,70,50
232,2,1:09.0,S. Curry makes free throw 2 of 2,,71,50
233,2,0:51.0,,M. Harkless misses 2-pt jump shot from 5 ft,71,50
234,2,0:51.0,Defensive rebound by D. Green,,71,50
235,2,0:44.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),,74,50
236,2,0:34.0,,Personal foul by S. Curry (drawn by D. Lillard),74,50
237,2,0:34.0,,D. Lillard makes free throw 1 of 2,74,51
238,2,0:34.0,,D. Lillard makes free throw 2 of 2,74,52
239,2,0:26.0,S. Curry misses 3-pt jump shot from 25 ft,,74,52
240,2,0:24.0,,Defensive rebound by A. Aminu,74,52
241,2,0:03.0,,C. McCollum misses 3-pt jump shot from 23 ft,74,52
242,2,0:02.0,,Offensive rebound by M. Harkless,74,52
243,2,0:02.0,,Shooting foul by A. Iguodala (drawn by M. Harkless),74,52
244,2,0:02.0,,M. Harkless misses free throw 1 of 2,74,52
245,2,0:02.0,,Offensive rebound by Team,74,52
246,2,0:02.0,,M. Harkless misses free throw 2 of 2,74,52
247,2,0:01.0,Defensive rebound by A. Iguodala,,74,52
248,3,11:50.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by M. Plumlee),74,55
249,3,11:37.0,D. Green makes 2-pt dunk at rim (assist by S. Curry),,76,55
250,3,11:19.0,,C. McCollum misses 2-pt jump shot from 15 ft,76,55
251,3,11:18.0,,Offensive rebound by N. Vonleh,76,55
252,3,11:14.0,,M. Plumlee misses 2-pt layup from 1 ft,76,55
253,3,11:13.0,,Offensive rebound by N. Vonleh,76,55
254,3,11:10.0,,N. Vonleh misses 2-pt layup from 1 ft,76,55
255,3,11:10.0,Defensive rebound by A. Bogut,,76,55
256,3,10:57.0,B. Rush makes 2-pt layup from 2 ft (assist by K. Thompson),,78,55
257,3,10:44.0,,D. Lillard misses 3-pt jump shot from 25 ft,78,55
258,3,10:43.0,Defensive rebound by K. Thompson,,78,55
259,3,10:27.0,S. Curry misses 3-pt jump shot from 25 ft,,78,55
260,3,10:27.0,,Defensive rebound by Team,78,55
261,3,10:14.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),78,58
262,3,9:52.0,D. Green misses 3-pt jump shot from 24 ft,,78,58
263,3,9:51.0,,Defensive rebound by C. McCollum,78,58
264,3,9:43.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by C. McCollum),78,61
265,3,9:31.0,Turnover by A. Bogut (bad pass; steal by D. Lillard),,78,61
266,3,9:29.0,,Personal foul by D. Green (drawn by M. Plumlee),78,61
267,3,9:17.0,,A. Aminu makes 2-pt jump shot from 19 ft,78,63
268,3,9:00.0,K. Thompson misses 3-pt jump shot from 24 ft,,78,63
269,3,8:59.0,,Defensive rebound by D. Lillard,78,63
270,3,8:51.0,,D. Lillard makes 2-pt jump shot from 19 ft,78,65
271,3,8:50.0,Golden State full timeout,,78,65
272,3,8:37.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Green),,80,65
273,3,8:20.0,,Shooting foul by D. Green (drawn by M. Plumlee),80,65
274,3,8:20.0,,M. Plumlee makes free throw 1 of 2,80,66
275,3,8:20.0,,M. Plumlee makes free throw 2 of 2,80,67
276,3,8:07.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,83,67
277,3,7:54.0,,D. Lillard misses 3-pt jump shot from 25 ft,83,67
278,3,7:52.0,,Offensive rebound by M. Plumlee,83,67
279,3,7:52.0,,M. Plumlee misses 2-pt dunk at rim,83,67
280,3,7:52.0,Defensive rebound by B. Rush,,83,67
281,3,7:38.0,A. Bogut makes 2-pt layup from 2 ft (assist by S. Curry),,85,67
282,3,7:20.0,,M. Plumlee misses 2-pt layup from 1 ft,85,67
283,3,7:19.0,Defensive rebound by D. Green,,85,67
284,3,7:11.0,S. Curry makes 2-pt layup at rim (assist by D. Green),,87,67
285,3,6:50.0,,A. Aminu misses 3-pt jump shot from 24 ft,87,67
286,3,6:49.0,Defensive rebound by B. Rush,,87,67
287,3,6:32.0,B. Rush makes 3-pt jump shot from 24 ft (assist by D. Green),,90,67
288,3,6:32.0,,Portland full timeout,90,67
289,3,6:32.0,,M. Harkless enters the game for N. Vonleh,90,67
290,3,6:18.0,,D. Lillard misses 3-pt jump shot from 25 ft,90,67
291,3,6:18.0,Defensive rebound by D. Green,,90,67
292,3,5:58.0,K. Thompson misses 3-pt jump shot from 26 ft,,90,67
293,3,5:57.0,,Defensive rebound by M. Plumlee,90,67
294,3,5:39.0,,Turnover by M. Plumlee (bad pass),90,67
295,3,5:23.0,B. Rush makes 2-pt layup from 2 ft (assist by D. Green),,92,67
296,3,5:12.0,,D. Lillard misses 2-pt jump shot from 16 ft,92,67
297,3,5:11.0,Defensive rebound by K. Thompson,,92,67
298,3,5:03.0,K. Thompson misses 2-pt jump shot from 11 ft,,92,67
299,3,5:03.0,,Defensive rebound by M. Plumlee,92,67
300,3,4:52.0,,M. Harkless misses 3-pt jump shot from 22 ft,92,67
301,3,4:51.0,,Offensive rebound by A. Aminu,92,67
302,3,4:47.0,,A. Aminu makes 3-pt jump shot from 24 ft,92,70
303,3,4:36.0,S. Curry misses 3-pt jump shot from 24 ft,,92,70
304,3,4:34.0,,Defensive rebound by M. Plumlee,92,70
305,3,4:20.0,,M. Plumlee makes 2-pt dunk at rim (assist by M. Harkless),92,72
306,3,4:03.0,Turnover by A. Bogut (offensive goaltending),,92,72
307,3,4:03.0,A. Iguodala enters the game for B. Rush,,92,72
308,3,4:03.0,,M. Leonard enters the game for M. Plumlee,92,72
309,3,4:03.0,,A. Crabbe enters the game for A. Aminu,92,72
310,3,3:50.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),92,75
311,3,3:36.0,Personal foul by M. Leonard (drawn by S. Curry),,92,75
312,3,3:36.0,H. Barnes enters the game for A. Bogut,,92,75
313,3,3:33.0,Shooting foul by M. Leonard (drawn by K. Thompson),,92,75
314,3,3:33.0,K. Thompson misses free throw 1 of 2,,92,75
315,3,3:33.0,Offensive rebound by Team,,92,75
316,3,3:33.0,K. Thompson makes free throw 2 of 2,,93,75
317,3,3:17.0,,C. McCollum misses 2-pt jump shot from 6 ft,93,75
318,3,3:17.0,,Offensive rebound by M. Leonard,93,75
319,3,3:17.0,,M. Leonard misses 2-pt layup at rim,93,75
320,3,3:16.0,Defensive rebound by D. Green,,93,75
321,3,3:07.0,S. Curry makes 3-pt jump shot from 24 ft,,96,75
322,3,2:52.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by D. Lillard),96,78
323,3,2:42.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),,98,78
324,3,2:33.0,,Shooting foul by H. Barnes (drawn by D. Lillard),98,78
325,3,2:33.0,,D. Lillard makes free throw 1 of 2,98,79
326,3,2:33.0,S. Livingston enters the game for K. Thompson,,98,79
327,3,2:33.0,,D. Lillard makes free throw 2 of 2,98,80
328,3,2:23.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,101,80
329,3,2:08.0,,A. Crabbe makes 2-pt jump shot from 21 ft (assist by M. Leonard),101,82
330,3,1:58.0,S. Curry misses 2-pt layup from 1 ft (block by M. Harkless),,101,82
331,3,1:58.0,,Defensive rebound by Team,101,82
332,3,1:45.0,,D. Lillard misses 3-pt jump shot from 24 ft,101,82
333,3,1:45.0,Defensive rebound by S. Livingston,,101,82
334,3,1:34.0,S. Curry misses 3-pt jump shot from 26 ft,,101,82
335,3,1:34.0,,Defensive rebound by M. Leonard,101,82
336,3,1:26.0,,Personal foul by A. Iguodala (drawn by M. Leonard),101,82
337,3,1:26.0,,G. Henderson enters the game for C. McCollum,101,82
338,3,1:11.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by D. Lillard),101,84
339,3,0:56.0,D. Green misses 3-pt jump shot from 25 ft,,101,84
340,3,0:55.0,,Defensive rebound by M. Leonard,101,84
341,3,0:47.0,,D. Lillard makes 3-pt jump shot from 25 ft,101,87
342,3,0:35.0,Shooting foul by D. Lillard (drawn by S. Curry),,101,87
343,3,0:35.0,S. Curry makes free throw 1 of 2,,102,87
344,3,0:35.0,S. Curry makes free throw 2 of 2,,103,87
345,3,0:28.0,,D. Lillard misses 3-pt jump shot from 27 ft,103,87
346,3,0:27.0,Defensive rebound by D. Green,,103,87
347,3,0:10.0,S. Curry makes 3-pt jump shot from 28 ft,,106,87
348,3,0:00.0,,D. Lillard misses 3-pt jump shot from 25 ft,106,87
349,3,0:00.0,,Offensive rebound by Team,106,87
350,4,11:42.0,H. Barnes misses 2-pt jump shot from 4 ft,,106,87
351,4,11:40.0,Offensive rebound by M. Speights,,106,87
352,4,11:38.0,M. Speights misses 2-pt layup from 1 ft (block by M. Leonard),,106,87
353,4,11:37.0,Offensive rebound by A. Iguodala,,106,87
354,4,11:37.0,Offensive foul by A. Iguodala (drawn by M. Harkless),,106,87
355,4,11:37.0,Turnover by A. Iguodala (offensive foul),,106,87
356,4,11:29.0,,Turnover by D. Lillard (bad pass; steal by H. Barnes),106,87
357,4,11:18.0,Personal foul by G. Henderson (drawn by A. Iguodala),,106,87
358,4,11:06.0,A. Iguodala misses 2-pt jump shot from 5 ft,,106,87
359,4,11:04.0,Offensive rebound by I. Clark,,106,87
360,4,10:51.0,Turnover by A. Iguodala (bad pass; steal by M. Harkless),,106,87
361,4,10:46.0,B. Rush enters the game for A. Iguodala,,106,87
362,4,10:42.0,,Turnover by A. Crabbe (bad pass; steal by M. Speights),106,87
363,4,10:24.0,M. Speights makes 2-pt jump shot from 18 ft (assist by H. Barnes),,108,87
364,4,10:11.0,,Shooting foul by S. Livingston (drawn by D. Lillard),108,87
365,4,10:11.0,,D. Lillard makes free throw 1 of 2,108,88
366,4,10:11.0,,E. Davis enters the game for M. Leonard,108,88
367,4,10:11.0,,C. McCollum enters the game for M. Harkless,108,88
368,4,10:11.0,,D. Lillard makes free throw 2 of 2,108,89
369,4,9:55.0,S. Livingston misses 2-pt jump shot from 15 ft,,108,89
370,4,9:54.0,,Defensive rebound by G. Henderson,108,89
371,4,9:47.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by G. Henderson),108,92
372,4,9:31.0,M. Speights makes 2-pt jump shot from 21 ft,,110,92
373,4,9:19.0,,G. Henderson misses 2-pt jump shot from 13 ft,110,92
374,4,9:18.0,Defensive rebound by I. Clark,,110,92
375,4,9:09.0,H. Barnes misses 3-pt jump shot from 23 ft,,110,92
376,4,9:09.0,,Defensive rebound by E. Davis,110,92
377,4,8:57.0,,E. Davis misses 2-pt dunk from 1 ft,110,92
378,4,8:56.0,,Offensive rebound by E. Davis,110,92
379,4,8:56.0,,Turnover by A. Crabbe (step out of bounds),110,92
380,4,8:56.0,Official timeout,,110,92
381,4,8:34.0,S. Livingston misses 2-pt jump shot from 11 ft (block by D. Lillard),,110,92
382,4,8:34.0,Offensive rebound by Team,,110,92
383,4,8:31.0,M. Speights makes 2-pt jump shot from 21 ft (assist by S. Livingston),,112,92
384,4,8:14.0,,C. McCollum misses 3-pt jump shot from 24 ft,112,92
