,QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW YORK_ACTION,BOSTON_SCORE,NEW YORK_SCORE
0,1,11:49.0,Turnover by J. Crowder (traveling),,0,0
1,1,11:31.0,,Turnover by C. Anthony (bad pass; steal by A. Johnson),0,0
2,1,11:24.0,I. Thomas makes 2-pt layup from 1 ft,,2,0
3,1,11:05.0,,Shooting foul by K. Olynyk (drawn by K. Porziņģis),2,0
4,1,11:05.0,,K. Porziņģis makes free throw 1 of 2,2,1
5,1,11:05.0,,K. Porziņģis misses free throw 2 of 2,2,1
6,1,11:04.0,Defensive rebound by K. Olynyk,,2,1
7,1,10:53.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by A. Johnson),,4,1
8,1,10:36.0,,K. Porziņģis makes 2-pt jump shot from 16 ft (assist by C. Anthony),4,3
9,1,10:20.0,Turnover by A. Johnson (bad pass; steal by K. Porziņģis),,4,3
10,1,10:15.0,,Shooting foul by A. Bradley (drawn by A. Afflalo),4,3
11,1,10:15.0,,A. Afflalo makes free throw 1 of 2,4,4
12,1,10:15.0,,A. Afflalo makes free throw 2 of 2,4,5
13,1,10:04.0,I. Thomas misses 2-pt jump shot from 18 ft,,4,5
14,1,10:04.0,,Defensive rebound by C. Anthony,4,5
15,1,9:57.0,,Turnover by C. Anthony (traveling),4,5
16,1,9:44.0,A. Bradley misses 2-pt jump shot from 11 ft,,4,5
17,1,9:43.0,,Defensive rebound by A. Afflalo,4,5
18,1,9:26.0,,A. Afflalo misses 2-pt jump shot from 10 ft,4,5
19,1,9:24.0,Defensive rebound by K. Olynyk,,4,5
20,1,9:13.0,J. Crowder makes 2-pt jump shot from 13 ft,,6,5
21,1,9:03.0,,C. Anthony makes 3-pt jump shot from 25 ft,6,8
22,1,8:54.0,I. Thomas misses 2-pt layup from 2 ft,,6,8
23,1,8:53.0,Offensive rebound by A. Johnson,,6,8
24,1,8:53.0,A. Johnson makes 2-pt layup from 1 ft,,8,8
25,1,8:42.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Calderón),8,11
26,1,8:13.0,A. Johnson makes 2-pt jump shot from 16 ft,,10,11
27,1,7:59.0,,Offensive foul by R. Lopez (drawn by A. Johnson),10,11
28,1,7:59.0,,Turnover by R. Lopez (offensive foul),10,11
29,1,7:45.0,K. Olynyk makes 2-pt layup from 1 ft (assist by I. Thomas),,12,11
30,1,7:32.0,,R. Lopez makes 2-pt layup from 1 ft (assist by J. Calderón),12,13
31,1,7:13.0,I. Thomas makes 2-pt jump shot from 14 ft,,14,13
