,QUARTER,TIME_REMAINING,PHOENIX_ACTION,UTAH_ACTION,PHOENIX_SCORE,UTAH_SCORE
0,1,11:33.0,T. Warren misses 3-pt jump shot from 24 ft,,0,0
1,1,11:32.0,Offensive rebound by Team,,0,0
2,1,11:32.0,Turnover by Team (shot clock),,0,0
3,1,11:21.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by R. Neto),0,3
4,1,11:09.0,T. Chandler misses 2-pt jump shot from 17 ft,,0,3
5,1,11:08.0,,Defensive rebound by R. Neto,0,3
6,1,10:45.0,,G. Hayward misses 3-pt jump shot from 24 ft,0,3
7,1,10:44.0,Defensive rebound by E. Bledsoe,,0,3
8,1,10:38.0,D. Booker misses 2-pt layup from 2 ft (block by G. Hayward),,0,3
9,1,10:36.0,,Defensive rebound by R. Hood,0,3
10,1,10:25.0,,G. Hayward makes 2-pt jump shot from 8 ft,0,5
11,1,10:20.0,Personal foul by R. Neto (drawn by E. Bledsoe),,0,5
12,1,10:14.0,J. Leuer misses 3-pt jump shot from 23 ft,,0,5
13,1,10:13.0,,Defensive rebound by G. Hayward,0,5
14,1,9:51.0,,R. Neto makes 2-pt jump shot from 13 ft,0,7
15,1,9:38.0,T. Warren makes 2-pt jump shot from 16 ft,,2,7
16,1,9:30.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hayward),2,10
17,1,9:18.0,J. Leuer misses 3-pt jump shot from 23 ft,,2,10
18,1,9:17.0,,Defensive rebound by R. Hood,2,10
19,1,9:03.0,,T. Lyles makes 2-pt layup at rim (assist by R. Neto),2,12
20,1,9:00.0,Phoenix full timeout,,2,12
21,1,8:49.0,T. Warren misses 2-pt jump shot from 17 ft,,2,12
22,1,8:49.0,,Defensive rebound by R. Hood,2,12
23,1,8:36.0,,Shooting foul by J. Leuer (drawn by D. Favors),2,12
24,1,8:36.0,,D. Favors makes free throw 1 of 2,2,13
25,1,8:36.0,,D. Favors makes free throw 2 of 2,2,14
26,1,8:17.0,T. Warren makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,5,14
27,1,7:52.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by T. Lyles),5,17
28,1,7:34.0,J. Leuer misses 2-pt jump shot from 3 ft,,5,17
29,1,7:33.0,,Defensive rebound by T. Lyles,5,17
30,1,7:25.0,,Turnover by D. Favors (traveling),5,17
31,1,7:07.0,E. Bledsoe misses 2-pt jump shot from 14 ft,,5,17
32,1,7:07.0,,Defensive rebound by T. Lyles,5,17
33,1,6:57.0,,D. Favors misses 2-pt jump shot from 17 ft,5,17
34,1,6:56.0,Defensive rebound by J. Leuer,,5,17
35,1,6:46.0,J. Leuer makes 2-pt jump shot from 11 ft,,7,17
36,1,6:20.0,,R. Neto makes 3-pt jump shot from 23 ft,7,20
37,1,6:10.0,E. Bledsoe misses 2-pt layup from 2 ft,,7,20
38,1,6:09.0,,Defensive rebound by R. Neto,7,20
39,1,6:03.0,,D. Favors makes 2-pt jump shot from 7 ft (assist by G. Hayward),7,22
40,1,5:46.0,E. Bledsoe makes 2-pt jump shot from 8 ft,,9,22
41,1,5:34.0,,Turnover by D. Favors (bad pass),9,22
42,1,5:34.0,M. Morris enters the game for J. Leuer,,9,22
43,1,5:34.0,B. Knight enters the game for D. Booker,,9,22
44,1,5:20.0,M. Morris misses 2-pt layup from 1 ft,,9,22
45,1,5:20.0,,Defensive rebound by R. Hood,9,22
46,1,5:10.0,,G. Hayward makes 2-pt layup from 1 ft (assist by D. Favors),9,24
47,1,5:01.0,Turnover by T. Chandler (bad pass),,9,24
48,1,5:01.0,,T. Booker enters the game for T. Lyles,9,24
49,1,5:01.0,,T. Burke enters the game for R. Neto,9,24
50,1,4:38.0,,D. Favors misses 2-pt jump shot from 5 ft,9,24
51,1,4:38.0,Defensive rebound by T. Chandler,,9,24
52,1,4:30.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,9,24
53,1,4:30.0,,Defensive rebound by T. Booker,9,24
54,1,4:17.0,,R. Hood misses 3-pt jump shot from 24 ft,9,24
55,1,4:16.0,,Offensive rebound by T. Booker,9,24
56,1,4:15.0,,Personal foul by B. Knight (drawn by T. Booker),9,24
57,1,4:15.0,Technical foul by E. Bledsoe,,9,24
58,1,4:15.0,,G. Hayward makes technical free throw,9,25
59,1,4:09.0,,T. Burke misses 3-pt jump shot from 22 ft,9,25
60,1,4:08.0,,Offensive rebound by T. Booker,9,25
61,1,3:51.0,,D. Favors makes 2-pt dunk at rim (assist by T. Booker),9,27
62,1,3:32.0,M. Morris makes 2-pt layup from 2 ft,,11,27
63,1,3:15.0,,D. Favors makes 2-pt jump shot from 12 ft,11,29
64,1,2:51.0,B. Knight misses 3-pt jump shot from 24 ft,,11,29
65,1,2:50.0,,Defensive rebound by T. Burke,11,29
66,1,2:41.0,,D. Favors misses 2-pt hook shot from 2 ft,11,29
67,1,2:40.0,Defensive rebound by T. Chandler,,11,29
68,1,2:34.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,11,29
69,1,2:33.0,Offensive rebound by T. Warren,,11,29
70,1,2:30.0,T. Warren misses 2-pt jump shot from 11 ft,,11,29
71,1,2:28.0,Offensive rebound by M. Morris,,11,29
72,1,2:28.0,T. Warren makes 2-pt jump shot from 9 ft,,13,29
73,1,2:28.0,,Utah full timeout,13,29
74,1,2:28.0,A. Len enters the game for T. Chandler,,13,29
75,1,2:28.0,A. Goodwin enters the game for E. Bledsoe,,13,29
76,1,2:28.0,,A. Burks enters the game for R. Hood,13,29
77,1,2:12.0,,D. Favors misses 2-pt jump shot from 17 ft,13,29
78,1,2:11.0,Defensive rebound by T. Warren,,13,29
79,1,1:49.0,A. Len makes 2-pt dunk at rim (assist by M. Morris),,15,29
80,1,1:28.0,,T. Burke misses 3-pt jump shot from 23 ft,15,29
81,1,1:28.0,Defensive rebound by M. Morris,,15,29
82,1,1:28.0,Personal foul by T. Booker (drawn by M. Morris),,15,29
83,1,1:28.0,,J. Withey enters the game for D. Favors,15,29
84,1,1:15.0,B. Knight makes 2-pt jump shot from 21 ft,,17,29
85,1,0:58.0,,G. Hayward makes 2-pt jump shot from 9 ft,17,31
86,1,0:34.0,A. Goodwin makes 2-pt jump shot from 15 ft,,19,31
87,1,0:18.0,,G. Hayward makes 2-pt layup from 2 ft,19,33
88,1,0:01.0,A. Len makes 2-pt layup from 1 ft (assist by M. Morris),,21,33
89,2,11:42.0,,Turnover by T. Burke (dbl dribble),21,33
90,2,11:32.0,Shooting foul by J. Withey (drawn by A. Len),,21,33
91,2,11:32.0,A. Len makes free throw 1 of 2,,22,33
92,2,11:32.0,A. Len misses free throw 2 of 2,,22,33
93,2,11:32.0,Offensive rebound by M. Morris,,22,33
94,2,11:26.0,P. Tucker misses 2-pt jump shot from 5 ft,,22,33
95,2,11:25.0,,Defensive rebound by E. Millsap,22,33
96,2,11:10.0,,A. Burks makes 3-pt jump shot from 24 ft (assist by T. Burke),22,36
97,2,10:47.0,B. Knight makes 2-pt jump shot from 21 ft,,24,36
98,2,10:27.0,,E. Millsap makes 2-pt layup from 2 ft,24,38
99,2,10:07.0,P. Tucker misses 3-pt jump shot from 23 ft,,24,38
100,2,10:06.0,,Defensive rebound by T. Booker,24,38
101,2,9:55.0,,J. Withey misses 2-pt layup from 1 ft,24,38
102,2,9:54.0,Defensive rebound by A. Len,,24,38
103,2,9:49.0,M. Morris makes 2-pt dunk at rim (assist by B. Knight),,26,38
104,2,9:26.0,,A. Burks misses 2-pt jump shot from 16 ft,26,38
105,2,9:26.0,Defensive rebound by P. Tucker,,26,38
106,2,9:07.0,B. Knight makes 3-pt jump shot from 25 ft (assist by P. Tucker),,29,38
107,2,8:51.0,,Personal foul by P. Tucker (drawn by T. Burke),29,38
108,2,8:51.0,,Utah full timeout,29,38
109,2,8:44.0,,J. Withey misses 2-pt jump shot from 17 ft,29,38
110,2,8:43.0,Defensive rebound by P. Tucker,,29,38
111,2,8:35.0,Offensive foul by A. Len (drawn by A. Burks),,29,38
112,2,8:35.0,Turnover by A. Len (offensive foul),,29,38
113,2,8:20.0,,T. Burke makes 2-pt jump shot from 19 ft,29,40
114,2,7:57.0,P. Tucker misses 2-pt layup from 2 ft (block by J. Withey),,29,40
115,2,7:56.0,,Defensive rebound by E. Millsap,29,40
116,2,7:38.0,,Turnover by T. Booker (traveling),29,40
117,2,7:28.0,A. Goodwin misses 2-pt layup from 2 ft (block by J. Withey),,29,40
118,2,7:26.0,,Defensive rebound by A. Burks,29,40
119,2,7:15.0,,E. Millsap misses 3-pt jump shot from 24 ft,29,40
120,2,7:14.0,Defensive rebound by A. Goodwin,,29,40
121,2,6:58.0,B. Knight makes 3-pt jump shot from 23 ft (assist by M. Morris),,32,40
122,2,6:56.0,,Utah full timeout,32,40
123,2,6:56.0,,D. Favors enters the game for J. Withey,32,40
124,2,6:56.0,,R. Hood enters the game for E. Millsap,32,40
125,2,6:56.0,R. Price enters the game for P. Tucker,,32,40
126,2,6:42.0,,Shooting foul by A. Len (drawn by A. Burks),32,40
127,2,6:42.0,,A. Burks misses free throw 1 of 2,32,40
128,2,6:42.0,,Offensive rebound by Team,32,40
129,2,6:42.0,,A. Burks makes free throw 2 of 2,32,41
130,2,6:30.0,M. Morris misses 2-pt jump shot from 12 ft,,32,41
131,2,6:29.0,Offensive rebound by Team,,32,41
132,2,6:29.0,,G. Hayward enters the game for A. Burks,32,41
133,2,6:29.0,E. Bledsoe enters the game for A. Goodwin,,32,41
134,2,6:24.0,Turnover by B. Knight (bad pass; steal by R. Hood),,32,41
135,2,6:10.0,,D. Favors misses 2-pt jump shot from 15 ft,32,41
136,2,6:10.0,Defensive rebound by M. Morris,,32,41
137,2,5:52.0,B. Knight makes 2-pt jump shot from 22 ft,,34,41
138,2,5:35.0,,G. Hayward misses 2-pt jump shot from 16 ft,34,41
139,2,5:35.0,,Offensive rebound by T. Booker,34,41
140,2,5:30.0,,T. Burke misses 3-pt jump shot from 24 ft,34,41
141,2,5:29.0,,Offensive rebound by D. Favors,34,41
142,2,5:24.0,,Turnover by G. Hayward (bad pass; steal by R. Price),34,41
143,2,5:21.0,Turnover by B. Knight (lost ball; steal by G. Hayward),,34,41
144,2,5:11.0,,T. Booker makes 3-pt jump shot from 23 ft (assist by G. Hayward),34,44
145,2,4:42.0,Turnover by Team (shot clock),,34,44
146,2,4:42.0,,R. Neto enters the game for T. Burke,34,44
147,2,4:42.0,,T. Lyles enters the game for T. Booker,34,44
148,2,4:42.0,M. Teletović enters the game for M. Morris,,34,44
149,2,4:27.0,,R. Hood misses 2-pt jump shot from 23 ft,34,44
150,2,4:26.0,,Offensive rebound by D. Favors,34,44
151,2,4:26.0,,Shooting foul by A. Len (drawn by D. Favors),34,44
152,2,4:26.0,,D. Favors misses free throw 1 of 2,34,44
153,2,4:26.0,,Offensive rebound by Team,34,44
154,2,4:26.0,T. Chandler enters the game for A. Len,,34,44
155,2,4:26.0,,D. Favors makes free throw 2 of 2,34,45
156,2,4:08.0,Turnover by R. Price (step out of bounds),,34,45
157,2,3:52.0,,Turnover by D. Favors (traveling),34,45
158,2,3:39.0,R. Price makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,37,45
159,2,3:30.0,,Shooting foul by R. Price (drawn by G. Hayward),37,45
160,2,3:30.0,,G. Hayward makes free throw 1 of 2,37,46
161,2,3:30.0,,G. Hayward makes free throw 2 of 2,37,47
162,2,3:05.0,B. Knight misses 3-pt jump shot from 23 ft,,37,47
163,2,3:05.0,Offensive rebound by R. Price,,37,47
164,2,2:56.0,B. Knight makes 2-pt layup from 1 ft,,39,47
165,2,2:35.0,,T. Lyles misses 2-pt jump shot from 6 ft,39,47
166,2,2:30.0,,Offensive rebound by D. Favors,39,47
167,2,2:30.0,,D. Favors makes 2-pt dunk at rim,39,49
168,2,2:23.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,39,49
169,2,2:22.0,,Defensive rebound by T. Lyles,39,49
170,2,2:07.0,,G. Hayward misses 3-pt jump shot from 24 ft,39,49
171,2,2:06.0,Defensive rebound by R. Price,,39,49
172,2,2:02.0,Personal foul by D. Favors (drawn by E. Bledsoe),,39,49
173,2,2:02.0,Phoenix full timeout,,39,49
174,2,2:02.0,T. Warren enters the game for R. Price,,39,49
175,2,2:02.0,,A. Burks enters the game for R. Neto,39,49
176,2,2:02.0,,T. Booker enters the game for T. Lyles,39,49
177,2,1:51.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,42,49
178,2,1:32.0,,G. Hayward misses 3-pt jump shot from 24 ft,42,49
179,2,1:32.0,Defensive rebound by B. Knight,,42,49
180,2,1:22.0,Turnover by B. Knight (bad pass; steal by T. Booker),,42,49
181,2,1:20.0,,G. Hayward makes 2-pt layup from 2 ft (assist by T. Booker),42,51
182,2,1:20.0,,Shooting foul by M. Teletović (drawn by G. Hayward),42,51
183,2,1:20.0,,G. Hayward makes free throw 1 of 1,42,52
184,2,1:11.0,,Violation by A. Burks (kicked ball),42,52
185,2,1:05.0,Shooting foul by D. Favors (drawn by T. Chandler),,42,52
186,2,1:05.0,T. Chandler misses free throw 1 of 2,,42,52
187,2,1:05.0,Offensive rebound by Team,,42,52
188,2,1:05.0,,J. Withey enters the game for D. Favors,42,52
189,2,1:05.0,T. Chandler makes free throw 2 of 2,,43,52
190,2,0:53.0,Offensive charge foul by A. Burks (drawn by E. Bledsoe),,43,52
191,2,0:53.0,,Turnover by A. Burks (offensive foul),43,52
192,2,0:45.0,E. Bledsoe misses 2-pt jump shot from 8 ft,,43,52
193,2,0:43.0,,Defensive rebound by J. Withey,43,52
194,2,0:29.0,,G. Hayward misses 3-pt jump shot from 23 ft,43,52
195,2,0:29.0,,Offensive rebound by T. Booker,43,52
196,2,0:26.0,,T. Booker misses 2-pt layup from 2 ft,43,52
197,2,0:24.0,Defensive rebound by M. Teletović,,43,52
198,2,0:04.0,B. Knight misses 3-pt jump shot from 24 ft,,43,52
199,2,0:03.0,,Defensive rebound by A. Burks,43,52
200,2,0:00.0,,A. Burks makes 2-pt jump shot from 11 ft,43,54
201,3,11:35.0,,R. Neto misses 3-pt jump shot from 26 ft,43,54
202,3,11:34.0,,Offensive rebound by Team,43,54
203,3,11:25.0,,D. Favors makes 2-pt dunk at rim (assist by R. Hood),43,56
204,3,11:03.0,J. Leuer misses 2-pt layup from 2 ft,,43,56
205,3,11:02.0,,Defensive rebound by D. Favors,43,56
206,3,10:48.0,,Turnover by R. Neto (bad pass; steal by T. Chandler),43,56
207,3,10:41.0,Turnover by D. Booker (bad pass; steal by R. Hood),,43,56
208,3,10:28.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Neto),43,59
209,3,10:16.0,J. Leuer misses 2-pt jump shot from 16 ft,,43,59
210,3,10:15.0,,Defensive rebound by R. Neto,43,59
211,3,10:10.0,,Turnover by R. Neto (palming),43,59
212,3,10:10.0,B. Knight enters the game for D. Booker,,43,59
213,3,9:52.0,Turnover by T. Warren (bad pass; steal by R. Hood),,43,59
214,3,9:46.0,,R. Neto makes 2-pt layup from 2 ft (assist by G. Hayward),43,61
215,3,9:45.0,Phoenix full timeout,,43,61
216,3,9:45.0,M. Morris enters the game for J. Leuer,,43,61
217,3,9:35.0,Offensive foul by M. Morris (drawn by R. Neto),,43,61
218,3,9:35.0,Turnover by M. Morris (offensive foul),,43,61
219,3,9:19.0,,R. Hood makes 2-pt jump shot from 14 ft,43,63
220,3,9:06.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,43,63
221,3,9:06.0,,Defensive rebound by T. Lyles,43,63
222,3,8:57.0,,Shooting foul by B. Knight (drawn by R. Hood),43,63
223,3,8:57.0,,R. Hood makes free throw 1 of 2,43,64
224,3,8:57.0,,R. Hood misses free throw 2 of 2,43,64
225,3,8:56.0,Defensive rebound by T. Chandler,,43,64
226,3,8:36.0,T. Warren misses 2-pt jump shot from 21 ft,,43,64
227,3,8:35.0,,Defensive rebound by D. Favors,43,64
228,3,8:35.0,,Personal foul by E. Bledsoe (drawn by D. Favors),43,64
229,3,8:14.0,,R. Neto misses 2-pt jump shot from 12 ft,43,64
230,3,8:14.0,,Offensive rebound by R. Neto,43,64
231,3,8:12.0,,Personal foul by E. Bledsoe (drawn by R. Neto),43,64
232,3,8:12.0,M. Teletović enters the game for T. Chandler,,43,64
233,3,8:12.0,P. Tucker enters the game for E. Bledsoe,,43,64
234,3,8:12.0,,T. Burke enters the game for R. Neto,43,64
235,3,8:03.0,,Shooting foul by M. Morris (drawn by D. Favors),43,64
236,3,8:03.0,,D. Favors misses free throw 1 of 2,43,64
237,3,8:03.0,,Offensive rebound by Team,43,64
238,3,8:03.0,,D. Favors makes free throw 2 of 2,43,65
239,3,7:49.0,Personal foul by G. Hayward (drawn by T. Warren),,43,65
