,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,WASHINGTON_ACTION,NEW ORLEANS_SCORE,WASHINGTON_SCORE
390,4,8:16.0,N. Cole misses 2-pt jump shot from 11 ft,,72,91
391,4,8:14.0,,Defensive rebound by R. Sessions,72,91
392,4,8:14.0,,Personal foul by J. Holiday (drawn by R. Sessions),72,91
393,4,8:14.0,Official timeout,,72,91
394,4,8:14.0,K. Perkins enters the game for B. Dejean-Jones,,72,91
395,4,8:14.0,T. Douglas enters the game for N. Cole,,72,91
396,4,8:14.0,D. Cunningham enters the game for R. Anderson,,72,91
397,4,7:54.0,,N. Hilário misses 2-pt jump shot from 13 ft,72,91
398,4,7:53.0,Defensive rebound by J. Holiday,,72,91
399,4,7:36.0,Turnover by A. Davis (lost ball; steal by M. Morris),,72,91
400,4,7:30.0,,R. Sessions misses 2-pt jump shot from 4 ft,72,91
401,4,7:29.0,Defensive rebound by T. Douglas,,72,91
402,4,7:18.0,T. Douglas makes 2-pt layup from 1 ft,,74,91
403,4,7:18.0,Shooting foul by N. Hilário (drawn by T. Douglas),,74,91
404,4,7:18.0,,J. Wall enters the game for B. Beal,74,91
405,4,7:18.0,,M. Gortat enters the game for N. Hilário,74,91
406,4,7:18.0,T. Douglas makes free throw 1 of 1,,75,91
407,4,6:59.0,,M. Morris misses 3-pt jump shot from 25 ft,75,91
408,4,6:58.0,,Offensive rebound by M. Gortat,75,91
409,4,6:54.0,,J. Wall makes 3-pt jump shot from 27 ft (assist by M. Gortat),75,94
410,4,6:41.0,Offensive foul by K. Perkins (drawn by M. Gortat),,75,94
411,4,6:41.0,Turnover by K. Perkins (offensive foul),,75,94
412,4,6:24.0,,J. Wall misses 3-pt jump shot from 24 ft,75,94
413,4,6:23.0,Defensive rebound by A. Davis,,75,94
414,4,6:13.0,J. Holiday misses 2-pt layup from 1 ft,,75,94
415,4,6:12.0,,Defensive rebound by J. Wall,75,94
416,4,6:05.0,,Personal foul by J. Holiday (drawn by J. Wall),75,94
417,4,5:56.0,,Turnover by J. Wall (lost ball),75,94
418,4,5:56.0,,Washington full timeout,75,94
419,4,5:43.0,A. Davis misses 2-pt jump shot from 5 ft,,75,94
420,4,5:42.0,,Defensive rebound by M. Gortat,75,94
421,4,5:36.0,,G. Temple misses 2-pt jump shot from 18 ft,75,94
422,4,5:34.0,Defensive rebound by T. Douglas,,75,94
423,4,5:24.0,D. Cunningham misses 2-pt jump shot from 19 ft,,75,94
424,4,5:23.0,Offensive rebound by K. Perkins,,75,94
425,4,5:16.0,J. Holiday misses 3-pt jump shot from 26 ft,,75,94
426,4,5:15.0,Offensive rebound by D. Cunningham,,75,94
427,4,5:14.0,D. Cunningham makes 2-pt layup from 1 ft,,77,94
428,4,4:55.0,,M. Gortat makes 2-pt jump shot from 3 ft (assist by R. Sessions),77,96
429,4,4:43.0,T. Douglas misses 2-pt jump shot from 15 ft,,77,96
430,4,4:42.0,,Defensive rebound by R. Sessions,77,96
431,4,4:22.0,,M. Gortat misses 2-pt jump shot from 12 ft,77,96
432,4,4:21.0,Defensive rebound by K. Perkins,,77,96
433,4,4:09.0,J. Holiday makes 2-pt jump shot from 13 ft,,79,96
434,4,4:09.0,Shooting foul by M. Gortat (drawn by J. Holiday),,79,96
435,4,4:09.0,J. Holiday makes free throw 1 of 1,,80,96
436,4,4:00.0,,Personal foul by T. Douglas (drawn by R. Sessions),80,96
437,4,4:00.0,,J. Dudley enters the game for M. Morris,80,96
438,4,3:50.0,,J. Wall makes 2-pt jump shot from 15 ft,80,98
439,4,3:39.0,T. Douglas misses 2-pt jump shot from 8 ft (block by J. Wall),,80,98
440,4,3:37.0,,Defensive rebound by J. Wall,80,98
441,4,3:30.0,,J. Dudley misses 3-pt jump shot from 27 ft,80,98
442,4,3:29.0,Defensive rebound by A. Davis,,80,98
443,4,3:21.0,J. Holiday misses 2-pt layup at rim (block by M. Gortat),,80,98
444,4,3:19.0,,Defensive rebound by G. Temple,80,98
445,4,3:12.0,,J. Wall makes 3-pt jump shot from 29 ft (assist by J. Dudley),80,101
446,4,3:05.0,Personal take foul by J. Wall (drawn by J. Holiday),,80,101
447,4,3:05.0,J. Holiday makes free throw 1 of 2,,81,101
448,4,3:05.0,,K. Oubre enters the game for J. Wall,81,101
449,4,3:05.0,A. Ajinça enters the game for A. Davis,,81,101
450,4,3:05.0,L. Babbitt enters the game for K. Perkins,,81,101
451,4,3:05.0,A. Gee enters the game for D. Cunningham,,81,101
452,4,3:05.0,J. Holiday makes free throw 2 of 2,,82,101
453,4,2:50.0,,K. Oubre makes 2-pt layup from 1 ft (assist by J. Dudley),82,103
454,4,2:32.0,J. Holiday misses 2-pt jump shot from 8 ft,,82,103
455,4,2:31.0,,Defensive rebound by M. Gortat,82,103
456,4,2:23.0,,Personal foul by A. Gee (drawn by G. Temple),82,103
457,4,2:23.0,New Orleans full timeout,,82,103
458,4,2:23.0,,D. Gooden enters the game for J. Dudley,82,103
459,4,2:23.0,,M. Morris enters the game for M. Gortat,82,103
460,4,2:23.0,B. Dejean-Jones enters the game for J. Holiday,,82,103
461,4,2:23.0,,G. Temple makes free throw 1 of 2,82,104
462,4,2:23.0,,G. Temple makes free throw 2 of 2,82,105
463,4,2:14.0,Personal foul by D. Gooden (drawn by A. Ajinça),,82,105
464,4,2:14.0,A. Ajinça makes free throw 1 of 2,,83,105
465,4,2:14.0,,J. Eddie enters the game for G. Temple,83,105
466,4,2:14.0,A. Ajinça makes free throw 2 of 2,,84,105
467,4,2:00.0,,K. Oubre makes 2-pt layup from 1 ft,84,107
468,4,1:46.0,L. Babbitt makes 3-pt jump shot from 27 ft (assist by A. Ajinça),,87,107
469,4,1:27.0,,K. Oubre makes 2-pt jump shot from 3 ft,87,109
470,4,1:10.0,Personal foul by J. Eddie (drawn by A. Gee),,87,109
471,4,1:10.0,A. Gee makes free throw 1 of 2,,88,109
472,4,1:10.0,A. Gee misses free throw 2 of 2,,88,109
473,4,1:09.0,,Defensive rebound by D. Gooden,88,109
474,4,0:56.0,,Turnover by K. Oubre (bad pass; steal by T. Douglas),88,109
475,4,0:53.0,Personal foul by M. Morris (drawn by T. Douglas),,88,109
476,4,0:53.0,T. Douglas makes free throw 1 of 2,,89,109
477,4,0:53.0,T. Douglas misses free throw 2 of 2,,89,109
478,4,0:51.0,,Defensive rebound by D. Gooden,89,109
479,4,0:36.0,,J. Eddie misses 2-pt jump shot from 20 ft,89,109
480,4,0:35.0,Defensive rebound by L. Babbitt,,89,109
481,4,0:30.0,A. Gee misses 2-pt layup from 1 ft (block by M. Morris),,89,109
482,4,0:26.0,,Defensive rebound by M. Morris,89,109
483,4,0:17.0,,D. Gooden misses 3-pt jump shot from 26 ft,89,109
484,4,0:15.0,Defensive rebound by A. Ajinça,,89,109
485,4,0:04.0,Turnover by A. Ajinça (offensive goaltending),,89,109
