,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,BOSTON_ACTION,OKLAHOMA CITY_SCORE,BOSTON_SCORE
0,1,11:46.0,K. Durant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,3,0
1,1,11:30.0,,A. Johnson makes 2-pt hook shot from 5 ft (assist by A. Bradley),3,2
2,1,11:13.0,K. Durant makes 2-pt jump shot from 2 ft,,5,2
3,1,10:56.0,,J. Sullinger misses 2-pt jump shot from 14 ft,5,2
4,1,10:55.0,Defensive rebound by R. Westbrook,,5,2
5,1,10:42.0,K. Durant makes 2-pt jump shot from 14 ft,,7,2
6,1,10:24.0,,A. Bradley misses 2-pt jump shot from 18 ft,7,2
7,1,10:23.0,,Offensive rebound by A. Johnson,7,2
8,1,10:21.0,,A. Johnson misses 2-pt layup from 1 ft,7,2
9,1,10:20.0,Defensive rebound by Team,,7,2
10,1,10:13.0,Turnover by R. Westbrook (bad pass),,7,2
11,1,10:05.0,,I. Thomas misses 3-pt jump shot from 23 ft,7,2
12,1,10:04.0,Defensive rebound by A. Roberson,,7,2
13,1,9:52.0,R. Westbrook makes 2-pt jump shot from 8 ft,,9,2
14,1,9:34.0,,J. Sullinger misses 2-pt hook shot from 6 ft,9,2
15,1,9:33.0,Defensive rebound by K. Durant,,9,2
16,1,9:15.0,S. Ibaka misses 2-pt jump shot from 15 ft,,9,2
17,1,9:14.0,,Defensive rebound by I. Thomas,9,2
18,1,9:07.0,,I. Thomas makes 2-pt layup from 1 ft,9,4
19,1,8:53.0,K. Durant misses 2-pt layup from 1 ft,,9,4
20,1,8:52.0,Offensive rebound by K. Durant,,9,4
21,1,8:52.0,K. Durant misses 2-pt layup from 1 ft,,9,4
22,1,8:51.0,,Defensive rebound by M. Smart,9,4
23,1,8:51.0,,Personal foul by K. Durant,9,4
24,1,8:37.0,,A. Bradley misses 2-pt jump shot from 18 ft,9,4
25,1,8:36.0,Defensive rebound by R. Westbrook,,9,4
26,1,8:27.0,S. Ibaka misses 3-pt jump shot from 24 ft,,9,4
27,1,8:26.0,,Defensive rebound by A. Bradley,9,4
28,1,8:16.0,,J. Sullinger makes 2-pt jump shot from 5 ft,9,6
29,1,8:03.0,R. Westbrook makes 2-pt layup from 1 ft,,11,6
30,1,7:48.0,,Turnover by A. Bradley (bad pass; steal by S. Adams),11,6
31,1,7:41.0,R. Westbrook makes 2-pt layup from 2 ft,,13,6
32,1,7:22.0,,I. Thomas misses 2-pt layup from 2 ft,13,6
33,1,7:21.0,Defensive rebound by S. Adams,,13,6
34,1,7:09.0,K. Durant makes 2-pt jump shot from 5 ft,,15,6
35,1,6:59.0,,Turnover by I. Thomas (bad pass; steal by S. Ibaka),15,6
36,1,6:50.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,18,6
37,1,6:50.0,,Boston full timeout,18,6
38,1,6:25.0,,I. Thomas misses 2-pt jump shot from 15 ft,18,6
39,1,6:25.0,,Offensive rebound by A. Johnson,18,6
40,1,6:21.0,,I. Thomas makes 3-pt jump shot from 23 ft (assist by A. Johnson),18,9
41,1,6:09.0,Shooting foul by I. Thomas (drawn by K. Durant),,18,9
42,1,6:09.0,K. Durant makes free throw 1 of 2,,19,9
43,1,6:09.0,K. Durant misses free throw 2 of 2,,19,9
44,1,6:09.0,,Defensive rebound by A. Johnson,19,9
45,1,6:02.0,,Personal foul by S. Adams,19,9
46,1,6:02.0,K. Singler enters the game for K. Durant,,19,9
47,1,5:53.0,,A. Bradley misses 2-pt jump shot from 22 ft,19,9
48,1,5:52.0,,Offensive rebound by M. Smart,19,9
49,1,5:51.0,,M. Smart misses 2-pt layup from 1 ft,19,9
50,1,5:50.0,,Offensive rebound by J. Sullinger,19,9
51,1,5:50.0,,J. Sullinger makes 2-pt layup from 1 ft,19,11
52,1,5:39.0,R. Westbrook makes 2-pt dunk at rim,,21,11
53,1,5:24.0,,M. Smart misses 2-pt jump shot from 4 ft (block by A. Roberson),21,11
54,1,5:22.0,,Offensive rebound by M. Smart,21,11
55,1,5:19.0,,M. Smart makes 2-pt layup from 1 ft,21,13
56,1,5:03.0,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Singler),,23,13
57,1,4:47.0,,A. Johnson makes 2-pt layup from 1 ft (assist by A. Bradley),23,15
58,1,4:47.0,,Shooting foul by S. Ibaka (drawn by A. Johnson),23,15
