,QUARTER,TIME_REMAINING,ORLANDO_ACTION,BROOKLYN_ACTION,ORLANDO_SCORE,BROOKLYN_SCORE
207,3,11:13.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by T. Young),40,41
208,3,10:44.0,C. Frye misses 3-pt jump shot from 28 ft,,40,41
209,3,10:43.0,,Defensive rebound by T. Young,40,41
210,3,10:33.0,,T. Young makes 2-pt hook shot from 4 ft,40,43
211,3,10:19.0,N. Vučević misses 2-pt jump shot from 19 ft,,40,43
212,3,10:18.0,,Defensive rebound by T. Young,40,43
213,3,10:09.0,,Turnover by T. Young (bad pass; steal by V. Oladipo),40,43
214,3,9:53.0,Personal foul by J. Johnson (drawn by T. Harris),,40,43
215,3,9:44.0,T. Harris misses 2-pt jump shot from 19 ft,,40,43
216,3,9:42.0,,Defensive rebound by B. Bogdanović,40,43
217,3,9:29.0,,B. Lopez makes 2-pt jump shot from 9 ft (assist by S. Larkin),40,45
218,3,9:13.0,N. Vučević misses 2-pt jump shot from 19 ft,,40,45
219,3,9:12.0,,Defensive rebound by T. Young,40,45
220,3,9:04.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,40,45
221,3,9:03.0,Defensive rebound by T. Harris,,40,45
222,3,8:55.0,T. Harris misses 2-pt layup at rim,,40,45
223,3,8:54.0,Offensive rebound by N. Vučević,,40,45
224,3,8:53.0,N. Vučević makes 2-pt layup from 1 ft,,42,45
225,3,8:31.0,,S. Larkin makes 2-pt layup from 1 ft,42,47
226,3,8:16.0,T. Harris misses 3-pt jump shot from 24 ft,,42,47
227,3,8:15.0,,Defensive rebound by S. Larkin,42,47
228,3,8:04.0,,B. Lopez misses 2-pt jump shot from 11 ft,42,47
229,3,8:03.0,Defensive rebound by T. Harris,,42,47
230,3,7:46.0,N. Vučević makes 2-pt dunk at rim (assist by V. Oladipo),,44,47
231,3,7:21.0,,J. Johnson makes 2-pt jump shot from 12 ft,44,49
232,3,7:00.0,Personal foul by T. Young (drawn by C. Frye),,44,49
233,3,6:56.0,Personal foul by B. Bogdanović (drawn by E. Fournier),,44,49
234,3,6:44.0,N. Vučević misses 2-pt jump shot from 10 ft,,44,49
235,3,6:43.0,,Defensive rebound by S. Larkin,44,49
236,3,6:38.0,,Personal block foul by T. Harris (drawn by J. Johnson),44,49
237,3,6:34.0,Violation by V. Oladipo (kicked ball),,44,49
238,3,6:24.0,,T. Young misses 2-pt jump shot from 10 ft,44,49
239,3,6:23.0,Defensive rebound by Team,,44,49
240,3,6:23.0,,Loose ball foul by T. Young (drawn by V. Oladipo),44,49
241,3,6:12.0,V. Oladipo misses 3-pt jump shot from 24 ft,,44,49
242,3,6:11.0,,Defensive rebound by J. Johnson,44,49
243,3,5:53.0,,Turnover by S. Larkin (lost ball; steal by E. Fournier),44,49
244,3,5:48.0,E. Fournier makes 2-pt layup from 1 ft (assist by C. Frye),,46,49
245,3,5:48.0,,Brooklyn full timeout,46,49
246,3,5:48.0,,W. Ellington enters the game for T. Young,46,49
247,3,5:34.0,,J. Johnson misses 3-pt jump shot from 24 ft,46,49
248,3,5:33.0,Defensive rebound by N. Vučević,,46,49
249,3,5:16.0,N. Vučević misses 2-pt hook shot from 9 ft,,46,49
250,3,5:15.0,,Defensive rebound by B. Lopez,46,49
251,3,5:09.0,,Turnover by S. Larkin (lost ball; steal by V. Oladipo),46,49
252,3,5:04.0,T. Harris makes 2-pt layup from 2 ft (assist by E. Fournier),,48,49
253,3,4:47.0,,B. Lopez makes 2-pt hook shot from 7 ft,48,51
254,3,4:24.0,Turnover by V. Oladipo (lost ball),,48,51
255,3,4:24.0,A. Gordon enters the game for C. Frye,,48,51
256,3,4:24.0,,D. Sloan enters the game for S. Larkin,48,51
257,3,4:14.0,,Shooting foul by A. Gordon (drawn by B. Lopez),48,51
258,3,4:14.0,,B. Lopez makes free throw 1 of 2,48,52
259,3,4:14.0,,B. Lopez makes free throw 2 of 2,48,53
260,3,3:56.0,N. Vučević misses 2-pt hook shot from 7 ft,,48,53
261,3,3:55.0,,Defensive rebound by Team,48,53
262,3,3:55.0,M. Hezonja enters the game for E. Fournier,,48,53
263,3,3:40.0,,B. Bogdanović misses 2-pt layup from 2 ft,48,53
264,3,3:39.0,Defensive rebound by V. Oladipo,,48,53
265,3,3:23.0,N. Vučević makes 2-pt hook shot from 10 ft,,50,53
266,3,3:04.0,,D. Sloan misses 3-pt jump shot from 24 ft,50,53
267,3,3:03.0,Defensive rebound by T. Harris,,50,53
268,3,2:56.0,T. Harris misses 2-pt layup from 1 ft,,50,53
269,3,2:55.0,Offensive rebound by N. Vučević,,50,53
270,3,2:54.0,N. Vučević makes 2-pt layup from 1 ft,,52,53
271,3,2:34.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Johnson),52,56
272,3,2:18.0,N. Vučević makes 2-pt dunk at rim (assist by V. Oladipo),,54,56
273,3,1:53.0,,Turnover by B. Lopez (traveling),54,56
274,3,1:53.0,Orlando full timeout,,54,56
275,3,1:53.0,S. Napier enters the game for V. Oladipo,,54,56
276,3,1:53.0,,W. Reed enters the game for B. Lopez,54,56
277,3,1:34.0,T. Harris misses 2-pt layup from 1 ft,,54,56
278,3,1:33.0,Offensive rebound by N. Vučević,,54,56
279,3,1:32.0,N. Vučević misses 2-pt layup from 2 ft,,54,56
280,3,1:30.0,Offensive rebound by N. Vučević,,54,56
281,3,1:29.0,N. Vučević makes 2-pt layup from 2 ft,,56,56
282,3,1:29.0,Shooting foul by B. Bogdanović (drawn by N. Vučević),,56,56
283,3,1:29.0,,T. Robinson enters the game for B. Bogdanović,56,56
284,3,1:29.0,N. Vučević makes free throw 1 of 1,,57,56
285,3,1:08.0,,Personal foul by T. Harris (drawn by W. Reed),57,56
286,3,1:03.0,,D. Sloan misses 2-pt jump shot from 3 ft (block by N. Vučević),57,56
287,3,1:02.0,Defensive rebound by N. Vučević,,57,56
288,3,0:57.0,A. Gordon makes 3-pt jump shot from 22 ft (assist by T. Harris),,60,56
289,3,0:33.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by T. Robinson),60,59
290,3,0:14.0,S. Napier misses 2-pt jump shot from 19 ft,,60,59
291,3,0:13.0,,Defensive rebound by W. Ellington,60,59
292,3,0:03.0,,Turnover by W. Reed (lost ball),60,59
293,3,0:02.0,Turnover by M. Hezonja (lost ball),,60,59
294,3,0:01.0,,W. Ellington makes 3-pt jump shot from 28 ft,60,62
295,4,11:44.0,,W. Ellington misses 3-pt jump shot from 25 ft,60,62
296,4,11:43.0,Defensive rebound by J. Smith,,60,62
297,4,11:22.0,J. Smith misses 2-pt jump shot from 21 ft,,60,62
298,4,11:21.0,,Defensive rebound by T. Robinson,60,62
299,4,11:14.0,,T. Robinson makes 2-pt dunk at rim (assist by D. Sloan),60,64
300,4,11:02.0,J. Smith misses 2-pt jump shot from 17 ft,,60,64
301,4,11:01.0,,Defensive rebound by W. Reed,60,64
302,4,10:54.0,,Shooting block foul by J. Smith (drawn by D. Sloan),60,64
303,4,10:54.0,,D. Sloan misses free throw 1 of 2,60,64
304,4,10:54.0,,Offensive rebound by Team,60,64
305,4,10:54.0,,B. Bogdanović enters the game for J. Johnson,60,64
306,4,10:54.0,,D. Sloan misses free throw 2 of 2,60,64
307,4,10:53.0,Defensive rebound by T. Harris,,60,64
308,4,10:38.0,M. Hezonja makes 3-pt jump shot from 24 ft (assist by A. Gordon),,63,64
309,4,10:22.0,,W. Ellington misses 2-pt jump shot from 15 ft,63,64
310,4,10:21.0,Defensive rebound by S. Napier,,63,64
311,4,10:12.0,A. Gordon makes 3-pt jump shot from 24 ft (assist by J. Smith),,66,64
312,4,10:11.0,,Brooklyn full timeout,66,64
313,4,10:11.0,,M. Brown enters the game for W. Ellington,66,64
314,4,10:11.0,,T. Young enters the game for T. Robinson,66,64
315,4,9:56.0,,Shooting block foul by M. Hezonja (drawn by M. Brown),66,64
316,4,9:56.0,,M. Brown misses free throw 1 of 2,66,64
317,4,9:56.0,,Offensive rebound by Team,66,64
318,4,9:56.0,,M. Brown makes free throw 2 of 2,66,65
319,4,9:37.0,A. Gordon misses 2-pt hook shot from 5 ft,,66,65
320,4,9:36.0,,Defensive rebound by M. Brown,66,65
321,4,9:23.0,Offensive charge foul by T. Young (drawn by M. Hezonja),,66,65
322,4,9:23.0,,Turnover by T. Young (offensive foul),66,65
323,4,9:23.0,,J. Johnson enters the game for T. Young,66,65
324,4,9:07.0,J. Smith makes 2-pt jump shot from 18 ft (assist by T. Harris),,68,65
325,4,8:52.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,68,65
326,4,8:51.0,Defensive rebound by T. Harris,,68,65
327,4,8:50.0,Personal foul by W. Reed (drawn by J. Smith),,68,65
328,4,8:50.0,,B. Lopez enters the game for W. Reed,68,65
329,4,8:36.0,J. Smith misses 2-pt jump shot from 19 ft,,68,65
330,4,8:35.0,,Defensive rebound by D. Sloan,68,65
331,4,8:26.0,,B. Lopez misses 2-pt hook shot from 8 ft,68,65
332,4,8:25.0,Defensive rebound by M. Hezonja,,68,65
333,4,8:13.0,Turnover by T. Harris (traveling),,68,65
334,4,7:50.0,,J. Johnson misses 2-pt jump shot from 9 ft (block by T. Harris),68,65
335,4,7:49.0,,Offensive rebound by M. Brown,68,65
336,4,7:48.0,,Turnover by Team (shot clock),68,65
337,4,7:38.0,J. Smith misses 2-pt jump shot from 17 ft,,68,65
338,4,7:37.0,,Defensive rebound by J. Johnson,68,65
339,4,7:34.0,,Personal foul by J. Smith (drawn by B. Lopez),68,65
340,4,7:34.0,,S. Larkin enters the game for D. Sloan,68,65
341,4,7:34.0,N. Vučević enters the game for M. Hezonja,,68,65
342,4,7:34.0,V. Oladipo enters the game for J. Smith,,68,65
343,4,7:34.0,E. Fournier enters the game for S. Napier,,68,65
344,4,7:27.0,,Shooting foul by A. Gordon (drawn by B. Lopez),68,65
345,4,7:27.0,,B. Lopez makes free throw 1 of 2,68,66
346,4,7:27.0,,B. Lopez misses free throw 2 of 2,68,66
347,4,7:26.0,Defensive rebound by A. Gordon,,68,66
348,4,7:06.0,Turnover by N. Vučević (bad pass),,68,66
349,4,6:52.0,,B. Lopez misses 2-pt jump shot from 10 ft,68,66
350,4,6:51.0,,Offensive rebound by B. Lopez,68,66
351,4,6:48.0,,B. Lopez makes 2-pt hook shot from 9 ft,68,68
352,4,6:26.0,N. Vučević misses 2-pt jump shot from 15 ft,,68,68
353,4,6:24.0,Offensive rebound by T. Harris,,68,68
354,4,6:23.0,T. Harris misses 2-pt jump shot from 5 ft,,68,68
355,4,6:22.0,Offensive rebound by A. Gordon,,68,68
356,4,6:21.0,A. Gordon makes 2-pt layup from 2 ft,,70,68
357,4,6:10.0,,Turnover by S. Larkin (lost ball),70,68
358,4,5:52.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by N. Vučević),,73,68
359,4,5:51.0,,Brooklyn full timeout,73,68
360,4,5:37.0,,J. Johnson misses 3-pt jump shot from 24 ft,73,68
361,4,5:36.0,Defensive rebound by A. Gordon,,73,68
362,4,5:20.0,V. Oladipo misses 3-pt jump shot from 24 ft,,73,68
363,4,5:19.0,,Defensive rebound by M. Brown,73,68
364,4,5:09.0,,M. Brown misses 2-pt layup at rim,73,68
365,4,5:08.0,,Offensive rebound by B. Lopez,73,68
366,4,5:06.0,,Shooting foul by T. Harris (drawn by B. Lopez),73,68
367,4,5:06.0,,B. Lopez makes free throw 1 of 2,73,69
368,4,5:06.0,,T. Young enters the game for M. Brown,73,69
369,4,5:06.0,,W. Ellington enters the game for B. Bogdanović,73,69
370,4,5:06.0,,B. Lopez misses free throw 2 of 2,73,69
371,4,5:05.0,Defensive rebound by V. Oladipo,,73,69
372,4,4:48.0,N. Vučević misses 2-pt hook shot from 8 ft,,73,69
373,4,4:47.0,Offensive rebound by N. Vučević,,73,69
374,4,4:33.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by T. Harris),,76,69
375,4,4:15.0,,Shooting foul by N. Vučević (drawn by B. Lopez),76,69
376,4,4:15.0,,B. Lopez misses free throw 1 of 2,76,69
377,4,4:15.0,,Offensive rebound by Team,76,69
378,4,4:15.0,,M. Brown enters the game for W. Ellington,76,69
379,4,4:15.0,,B. Lopez makes free throw 2 of 2,76,70
380,4,3:55.0,V. Oladipo misses 2-pt layup from 2 ft,,76,70
381,4,3:54.0,Offensive rebound by Team,,76,70
382,4,3:54.0,,Loose ball foul by J. Johnson (drawn by T. Harris),76,70
383,4,3:54.0,Orlando full timeout,,76,70
384,4,3:48.0,T. Harris misses 2-pt layup from 1 ft,,76,70
385,4,3:47.0,Offensive rebound by E. Fournier,,76,70
386,4,3:39.0,Personal foul by M. Brown (drawn by E. Fournier),,76,70
387,4,3:25.0,A. Gordon makes 2-pt dunk at rim (assist by T. Harris),,78,70
388,4,3:09.0,,B. Lopez makes 2-pt layup from 1 ft (assist by S. Larkin),78,72
