,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,HOUSTON_ACTION,GOLDEN STATE_SCORE,HOUSTON_SCORE
75,1,3:34.0,D. Green makes 2-pt layup from 1 ft (assist by A. Iguodala),,22,19
76,1,3:25.0,Violation by A. Iguodala (kicked ball),,22,19
77,1,3:25.0,,C. Brewer enters the game for T. Ariza,22,19
78,1,3:18.0,Flagrant foul type 1 by J. Harden (drawn by A. Bogut),,22,19
79,1,3:18.0,,Turnover by J. Harden (offensive foul),22,19
80,1,3:18.0,I. Clark enters the game for S. Livingston,,22,19
81,1,3:18.0,A. Bogut misses flagrant free throw 1 of 2,,22,19
82,1,3:18.0,Offensive rebound by Team,,22,19
83,1,3:18.0,,M. Thornton enters the game for J. Harden,22,19
84,1,3:18.0,A. Bogut misses flagrant free throw 2 of 2,,22,19
85,1,3:18.0,Offensive rebound by Team,,22,19
86,1,3:12.0,K. Thompson makes 2-pt jump shot from 13 ft,,24,19
87,1,2:47.0,,C. Brewer makes 3-pt jump shot from 23 ft (assist by T. Lawson),24,22
88,1,2:31.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Green),,27,22
89,1,2:16.0,,M. Thornton misses 2-pt layup from 1 ft,27,22
90,1,2:15.0,,Offensive rebound by C. Capela,27,22
91,1,2:15.0,,C. Capela makes 2-pt layup at rim,27,24
92,1,1:55.0,A. Bogut makes 2-pt dunk at rim (assist by D. Green),,29,24
93,1,1:36.0,,C. Brewer misses 2-pt layup at rim,29,24
94,1,1:35.0,Defensive rebound by Team,,29,24
95,1,1:35.0,M. Speights enters the game for D. Green,,29,24
96,1,1:35.0,J. McAdoo enters the game for A. Bogut,,29,24
97,1,1:26.0,Personal foul by T. Jones (drawn by M. Speights),,29,24
98,1,1:26.0,,D. Motiejūnas enters the game for T. Jones,29,24
99,1,1:18.0,J. McAdoo makes 2-pt layup at rim (assist by M. Speights),,31,24
100,1,1:04.0,,D. Motiejūnas makes 2-pt hook shot from 8 ft (assist by T. Lawson),31,26
101,1,0:46.0,Turnover by K. Thompson (bad pass; steal by T. Lawson),,31,26
102,1,0:42.0,,Shooting foul by I. Clark (drawn by T. Lawson),31,26
103,1,0:42.0,,T. Lawson misses free throw 1 of 2,31,26
104,1,0:42.0,,Offensive rebound by Team,31,26
105,1,0:42.0,,T. Lawson makes free throw 2 of 2,31,27
106,1,0:22.0,Shooting foul by D. Motiejūnas (drawn by J. McAdoo),,31,27
107,1,0:22.0,J. McAdoo makes free throw 1 of 2,,32,27
108,1,0:22.0,B. Rush enters the game for K. Thompson,,32,27
109,1,0:22.0,,T. Ariza enters the game for C. Capela,32,27
110,1,0:22.0,J. McAdoo makes free throw 2 of 2,,33,27
111,1,0:05.0,,M. Thornton makes 3-pt jump shot from 25 ft (assist by T. Lawson),33,30
112,1,0:01.0,Turnover by A. Iguodala (bad pass; steal by T. Lawson),,33,30
113,2,11:47.0,,Turnover by M. Thornton (bad pass; steal by J. McAdoo),33,30
114,2,11:42.0,Shooting foul by D. Howard (drawn by J. McAdoo),,33,30
115,2,11:42.0,J. McAdoo makes free throw 1 of 2,,34,30
116,2,11:42.0,J. McAdoo misses free throw 2 of 2,,34,30
117,2,11:41.0,,Defensive rebound by D. Howard,34,30
118,2,11:41.0,D. Green enters the game for J. McAdoo,,34,30
119,2,11:27.0,,Turnover by C. Brewer (lost ball; steal by A. Iguodala),34,30
120,2,11:09.0,A. Iguodala makes 2-pt layup from 1 ft (assist by D. Green),,36,30
121,2,11:09.0,Shooting foul by M. Thornton (drawn by A. Iguodala),,36,30
122,2,11:09.0,A. Iguodala makes free throw 1 of 1,,37,30
123,2,10:57.0,,D. Motiejūnas misses 3-pt jump shot from 22 ft (block by D. Green),37,30
124,2,10:55.0,Defensive rebound by I. Clark,,37,30
125,2,10:42.0,B. Rush misses 2-pt layup from 1 ft,,37,30
126,2,10:41.0,,Defensive rebound by D. Howard,37,30
127,2,10:36.0,,C. Brewer makes 2-pt layup at rim (assist by D. Howard),37,32
128,2,10:17.0,,Violation by D. Howard (def goaltending),37,32
129,2,10:17.0,I. Clark makes 2-pt layup from 1 ft (assist by D. Green),,39,32
130,2,10:00.0,,Shooting foul by A. Iguodala (drawn by C. Brewer),39,32
131,2,10:00.0,,C. Brewer makes free throw 1 of 2,39,33
132,2,10:00.0,,C. Brewer makes free throw 2 of 2,39,34
133,2,9:46.0,M. Speights misses 2-pt jump shot from 19 ft,,39,34
134,2,9:45.0,,Defensive rebound by D. Howard,39,34
135,2,9:35.0,,M. Thornton misses 2-pt layup at rim,39,34
136,2,9:34.0,,Offensive rebound by D. Howard,39,34
137,2,9:32.0,,D. Howard makes 2-pt layup at rim,39,36
138,2,9:24.0,Turnover by M. Speights (lost ball; steal by D. Howard),,39,36
139,2,9:18.0,,M. Thornton makes 3-pt jump shot from 24 ft (assist by T. Lawson),39,39
140,2,9:17.0,Golden State full timeout,,39,39
141,2,9:17.0,K. Thompson enters the game for B. Rush,,39,39
142,2,9:04.0,M. Speights makes 2-pt jump shot from 16 ft (assist by D. Green),,41,39
143,2,9:04.0,Shooting foul by D. Howard (drawn by M. Speights),,41,39
144,2,9:04.0,M. Speights makes free throw 1 of 1,,42,39
145,2,8:50.0,,M. Thornton makes 2-pt jump shot from 17 ft (assist by D. Howard),42,41
146,2,8:33.0,I. Clark makes 2-pt layup from 2 ft (assist by D. Green),,44,41
147,2,8:15.0,,Turnover by M. Thornton (bad pass; steal by D. Green),44,41
148,2,8:10.0,Turnover by D. Green (bad pass; steal by C. Brewer),,44,41
149,2,8:06.0,,D. Howard makes 2-pt dunk at rim (assist by C. Brewer),44,43
150,2,7:42.0,D. Green makes 3-pt jump shot from 24 ft (assist by M. Speights),,47,43
151,2,7:23.0,,M. Thornton misses 2-pt jump shot from 7 ft,47,43
152,2,7:23.0,Defensive rebound by D. Green,,47,43
153,2,7:14.0,Turnover by K. Thompson (lost ball; steal by C. Brewer),,47,43
154,2,7:11.0,,Personal foul by I. Clark (drawn by T. Lawson),47,43
155,2,7:11.0,,T. Ariza enters the game for T. Lawson,47,43
156,2,7:11.0,,P. Beverley enters the game for C. Brewer,47,43
157,2,7:11.0,,J. Harden enters the game for D. Motiejūnas,47,43
158,2,7:11.0,A. Bogut enters the game for A. Iguodala,,47,43
159,2,7:11.0,S. Livingston enters the game for M. Speights,,47,43
160,2,7:05.0,,J. Harden misses 3-pt jump shot from 25 ft,47,43
161,2,7:04.0,Defensive rebound by D. Green,,47,43
162,2,6:51.0,K. Thompson misses 3-pt jump shot from 24 ft,,47,43
163,2,6:50.0,,Defensive rebound by P. Beverley,47,43
164,2,6:39.0,,D. Howard makes 2-pt dunk at rim (assist by T. Ariza),47,45
165,2,6:22.0,Turnover by S. Livingston (bad pass; steal by J. Harden),,47,45
166,2,6:01.0,,J. Harden misses 2-pt layup at rim,47,45
167,2,6:00.0,Defensive rebound by D. Green,,47,45
168,2,5:59.0,Personal foul by M. Thornton (drawn by D. Green),,47,45
169,2,5:59.0,Official timeout,,47,45
170,2,5:59.0,,C. Capela enters the game for D. Howard,47,45
171,2,5:50.0,K. Thompson misses 2-pt jump shot from 9 ft,,47,45
172,2,5:47.0,Offensive rebound by A. Bogut,,47,45
173,2,5:46.0,A. Bogut misses 2-pt layup at rim,,47,45
174,2,5:46.0,,Defensive rebound by T. Ariza,47,45
175,2,5:41.0,,P. Beverley misses 2-pt layup at rim,47,45
176,2,5:40.0,Defensive rebound by Team,,47,45
177,2,5:26.0,I. Clark makes 3-pt jump shot from 24 ft (assist by D. Green),,50,45
178,2,5:08.0,,C. Capela misses 2-pt layup from 1 ft (block by A. Bogut),50,45
179,2,5:06.0,Defensive rebound by A. Bogut,,50,45
180,2,4:55.0,Shooting foul by C. Capela (drawn by D. Green),,50,45
181,2,4:55.0,D. Green makes free throw 1 of 2,,51,45
182,2,4:55.0,,C. Brewer enters the game for M. Thornton,51,45
183,2,4:55.0,D. Green makes free throw 2 of 2,,52,45
184,2,4:33.0,,P. Beverley makes 2-pt jump shot from 18 ft,52,47
185,2,4:15.0,Shooting foul by C. Capela (drawn by S. Livingston),,52,47
186,2,4:15.0,S. Livingston misses free throw 1 of 2,,52,47
187,2,4:15.0,Offensive rebound by Team,,52,47
188,2,4:15.0,A. Iguodala enters the game for D. Green,,52,47
189,2,4:15.0,S. Livingston makes free throw 2 of 2,,53,47
190,2,4:01.0,,Turnover by C. Capela (offensive goaltending),53,47
191,2,3:46.0,A. Bogut misses 2-pt jump shot from 4 ft,,53,47
192,2,3:45.0,Offensive rebound by I. Clark,,53,47
193,2,3:44.0,I. Clark misses 2-pt layup at rim,,53,47
194,2,3:43.0,,Defensive rebound by C. Capela,53,47
195,2,3:28.0,,T. Ariza misses 2-pt layup from 1 ft,53,47
196,2,3:27.0,Defensive rebound by S. Livingston,,53,47
197,2,3:21.0,I. Clark makes 3-pt jump shot from 24 ft (assist by S. Livingston),,56,47
198,2,3:09.0,,Turnover by T. Ariza (bad pass; steal by S. Livingston),56,47
199,2,3:04.0,I. Clark misses 2-pt jump shot from 23 ft,,56,47
200,2,3:03.0,,Defensive rebound by J. Harden,56,47
201,2,2:55.0,,J. Harden makes 2-pt jump shot from 16 ft,56,49
202,2,2:48.0,Golden State full timeout,,56,49
203,2,2:48.0,,Houston full timeout,56,49
204,2,2:48.0,,D. Howard enters the game for C. Capela,56,49
205,2,2:48.0,D. Green enters the game for I. Clark,,56,49
206,2,2:43.0,Offensive foul by A. Bogut (drawn by C. Brewer),,56,49
207,2,2:43.0,Turnover by A. Bogut (offensive foul),,56,49
208,2,2:26.0,,T. Ariza misses 3-pt jump shot from 25 ft,56,49
209,2,2:25.0,Defensive rebound by D. Green,,56,49
210,2,2:12.0,Turnover by K. Thompson (bad pass; steal by C. Brewer),,56,49
211,2,2:04.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by D. Howard),56,52
212,2,1:49.0,S. Livingston misses 2-pt jump shot from 4 ft,,56,52
213,2,1:48.0,,Defensive rebound by D. Howard,56,52
214,2,1:36.0,,J. Harden misses 2-pt jump shot from 3 ft,56,52
215,2,1:35.0,Defensive rebound by S. Livingston,,56,52
216,2,1:28.0,Shooting foul by D. Howard (drawn by A. Iguodala),,56,52
217,2,1:28.0,A. Iguodala makes free throw 1 of 2,,57,52
218,2,1:28.0,,C. Capela enters the game for D. Howard,57,52
219,2,1:28.0,,M. Thornton enters the game for C. Brewer,57,52
220,2,1:28.0,A. Iguodala makes free throw 2 of 2,,58,52
221,2,1:05.0,,C. Capela misses 2-pt jump shot from 4 ft (block by A. Iguodala),58,52
222,2,1:04.0,Defensive rebound by K. Thompson,,58,52
223,2,0:56.0,K. Thompson misses 3-pt jump shot from 24 ft,,58,52
224,2,0:55.0,,Defensive rebound by P. Beverley,58,52
225,2,0:47.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by P. Beverley),58,55
226,2,0:41.0,Personal foul by T. Ariza (drawn by A. Iguodala),,58,55
227,2,0:41.0,A. Iguodala misses free throw 1 of 2,,58,55
228,2,0:41.0,Offensive rebound by Team,,58,55
229,2,0:41.0,A. Iguodala makes free throw 2 of 2,,59,55
230,2,0:37.0,,J. Harden makes 3-pt jump shot from 23 ft,59,58
231,2,0:37.0,,Shooting foul by A. Bogut (drawn by J. Harden),59,58
232,2,0:37.0,M. Speights enters the game for A. Bogut,,59,58
233,2,0:37.0,,T. Jones enters the game for C. Capela,59,58
234,2,0:37.0,,J. Harden makes free throw 1 of 1,59,59
235,2,0:29.0,Shooting foul by M. Thornton (drawn by K. Thompson),,59,59
236,2,0:29.0,K. Thompson misses free throw 1 of 2,,59,59
237,2,0:29.0,Offensive rebound by Team,,59,59
238,2,0:29.0,K. Thompson misses free throw 2 of 2,,59,59
239,2,0:29.0,,Defensive rebound by J. Harden,59,59
240,2,0:08.0,,J. Harden misses 2-pt layup from 1 ft,59,59
241,2,0:07.0,Defensive rebound by D. Green,,59,59
242,2,0:03.0,S. Livingston makes 2-pt dunk at rim (assist by D. Green),,61,59
243,2,0:00.0,,M. Thornton misses 3-pt jump shot from 42 ft,61,59
244,2,0:00.0,,Offensive rebound by Team,61,59
245,3,11:43.0,,J. Harden misses 2-pt jump shot from 3 ft,61,59
246,3,11:42.0,Defensive rebound by K. Thompson,,61,59
247,3,11:24.0,D. Green misses 2-pt layup at rim,,61,59
248,3,11:23.0,,Defensive rebound by T. Ariza,61,59
249,3,11:15.0,,D. Howard makes 2-pt layup from 1 ft (assist by T. Ariza),61,61
250,3,10:52.0,B. Rush makes 2-pt jump shot from 5 ft (assist by D. Green),,63,61
251,3,10:32.0,,Shooting foul by A. Bogut (drawn by T. Ariza),63,61
252,3,10:32.0,,T. Ariza makes free throw 1 of 2,63,62
253,3,10:32.0,,T. Ariza makes free throw 2 of 2,63,63
254,3,10:16.0,B. Rush misses 3-pt jump shot from 23 ft,,63,63
255,3,10:14.0,,Defensive rebound by J. Harden,63,63
256,3,9:55.0,,T. Ariza makes 3-pt jump shot from 23 ft,63,66
257,3,9:38.0,K. Thompson makes 2-pt jump shot from 10 ft (assist by S. Livingston),,65,66
258,3,9:20.0,,Shooting foul by K. Thompson (drawn by J. Harden),65,66
259,3,9:20.0,,J. Harden makes free throw 1 of 2,65,67
260,3,9:20.0,,J. Harden makes free throw 2 of 2,65,68
261,3,9:06.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Livingston),,68,68
262,3,8:51.0,,Turnover by T. Ariza (bad pass),68,68
263,3,8:39.0,K. Thompson misses 3-pt jump shot from 25 ft,,68,68
264,3,8:38.0,,Defensive rebound by C. Capela,68,68
265,3,8:26.0,,P. Beverley makes 2-pt jump shot from 5 ft,68,70
266,3,8:13.0,S. Livingston misses 2-pt layup from 2 ft (block by D. Howard),,68,70
267,3,8:12.0,Offensive rebound by Team,,68,70
268,3,8:12.0,Technical foul by S. Livingston,,68,70
269,3,8:12.0,,J. Harden makes technical free throw,68,71
270,3,8:04.0,D. Green misses 2-pt jump shot from 19 ft,,68,71
271,3,8:03.0,,Defensive rebound by Team,68,71
272,3,7:44.0,,Turnover by P. Beverley (bad pass; steal by B. Rush),68,71
273,3,7:31.0,Turnover by S. Livingston (traveling),,68,71
274,3,7:19.0,,Turnover by P. Beverley (bad pass; steal by D. Green),68,71
275,3,7:14.0,D. Green makes 2-pt layup from 1 ft,,70,71
276,3,6:56.0,,Shooting foul by K. Thompson (drawn by C. Capela),70,71
277,3,6:56.0,,C. Capela misses free throw 1 of 2,70,71
278,3,6:56.0,,Offensive rebound by Team,70,71
279,3,6:56.0,A. Iguodala enters the game for B. Rush,,70,71
280,3,6:56.0,,C. Capela makes free throw 2 of 2,70,72
281,3,6:35.0,S. Livingston misses 2-pt jump shot from 14 ft,,70,72
282,3,6:33.0,,Defensive rebound by C. Capela,70,72
283,3,6:24.0,,D. Howard makes 2-pt dunk at rim (assist by J. Harden),70,74
284,3,6:02.0,K. Thompson misses 2-pt jump shot from 4 ft,,70,74
285,3,6:01.0,Offensive rebound by K. Thompson,,70,74
286,3,5:59.0,K. Thompson misses 2-pt layup from 1 ft,,70,74
287,3,5:55.0,Offensive rebound by K. Thompson,,70,74
288,3,5:54.0,K. Thompson makes 2-pt jump shot from 12 ft,,72,74
289,3,5:31.0,,P. Beverley makes 2-pt jump shot from 10 ft (assist by J. Harden),72,76
290,3,5:15.0,S. Livingston misses 2-pt jump shot from 14 ft,,72,76
291,3,5:14.0,Offensive rebound by A. Iguodala,,72,76
292,3,5:13.0,A. Iguodala makes 2-pt layup at rim,,74,76
293,3,4:58.0,,J. Harden misses 3-pt jump shot from 24 ft,74,76
294,3,4:57.0,Defensive rebound by A. Bogut,,74,76
295,3,4:51.0,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),,76,76
296,3,4:51.0,,Houston full timeout,76,76
297,3,4:51.0,,T. Lawson enters the game for C. Capela,76,76
298,3,4:51.0,,T. Jones enters the game for P. Beverley,76,76
299,3,4:36.0,,T. Ariza misses 3-pt jump shot from 23 ft,76,76
300,3,4:36.0,Defensive rebound by A. Bogut,,76,76
301,3,4:21.0,A. Bogut misses 2-pt hook shot from 6 ft,,76,76
302,3,4:20.0,,Defensive rebound by D. Howard,76,76
303,3,4:03.0,,T. Lawson makes 2-pt jump shot from 15 ft (assist by D. Howard),76,78
304,3,3:49.0,K. Thompson makes 2-pt layup from 1 ft (assist by A. Iguodala),,78,78
305,3,3:34.0,,T. Jones misses 2-pt jump shot from 10 ft,78,78
306,3,3:33.0,Defensive rebound by A. Bogut,,78,78
307,3,3:25.0,Turnover by A. Bogut (bad pass),,78,78
308,3,3:25.0,,C. Brewer enters the game for T. Ariza,78,78
309,3,3:25.0,,C. Capela enters the game for D. Howard,78,78
310,3,3:25.0,I. Clark enters the game for S. Livingston,,78,78
311,3,3:25.0,J. McAdoo enters the game for D. Green,,78,78
312,3,3:07.0,,T. Jones misses 2-pt layup from 1 ft (block by K. Thompson),78,78
313,3,3:06.0,Defensive rebound by A. Bogut,,78,78
314,3,3:03.0,Turnover by A. Bogut (bad pass; steal by C. Brewer),,78,78
315,3,3:03.0,,Shooting foul by I. Clark (drawn by C. Brewer),78,78
316,3,3:03.0,,C. Brewer makes free throw 1 of 2,78,79
317,3,3:03.0,,C. Brewer makes free throw 2 of 2,78,80
318,3,2:58.0,Golden State full timeout,,78,80
319,3,2:58.0,,M. Thornton enters the game for J. Harden,78,80
320,3,2:44.0,A. Bogut misses 2-pt jump shot from 7 ft,,78,80
321,3,2:44.0,Offensive rebound by J. McAdoo,,78,80
322,3,2:39.0,I. Clark misses 3-pt jump shot from 23 ft,,78,80
323,3,2:38.0,Offensive rebound by J. McAdoo,,78,80
324,3,2:34.0,J. McAdoo misses 2-pt jump shot from 3 ft (block by C. Capela),,78,80
325,3,2:33.0,,Defensive rebound by C. Capela,78,80
326,3,2:16.0,,T. Lawson misses 2-pt jump shot from 17 ft,78,80
327,3,2:15.0,Defensive rebound by Team,,78,80
328,3,2:15.0,,Loose ball foul by M. Thornton (drawn by J. McAdoo),78,80
329,3,1:58.0,K. Thompson makes 2-pt layup at rim,,80,80
330,3,1:31.0,,T. Jones misses 3-pt jump shot from 22 ft,80,80
331,3,1:30.0,Defensive rebound by A. Bogut,,80,80
332,3,1:12.0,K. Thompson misses 3-pt jump shot from 26 ft,,80,80
333,3,1:10.0,Offensive rebound by J. McAdoo,,80,80
334,3,1:06.0,A. Iguodala makes 3-pt jump shot from 24 ft (assist by J. McAdoo),,83,80
335,3,0:54.0,,M. Thornton misses 3-pt jump shot from 24 ft,83,80
336,3,0:52.0,Defensive rebound by I. Clark,,83,80
337,3,0:42.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by I. Clark),,86,80
338,3,0:36.0,,Turnover by T. Lawson (bad pass; steal by J. McAdoo),86,80
339,3,0:33.0,J. McAdoo makes 2-pt dunk at rim,,88,80
340,3,0:33.0,,Houston full timeout,88,80
341,3,0:33.0,S. Livingston enters the game for A. Bogut,,88,80
342,3,0:33.0,D. Green enters the game for K. Thompson,,88,80
343,3,0:33.0,,J. Harden enters the game for C. Brewer,88,80
344,3,0:30.0,,Shooting foul by A. Iguodala (drawn by J. Harden),88,80
345,3,0:30.0,,J. Harden makes free throw 1 of 2,88,81
346,3,0:30.0,,T. Ariza enters the game for T. Lawson,88,81
347,3,0:30.0,,P. Beverley enters the game for M. Thornton,88,81
348,3,0:30.0,,J. Harden makes free throw 2 of 2,88,82
349,3,0:19.0,Personal foul by J. Harden (drawn by A. Iguodala),,88,82
350,3,0:06.0,Shooting foul by C. Capela (drawn by I. Clark),,88,82
351,3,0:06.0,I. Clark makes free throw 1 of 2,,89,82
352,3,0:06.0,I. Clark makes free throw 2 of 2,,90,82
353,3,0:01.0,,Offensive foul by J. Harden (drawn by A. Iguodala),90,82
354,3,0:01.0,,Turnover by J. Harden (offensive foul),90,82
355,3,0:00.0,I. Clark misses 3-pt jump shot from 30 ft,,90,82
356,3,0:00.0,Offensive rebound by Team,,90,82
357,4,11:43.0,M. Speights misses 2-pt jump shot from 16 ft,,90,82
358,4,11:42.0,,Defensive rebound by Team,90,82
359,4,11:25.0,,Shooting foul by M. Speights (drawn by D. Howard),90,82
360,4,11:25.0,,D. Howard makes free throw 1 of 2,90,83
361,4,11:25.0,,D. Howard makes free throw 2 of 2,90,84
362,4,11:21.0,Personal foul by D. Howard (drawn by M. Speights),,90,84
363,4,11:08.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by M. Speights),,93,84
364,4,10:46.0,,T. Lawson makes 2-pt jump shot from 18 ft,93,86
365,4,10:26.0,S. Livingston makes 2-pt jump shot from 8 ft (assist by M. Speights),,95,86
366,4,10:15.0,,Shooting foul by I. Clark (drawn by D. Howard),95,86
367,4,10:15.0,,D. Howard misses free throw 1 of 2,95,86
368,4,10:15.0,,Offensive rebound by Team,95,86
369,4,10:15.0,,D. Howard makes free throw 2 of 2,95,87
370,4,9:51.0,S. Livingston makes 2-pt jump shot from 16 ft (assist by I. Clark),,97,87
371,4,9:34.0,,T. Lawson misses 3-pt jump shot from 24 ft,97,87
372,4,9:33.0,,Offensive rebound by Team,97,87
373,4,9:21.0,,M. Thornton misses 3-pt jump shot from 23 ft,97,87
374,4,9:20.0,,Offensive rebound by Team,97,87
375,4,9:17.0,,Turnover by D. Howard (bad pass),97,87
376,4,8:59.0,M. Speights misses 2-pt layup at rim (block by T. Jones),,97,87
377,4,8:58.0,Offensive rebound by A. Iguodala,,97,87
378,4,8:57.0,Shooting foul by T. Jones (drawn by A. Iguodala),,97,87
379,4,8:57.0,Official timeout,,97,87
380,4,8:57.0,,P. Beverley enters the game for T. Jones,97,87
381,4,8:57.0,,J. Harden enters the game for T. Lawson,97,87
382,4,8:57.0,A. Iguodala makes free throw 1 of 2,,98,87
383,4,8:57.0,A. Iguodala makes free throw 2 of 2,,99,87
384,4,8:38.0,,D. Howard makes 2-pt layup from 2 ft (assist by P. Beverley),99,89
385,4,8:20.0,Turnover by M. Speights (lost ball; steal by D. Howard),,99,89
386,4,8:14.0,,M. Thornton makes 2-pt layup from 1 ft (assist by D. Howard),99,91
387,4,7:52.0,Turnover by A. Iguodala (step out of bounds),,99,91
388,4,7:52.0,A. Bogut enters the game for J. McAdoo,,99,91
