,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,WASHINGTON_ACTION,CHARLOTTE_SCORE,WASHINGTON_SCORE
28,1,8:14.0,,G. Temple misses free throw 1 of 1,10,9
29,1,8:13.0,Defensive rebound by M. Williams,,10,9
30,1,8:02.0,N. Batum misses 3-pt jump shot from 25 ft,,10,9
31,1,8:01.0,,Defensive rebound by J. Dudley,10,9
32,1,7:53.0,,J. Wall misses 2-pt layup from 1 ft,10,9
33,1,7:52.0,Defensive rebound by Team,,10,9
34,1,7:38.0,K. Walker misses 2-pt jump shot from 17 ft,,10,9
35,1,7:37.0,,Defensive rebound by K. Oubre,10,9
36,1,7:26.0,,J. Wall makes 2-pt layup from 2 ft (assist by M. Gortat),10,11
37,1,7:05.0,P. Hairston makes 2-pt layup at rim (assist by N. Batum),,12,11
38,1,6:47.0,,G. Temple makes 2-pt jump shot from 17 ft,12,13
39,1,6:21.0,C. Zeller misses 2-pt jump shot from 6 ft,,12,13
40,1,6:20.0,Offensive rebound by C. Zeller,,12,13
41,1,6:17.0,M. Williams misses 3-pt jump shot from 25 ft,,12,13
42,1,6:16.0,,Defensive rebound by J. Wall,12,13
43,1,6:03.0,,K. Oubre misses 2-pt jump shot from 8 ft,12,13
44,1,6:02.0,Defensive rebound by N. Batum,,12,13
45,1,5:56.0,Shooting foul by K. Oubre (drawn by K. Walker),,12,13
46,1,5:56.0,,Washington full timeout,12,13
47,1,5:56.0,,G. Neal enters the game for K. Oubre,12,13
48,1,5:56.0,K. Walker makes free throw 1 of 2,,13,13
49,1,5:56.0,K. Walker makes free throw 2 of 2,,14,13
50,1,5:40.0,,M. Gortat misses 2-pt jump shot from 6 ft,14,13
51,1,5:39.0,Defensive rebound by M. Williams,,14,13
52,1,5:22.0,Turnover by P. Hairston (lost ball; steal by G. Neal),,14,13
53,1,5:14.0,,J. Wall makes 2-pt jump shot from 20 ft,14,15
54,1,4:46.0,C. Zeller misses 2-pt layup from 2 ft,,14,15
55,1,4:45.0,Offensive rebound by M. Williams,,14,15
56,1,4:43.0,M. Williams misses 2-pt layup from 1 ft,,14,15
57,1,4:42.0,Offensive rebound by M. Williams,,14,15
58,1,4:41.0,M. Williams misses 2-pt layup at rim,,14,15
59,1,4:40.0,,Defensive rebound by G. Temple,14,15
60,1,4:34.0,,G. Temple misses 3-pt jump shot from 25 ft,14,15
61,1,4:33.0,Defensive rebound by K. Walker,,14,15
62,1,4:21.0,M. Williams misses 3-pt jump shot from 27 ft,,14,15
63,1,4:20.0,,Defensive rebound by J. Dudley,14,15
64,1,4:10.0,,J. Wall makes 3-pt jump shot from 27 ft (assist by G. Neal),14,18
65,1,3:50.0,P. Hairston misses 3-pt jump shot from 27 ft,,14,18
66,1,3:49.0,,Defensive rebound by J. Dudley,14,18
67,1,3:40.0,,J. Wall makes 2-pt jump shot from 19 ft,14,20
68,1,3:21.0,K. Walker makes 2-pt jump shot from 10 ft (assist by N. Batum),,16,20
69,1,3:17.0,,Turnover by J. Wall (bad pass; steal by K. Walker),16,20
70,1,3:07.0,M. Williams misses 3-pt jump shot from 25 ft,,16,20
71,1,3:06.0,,Defensive rebound by J. Dudley,16,20
72,1,2:55.0,,Shooting foul by C. Zeller (drawn by M. Gortat),16,20
73,1,2:55.0,Charlotte full timeout,,16,20
74,1,2:55.0,,R. Sessions enters the game for J. Dudley,16,20
75,1,2:55.0,,K. Humphries enters the game for J. Wall,16,20
76,1,2:55.0,J. Lin enters the game for P. Hairston,,16,20
77,1,2:55.0,F. Kaminsky enters the game for M. Williams,,16,20
78,1,2:55.0,S. Hawes enters the game for C. Zeller,,16,20
79,1,2:55.0,J. Lamb enters the game for N. Batum,,16,20
80,1,2:55.0,,M. Gortat makes free throw 1 of 2,16,21
81,1,2:55.0,,M. Gortat makes free throw 2 of 2,16,22
82,1,2:41.0,K. Walker makes 3-pt jump shot from 23 ft (assist by J. Lin),,19,22
83,1,2:26.0,,M. Gortat makes 2-pt hook shot from 5 ft (assist by R. Sessions),19,24
84,1,2:08.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by S. Hawes),,22,24
85,1,1:59.0,,Personal foul by S. Hawes (drawn by M. Gortat),22,24
86,1,1:53.0,,R. Sessions makes 2-pt jump shot from 17 ft,22,26
87,1,1:35.0,J. Lin makes 3-pt jump shot from 23 ft (assist by S. Hawes),,25,26
88,1,1:15.0,,G. Neal misses 2-pt jump shot from 19 ft,25,26
89,1,1:14.0,Defensive rebound by F. Kaminsky,,25,26
90,1,1:02.0,Turnover by K. Walker (bad pass),,25,26
91,1,0:50.0,,Shooting foul by J. Lamb (drawn by G. Temple),25,26
92,1,0:50.0,,G. Temple makes free throw 1 of 2,25,27
93,1,0:50.0,,J. Dudley enters the game for M. Gortat,25,27
94,1,0:50.0,,G. Temple makes free throw 2 of 2,25,28
95,1,0:32.0,F. Kaminsky makes 2-pt layup at rim (assist by J. Lin),,27,28
96,1,0:23.0,,R. Sessions misses 2-pt jump shot from 15 ft,27,28
97,1,0:22.0,Defensive rebound by K. Walker,,27,28
98,1,0:08.0,Personal take foul by R. Sessions (drawn by K. Walker),,27,28
99,1,0:02.0,K. Walker misses 2-pt jump shot from 19 ft,,27,28
100,1,0:01.0,,Defensive rebound by J. Dudley,27,28
101,2,11:38.0,S. Hawes makes 2-pt hook shot from 8 ft (assist by J. Lin),,29,28
102,2,11:10.0,,R. Sessions misses 3-pt jump shot from 26 ft,29,28
103,2,11:09.0,,Offensive rebound by R. Sessions,29,28
104,2,11:05.0,,R. Sessions misses 2-pt layup at rim (block by F. Kaminsky),29,28
105,2,11:03.0,Defensive rebound by F. Kaminsky,,29,28
106,2,10:56.0,J. Lamb makes 2-pt jump shot from 8 ft,,31,28
107,2,10:50.0,,Shooting foul by J. Lamb (drawn by J. Wall),31,28
108,2,10:50.0,,J. Wall makes free throw 1 of 2,31,29
109,2,10:50.0,,J. Wall makes free throw 2 of 2,31,30
110,2,10:37.0,Turnover by J. Lin (lost ball),,31,30
111,2,10:23.0,,G. Neal misses 2-pt jump shot from 14 ft,31,30
112,2,10:22.0,Defensive rebound by S. Hawes,,31,30
113,2,10:09.0,J. Lamb misses 2-pt jump shot from 4 ft,,31,30
114,2,10:08.0,,Defensive rebound by J. Dudley,31,30
115,2,10:03.0,,R. Sessions makes 2-pt layup from 1 ft (assist by J. Dudley),31,32
116,2,9:58.0,Charlotte full timeout,,31,32
117,2,9:50.0,S. Hawes makes 3-pt jump shot from 27 ft (assist by J. Lin),,34,32
118,2,9:29.0,,J. Dudley makes 2-pt jump shot from 21 ft (assist by G. Neal),34,34
119,2,9:10.0,J. Lin misses 2-pt jump shot from 20 ft,,34,34
120,2,9:09.0,Offensive rebound by S. Hawes,,34,34
121,2,9:08.0,S. Hawes makes 2-pt layup at rim,,36,34
122,2,8:47.0,,Turnover by G. Neal (lost ball; steal by M. Williams),36,34
123,2,8:43.0,Turnover by M. Williams (bad pass; steal by J. Wall),,36,34
124,2,8:34.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by J. Wall),36,37
125,2,8:17.0,Turnover by S. Hawes (bad pass; steal by G. Neal),,36,37
126,2,8:02.0,,J. Wall misses 2-pt jump shot from 17 ft,36,37
127,2,8:02.0,Defensive rebound by F. Kaminsky,,36,37
128,2,7:47.0,J. Lamb misses 3-pt jump shot from 23 ft,,36,37
129,2,7:47.0,,Defensive rebound by K. Humphries,36,37
130,2,7:40.0,,G. Neal misses 3-pt jump shot from 24 ft,36,37
131,2,7:39.0,Defensive rebound by J. Lamb,,36,37
132,2,7:22.0,M. Williams misses 2-pt jump shot from 19 ft,,36,37
133,2,7:22.0,Offensive rebound by F. Kaminsky,,36,37
134,2,7:14.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,36,37
135,2,7:14.0,Offensive rebound by J. Lamb,,36,37
136,2,7:12.0,J. Lamb makes 2-pt layup from 2 ft,,38,37
137,2,7:02.0,,Personal foul by J. Lamb (drawn by R. Sessions),38,37
138,2,7:02.0,P. Hairston enters the game for M. Williams,,38,37
139,2,7:02.0,,M. Gortat enters the game for K. Humphries,38,37
140,2,7:02.0,,K. Oubre enters the game for G. Neal,38,37
141,2,7:02.0,K. Walker enters the game for J. Lamb,,38,37
142,2,7:00.0,,Offensive foul by M. Gortat (drawn by J. Lin),38,37
143,2,7:00.0,,Turnover by M. Gortat (offensive foul),38,37
144,2,6:44.0,S. Hawes misses 2-pt layup from 2 ft,,38,37
145,2,6:43.0,Offensive rebound by F. Kaminsky,,38,37
146,2,6:36.0,K. Walker misses 3-pt jump shot from 24 ft,,38,37
147,2,6:35.0,Offensive rebound by P. Hairston,,38,37
148,2,6:33.0,S. Hawes makes 2-pt dunk at rim (assist by P. Hairston),,40,37
149,2,6:28.0,,Washington full timeout,40,37
150,2,6:28.0,C. Zeller enters the game for S. Hawes,,40,37
151,2,6:15.0,,J. Wall makes 2-pt layup at rim,40,39
152,2,5:57.0,J. Lin makes 2-pt jump shot from 5 ft (assist by F. Kaminsky),,42,39
153,2,5:43.0,,J. Dudley makes 2-pt layup at rim (assist by J. Wall),42,41
154,2,5:28.0,Turnover by J. Lin (traveling),,42,41
155,2,5:28.0,,G. Temple enters the game for R. Sessions,42,41
156,2,5:16.0,,J. Wall misses 2-pt jump shot from 19 ft,42,41
157,2,5:15.0,Defensive rebound by J. Lin,,42,41
158,2,4:59.0,K. Walker makes 2-pt jump shot from 16 ft,,44,41
159,2,4:57.0,,Technical foul by J. Wall,44,41
160,2,4:57.0,K. Walker makes technical free throw,,45,41
161,2,4:47.0,,Personal foul by P. Hairston (drawn by K. Oubre),45,41
162,2,4:38.0,,J. Dudley misses 2-pt jump shot from 21 ft,45,41
163,2,4:37.0,,Offensive rebound by M. Gortat,45,41
164,2,4:36.0,,M. Gortat makes 2-pt layup from 2 ft,45,43
165,2,4:15.0,J. Lin makes 2-pt layup at rim,,47,43
166,2,4:09.0,,J. Wall makes 2-pt layup at rim,47,45
167,2,3:57.0,K. Walker misses 2-pt jump shot from 9 ft,,47,45
168,2,3:56.0,,Defensive rebound by G. Temple,47,45
169,2,3:51.0,,J. Wall misses 2-pt layup from 1 ft,47,45
170,2,3:47.0,Defensive rebound by P. Hairston,,47,45
171,2,3:37.0,T. Hansbrough enters the game for C. Zeller,,47,45
172,2,3:37.0,M. Williams enters the game for F. Kaminsky,,47,45
173,2,3:31.0,K. Walker misses 3-pt jump shot from 27 ft,,47,45
174,2,3:30.0,,Defensive rebound by M. Gortat,47,45
175,2,3:18.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by J. Wall),47,48
176,2,2:58.0,T. Hansbrough misses 2-pt jump shot from 4 ft,,47,48
177,2,2:57.0,,Defensive rebound by K. Oubre,47,48
178,2,2:47.0,,J. Wall makes 2-pt layup at rim,47,50
179,2,2:28.0,Turnover by K. Walker (bad pass; steal by J. Wall),,47,50
180,2,2:25.0,,Turnover by J. Wall (lost ball),47,50
181,2,2:25.0,Official timeout,,47,50
182,2,2:25.0,N. Batum enters the game for P. Hairston,,47,50
183,2,2:09.0,Turnover by T. Hansbrough (offensive goaltending),,47,50
184,2,1:57.0,,K. Oubre makes 3-pt jump shot from 24 ft (assist by J. Wall),47,53
185,2,1:31.0,M. Williams makes 2-pt jump shot from 3 ft (assist by J. Lin),,49,53
186,2,1:24.0,,Shooting foul by T. Hansbrough (drawn by J. Wall),49,53
187,2,1:24.0,,J. Wall misses free throw 1 of 2,49,53
188,2,1:24.0,,Offensive rebound by Team,49,53
189,2,1:24.0,,J. Wall makes free throw 2 of 2,49,54
190,2,1:03.0,J. Lin makes 2-pt jump shot from 20 ft (assist by K. Walker),,51,54
191,2,0:51.0,,M. Gortat misses 2-pt layup from 1 ft (block by M. Williams),51,54
192,2,0:49.0,Defensive rebound by T. Hansbrough,,51,54
193,2,0:46.0,Turnover by T. Hansbrough (bad pass; steal by J. Wall),,51,54
194,2,0:44.0,,J. Wall misses 3-pt jump shot from 23 ft,51,54
195,2,0:42.0,,Offensive rebound by M. Gortat,51,54
196,2,0:38.0,,M. Gortat makes 2-pt jump shot from 4 ft (assist by J. Dudley),51,56
197,2,0:21.0,N. Batum misses 3-pt jump shot from 25 ft,,51,56
198,2,0:20.0,Offensive rebound by M. Williams,,51,56
199,2,0:05.0,K. Walker makes 2-pt jump shot from 15 ft,,53,56
200,2,0:00.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by J. Wall),53,59
201,3,11:49.0,N. Batum misses 3-pt jump shot from 25 ft,,53,59
202,3,11:48.0,,Defensive rebound by Team,53,59
203,3,11:48.0,Loose ball foul by M. Williams (drawn by M. Gortat),,53,59
204,3,11:31.0,,Turnover by M. Gortat (traveling),53,59
205,3,11:16.0,P. Hairston makes 3-pt jump shot from 25 ft (assist by N. Batum),,56,59
206,3,10:57.0,,Turnover by M. Gortat (bad pass; steal by N. Batum),56,59
207,3,10:51.0,Turnover by N. Batum (bad pass; steal by J. Dudley),,56,59
208,3,10:45.0,,G. Temple makes 2-pt layup from 1 ft (assist by J. Wall),56,61
209,3,10:29.0,K. Walker misses 2-pt jump shot from 4 ft,,56,61
210,3,10:28.0,,Defensive rebound by J. Wall,56,61
211,3,10:14.0,,M. Gortat misses 2-pt layup from 1 ft (block by N. Batum),56,61
212,3,10:12.0,Defensive rebound by P. Hairston,,56,61
213,3,10:04.0,P. Hairston misses 2-pt layup from 2 ft,,56,61
214,3,10:03.0,Offensive rebound by P. Hairston,,56,61
215,3,9:56.0,N. Batum makes 3-pt jump shot from 24 ft (assist by M. Williams),,59,61
216,3,9:50.0,,G. Temple misses 2-pt layup from 2 ft (block by C. Zeller),59,61
217,3,9:47.0,Defensive rebound by C. Zeller,,59,61
218,3,9:28.0,P. Hairston misses 2-pt jump shot from 12 ft,,59,61
219,3,9:27.0,Offensive rebound by C. Zeller,,59,61
220,3,9:20.0,N. Batum misses 3-pt jump shot from 25 ft,,59,61
221,3,9:19.0,,Defensive rebound by J. Dudley,59,61
222,3,9:12.0,J. Lin enters the game for P. Hairston,,59,61
223,3,8:57.0,,J. Wall makes 3-pt jump shot from 26 ft,59,64
224,3,8:36.0,C. Zeller misses 2-pt layup at rim (block by K. Oubre),,59,64
225,3,8:33.0,,Defensive rebound by G. Temple,59,64
226,3,8:29.0,,G. Temple makes 2-pt layup at rim,59,66
227,3,8:19.0,M. Williams misses 3-pt jump shot from 25 ft,,59,66
228,3,8:18.0,,Defensive rebound by K. Oubre,59,66
229,3,8:11.0,,J. Dudley misses 3-pt jump shot from 27 ft,59,66
230,3,8:10.0,,Offensive rebound by M. Gortat,59,66
231,3,8:06.0,,Turnover by J. Wall (bad pass; steal by C. Zeller),59,66
232,3,8:00.0,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),,61,66
233,3,7:39.0,,Turnover by J. Wall (bad pass; steal by N. Batum),61,66
234,3,7:37.0,,Violation by J. Wall (kicked ball),61,66
235,3,7:34.0,Personal foul by K. Oubre (drawn by N. Batum),,61,66
236,3,7:31.0,Shooting foul by K. Oubre (drawn by N. Batum),,61,66
237,3,7:31.0,N. Batum misses free throw 1 of 2,,61,66
238,3,7:31.0,Offensive rebound by Team,,61,66
239,3,7:31.0,,G. Neal enters the game for K. Oubre,61,66
240,3,7:31.0,N. Batum makes free throw 2 of 2,,62,66
241,3,7:23.0,,Personal foul by C. Zeller (drawn by M. Gortat),62,66
242,3,7:19.0,,Shooting foul by C. Zeller (drawn by M. Gortat),62,66
243,3,7:19.0,,M. Gortat makes free throw 1 of 2,62,67
244,3,7:19.0,,M. Gortat makes free throw 2 of 2,62,68
245,3,7:00.0,J. Lin makes 3-pt jump shot from 26 ft (assist by N. Batum),,65,68
246,3,6:38.0,,J. Wall misses 2-pt jump shot from 17 ft,65,68
247,3,6:37.0,Defensive rebound by N. Batum,,65,68
248,3,6:29.0,N. Batum makes 2-pt jump shot from 16 ft,,67,68
249,3,6:28.0,,Washington full timeout,67,68
250,3,6:11.0,,Shooting foul by J. Lin (drawn by G. Neal),67,68
251,3,6:11.0,,G. Neal makes free throw 1 of 2,67,69
252,3,6:11.0,,G. Neal makes free throw 2 of 2,67,70
253,3,5:54.0,K. Walker misses 3-pt jump shot from 25 ft,,67,70
254,3,5:53.0,,Defensive rebound by J. Wall,67,70
255,3,5:47.0,,Turnover by J. Wall (bad pass; steal by N. Batum),67,70
256,3,5:42.0,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),,69,70
257,3,5:25.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),69,72
258,3,5:11.0,Turnover by J. Lin (lost ball; steal by M. Gortat),,69,72
259,3,5:07.0,,Shooting foul by M. Williams (drawn by G. Temple),69,72
260,3,5:07.0,,G. Temple misses free throw 1 of 2,69,72
261,3,5:07.0,,Offensive rebound by Team,69,72
262,3,5:07.0,F. Kaminsky enters the game for M. Williams,,69,72
263,3,5:07.0,,G. Temple makes free throw 2 of 2,69,73
264,3,4:44.0,C. Zeller misses 2-pt jump shot from 19 ft,,69,73
265,3,4:43.0,,Defensive rebound by J. Dudley,69,73
266,3,4:31.0,,Turnover by J. Wall (bad pass),69,73
267,3,4:19.0,Turnover by N. Batum (bad pass; steal by G. Temple),,69,73
268,3,4:11.0,,J. Dudley makes 3-pt jump shot from 22 ft (assist by G. Neal),69,76
269,3,3:46.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,69,76
270,3,3:45.0,,Defensive rebound by M. Gortat,69,76
271,3,3:29.0,,M. Gortat misses 2-pt jump shot from 10 ft,69,76
272,3,3:28.0,Defensive rebound by N. Batum,,69,76
273,3,3:21.0,Shooting foul by J. Dudley (drawn by F. Kaminsky),,69,76
274,3,3:21.0,F. Kaminsky misses free throw 1 of 2,,69,76
275,3,3:21.0,Offensive rebound by Team,,69,76
276,3,3:21.0,S. Hawes enters the game for C. Zeller,,69,76
277,3,3:21.0,,R. Sessions enters the game for J. Wall,69,76
278,3,3:21.0,,K. Humphries enters the game for J. Dudley,69,76
279,3,3:21.0,F. Kaminsky makes free throw 2 of 2,,70,76
280,3,2:59.0,,K. Humphries makes 2-pt jump shot from 19 ft (assist by G. Neal),70,78
281,3,2:43.0,Personal foul by G. Neal (drawn by J. Lin),,70,78
282,3,2:43.0,Charlotte full timeout,,70,78
283,3,2:28.0,K. Walker misses 3-pt jump shot from 25 ft,,70,78
284,3,2:27.0,,Defensive rebound by R. Sessions,70,78
285,3,2:10.0,,G. Neal misses 3-pt jump shot from 26 ft,70,78
286,3,2:10.0,Defensive rebound by S. Hawes,,70,78
287,3,1:55.0,Turnover by N. Batum (bad pass),,70,78
288,3,1:39.0,,K. Humphries makes 2-pt layup at rim (assist by G. Temple),70,80
289,3,1:39.0,,Shooting foul by F. Kaminsky (drawn by K. Humphries),70,80
290,3,1:39.0,J. Lamb enters the game for N. Batum,,70,80
291,3,1:39.0,,K. Humphries makes free throw 1 of 1,70,81
292,3,1:16.0,J. Lamb makes 2-pt jump shot from 9 ft (assist by J. Lin),,72,81
293,3,1:02.0,,R. Sessions makes 2-pt jump shot from 12 ft (assist by G. Temple),72,83
294,3,1:02.0,,Shooting foul by F. Kaminsky (drawn by R. Sessions),72,83
295,3,1:02.0,,R. Sessions makes free throw 1 of 1,72,84
296,3,0:47.0,J. Lamb misses 3-pt jump shot from 25 ft,,72,84
297,3,0:46.0,,Defensive rebound by R. Sessions,72,84
298,3,0:36.0,,G. Neal makes 2-pt jump shot from 8 ft (assist by G. Temple),72,86
299,3,0:21.0,F. Kaminsky makes 3-pt jump shot from 22 ft (assist by K. Walker),,75,86
300,3,0:03.0,,Turnover by M. Gortat (3 sec),75,86
301,3,0:01.0,J. Lin misses 2-pt layup at rim (block by M. Gortat),,75,86
302,3,0:00.0,Offensive rebound by Team,,75,86
303,4,11:46.0,,M. Gortat makes 2-pt jump shot from 6 ft (assist by J. Wall),75,88
304,4,11:29.0,S. Hawes misses 3-pt jump shot from 25 ft,,75,88
305,4,11:28.0,,Defensive rebound by J. Wall,75,88
306,4,11:21.0,,J. Wall misses 2-pt jump shot from 19 ft,75,88
307,4,11:20.0,Defensive rebound by J. Lamb,,75,88
308,4,11:05.0,S. Hawes misses 2-pt jump shot from 12 ft,,75,88
309,4,11:04.0,,Defensive rebound by K. Humphries,75,88
310,4,10:59.0,,G. Neal misses 3-pt jump shot from 27 ft,75,88
311,4,10:57.0,Defensive rebound by J. Lamb,,75,88
312,4,10:54.0,J. Lin misses 2-pt layup from 2 ft,,75,88
313,4,10:53.0,Offensive rebound by Team,,75,88
314,4,10:53.0,,J. Dudley enters the game for M. Gortat,75,88
315,4,10:48.0,Def 3 sec tech foul by J. Dudley,,75,88
316,4,10:48.0,J. Lin makes technical free throw,,76,88
317,4,10:41.0,J. Lamb misses 3-pt jump shot from 25 ft,,76,88
318,4,10:40.0,Offensive rebound by P. Hairston,,76,88
319,4,10:40.0,Shooting foul by J. Dudley (drawn by P. Hairston),,76,88
320,4,10:40.0,P. Hairston makes free throw 1 of 2,,77,88
321,4,10:40.0,P. Hairston makes free throw 2 of 2,,78,88
322,4,10:22.0,,J. Dudley makes 2-pt jump shot from 15 ft (assist by G. Neal),78,90
323,4,10:07.0,S. Hawes misses 2-pt layup from 2 ft,,78,90
324,4,10:06.0,,Defensive rebound by R. Sessions,78,90
325,4,9:50.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by J. Wall),78,93
326,4,9:50.0,Charlotte full timeout,,78,93
327,4,9:50.0,M. Williams enters the game for P. Hairston,,78,93
328,4,9:50.0,N. Batum enters the game for F. Kaminsky,,78,93
329,4,9:50.0,K. Walker enters the game for J. Lamb,,78,93
330,4,9:36.0,J. Lin makes 2-pt layup from 1 ft,,80,93
331,4,9:11.0,,G. Neal misses 3-pt jump shot from 25 ft,80,93
332,4,9:10.0,Defensive rebound by J. Lin,,80,93
333,4,8:54.0,N. Batum misses 2-pt jump shot from 19 ft,,80,93
334,4,8:53.0,Offensive rebound by M. Williams,,80,93
335,4,8:44.0,J. Lin misses 2-pt jump shot from 15 ft,,80,93
336,4,8:42.0,,Defensive rebound by K. Humphries,80,93
337,4,8:28.0,,Turnover by J. Wall (bad pass; steal by K. Walker),80,93
338,4,8:25.0,Personal take foul by J. Dudley (drawn by K. Walker),,80,93
339,4,8:25.0,,K. Oubre enters the game for G. Neal,80,93
340,4,8:12.0,K. Walker makes 2-pt layup from 1 ft (assist by N. Batum),,82,93
341,4,8:02.0,,K. Humphries misses 2-pt jump shot from 21 ft,82,93
342,4,8:00.0,Defensive rebound by K. Walker,,82,93
343,4,7:55.0,K. Walker misses 2-pt jump shot from 3 ft,,82,93
344,4,7:54.0,,Defensive rebound by K. Humphries,82,93
345,4,7:44.0,,R. Sessions misses 2-pt layup at rim,82,93
346,4,7:43.0,Defensive rebound by J. Lin,,82,93
347,4,7:23.0,N. Batum misses 3-pt jump shot from 25 ft,,82,93
348,4,7:21.0,,Defensive rebound by J. Dudley,82,93
349,4,7:04.0,,R. Sessions misses 2-pt layup at rim,82,93
350,4,7:03.0,Defensive rebound by S. Hawes,,82,93
351,4,6:54.0,Shooting foul by K. Humphries (drawn by K. Walker),,82,93
352,4,6:54.0,K. Walker makes free throw 1 of 2,,83,93
353,4,6:54.0,,M. Gortat enters the game for K. Humphries,83,93
354,4,6:54.0,K. Walker makes free throw 2 of 2,,84,93
355,4,6:41.0,,M. Gortat makes 2-pt hook shot from 4 ft (assist by J. Dudley),84,95
356,4,6:13.0,N. Batum makes 2-pt jump shot from 18 ft,,86,95
357,4,5:57.0,,Personal foul by K. Walker (drawn by J. Wall),86,95
358,4,5:57.0,Official timeout,,86,95
359,4,5:57.0,C. Zeller enters the game for S. Hawes,,86,95
360,4,5:57.0,,G. Temple enters the game for R. Sessions,86,95
361,4,5:49.0,,J. Dudley misses 3-pt jump shot from 25 ft,86,95
362,4,5:48.0,Defensive rebound by C. Zeller,,86,95
363,4,5:32.0,N. Batum misses 3-pt jump shot from 26 ft,,86,95
364,4,5:30.0,Offensive rebound by J. Lin,,86,95
365,4,5:28.0,J. Lin misses 2-pt layup from 2 ft,,86,95
366,4,5:28.0,Offensive rebound by C. Zeller,,86,95
367,4,5:26.0,C. Zeller makes 2-pt layup from 1 ft,,88,95
368,4,5:04.0,,M. Gortat misses 2-pt jump shot from 14 ft,88,95
369,4,5:03.0,Defensive rebound by N. Batum,,88,95
370,4,4:55.0,J. Lin misses 2-pt jump shot from 18 ft,,88,95
371,4,4:54.0,,Defensive rebound by G. Temple,88,95
372,4,4:46.0,,J. Wall misses 2-pt jump shot from 15 ft,88,95
373,4,4:45.0,Defensive rebound by Team,,88,95
374,4,4:34.0,N. Batum makes 2-pt layup from 1 ft,,90,95
375,4,4:16.0,,M. Gortat misses 2-pt layup from 1 ft,90,95
376,4,4:15.0,Defensive rebound by J. Lin,,90,95
377,4,4:10.0,K. Walker makes 2-pt layup at rim (assist by J. Lin),,92,95
378,4,4:10.0,,Washington full timeout,92,95
379,4,4:10.0,,R. Sessions enters the game for K. Oubre,92,95
380,4,3:55.0,,G. Temple makes 2-pt jump shot from 3 ft (assist by J. Dudley),92,97
381,4,3:37.0,M. Williams misses 2-pt jump shot from 16 ft,,92,97
382,4,3:36.0,,Defensive rebound by R. Sessions,92,97
383,4,3:25.0,,J. Wall misses 3-pt jump shot from 27 ft,92,97
384,4,3:24.0,Defensive rebound by N. Batum,,92,97
385,4,3:11.0,N. Batum makes 2-pt layup at rim,,94,97
386,4,3:10.0,,Shooting foul by K. Walker (drawn by G. Temple),94,97
387,4,3:10.0,,G. Temple makes free throw 1 of 2,94,98
