,QUARTER,TIME_REMAINING,DALLAS_ACTION,NEW YORK_ACTION,DALLAS_SCORE,NEW YORK_SCORE
32,1,6:49.0,Defensive rebound by D. Nowitzki,,13,10
33,1,6:40.0,D. Williams makes 3-pt jump shot from 24 ft,,16,10
34,1,6:31.0,,Turnover by K. Porziņģis (offensive foul),16,10
35,1,6:31.0,,Offensive foul by K. Porziņģis (drawn by R. Felton),16,10
36,1,6:31.0,D. Powell enters the game for R. Felton,,16,10
37,1,6:31.0,C. Parsons enters the game for D. Nowitzki,,16,10
38,1,6:20.0,D. Williams makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),,19,10
39,1,6:08.0,,New York full timeout,19,10
40,1,6:01.0,,Personal foul by D. Powell (drawn by K. Porziņģis),19,10
41,1,5:52.0,,C. Anthony makes 2-pt layup from 2 ft,19,12
42,1,5:34.0,Shooting foul by A. Afflalo (drawn by D. Powell),,19,12
43,1,5:34.0,D. Powell makes free throw 1 of 2,,20,12
44,1,5:34.0,D. Powell makes free throw 2 of 2,,21,12
45,1,5:21.0,,K. Porziņģis makes 2-pt jump shot from 21 ft,21,14
46,1,5:06.0,C. Parsons misses 2-pt jump shot from 19 ft,,21,14
47,1,5:05.0,,Defensive rebound by C. Anthony,21,14
48,1,4:57.0,,C. Anthony misses 2-pt jump shot from 18 ft,21,14
49,1,4:56.0,Defensive rebound by D. Powell,,21,14
50,1,4:39.0,W. Matthews misses 3-pt jump shot from 25 ft,,21,14
51,1,4:38.0,,Defensive rebound by A. Afflalo,21,14
52,1,4:25.0,,R. Lopez makes 2-pt hook shot from 4 ft,21,16
53,1,4:24.0,Dallas full timeout,,21,16
54,1,4:07.0,Z. Pachulia misses 2-pt jump shot from 18 ft,,21,16
55,1,4:06.0,,Defensive rebound by A. Afflalo,21,16
56,1,3:45.0,,C. Anthony makes 2-pt jump shot from 9 ft,21,18
57,1,3:31.0,D. Williams makes 2-pt jump shot from 10 ft,,23,18
58,1,3:14.0,,J. Calderón makes 3-pt jump shot from 25 ft (assist by C. Anthony),23,21
59,1,2:57.0,C. Parsons makes 3-pt jump shot from 24 ft (assist by D. Williams),,26,21
60,1,2:44.0,,Shooting foul by D. Williams (drawn by J. Calderón),26,21
61,1,2:44.0,,J. Calderón makes 2-pt layup from 1 ft,26,23
62,1,2:44.0,,J. Calderón makes free throw 1 of 1,26,24
63,1,2:33.0,Turnover by D. Williams (bad pass; steal by K. Porziņģis),,26,24
64,1,2:30.0,,Personal foul by C. Parsons (drawn by J. Calderón),26,24
65,1,2:30.0,J. Jenkins enters the game for D. Williams,,26,24
66,1,2:30.0,R. Felton enters the game for W. Matthews,,26,24
67,1,2:30.0,D. Nowitzki enters the game for Z. Pachulia,,26,24
68,1,2:30.0,J. McGee enters the game for D. Powell,,26,24
69,1,2:30.0,,L. Galloway enters the game for J. Calderón,26,24
70,1,2:30.0,,L. Thomas enters the game for K. Porziņģis,26,24
71,1,2:30.0,,K. Séraphin enters the game for R. Lopez,26,24
72,1,2:15.0,,C. Anthony misses 2-pt jump shot from 17 ft,26,24
73,1,2:14.0,Defensive rebound by R. Felton,,26,24
74,1,1:58.0,J. Jenkins misses 3-pt jump shot from 23 ft,,26,24
75,1,1:57.0,,Defensive rebound by K. Séraphin,26,24
76,1,1:51.0,,Turnover by L. Thomas (lost ball; steal by R. Felton),26,24
77,1,1:44.0,J. Jenkins misses 3-pt jump shot from 25 ft,,26,24
78,1,1:43.0,,Defensive rebound by L. Galloway,26,24
79,1,1:34.0,,L. Galloway misses 2-pt layup from 1 ft,26,24
80,1,1:33.0,Defensive rebound by J. McGee,,26,24
81,1,1:22.0,R. Felton makes 2-pt jump shot from 20 ft,,28,24
82,1,1:02.0,,A. Afflalo misses 2-pt jump shot from 4 ft,28,24
83,1,1:01.0,Defensive rebound by J. McGee,,28,24
84,1,0:53.0,R. Felton makes 3-pt jump shot from 24 ft,,31,24
85,1,0:40.0,,C. Anthony misses 2-pt jump shot from 7 ft (block by C. Parsons),31,24
86,1,0:39.0,,Offensive rebound by Team,31,24
87,1,0:39.0,,J. Grant enters the game for A. Afflalo,31,24
88,1,0:33.0,,K. Séraphin makes 2-pt layup from 1 ft (assist by J. Grant),31,26
89,1,0:11.0,C. Parsons makes 3-pt jump shot from 24 ft,,34,26
90,1,0:00.0,,Shooting foul by J. McGee (drawn by C. Anthony),34,26
91,1,0:00.0,,C. Anthony makes free throw 1 of 2,34,27
92,1,0:00.0,,C. Anthony makes free throw 2 of 2,34,28
93,2,11:45.0,Turnover by J. McGee (traveling),,34,28
94,2,11:29.0,,D. Williams makes 2-pt jump shot from 17 ft,34,30
95,2,11:06.0,Personal foul by D. Williams (drawn by C. Parsons),,34,30
96,2,11:00.0,Turnover by J. McGee (bad pass),,34,30
97,2,10:52.0,,L. Thomas misses 2-pt jump shot from 20 ft,34,30
98,2,10:51.0,,Offensive rebound by K. Séraphin,34,30
99,2,10:51.0,,K. Séraphin misses 2-pt layup from 2 ft,34,30
100,2,10:50.0,Defensive rebound by D. Nowitzki,,34,30
101,2,10:30.0,D. Nowitzki makes 2-pt layup from 2 ft,,36,30
102,2,10:30.0,Shooting foul by J. Grant (drawn by D. Nowitzki),,36,30
103,2,10:30.0,J. Evans enters the game for C. Parsons,,36,30
104,2,10:30.0,D. Nowitzki makes free throw 1 of 1,,37,30
105,2,10:14.0,,L. Thomas makes 2-pt jump shot from 17 ft (assist by D. Williams),37,32
106,2,9:56.0,R. Felton misses 3-pt jump shot from 24 ft,,37,32
107,2,9:55.0,,Defensive rebound by K. Séraphin,37,32
108,2,9:50.0,,Turnover by J. Grant (bad pass),37,32
109,2,9:33.0,J. Jenkins makes 3-pt jump shot from 23 ft (assist by R. Felton),,40,32
110,2,9:26.0,,D. Williams misses 3-pt jump shot from 24 ft,40,32
111,2,9:25.0,Defensive rebound by J. McGee,,40,32
112,2,9:15.0,Personal foul by L. Thomas (drawn by D. Nowitzki),,40,32
113,2,9:08.0,J. Jenkins misses 2-pt jump shot from 12 ft,,40,32
114,2,9:07.0,,Defensive rebound by K. Séraphin,40,32
115,2,9:00.0,,D. Williams misses 2-pt layup at rim (block by J. Evans),40,32
116,2,8:59.0,Defensive rebound by R. Felton,,40,32
117,2,8:54.0,J. Evans misses 2-pt layup from 1 ft,,40,32
118,2,8:53.0,,Defensive rebound by K. Séraphin,40,32
119,2,8:45.0,,K. Séraphin misses 2-pt jump shot from 9 ft,40,32
120,2,8:44.0,Defensive rebound by J. McGee,,40,32
121,2,8:29.0,D. Nowitzki misses 2-pt jump shot from 10 ft,,40,32
122,2,8:28.0,,Defensive rebound by D. Williams,40,32
123,2,8:18.0,,L. Thomas misses 3-pt jump shot from 24 ft,40,32
124,2,8:16.0,Defensive rebound by J. Evans,,40,32
125,2,8:01.0,J. McGee misses 2-pt jump shot from 7 ft,,40,32
126,2,8:00.0,,Defensive rebound by L. Galloway,40,32
127,2,7:50.0,,J. Grant misses 3-pt jump shot from 24 ft,40,32
128,2,7:49.0,Defensive rebound by J. Evans,,40,32
129,2,7:44.0,Dallas full timeout,,40,32
130,2,7:44.0,C. Parsons enters the game for D. Nowitzki,,40,32
131,2,7:44.0,W. Matthews enters the game for R. Felton,,40,32
132,2,7:44.0,Z. Pachulia enters the game for J. Jenkins,,40,32
133,2,7:44.0,D. Williams enters the game for J. McGee,,40,32
134,2,7:44.0,,K. Porziņģis enters the game for L. Thomas,40,32
135,2,7:44.0,,C. Anthony enters the game for J. Grant,40,32
136,2,7:44.0,,J. Calderón enters the game for D. Williams,40,32
137,2,7:37.0,Personal foul by C. Anthony (drawn by J. Evans),,40,32
138,2,7:28.0,D. Williams misses 2-pt jump shot from 18 ft,,40,32
139,2,7:27.0,,Defensive rebound by C. Anthony,40,32
140,2,7:13.0,C. Villanueva enters the game for J. Evans,,40,32
141,2,7:08.0,,J. Calderón makes 2-pt layup from 1 ft (assist by C. Anthony),40,34
142,2,6:44.0,C. Villanueva makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),,43,34
143,2,6:29.0,,J. Calderón makes 3-pt jump shot from 24 ft (assist by C. Anthony),43,37
144,2,6:05.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by C. Parsons),,46,37
145,2,5:51.0,,C. Anthony makes 2-pt jump shot from 8 ft,46,39
146,2,5:23.0,D. Williams makes 3-pt jump shot from 23 ft (assist by W. Matthews),,49,39
147,2,4:58.0,,C. Anthony misses 3-pt jump shot from 25 ft,49,39
148,2,4:57.0,Defensive rebound by D. Williams,,49,39
149,2,4:49.0,Shooting foul by J. Calderón (drawn by D. Williams),,49,39
150,2,4:49.0,Official timeout,,49,39
151,2,4:49.0,,R. Lopez enters the game for L. Galloway,49,39
152,2,4:49.0,,A. Afflalo enters the game for K. Séraphin,49,39
153,2,4:49.0,D. Williams misses free throw 1 of 2,,49,39
154,2,4:49.0,Offensive rebound by Team,,49,39
155,2,4:49.0,D. Williams makes free throw 2 of 2,,50,39
156,2,4:34.0,,Turnover by C. Anthony (bad pass; steal by C. Villanueva),50,39
157,2,4:22.0,D. Williams makes 2-pt layup from 1 ft (assist by W. Matthews),,52,39
158,2,4:07.0,,K. Porziņģis makes 2-pt jump shot from 4 ft (assist by A. Afflalo),52,41
159,2,3:52.0,D. Williams misses 3-pt jump shot from 24 ft,,52,41
160,2,3:51.0,,Defensive rebound by Team,52,41
161,2,3:40.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by J. Calderón),52,44
162,2,3:33.0,Dallas full timeout,,52,44
163,2,3:33.0,D. Nowitzki enters the game for C. Parsons,,52,44
164,2,3:33.0,R. Felton enters the game for C. Villanueva,,52,44
165,2,3:28.0,Personal foul by R. Lopez (drawn by Z. Pachulia),,52,44
166,2,3:28.0,Z. Pachulia makes free throw 1 of 2,,53,44
167,2,3:28.0,Z. Pachulia makes free throw 2 of 2,,54,44
168,2,3:10.0,,K. Porziņģis makes 2-pt jump shot from 19 ft (assist by C. Anthony),54,46
169,2,2:56.0,D. Williams makes 2-pt jump shot from 18 ft (assist by W. Matthews),,56,46
170,2,2:41.0,,C. Anthony misses 2-pt jump shot from 8 ft,56,46
171,2,2:40.0,Defensive rebound by D. Williams,,56,46
172,2,2:24.0,D. Williams misses 3-pt jump shot from 24 ft,,56,46
173,2,2:23.0,,Defensive rebound by C. Anthony,56,46
174,2,2:16.0,,Turnover by C. Anthony (bad pass; steal by W. Matthews),56,46
175,2,2:09.0,W. Matthews misses 3-pt jump shot from 23 ft,,56,46
176,2,2:08.0,,Defensive rebound by J. Calderón,56,46
177,2,2:07.0,,New York full timeout,56,46
178,2,2:07.0,C. Parsons enters the game for D. Williams,,56,46
179,2,2:07.0,,L. Galloway enters the game for R. Lopez,56,46
180,2,1:49.0,,A. Afflalo makes 2-pt jump shot from 10 ft,56,48
181,2,1:26.0,R. Felton makes 3-pt jump shot from 25 ft (assist by W. Matthews),,59,48
182,2,1:12.0,,Turnover by K. Porziņģis (lost ball; steal by W. Matthews),59,48
183,2,1:04.0,C. Parsons makes 2-pt layup from 1 ft (assist by D. Nowitzki),,61,48
184,2,0:44.0,,K. Porziņģis makes 2-pt layup at rim (assist by C. Anthony),61,50
185,2,0:33.0,R. Felton misses 3-pt jump shot from 25 ft,,61,50
186,2,0:32.0,,Defensive rebound by L. Galloway,61,50
187,2,0:21.0,,L. Galloway misses 2-pt jump shot from 18 ft,61,50
188,2,0:20.0,Defensive rebound by W. Matthews,,61,50
189,2,0:02.0,D. Nowitzki makes 2-pt jump shot from 15 ft,,63,50
190,3,11:51.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,63,50
191,3,11:50.0,,Defensive rebound by R. Lopez,63,50
192,3,11:32.0,,Turnover by C. Anthony (bad pass; steal by Z. Pachulia),63,50
193,3,11:19.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,63,50
194,3,11:18.0,,Defensive rebound by K. Porziņģis,63,50
195,3,11:14.0,,Shooting foul by D. Williams (drawn by A. Afflalo),63,50
196,3,11:14.0,,A. Afflalo makes free throw 1 of 2,63,51
197,3,11:14.0,,A. Afflalo makes free throw 2 of 2,63,52
198,3,10:58.0,Dallas full timeout,,63,52
199,3,10:54.0,W. Matthews misses 2-pt layup at rim (block by K. Porziņģis),,63,52
200,3,10:53.0,Offensive rebound by W. Matthews,,63,52
201,3,10:52.0,Shooting foul by R. Lopez (drawn by W. Matthews),,63,52
202,3,10:52.0,W. Matthews makes free throw 1 of 2,,64,52
203,3,10:52.0,W. Matthews makes free throw 2 of 2,,65,52
204,3,10:39.0,,A. Afflalo misses 3-pt jump shot from 23 ft,65,52
205,3,10:38.0,,Offensive rebound by Team,65,52
206,3,10:38.0,Loose ball foul by W. Matthews (drawn by C. Anthony),,65,52
207,3,10:26.0,,C. Anthony makes 2-pt jump shot from 18 ft,65,54
208,3,10:13.0,Personal foul by R. Lopez (drawn by Z. Pachulia),,65,54
209,3,10:02.0,R. Felton makes 2-pt jump shot from 9 ft (assist by D. Nowitzki),,67,54
210,3,9:51.0,,K. Porziņģis misses 2-pt jump shot from 12 ft,67,54
211,3,9:50.0,Defensive rebound by W. Matthews,,67,54
212,3,9:42.0,Personal foul by A. Afflalo (drawn by Z. Pachulia),,67,54
213,3,9:34.0,Z. Pachulia misses 2-pt layup at rim (block by R. Lopez),,67,54
214,3,9:33.0,Offensive rebound by D. Nowitzki,,67,54
215,3,9:25.0,D. Williams misses 2-pt jump shot from 4 ft,,67,54
216,3,9:21.0,,Defensive rebound by Team,67,54
217,3,9:03.0,,K. Porziņģis misses 2-pt jump shot from 9 ft,67,54
218,3,9:02.0,Defensive rebound by D. Nowitzki,,67,54
219,3,8:51.0,D. Williams makes 2-pt layup at rim,,69,54
220,3,8:39.0,,C. Anthony misses 3-pt jump shot from 25 ft,69,54
221,3,8:38.0,Defensive rebound by Z. Pachulia,,69,54
222,3,8:32.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Williams),,72,54
223,3,8:31.0,,New York full timeout,72,54
224,3,8:31.0,,L. Thomas enters the game for R. Lopez,72,54
225,3,8:11.0,,J. Calderón misses 3-pt jump shot from 24 ft,72,54
226,3,8:10.0,Defensive rebound by R. Felton,,72,54
227,3,7:50.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,72,54
228,3,7:49.0,,Defensive rebound by J. Calderón,72,54
229,3,7:35.0,,L. Thomas misses 3-pt jump shot from 23 ft,72,54
230,3,7:34.0,Defensive rebound by Team,,72,54
231,3,7:34.0,,Loose ball foul by C. Anthony (drawn by W. Matthews),72,54
232,3,7:22.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Williams),,75,54
233,3,7:10.0,,Personal foul by Z. Pachulia (drawn by K. Porziņģis),75,54
234,3,7:10.0,D. Powell enters the game for D. Nowitzki,,75,54
235,3,6:59.0,,K. Porziņģis makes 2-pt jump shot from 21 ft (assist by A. Afflalo),75,56
236,3,6:42.0,Z. Pachulia makes 2-pt jump shot from 5 ft (assist by R. Felton),,77,56
237,3,6:30.0,,Personal block foul by W. Matthews (drawn by C. Anthony),77,56
238,3,6:30.0,C. Parsons enters the game for R. Felton,,77,56
239,3,6:22.0,,L. Thomas misses 3-pt jump shot from 23 ft,77,56
240,3,6:21.0,Defensive rebound by W. Matthews,,77,56
241,3,6:06.0,Z. Pachulia misses 2-pt hook shot from 3 ft,,77,56
242,3,6:05.0,,Defensive rebound by A. Afflalo,77,56
243,3,5:57.0,,K. Porziņģis makes 2-pt jump shot from 18 ft (assist by A. Afflalo),77,58
244,3,5:37.0,D. Williams misses 2-pt layup at rim,,77,58
245,3,5:36.0,Offensive rebound by Z. Pachulia,,77,58
246,3,5:36.0,Z. Pachulia makes 2-pt layup at rim,,79,58
247,3,5:20.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,79,58
248,3,5:19.0,Defensive rebound by C. Parsons,,79,58
249,3,5:07.0,Turnover by C. Parsons (step out of bounds),,79,58
250,3,5:00.0,,C. Anthony misses 3-pt jump shot from 24 ft,79,58
251,3,4:59.0,Defensive rebound by D. Powell,,79,58
252,3,4:42.0,W. Matthews makes 2-pt jump shot from 17 ft,,81,58
253,3,4:29.0,,K. Porziņģis makes 2-pt dunk at rim (assist by J. Calderón),81,60
254,3,4:28.0,Dallas full timeout,,81,60
255,3,4:28.0,R. Felton enters the game for W. Matthews,,81,60
256,3,4:28.0,,L. Galloway enters the game for K. Porziņģis,81,60
257,3,4:28.0,,K. Séraphin enters the game for A. Afflalo,81,60
258,3,4:28.0,,J. Grant enters the game for J. Calderón,81,60
259,3,4:06.0,R. Felton misses 3-pt jump shot from 24 ft,,81,60
260,3,4:05.0,,Defensive rebound by L. Thomas,81,60
261,3,3:49.0,,K. Séraphin makes 2-pt hook shot from 8 ft,81,62
262,3,3:49.0,,Away from play foul by C. Parsons (drawn by C. Anthony),81,62
263,3,3:49.0,,C. Anthony misses free throw 1 of 1,81,62
264,3,3:48.0,Defensive rebound by Z. Pachulia,,81,62
265,3,3:29.0,Shooting foul by J. Grant (drawn by C. Parsons),,81,62
266,3,3:29.0,C. Parsons misses free throw 1 of 2,,81,62
267,3,3:29.0,Offensive rebound by Team,,81,62
268,3,3:29.0,C. Parsons makes free throw 2 of 2,,82,62
269,3,3:12.0,,Turnover by L. Galloway (lost ball),82,62
270,3,2:58.0,Z. Pachulia misses 2-pt jump shot from 17 ft,,82,62
271,3,2:57.0,,Defensive rebound by J. Grant,82,62
272,3,2:50.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by J. Grant),82,65
273,3,2:33.0,D. Powell misses 2-pt layup from 2 ft (block by K. Séraphin),,82,65
274,3,2:32.0,,Defensive rebound by L. Thomas,82,65
275,3,2:14.0,,L. Galloway misses 3-pt jump shot from 24 ft,82,65
276,3,2:12.0,,Offensive rebound by Team,82,65
277,3,2:12.0,D. Nowitzki enters the game for Z. Pachulia,,82,65
278,3,2:12.0,J. Jenkins enters the game for D. Williams,,82,65
279,3,2:05.0,,J. Grant makes 2-pt jump shot from 3 ft,82,67
280,3,1:47.0,C. Parsons misses 2-pt jump shot from 5 ft,,82,67
281,3,1:46.0,,Defensive rebound by C. Anthony,82,67
282,3,1:40.0,,K. Séraphin makes 2-pt hook shot from 3 ft (assist by C. Anthony),82,69
283,3,1:39.0,Dallas full timeout,,82,69
284,3,1:24.0,R. Felton makes 2-pt jump shot from 10 ft,,84,69
285,3,1:08.0,,L. Thomas makes 3-pt jump shot from 23 ft (assist by L. Galloway),84,72
286,3,0:48.0,J. Jenkins misses 2-pt layup from 1 ft,,84,72
287,3,0:47.0,Offensive rebound by D. Powell,,84,72
288,3,0:47.0,D. Powell makes 2-pt layup from 1 ft,,86,72
289,3,0:33.0,,K. Séraphin misses 2-pt hook shot from 4 ft,86,72
290,3,0:32.0,Defensive rebound by J. Jenkins,,86,72
291,3,0:16.0,D. Powell makes 2-pt layup at rim (assist by R. Felton),,88,72
292,3,0:01.0,,Turnover by L. Thomas (traveling),88,72
293,4,11:49.0,,J. Grant misses 2-pt jump shot from 6 ft,88,72
294,4,11:48.0,,Offensive rebound by Team,88,72
295,4,11:34.0,,K. Séraphin misses 2-pt hook shot from 10 ft,88,72
296,4,11:33.0,Defensive rebound by J. Evans,,88,72
297,4,11:17.0,J. Evans misses 2-pt jump shot from 15 ft,,88,72
298,4,11:16.0,,Defensive rebound by D. Williams,88,72
299,4,10:57.0,,K. Séraphin misses 2-pt jump shot from 10 ft,88,72
300,4,10:56.0,Defensive rebound by D. Nowitzki,,88,72
301,4,10:45.0,J. Jenkins makes 2-pt jump shot from 3 ft (assist by R. Felton),,90,72
302,4,10:36.0,,Turnover by J. Grant (lost ball; steal by J. Evans),90,72
303,4,10:32.0,J. Jenkins makes 2-pt layup at rim (assist by R. Felton),,92,72
304,4,10:31.0,,New York full timeout,92,72
305,4,10:31.0,,K. Porziņģis enters the game for K. Séraphin,92,72
306,4,10:31.0,,J. Calderón enters the game for J. Grant,92,72
307,4,10:10.0,,K. Porziņģis makes 2-pt hook shot from 3 ft (assist by D. Williams),92,74
308,4,9:48.0,D. Nowitzki makes 2-pt jump shot from 11 ft,,94,74
309,4,9:38.0,,L. Thomas makes 2-pt layup at rim,94,76
310,4,9:38.0,,Shooting foul by J. Evans (drawn by L. Thomas),94,76
311,4,9:38.0,,L. Thomas makes free throw 1 of 1,94,77
312,4,9:21.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,94,77
313,4,9:20.0,,Defensive rebound by Team,94,77
314,4,9:20.0,Loose ball foul by D. Powell (drawn by K. Porziņģis),,94,77
315,4,9:20.0,W. Matthews enters the game for J. Jenkins,,94,77
316,4,9:20.0,D. Williams enters the game for R. Felton,,94,77
317,4,9:20.0,C. Parsons enters the game for J. Evans,,94,77
318,4,9:01.0,,K. Porziņģis makes 2-pt layup from 2 ft (assist by J. Calderón),94,79
319,4,8:42.0,Turnover by D. Powell (bad pass; steal by L. Galloway),,94,79
320,4,8:29.0,,Turnover by J. Calderón (bad pass; steal by W. Matthews),94,79
321,4,8:11.0,W. Matthews misses 3-pt jump shot from 23 ft,,94,79
322,4,8:10.0,,Defensive rebound by J. Calderón,94,79
323,4,7:57.0,,L. Galloway misses 2-pt jump shot from 6 ft (block by C. Parsons),94,79
324,4,7:56.0,,Offensive rebound by L. Galloway,94,79
325,4,7:55.0,,L. Galloway misses 2-pt jump shot from 3 ft,94,79
326,4,7:54.0,Defensive rebound by D. Powell,,94,79
327,4,7:37.0,D. Nowitzki makes 2-pt jump shot from 15 ft,,96,79
328,4,7:16.0,,L. Thomas misses 2-pt jump shot from 15 ft,96,79
329,4,7:15.0,Defensive rebound by C. Parsons,,96,79
330,4,7:01.0,Turnover by D. Williams (bad pass; steal by L. Galloway),,96,79
331,4,6:56.0,,D. Williams makes 2-pt layup from 2 ft (assist by L. Galloway),96,81
332,4,6:31.0,C. Parsons misses 3-pt jump shot from 24 ft,,96,81
333,4,6:30.0,,Defensive rebound by J. Calderón,96,81
334,4,6:20.0,,K. Porziņģis misses 2-pt jump shot from 19 ft,96,81
335,4,6:19.0,Defensive rebound by D. Williams,,96,81
336,4,6:14.0,Flagrant foul type 1 by J. Calderón (drawn by D. Powell),,96,81
337,4,6:14.0,D. Powell makes flagrant free throw 1 of 2,,97,81
338,4,6:14.0,C. Villanueva enters the game for D. Nowitzki,,97,81
339,4,6:14.0,,C. Anthony enters the game for L. Galloway,97,81
340,4,6:14.0,,A. Afflalo enters the game for D. Williams,97,81
341,4,6:14.0,D. Powell makes flagrant free throw 2 of 2,,98,81
342,4,6:00.0,W. Matthews misses 3-pt jump shot from 24 ft,,98,81
343,4,5:59.0,Offensive rebound by D. Powell,,98,81
344,4,5:52.0,Turnover by W. Matthews (traveling),,98,81
345,4,5:52.0,Official timeout,,98,81
346,4,5:52.0,J. Evans enters the game for C. Villanueva,,98,81
347,4,5:33.0,,L. Thomas makes 3-pt jump shot from 23 ft (assist by C. Anthony),98,84
348,4,5:17.0,Turnover by D. Williams (bad pass; steal by J. Calderón),,98,84
349,4,5:08.0,,Shooting foul by C. Parsons (drawn by C. Anthony),98,84
350,4,5:08.0,,C. Anthony makes free throw 1 of 2,98,85
351,4,5:08.0,R. Felton enters the game for C. Parsons,,98,85
352,4,5:08.0,,C. Anthony makes free throw 2 of 2,98,86
353,4,4:50.0,Offensive foul by W. Matthews (drawn by J. Calderón),,98,86
354,4,4:50.0,Turnover by W. Matthews (offensive foul),,98,86
355,4,4:29.0,,J. Calderón makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),98,89
356,4,4:29.0,Dallas full timeout,,98,89
357,4,4:29.0,Z. Pachulia enters the game for D. Powell,,98,89
358,4,4:29.0,D. Nowitzki enters the game for J. Evans,,98,89
359,4,4:15.0,D. Williams misses 2-pt jump shot from 20 ft,,98,89
360,4,4:14.0,,Defensive rebound by J. Calderón,98,89
361,4,3:51.0,,K. Porziņģis makes 2-pt jump shot from 7 ft,98,91
362,4,3:38.0,Personal foul by L. Thomas (drawn by D. Nowitzki),,98,91
363,4,3:23.0,D. Williams misses 3-pt jump shot from 25 ft,,98,91
364,4,3:21.0,Offensive rebound by Z. Pachulia,,98,91
365,4,3:08.0,R. Felton makes 2-pt layup from 2 ft,,100,91
366,4,2:54.0,,Offensive foul by C. Anthony (drawn by W. Matthews),100,91
367,4,2:54.0,,Turnover by C. Anthony (offensive foul),100,91
368,4,2:44.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,100,91
369,4,2:43.0,,Defensive rebound by C. Anthony,100,91
370,4,2:25.0,,C. Anthony misses 2-pt jump shot from 10 ft,100,91
371,4,2:24.0,Defensive rebound by D. Nowitzki,,100,91
372,4,2:22.0,,Technical foul by C. Anthony,100,91
373,4,2:22.0,D. Nowitzki makes technical free throw,,101,91
374,4,2:07.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,101,91
375,4,2:05.0,,Defensive rebound by A. Afflalo,101,91
376,4,2:00.0,,C. Anthony misses 3-pt jump shot from 25 ft,101,91
377,4,1:59.0,Defensive rebound by W. Matthews,,101,91
378,4,1:51.0,W. Matthews misses 3-pt jump shot from 25 ft,,101,91
379,4,1:50.0,,Defensive rebound by J. Calderón,101,91
