,QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
62,1,3:49.0,,Shooting foul by K. Olynyk (drawn by G. Monroe),14,20
63,1,3:49.0,,G. Monroe misses free throw 1 of 2,14,20
64,1,3:49.0,,Offensive rebound by Team,14,20
65,1,3:49.0,,G. Monroe misses free throw 2 of 2,14,20
66,1,3:47.0,Defensive rebound by J. Sullinger,,14,20
67,1,3:38.0,A. Bradley misses 2-pt jump shot from 19 ft,,14,20
68,1,3:37.0,,Defensive rebound by G. Monroe,14,20
69,1,3:17.0,,T. Ennis misses 2-pt jump shot from 18 ft,14,20
70,1,3:16.0,Defensive rebound by J. Sullinger,,14,20
71,1,2:55.0,J. Crowder makes 3-pt jump shot from 27 ft (assist by J. Sullinger),,17,20
72,1,2:41.0,,Milwaukee full timeout,17,20
73,1,2:41.0,,J. Henson enters the game for G. Monroe,17,20
74,1,2:41.0,,G. Vásquez enters the game for T. Ennis,17,20
75,1,2:41.0,J. Jerebko enters the game for J. Sullinger,,17,20
76,1,2:37.0,,Turnover by D. Inglis (bad pass; steal by E. Turner),17,20
77,1,2:17.0,K. Olynyk makes 2-pt jump shot from 11 ft,,19,20
78,1,1:54.0,,G. Vásquez makes 2-pt jump shot from 11 ft,19,22
79,1,1:38.0,K. Olynyk misses 2-pt jump shot from 19 ft,,19,22
80,1,1:37.0,,Defensive rebound by J. O'Bryant,19,22
81,1,1:23.0,,Turnover by J. Bayless (bad pass; steal by J. Crowder),19,22
82,1,1:18.0,A. Bradley misses 2-pt layup from 1 ft,,19,22
83,1,1:15.0,,Defensive rebound by J. O'Bryant,19,22
84,1,1:09.0,,J. Bayless makes 2-pt jump shot from 12 ft,19,24
85,1,0:54.0,J. Crowder misses 2-pt layup from 2 ft,,19,24
86,1,0:52.0,,Defensive rebound by J. Henson,19,24
87,1,0:46.0,,J. Bayless misses 3-pt jump shot from 22 ft,19,24
88,1,0:43.0,Defensive rebound by J. Jerebko,,19,24
89,1,0:36.0,J. Jerebko makes 2-pt layup at rim (assist by E. Turner),,21,24
90,1,0:36.0,Shooting foul by J. Henson (drawn by J. Jerebko),,21,24
91,1,0:36.0,R. Hunter enters the game for J. Crowder,,21,24
92,1,0:36.0,J. Jerebko makes free throw 1 of 1,,22,24
93,1,0:25.0,,J. Henson misses 2-pt hook shot from 6 ft,22,24
94,1,0:21.0,Defensive rebound by R. Hunter,,22,24
95,1,0:01.0,K. Olynyk makes 2-pt layup from 2 ft,,24,24
96,1,0:01.0,,D. Inglis misses 3-pt jump shot from 68 ft,24,24
97,1,0:00.0,,Offensive rebound by Team,24,24
98,2,11:46.0,Turnover by R. Hunter (bad pass; steal by J. Henson),,24,24
99,2,11:36.0,,G. Vásquez misses 2-pt jump shot from 10 ft,24,24
100,2,11:34.0,,Offensive rebound by J. Henson,24,24
101,2,11:34.0,,J. Henson makes 2-pt layup at rim,24,26
102,2,11:22.0,R. Hunter makes 3-pt jump shot from 22 ft (assist by J. Jerebko),,27,26
103,2,11:01.0,,Turnover by J. Henson (3 sec),27,26
104,2,10:43.0,Turnover by J. Jerebko (bad pass; steal by J. Bayless),,27,26
105,2,10:34.0,,Shooting block foul by D. Lee (drawn by D. Inglis),27,26
106,2,10:34.0,,D. Inglis misses free throw 1 of 2,27,26
107,2,10:34.0,,Offensive rebound by Team,27,26
108,2,10:34.0,,D. Inglis makes free throw 2 of 2,27,27
109,2,10:23.0,,Violation by J. Henson (kicked ball),27,27
110,2,10:23.0,,C. Copeland enters the game for D. Inglis,27,27
111,2,10:22.0,Turnover by K. Olynyk (traveling),,27,27
112,2,10:05.0,,Turnover by G. Vásquez (bad pass; steal by E. Turner),27,27
113,2,9:57.0,D. Lee makes 2-pt layup from 1 ft (assist by E. Turner),,29,27
114,2,9:46.0,,Personal foul by J. Jerebko (drawn by K. Middleton),29,27
115,2,9:46.0,I. Thomas enters the game for J. Jerebko,,29,27
116,2,9:38.0,,Personal foul by D. Lee (drawn by J. Henson),29,27
117,2,9:31.0,,C. Copeland misses 2-pt jump shot from 4 ft,29,27
118,2,9:29.0,,Offensive rebound by J. Henson,29,27
119,2,9:28.0,,J. Henson misses 2-pt layup from 1 ft,29,27
120,2,9:26.0,Defensive rebound by R. Hunter,,29,27
121,2,9:16.0,I. Thomas makes 3-pt jump shot from 27 ft (assist by D. Lee),,32,27
122,2,9:01.0,,J. Bayless misses 3-pt jump shot from 23 ft,32,27
123,2,8:59.0,Defensive rebound by R. Hunter,,32,27
124,2,8:49.0,K. Olynyk misses 3-pt jump shot from 25 ft,,32,27
125,2,8:47.0,,Defensive rebound by G. Vásquez,32,27
126,2,8:30.0,,G. Vásquez misses 2-pt jump shot from 7 ft,32,27
127,2,8:29.0,Defensive rebound by R. Hunter,,32,27
128,2,8:19.0,E. Turner makes 3-pt jump shot from 26 ft (assist by D. Lee),,35,27
129,2,8:19.0,,Milwaukee full timeout,35,27
130,2,8:19.0,,G. Monroe enters the game for J. Bayless,35,27
131,2,8:19.0,,G. Antetokounmpo enters the game for J. Henson,35,27
132,2,8:19.0,,T. Ennis enters the game for G. Vásquez,35,27
133,2,8:19.0,,J. Parker enters the game for C. Copeland,35,27
134,2,8:04.0,,G. Antetokounmpo misses 3-pt jump shot from 23 ft,35,27
135,2,8:03.0,Defensive rebound by D. Lee,,35,27
136,2,7:47.0,R. Hunter misses 3-pt jump shot from 24 ft,,35,27
137,2,7:46.0,,Defensive rebound by J. Parker,35,27
138,2,7:32.0,,Shooting foul by R. Hunter (drawn by K. Middleton),35,27
139,2,7:32.0,,K. Middleton makes free throw 1 of 2,35,28
140,2,7:32.0,,K. Middleton makes free throw 2 of 2,35,29
141,2,7:15.0,E. Turner misses 3-pt jump shot from 25 ft,,35,29
142,2,7:14.0,,Defensive rebound by G. Antetokounmpo,35,29
143,2,7:09.0,Offensive charge foul by G. Antetokounmpo (drawn by K. Olynyk),,35,29
144,2,7:09.0,,Turnover by G. Antetokounmpo (offensive foul),35,29
145,2,7:09.0,,J. Bayless enters the game for G. Antetokounmpo,35,29
146,2,6:53.0,E. Turner misses 2-pt jump shot from 14 ft,,35,29
147,2,6:51.0,,Defensive rebound by G. Monroe,35,29
148,2,6:40.0,,Def 3 sec tech foul by K. Olynyk,35,29
149,2,6:40.0,,K. Middleton makes technical free throw,35,30
150,2,6:40.0,A. Johnson enters the game for K. Olynyk,,35,30
151,2,6:40.0,J. Crowder enters the game for R. Hunter,,35,30
152,2,6:24.0,,K. Middleton misses 2-pt jump shot from 15 ft,35,30
153,2,6:23.0,Defensive rebound by E. Turner,,35,30
154,2,6:13.0,I. Thomas misses 3-pt jump shot from 27 ft,,35,30
155,2,6:11.0,,Defensive rebound by G. Monroe,35,30
156,2,6:05.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by T. Ennis),35,33
157,2,6:05.0,Boston full timeout,,35,33
158,2,6:05.0,A. Bradley enters the game for E. Turner,,35,33
159,2,5:45.0,D. Lee makes 2-pt hook shot from 4 ft,,37,33
160,2,5:30.0,,K. Middleton misses 3-pt jump shot from 27 ft,37,33
161,2,5:29.0,Defensive rebound by A. Bradley,,37,33
162,2,5:10.0,A. Bradley misses 3-pt jump shot from 26 ft,,37,33
163,2,5:09.0,,Defensive rebound by K. Middleton,37,33
164,2,4:59.0,,J. Parker misses 2-pt jump shot from 17 ft,37,33
165,2,4:58.0,Defensive rebound by J. Crowder,,37,33
166,2,4:52.0,I. Thomas misses 2-pt layup from 1 ft (block by K. Middleton),,37,33
167,2,4:52.0,Offensive rebound by I. Thomas,,37,33
168,2,4:52.0,Shooting foul by T. Ennis (drawn by I. Thomas),,37,33
169,2,4:52.0,I. Thomas makes free throw 1 of 2,,38,33
170,2,4:52.0,I. Thomas makes free throw 2 of 2,,39,33
171,2,4:34.0,,J. Bayless makes 3-pt jump shot from 26 ft (assist by G. Monroe),39,36
172,2,4:22.0,A. Bradley misses 3-pt jump shot from 24 ft,,39,36
173,2,4:21.0,,Defensive rebound by G. Monroe,39,36
174,2,4:08.0,,G. Monroe misses 2-pt jump shot from 20 ft,39,36
175,2,4:07.0,Defensive rebound by A. Johnson,,39,36
176,2,3:58.0,Turnover by D. Lee (bad pass; steal by J. Bayless),,39,36
177,2,3:54.0,,Turnover by T. Ennis (step out of bounds),39,36
178,2,3:45.0,J. Crowder misses 3-pt jump shot from 22 ft,,39,36
179,2,3:43.0,,Defensive rebound by J. Bayless,39,36
180,2,3:36.0,,G. Monroe makes 2-pt layup from 1 ft (assist by J. Bayless),39,38
181,2,3:23.0,I. Thomas makes 2-pt layup from 2 ft,,41,38
182,2,3:02.0,,G. Monroe misses 2-pt hook shot from 4 ft,41,38
183,2,3:01.0,,Offensive rebound by J. Parker,41,38
184,2,2:59.0,,K. Middleton misses 2-pt layup from 1 ft (block by D. Lee),41,38
185,2,2:59.0,Defensive rebound by Team,,41,38
186,2,2:59.0,Official timeout,,41,38
187,2,2:59.0,J. Sullinger enters the game for D. Lee,,41,38
188,2,2:59.0,,J. O'Bryant enters the game for J. Parker,41,38
189,2,2:46.0,I. Thomas misses 2-pt layup from 1 ft,,41,38
190,2,2:46.0,,Defensive rebound by Team,41,38
191,2,2:27.0,,J. Bayless misses 2-pt jump shot from 16 ft,41,38
192,2,2:26.0,Defensive rebound by A. Bradley,,41,38
193,2,2:14.0,J. Sullinger makes 3-pt jump shot from 27 ft (assist by I. Thomas),,44,38
194,2,1:57.0,,Turnover by G. Monroe (bad pass; steal by J. Sullinger),44,38
195,2,1:48.0,A. Johnson makes 2-pt hook shot from 2 ft (assist by J. Sullinger),,46,38
196,2,1:30.0,,Turnover by K. Middleton (bad pass; steal by J. Crowder),46,38
197,2,1:26.0,I. Thomas misses 3-pt jump shot from 25 ft,,46,38
198,2,1:26.0,Offensive rebound by Team,,46,38
199,2,1:26.0,,Loose ball foul by J. O'Bryant (drawn by J. Sullinger),46,38
200,2,1:26.0,K. Olynyk enters the game for A. Johnson,,46,38
201,2,1:17.0,J. Crowder misses 3-pt jump shot from 27 ft,,46,38
202,2,1:15.0,,Defensive rebound by G. Monroe,46,38
203,2,1:02.0,,J. O'Bryant misses 2-pt jump shot from 16 ft,46,38
204,2,1:00.0,Defensive rebound by J. Sullinger,,46,38
205,2,0:49.0,J. Crowder misses 2-pt hook shot from 4 ft,,46,38
206,2,0:48.0,,Defensive rebound by G. Monroe,46,38
207,2,0:32.0,,Shooting foul by J. Sullinger (drawn by G. Monroe),46,38
208,2,0:32.0,,G. Monroe makes free throw 1 of 2,46,39
209,2,0:32.0,,G. Monroe makes free throw 2 of 2,46,40
210,2,0:12.0,J. Sullinger misses 3-pt jump shot from 27 ft,,46,40
211,2,0:10.0,,Defensive rebound by J. Bayless,46,40
212,2,0:01.0,,T. Ennis makes 2-pt layup from 1 ft,46,42
213,2,0:00.0,Boston full timeout,,46,42
214,3,11:44.0,I. Thomas misses 3-pt jump shot from 22 ft,,46,42
215,3,11:43.0,Offensive rebound by J. Sullinger,,46,42
216,3,11:32.0,J. Crowder misses 3-pt jump shot from 26 ft,,46,42
217,3,11:30.0,,Defensive rebound by G. Monroe,46,42
218,3,11:11.0,,G. Monroe misses 2-pt hook shot from 1 ft,46,42
219,3,11:09.0,Defensive rebound by J. Sullinger,,46,42
220,3,11:03.0,J. Sullinger makes 2-pt layup from 1 ft (assist by E. Turner),,48,42
221,3,10:47.0,,K. Middleton misses 2-pt jump shot from 4 ft,48,42
222,3,10:46.0,,Offensive rebound by J. Parker,48,42
223,3,10:46.0,,J. Parker makes 2-pt layup from 1 ft,48,44
224,3,10:39.0,Shooting foul by J. Parker (drawn by J. Crowder),,48,44
225,3,10:39.0,J. Crowder makes free throw 1 of 2,,49,44
226,3,10:39.0,J. Crowder misses free throw 2 of 2,,49,44
227,3,10:36.0,Offensive rebound by A. Johnson,,49,44
228,3,10:20.0,E. Turner makes 2-pt layup at rim,,51,44
229,3,10:06.0,,G. Monroe misses 2-pt layup at rim (block by J. Sullinger),51,44
230,3,10:06.0,Defensive rebound by Team,,51,44
231,3,9:50.0,I. Thomas misses 2-pt jump shot from 8 ft,,51,44
232,3,9:48.0,,Defensive rebound by G. Monroe,51,44
233,3,9:38.0,,T. Ennis misses 2-pt jump shot from 12 ft,51,44
234,3,9:36.0,Defensive rebound by A. Johnson,,51,44
235,3,9:20.0,Shooting foul by G. Antetokounmpo (drawn by I. Thomas),,51,44
236,3,9:20.0,I. Thomas makes free throw 1 of 2,,52,44
237,3,9:20.0,,J. Bayless enters the game for T. Ennis,52,44
238,3,9:20.0,I. Thomas misses free throw 2 of 2,,52,44
239,3,9:19.0,,Defensive rebound by G. Monroe,52,44
240,3,9:08.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,52,46
241,3,9:08.0,,Shooting foul by J. Sullinger (drawn by G. Antetokounmpo),52,46
242,3,9:08.0,,G. Antetokounmpo makes free throw 1 of 1,52,47
243,3,8:53.0,J. Sullinger misses 2-pt layup from 1 ft,,52,47
244,3,8:51.0,Offensive rebound by J. Sullinger,,52,47
245,3,8:51.0,J. Sullinger misses 2-pt layup from 1 ft,,52,47
246,3,8:50.0,Offensive rebound by J. Sullinger,,52,47
247,3,8:50.0,J. Sullinger misses 2-pt layup from 1 ft,,52,47
248,3,8:48.0,,Defensive rebound by J. Parker,52,47
249,3,8:41.0,,G. Antetokounmpo misses 2-pt jump shot from 11 ft,52,47
250,3,8:40.0,Defensive rebound by E. Turner,,52,47
251,3,8:38.0,Personal take foul by K. Middleton (drawn by E. Turner),,52,47
252,3,8:28.0,Personal foul by G. Monroe (drawn by A. Johnson),,52,47
253,3,8:21.0,I. Thomas misses 3-pt jump shot from 24 ft,,52,47
254,3,8:19.0,,Defensive rebound by J. Parker,52,47
255,3,8:08.0,,K. Middleton misses 2-pt jump shot from 15 ft,52,47
256,3,8:07.0,Defensive rebound by A. Johnson,,52,47
257,3,7:45.0,A. Johnson makes 2-pt hook shot from 4 ft,,54,47
258,3,7:37.0,,Personal foul by E. Turner (drawn by K. Middleton),54,47
259,3,7:24.0,,G. Antetokounmpo makes 3-pt jump shot from 25 ft (assist by K. Middleton),54,50
260,3,7:07.0,I. Thomas misses 2-pt jump shot from 6 ft,,54,50
261,3,7:06.0,Offensive rebound by A. Johnson,,54,50
262,3,6:58.0,E. Turner misses 3-pt jump shot from 26 ft,,54,50
263,3,6:57.0,,Defensive rebound by G. Antetokounmpo,54,50
264,3,6:43.0,,Shooting block foul by A. Johnson (drawn by J. Bayless),54,50
265,3,6:43.0,,J. Bayless makes free throw 1 of 2,54,51
266,3,6:43.0,,J. Bayless makes free throw 2 of 2,54,52
267,3,6:20.0,E. Turner misses 3-pt jump shot from 23 ft,,54,52
268,3,6:19.0,Offensive rebound by J. Sullinger,,54,52
269,3,6:15.0,Boston full timeout,,54,52
270,3,6:15.0,,J. O'Bryant enters the game for J. Parker,54,52
271,3,6:15.0,K. Olynyk enters the game for A. Johnson,,54,52
272,3,5:55.0,E. Turner misses 2-pt jump shot from 16 ft,,54,52
273,3,5:54.0,,Defensive rebound by Team,54,52
274,3,5:40.0,,J. Bayless misses 2-pt jump shot from 22 ft,54,52
275,3,5:38.0,Defensive rebound by J. Sullinger,,54,52
276,3,5:35.0,Personal block foul by J. Bayless (drawn by I. Thomas),,54,52
277,3,5:35.0,I. Thomas makes free throw 1 of 2,,55,52
278,3,5:35.0,I. Thomas makes free throw 2 of 2,,56,52
279,3,5:18.0,,J. O'Bryant makes 2-pt jump shot from 18 ft (assist by G. Monroe),56,54
280,3,5:01.0,Personal block foul by J. Bayless (drawn by I. Thomas),,56,54
281,3,5:01.0,I. Thomas makes free throw 1 of 2,,57,54
282,3,5:01.0,I. Thomas makes free throw 2 of 2,,58,54
283,3,4:47.0,,K. Middleton makes 2-pt jump shot from 6 ft,58,56
284,3,4:37.0,Turnover by I. Thomas (bad pass; steal by G. Antetokounmpo),,58,56
285,3,4:20.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,58,56
286,3,4:18.0,,Offensive rebound by J. O'Bryant,58,56
287,3,4:17.0,,Shooting foul by K. Olynyk (drawn by J. O'Bryant),58,56
288,3,4:17.0,,J. O'Bryant misses free throw 1 of 2,58,56
289,3,4:17.0,,Offensive rebound by Team,58,56
290,3,4:17.0,J. Jerebko enters the game for J. Sullinger,,58,56
291,3,4:17.0,R. Hunter enters the game for I. Thomas,,58,56
292,3,4:17.0,,J. O'Bryant makes free throw 2 of 2,58,57
293,3,4:03.0,J. Jerebko makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,61,57
294,3,3:45.0,,J. O'Bryant misses 2-pt layup at rim (block by J. Jerebko),61,57
295,3,3:42.0,,Offensive rebound by J. O'Bryant,61,57
296,3,3:39.0,,Turnover by J. O'Bryant (bad pass; steal by J. Crowder),61,57
297,3,3:36.0,Shooting block foul by J. Bayless (drawn by J. Crowder),,61,57
298,3,3:36.0,J. Crowder makes free throw 1 of 2,,62,57
299,3,3:36.0,,J. Henson enters the game for G. Monroe,62,57
300,3,3:36.0,,G. Vásquez enters the game for J. Bayless,62,57
301,3,3:36.0,J. Crowder makes free throw 2 of 2,,63,57
302,3,3:19.0,,Turnover by J. Henson (lost ball; steal by E. Turner),63,57
303,3,3:03.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,66,57
304,3,3:03.0,,Milwaukee full timeout,66,57
305,3,3:03.0,,R. Vaughn enters the game for K. Middleton,66,57
306,3,2:55.0,,Turnover by G. Vásquez (bad pass; steal by J. Crowder),66,57
307,3,2:39.0,R. Hunter makes 2-pt jump shot from 18 ft (assist by J. Jerebko),,68,57
308,3,2:25.0,,G. Antetokounmpo misses 2-pt jump shot from 13 ft,68,57
309,3,2:24.0,Defensive rebound by J. Crowder,,68,57
310,3,2:10.0,K. Olynyk makes 2-pt jump shot from 14 ft,,70,57
311,3,1:48.0,,Shooting foul by J. Jerebko (drawn by J. Henson),70,57
312,3,1:48.0,,J. Henson misses free throw 1 of 2,70,57
313,3,1:48.0,,Offensive rebound by Team,70,57
314,3,1:48.0,,D. Inglis enters the game for J. O'Bryant,70,57
315,3,1:48.0,,J. Henson misses free throw 2 of 2,70,57
316,3,1:47.0,Defensive rebound by E. Turner,,70,57
317,3,1:33.0,E. Turner makes 2-pt jump shot from 9 ft,,72,57
318,3,1:16.0,,Turnover by G. Antetokounmpo (bad pass; steal by E. Turner),72,57
319,3,1:12.0,E. Turner makes 2-pt dunk at rim,,74,57
320,3,0:57.0,,Shooting block foul by J. Jerebko (drawn by G. Antetokounmpo),74,57
321,3,0:57.0,,G. Antetokounmpo makes free throw 1 of 2,74,58
322,3,0:57.0,I. Thomas enters the game for J. Crowder,,74,58
323,3,0:57.0,,G. Antetokounmpo makes free throw 2 of 2,74,59
324,3,0:39.0,K. Olynyk makes 2-pt layup at rim (assist by J. Jerebko),,76,59
325,3,0:27.0,,R. Vaughn misses 2-pt jump shot from 15 ft (block by R. Hunter),76,59
326,3,0:25.0,Defensive rebound by R. Hunter,,76,59
327,3,0:06.0,I. Thomas misses 3-pt jump shot from 25 ft,,76,59
328,3,0:02.0,Offensive rebound by K. Olynyk,,76,59
329,3,0:00.0,K. Olynyk misses 2-pt jump shot from 16 ft,,76,59
330,3,0:00.0,,Defensive rebound by D. Inglis,76,59
331,4,11:47.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,76,61
332,4,11:30.0,Personal foul by G. Vásquez (drawn by J. Jerebko),,76,61
333,4,11:21.0,D. Lee makes 2-pt layup from 1 ft,,78,61
334,4,11:05.0,,Turnover by G. Antetokounmpo (lost ball; steal by R. Hunter),78,61
335,4,10:44.0,D. Lee misses 2-pt jump shot from 10 ft,,78,61
336,4,10:43.0,,Defensive rebound by K. Middleton,78,61
337,4,10:37.0,,J. Bayless misses 2-pt layup at rim,78,61
338,4,10:35.0,,Offensive rebound by J. Parker,78,61
339,4,10:35.0,,J. Parker makes 2-pt dunk at rim,78,63
340,4,10:11.0,Shooting foul by G. Antetokounmpo (drawn by D. Lee),,78,63
341,4,10:11.0,D. Lee makes free throw 1 of 2,,79,63
342,4,10:11.0,,G. Monroe enters the game for G. Antetokounmpo,79,63
343,4,10:11.0,D. Lee makes free throw 2 of 2,,80,63
344,4,9:59.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by G. Monroe),80,66
345,4,9:40.0,I. Thomas makes 2-pt jump shot from 15 ft,,82,66
346,4,9:22.0,,Offensive foul by G. Vásquez (drawn by I. Thomas),82,66
347,4,9:22.0,,Turnover by G. Vásquez (offensive foul),82,66
348,4,9:04.0,I. Thomas misses 3-pt jump shot from 23 ft,,82,66
349,4,9:03.0,,Defensive rebound by J. Parker,82,66
350,4,8:54.0,,J. Bayless makes 3-pt jump shot from 27 ft (assist by G. Vásquez),82,69
351,4,8:35.0,Turnover by K. Olynyk (lost ball; steal by J. Parker),,82,69
352,4,8:35.0,,Personal foul by K. Olynyk (drawn by K. Middleton),82,69
353,4,8:35.0,Official timeout,,82,69
354,4,8:35.0,J. Crowder enters the game for K. Olynyk,,82,69
355,4,8:25.0,,J. Parker makes 2-pt layup from 1 ft (assist by G. Vásquez),82,71
356,4,8:11.0,Shooting block foul by G. Monroe (drawn by D. Lee),,82,71
357,4,8:11.0,D. Lee misses free throw 1 of 2,,82,71
358,4,8:11.0,Offensive rebound by Team,,82,71
359,4,8:11.0,D. Lee makes free throw 2 of 2,,83,71
360,4,7:50.0,,Turnover by G. Monroe (bad pass; steal by I. Thomas),83,71
361,4,7:45.0,I. Thomas makes 2-pt layup at rim (assist by J. Crowder),,85,71
362,4,7:23.0,,J. Bayless misses 2-pt layup at rim (block by D. Lee),85,71
363,4,7:19.0,Defensive rebound by R. Hunter,,85,71
364,4,7:00.0,J. Crowder misses 3-pt jump shot from 26 ft,,85,71
365,4,6:59.0,Offensive rebound by D. Lee,,85,71
366,4,6:38.0,I. Thomas misses 3-pt jump shot from 27 ft,,85,71
367,4,6:36.0,Offensive rebound by D. Lee,,85,71
368,4,6:20.0,D. Lee makes 2-pt jump shot from 14 ft (assist by J. Crowder),,87,71
369,4,6:07.0,,G. Monroe makes 2-pt layup at rim (assist by K. Middleton),87,73
370,4,6:07.0,,Shooting foul by J. Crowder (drawn by G. Monroe),87,73
371,4,6:07.0,A. Johnson enters the game for J. Jerebko,,87,73
372,4,6:07.0,,G. Monroe makes free throw 1 of 1,87,74
373,4,5:55.0,R. Hunter misses 3-pt jump shot from 24 ft,,87,74
374,4,5:55.0,Offensive rebound by Team,,87,74
375,4,5:55.0,,Milwaukee full timeout,87,74
376,4,5:55.0,E. Turner enters the game for A. Johnson,,87,74
377,4,5:55.0,,G. Antetokounmpo enters the game for J. Parker,87,74
378,4,5:55.0,A. Johnson enters the game for I. Thomas,,87,74
379,4,5:50.0,R. Hunter makes 2-pt jump shot from 16 ft (assist by E. Turner),,89,74
380,4,5:36.0,,Personal foul by J. Crowder (drawn by K. Middleton),89,74
381,4,5:22.0,,K. Middleton misses 3-pt jump shot from 26 ft,89,74
