,QUARTER,TIME_REMAINING,DENVER_ACTION,DETROIT_ACTION,DENVER_SCORE,DETROIT_SCORE
384,4,2:40.0,Defensive rebound by J. Nurkić,,95,84
385,4,2:23.0,W. Barton makes 2-pt jump shot from 9 ft,,97,84
386,4,2:23.0,,Detroit full timeout,97,84
387,4,2:08.0,,B. Jennings makes 3-pt jump shot from 24 ft (assist by S. Johnson),97,87
388,4,1:48.0,J. Nurkić makes 2-pt layup at rim (assist by E. Mudiay),,99,87
389,4,1:38.0,,B. Jennings makes 3-pt jump shot from 26 ft,99,90
390,4,1:18.0,Turnover by E. Mudiay (lost ball; steal by A. Drummond),,99,90
391,4,1:07.0,,S. Johnson misses 3-pt jump shot from 22 ft,99,90
392,4,1:07.0,Defensive rebound by D. Gallinari,,99,90
393,4,1:07.0,,Loose ball foul by B. Jennings (drawn by D. Gallinari),99,90
394,4,1:06.0,Personal foul by S. Johnson (drawn by W. Barton),,99,90
395,4,1:06.0,W. Barton makes free throw 1 of 2,,100,90
396,4,1:06.0,,A. Tolliver enters the game for D. Hilliard,100,90
397,4,1:06.0,W. Barton makes free throw 2 of 2,,101,90
398,4,0:55.0,,M. Morris misses 2-pt jump shot from 6 ft,101,90
399,4,0:55.0,,Offensive rebound by A. Drummond,101,90
400,4,0:51.0,,A. Drummond makes 2-pt layup at rim,101,92
401,4,0:40.0,Personal foul by S. Johnson (drawn by D. Gallinari),,101,92
402,4,0:40.0,D. Gallinari makes free throw 1 of 2,,102,92
403,4,0:40.0,D. Gallinari makes free throw 2 of 2,,103,92
404,4,0:34.0,,Turnover by B. Jennings (traveling),103,92
405,4,0:14.0,J. Nurkić misses 3-pt jump shot from 25 ft,,103,92
406,4,0:13.0,,Defensive rebound by A. Drummond,103,92
407,4,0:05.0,,B. Jennings misses 3-pt jump shot from 25 ft,103,92
408,4,0:05.0,Defensive rebound by D. Gallinari,,103,92
