,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SAN ANTONIO_ACTION,WASHINGTON_SCORE,SAN ANTONIO_SCORE
388,4,7:04.0,,P. Mills makes 2-pt jump shot from 19 ft (assist by B. Diaw),79,99
389,4,6:39.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,81,99
390,4,6:23.0,,P. Mills misses 2-pt layup at rim (block by G. Temple),81,99
391,4,6:21.0,Defensive rebound by J. Wall,,81,99
392,4,6:17.0,J. Wall misses 2-pt layup from 1 ft (block by K. Anderson),,81,99
393,4,6:16.0,Offensive rebound by K. Humphries,,81,99
394,4,6:01.0,K. Humphries makes 2-pt jump shot from 20 ft,,83,99
395,4,6:01.0,,San Antonio full timeout,83,99
396,4,6:01.0,,M. Ginóbili enters the game for K. Anderson,83,99
397,4,6:01.0,,L. Aldridge enters the game for B. Diaw,83,99
398,4,6:01.0,G. Neal enters the game for G. Temple,,83,99
399,4,5:48.0,,L. Aldridge makes 2-pt dunk at rim (assist by M. Ginóbili),83,101
400,4,5:21.0,J. Wall misses 2-pt jump shot from 17 ft,,83,101
401,4,5:18.0,Offensive rebound by K. Humphries,,83,101
402,4,5:18.0,Personal foul by M. Ginóbili (drawn by K. Humphries),,83,101
403,4,5:03.0,G. Neal misses 2-pt jump shot from 18 ft (block by D. West),,83,101
404,4,5:00.0,,Defensive rebound by M. Ginóbili,83,101
405,4,4:46.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),83,104
406,4,4:19.0,M. Gortat makes 2-pt jump shot from 12 ft,,85,104
407,4,4:07.0,,K. Leonard misses 3-pt jump shot from 25 ft,85,104
408,4,4:06.0,Defensive rebound by M. Gortat,,85,104
409,4,4:03.0,Shooting foul by L. Aldridge (drawn by J. Wall),,85,104
410,4,4:03.0,J. Wall makes free throw 1 of 2,,86,104
411,4,4:03.0,J. Wall makes free throw 2 of 2,,87,104
412,4,3:51.0,,Turnover by M. Ginóbili (traveling),87,104
413,4,3:51.0,,K. Anderson enters the game for K. Leonard,87,104
414,4,3:51.0,,B. Marjanović enters the game for D. West,87,104
415,4,3:51.0,,J. Simmons enters the game for M. Ginóbili,87,104
416,4,3:30.0,K. Oubre misses 2-pt jump shot from 12 ft (block by K. Anderson),,87,104
417,4,3:30.0,Offensive rebound by Team,,87,104
418,4,3:30.0,Turnover by K. Humphries (bad pass),,87,104
419,4,3:14.0,,P. Mills misses 2-pt jump shot from 18 ft,87,104
420,4,3:13.0,Defensive rebound by K. Humphries,,87,104
421,4,3:04.0,K. Humphries misses 3-pt jump shot from 25 ft,,87,104
422,4,3:04.0,,Defensive rebound by Team,87,104
423,4,3:04.0,D. Blair enters the game for M. Gortat,,87,104
424,4,3:04.0,R. Sessions enters the game for J. Wall,,87,104
425,4,3:04.0,,R. Butler enters the game for P. Mills,87,104
426,4,2:46.0,,B. Marjanović misses 2-pt jump shot from 7 ft,87,104
427,4,2:46.0,,Offensive rebound by L. Aldridge,87,104
428,4,2:43.0,,L. Aldridge makes 2-pt layup from 3 ft,87,106
429,4,2:24.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by G. Neal),,90,106
430,4,2:01.0,,J. Simmons makes 3-pt jump shot from 24 ft (assist by K. Anderson),90,109
431,4,1:54.0,Personal take foul by J. Simmons (drawn by R. Sessions),,90,109
432,4,1:54.0,Washington full timeout,,90,109
433,4,1:54.0,,M. Bonner enters the game for L. Aldridge,90,109
434,4,1:54.0,J. Dudley enters the game for K. Humphries,,90,109
435,4,1:54.0,G. Temple enters the game for G. Neal,,90,109
436,4,1:46.0,Personal foul by M. Bonner (drawn by G. Temple),,90,109
437,4,1:46.0,G. Temple misses free throw 1 of 2,,90,109
438,4,1:46.0,Offensive rebound by Team,,90,109
439,4,1:46.0,G. Temple makes free throw 2 of 2,,91,109
440,4,1:23.0,,M. Bonner makes 3-pt jump shot from 24 ft (assist by J. Simmons),91,112
441,4,1:15.0,G. Temple makes 2-pt jump shot from 13 ft,,93,112
442,4,1:02.0,,K. Anderson makes 2-pt jump shot from 11 ft,93,114
443,4,0:52.0,D. Blair makes 2-pt jump shot from 16 ft (assist by G. Temple),,95,114
444,4,0:32.0,,Turnover by J. Simmons (step out of bounds),95,114
445,4,0:23.0,K. Oubre misses 3-pt jump shot from 24 ft,,95,114
446,4,0:22.0,,Defensive rebound by M. Bonner,95,114
