,QUARTER,TIME_REMAINING,UTAH_ACTION,SAN ANTONIO_ACTION,UTAH_SCORE,SAN ANTONIO_SCORE
133,2,7:58.0,A. Burks misses 2-pt jump shot from 12 ft,,22,37
134,2,7:58.0,Offensive rebound by Team,,22,37
135,2,7:38.0,D. Favors enters the game for T. Booker,,22,37
136,2,7:34.0,A. Burks misses 2-pt jump shot from 18 ft,,22,37
137,2,7:33.0,,Defensive rebound by D. Green,22,37
138,2,7:13.0,,T. Parker makes 2-pt jump shot from 16 ft,22,39
139,2,6:50.0,J. Ingles misses 2-pt layup at rim,,22,39
140,2,6:49.0,,Defensive rebound by D. Green,22,39
141,2,6:43.0,,Shooting foul by T. Lyles (drawn by T. Parker),22,39
142,2,6:43.0,,T. Parker makes free throw 1 of 2,22,40
143,2,6:43.0,R. Hood enters the game for J. Ingles,,22,40
144,2,6:43.0,T. Burke enters the game for T. Lyles,,22,40
145,2,6:43.0,,T. Parker makes free throw 2 of 2,22,41
146,2,6:30.0,D. Favors misses 2-pt jump shot from 13 ft,,22,41
147,2,6:29.0,,Defensive rebound by D. Green,22,41
148,2,6:17.0,,Shooting foul by G. Hayward (drawn by K. Leonard),22,41
149,2,6:17.0,,K. Leonard makes free throw 1 of 2,22,42
150,2,6:17.0,,J. Simmons enters the game for D. West,22,42
151,2,6:17.0,,K. Leonard makes free throw 2 of 2,22,43
152,2,6:02.0,T. Burke misses 3-pt jump shot from 25 ft,,22,43
153,2,6:01.0,,Defensive rebound by D. Green,22,43
154,2,5:57.0,,K. Leonard makes 2-pt dunk at rim (assist by D. Green),22,45
155,2,5:57.0,Utah full timeout,,22,45
156,2,5:57.0,,L. Aldridge enters the game for J. Simmons,22,45
157,2,5:46.0,T. Burke makes 2-pt jump shot from 15 ft,,24,45
158,2,5:16.0,,K. Leonard makes 2-pt jump shot from 16 ft,24,47
159,2,5:01.0,Turnover by R. Hood (bad pass; steal by K. Leonard),,24,47
160,2,4:59.0,,Personal foul by G. Hayward (drawn by K. Leonard),24,47
161,2,4:59.0,,K. Leonard makes free throw 1 of 2,24,48
162,2,4:59.0,,K. Leonard makes free throw 2 of 2,24,49
163,2,4:50.0,Offensive foul by D. Favors (drawn by K. Leonard),,24,49
164,2,4:50.0,Turnover by D. Favors (offensive foul),,24,49
165,2,4:42.0,,Personal foul by G. Hayward (drawn by L. Aldridge),24,49
166,2,4:42.0,,L. Aldridge makes free throw 1 of 2,24,50
167,2,4:42.0,T. Booker enters the game for G. Hayward,,24,50
168,2,4:42.0,,L. Aldridge makes free throw 2 of 2,24,51
169,2,4:32.0,Turnover by T. Burke (bad pass; steal by T. Parker),,24,51
170,2,4:26.0,,T. Parker makes 2-pt layup at rim (assist by K. Leonard),24,53
171,2,4:11.0,D. Favors makes 2-pt layup at rim,,26,53
172,2,4:11.0,Shooting foul by T. Duncan (drawn by D. Favors),,26,53
173,2,4:11.0,D. Favors makes free throw 1 of 1,,27,53
174,2,3:58.0,,Turnover by T. Duncan (bad pass; steal by T. Booker),27,53
175,2,3:51.0,,Violation by K. Leonard (kicked ball),27,53
176,2,3:51.0,,M. Ginóbili enters the game for D. Green,27,53
177,2,3:43.0,D. Favors misses 2-pt jump shot from 16 ft,,27,53
178,2,3:42.0,Offensive rebound by T. Booker,,27,53
179,2,3:40.0,T. Booker misses 2-pt layup from 1 ft,,27,53
180,2,3:39.0,,Defensive rebound by T. Duncan,27,53
181,2,3:29.0,,K. Leonard makes 2-pt hook shot from 7 ft,27,55
182,2,3:07.0,Shooting foul by M. Ginóbili (drawn by A. Burks),,27,55
183,2,3:07.0,A. Burks makes free throw 1 of 2,,28,55
184,2,3:07.0,,San Antonio full timeout,28,55
185,2,3:07.0,,D. West enters the game for T. Duncan,28,55
186,2,3:07.0,T. Lyles enters the game for T. Booker,,28,55
187,2,3:07.0,A. Burks makes free throw 2 of 2,,29,55
188,2,2:48.0,,L. Aldridge misses 2-pt hook shot from 10 ft,29,55
189,2,2:47.0,Defensive rebound by D. Favors,,29,55
190,2,2:40.0,R. Hood makes 2-pt layup at rim,,31,55
191,2,2:26.0,,D. West misses 2-pt jump shot from 17 ft,31,55
192,2,2:25.0,Defensive rebound by T. Lyles,,31,55
193,2,2:08.0,A. Burks misses 2-pt jump shot from 6 ft,,31,55
194,2,2:07.0,Offensive rebound by T. Burke,,31,55
195,2,1:52.0,D. Favors misses 2-pt jump shot from 6 ft,,31,55
196,2,1:51.0,,Defensive rebound by D. West,31,55
197,2,1:34.0,,D. West makes 2-pt jump shot from 18 ft (assist by M. Ginóbili),31,57
198,2,1:15.0,T. Burke misses 2-pt jump shot from 13 ft,,31,57
199,2,1:15.0,Offensive rebound by Team,,31,57
200,2,1:15.0,,Loose ball foul by D. West (drawn by D. Favors),31,57
201,2,1:15.0,D. Favors makes free throw 1 of 2,,32,57
202,2,1:15.0,J. Ingles enters the game for A. Burks,,32,57
203,2,1:15.0,D. Favors misses free throw 2 of 2,,32,57
204,2,1:13.0,,Defensive rebound by K. Leonard,32,57
205,2,0:55.0,,Shooting foul by T. Lyles (drawn by D. West),32,57
206,2,0:55.0,,D. West makes free throw 1 of 2,32,58
207,2,0:55.0,,D. West makes free throw 2 of 2,32,59
208,2,0:41.0,Shooting foul by L. Aldridge (drawn by D. Favors),,32,59
209,2,0:41.0,D. Favors makes free throw 1 of 2,,33,59
210,2,0:41.0,D. Favors makes free throw 2 of 2,,34,59
211,2,0:31.0,,M. Ginóbili misses 3-pt jump shot from 23 ft,34,59
212,2,0:30.0,Defensive rebound by R. Hood,,34,59
213,2,0:22.0,D. Favors makes 2-pt dunk at rim (assist by T. Burke),,36,59
214,2,0:02.0,,K. Leonard misses 2-pt jump shot from 16 ft,36,59
215,2,0:01.0,,Offensive rebound by M. Ginóbili,36,59
216,2,0:00.0,,M. Ginóbili misses 2-pt jump shot from 10 ft,36,59
217,2,0:00.0,Defensive rebound by J. Ingles,,36,59
218,3,11:41.0,G. Hayward makes 2-pt jump shot from 18 ft (assist by R. Hood),,38,59
219,3,11:24.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by D. Green),38,62
220,3,11:05.0,R. Hood misses 3-pt jump shot from 22 ft,,38,62
221,3,11:01.0,,Defensive rebound by L. Aldridge,38,62
222,3,10:46.0,,T. Parker misses 3-pt jump shot from 24 ft,38,62
223,3,10:44.0,,Offensive rebound by L. Aldridge,38,62
224,3,10:39.0,,T. Parker makes 3-pt jump shot from 22 ft (assist by D. Green),38,65
225,3,10:19.0,R. Neto makes 3-pt jump shot from 24 ft (assist by G. Hayward),,41,65
226,3,9:57.0,,L. Aldridge misses 2-pt jump shot from 18 ft,41,65
227,3,9:54.0,Defensive rebound by D. Favors,,41,65
228,3,9:33.0,D. Favors makes 2-pt layup from 1 ft (assist by R. Hood),,43,65
229,3,9:33.0,Shooting foul by T. Duncan (drawn by D. Favors),,43,65
230,3,9:33.0,D. Favors misses free throw 1 of 1,,43,65
231,3,9:25.0,,Defensive rebound by L. Aldridge,43,65
232,3,9:13.0,,T. Parker makes 2-pt jump shot from 3 ft,43,67
233,3,8:53.0,R. Hood misses 3-pt jump shot from 25 ft,,43,67
234,3,8:51.0,,Defensive rebound by K. Leonard,43,67
235,3,8:48.0,,Personal foul by R. Neto (drawn by K. Leonard),43,67
236,3,8:38.0,,K. Leonard makes 2-pt jump shot from 15 ft,43,69
237,3,8:21.0,R. Hood misses 2-pt jump shot from 4 ft,,43,69
238,3,8:18.0,,Defensive rebound by D. Green,43,69
239,3,8:11.0,,T. Parker makes 2-pt layup from 2 ft,43,71
240,3,7:52.0,G. Hayward misses 2-pt jump shot from 16 ft,,43,71
241,3,7:49.0,,Defensive rebound by T. Duncan,43,71
242,3,7:46.0,,T. Parker makes 2-pt layup from 2 ft,43,73
243,3,7:46.0,,Shooting foul by D. Favors (drawn by T. Parker),43,73
244,3,7:46.0,T. Burke enters the game for R. Neto,,43,73
245,3,7:46.0,,T. Parker makes free throw 1 of 1,43,74
246,3,7:24.0,R. Hood misses 2-pt jump shot from 6 ft,,43,74
247,3,7:22.0,,Defensive rebound by K. Leonard,43,74
248,3,7:15.0,,K. Leonard misses 2-pt jump shot from 16 ft,43,74
249,3,7:13.0,Defensive rebound by R. Hood,,43,74
250,3,7:01.0,T. Lyles misses 2-pt jump shot from 21 ft,,43,74
251,3,7:00.0,,Defensive rebound by L. Aldridge,43,74
252,3,6:56.0,,K. Leonard makes 2-pt dunk at rim (assist by D. Green),43,76
253,3,6:56.0,Utah full timeout,,43,76
254,3,6:56.0,,P. Mills enters the game for T. Parker,43,76
255,3,6:56.0,,D. West enters the game for T. Duncan,43,76
256,3,6:56.0,T. Booker enters the game for T. Lyles,,43,76
257,3,6:46.0,G. Hayward misses 2-pt jump shot from 16 ft,,43,76
258,3,6:45.0,,Defensive rebound by Team,43,76
259,3,6:27.0,,P. Mills makes 3-pt jump shot from 22 ft (assist by D. West),43,79
260,3,6:06.0,T. Burke misses 3-pt jump shot from 26 ft,,43,79
261,3,6:04.0,,Defensive rebound by K. Leonard,43,79
262,3,5:57.0,,L. Aldridge makes 2-pt dunk at rim (assist by K. Leonard),43,81
263,3,5:34.0,D. Favors misses 2-pt jump shot from 10 ft,,43,81
264,3,5:34.0,Offensive rebound by Team,,43,81
265,3,5:34.0,A. Burks enters the game for R. Hood,,43,81
266,3,5:34.0,,M. Bonner enters the game for L. Aldridge,43,81
267,3,5:26.0,D. Favors makes 2-pt layup from 2 ft (assist by A. Burks),,45,81
268,3,5:07.0,,Shooting foul by G. Hayward (drawn by K. Leonard),45,81
269,3,5:07.0,,K. Leonard makes free throw 1 of 2,45,82
270,3,5:07.0,,K. Leonard makes free throw 2 of 2,45,83
271,3,4:54.0,A. Burks misses 2-pt jump shot from 5 ft,,45,83
272,3,4:52.0,,Defensive rebound by M. Bonner,45,83
273,3,4:45.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by P. Mills),45,86
274,3,4:34.0,Shooting foul by D. Green (drawn by G. Hayward),,45,86
275,3,4:34.0,G. Hayward makes free throw 1 of 2,,46,86
276,3,4:34.0,,K. Anderson enters the game for K. Leonard,46,86
277,3,4:34.0,J. Withey enters the game for D. Favors,,46,86
278,3,4:34.0,G. Hayward makes free throw 2 of 2,,47,86
279,3,4:19.0,,D. West misses 2-pt jump shot from 4 ft,47,86
280,3,4:16.0,,Offensive rebound by P. Mills,47,86
281,3,4:16.0,,P. Mills makes 2-pt layup from 2 ft,47,88
282,3,4:00.0,Shooting foul by M. Bonner (drawn by J. Withey),,47,88
283,3,4:00.0,J. Withey makes free throw 1 of 2,,48,88
284,3,4:00.0,,J. Simmons enters the game for D. Green,48,88
285,3,4:00.0,J. Withey misses free throw 2 of 2,,48,88
286,3,3:58.0,,Defensive rebound by M. Bonner,48,88
287,3,3:40.0,,Personal block foul by T. Burke (drawn by P. Mills),48,88
288,3,3:29.0,,J. Simmons misses 2-pt jump shot from 5 ft,48,88
289,3,3:27.0,Defensive rebound by T. Booker,,48,88
290,3,3:21.0,Personal foul by P. Mills (drawn by G. Hayward),,48,88
291,3,3:14.0,Turnover by T. Burke (lost ball; steal by P. Mills),,48,88
292,3,3:03.0,,K. Anderson makes 2-pt jump shot from 13 ft,48,90
293,3,2:44.0,T. Booker makes 2-pt dunk at rim (assist by A. Burks),,50,90
294,3,2:27.0,,D. West misses 2-pt jump shot from 17 ft,50,90
295,3,2:26.0,Defensive rebound by T. Burke,,50,90
296,3,2:18.0,T. Burke misses 2-pt jump shot from 7 ft,,50,90
297,3,2:15.0,,Defensive rebound by D. West,50,90
298,3,2:04.0,,Turnover by D. West (bad pass; steal by G. Hayward),50,90
299,3,1:59.0,J. Withey makes 2-pt layup from 3 ft (assist by A. Burks),,52,90
300,3,1:36.0,,J. Simmons misses 2-pt jump shot from 4 ft (block by J. Withey),52,90
301,3,1:34.0,,Offensive rebound by P. Mills,52,90
302,3,1:33.0,,P. Mills makes 3-pt jump shot from 23 ft,52,93
303,3,1:29.0,Shooting foul by K. Anderson (drawn by A. Burks),,52,93
304,3,1:29.0,,San Antonio full timeout,52,93
305,3,1:29.0,J. Ingles enters the game for G. Hayward,,52,93
306,3,1:29.0,A. Burks makes free throw 1 of 2,,53,93
307,3,1:29.0,A. Burks makes free throw 2 of 2,,54,93
308,3,1:10.0,,Shooting foul by J. Withey (drawn by D. West),54,93
309,3,1:10.0,,D. West makes free throw 1 of 2,54,94
310,3,1:10.0,E. Millsap enters the game for A. Burks,,54,94
311,3,1:10.0,,D. West misses free throw 2 of 2,54,94
312,3,1:08.0,Defensive rebound by T. Booker,,54,94
313,3,0:54.0,Turnover by J. Withey (offensive goaltending),,54,94
314,3,0:53.0,,Personal foul by J. Ingles (drawn by K. Anderson),54,94
315,3,0:53.0,,K. Anderson makes free throw 1 of 2,54,95
316,3,0:53.0,,K. Anderson makes free throw 2 of 2,54,96
317,3,0:36.0,E. Millsap makes 2-pt layup from 1 ft,,56,96
318,3,0:30.0,,Turnover by D. West (traveling),56,96
319,3,0:21.0,T. Burke makes 2-pt jump shot from 14 ft,,58,96
320,3,0:00.0,,J. Simmons makes 2-pt jump shot from 19 ft (assist by P. Mills),58,98
321,4,11:46.0,,Personal foul by E. Millsap (drawn by M. Bonner),58,98
322,4,11:40.0,,M. Bonner makes 3-pt jump shot from 24 ft (assist by J. Simmons),58,101
323,4,11:16.0,T. Lyles misses 2-pt jump shot from 15 ft,,58,101
324,4,11:15.0,,Defensive rebound by J. Simmons,58,101
325,4,11:04.0,,J. Simmons misses 3-pt jump shot from 26 ft,58,101
326,4,11:02.0,,Offensive rebound by M. Bonner,58,101
327,4,10:48.0,,M. Bonner makes 3-pt jump shot from 26 ft (assist by J. Simmons),58,104
328,4,10:39.0,T. Lyles makes 2-pt jump shot from 17 ft (assist by E. Millsap),,60,104
329,4,10:13.0,,J. Simmons misses 2-pt jump shot from 17 ft,60,104
330,4,10:12.0,Defensive rebound by T. Booker,,60,104
331,4,10:02.0,J. Ingles misses 3-pt jump shot from 25 ft,,60,104
332,4,10:00.0,,Defensive rebound by J. Simmons,60,104
333,4,9:42.0,,B. Diaw misses 2-pt jump shot from 4 ft,60,104
334,4,9:41.0,Defensive rebound by E. Millsap,,60,104
335,4,9:32.0,E. Millsap makes 2-pt layup from 2 ft,,62,104
336,4,9:12.0,,M. Bonner makes 2-pt hook shot from 5 ft,62,106
337,4,8:58.0,Personal foul by K. Anderson (drawn by J. Ingles),,62,106
338,4,8:58.0,Official timeout,,62,106
339,4,8:58.0,C. Johnson enters the game for T. Booker,,62,106
340,4,8:58.0,J. Withey enters the game for T. Lyles,,62,106
341,4,8:52.0,R. Neto makes 2-pt layup from 1 ft (assist by J. Ingles),,64,106
342,4,8:44.0,,San Antonio full timeout,64,106
343,4,8:24.0,,K. Anderson misses 2-pt jump shot from 18 ft,64,106
344,4,8:23.0,Defensive rebound by J. Ingles,,64,106
345,4,8:12.0,Personal foul by R. Butler (drawn by J. Ingles),,64,106
346,4,8:03.0,J. Ingles makes 2-pt layup from 2 ft (assist by R. Neto),,66,106
347,4,7:48.0,,B. Diaw makes 2-pt layup at rim (assist by J. Simmons),66,108
348,4,7:29.0,J. Withey misses 2-pt layup from 1 ft,,66,108
349,4,7:28.0,,Defensive rebound by M. Bonner,66,108
350,4,7:18.0,,M. Bonner makes 2-pt jump shot from 19 ft (assist by J. Simmons),66,110
351,4,7:06.0,R. Neto makes 3-pt jump shot from 27 ft (assist by E. Millsap),,69,110
352,4,6:40.0,,Shooting block foul by E. Millsap (drawn by R. Butler),69,110
353,4,6:40.0,,R. Butler makes free throw 1 of 2,69,111
354,4,6:40.0,,R. Butler misses free throw 2 of 2,69,111
355,4,6:39.0,Defensive rebound by J. Withey,,69,111
356,4,6:17.0,R. Neto makes 2-pt jump shot from 19 ft,,71,111
357,4,6:02.0,,Turnover by R. Butler (bad pass; steal by J. Ingles),71,111
358,4,5:53.0,C. Johnson misses 3-pt jump shot from 23 ft,,71,111
359,4,5:53.0,,Defensive rebound by B. Diaw,71,111
360,4,5:39.0,,J. Simmons misses 3-pt jump shot from 23 ft,71,111
361,4,5:36.0,Defensive rebound by R. Neto,,71,111
362,4,5:22.0,C. Johnson misses 2-pt layup from 2 ft (block by R. Butler),,71,111
363,4,5:22.0,Offensive rebound by C. Johnson,,71,111
364,4,5:22.0,E. Millsap misses 2-pt jump shot from 20 ft,,71,111
365,4,5:20.0,,Defensive rebound by R. Butler,71,111
366,4,5:10.0,,B. Diaw makes 2-pt hook shot from 3 ft,71,113
367,4,4:52.0,Turnover by R. Neto (lost ball; steal by J. Simmons),,71,113
368,4,4:36.0,,J. Simmons misses 2-pt dunk at rim (block by J. Withey),71,113
369,4,4:34.0,Defensive rebound by R. Neto,,71,113
370,4,4:31.0,,Violation by B. Diaw (def goaltending),71,113
371,4,4:31.0,C. Johnson makes 2-pt jump shot from 3 ft,,73,113
372,4,4:11.0,,J. Simmons misses 3-pt jump shot from 26 ft,73,113
373,4,4:10.0,Defensive rebound by C. Johnson,,73,113
374,4,4:02.0,J. Ingles misses 3-pt jump shot from 25 ft,,73,113
375,4,4:01.0,,Defensive rebound by K. Anderson,73,113
376,4,3:47.0,,Turnover by J. Simmons (lost ball; steal by C. Johnson),73,113
377,4,3:40.0,Turnover by C. Johnson (lost ball; steal by J. Simmons),,73,113
378,4,3:27.0,,K. Anderson makes 2-pt jump shot from 19 ft,73,115
379,4,3:17.0,Personal foul by J. Simmons (drawn by R. Neto),,73,115
380,4,3:17.0,Utah full timeout,,73,115
381,4,3:11.0,E. Millsap misses 2-pt layup from 2 ft,,73,115
382,4,3:09.0,,Defensive rebound by M. Bonner,73,115
383,4,2:46.0,,J. Simmons misses 2-pt jump shot from 14 ft,73,115
384,4,2:45.0,Defensive rebound by J. Withey,,73,115
385,4,2:30.0,J. Ingles makes 2-pt jump shot from 4 ft (assist by C. Johnson),,75,115
386,4,2:06.0,,J. Simmons misses 2-pt jump shot from 4 ft,75,115
387,4,2:05.0,Defensive rebound by J. Withey,,75,115
388,4,1:58.0,R. Neto makes 2-pt jump shot from 7 ft,,77,115
389,4,1:39.0,,Turnover by K. Anderson (bad pass; steal by R. Neto),77,115
390,4,1:28.0,C. Johnson makes 2-pt jump shot from 19 ft (assist by E. Millsap),,79,115
