,QUARTER,TIME_REMAINING,DALLAS_ACTION,WASHINGTON_ACTION,DALLAS_SCORE,WASHINGTON_SCORE
387,4,5:03.0,,Defensive rebound by O. Porter,102,93
388,4,4:55.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),102,96
389,4,4:42.0,Turnover by D. Williams (bad pass; steal by J. Dudley),,102,96
390,4,4:34.0,,J. Wall misses 3-pt jump shot from 24 ft,102,96
391,4,4:32.0,Defensive rebound by D. Williams,,102,96
392,4,4:09.0,R. Felton makes 2-pt jump shot from 9 ft,,104,96
393,4,3:53.0,,B. Beal misses 2-pt jump shot from 14 ft,104,96
394,4,3:51.0,Defensive rebound by D. Williams,,104,96
395,4,3:46.0,Shooting foul by J. Wall (drawn by D. Williams),,104,96
396,4,3:46.0,Official timeout,,104,96
397,4,3:46.0,D. Williams makes free throw 1 of 2,,105,96
398,4,3:46.0,D. Williams makes free throw 2 of 2,,106,96
399,4,3:35.0,,Shooting foul by J. Jenkins (drawn by B. Beal),106,96
400,4,3:35.0,,B. Beal makes free throw 1 of 2,106,97
401,4,3:35.0,,R. Sessions enters the game for J. Dudley,106,97
402,4,3:35.0,,B. Beal misses free throw 2 of 2,106,97
403,4,3:34.0,Defensive rebound by R. Felton,,106,97
404,4,3:22.0,W. Matthews makes 2-pt layup from 2 ft (assist by D. Williams),,108,97
405,4,3:10.0,,G. Neal misses 3-pt jump shot from 25 ft,108,97
406,4,3:09.0,Defensive rebound by R. Felton,,108,97
407,4,2:48.0,R. Felton makes 2-pt jump shot from 21 ft,,110,97
408,4,2:35.0,,B. Beal misses 2-pt jump shot from 4 ft (block by W. Matthews),110,97
409,4,2:32.0,,Offensive rebound by G. Neal,110,97
410,4,2:21.0,,G. Neal makes 3-pt jump shot from 24 ft,110,100
411,4,1:57.0,R. Felton misses 2-pt jump shot from 21 ft,,110,100
412,4,1:55.0,Offensive rebound by J. Evans,,110,100
413,4,1:51.0,Dallas full timeout,,110,100
414,4,1:37.0,J. Evans makes 3-pt jump shot from 26 ft (assist by D. Williams),,113,100
415,4,1:14.0,,Shooting foul by J. Jenkins (drawn by R. Sessions),113,100
416,4,1:14.0,,Washington full timeout,113,100
417,4,1:14.0,,G. Temple enters the game for J. Wall,113,100
418,4,1:14.0,,K. Oubre enters the game for B. Beal,113,100
419,4,1:14.0,,R. Sessions makes free throw 1 of 2,113,101
420,4,1:14.0,,R. Sessions makes free throw 2 of 2,113,102
421,4,0:55.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Williams),,116,102
422,4,0:48.0,,G. Neal makes 2-pt jump shot from 7 ft,116,104
423,4,0:48.0,,Shooting foul by J. Jenkins (drawn by G. Neal),116,104
424,4,0:48.0,,G. Neal misses free throw 1 of 1,116,104
425,4,0:48.0,Defensive rebound by W. Matthews,,116,104
426,4,0:25.0,R. Felton misses 2-pt jump shot from 3 ft,,116,104
427,4,0:24.0,,Defensive rebound by R. Sessions,116,104
428,4,0:19.0,,O. Porter misses 3-pt jump shot from 26 ft,116,104
429,4,0:15.0,Defensive rebound by J. Evans,,116,104
