,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PHOENIX_ACTION,CLEVELAND_SCORE,PHOENIX_SCORE
394,4,2:33.0,,Personal foul by J. Smith (drawn by T. Warren),94,91
395,4,2:33.0,,T. Warren makes free throw 1 of 2,94,92
396,4,2:33.0,,T. Warren misses free throw 2 of 2,94,92
397,4,2:31.0,,Offensive rebound by T. Warren,94,92
398,4,2:23.0,,T. Warren misses 2-pt jump shot from 21 ft,94,92
399,4,2:21.0,Defensive rebound by L. James,,94,92
400,4,1:59.0,L. James misses 3-pt jump shot from 25 ft,,94,92
401,4,1:57.0,Offensive rebound by J. Smith,,94,92
402,4,1:44.0,K. Irving makes 2-pt jump shot from 12 ft,,96,92
403,4,1:44.0,,Phoenix full timeout,96,92
404,4,1:28.0,,B. Knight makes 3-pt jump shot from 25 ft (assist by D. Booker),96,95
405,4,1:16.0,K. Irving misses 3-pt jump shot from 25 ft,,96,95
406,4,1:14.0,Offensive rebound by T. Thompson,,96,95
407,4,0:54.0,L. James misses 3-pt jump shot from 25 ft,,96,95
408,4,0:52.0,,Defensive rebound by B. Knight,96,95
409,4,0:47.0,,Offensive foul by T. Chandler (drawn by I. Shumpert),96,95
410,4,0:47.0,,Turnover by T. Chandler (offensive foul),96,95
411,4,0:47.0,Cleveland full timeout,,96,95
412,4,0:47.0,K. Love enters the game for T. Thompson,,96,95
413,4,0:22.0,K. Irving makes 3-pt jump shot from 26 ft (assist by K. Love),,99,95
414,4,0:21.0,,Phoenix full timeout,99,95
415,4,0:21.0,M. Dellavedova enters the game for K. Love,,99,95
416,4,0:21.0,T. Thompson enters the game for K. Irving,,99,95
417,4,0:15.0,,B. Knight misses 2-pt jump shot from 4 ft,99,95
418,4,0:12.0,,Offensive rebound by B. Knight,99,95
419,4,0:12.0,,B. Knight misses 2-pt layup from 2 ft,99,95
420,4,0:11.0,,Offensive rebound by Team,99,95
421,4,0:11.0,,Turnover by P. Tucker (bad pass),99,95
422,4,0:11.0,Cleveland full timeout,,99,95
423,4,0:11.0,K. Love enters the game for T. Thompson,,99,95
424,4,0:11.0,K. Irving enters the game for I. Shumpert,,99,95
425,4,0:08.0,Personal take foul by B. Knight (drawn by K. Irving),,99,95
426,4,0:08.0,K. Irving makes free throw 1 of 2,,100,95
427,4,0:08.0,I. Shumpert enters the game for K. Love,,100,95
428,4,0:08.0,T. Thompson enters the game for J. Smith,,100,95
429,4,0:08.0,K. Irving makes free throw 2 of 2,,101,95
430,4,0:02.0,,T. Warren misses 3-pt jump shot from 25 ft,101,95
431,4,0:01.0,,Offensive rebound by P. Tucker,101,95
432,4,0:01.0,,P. Tucker makes 2-pt layup from 2 ft,101,97
