,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA LAKERS_ACTION,PHILADELPHIA_SCORE,LA LAKERS_SCORE
41,1,7:59.0,Offensive rebound by Team,,3,8
42,1,7:54.0,I. Canaan misses 3-pt jump shot from 25 ft,,3,8
43,1,7:53.0,,Defensive rebound by A. Brown,3,8
44,1,7:48.0,,L. Williams misses 3-pt jump shot from 25 ft,3,8
45,1,7:46.0,Defensive rebound by I. Smith,,3,8
46,1,7:41.0,I. Smith makes 2-pt layup at rim,,5,8
47,1,7:22.0,,R. Hibbert makes 2-pt hook shot from 3 ft,5,10
48,1,7:12.0,N. Noel misses 2-pt jump shot from 15 ft,,5,10
49,1,7:12.0,,Defensive rebound by A. Brown,5,10
50,1,7:04.0,,Shooting foul by J. Sampson (drawn by J. Clarkson),5,10
51,1,7:04.0,,J. Clarkson misses free throw 1 of 2,5,10
52,1,7:04.0,,Offensive rebound by Team,5,10
53,1,7:04.0,,J. Clarkson makes free throw 2 of 2,5,11
54,1,6:50.0,I. Canaan makes 3-pt jump shot from 24 ft (assist by N. Noel),,8,11
55,1,6:35.0,,A. Brown misses 2-pt jump shot from 9 ft,8,11
56,1,6:34.0,Defensive rebound by I. Smith,,8,11
57,1,6:23.0,Shooting foul by L. Nance (drawn by J. Grant),,8,11
58,1,6:23.0,J. Grant makes free throw 1 of 2,,9,11
59,1,6:23.0,N. Stauskas enters the game for J. Sampson,,9,11
60,1,6:23.0,J. Grant makes free throw 2 of 2,,10,11
61,1,6:04.0,,L. Nance misses 2-pt layup from 2 ft (block by N. Noel),10,11
62,1,6:03.0,Defensive rebound by J. Grant,,10,11
63,1,5:59.0,I. Smith misses 2-pt layup from 1 ft,,10,11
64,1,5:58.0,,Defensive rebound by J. Clarkson,10,11
65,1,5:46.0,,J. Clarkson misses 2-pt hook shot from 2 ft,10,11
66,1,5:45.0,Defensive rebound by N. Noel,,10,11
67,1,5:37.0,Shooting foul by L. Nance (drawn by N. Noel),,10,11
68,1,5:37.0,,LA Lakers full timeout,10,11
69,1,5:37.0,,D. Russell enters the game for L. Nance,10,11
70,1,5:37.0,,J. Randle enters the game for L. Williams,10,11
71,1,5:37.0,N. Noel makes free throw 1 of 2,,11,11
72,1,5:37.0,N. Noel makes free throw 2 of 2,,12,11
73,1,5:23.0,,D. Russell misses 2-pt jump shot from 16 ft,12,11
74,1,5:22.0,Defensive rebound by N. Stauskas,,12,11
75,1,5:04.0,I. Smith makes 2-pt jump shot from 16 ft (assist by J. Grant),,14,11
76,1,4:43.0,,J. Clarkson makes 2-pt layup at rim (assist by R. Hibbert),14,13
77,1,4:43.0,,Shooting foul by I. Smith (drawn by J. Clarkson),14,13
78,1,4:43.0,R. Covington enters the game for N. Noel,,14,13
79,1,4:43.0,J. Okafor enters the game for I. Canaan,,14,13
80,1,4:43.0,R. Holmes enters the game for J. Grant,,14,13
81,1,4:43.0,,B. Bass enters the game for R. Hibbert,14,13
82,1,4:43.0,,J. Clarkson makes free throw 1 of 1,14,14
83,1,4:29.0,I. Smith misses 2-pt layup from 2 ft,,14,14
84,1,4:28.0,,Defensive rebound by J. Randle,14,14
85,1,4:12.0,,J. Randle misses 2-pt layup from 2 ft (block by R. Holmes),14,14
86,1,4:11.0,Defensive rebound by R. Covington,,14,14
87,1,4:04.0,R. Covington makes 3-pt jump shot from 24 ft (assist by I. Smith),,17,14
88,1,3:48.0,,J. Clarkson makes 2-pt layup at rim (assist by D. Russell),17,16
89,1,3:30.0,N. Stauskas misses 2-pt layup from 1 ft,,17,16
90,1,3:30.0,Offensive rebound by N. Stauskas,,17,16
91,1,3:30.0,N. Stauskas misses 2-pt layup from 1 ft,,17,16
92,1,3:30.0,,Defensive rebound by Team,17,16
93,1,3:30.0,,N. Young enters the game for A. Brown,17,16
94,1,3:30.0,T. McConnell enters the game for I. Smith,,17,16
95,1,3:14.0,,D. Russell misses 2-pt layup from 1 ft (block by J. Okafor),17,16
96,1,3:13.0,Defensive rebound by T. McConnell,,17,16
97,1,3:07.0,N. Stauskas misses 3-pt jump shot from 22 ft,,17,16
98,1,3:04.0,,Defensive rebound by J. Randle,17,16
99,1,2:55.0,,J. Randle makes 2-pt jump shot from 18 ft (assist by D. Russell),17,18
100,1,2:55.0,Philadelphia full timeout,,17,18
101,1,2:39.0,Shooting foul by J. Randle (drawn by R. Holmes),,17,18
102,1,2:39.0,R. Holmes makes free throw 1 of 2,,18,18
103,1,2:39.0,R. Holmes misses free throw 2 of 2,,18,18
104,1,2:38.0,,Defensive rebound by B. Bass,18,18
105,1,2:14.0,,D. Russell misses 2-pt jump shot from 19 ft,18,18
106,1,2:12.0,Defensive rebound by R. Covington,,18,18
107,1,2:05.0,Shooting foul by D. Russell (drawn by T. McConnell),,18,18
108,1,2:05.0,T. McConnell misses free throw 1 of 2,,18,18
109,1,2:05.0,Offensive rebound by Team,,18,18
110,1,2:05.0,T. McConnell makes free throw 2 of 2,,19,18
111,1,1:42.0,,J. Clarkson makes 2-pt jump shot from 5 ft (assist by B. Bass),19,20
112,1,1:28.0,N. Stauskas misses 3-pt jump shot from 23 ft,,19,20
113,1,1:27.0,Offensive rebound by N. Stauskas,,19,20
114,1,1:06.0,Turnover by N. Stauskas (lost ball; steal by J. Randle),,19,20
115,1,0:57.0,,Turnover by D. Russell (step out of bounds),19,20
116,1,0:57.0,,Violation by Team (delay of game),19,20
117,1,0:41.0,T. McConnell makes 2-pt layup at rim (assist by R. Holmes),,21,20
118,1,0:17.0,,J. Randle misses 2-pt layup from 2 ft,21,20
119,1,0:17.0,,Offensive rebound by J. Randle,21,20
120,1,0:17.0,,Shooting foul by R. Holmes (drawn by J. Randle),21,20
121,1,0:17.0,,J. Randle misses free throw 1 of 2,21,20
122,1,0:17.0,,Offensive rebound by Team,21,20
123,1,0:17.0,,J. Randle makes free throw 2 of 2,21,21
124,1,0:03.0,Turnover by T. McConnell (bad pass; steal by N. Young),,21,21
125,2,11:40.0,J. Okafor misses 2-pt jump shot from 10 ft,,21,21
126,2,11:38.0,,Defensive rebound by L. Williams,21,21
127,2,11:24.0,,J. Randle misses 2-pt jump shot from 18 ft,21,21
128,2,11:23.0,Defensive rebound by R. Covington,,21,21
129,2,11:12.0,R. Covington misses 2-pt jump shot from 4 ft (block by B. Bass),,21,21
130,2,11:10.0,,Defensive rebound by B. Bass,21,21
131,2,11:07.0,,Turnover by D. Russell (step out of bounds),21,21
132,2,10:55.0,T. McConnell makes 2-pt jump shot from 13 ft,,23,21
133,2,10:31.0,,N. Young misses 3-pt jump shot from 22 ft,23,21
134,2,10:30.0,Defensive rebound by N. Stauskas,,23,21
135,2,10:16.0,J. Okafor makes 2-pt layup from 2 ft,,25,21
136,2,10:07.0,,Turnover by L. Williams (traveling),25,21
137,2,9:48.0,Turnover by T. McConnell (bad pass; steal by N. Young),,25,21
138,2,9:42.0,,J. Randle makes 2-pt dunk at rim (assist by L. Williams),25,23
139,2,9:37.0,Personal foul by B. Bass (drawn by J. Okafor),,25,23
140,2,9:28.0,Shooting foul by B. Bass (drawn by R. Holmes),,25,23
141,2,9:28.0,R. Holmes makes free throw 1 of 2,,26,23
142,2,9:28.0,R. Holmes misses free throw 2 of 2,,26,23
143,2,9:26.0,Offensive rebound by J. Okafor,,26,23
144,2,9:22.0,J. Okafor makes 2-pt layup from 1 ft,,28,23
145,2,9:09.0,,D. Russell makes 2-pt jump shot from 16 ft,28,25
146,2,8:53.0,J. Okafor makes 2-pt hook shot from 9 ft,,30,25
147,2,8:42.0,,D. Russell misses 2-pt jump shot from 17 ft,30,25
148,2,8:41.0,Defensive rebound by R. Covington,,30,25
149,2,8:38.0,Philadelphia full timeout,,30,25
150,2,8:38.0,,R. Hibbert enters the game for B. Bass,30,25
151,2,8:38.0,N. Noel enters the game for R. Holmes,,30,25
152,2,8:25.0,R. Covington misses 3-pt jump shot from 26 ft,,30,25
153,2,8:25.0,Offensive rebound by N. Noel,,30,25
154,2,8:15.0,J. Okafor misses 2-pt jump shot from 15 ft,,30,25
155,2,8:14.0,,Defensive rebound by J. Randle,30,25
156,2,8:00.0,,N. Young misses 2-pt jump shot from 16 ft,30,25
157,2,7:59.0,Defensive rebound by N. Noel,,30,25
158,2,7:49.0,N. Noel misses 2-pt jump shot from 5 ft,,30,25
159,2,7:48.0,,Defensive rebound by J. Randle,30,25
160,2,7:43.0,,Shooting foul by R. Covington (drawn by J. Randle),30,25
161,2,7:43.0,,J. Randle makes free throw 1 of 2,30,26
162,2,7:43.0,I. Canaan enters the game for T. McConnell,,30,26
163,2,7:43.0,I. Smith enters the game for N. Stauskas,,30,26
164,2,7:43.0,,J. Randle makes free throw 2 of 2,30,27
165,2,7:23.0,J. Okafor makes 2-pt jump shot from 12 ft (assist by R. Covington),,32,27
166,2,7:07.0,,D. Russell misses 2-pt jump shot from 18 ft,32,27
167,2,7:06.0,Defensive rebound by Team,,32,27
168,2,7:05.0,J. Sampson enters the game for R. Covington,,32,27
169,2,6:51.0,Turnover by I. Smith (bad pass; steal by J. Randle),,32,27
170,2,6:38.0,,L. Williams misses 3-pt jump shot from 25 ft,32,27
171,2,6:38.0,Defensive rebound by J. Okafor,,32,27
172,2,6:14.0,I. Smith misses 2-pt layup from 1 ft,,32,27
173,2,6:11.0,Offensive rebound by N. Noel,,32,27
174,2,6:11.0,N. Noel misses 2-pt dunk at rim,,32,27
175,2,6:10.0,,Defensive rebound by D. Russell,32,27
176,2,6:03.0,,N. Young makes 3-pt jump shot from 22 ft (assist by L. Williams),32,30
177,2,5:45.0,Turnover by N. Noel (lost ball),,32,30
178,2,5:45.0,Official timeout,,32,30
179,2,5:45.0,,L. Nance enters the game for J. Randle,32,30
180,2,5:45.0,J. Grant enters the game for J. Okafor,,32,30
181,2,5:26.0,,N. Young misses 2-pt jump shot from 16 ft,32,30
182,2,5:24.0,Defensive rebound by N. Noel,,32,30
183,2,5:23.0,Turnover by I. Smith (lost ball; steal by N. Young),,32,30
184,2,5:23.0,Loose ball foul by I. Smith (drawn by N. Young),,32,30
185,2,5:23.0,T. McConnell enters the game for I. Smith,,32,30
186,2,5:10.0,,L. Williams misses 2-pt jump shot from 13 ft,32,30
187,2,5:09.0,Defensive rebound by N. Noel,,32,30
188,2,4:56.0,J. Sampson misses 2-pt layup from 1 ft (block by R. Hibbert),,32,30
189,2,4:55.0,Offensive rebound by J. Sampson,,32,30
190,2,4:50.0,I. Canaan misses 3-pt jump shot from 22 ft,,32,30
191,2,4:49.0,,Defensive rebound by L. Nance,32,30
192,2,4:44.0,,D. Russell makes 2-pt jump shot from 4 ft,32,32
193,2,4:28.0,T. McConnell makes 3-pt jump shot from 22 ft (assist by J. Grant),,35,32
194,2,4:11.0,,D. Russell misses 2-pt jump shot from 15 ft,35,32
195,2,4:09.0,Defensive rebound by J. Sampson,,35,32
196,2,4:08.0,Turnover by I. Canaan (lost ball),,35,32
197,2,4:08.0,,A. Brown enters the game for D. Russell,35,32
198,2,4:08.0,,J. Clarkson enters the game for N. Young,35,32
199,2,3:54.0,,J. Clarkson misses 2-pt jump shot from 17 ft,35,32
200,2,3:54.0,Defensive rebound by N. Noel,,35,32
201,2,3:47.0,I. Canaan misses 3-pt jump shot from 24 ft,,35,32
202,2,3:46.0,,Defensive rebound by L. Williams,35,32
203,2,3:35.0,,Shooting foul by J. Sampson (drawn by L. Williams),35,32
204,2,3:35.0,,L. Williams makes free throw 1 of 2,35,33
205,2,3:35.0,,L. Williams makes free throw 2 of 2,35,34
206,2,3:19.0,N. Noel misses 2-pt jump shot from 15 ft,,35,34
207,2,3:18.0,,Defensive rebound by L. Nance,35,34
208,2,2:56.0,,R. Hibbert misses 2-pt jump shot from 18 ft,35,34
209,2,2:55.0,Defensive rebound by J. Grant,,35,34
210,2,2:42.0,T. McConnell makes 2-pt jump shot from 17 ft (assist by N. Noel),,37,34
211,2,2:28.0,,L. Williams misses 3-pt jump shot from 25 ft,37,34
212,2,2:26.0,Defensive rebound by J. Grant,,37,34
213,2,2:20.0,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),,39,34
214,2,2:03.0,,R. Hibbert misses 2-pt layup from 1 ft (block by N. Noel),39,34
215,2,2:02.0,,Offensive rebound by R. Hibbert,39,34
216,2,1:59.0,,R. Hibbert misses 2-pt layup at rim (block by J. Sampson),39,34
217,2,1:58.0,Defensive rebound by T. McConnell,,39,34
218,2,1:52.0,I. Canaan misses 3-pt jump shot from 22 ft,,39,34
219,2,1:52.0,,Defensive rebound by L. Nance,39,34
220,2,1:47.0,,L. Williams makes 2-pt layup at rim,39,36
221,2,1:47.0,,Shooting foul by T. McConnell (drawn by L. Williams),39,36
222,2,1:47.0,,LA Lakers full timeout,39,36
223,2,1:47.0,R. Covington enters the game for J. Sampson,,39,36
224,2,1:47.0,,L. Williams misses free throw 1 of 1,39,36
225,2,1:47.0,Defensive rebound by Team,,39,36
226,2,1:47.0,,Loose ball foul by R. Hibbert (drawn by J. Grant),39,36
227,2,1:30.0,J. Grant misses 2-pt layup from 2 ft,,39,36
228,2,1:29.0,,Defensive rebound by R. Hibbert,39,36
229,2,1:07.0,,R. Hibbert misses 2-pt jump shot from 10 ft,39,36
230,2,1:06.0,Defensive rebound by J. Grant,,39,36
231,2,0:54.0,N. Noel misses 2-pt hook shot from 8 ft,,39,36
232,2,0:53.0,,Defensive rebound by L. Nance,39,36
233,2,0:43.0,,J. Clarkson makes 2-pt layup from 1 ft,39,38
234,2,0:36.0,N. Noel makes 2-pt dunk at rim (assist by I. Canaan),,41,38
235,2,0:16.0,,Shooting foul by J. Grant (drawn by J. Clarkson),41,38
236,2,0:16.0,,J. Clarkson makes free throw 1 of 2,41,39
237,2,0:16.0,,J. Clarkson makes free throw 2 of 2,41,40
238,2,0:13.0,Philadelphia full timeout,,41,40
239,2,0:13.0,I. Smith enters the game for J. Grant,,41,40
240,2,0:13.0,N. Stauskas enters the game for T. McConnell,,41,40
241,2,0:13.0,,N. Young enters the game for R. Hibbert,41,40
242,2,0:01.0,N. Stauskas misses 3-pt jump shot from 23 ft,,41,40
243,2,0:00.0,Offensive rebound by Team,,41,40
244,3,11:39.0,J. Sampson misses 2-pt jump shot from 7 ft,,41,40
245,3,11:37.0,Offensive rebound by N. Noel,,41,40
246,3,11:25.0,Shooting foul by L. Nance (drawn by J. Grant),,41,40
247,3,11:25.0,J. Grant makes free throw 1 of 2,,42,40
248,3,11:25.0,J. Grant makes free throw 2 of 2,,43,40
249,3,11:09.0,,L. Williams misses 2-pt jump shot from 16 ft,43,40
250,3,11:09.0,Defensive rebound by N. Noel,,43,40
251,3,11:00.0,J. Sampson makes 2-pt layup at rim (assist by I. Smith),,45,40
252,3,10:30.0,,J. Clarkson misses 3-pt jump shot from 23 ft,45,40
253,3,10:29.0,Defensive rebound by I. Canaan,,45,40
254,3,10:21.0,J. Sampson misses 3-pt jump shot from 23 ft,,45,40
255,3,10:20.0,Offensive rebound by J. Grant,,45,40
256,3,10:20.0,Personal foul by L. Williams,,45,40
257,3,10:00.0,I. Smith misses 2-pt layup from 2 ft,,45,40
258,3,9:59.0,,Defensive rebound by A. Brown,45,40
259,3,9:53.0,,Shooting foul by J. Sampson (drawn by L. Williams),45,40
260,3,9:53.0,,L. Williams makes free throw 1 of 2,45,41
261,3,9:53.0,,L. Williams makes free throw 2 of 2,45,42
262,3,9:40.0,I. Canaan misses 2-pt jump shot from 4 ft (block by L. Williams),,45,42
263,3,9:39.0,Offensive rebound by I. Smith,,45,42
264,3,9:35.0,I. Canaan misses 3-pt jump shot from 23 ft,,45,42
265,3,9:34.0,Offensive rebound by J. Sampson,,45,42
266,3,9:31.0,J. Sampson makes 2-pt dunk at rim,,47,42
267,3,9:06.0,,J. Clarkson makes 2-pt jump shot from 11 ft,47,44
268,3,8:59.0,I. Smith misses 2-pt layup from 1 ft,,47,44
269,3,8:56.0,,Defensive rebound by R. Hibbert,47,44
270,3,8:51.0,,J. Clarkson misses 2-pt layup at rim,47,44
271,3,8:49.0,,Offensive rebound by L. Nance,47,44
272,3,8:47.0,,L. Nance makes 2-pt dunk at rim,47,46
273,3,8:28.0,I. Canaan misses 3-pt jump shot from 23 ft,,47,46
274,3,8:28.0,,Defensive rebound by L. Nance,47,46
275,3,8:16.0,,L. Williams makes 2-pt jump shot from 14 ft,47,48
276,3,8:00.0,I. Smith misses 2-pt jump shot from 18 ft,,47,48
277,3,7:58.0,Offensive rebound by N. Noel,,47,48
278,3,7:57.0,N. Noel makes 2-pt layup at rim,,49,48
279,3,7:57.0,Shooting foul by R. Hibbert (drawn by N. Noel),,49,48
280,3,7:57.0,N. Noel misses free throw 1 of 1,,49,48
281,3,7:56.0,,Defensive rebound by R. Hibbert,49,48
282,3,7:39.0,,Turnover by L. Williams (lost ball; steal by N. Noel),49,48
283,3,7:23.0,J. Grant misses 3-pt jump shot from 24 ft,,49,48
284,3,7:22.0,,Defensive rebound by A. Brown,49,48
285,3,7:13.0,,A. Brown makes 2-pt jump shot from 17 ft,49,50
286,3,7:01.0,I. Smith makes 2-pt layup at rim,,51,50
287,3,6:49.0,,Shooting foul by N. Noel (drawn by R. Hibbert),51,50
288,3,6:49.0,,R. Hibbert misses free throw 1 of 2,51,50
289,3,6:49.0,,Offensive rebound by Team,51,50
290,3,6:49.0,,R. Hibbert makes free throw 2 of 2,51,51
291,3,6:39.0,I. Smith misses 2-pt layup from 2 ft,,51,51
292,3,6:39.0,Offensive rebound by Team,,51,51
293,3,6:39.0,,Loose ball foul by J. Clarkson (drawn by N. Noel),51,51
294,3,6:27.0,I. Smith misses 2-pt jump shot from 14 ft,,51,51
295,3,6:22.0,,Defensive rebound by L. Nance,51,51
296,3,6:15.0,,J. Clarkson misses 2-pt layup at rim (block by N. Noel),51,51
297,3,6:13.0,,Offensive rebound by J. Clarkson,51,51
298,3,6:05.0,,L. Williams misses 3-pt jump shot from 26 ft,51,51
299,3,6:04.0,,Offensive rebound by L. Nance,51,51
300,3,6:04.0,,L. Nance makes 2-pt dunk at rim,51,53
301,3,6:04.0,Philadelphia full timeout,,51,53
302,3,6:04.0,N. Stauskas enters the game for J. Sampson,,51,53
303,3,5:52.0,Turnover by N. Stauskas (bad pass),,51,53
304,3,5:35.0,,L. Williams misses 2-pt jump shot from 12 ft,51,53
305,3,5:34.0,Defensive rebound by I. Canaan,,51,53
306,3,5:30.0,Personal foul by J. Clarkson (drawn by I. Smith),,51,53
307,3,5:30.0,I. Smith makes free throw 1 of 2,,52,53
308,3,5:30.0,J. Okafor enters the game for N. Noel,,52,53
309,3,5:30.0,,D. Russell enters the game for L. Williams,52,53
310,3,5:30.0,I. Smith misses free throw 2 of 2,,52,53
311,3,5:29.0,,Defensive rebound by Team,52,53
312,3,5:10.0,,J. Clarkson misses 2-pt layup from 1 ft,52,53
313,3,5:09.0,,Offensive rebound by L. Nance,52,53
314,3,5:09.0,,L. Nance misses 2-pt dunk at rim,52,53
315,3,5:07.0,Defensive rebound by I. Canaan,,52,53
316,3,4:51.0,Shooting block foul by R. Hibbert (drawn by I. Canaan),,52,53
317,3,4:51.0,I. Canaan makes free throw 1 of 2,,53,53
318,3,4:51.0,,B. Bass enters the game for R. Hibbert,53,53
319,3,4:51.0,R. Covington enters the game for J. Grant,,53,53
320,3,4:51.0,I. Canaan makes free throw 2 of 2,,54,53
321,3,4:22.0,,A. Brown makes 3-pt jump shot from 24 ft (assist by J. Clarkson),54,56
322,3,4:10.0,R. Covington misses 3-pt jump shot from 23 ft,,54,56
323,3,4:10.0,,Defensive rebound by L. Nance,54,56
324,3,3:58.0,,B. Bass makes 2-pt jump shot from 13 ft (assist by D. Russell),54,58
325,3,3:47.0,I. Smith misses 2-pt jump shot from 6 ft (block by D. Russell),,54,58
326,3,3:46.0,,Defensive rebound by D. Russell,54,58
327,3,3:33.0,,D. Russell misses 2-pt jump shot from 12 ft,54,58
328,3,3:32.0,Defensive rebound by R. Covington,,54,58
329,3,3:11.0,I. Canaan misses 2-pt layup from 2 ft,,54,58
330,3,3:10.0,,Defensive rebound by A. Brown,54,58
331,3,2:55.0,,L. Nance makes 2-pt layup from 2 ft (assist by D. Russell),54,60
332,3,2:49.0,Philadelphia full timeout,,54,60
333,3,2:49.0,,LA Lakers full timeout,54,60
334,3,2:49.0,,N. Young enters the game for A. Brown,54,60
335,3,2:49.0,,J. Randle enters the game for L. Nance,54,60
336,3,2:49.0,T. McConnell enters the game for I. Canaan,,54,60
337,3,2:49.0,J. Sampson enters the game for I. Smith,,54,60
338,3,2:32.0,Shooting foul by D. Russell (drawn by R. Covington),,54,60
339,3,2:32.0,R. Covington makes free throw 1 of 2,,55,60
340,3,2:32.0,R. Covington makes free throw 2 of 2,,56,60
341,3,2:13.0,,J. Randle makes 2-pt dunk at rim,56,62
342,3,2:02.0,J. Okafor makes 2-pt jump shot from 14 ft (assist by T. McConnell),,58,62
343,3,1:48.0,,Turnover by D. Russell (bad pass; steal by N. Stauskas),58,62
344,3,1:29.0,N. Stauskas misses 3-pt jump shot from 25 ft,,58,62
345,3,1:29.0,,Defensive rebound by J. Randle,58,62
346,3,1:23.0,,J. Randle misses 2-pt layup from 1 ft (block by T. McConnell),58,62
347,3,1:21.0,,Offensive rebound by B. Bass,58,62
348,3,1:18.0,,B. Bass misses 2-pt layup at rim (block by R. Covington),58,62
349,3,1:16.0,,Offensive rebound by N. Young,58,62
350,3,1:10.0,,N. Young misses 3-pt jump shot from 25 ft,58,62
351,3,1:09.0,,Offensive rebound by D. Russell,58,62
352,3,1:07.0,,D. Russell misses 2-pt layup at rim,58,62
353,3,1:07.0,,Offensive rebound by J. Randle,58,62
354,3,1:07.0,,Turnover by J. Randle (lost ball),58,62
355,3,0:50.0,Turnover by T. McConnell (bad pass; steal by D. Russell),,58,62
356,3,0:48.0,,Personal take foul by R. Covington (drawn by D. Russell),58,62
357,3,0:39.0,,Turnover by D. Russell (bad pass; steal by R. Covington),58,62
358,3,0:36.0,R. Covington makes 2-pt dunk at rim (assist by T. McConnell),,60,62
359,3,0:27.0,,D. Russell misses 2-pt jump shot from 19 ft,60,62
360,3,0:26.0,Defensive rebound by T. McConnell,,60,62
361,3,0:02.0,J. Okafor misses 2-pt jump shot from 7 ft,,60,62
362,3,0:00.0,Offensive rebound by Team,,60,62
363,4,11:42.0,,N. Young makes 2-pt jump shot from 14 ft,60,64
364,4,11:34.0,Turnover by J. Okafor (lost ball; steal by B. Bass),,60,64
365,4,11:29.0,,J. Randle makes 2-pt dunk at rim,60,66
366,4,11:05.0,T. McConnell misses 3-pt jump shot from 23 ft,,60,66
367,4,11:05.0,,Defensive rebound by N. Young,60,66
368,4,11:00.0,,B. Bass makes 2-pt dunk at rim (assist by L. Williams),60,68
369,4,11:00.0,Philadelphia full timeout,,60,68
370,4,11:00.0,J. Grant enters the game for R. Covington,,60,68
371,4,10:38.0,T. McConnell makes 2-pt layup from 1 ft (assist by N. Stauskas),,62,68
372,4,10:21.0,,Shooting foul by J. Okafor (drawn by L. Williams),62,68
373,4,10:21.0,,L. Williams makes free throw 1 of 2,62,69
374,4,10:21.0,,L. Williams makes free throw 2 of 2,62,70
375,4,10:06.0,J. Okafor makes 2-pt layup at rim (assist by T. McConnell),,64,70
376,4,9:47.0,,D. Russell misses 2-pt jump shot from 11 ft,64,70
377,4,9:45.0,Defensive rebound by J. Okafor,,64,70
378,4,9:38.0,J. Grant makes 2-pt layup from 1 ft (assist by T. McConnell),,66,70
379,4,9:28.0,,Shooting foul by N. Stauskas (drawn by B. Bass),66,70
380,4,9:28.0,,B. Bass makes free throw 1 of 2,66,71
381,4,9:28.0,,B. Bass misses free throw 2 of 2,66,71
382,4,9:26.0,Defensive rebound by J. Grant,,66,71
383,4,9:07.0,J. Grant makes 2-pt layup from 1 ft (assist by T. McConnell),,68,71
384,4,8:51.0,,J. Randle makes 2-pt layup from 1 ft (assist by L. Williams),68,73
385,4,8:36.0,I. Canaan misses 3-pt jump shot from 22 ft,,68,73
386,4,8:36.0,,Defensive rebound by J. Randle,68,73
387,4,8:22.0,,N. Young misses 2-pt jump shot from 10 ft,68,73
388,4,8:21.0,Defensive rebound by J. Okafor,,68,73
389,4,8:10.0,N. Stauskas makes 2-pt dunk at rim (assist by T. McConnell),,70,73
390,4,8:10.0,,LA Lakers full timeout,70,73
391,4,7:55.0,,N. Young makes 3-pt jump shot from 24 ft (assist by L. Williams),70,76
392,4,7:36.0,Turnover by N. Stauskas (lost ball; steal by N. Young),,70,76
393,4,7:30.0,,J. Randle makes 2-pt dunk at rim (assist by D. Russell),70,78
394,4,7:18.0,N. Stauskas misses 3-pt jump shot from 23 ft,,70,78
395,4,7:17.0,,Defensive rebound by L. Williams,70,78
396,4,7:02.0,,B. Bass misses 2-pt jump shot from 14 ft,70,78
