,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CLEVELAND_ACTION,ORLANDO_SCORE,CLEVELAND_SCORE
28,1,7:34.0,,T. Thompson makes 2-pt layup at rim,4,15
29,1,7:16.0,N. Vučević makes 2-pt hook shot from 16 ft,,6,15
30,1,7:13.0,,Def 3 sec tech foul by N. Vučević,6,15
31,1,7:13.0,,M. Dellavedova makes technical free throw,6,16
32,1,7:04.0,,Turnover by K. Love (bad pass; steal by E. Payton),6,16
33,1,6:58.0,V. Oladipo makes 2-pt dunk at rim (assist by E. Payton),,8,16
34,1,6:32.0,,L. James misses 2-pt jump shot from 18 ft,8,16
35,1,6:32.0,Defensive rebound by T. Harris,,8,16
36,1,6:20.0,N. Vučević makes 2-pt layup from 1 ft,,10,16
37,1,6:16.0,,Personal foul by E. Payton (drawn by L. James),10,16
38,1,6:07.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by L. James),10,19
39,1,5:49.0,E. Payton misses 3-pt jump shot from 24 ft,,10,19
40,1,5:48.0,,Defensive rebound by T. Thompson,10,19
41,1,5:37.0,,K. Love makes 2-pt hook shot from 5 ft (assist by L. James),10,21
42,1,5:31.0,Orlando full timeout,,10,21
43,1,5:31.0,,J. Cunningham enters the game for M. Dellavedova,10,21
44,1,5:16.0,V. Oladipo misses 3-pt jump shot from 25 ft,,10,21
45,1,5:15.0,,Defensive rebound by K. Love,10,21
46,1,5:13.0,,Shooting foul by V. Oladipo (drawn by L. James),10,21
47,1,5:13.0,,L. James misses free throw 1 of 2,10,21
48,1,5:13.0,,Offensive rebound by Team,10,21
49,1,5:13.0,,L. James makes free throw 2 of 2,10,22
50,1,5:01.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by E. Payton),,13,22
51,1,4:43.0,,T. Thompson misses 2-pt jump shot from 5 ft,13,22
52,1,4:42.0,Defensive rebound by E. Fournier,,13,22
53,1,4:34.0,E. Fournier makes 2-pt jump shot from 6 ft,,15,22
54,1,4:12.0,,K. Love makes 2-pt hook shot from 7 ft,15,24
55,1,3:58.0,T. Harris makes 2-pt jump shot from 8 ft (assist by E. Payton),,17,24
56,1,3:58.0,Shooting foul by T. Thompson (drawn by T. Harris),,17,24
57,1,3:58.0,A. Nicholson enters the game for V. Oladipo,,17,24
58,1,3:58.0,T. Harris misses free throw 1 of 1,,17,24
59,1,3:56.0,,Defensive rebound by T. Thompson,17,24
60,1,3:46.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),17,27
61,1,3:23.0,N. Vučević misses 2-pt hook shot from 8 ft,,17,27
62,1,3:23.0,,Defensive rebound by Team,17,27
63,1,3:16.0,,Turnover by L. James (bad pass; steal by A. Nicholson),17,27
64,1,3:13.0,T. Harris makes 2-pt layup from 1 ft,,19,27
65,1,3:13.0,Shooting foul by K. Love (drawn by T. Harris),,19,27
66,1,3:13.0,,R. Jefferson enters the game for L. James,19,27
67,1,3:13.0,J. Smith enters the game for N. Vučević,,19,27
68,1,3:13.0,S. Napier enters the game for E. Payton,,19,27
69,1,3:13.0,T. Harris makes free throw 1 of 1,,20,27
70,1,2:53.0,,Turnover by R. Jefferson (lost ball; steal by J. Smith),20,27
71,1,2:48.0,Offensive foul by A. Nicholson (drawn by J. Smith),,20,27
72,1,2:48.0,Turnover by A. Nicholson (offensive foul),,20,27
73,1,2:48.0,,Cleveland full timeout,20,27
74,1,2:38.0,,Turnover by J. Cunningham (lost ball; steal by S. Napier),20,27
75,1,2:30.0,A. Nicholson makes 2-pt layup at rim (assist by T. Harris),,22,27
76,1,2:19.0,,J. Jones enters the game for K. Love,22,27
77,1,2:19.0,,A. Varejão enters the game for T. Thompson,22,27
78,1,2:08.0,,Turnover by J. Smith (bad pass),22,27
79,1,1:56.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by T. Harris),,25,27
80,1,1:33.0,,A. Varejão makes 2-pt jump shot from 16 ft (assist by R. Jefferson),25,29
81,1,1:13.0,S. Napier misses 2-pt jump shot from 5 ft,,25,29
82,1,1:11.0,,Defensive rebound by A. Varejão,25,29
83,1,1:00.0,,J. Cunningham misses 3-pt jump shot from 26 ft,25,29
84,1,1:00.0,,Offensive rebound by Team,25,29
85,1,1:00.0,Loose ball foul by J. Smith (drawn by A. Varejão),,25,29
86,1,1:00.0,A. Gordon enters the game for T. Harris,,25,29
87,1,1:00.0,V. Oladipo enters the game for E. Fournier,,25,29
88,1,0:51.0,,J. Jones misses 2-pt jump shot from 17 ft,25,29
89,1,0:49.0,Defensive rebound by A. Gordon,,25,29
90,1,0:43.0,Personal foul by J. Jones (drawn by A. Gordon),,25,29
91,1,0:43.0,,M. Dellavedova enters the game for J. Smith,25,29
92,1,0:37.0,S. Napier misses 3-pt jump shot from 25 ft,,25,29
93,1,0:36.0,,Defensive rebound by A. Varejão,25,29
94,1,0:14.0,,R. Jefferson misses 2-pt dunk at rim,25,29
95,1,0:12.0,,Offensive rebound by J. Cunningham,25,29
96,1,0:09.0,,R. Jefferson misses 2-pt jump shot from 12 ft (block by A. Gordon),25,29
97,1,0:06.0,Defensive rebound by V. Oladipo,,25,29
98,1,0:00.0,V. Oladipo makes 2-pt layup from 1 ft,,27,29
99,2,11:46.0,,J. Jones misses 3-pt jump shot from 24 ft,27,29
100,2,11:46.0,Defensive rebound by J. Smith,,27,29
101,2,11:25.0,Turnover by A. Nicholson (bad pass; steal by J. Cunningham),,27,29
102,2,11:23.0,,Shooting foul by V. Oladipo (drawn by J. Cunningham),27,29
103,2,11:23.0,,J. Cunningham misses free throw 1 of 2,27,29
104,2,11:23.0,,Offensive rebound by Team,27,29
105,2,11:23.0,,J. Cunningham makes free throw 2 of 2,27,30
106,2,11:08.0,A. Nicholson makes 3-pt jump shot from 25 ft (assist by S. Napier),,30,30
107,2,10:53.0,,R. Jefferson makes 2-pt layup at rim (assist by M. Dellavedova),30,32
108,2,10:40.0,A. Nicholson misses 3-pt jump shot from 24 ft,,30,32
109,2,10:40.0,,Defensive rebound by J. Cunningham,30,32
110,2,10:30.0,,J. Jones misses 3-pt jump shot from 23 ft,30,32
111,2,10:30.0,Defensive rebound by J. Smith,,30,32
112,2,10:23.0,A. Gordon makes 3-pt jump shot from 22 ft (assist by V. Oladipo),,33,32
113,2,10:12.0,,Personal foul by S. Napier (drawn by J. Jones),33,32
114,2,10:03.0,,M. Dellavedova makes 2-pt jump shot from 10 ft,33,34
115,2,9:49.0,V. Oladipo misses 2-pt jump shot from 4 ft,,33,34
116,2,9:47.0,Offensive rebound by A. Nicholson,,33,34
117,2,9:47.0,A. Nicholson makes 2-pt dunk at rim,,35,34
118,2,9:35.0,Offensive charge foul by J. Cunningham (drawn by A. Nicholson),,35,34
119,2,9:35.0,,Turnover by J. Cunningham (offensive foul),35,34
120,2,9:35.0,,J. Smith enters the game for J. Cunningham,35,34
121,2,9:24.0,,Violation by J. Smith (kicked ball),35,34
122,2,9:17.0,A. Nicholson makes 3-pt jump shot from 24 ft (assist by S. Napier),,38,34
123,2,9:02.0,,J. Smith misses 2-pt jump shot from 13 ft,38,34
124,2,9:01.0,,Offensive rebound by A. Varejão,38,34
125,2,8:57.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,38,34
126,2,8:56.0,Defensive rebound by J. Smith,,38,34
127,2,8:45.0,V. Oladipo makes 2-pt layup from 1 ft (assist by J. Smith),,40,34
128,2,8:45.0,,Cleveland full timeout,40,34
129,2,8:45.0,,K. Love enters the game for J. Jones,40,34
130,2,8:45.0,,T. Thompson enters the game for A. Varejão,40,34
131,2,8:38.0,,Turnover by T. Thompson (lost ball; steal by V. Oladipo),40,34
132,2,8:29.0,A. Nicholson makes 2-pt layup at rim (assist by V. Oladipo),,42,34
133,2,8:10.0,,K. Love makes 2-pt hook shot from 7 ft,42,36
134,2,7:56.0,S. Napier makes 2-pt jump shot from 19 ft,,44,36
135,2,7:34.0,,K. Love makes 2-pt jump shot from 16 ft (assist by R. Jefferson),44,38
136,2,7:14.0,Personal foul by M. Dellavedova (drawn by S. Napier),,44,38
137,2,7:14.0,N. Vučević enters the game for J. Smith,,44,38
138,2,7:14.0,,L. James enters the game for R. Jefferson,44,38
139,2,7:00.0,N. Vučević makes 2-pt jump shot from 14 ft (assist by A. Gordon),,46,38
140,2,6:47.0,,K. Love misses 2-pt jump shot from 17 ft,46,38
141,2,6:46.0,Defensive rebound by A. Gordon,,46,38
142,2,6:27.0,S. Napier makes 2-pt jump shot from 11 ft,,48,38
143,2,6:12.0,,K. Love makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),48,41
144,2,5:44.0,A. Gordon misses 3-pt jump shot from 24 ft,,48,41
145,2,5:44.0,,Defensive rebound by L. James,48,41
146,2,5:31.0,,K. Love makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),48,44
147,2,5:08.0,A. Gordon misses 2-pt layup from 2 ft (block by J. Smith),,48,44
148,2,5:07.0,,Defensive rebound by T. Thompson,48,44
149,2,5:00.0,,K. Love makes 3-pt jump shot from 22 ft (assist by L. James),48,47
150,2,4:37.0,V. Oladipo makes 2-pt layup from 1 ft,,50,47
151,2,4:21.0,,L. James misses 2-pt jump shot from 14 ft,50,47
152,2,4:20.0,Defensive rebound by A. Nicholson,,50,47
153,2,4:15.0,Turnover by A. Gordon (traveling),,50,47
154,2,4:15.0,Official timeout,,50,47
155,2,4:15.0,E. Payton enters the game for V. Oladipo,,50,47
156,2,4:15.0,E. Fournier enters the game for A. Nicholson,,50,47
157,2,4:15.0,T. Harris enters the game for S. Napier,,50,47
158,2,4:03.0,,Personal foul by A. Gordon (drawn by K. Love),50,47
159,2,3:49.0,,Shooting foul by T. Harris (drawn by K. Love),50,47
160,2,3:49.0,,K. Love makes free throw 1 of 3,50,48
161,2,3:49.0,,K. Love misses free throw 2 of 3,50,48
162,2,3:49.0,,Offensive rebound by Team,50,48
163,2,3:49.0,,K. Love makes free throw 3 of 3,50,49
164,2,3:28.0,A. Gordon misses 2-pt layup from 1 ft,,50,49
165,2,3:27.0,,Defensive rebound by L. James,50,49
166,2,3:21.0,,Turnover by K. Love (bad pass; steal by E. Fournier),50,49
167,2,3:15.0,A. Gordon makes 2-pt dunk at rim (assist by T. Harris),,52,49
168,2,2:50.0,,K. Love makes 2-pt jump shot from 9 ft,52,51
169,2,2:37.0,A. Gordon misses 2-pt jump shot from 20 ft,,52,51
170,2,2:35.0,,Defensive rebound by K. Love,52,51
171,2,2:27.0,,Shooting foul by A. Gordon (drawn by L. James),52,51
172,2,2:27.0,Orlando full timeout,,52,51
173,2,2:27.0,,L. James misses free throw 1 of 2,52,51
174,2,2:27.0,,Offensive rebound by Team,52,51
175,2,2:27.0,A. Nicholson enters the game for A. Gordon,,52,51
176,2,2:27.0,,J. Cunningham enters the game for M. Dellavedova,52,51
177,2,2:27.0,,L. James misses free throw 2 of 2,52,51
178,2,2:22.0,Defensive rebound by N. Vučević,,52,51
179,2,2:13.0,Turnover by E. Fournier (lost ball),,52,51
180,2,1:57.0,,J. Smith makes 2-pt layup at rim (assist by L. James),52,53
181,2,1:42.0,N. Vučević misses 2-pt jump shot from 17 ft,,52,53
182,2,1:42.0,,Defensive rebound by Team,52,53
183,2,1:42.0,Loose ball foul by A. Nicholson (drawn by T. Thompson),,52,53
184,2,1:42.0,,T. Thompson makes free throw 1 of 2,52,54
185,2,1:42.0,,T. Thompson misses free throw 2 of 2,52,54
186,2,1:41.0,Defensive rebound by A. Nicholson,,52,54
187,2,1:27.0,Turnover by T. Harris (bad pass; steal by L. James),,52,54
188,2,1:20.0,,J. Smith misses 3-pt jump shot from 25 ft,52,54
189,2,1:19.0,Defensive rebound by T. Harris,,52,54
190,2,1:11.0,E. Payton misses 2-pt layup from 3 ft (block by K. Love),,52,54
191,2,1:10.0,,Defensive rebound by T. Thompson,52,54
192,2,1:06.0,,J. Smith makes 2-pt layup from 2 ft (assist by L. James),52,56
193,2,0:51.0,A. Nicholson makes 3-pt jump shot from 25 ft (assist by N. Vučević),,55,56
194,2,0:28.0,,K. Love makes 3-pt jump shot from 22 ft (assist by L. James),55,59
195,2,0:09.0,E. Payton misses 2-pt jump shot from 18 ft,,55,59
196,2,0:09.0,,Defensive rebound by T. Thompson,55,59
197,2,0:02.0,,J. Cunningham misses 3-pt jump shot from 26 ft (block by T. Harris),55,59
198,2,0:00.0,Defensive rebound by A. Nicholson,,55,59
199,3,11:32.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),55,62
200,3,11:20.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by T. Harris),,58,62
201,3,11:05.0,,K. Love misses 3-pt jump shot from 25 ft,58,62
202,3,11:04.0,Defensive rebound by E. Payton,,58,62
203,3,10:58.0,T. Harris makes 2-pt layup at rim (assist by E. Fournier),,60,62
204,3,10:31.0,,L. James makes 2-pt jump shot from 5 ft (assist by M. Dellavedova),60,64
205,3,10:14.0,V. Oladipo misses 2-pt layup at rim,,60,64
206,3,10:13.0,,Defensive rebound by T. Thompson,60,64
207,3,9:56.0,,J. Smith misses 3-pt jump shot from 26 ft,60,64
208,3,9:55.0,Defensive rebound by N. Vučević,,60,64
209,3,9:45.0,E. Payton misses 2-pt jump shot from 13 ft,,60,64
210,3,9:44.0,Offensive rebound by N. Vučević,,60,64
211,3,9:39.0,T. Harris misses 3-pt jump shot from 23 ft,,60,64
212,3,9:38.0,,Defensive rebound by K. Love,60,64
213,3,9:17.0,,L. James makes 2-pt layup from 2 ft (assist by J. Smith),60,66
214,3,8:54.0,V. Oladipo misses 3-pt jump shot from 25 ft,,60,66
215,3,8:54.0,,Defensive rebound by K. Love,60,66
216,3,8:41.0,,M. Dellavedova misses 3-pt jump shot from 23 ft,60,66
217,3,8:41.0,Defensive rebound by Team,,60,66
218,3,8:26.0,E. Payton misses 2-pt jump shot from 8 ft,,60,66
219,3,8:25.0,,Defensive rebound by T. Thompson,60,66
220,3,8:16.0,,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),60,68
221,3,8:00.0,Shooting foul by J. Smith (drawn by E. Fournier),,60,68
222,3,8:00.0,E. Fournier makes free throw 1 of 2,,61,68
223,3,8:00.0,E. Fournier makes free throw 2 of 2,,62,68
224,3,7:41.0,,L. James makes 2-pt jump shot from 3 ft,62,70
225,3,7:41.0,,Shooting foul by E. Fournier (drawn by L. James),62,70
226,3,7:41.0,,L. James misses free throw 1 of 1,62,70
227,3,7:40.0,Defensive rebound by V. Oladipo,,62,70
228,3,7:19.0,E. Payton misses 2-pt jump shot from 10 ft,,62,70
229,3,7:17.0,,Defensive rebound by K. Love,62,70
230,3,7:10.0,,L. James misses 3-pt jump shot from 25 ft,62,70
231,3,7:09.0,Defensive rebound by E. Payton,,62,70
232,3,6:59.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by T. Harris),,64,70
233,3,6:42.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by K. Love),64,73
234,3,6:17.0,T. Harris misses 2-pt jump shot from 12 ft,,64,73
235,3,6:15.0,,Defensive rebound by T. Thompson,64,73
236,3,6:12.0,,Cleveland full timeout,64,73
237,3,6:12.0,S. Napier enters the game for E. Payton,,64,73
238,3,6:02.0,,M. Dellavedova makes 3-pt jump shot from 22 ft (assist by J. Smith),64,76
239,3,5:42.0,N. Vučević makes 2-pt jump shot from 14 ft,,66,76
240,3,5:23.0,,J. Smith makes 3-pt jump shot from 22 ft (assist by L. James),66,79
241,3,4:58.0,S. Napier misses 3-pt jump shot from 24 ft,,66,79
242,3,4:57.0,,Defensive rebound by L. James,66,79
243,3,4:54.0,,Personal foul by E. Fournier (drawn by L. James),66,79
244,3,4:54.0,,J. Cunningham enters the game for M. Dellavedova,66,79
245,3,4:54.0,A. Nicholson enters the game for V. Oladipo,,66,79
246,3,4:47.0,,J. Smith makes 2-pt jump shot from 6 ft (assist by K. Love),66,81
247,3,4:23.0,E. Fournier misses 2-pt jump shot from 10 ft,,66,81
248,3,4:22.0,,Defensive rebound by T. Thompson,66,81
249,3,4:15.0,,Personal foul by E. Fournier (drawn by T. Thompson),66,81
250,3,4:15.0,V. Oladipo enters the game for E. Fournier,,66,81
251,3,4:08.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Love),66,83
252,3,3:46.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by S. Napier),,68,83
253,3,3:33.0,,Shooting foul by N. Vučević (drawn by T. Thompson),68,83
254,3,3:33.0,,T. Thompson makes free throw 1 of 2,68,84
255,3,3:33.0,,T. Thompson makes free throw 2 of 2,68,85
256,3,3:15.0,V. Oladipo misses 2-pt jump shot from 15 ft,,68,85
257,3,3:14.0,,Defensive rebound by T. Thompson,68,85
258,3,3:08.0,,K. Love misses 3-pt jump shot from 24 ft,68,85
259,3,3:07.0,Defensive rebound by A. Nicholson,,68,85
260,3,2:59.0,Turnover by N. Vučević (bad pass),,68,85
261,3,2:59.0,Orlando full timeout,,68,85
262,3,2:59.0,,R. Jefferson enters the game for L. James,68,85
263,3,2:42.0,,Shooting foul by N. Vučević (drawn by K. Love),68,85
264,3,2:42.0,,K. Love makes free throw 1 of 2,68,86
265,3,2:42.0,,K. Love makes free throw 2 of 2,68,87
266,3,2:22.0,N. Vučević misses 2-pt jump shot from 8 ft,,68,87
267,3,2:21.0,,Defensive rebound by J. Cunningham,68,87
268,3,2:17.0,,Shooting foul by A. Nicholson (drawn by K. Love),68,87
269,3,2:17.0,,K. Love makes free throw 1 of 2,68,88
270,3,2:17.0,A. Gordon enters the game for T. Harris,,68,88
271,3,2:17.0,J. Smith enters the game for N. Vučević,,68,88
272,3,2:17.0,M. Hezonja enters the game for V. Oladipo,,68,88
273,3,2:17.0,,K. Love makes free throw 2 of 2,68,89
274,3,1:54.0,J. Smith makes 2-pt jump shot from 20 ft (assist by S. Napier),,70,89
275,3,1:37.0,,K. Love misses 2-pt jump shot from 17 ft,70,89
276,3,1:36.0,Defensive rebound by A. Nicholson,,70,89
277,3,1:23.0,Shooting foul by T. Thompson (drawn by S. Napier),,70,89
278,3,1:23.0,S. Napier misses free throw 1 of 2,,70,89
279,3,1:23.0,Offensive rebound by Team,,70,89
280,3,1:23.0,,J. Jones enters the game for K. Love,70,89
281,3,1:23.0,S. Napier makes free throw 2 of 2,,71,89
282,3,1:02.0,,J. Cunningham misses 2-pt layup at rim,71,89
283,3,1:01.0,Defensive rebound by A. Nicholson,,71,89
284,3,1:01.0,Personal foul by T. Thompson (drawn by A. Nicholson),,71,89
285,3,1:01.0,A. Nicholson makes free throw 1 of 2,,72,89
286,3,1:01.0,,A. Varejão enters the game for T. Thompson,72,89
287,3,1:01.0,A. Nicholson makes free throw 2 of 2,,73,89
288,3,0:51.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by J. Cunningham),73,92
289,3,0:47.0,S. Napier misses 2-pt layup from 3 ft (block by J. Cunningham),,73,92
290,3,0:45.0,,Defensive rebound by A. Varejão,73,92
291,3,0:32.0,,J. Cunningham misses 2-pt jump shot from 5 ft (block by S. Napier),73,92
292,3,0:31.0,,Offensive rebound by A. Varejão,73,92
293,3,0:29.0,,J. Jones misses 2-pt layup at rim (block by A. Gordon),73,92
294,3,0:28.0,Defensive rebound by M. Hezonja,,73,92
295,3,0:23.0,A. Nicholson makes free throw 1 of 1,,74,92
296,3,0:23.0,M. Hezonja makes 2-pt layup from 3 ft (assist by S. Napier),,76,92
297,3,0:23.0,,Loose ball foul by R. Jefferson (drawn by A. Nicholson),76,92
298,3,0:00.0,,J. Smith misses 3-pt jump shot from 22 ft,76,92
299,3,0:00.0,,Offensive rebound by Team,76,92
300,4,11:40.0,A. Nicholson misses 2-pt hook shot from 9 ft,,76,92
301,4,11:39.0,,Defensive rebound by A. Varejão,76,92
302,4,11:33.0,,Personal foul by A. Gordon (drawn by A. Varejão),76,92
303,4,11:23.0,,L. James misses 2-pt jump shot from 16 ft,76,92
304,4,11:21.0,Defensive rebound by A. Nicholson,,76,92
305,4,11:18.0,Shooting foul by J. Cunningham (drawn by S. Napier),,76,92
306,4,11:18.0,S. Napier makes free throw 1 of 2,,77,92
307,4,11:18.0,S. Napier misses free throw 2 of 2,,77,92
308,4,11:17.0,,Defensive rebound by R. Jefferson,77,92
309,4,10:54.0,,L. James makes 2-pt hook shot from 3 ft,77,94
310,4,10:44.0,M. Hezonja misses 2-pt jump shot from 22 ft,,77,94
311,4,10:43.0,,Defensive rebound by L. James,77,94
312,4,10:22.0,,J. Cunningham misses 2-pt layup at rim (block by J. Smith),77,94
313,4,10:21.0,,Offensive rebound by A. Varejão,77,94
314,4,10:08.0,,J. Cunningham makes 3-pt jump shot from 23 ft (assist by L. James),77,97
315,4,9:51.0,A. Nicholson misses 3-pt jump shot from 25 ft,,77,97
316,4,9:51.0,,Defensive rebound by L. James,77,97
317,4,9:49.0,,Shooting foul by A. Nicholson (drawn by A. Varejão),77,97
318,4,9:49.0,,A. Varejão misses free throw 1 of 2,77,97
319,4,9:49.0,,Offensive rebound by Team,77,97
320,4,9:49.0,,A. Varejão misses free throw 2 of 2,77,97
321,4,9:47.0,Defensive rebound by S. Napier,,77,97
322,4,9:24.0,J. Smith misses 2-pt jump shot from 13 ft,,77,97
323,4,9:22.0,Offensive rebound by A. Gordon,,77,97
324,4,9:22.0,A. Gordon makes 2-pt layup at rim,,79,97
325,4,9:08.0,,A. Varejão makes 2-pt layup at rim (assist by L. James),79,99
326,4,8:49.0,J. Smith misses 2-pt jump shot from 8 ft,,79,99
327,4,8:47.0,,Defensive rebound by A. Varejão,79,99
328,4,8:34.0,,R. Jefferson makes 2-pt layup from 2 ft (assist by J. Jones),79,101
329,4,8:16.0,J. Smith makes 2-pt dunk at rim (assist by S. Napier),,81,101
330,4,7:54.0,,J. Jones makes 3-pt jump shot from 25 ft (assist by L. James),81,104
331,4,7:39.0,S. Napier makes 2-pt jump shot from 20 ft,,83,104
332,4,7:13.0,,L. James misses 2-pt layup from 3 ft (block by A. Gordon),83,104
333,4,7:11.0,Defensive rebound by M. Hezonja,,83,104
334,4,7:07.0,S. Napier misses 2-pt layup from 2 ft,,83,104
335,4,7:05.0,Offensive rebound by M. Hezonja,,83,104
336,4,7:05.0,M. Hezonja misses 2-pt layup from 1 ft,,83,104
337,4,7:02.0,Offensive rebound by A. Gordon,,83,104
338,4,7:00.0,A. Gordon makes 2-pt dunk at rim,,85,104
339,4,6:49.0,,R. Jefferson makes 2-pt layup at rim (assist by L. James),85,106
340,4,6:49.0,,Shooting foul by J. Smith (drawn by R. Jefferson),85,106
341,4,6:49.0,Official timeout,,85,106
342,4,6:49.0,D. Dedmon enters the game for A. Nicholson,,85,106
343,4,6:49.0,C. Frye enters the game for J. Smith,,85,106
344,4,6:49.0,,R. Jefferson makes free throw 1 of 1,85,107
345,4,6:34.0,Shooting foul by J. Jones (drawn by D. Dedmon),,85,107
346,4,6:34.0,D. Dedmon misses free throw 1 of 2,,85,107
347,4,6:34.0,Offensive rebound by Team,,85,107
348,4,6:34.0,D. Dedmon misses free throw 2 of 2,,85,107
349,4,6:30.0,Offensive rebound by A. Gordon,,85,107
350,4,6:30.0,A. Gordon makes 2-pt layup at rim,,87,107
351,4,6:11.0,,L. James misses 2-pt jump shot from 15 ft,87,107
352,4,6:10.0,Defensive rebound by M. Hezonja,,87,107
353,4,6:07.0,Personal foul by J. Jones (drawn by D. Dedmon),,87,107
354,4,6:07.0,D. Dedmon makes free throw 1 of 2,,88,107
355,4,6:07.0,D. Dedmon misses free throw 2 of 2,,88,107
356,4,6:05.0,,Defensive rebound by Team,88,107
357,4,5:57.0,,Turnover by L. James (bad pass),88,107
358,4,5:57.0,,Cleveland full timeout,88,107
359,4,5:57.0,,J. Smith enters the game for R. Jefferson,88,107
360,4,5:57.0,,T. Thompson enters the game for J. Jones,88,107
361,4,5:57.0,,K. Love enters the game for A. Varejão,88,107
362,4,5:43.0,C. Frye makes 3-pt jump shot from 24 ft (assist by S. Napier),,91,107
363,4,5:08.0,,L. James misses 3-pt jump shot from 23 ft,91,107
364,4,5:08.0,Defensive rebound by Team,,91,107
365,4,4:53.0,C. Frye makes 3-pt jump shot from 25 ft (assist by S. Napier),,94,107
366,4,4:27.0,,J. Smith misses 2-pt layup at rim,94,107
367,4,4:27.0,Defensive rebound by S. Napier,,94,107
368,4,4:14.0,A. Gordon misses 2-pt jump shot from 16 ft,,94,107
369,4,4:13.0,,Defensive rebound by K. Love,94,107
370,4,4:09.0,,L. James makes 2-pt dunk at rim (assist by K. Love),94,109
371,4,3:51.0,S. Napier misses 3-pt jump shot from 26 ft,,94,109
372,4,3:51.0,,Defensive rebound by T. Thompson,94,109
373,4,3:51.0,,Cleveland full timeout,94,109
374,4,3:36.0,,J. Smith misses 3-pt jump shot from 24 ft,94,109
375,4,3:36.0,Defensive rebound by S. Napier,,94,109
376,4,3:19.0,C. Frye makes 3-pt jump shot from 24 ft (assist by S. Napier),,97,109
377,4,2:49.0,,J. Smith makes 3-pt jump shot from 27 ft (assist by T. Thompson),97,112
378,4,2:42.0,Shooting foul by J. Cunningham (drawn by S. Napier),,97,112
379,4,2:42.0,S. Napier makes free throw 1 of 2,,98,112
380,4,2:42.0,S. Napier makes free throw 2 of 2,,99,112
381,4,2:19.0,,K. Love makes 3-pt jump shot from 25 ft (assist by J. Cunningham),99,115
382,4,2:04.0,Shooting foul by T. Thompson (drawn by S. Napier),,99,115
383,4,2:04.0,S. Napier misses free throw 1 of 2,,99,115
384,4,2:04.0,Offensive rebound by Team,,99,115
385,4,2:04.0,,R. Jefferson enters the game for L. James,99,115
