,QUARTER,TIME_REMAINING,HOUSTON_ACTION,INDIANA_ACTION,HOUSTON_SCORE,INDIANA_SCORE
26,1,8:15.0,T. Ariza misses 2-pt layup from 1 ft,,8,9
27,1,8:15.0,,Defensive rebound by I. Mahinmi,8,9
28,1,8:07.0,,P. George makes 2-pt layup at rim (assist by M. Ellis),8,11
29,1,8:04.0,Houston full timeout,,8,11
30,1,7:53.0,J. Harden misses 3-pt jump shot from 24 ft,,8,11
31,1,7:52.0,,Defensive rebound by I. Mahinmi,8,11
32,1,7:35.0,,M. Turner misses 2-pt jump shot from 18 ft,8,11
33,1,7:34.0,Defensive rebound by D. Howard,,8,11
34,1,7:21.0,Turnover by D. Howard (3 sec),,8,11
35,1,7:09.0,,M. Turner misses 2-pt jump shot from 18 ft,8,11
36,1,7:09.0,Defensive rebound by J. Harden,,8,11
37,1,6:55.0,J. Harden misses 3-pt jump shot from 26 ft,,8,11
38,1,6:54.0,Offensive rebound by D. Howard,,8,11
39,1,6:51.0,D. Howard makes 2-pt dunk at rim,,10,11
40,1,6:33.0,,P. George misses 3-pt jump shot from 26 ft,10,11
41,1,6:31.0,,Offensive rebound by I. Mahinmi,10,11
42,1,6:25.0,,M. Turner misses 2-pt layup from 1 ft,10,11
43,1,6:25.0,Defensive rebound by D. Howard,,10,11
44,1,6:19.0,Personal foul by M. Turner,,10,11
45,1,6:19.0,M. Beasley enters the game for D. Motiejūnas,,10,11
46,1,6:19.0,,S. Hill enters the game for M. Turner,10,11
47,1,6:09.0,T. Ariza misses 3-pt jump shot from 26 ft,,10,11
48,1,6:08.0,,Defensive rebound by P. George,10,11
49,1,5:53.0,,P. George makes 2-pt jump shot from 14 ft,10,13
50,1,5:44.0,Turnover by T. Ariza (bad pass),,10,13
51,1,5:35.0,,P. George makes 2-pt layup at rim (assist by S. Hill),10,15
52,1,5:19.0,M. Beasley misses 2-pt jump shot from 7 ft,,10,15
53,1,5:19.0,Offensive rebound by Team,,10,15
54,1,5:19.0,,Loose ball foul by S. Hill,10,15
55,1,5:19.0,C. Capela enters the game for D. Howard,,10,15
56,1,5:11.0,Turnover by T. Ariza (bad pass; steal by S. Hill),,10,15
57,1,5:09.0,,Shooting block foul by M. Beasley (drawn by P. George),10,15
58,1,5:09.0,,P. George makes free throw 1 of 2,10,16
59,1,5:09.0,J. Terry enters the game for P. Beverley,,10,16
60,1,5:09.0,,J. Hill enters the game for I. Mahinmi,10,16
61,1,5:09.0,,P. George makes free throw 2 of 2,10,17
62,1,4:56.0,M. Beasley makes 2-pt jump shot from 5 ft,,12,17
63,1,4:33.0,,M. Ellis makes 2-pt layup from 1 ft,12,19
64,1,4:08.0,M. Beasley misses 2-pt layup from 1 ft,,12,19
65,1,4:07.0,,Defensive rebound by P. George,12,19
66,1,3:57.0,,J. Hill makes 2-pt layup from 4 ft,12,21
67,1,3:49.0,Personal foul by G. Hill,,12,21
68,1,3:49.0,C. Brewer enters the game for T. Ariza,,12,21
69,1,3:41.0,C. Brewer makes 2-pt hook shot from 6 ft (assist by J. Terry),,14,21
70,1,3:25.0,,M. Ellis misses 2-pt jump shot from 19 ft,14,21
71,1,3:24.0,Defensive rebound by J. Terry,,14,21
72,1,3:19.0,J. Harden makes 2-pt layup from 1 ft (assist by J. Terry),,16,21
73,1,3:01.0,,J. Hill misses 2-pt layup at rim,16,21
74,1,3:00.0,Defensive rebound by M. Beasley,,16,21
75,1,2:56.0,Shooting foul by M. Ellis (drawn by C. Brewer),,16,21
76,1,2:56.0,,Indiana full timeout,16,21
77,1,2:56.0,,T. Lawson enters the game for M. Ellis,16,21
78,1,2:56.0,,R. Stuckey enters the game for G. Hill,16,21
79,1,2:56.0,C. Brewer misses free throw 1 of 2,,16,21
80,1,2:56.0,Offensive rebound by Team,,16,21
81,1,2:56.0,C. Brewer makes free throw 2 of 2,,17,21
82,1,2:33.0,,J. Hill misses 2-pt layup at rim,17,21
83,1,2:32.0,Defensive rebound by C. Brewer,,17,21
84,1,2:26.0,C. Brewer misses 2-pt layup from 2 ft (block by P. George),,17,21
85,1,2:23.0,Offensive rebound by C. Capela,,17,21
86,1,2:23.0,C. Capela makes 2-pt layup at rim,,19,21
87,1,2:16.0,Offensive charge foul by S. Hill (drawn by C. Capela),,19,21
88,1,2:16.0,,Turnover by S. Hill (offensive foul),19,21
89,1,2:16.0,,L. Allen enters the game for S. Hill,19,21
90,1,1:59.0,M. Beasley makes 2-pt jump shot from 19 ft (assist by J. Harden),,21,21
91,1,1:42.0,,Shooting foul by C. Capela (drawn by L. Allen),21,21
92,1,1:42.0,,L. Allen makes free throw 1 of 2,21,22
93,1,1:42.0,D. Howard enters the game for C. Capela,,21,22
94,1,1:42.0,,L. Allen misses free throw 2 of 2,21,22
95,1,1:42.0,Defensive rebound by M. Beasley,,21,22
96,1,1:29.0,Turnover by J. Terry (lost ball),,21,22
97,1,1:18.0,,P. George makes 3-pt jump shot from 23 ft (assist by T. Lawson),21,25
98,1,1:07.0,Shooting foul by J. Hill (drawn by J. Harden),,21,25
99,1,1:07.0,J. Harden makes free throw 1 of 2,,22,25
100,1,1:07.0,J. Harden misses free throw 2 of 2,,22,25
101,1,1:07.0,,Defensive rebound by P. George,22,25
102,1,0:52.0,,T. Lawson misses 3-pt jump shot from 25 ft,22,25
103,1,0:50.0,Defensive rebound by D. Howard,,22,25
104,1,0:48.0,Turnover by D. Howard (bad pass; steal by P. George),,22,25
105,1,0:43.0,,R. Stuckey makes 2-pt jump shot from 14 ft (assist by P. George),22,27
106,1,0:31.0,J. Terry misses 3-pt jump shot from 27 ft,,22,27
107,1,0:31.0,Offensive rebound by M. Beasley,,22,27
108,1,0:28.0,M. Beasley makes 2-pt dunk at rim,,24,27
109,1,0:05.0,,R. Stuckey makes 3-pt jump shot from 23 ft (assist by T. Lawson),24,30
110,1,0:00.0,C. Brewer misses 3-pt jump shot from 39 ft,,24,30
111,1,0:00.0,,Defensive rebound by J. Hill,24,30
112,2,12:00.0,Violation by Team (jump ball),,24,30
113,2,11:47.0,D. Howard makes 2-pt dunk at rim (assist by M. Beasley),,26,30
114,2,11:47.0,Shooting foul by J. Hill (drawn by D. Howard),,26,30
115,2,11:47.0,,I. Mahinmi enters the game for J. Hill,26,30
116,2,11:47.0,D. Howard makes free throw 1 of 1,,27,30
117,2,11:25.0,,R. Stuckey misses 3-pt jump shot from 26 ft,27,30
118,2,11:23.0,Defensive rebound by C. Brewer,,27,30
119,2,11:09.0,P. Beverley misses 3-pt jump shot from 24 ft,,27,30
120,2,11:07.0,Offensive rebound by Team,,27,30
121,2,11:05.0,J. Terry misses 3-pt jump shot from 23 ft,,27,30
122,2,11:04.0,,Defensive rebound by L. Allen,27,30
123,2,10:52.0,,L. Allen makes 2-pt jump shot from 19 ft (assist by T. Lawson),27,32
124,2,10:37.0,P. Beverley misses 2-pt layup from 1 ft (block by I. Mahinmi),,27,32
125,2,10:36.0,,Defensive rebound by L. Allen,27,32
126,2,10:29.0,,C. Miles misses 3-pt jump shot from 23 ft,27,32
127,2,10:28.0,,Offensive rebound by L. Allen,27,32
128,2,10:16.0,,I. Mahinmi makes 2-pt hook shot from 4 ft,27,34
129,2,9:54.0,C. Brewer misses 3-pt jump shot from 26 ft,,27,34
130,2,9:54.0,Offensive rebound by P. Beverley,,27,34
131,2,9:51.0,P. Beverley makes 2-pt layup at rim,,29,34
132,2,9:45.0,,C. Miles makes 2-pt dunk at rim (assist by T. Lawson),29,36
133,2,9:44.0,Houston full timeout,,29,36
134,2,9:28.0,M. Beasley misses 3-pt jump shot from 24 ft,,29,36
135,2,9:28.0,,Defensive rebound by Team,29,36
136,2,9:28.0,Loose ball foul by D. Howard,,29,36
137,2,9:12.0,,Offensive foul by I. Mahinmi (drawn by C. Brewer),29,36
138,2,9:12.0,,Turnover by I. Mahinmi (offensive foul),29,36
139,2,8:54.0,D. Howard makes 2-pt hook shot from 9 ft,,31,36
140,2,8:38.0,,C. Miles makes 2-pt layup from 2 ft,31,38
141,2,8:23.0,M. Beasley misses 2-pt jump shot from 9 ft,,31,38
142,2,8:23.0,,Defensive rebound by I. Mahinmi,31,38
143,2,8:13.0,,T. Lawson makes 2-pt jump shot from 19 ft,31,40
144,2,7:55.0,M. Beasley misses 2-pt layup from 1 ft (block by L. Allen),,31,40
145,2,7:53.0,,Defensive rebound by L. Allen,31,40
146,2,7:48.0,,R. Stuckey misses 2-pt layup at rim,31,40
147,2,7:48.0,Defensive rebound by C. Brewer,,31,40
148,2,7:44.0,Turnover by P. Beverley (bad pass; steal by T. Lawson),,31,40
149,2,7:36.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by C. Miles),31,42
150,2,7:32.0,Houston full timeout,,31,42
151,2,7:32.0,D. Motiejūnas enters the game for D. Howard,,31,42
152,2,7:32.0,T. Ariza enters the game for M. Beasley,,31,42
153,2,7:32.0,J. Harden enters the game for J. Terry,,31,42
154,2,7:32.0,C. Capela enters the game for C. Brewer,,31,42
155,2,7:24.0,Personal foul by T. Lawson,,31,42
156,2,7:16.0,P. Beverley misses 2-pt jump shot from 12 ft,,31,42
157,2,7:13.0,,Defensive rebound by T. Lawson,31,42
158,2,7:05.0,,Personal foul by P. Beverley,31,42
159,2,6:52.0,,C. Miles misses 2-pt jump shot from 19 ft,31,42
160,2,6:52.0,Defensive rebound by C. Capela,,31,42
161,2,6:41.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,33,42
162,2,6:26.0,,Turnover by L. Allen (bad pass; steal by C. Capela),33,42
163,2,6:26.0,Houston full timeout,,33,42
164,2,6:26.0,,G. Hill enters the game for R. Stuckey,33,42
165,2,6:26.0,,M. Turner enters the game for I. Mahinmi,33,42
166,2,6:26.0,,M. Ellis enters the game for T. Lawson,33,42
167,2,6:00.0,J. Harden misses 2-pt jump shot from 17 ft,,33,42
168,2,5:59.0,Offensive rebound by C. Capela,,33,42
169,2,5:46.0,P. Beverley misses 3-pt jump shot from 25 ft,,33,42
170,2,5:46.0,,Defensive rebound by G. Hill,33,42
171,2,5:32.0,,Turnover by C. Miles (bad pass; steal by D. Motiejūnas),33,42
172,2,5:26.0,J. Harden makes 2-pt layup at rim (assist by T. Ariza),,35,42
173,2,5:08.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by M. Ellis),35,45
174,2,4:58.0,Shooting foul by G. Hill (drawn by J. Harden),,35,45
175,2,4:58.0,J. Harden makes free throw 1 of 3,,36,45
176,2,4:58.0,J. Harden makes free throw 2 of 3,,37,45
177,2,4:58.0,,P. George enters the game for G. Hill,37,45
178,2,4:58.0,J. Harden makes free throw 3 of 3,,38,45
179,2,4:48.0,,M. Turner misses 2-pt layup at rim,38,45
180,2,4:48.0,Defensive rebound by C. Capela,,38,45
181,2,4:42.0,J. Harden misses 3-pt jump shot from 26 ft,,38,45
182,2,4:41.0,,Defensive rebound by P. George,38,45
183,2,4:33.0,,Turnover by M. Ellis (bad pass),38,45
184,2,4:17.0,C. Capela makes 2-pt dunk at rim (assist by P. Beverley),,40,45
185,2,3:55.0,,C. Miles misses 3-pt jump shot from 23 ft,40,45
186,2,3:54.0,,Offensive rebound by L. Allen,40,45
187,2,3:53.0,,Shooting foul by C. Capela (drawn by L. Allen),40,45
188,2,3:53.0,,L. Allen makes free throw 1 of 2,40,46
189,2,3:53.0,,L. Allen makes free throw 2 of 2,40,47
190,2,3:41.0,J. Harden makes 2-pt layup from 1 ft,,42,47
191,2,3:25.0,,M. Ellis makes 3-pt jump shot from 24 ft (assist by C. Miles),42,50
192,2,3:07.0,D. Motiejūnas misses 3-pt jump shot from 23 ft,,42,50
193,2,3:06.0,Offensive rebound by D. Motiejūnas,,42,50
194,2,3:03.0,Turnover by D. Motiejūnas (bad pass; steal by M. Ellis),,42,50
195,2,2:52.0,,C. Miles misses 2-pt jump shot at rim,42,50
196,2,2:51.0,,Offensive rebound by C. Miles,42,50
197,2,2:51.0,,C. Miles misses 2-pt layup at rim,42,50
198,2,2:47.0,Defensive rebound by T. Ariza,,42,50
199,2,2:47.0,Personal take foul by P. George,,42,50
200,2,2:47.0,Official timeout,,42,50
201,2,2:47.0,,Violation by Team (jump ball),42,50
202,2,2:47.0,,I. Mahinmi enters the game for L. Allen,42,50
203,2,2:47.0,D. Howard enters the game for C. Capela,,42,50
204,2,2:27.0,D. Motiejūnas misses 2-pt layup at rim (block by M. Ellis),,42,50
205,2,2:26.0,,Defensive rebound by M. Turner,42,50
206,2,2:18.0,,P. George misses 2-pt jump shot from 16 ft,42,50
207,2,2:17.0,,Offensive rebound by I. Mahinmi,42,50
208,2,2:00.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by I. Mahinmi),42,53
209,2,1:49.0,J. Harden misses 3-pt jump shot from 24 ft,,42,53
210,2,1:48.0,,Defensive rebound by M. Ellis,42,53
211,2,1:41.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by M. Ellis),42,55
212,2,1:25.0,D. Motiejūnas makes 3-pt jump shot from 24 ft (assist by P. Beverley),,45,55
213,2,1:02.0,,C. Miles misses 3-pt jump shot from 25 ft,45,55
214,2,1:01.0,,Offensive rebound by M. Turner,45,55
215,2,0:46.0,,Turnover by M. Turner (bad pass),45,55
216,2,0:46.0,,L. Allen enters the game for M. Turner,45,55
217,2,0:37.0,D. Motiejūnas misses 3-pt jump shot from 25 ft,,45,55
218,2,0:36.0,,Defensive rebound by M. Ellis,45,55
219,2,0:32.0,,L. Allen makes 2-pt dunk at rim (assist by M. Ellis),45,57
220,2,0:13.0,J. Harden misses 3-pt jump shot from 27 ft,,45,57
221,2,0:13.0,Offensive rebound by D. Motiejūnas,,45,57
222,2,0:08.0,J. Harden misses 2-pt jump shot from 9 ft,,45,57
223,2,0:07.0,Offensive rebound by Team,,45,57
224,2,0:00.0,P. Beverley makes 2-pt jump shot from 17 ft (assist by T. Ariza),,47,57
225,3,11:41.0,D. Howard misses 2-pt layup from 2 ft,,47,57
226,3,11:40.0,,Defensive rebound by P. George,47,57
227,3,11:21.0,,G. Hill misses 2-pt jump shot from 9 ft,47,57
228,3,11:20.0,,Offensive rebound by I. Mahinmi,47,57
229,3,11:16.0,,P. George makes 3-pt jump shot from 24 ft (assist by I. Mahinmi),47,60
230,3,10:59.0,D. Motiejūnas makes 2-pt hook shot at rim (assist by J. Harden),,49,60
231,3,10:40.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by G. Hill),49,62
232,3,10:29.0,D. Motiejūnas misses 2-pt jump shot from 10 ft,,49,62
233,3,10:29.0,,Defensive rebound by M. Turner,49,62
234,3,10:28.0,,Personal foul by D. Howard,49,62
235,3,10:11.0,,Shooting foul by D. Motiejūnas (drawn by I. Mahinmi),49,62
236,3,10:11.0,,I. Mahinmi misses free throw 1 of 2,49,62
237,3,10:11.0,,Offensive rebound by Team,49,62
238,3,10:11.0,,I. Mahinmi misses free throw 2 of 2,49,62
239,3,10:11.0,Defensive rebound by D. Howard,,49,62
240,3,9:53.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,51,62
241,3,9:33.0,,Personal block foul by D. Motiejūnas,51,62
242,3,9:33.0,C. Brewer enters the game for D. Motiejūnas,,51,62
243,3,9:22.0,,M. Ellis misses 2-pt jump shot from 19 ft,51,62
244,3,9:21.0,Defensive rebound by J. Harden,,51,62
245,3,9:15.0,T. Ariza misses 3-pt jump shot from 26 ft,,51,62
246,3,9:14.0,,Defensive rebound by G. Hill,51,62
247,3,9:06.0,,Personal foul by C. Brewer,51,62
248,3,8:59.0,,I. Mahinmi misses 2-pt jump shot from 20 ft,51,62
249,3,8:57.0,Defensive rebound by T. Ariza,,51,62
250,3,8:50.0,C. Brewer misses 2-pt jump shot from 6 ft,,51,62
251,3,8:50.0,Offensive rebound by D. Howard,,51,62
252,3,8:43.0,P. Beverley misses 3-pt jump shot from 23 ft,,51,62
253,3,8:42.0,Offensive rebound by D. Howard,,51,62
254,3,8:41.0,Turnover by D. Howard (lost ball; steal by M. Turner),,51,62
255,3,8:33.0,,G. Hill makes 3-pt jump shot from 23 ft (assist by M. Ellis),51,65
256,3,8:11.0,C. Brewer misses 2-pt layup from 1 ft,,51,65
257,3,8:09.0,Offensive rebound by Team,,51,65
258,3,8:04.0,Turnover by J. Harden (bad pass; steal by M. Ellis),,51,65
259,3,7:58.0,,M. Ellis makes 2-pt layup at rim,51,67
260,3,7:57.0,Houston full timeout,,51,67
261,3,7:57.0,C. Capela enters the game for D. Howard,,51,67
262,3,7:57.0,K. McDaniels enters the game for P. Beverley,,51,67
263,3,7:44.0,J. Harden makes 3-pt jump shot from 26 ft,,54,67
264,3,7:22.0,,Turnover by P. George (bad pass; steal by C. Brewer),54,67
265,3,7:20.0,C. Brewer makes 2-pt layup at rim,,56,67
266,3,7:20.0,Shooting block foul by M. Ellis (drawn by C. Brewer),,56,67
267,3,7:20.0,C. Brewer makes free throw 1 of 1,,57,67
268,3,7:10.0,,Personal foul by C. Capela,57,67
269,3,7:10.0,,I. Mahinmi misses free throw 1 of 2,57,67
270,3,7:10.0,,Offensive rebound by Team,57,67
271,3,7:10.0,,I. Mahinmi makes free throw 2 of 2,57,68
272,3,6:58.0,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),,59,68
273,3,6:54.0,,Indiana full timeout,59,68
274,3,6:54.0,,S. Hill enters the game for I. Mahinmi,59,68
275,3,6:42.0,,S. Hill misses 2-pt jump shot from 11 ft,59,68
276,3,6:41.0,Defensive rebound by C. Capela,,59,68
277,3,6:33.0,Turnover by J. Harden (bad pass; steal by M. Turner),,59,68
278,3,6:28.0,,M. Ellis makes 2-pt jump shot from 19 ft,59,70
279,3,6:15.0,J. Harden misses 2-pt layup from 3 ft,,59,70
280,3,6:14.0,,Defensive rebound by S. Hill,59,70
281,3,5:54.0,,P. George misses 2-pt jump shot from 18 ft,59,70
282,3,5:53.0,,Offensive rebound by S. Hill,59,70
283,3,5:39.0,,G. Hill misses 3-pt jump shot from 23 ft,59,70
284,3,5:38.0,Defensive rebound by J. Harden,,59,70
285,3,5:25.0,Personal foul by S. Hill,,59,70
286,3,5:15.0,Shooting foul by M. Turner (drawn by T. Ariza),,59,70
287,3,5:15.0,T. Ariza makes free throw 1 of 2,,60,70
288,3,5:15.0,T. Ariza makes free throw 2 of 2,,61,70
289,3,4:54.0,,M. Ellis misses 2-pt jump shot from 17 ft,61,70
290,3,4:52.0,Defensive rebound by C. Brewer,,61,70
291,3,4:45.0,C. Capela misses 2-pt layup from 1 ft (block by M. Turner),,61,70
292,3,4:44.0,Offensive rebound by C. Capela,,61,70
293,3,4:40.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by C. Capela),,64,70
294,3,4:17.0,,P. George misses 2-pt jump shot from 7 ft,64,70
295,3,4:16.0,Defensive rebound by C. Capela,,64,70
296,3,4:09.0,J. Harden makes 3-pt jump shot from 26 ft,,67,70
297,3,4:08.0,,Indiana full timeout,67,70
298,3,4:08.0,,L. Allen enters the game for M. Turner,67,70
299,3,4:08.0,,J. Hill enters the game for S. Hill,67,70
300,3,3:52.0,,P. George misses 2-pt jump shot from 15 ft,67,70
301,3,3:51.0,Defensive rebound by C. Brewer,,67,70
302,3,3:38.0,J. Harden makes 3-pt jump shot from 28 ft,,70,70
303,3,3:24.0,,J. Hill makes 2-pt jump shot from 13 ft (assist by M. Ellis),70,72
304,3,3:12.0,J. Harden makes 2-pt layup from 1 ft,,72,72
305,3,3:02.0,,M. Ellis makes 2-pt jump shot from 15 ft,72,74
306,3,3:02.0,,Shooting foul by C. Capela (drawn by M. Ellis),72,74
307,3,3:02.0,M. Beasley enters the game for T. Ariza,,72,74
308,3,3:02.0,,M. Ellis makes free throw 1 of 1,72,75
309,3,2:42.0,J. Harden makes 2-pt jump shot from 12 ft,,74,75
310,3,2:31.0,,Turnover by M. Ellis (bad pass),74,75
311,3,2:23.0,J. Harden misses 2-pt layup at rim (block by J. Hill),,74,75
312,3,2:21.0,,Defensive rebound by J. Hill,74,75
313,3,2:16.0,,P. George misses 2-pt layup from 3 ft,74,75
314,3,2:16.0,,Offensive rebound by P. George,74,75
315,3,2:16.0,,Shooting foul by C. Brewer (drawn by P. George),74,75
316,3,2:16.0,,P. George makes free throw 1 of 2,74,76
317,3,2:16.0,,P. George makes free throw 2 of 2,74,77
318,3,1:58.0,Shooting foul by L. Allen (drawn by M. Beasley),,74,77
319,3,1:58.0,M. Beasley misses free throw 1 of 2,,74,77
320,3,1:58.0,Offensive rebound by Team,,74,77
321,3,1:58.0,D. Howard enters the game for C. Capela,,74,77
322,3,1:58.0,T. Ariza enters the game for C. Brewer,,74,77
323,3,1:58.0,,I. Mahinmi enters the game for J. Hill,74,77
324,3,1:58.0,,R. Stuckey enters the game for M. Ellis,74,77
325,3,1:58.0,,T. Lawson enters the game for G. Hill,74,77
326,3,1:58.0,M. Beasley makes free throw 2 of 2,,75,77
327,3,1:42.0,,R. Stuckey misses 3-pt jump shot from 22 ft,75,77
328,3,1:41.0,Defensive rebound by D. Howard,,75,77
329,3,1:28.0,Shooting foul by L. Allen (drawn by D. Howard),,75,77
330,3,1:28.0,D. Howard misses free throw 1 of 2,,75,77
331,3,1:28.0,Offensive rebound by Team,,75,77
332,3,1:28.0,D. Howard misses free throw 2 of 2,,75,77
333,3,1:28.0,,Defensive rebound by P. George,75,77
334,3,1:06.0,,T. Lawson makes 2-pt jump shot from 16 ft,75,79
335,3,0:50.0,J. Harden misses 3-pt jump shot from 25 ft,,75,79
336,3,0:46.0,,Defensive rebound by P. George,75,79
337,3,0:33.0,,R. Stuckey misses 2-pt jump shot from 11 ft,75,79
338,3,0:33.0,Defensive rebound by D. Howard,,75,79
339,3,0:28.0,K. McDaniels makes 2-pt layup at rim (assist by J. Harden),,77,79
340,3,0:06.0,,T. Lawson makes 2-pt jump shot from 20 ft,77,81
341,3,0:01.0,Shooting foul by P. George (drawn by J. Harden),,77,81
342,3,0:01.0,J. Harden misses free throw 1 of 3,,77,81
343,3,0:01.0,Offensive rebound by Team,,77,81
344,3,0:01.0,J. Harden makes free throw 2 of 3,,78,81
345,3,0:01.0,,J. Hill enters the game for I. Mahinmi,78,81
346,3,0:01.0,J. Harden makes free throw 3 of 3,,79,81
347,3,0:01.0,,Turnover by J. Hill (bad pass; steal by M. Beasley),79,81
348,4,11:35.0,,R. Stuckey misses 2-pt jump shot from 18 ft (block by K. McDaniels),79,81
349,4,11:33.0,Defensive rebound by D. Howard,,79,81
350,4,11:23.0,T. Ariza misses 3-pt jump shot from 26 ft,,79,81
351,4,11:22.0,,Defensive rebound by L. Allen,79,81
352,4,11:07.0,,Turnover by T. Lawson (bad pass; steal by J. Harden),79,81
353,4,11:02.0,J. Harden makes 2-pt layup at rim,,81,81
354,4,10:46.0,,Turnover by L. Allen (bad pass; steal by T. Ariza),81,81
355,4,10:44.0,T. Ariza makes 2-pt dunk at rim,,83,81
356,4,10:44.0,,Indiana full timeout,83,81
357,4,10:29.0,,Turnover by T. Lawson (bad pass),83,81
358,4,10:18.0,M. Beasley makes 2-pt layup at rim,,85,81
359,4,9:52.0,,C. Miles misses 3-pt jump shot from 26 ft,85,81
360,4,9:51.0,,Offensive rebound by I. Mahinmi,85,81
361,4,9:51.0,Violation by D. Howard (def goaltending),,85,81
362,4,9:51.0,,I. Mahinmi makes 2-pt hook shot from 1 ft,85,83
363,4,9:35.0,M. Beasley misses 2-pt jump shot from 19 ft,,85,83
364,4,9:35.0,,Defensive rebound by R. Stuckey,85,83
365,4,9:26.0,,I. Mahinmi misses 2-pt layup from 2 ft,85,83
366,4,9:25.0,Defensive rebound by M. Beasley,,85,83
367,4,9:10.0,T. Ariza makes 2-pt layup from 1 ft,,87,83
368,4,8:57.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by T. Lawson),87,85
369,4,8:41.0,Turnover by K. McDaniels (traveling),,87,85
370,4,8:41.0,,G. Hill enters the game for T. Lawson,87,85
371,4,8:41.0,,M. Ellis enters the game for R. Stuckey,87,85
372,4,8:41.0,,P. George enters the game for L. Allen,87,85
373,4,8:41.0,,S. Hill enters the game for C. Miles,87,85
374,4,8:23.0,,M. Ellis makes 2-pt jump shot from 21 ft (assist by I. Mahinmi),87,87
375,4,8:02.0,J. Harden makes 3-pt jump shot from 27 ft,,90,87
376,4,7:34.0,,M. Ellis misses 3-pt jump shot from 28 ft,90,87
377,4,7:32.0,Defensive rebound by M. Beasley,,90,87
378,4,7:18.0,M. Beasley misses 2-pt jump shot from 16 ft,,90,87
379,4,7:18.0,,Defensive rebound by P. George,90,87
380,4,7:09.0,,G. Hill misses 3-pt jump shot from 25 ft,90,87
381,4,7:09.0,Defensive rebound by Team,,90,87
382,4,7:09.0,C. Brewer enters the game for K. McDaniels,,90,87
383,4,6:57.0,T. Ariza makes 2-pt jump shot from 19 ft,,92,87
384,4,6:41.0,,Def 3 sec tech foul by M. Beasley,92,87
385,4,6:41.0,,P. George makes technical free throw,92,88
386,4,6:41.0,P. Beverley enters the game for M. Beasley,,92,88
387,4,6:41.0,C. Capela enters the game for D. Howard,,92,88
388,4,6:29.0,,I. Mahinmi misses 2-pt layup from 3 ft,92,88
389,4,6:27.0,,Offensive rebound by S. Hill,92,88
390,4,6:27.0,,S. Hill makes 2-pt layup at rim,92,90
391,4,6:09.0,Personal foul by G. Hill,,92,90
392,4,6:03.0,Turnover by J. Harden (bad pass),,92,90
393,4,5:50.0,,P. George makes 3-pt jump shot from 23 ft (assist by M. Ellis),92,93
394,4,5:36.0,J. Harden makes 2-pt layup from 1 ft,,94,93
395,4,5:23.0,,Shooting foul by C. Capela (drawn by I. Mahinmi),94,93
396,4,5:23.0,Official timeout,,94,93
397,4,5:23.0,,I. Mahinmi misses free throw 1 of 2,94,93
