,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHARLOTTE_ACTION,WASHINGTON_SCORE,CHARLOTTE_SCORE
87,1,0:03.0,,Personal foul by G. Temple (drawn by J. Lamb),25,25
88,1,0:03.0,D. Gooden enters the game for M. Gortat,,25,25
89,1,0:03.0,B. Beal enters the game for G. Temple,,25,25
90,1,0:00.0,,J. Lamb misses 2-pt jump shot from 6 ft,25,25
91,1,0:00.0,,Offensive rebound by Team,25,25
92,2,11:48.0,,J. Lin misses 2-pt jump shot from 3 ft (block by R. Sessions),25,25
93,2,11:46.0,Defensive rebound by R. Sessions,,25,25
94,2,11:32.0,O. Porter makes 3-pt jump shot from 25 ft (assist by B. Beal),,28,25
95,2,11:20.0,,Offensive foul by F. Kaminsky (drawn by O. Porter),28,25
96,2,11:20.0,,Turnover by F. Kaminsky (offensive foul),28,25
97,2,11:05.0,O. Porter makes 3-pt jump shot from 25 ft (assist by B. Beal),,31,25
98,2,10:45.0,,S. Hawes makes 2-pt jump shot from 14 ft (assist by N. Batum),31,27
99,2,10:36.0,Personal foul by J. Lin (drawn by R. Sessions),,31,27
100,2,10:19.0,B. Beal misses 2-pt jump shot from 16 ft,,31,27
101,2,10:17.0,,Defensive rebound by J. Lamb,31,27
102,2,10:09.0,,Shooting foul by D. Gooden (drawn by S. Hawes),31,27
103,2,10:09.0,,S. Hawes makes free throw 1 of 2,31,28
104,2,10:09.0,,S. Hawes misses free throw 2 of 2,31,28
105,2,10:07.0,Defensive rebound by B. Beal,,31,28
106,2,9:55.0,B. Beal makes 2-pt jump shot from 18 ft,,33,28
107,2,9:37.0,,F. Kaminsky misses 2-pt layup from 2 ft (block by D. Gooden),33,28
108,2,9:36.0,Defensive rebound by B. Beal,,33,28
109,2,9:26.0,O. Porter misses 3-pt jump shot from 25 ft,,33,28
110,2,9:24.0,Offensive rebound by D. Gooden,,33,28
111,2,9:21.0,D. Gooden misses 2-pt layup at rim,,33,28
112,2,9:19.0,,Defensive rebound by F. Kaminsky,33,28
113,2,9:10.0,,J. Lamb misses 2-pt layup from 2 ft,33,28
114,2,9:09.0,Defensive rebound by R. Sessions,,33,28
115,2,9:05.0,,Offensive charge foul by R. Sessions (drawn by J. Lin),33,28
116,2,9:05.0,Turnover by R. Sessions (offensive foul),,33,28
117,2,8:52.0,,N. Batum makes 2-pt layup from 1 ft (assist by J. Lamb),33,30
118,2,8:37.0,B. Beal makes 2-pt jump shot from 13 ft (assist by D. Gooden),,35,30
119,2,8:12.0,,N. Batum misses 2-pt jump shot from 16 ft,35,30
120,2,8:11.0,Defensive rebound by R. Sessions,,35,30
121,2,7:57.0,D. Gooden makes 2-pt jump shot from 10 ft,,37,30
122,2,7:42.0,,S. Hawes misses 2-pt layup from 1 ft,37,30
123,2,7:40.0,Defensive rebound by D. Gooden,,37,30
124,2,7:35.0,B. Beal makes 3-pt jump shot from 25 ft,,40,30
125,2,7:28.0,,Charlotte full timeout,40,30
126,2,7:24.0,,F. Kaminsky misses 2-pt layup from 2 ft (block by O. Porter),40,30
127,2,7:24.0,,Offensive rebound by Team,40,30
128,2,7:15.0,,J. Lamb misses 2-pt jump shot from 14 ft,40,30
129,2,7:14.0,Defensive rebound by O. Porter,,40,30
130,2,6:54.0,O. Porter makes 2-pt jump shot from 10 ft (assist by D. Gooden),,42,30
131,2,6:38.0,,Shooting foul by B. Beal (drawn by N. Batum),42,30
132,2,6:38.0,,N. Batum makes free throw 1 of 3,42,31
133,2,6:38.0,,N. Batum makes free throw 2 of 3,42,32
134,2,6:38.0,,N. Batum makes free throw 3 of 3,42,33
135,2,6:19.0,G. Neal misses 3-pt jump shot from 24 ft,,42,33
136,2,6:19.0,,Defensive rebound by Team,42,33
137,2,6:19.0,Loose ball foul by D. Gooden (drawn by S. Hawes),,42,33
138,2,6:00.0,,N. Batum misses 2-pt jump shot from 11 ft,42,33
139,2,5:58.0,Defensive rebound by D. Gooden,,42,33
140,2,5:40.0,G. Neal misses 3-pt jump shot from 27 ft,,42,33
141,2,5:39.0,,Defensive rebound by N. Batum,42,33
142,2,5:30.0,,Turnover by S. Hawes (bad pass; steal by O. Porter),42,33
143,2,5:25.0,R. Sessions misses 2-pt dunk at rim (block by N. Batum),,42,33
144,2,5:25.0,Offensive rebound by O. Porter,,42,33
145,2,5:25.0,Shooting foul by S. Hawes (drawn by O. Porter),,42,33
146,2,5:25.0,O. Porter makes 2-pt layup from 1 ft,,44,33
147,2,5:25.0,Official timeout,,44,33
148,2,5:25.0,J. Wall enters the game for G. Neal,,44,33
149,2,5:25.0,,M. Kidd-Gilchrist enters the game for F. Kaminsky,44,33
150,2,5:25.0,,M. Williams enters the game for J. Lamb,44,33
151,2,5:25.0,O. Porter makes free throw 1 of 1,,45,33
152,2,5:14.0,,Turnover by M. Kidd-Gilchrist (bad pass; steal by O. Porter),45,33
153,2,5:12.0,Shooting foul by M. Kidd-Gilchrist (drawn by O. Porter),,45,33
154,2,5:12.0,O. Porter misses free throw 1 of 2,,45,33
155,2,5:12.0,Offensive rebound by Team,,45,33
156,2,5:12.0,,C. Zeller enters the game for S. Hawes,45,33
157,2,5:12.0,,K. Walker enters the game for J. Lin,45,33
158,2,5:12.0,O. Porter makes free throw 2 of 2,,46,33
159,2,4:57.0,,N. Batum misses 3-pt jump shot from 25 ft,46,33
160,2,4:56.0,,Offensive rebound by C. Zeller,46,33
161,2,4:49.0,,M. Kidd-Gilchrist misses 3-pt jump shot from 24 ft,46,33
162,2,4:47.0,Defensive rebound by O. Porter,,46,33
163,2,4:38.0,R. Sessions misses 2-pt layup from 2 ft,,46,33
164,2,4:37.0,,Defensive rebound by M. Williams,46,33
165,2,4:35.0,,Shooting foul by J. Wall (drawn by K. Walker),46,33
166,2,4:35.0,,K. Walker misses free throw 1 of 2,46,33
167,2,4:35.0,,Offensive rebound by Team,46,33
168,2,4:35.0,M. Gortat enters the game for D. Gooden,,46,33
169,2,4:35.0,,K. Walker makes free throw 2 of 2,46,34
170,2,4:19.0,M. Gortat makes 2-pt jump shot from 15 ft (assist by R. Sessions),,48,34
171,2,4:06.0,,N. Batum misses 2-pt jump shot from 18 ft,48,34
172,2,4:05.0,Defensive rebound by R. Sessions,,48,34
173,2,3:56.0,R. Sessions misses 3-pt jump shot from 25 ft,,48,34
174,2,3:55.0,,Defensive rebound by M. Williams,48,34
175,2,3:54.0,,Turnover by N. Batum (traveling),48,34
176,2,3:54.0,G. Temple enters the game for B. Beal,,48,34
177,2,3:47.0,O. Porter misses 2-pt jump shot from 19 ft,,48,34
178,2,3:46.0,,Defensive rebound by C. Zeller,48,34
179,2,3:39.0,,K. Walker misses 2-pt layup from 2 ft,48,34
180,2,3:38.0,Defensive rebound by M. Gortat,,48,34
181,2,3:34.0,O. Porter makes 2-pt layup from 1 ft (assist by R. Sessions),,50,34
182,2,3:34.0,Shooting foul by K. Walker (drawn by O. Porter),,50,34
183,2,3:34.0,O. Porter makes free throw 1 of 1,,51,34
184,2,3:20.0,,M. Williams makes 2-pt jump shot from 10 ft (assist by K. Walker),51,36
185,2,3:08.0,O. Porter makes 2-pt layup from 1 ft (assist by M. Gortat),,53,36
186,2,2:44.0,,K. Walker misses 3-pt jump shot from 25 ft,53,36
187,2,2:43.0,Defensive rebound by M. Gortat,,53,36
188,2,2:29.0,R. Sessions makes 2-pt jump shot from 19 ft (assist by M. Gortat),,55,36
189,2,2:18.0,,Shooting foul by G. Temple (drawn by N. Batum),55,36
190,2,2:18.0,Washington full timeout,,55,36
191,2,2:18.0,,J. Lin enters the game for K. Walker,55,36
192,2,2:18.0,J. Dudley enters the game for G. Temple,,55,36
193,2,2:18.0,,N. Batum makes free throw 1 of 2,55,37
194,2,2:18.0,,N. Batum makes free throw 2 of 2,55,38
195,2,1:57.0,Shooting foul by M. Williams (drawn by R. Sessions),,55,38
196,2,1:57.0,R. Sessions makes free throw 1 of 2,,56,38
197,2,1:57.0,,F. Kaminsky enters the game for M. Williams,56,38
198,2,1:57.0,R. Sessions makes free throw 2 of 2,,57,38
199,2,1:36.0,,C. Zeller makes 2-pt jump shot from 20 ft (assist by N. Batum),57,40
200,2,1:18.0,R. Sessions misses 3-pt jump shot from 24 ft,,57,40
201,2,1:17.0,,Defensive rebound by F. Kaminsky,57,40
202,2,1:04.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by N. Batum),57,42
203,2,0:53.0,Shooting foul by C. Zeller (drawn by M. Gortat),,57,42
204,2,0:53.0,M. Gortat misses free throw 1 of 2,,57,42
205,2,0:53.0,Offensive rebound by Team,,57,42
206,2,0:53.0,M. Gortat makes free throw 2 of 2,,58,42
207,2,0:45.0,,N. Batum makes 3-pt jump shot from 28 ft (assist by F. Kaminsky),58,45
208,2,0:31.0,Turnover by J. Dudley (bad pass; steal by M. Kidd-Gilchrist),,58,45
209,2,0:13.0,,N. Batum makes 3-pt jump shot from 25 ft,58,48
210,2,0:01.0,J. Wall misses 2-pt jump shot from 18 ft,,58,48
211,2,0:00.0,,Defensive rebound by N. Batum,58,48
212,3,11:48.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 19 ft (assist by K. Walker),58,50
213,3,11:32.0,J. Wall makes 2-pt jump shot from 19 ft,,60,50
214,3,11:07.0,,C. Zeller misses 2-pt jump shot from 7 ft,60,50
215,3,11:06.0,Defensive rebound by O. Porter,,60,50
216,3,10:45.0,O. Porter misses 2-pt jump shot from 21 ft,,60,50
217,3,10:44.0,,Defensive rebound by M. Williams,60,50
218,3,10:34.0,,K. Walker makes 2-pt layup from 1 ft,60,52
219,3,10:27.0,O. Porter makes 2-pt layup from 1 ft (assist by J. Wall),,62,52
220,3,10:15.0,,N. Batum misses 3-pt jump shot from 25 ft,62,52
221,3,10:14.0,Defensive rebound by J. Wall,,62,52
222,3,9:59.0,M. Gortat misses 2-pt hook shot from 7 ft,,62,52
223,3,9:58.0,Offensive rebound by O. Porter,,62,52
224,3,9:53.0,J. Wall misses 3-pt jump shot from 24 ft,,62,52
225,3,9:52.0,Offensive rebound by M. Gortat,,62,52
226,3,9:37.0,J. Dudley misses 3-pt jump shot from 25 ft,,62,52
227,3,9:37.0,Offensive rebound by Team,,62,52
228,3,9:37.0,,Loose ball foul by C. Zeller (drawn by M. Gortat),62,52
229,3,9:24.0,M. Gortat misses 2-pt jump shot from 14 ft,,62,52
230,3,9:22.0,,Defensive rebound by N. Batum,62,52
231,3,9:22.0,,Personal foul by M. Gortat (drawn by C. Zeller),62,52
232,3,9:13.0,,K. Walker misses 2-pt jump shot from 20 ft,62,52
233,3,9:11.0,Defensive rebound by M. Gortat,,62,52
234,3,8:59.0,M. Gortat misses 2-pt jump shot from 8 ft,,62,52
235,3,8:57.0,,Defensive rebound by N. Batum,62,52
236,3,8:52.0,,Turnover by N. Batum (bad pass; steal by J. Wall),62,52
237,3,8:44.0,Shooting foul by M. Kidd-Gilchrist (drawn by M. Gortat),,62,52
238,3,8:44.0,M. Gortat makes free throw 1 of 2,,63,52
239,3,8:44.0,M. Gortat makes free throw 2 of 2,,64,52
240,3,8:31.0,,K. Walker makes 3-pt jump shot from 25 ft,64,55
241,3,8:23.0,Personal foul by N. Batum (drawn by G. Temple),,64,55
242,3,8:14.0,J. Dudley misses 2-pt jump shot from 18 ft,,64,55
243,3,8:13.0,,Defensive rebound by C. Zeller,64,55
244,3,7:46.0,,N. Batum misses 3-pt jump shot from 30 ft,64,55
245,3,7:45.0,,Offensive rebound by M. Williams,64,55
246,3,7:39.0,,Shooting foul by O. Porter (drawn by M. Kidd-Gilchrist),64,55
247,3,7:39.0,,M. Kidd-Gilchrist makes free throw 1 of 2,64,56
248,3,7:39.0,,M. Kidd-Gilchrist makes free throw 2 of 2,64,57
249,3,7:28.0,,Violation by M. Kidd-Gilchrist (def goaltending),64,57
250,3,7:28.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,66,57
251,3,7:19.0,,Personal foul by J. Wall (drawn by M. Williams),66,57
252,3,7:11.0,,Offensive foul by N. Batum (drawn by J. Wall),66,57
253,3,7:11.0,,Turnover by N. Batum (offensive foul),66,57
254,3,6:50.0,J. Wall misses 3-pt jump shot from 25 ft,,66,57
255,3,6:47.0,Offensive rebound by G. Temple,,66,57
256,3,6:43.0,Turnover by G. Temple (bad pass),,66,57
257,3,6:30.0,,N. Batum misses 3-pt jump shot from 25 ft,66,57
258,3,6:29.0,Defensive rebound by Team,,66,57
259,3,6:19.0,M. Gortat misses 2-pt hook shot from 9 ft,,66,57
260,3,6:18.0,,Defensive rebound by K. Walker,66,57
261,3,5:59.0,,M. Williams makes 2-pt dunk at rim (assist by M. Kidd-Gilchrist),66,59
262,3,5:41.0,J. Wall misses 2-pt jump shot from 17 ft,,66,59
263,3,5:38.0,,Defensive rebound by C. Zeller,66,59
264,3,5:37.0,,Clear path foul by M. Gortat,66,59
265,3,5:37.0,,Charlotte full timeout,66,59
266,3,5:37.0,,C. Zeller makes clear path free throw 1 of 2,66,60
267,3,5:37.0,,C. Zeller makes clear path free throw 2 of 2,66,61
268,3,5:29.0,,K. Walker misses 3-pt jump shot from 25 ft,66,61
269,3,5:28.0,Defensive rebound by G. Temple,,66,61
270,3,5:05.0,J. Wall misses 2-pt jump shot from 18 ft,,66,61
271,3,5:03.0,,Defensive rebound by K. Walker,66,61
272,3,4:51.0,,C. Zeller makes 2-pt jump shot from 8 ft (assist by N. Batum),66,63
273,3,4:34.0,G. Temple misses 3-pt jump shot from 23 ft,,66,63
274,3,4:33.0,,Defensive rebound by K. Walker,66,63
275,3,4:11.0,,M. Kidd-Gilchrist misses 3-pt jump shot from 23 ft,66,63
276,3,4:11.0,,Offensive rebound by Team,66,63
277,3,4:11.0,,Turnover by Team (shot clock),66,63
278,3,4:09.0,G. Neal enters the game for O. Porter,,66,63
279,3,3:57.0,G. Neal misses 2-pt jump shot from 17 ft,,66,63
280,3,3:56.0,,Defensive rebound by M. Williams,66,63
281,3,3:50.0,,N. Batum makes 3-pt jump shot from 25 ft,66,66
282,3,3:50.0,,Shooting foul by G. Temple (drawn by N. Batum),66,66
283,3,3:50.0,,F. Kaminsky enters the game for M. Williams,66,66
284,3,3:50.0,R. Sessions enters the game for G. Temple,,66,66
285,3,3:50.0,,N. Batum misses free throw 1 of 1,66,66
286,3,3:49.0,Defensive rebound by M. Gortat,,66,66
287,3,3:26.0,G. Neal misses 3-pt jump shot from 24 ft,,66,66
288,3,3:25.0,,Defensive rebound by N. Batum,66,66
289,3,3:13.0,,N. Batum makes 2-pt jump shot from 13 ft,66,68
290,3,2:54.0,J. Wall makes 2-pt jump shot from 7 ft,,68,68
291,3,2:30.0,,K. Walker misses 2-pt jump shot from 18 ft,68,68
292,3,2:29.0,,Offensive rebound by N. Batum,68,68
293,3,2:29.0,,N. Batum makes 2-pt dunk at rim,68,70
294,3,2:09.0,R. Sessions misses 2-pt layup from 1 ft (block by F. Kaminsky),,68,70
295,3,2:07.0,,Defensive rebound by C. Zeller,68,70
296,3,2:01.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),68,73
297,3,2:01.0,Washington full timeout,,68,73
298,3,2:01.0,,S. Hawes enters the game for M. Kidd-Gilchrist,68,73
299,3,2:01.0,,J. Lin enters the game for C. Zeller,68,73
300,3,1:50.0,J. Dudley misses 3-pt jump shot from 25 ft,,68,73
301,3,1:49.0,,Defensive rebound by N. Batum,68,73
302,3,1:31.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by N. Batum),68,76
303,3,0:58.0,R. Sessions makes 2-pt layup from 2 ft,,70,76
304,3,0:53.0,,Turnover by N. Batum (bad pass; steal by J. Dudley),70,76
305,3,0:42.0,R. Sessions misses 2-pt layup from 1 ft (block by F. Kaminsky),,70,76
306,3,0:41.0,Offensive rebound by R. Sessions,,70,76
307,3,0:39.0,J. Wall makes 3-pt jump shot from 25 ft (assist by R. Sessions),,73,76
308,3,0:24.0,,N. Batum makes 2-pt layup from 1 ft,73,78
309,3,0:09.0,Personal foul by J. Lin (drawn by R. Sessions),,73,78
310,3,0:09.0,D. Gooden enters the game for M. Gortat,,73,78
311,3,0:01.0,J. Wall makes 2-pt jump shot from 15 ft,,75,78
312,4,11:44.0,Turnover by K. Oubre (step out of bounds),,75,78
313,4,11:30.0,,Shooting foul by D. Gooden (drawn by S. Hawes),75,78
314,4,11:30.0,,S. Hawes makes free throw 1 of 2,75,79
315,4,11:30.0,,S. Hawes makes free throw 2 of 2,75,80
316,4,11:05.0,J. Wall misses 2-pt layup from 1 ft (block by S. Hawes),,75,80
317,4,11:03.0,,Defensive rebound by S. Hawes,75,80
318,4,10:57.0,,J. Lin misses 2-pt jump shot from 21 ft,75,80
319,4,10:56.0,Defensive rebound by D. Gooden,,75,80
320,4,10:51.0,Shooting foul by S. Hawes (drawn by J. Wall),,75,80
321,4,10:51.0,J. Wall makes free throw 1 of 2,,76,80
322,4,10:51.0,J. Wall makes free throw 2 of 2,,77,80
323,4,10:34.0,,F. Kaminsky misses 2-pt layup from 1 ft,77,80
324,4,10:34.0,,Offensive rebound by S. Hawes,77,80
325,4,10:34.0,,Shooting foul by B. Beal (drawn by S. Hawes),77,80
326,4,10:34.0,,S. Hawes makes free throw 1 of 2,77,81
327,4,10:34.0,,S. Hawes makes free throw 2 of 2,77,82
328,4,10:10.0,O. Porter misses 2-pt jump shot from 18 ft,,77,82
329,4,10:06.0,Offensive rebound by D. Gooden,,77,82
330,4,10:06.0,D. Gooden makes 2-pt layup at rim,,79,82
331,4,9:50.0,,Turnover by J. Lin (lost ball; steal by O. Porter),79,82
332,4,9:45.0,O. Porter misses 2-pt layup from 1 ft (block by S. Hawes),,79,82
333,4,9:43.0,,Defensive rebound by N. Batum,79,82
334,4,9:41.0,,Turnover by F. Kaminsky (offensive foul),79,82
335,4,9:41.0,,Offensive foul by F. Kaminsky (drawn by J. Wall),79,82
336,4,9:17.0,Shooting foul by J. Lin (drawn by J. Wall),,79,82
337,4,9:17.0,J. Wall makes free throw 1 of 2,,80,82
338,4,9:17.0,J. Wall makes free throw 2 of 2,,81,82
339,4,9:01.0,,N. Batum misses 2-pt layup from 1 ft,81,82
340,4,9:00.0,,Offensive rebound by S. Hawes,81,82
341,4,9:00.0,,S. Hawes makes 2-pt layup at rim,81,84
342,4,8:42.0,B. Beal misses 2-pt jump shot from 9 ft,,81,84
343,4,8:40.0,Offensive rebound by D. Gooden,,81,84
344,4,8:40.0,D. Gooden makes 2-pt layup from 1 ft,,83,84
345,4,8:28.0,,Personal foul by D. Gooden (drawn by S. Hawes),83,84
346,4,8:28.0,Official timeout,,83,84
347,4,8:28.0,,K. Walker enters the game for N. Batum,83,84
348,4,8:17.0,,J. Lamb misses 2-pt layup from 2 ft,83,84
349,4,8:15.0,Defensive rebound by D. Gooden,,83,84
350,4,8:07.0,J. Wall misses 2-pt jump shot from 17 ft,,83,84
351,4,8:06.0,,Defensive rebound by Team,83,84
352,4,8:06.0,Loose ball foul by D. Gooden (drawn by S. Hawes),,83,84
353,4,8:00.0,R. Sessions enters the game for K. Oubre,,83,84
354,4,7:42.0,,S. Hawes makes 3-pt jump shot from 23 ft (assist by J. Lamb),83,87
355,4,7:23.0,Shooting foul by S. Hawes (drawn by B. Beal),,83,87
356,4,7:23.0,B. Beal misses free throw 1 of 2,,83,87
357,4,7:23.0,Offensive rebound by Team,,83,87
358,4,7:23.0,B. Beal makes free throw 2 of 2,,84,87
359,4,7:04.0,,J. Lamb makes 2-pt jump shot from 8 ft,84,89
360,4,7:04.0,,Shooting foul by J. Wall (drawn by J. Lamb),84,89
361,4,7:04.0,,J. Lamb makes free throw 1 of 1,84,90
362,4,6:48.0,B. Beal misses 2-pt layup from 1 ft,,84,90
363,4,6:46.0,,Defensive rebound by F. Kaminsky,84,90
364,4,6:39.0,,F. Kaminsky makes 2-pt dunk at rim (assist by J. Lamb),84,92
365,4,6:39.0,Washington full timeout,,84,92
366,4,6:39.0,M. Gortat enters the game for D. Gooden,,84,92
367,4,6:39.0,,M. Williams enters the game for F. Kaminsky,84,92
368,4,6:23.0,Shooting foul by J. Lamb (drawn by B. Beal),,84,92
369,4,6:23.0,B. Beal makes free throw 1 of 2,,85,92
370,4,6:23.0,B. Beal makes free throw 2 of 2,,86,92
371,4,6:10.0,,J. Lamb misses 2-pt jump shot from 18 ft,86,92
372,4,6:08.0,Defensive rebound by J. Wall,,86,92
373,4,6:02.0,,N. Batum enters the game for J. Lin,86,92
374,4,6:02.0,,M. Kidd-Gilchrist enters the game for J. Lamb,86,92
375,4,5:58.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,89,92
376,4,5:41.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),89,95
377,4,5:14.0,J. Wall makes 3-pt jump shot from 24 ft (assist by B. Beal),,92,95
378,4,4:57.0,,S. Hawes misses 2-pt jump shot from 9 ft,92,95
379,4,4:56.0,Defensive rebound by O. Porter,,92,95
380,4,4:47.0,B. Beal makes 2-pt jump shot from 16 ft (assist by J. Wall),,94,95
381,4,4:32.0,,N. Batum misses 3-pt jump shot from 26 ft,94,95
382,4,4:30.0,Defensive rebound by J. Wall,,94,95
