,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DETROIT_ACTION,LA LAKERS_SCORE,DETROIT_SCORE
386,4,8:00.0,L. Williams misses 2-pt jump shot from 7 ft,,72,100
387,4,7:59.0,,Defensive rebound by A. Tolliver,72,100
388,4,7:46.0,,Turnover by S. Blake (traveling),72,100
389,4,7:46.0,M. World Peace enters the game for L. Nance,,72,100
390,4,7:20.0,M. Huertas misses 2-pt jump shot from 12 ft,,72,100
391,4,7:20.0,,Defensive rebound by A. Tolliver,72,100
392,4,7:10.0,,S. Blake misses 2-pt jump shot from 11 ft,72,100
393,4,7:09.0,Defensive rebound by R. Kelly,,72,100
394,4,7:03.0,R. Kelly makes 2-pt layup at rim (assist by M. Huertas),,74,100
395,4,6:50.0,,A. Baynes misses 2-pt layup at rim (block by R. Sacre),74,100
396,4,6:50.0,Defensive rebound by R. Kelly,,74,100
397,4,6:42.0,Shooting foul by A. Tolliver (drawn by R. Kelly),,74,100
398,4,6:42.0,R. Kelly makes free throw 1 of 2,,75,100
399,4,6:42.0,,D. Hilliard enters the game for M. Morris,75,100
400,4,6:42.0,R. Kelly makes free throw 2 of 2,,76,100
401,4,6:35.0,,Turnover by S. Blake (bad pass),76,100
402,4,6:27.0,M. Huertas makes 2-pt layup at rim,,78,100
403,4,6:27.0,Shooting foul by D. Hilliard (drawn by M. Huertas),,78,100
404,4,6:27.0,M. Huertas makes free throw 1 of 1,,79,100
405,4,6:02.0,,S. Blake misses 2-pt jump shot from 14 ft,79,100
406,4,5:53.0,,Offensive rebound by S. Blake,79,100
407,4,5:53.0,,S. Blake makes 2-pt layup from 1 ft,79,102
408,4,5:51.0,R. Sacre makes 2-pt hook shot from 6 ft (assist by M. Huertas),,81,102
409,4,5:51.0,,Detroit full timeout,81,102
410,4,5:51.0,LA Lakers full timeout,,81,102
411,4,5:29.0,,Turnover by S. Johnson (bad pass; steal by R. Kelly),81,102
412,4,5:07.0,R. Sacre misses 2-pt hook shot from 8 ft,,81,102
413,4,5:06.0,,Defensive rebound by A. Tolliver,81,102
414,4,4:56.0,,D. Hilliard misses 3-pt jump shot from 25 ft,81,102
415,4,4:54.0,Defensive rebound by R. Kelly,,81,102
416,4,4:43.0,Shooting foul by A. Tolliver (drawn by R. Kelly),,81,102
417,4,4:43.0,R. Kelly makes free throw 1 of 2,,82,102
418,4,4:43.0,,S. Dinwiddie enters the game for S. Blake,82,102
419,4,4:43.0,R. Kelly misses free throw 2 of 2,,82,102
420,4,4:41.0,,Defensive rebound by A. Tolliver,82,102
421,4,4:25.0,,A. Baynes misses 2-pt layup from 2 ft (block by M. World Peace),82,102
422,4,4:24.0,,Offensive rebound by D. Hilliard,82,102
423,4,4:23.0,,D. Hilliard misses 3-pt jump shot from 22 ft,82,102
424,4,4:23.0,Defensive rebound by M. Huertas,,82,102
425,4,4:12.0,M. Huertas makes 2-pt layup at rim,,84,102
426,4,3:50.0,,D. Hilliard misses 2-pt jump shot from 15 ft,84,102
427,4,3:50.0,Defensive rebound by R. Kelly,,84,102
428,4,3:40.0,R. Sacre misses 2-pt hook shot from 6 ft,,84,102
429,4,3:39.0,,Defensive rebound by S. Johnson,84,102
430,4,3:29.0,,S. Johnson misses 2-pt jump shot from 12 ft,84,102
431,4,3:29.0,,Offensive rebound by A. Baynes,84,102
432,4,3:24.0,,D. Hilliard makes 3-pt jump shot from 26 ft (assist by A. Baynes),84,105
433,4,3:05.0,M. Huertas makes 3-pt jump shot from 26 ft,,87,105
434,4,2:39.0,,D. Hilliard misses 3-pt jump shot from 25 ft,87,105
435,4,2:39.0,Defensive rebound by R. Sacre,,87,105
436,4,2:28.0,L. Williams makes 3-pt jump shot from 26 ft (assist by M. Huertas),,90,105
437,4,2:28.0,,Detroit full timeout,90,105
438,4,2:28.0,,R. Bullock enters the game for A. Baynes,90,105
439,4,2:28.0,,J. Anthony enters the game for S. Johnson,90,105
440,4,2:13.0,,Shooting foul by R. Sacre (drawn by R. Bullock),90,105
441,4,2:13.0,,R. Bullock makes free throw 1 of 2,90,106
442,4,2:13.0,,R. Bullock makes free throw 2 of 2,90,107
443,4,1:56.0,R. Kelly misses 3-pt jump shot from 26 ft,,90,107
444,4,1:55.0,,Defensive rebound by R. Bullock,90,107
445,4,1:45.0,,Shooting foul by R. Sacre (drawn by D. Hilliard),90,107
446,4,1:45.0,,D. Hilliard makes free throw 1 of 2,90,108
447,4,1:45.0,,S. Johnson enters the game for A. Tolliver,90,108
448,4,1:45.0,,D. Hilliard makes free throw 2 of 2,90,109
449,4,1:32.0,Shooting foul by D. Hilliard (drawn by L. Williams),,90,109
450,4,1:32.0,L. Williams makes free throw 1 of 2,,91,109
451,4,1:32.0,L. Williams misses free throw 2 of 2,,91,109
452,4,1:30.0,,Defensive rebound by J. Anthony,91,109
453,4,1:07.0,,S. Dinwiddie makes 2-pt jump shot from 11 ft,91,111
454,4,0:42.0,M. World Peace misses 2-pt jump shot from 19 ft,,91,111
455,4,0:42.0,,Defensive rebound by S. Johnson,91,111
456,4,0:32.0,,S. Johnson misses 3-pt jump shot from 26 ft,91,111
457,4,0:32.0,Defensive rebound by Team,,91,111
458,4,0:20.0,M. Huertas misses 2-pt jump shot from 6 ft (block by J. Anthony),,91,111
459,4,0:19.0,,Defensive rebound by S. Dinwiddie,91,111
