,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,GOLDEN STATE_ACTION,OKLAHOMA CITY_SCORE,GOLDEN STATE_SCORE
0,1,11:44.0,,Shooting foul by A. Roberson (drawn by D. Green),0,0
1,1,11:44.0,,D. Green misses free throw 1 of 2,0,0
2,1,11:44.0,,Offensive rebound by Team,0,0
3,1,11:44.0,,D. Green misses free throw 2 of 2,0,0
4,1,11:42.0,Defensive rebound by R. Westbrook,,0,0
5,1,11:29.0,K. Durant makes 2-pt jump shot from 9 ft (assist by R. Westbrook),,2,0
6,1,11:16.0,,S. Curry misses 3-pt jump shot from 25 ft,2,0
7,1,11:15.0,Defensive rebound by S. Adams,,2,0
8,1,11:08.0,R. Westbrook misses 2-pt jump shot from 17 ft,,2,0
9,1,11:07.0,,Defensive rebound by D. Green,2,0
10,1,10:54.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by S. Curry),2,3
11,1,10:36.0,S. Ibaka misses 2-pt jump shot from 3 ft (block by A. Bogut),,2,3
12,1,10:35.0,,Defensive rebound by H. Barnes,2,3
13,1,10:30.0,,S. Curry misses 3-pt jump shot from 26 ft,2,3
14,1,10:29.0,Defensive rebound by K. Durant,,2,3
15,1,10:17.0,S. Adams misses 2-pt hook shot from 7 ft,,2,3
16,1,10:15.0,Offensive rebound by S. Ibaka,,2,3
17,1,10:12.0,S. Ibaka makes 2-pt hook shot from 5 ft,,4,3
18,1,9:49.0,,K. Thompson misses 2-pt jump shot from 20 ft,4,3
19,1,9:48.0,Defensive rebound by R. Westbrook,,4,3
20,1,9:46.0,Personal foul by A. Bogut (drawn by R. Westbrook),,4,3
21,1,9:41.0,Shooting foul by S. Curry (drawn by R. Westbrook),,4,3
22,1,9:41.0,R. Westbrook makes free throw 1 of 2,,5,3
23,1,9:41.0,R. Westbrook misses free throw 2 of 2,,5,3
24,1,9:40.0,,Defensive rebound by H. Barnes,5,3
25,1,9:16.0,,H. Barnes misses 3-pt jump shot from 25 ft,5,3
26,1,9:16.0,Defensive rebound by K. Durant,,5,3
27,1,9:07.0,S. Ibaka misses 2-pt jump shot from 12 ft,,5,3
28,1,9:06.0,,Defensive rebound by H. Barnes,5,3
29,1,8:43.0,,S. Curry makes 2-pt layup from 2 ft,5,5
30,1,8:25.0,Turnover by R. Westbrook (bad pass; steal by H. Barnes),,5,5
31,1,8:14.0,,S. Curry misses 2-pt layup from 2 ft (block by R. Westbrook),5,5
32,1,8:14.0,,Offensive rebound by D. Green,5,5
33,1,8:05.0,,D. Green makes 3-pt jump shot from 25 ft (assist by H. Barnes),5,8
34,1,7:54.0,K. Durant makes 2-pt layup from 2 ft,,7,8
35,1,7:35.0,,H. Barnes makes 2-pt jump shot from 12 ft (assist by D. Green),7,10
36,1,7:20.0,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),,9,10
37,1,7:02.0,,K. Thompson misses 3-pt jump shot from 25 ft,9,10
38,1,7:01.0,Defensive rebound by K. Durant,,9,10
39,1,6:52.0,K. Durant makes 2-pt jump shot from 13 ft,,11,10
40,1,6:36.0,,D. Green misses 2-pt dunk at rim,11,10
41,1,6:36.0,Defensive rebound by Team,,11,10
42,1,6:20.0,S. Ibaka makes 3-pt jump shot from 23 ft (assist by K. Durant),,14,10
43,1,6:05.0,,H. Barnes misses 2-pt jump shot from 15 ft,14,10
44,1,6:04.0,Defensive rebound by R. Westbrook,,14,10
45,1,5:54.0,K. Durant misses 2-pt jump shot from 8 ft,,14,10
46,1,5:53.0,,Defensive rebound by D. Green,14,10
47,1,5:49.0,,K. Thompson makes 2-pt layup at rim (assist by D. Green),14,12
48,1,5:35.0,A. Roberson misses 3-pt jump shot from 25 ft,,14,12
49,1,5:34.0,,Defensive rebound by S. Curry,14,12
50,1,5:24.0,,S. Curry makes 2-pt layup from 2 ft,14,14
51,1,5:13.0,R. Westbrook misses 2-pt jump shot from 15 ft,,14,14
52,1,5:12.0,,Defensive rebound by D. Green,14,14
53,1,5:06.0,,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),14,16
54,1,4:56.0,Oklahoma City full timeout,,14,16
55,1,4:56.0,,B. Rush enters the game for H. Barnes,14,16
56,1,4:56.0,K. Singler enters the game for K. Durant,,14,16
57,1,4:48.0,K. Singler makes 2-pt jump shot from 6 ft (assist by R. Westbrook),,16,16
58,1,4:26.0,,Offensive foul by A. Bogut (drawn by K. Singler),16,16
59,1,4:26.0,,Turnover by A. Bogut (offensive foul),16,16
60,1,4:26.0,E. Freedom enters the game for S. Adams,,16,16
61,1,4:26.0,,A. Varejão enters the game for A. Bogut,16,16
62,1,4:26.0,,L. Barbosa enters the game for K. Thompson,16,16
63,1,4:26.0,D. Waiters enters the game for A. Roberson,,16,16
64,1,4:16.0,R. Westbrook misses 2-pt jump shot from 12 ft,,16,16
65,1,4:15.0,,Defensive rebound by L. Barbosa,16,16
66,1,4:02.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by L. Barbosa),16,19
67,1,3:42.0,K. Singler makes 3-pt jump shot from 24 ft (assist by D. Waiters),,19,19
68,1,3:33.0,,S. Curry makes 3-pt jump shot from 26 ft,19,22
69,1,3:16.0,K. Singler misses 2-pt jump shot from 4 ft (block by S. Curry),,19,22
70,1,3:15.0,,Defensive rebound by S. Curry,19,22
71,1,3:02.0,,Offensive foul by L. Barbosa (drawn by R. Westbrook),19,22
72,1,3:02.0,,Turnover by L. Barbosa (offensive foul),19,22
73,1,3:02.0,K. Durant enters the game for R. Westbrook,,19,22
74,1,3:02.0,,A. Iguodala enters the game for B. Rush,19,22
75,1,2:51.0,D. Waiters makes 2-pt jump shot from 13 ft,,21,22
76,1,2:42.0,,S. Curry misses 3-pt jump shot from 28 ft,21,22
77,1,2:41.0,Defensive rebound by E. Freedom,,21,22
78,1,2:30.0,S. Ibaka makes 2-pt jump shot from 14 ft (assist by K. Singler),,23,22
79,1,2:22.0,,Golden State full timeout,23,22
80,1,2:18.0,,Shooting foul by E. Freedom (drawn by A. Varejão),23,22
81,1,2:18.0,,A. Varejão makes 2-pt layup from 2 ft (assist by D. Green),23,24
82,1,2:18.0,,A. Varejão makes free throw 1 of 1,23,25
83,1,2:04.0,K. Durant misses 2-pt jump shot from 19 ft,,23,25
84,1,2:03.0,,Defensive rebound by D. Green,23,25
85,1,1:56.0,,Personal foul by D. Waiters (drawn by A. Varejão),23,25
86,1,1:52.0,,L. Barbosa makes 2-pt jump shot from 21 ft (assist by S. Curry),23,27
87,1,1:30.0,Turnover by K. Durant (bad pass; steal by D. Green),,23,27
88,1,1:19.0,,Turnover by L. Barbosa (bad pass; steal by K. Durant),23,27
89,1,1:09.0,Personal foul by L. Barbosa (drawn by K. Durant),,23,27
90,1,1:09.0,K. Durant makes free throw 1 of 3,,24,27
91,1,1:09.0,,S. Livingston enters the game for S. Curry,24,27
92,1,1:09.0,K. Durant makes free throw 2 of 3,,25,27
93,1,1:09.0,A. Roberson enters the game for S. Ibaka,,25,27
94,1,1:09.0,K. Durant makes free throw 3 of 3,,26,27
95,1,0:57.0,,D. Green makes 2-pt layup from 2 ft (assist by L. Barbosa),26,29
96,1,0:47.0,K. Durant misses 2-pt jump shot from 13 ft,,26,29
97,1,0:45.0,Offensive rebound by K. Singler,,26,29
98,1,0:38.0,Shooting foul by A. Varejão (drawn by K. Durant),,26,29
99,1,0:38.0,K. Durant makes free throw 1 of 2,,27,29
100,1,0:38.0,K. Durant makes free throw 2 of 2,,28,29
101,1,0:29.0,,D. Green misses 3-pt jump shot from 25 ft,28,29
102,1,0:28.0,,Offensive rebound by A. Varejão,28,29
103,1,0:06.0,,A. Iguodala misses 2-pt jump shot from 6 ft,28,29
104,1,0:05.0,Defensive rebound by K. Durant,,28,29
105,1,0:01.0,K. Durant misses 3-pt jump shot from 34 ft,,28,29
106,1,0:00.0,Offensive rebound by Team,,28,29
107,2,11:45.0,Shooting foul by A. Varejão (drawn by D. Waiters),,28,29
108,2,11:45.0,D. Waiters makes free throw 1 of 2,,29,29
109,2,11:45.0,D. Waiters makes free throw 2 of 2,,30,29
110,2,11:33.0,,L. Barbosa misses 3-pt jump shot from 24 ft,30,29
111,2,11:33.0,Defensive rebound by A. Roberson,,30,29
112,2,11:20.0,R. Foye misses 3-pt jump shot from 26 ft,,30,29
113,2,11:19.0,Offensive rebound by A. Roberson,,30,29
114,2,11:03.0,D. Waiters misses 3-pt jump shot from 24 ft,,30,29
115,2,11:02.0,,Defensive rebound by A. Varejão,30,29
116,2,10:44.0,,H. Barnes misses 2-pt jump shot from 13 ft,30,29
117,2,10:44.0,Defensive rebound by R. Foye,,30,29
118,2,10:27.0,Offensive foul by K. Durant (drawn by A. Iguodala),,30,29
119,2,10:27.0,Turnover by K. Durant (offensive foul),,30,29
120,2,10:27.0,,M. Speights enters the game for A. Varejão,30,29
121,2,10:27.0,,K. Thompson enters the game for L. Barbosa,30,29
122,2,10:11.0,,M. Speights makes 2-pt jump shot from 17 ft (assist by H. Barnes),30,31
123,2,9:50.0,D. Waiters makes 2-pt jump shot from 19 ft (assist by K. Durant),,32,31
124,2,9:38.0,,S. Livingston makes 2-pt jump shot from 14 ft,32,33
125,2,9:38.0,,Shooting foul by D. Waiters (drawn by S. Livingston),32,33
126,2,9:38.0,,S. Livingston makes free throw 1 of 1,32,34
127,2,9:24.0,K. Durant makes 2-pt layup from 2 ft,,34,34
128,2,9:14.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by S. Livingston),34,36
129,2,8:56.0,R. Foye misses 3-pt jump shot from 25 ft,,34,36
130,2,8:55.0,,Defensive rebound by A. Iguodala,34,36
131,2,8:41.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by H. Barnes),34,39
132,2,8:21.0,E. Freedom misses 2-pt hook shot from 2 ft,,34,39
133,2,8:21.0,Offensive rebound by E. Freedom,,34,39
134,2,8:20.0,E. Freedom makes 2-pt layup from 2 ft,,36,39
135,2,8:09.0,,M. Speights makes 3-pt jump shot from 26 ft (assist by S. Livingston),36,42
136,2,7:48.0,E. Freedom makes 2-pt jump shot from 3 ft (assist by K. Durant),,38,42
137,2,7:48.0,Shooting foul by A. Iguodala (drawn by E. Freedom),,38,42
138,2,7:48.0,Official timeout,,38,42
139,2,7:48.0,,S. Curry enters the game for A. Iguodala,38,42
140,2,7:48.0,K. Singler enters the game for K. Durant,,38,42
141,2,7:48.0,R. Westbrook enters the game for D. Waiters,,38,42
142,2,7:48.0,E. Freedom misses free throw 1 of 1,,38,42
143,2,7:47.0,,Defensive rebound by M. Speights,38,42
144,2,7:23.0,,K. Thompson makes 2-pt layup from 1 ft (assist by S. Livingston),38,44
145,2,7:11.0,Turnover by E. Freedom (traveling),,38,44
146,2,7:07.0,,Turnover by K. Thompson (bad pass; steal by K. Singler),38,44
147,2,7:01.0,A. Roberson misses 2-pt layup from 2 ft,,38,44
148,2,7:00.0,Offensive rebound by R. Westbrook,,38,44
149,2,7:00.0,R. Westbrook makes 2-pt layup from 1 ft,,40,44
150,2,6:49.0,,M. Speights misses 2-pt dunk at rim,40,44
151,2,6:48.0,Defensive rebound by R. Foye,,40,44
152,2,6:39.0,K. Singler misses 3-pt jump shot from 24 ft,,40,44
153,2,6:39.0,Offensive rebound by A. Roberson,,40,44
154,2,6:38.0,A. Roberson misses 2-pt layup at rim,,40,44
155,2,6:37.0,Offensive rebound by A. Roberson,,40,44
156,2,6:37.0,A. Roberson misses 2-pt layup at rim,,40,44
157,2,6:34.0,Offensive rebound by R. Foye,,40,44
158,2,6:25.0,R. Foye makes 2-pt layup from 1 ft,,42,44
159,2,6:19.0,,S. Livingston misses 2-pt layup from 1 ft,42,44
160,2,6:18.0,Defensive rebound by K. Singler,,42,44
161,2,6:12.0,R. Westbrook misses 2-pt layup from 1 ft,,42,44
162,2,6:10.0,Offensive rebound by E. Freedom,,42,44
163,2,6:10.0,E. Freedom makes 2-pt layup at rim,,44,44
164,2,6:10.0,,Golden State full timeout,44,44
165,2,6:10.0,K. Durant enters the game for A. Roberson,,44,44
166,2,6:10.0,S. Ibaka enters the game for E. Freedom,,44,44
167,2,6:10.0,,D. Green enters the game for H. Barnes,44,44
168,2,6:10.0,,A. Bogut enters the game for M. Speights,44,44
169,2,5:58.0,Violation by R. Westbrook (def goaltending),,44,44
170,2,5:58.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Livingston),44,46
171,2,5:37.0,R. Westbrook misses 2-pt layup from 1 ft,,44,46
172,2,5:36.0,,Defensive rebound by S. Curry,44,46
173,2,5:33.0,,K. Thompson misses 3-pt jump shot from 25 ft (block by K. Durant),44,46
174,2,5:33.0,Defensive rebound by R. Foye,,44,46
175,2,5:29.0,R. Westbrook makes 2-pt dunk at rim (assist by K. Durant),,46,46
176,2,5:10.0,,S. Livingston makes 2-pt hook shot from 4 ft,46,48
177,2,4:49.0,R. Foye misses 3-pt jump shot from 23 ft,,46,48
178,2,4:48.0,,Defensive rebound by A. Bogut,46,48
179,2,4:43.0,Violation by R. Foye (kicked ball),,46,48
180,2,4:39.0,,Offensive foul by D. Green (drawn by R. Westbrook),46,48
181,2,4:39.0,,Turnover by D. Green (offensive foul),46,48
182,2,4:39.0,A. Roberson enters the game for R. Foye,,46,48
183,2,4:39.0,,B. Rush enters the game for S. Livingston,46,48
184,2,4:29.0,Turnover by R. Westbrook (bad pass; steal by K. Thompson),,46,48
185,2,4:24.0,,K. Thompson makes 2-pt layup from 1 ft,46,50
