,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,HOUSTON_ACTION,CLEVELAND_SCORE,HOUSTON_SCORE
400,4,8:21.0,,T. Jones makes free throw 2 of 2,76,59
401,4,8:06.0,R. Jefferson misses 3-pt jump shot from 24 ft,,76,59
402,4,8:05.0,,Defensive rebound by J. Harden,76,59
403,4,7:59.0,,J. Harden makes 2-pt layup at rim,76,61
404,4,7:59.0,Cleveland full timeout,,76,61
405,4,7:59.0,K. Love enters the game for R. Jefferson,,76,61
406,4,7:44.0,Personal foul by J. Harden (drawn by T. Thompson),,76,61
407,4,7:30.0,K. Irving misses 2-pt jump shot from 20 ft,,76,61
408,4,7:29.0,,Defensive rebound by J. Harden,76,61
409,4,7:16.0,,T. Ariza misses 2-pt jump shot from 11 ft,76,61
410,4,7:15.0,Defensive rebound by K. Love,,76,61
411,4,7:01.0,K. Irving makes 2-pt jump shot from 8 ft,,78,61
412,4,6:47.0,,T. Jones misses 3-pt jump shot from 25 ft,78,61
413,4,6:46.0,Defensive rebound by L. James,,78,61
414,4,6:20.0,T. Thompson makes 2-pt hook shot from 7 ft (assist by L. James),,80,61
415,4,6:04.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by T. Jones),80,64
416,4,5:35.0,K. Irving misses 3-pt jump shot from 25 ft,,80,64
417,4,5:35.0,Offensive rebound by T. Thompson,,80,64
418,4,5:22.0,Shooting foul by P. Beverley (drawn by K. Irving),,80,64
419,4,5:22.0,K. Irving misses free throw 1 of 2,,80,64
420,4,5:22.0,Offensive rebound by Team,,80,64
421,4,5:22.0,K. Irving makes free throw 2 of 2,,81,64
422,4,5:10.0,,M. Harrell makes 2-pt layup from 4 ft (assist by J. Harden),81,66
423,4,4:58.0,K. Irving makes 2-pt layup from 1 ft,,83,66
424,4,4:48.0,,Personal foul by K. Love (drawn by P. Beverley),83,66
425,4,4:38.0,,T. Jones makes 2-pt layup from 3 ft (assist by M. Harrell),83,68
426,4,4:16.0,L. James makes 2-pt layup from 1 ft (assist by I. Shumpert),,85,68
427,4,4:05.0,,Turnover by J. Harden (bad pass; steal by K. Love),85,68
428,4,4:03.0,Personal foul by T. Jones (drawn by L. James),,85,68
429,4,4:03.0,L. James misses free throw 1 of 2,,85,68
430,4,4:03.0,Offensive rebound by Team,,85,68
431,4,4:03.0,,M. Thornton enters the game for J. Harden,85,68
432,4,4:03.0,,K. McDaniels enters the game for T. Jones,85,68
433,4,4:03.0,L. James makes free throw 2 of 2,,86,68
434,4,3:49.0,,M. Harrell misses 2-pt layup from 2 ft,86,68
435,4,3:48.0,Defensive rebound by K. Love,,86,68
436,4,3:38.0,K. Irving misses 2-pt layup from 2 ft,,86,68
437,4,3:37.0,Offensive rebound by T. Thompson,,86,68
438,4,3:37.0,T. Thompson makes 2-pt dunk at rim,,88,68
439,4,3:24.0,,M. Harrell makes 2-pt dunk at rim (assist by T. Ariza),88,70
440,4,3:15.0,Personal take foul by P. Beverley (drawn by K. Irving),,88,70
441,4,3:15.0,K. Irving makes free throw 1 of 2,,89,70
442,4,3:15.0,,J. Terry enters the game for P. Beverley,89,70
443,4,3:15.0,,T. Jones enters the game for T. Ariza,89,70
444,4,3:15.0,M. Dellavedova enters the game for L. James,,89,70
445,4,3:15.0,K. Irving makes free throw 2 of 2,,90,70
446,4,3:00.0,,Turnover by T. Jones (traveling),90,70
447,4,3:00.0,J. Cunningham enters the game for K. Irving,,90,70
448,4,2:45.0,J. Cunningham misses 3-pt jump shot from 23 ft,,90,70
449,4,2:44.0,,Defensive rebound by M. Harrell,90,70
450,4,2:32.0,,T. Jones misses 3-pt jump shot from 24 ft,90,70
451,4,2:31.0,Defensive rebound by T. Thompson,,90,70
452,4,2:19.0,K. Love misses 3-pt jump shot from 25 ft,,90,70
453,4,2:18.0,,Defensive rebound by K. McDaniels,90,70
454,4,2:09.0,,K. McDaniels makes 2-pt jump shot from 3 ft,90,72
455,4,2:09.0,Cleveland full timeout,,90,72
456,4,2:09.0,S. Kaun enters the game for K. Love,,90,72
457,4,2:09.0,R. Jefferson enters the game for T. Thompson,,90,72
458,4,1:56.0,Personal foul by K. McDaniels (drawn by M. Dellavedova),,90,72
459,4,1:56.0,M. Dellavedova misses free throw 1 of 2,,90,72
460,4,1:56.0,Offensive rebound by Team,,90,72
461,4,1:56.0,M. Dellavedova makes free throw 2 of 2,,91,72
462,4,1:40.0,,Turnover by T. Jones (bad pass),91,72
463,4,1:13.0,J. Cunningham misses 2-pt jump shot from 3 ft (block by J. Terry),,91,72
464,4,1:12.0,,Defensive rebound by K. McDaniels,91,72
465,4,1:11.0,,Shooting foul by J. Cunningham (drawn by M. Harrell),91,72
466,4,1:11.0,,M. Harrell makes free throw 1 of 2,91,73
467,4,1:11.0,,M. Harrell makes free throw 2 of 2,91,74
468,4,0:59.0,Turnover by I. Shumpert (bad pass),,91,74
469,4,0:57.0,,J. Terry misses 3-pt jump shot from 25 ft,91,74
470,4,0:57.0,,Offensive rebound by M. Harrell,91,74
471,4,0:57.0,,K. McDaniels makes 2-pt dunk at rim,91,76
472,4,0:42.0,I. Shumpert misses 3-pt jump shot from 26 ft,,91,76
473,4,0:42.0,Offensive rebound by S. Kaun,,91,76
474,4,0:42.0,Personal foul by T. Jones (drawn by S. Kaun),,91,76
475,4,0:42.0,S. Kaun misses free throw 1 of 2,,91,76
476,4,0:42.0,Offensive rebound by Team,,91,76
477,4,0:42.0,S. Kaun misses free throw 2 of 2,,91,76
478,4,0:42.0,,Defensive rebound by K. McDaniels,91,76
479,4,0:25.0,,Shooting foul by R. Jefferson (drawn by M. Harrell),91,76
480,4,0:25.0,,M. Harrell misses free throw 1 of 2,91,76
481,4,0:25.0,,Offensive rebound by Team,91,76
482,4,0:25.0,,M. Harrell makes free throw 2 of 2,91,77
