,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,SACRAMENTO_ACTION,SAN ANTONIO_SCORE,SACRAMENTO_SCORE
0,1,11:46.0,T. Parker misses 2-pt layup from 1 ft,,0,0
1,1,11:45.0,Offensive rebound by T. Duncan,,0,0
2,1,11:37.0,K. Leonard makes 3-pt jump shot from 23 ft (assist by D. Green),,3,0
3,1,11:25.0,,D. Cousins misses 2-pt layup from 2 ft,3,0
4,1,11:24.0,Defensive rebound by T. Duncan,,3,0
5,1,11:09.0,T. Duncan misses 2-pt jump shot from 20 ft,,3,0
6,1,11:08.0,,Defensive rebound by D. Cousins,3,0
7,1,10:56.0,,D. Cousins misses 2-pt jump shot from 6 ft,3,0
8,1,10:55.0,Defensive rebound by T. Duncan,,3,0
9,1,10:39.0,Turnover by T. Parker (bad pass; steal by W. Cauley-Stein),,3,0
10,1,10:34.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Gay),3,2
11,1,10:18.0,Shooting foul by W. Cauley-Stein (drawn by T. Duncan),,3,2
12,1,10:18.0,T. Duncan makes free throw 1 of 2,,4,2
13,1,10:18.0,T. Duncan makes free throw 2 of 2,,5,2
14,1,9:59.0,,R. Gay makes 2-pt jump shot from 17 ft (assist by D. Cousins),5,4
15,1,9:49.0,D. Green makes 3-pt jump shot from 24 ft (assist by K. Leonard),,8,4
16,1,9:34.0,,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by R. Rondo),8,6
17,1,9:16.0,T. Parker misses 2-pt jump shot from 20 ft,,8,6
18,1,9:16.0,,Defensive rebound by W. Cauley-Stein,8,6
19,1,9:07.0,,D. Cousins misses 3-pt jump shot from 24 ft,8,6
20,1,9:06.0,Defensive rebound by T. Parker,,8,6
21,1,8:54.0,K. Leonard makes 2-pt jump shot from 11 ft,,10,6
22,1,8:29.0,,D. Cousins misses 2-pt jump shot from 14 ft,10,6
23,1,8:28.0,Defensive rebound by D. Green,,10,6
24,1,8:22.0,D. Green misses 3-pt jump shot from 25 ft,,10,6
25,1,8:21.0,,Defensive rebound by R. Rondo,10,6
26,1,8:17.0,,R. Gay misses 2-pt jump shot from 5 ft (block by D. Green),10,6
27,1,8:17.0,,Offensive rebound by Team,10,6
28,1,8:08.0,,Def 3 sec tech foul by L. Aldridge,10,6
29,1,8:08.0,,D. Cousins misses technical free throw,10,6
30,1,8:08.0,,Offensive rebound by Team,10,6
31,1,7:58.0,,Shooting foul by T. Duncan (drawn by D. Cousins),10,6
32,1,7:58.0,,D. Cousins makes free throw 1 of 2,10,7
33,1,7:58.0,,D. Cousins makes free throw 2 of 2,10,8
34,1,7:39.0,T. Duncan misses 2-pt jump shot from 5 ft (block by D. Cousins),,10,8
35,1,7:38.0,Offensive rebound by T. Duncan,,10,8
36,1,7:38.0,,Violation by D. Cousins (def goaltending),10,8
37,1,7:38.0,T. Duncan makes 2-pt jump shot from 5 ft,,12,8
38,1,7:18.0,,R. Gay misses 2-pt jump shot from 11 ft,12,8
39,1,7:17.0,,Offensive rebound by W. Cauley-Stein,12,8
40,1,7:15.0,,R. Gay misses 2-pt layup from 1 ft (block by D. Green),12,8
41,1,7:14.0,Defensive rebound by L. Aldridge,,12,8
42,1,7:04.0,D. Green misses 3-pt jump shot from 24 ft,,12,8
43,1,7:04.0,,Defensive rebound by D. Cousins,12,8
44,1,6:56.0,,D. Cousins misses 2-pt hook shot from 6 ft,12,8
45,1,6:55.0,Defensive rebound by T. Duncan,,12,8
46,1,6:39.0,K. Leonard misses 2-pt jump shot from 14 ft,,12,8
47,1,6:38.0,,Defensive rebound by W. Cauley-Stein,12,8
48,1,6:30.0,,D. Cousins makes 2-pt jump shot from 7 ft (assist by R. Gay),12,10
49,1,6:30.0,San Antonio full timeout,,12,10
50,1,6:13.0,T. Duncan misses 2-pt jump shot from 6 ft,,12,10
51,1,6:12.0,,Defensive rebound by R. Gay,12,10
52,1,5:59.0,,Turnover by R. Rondo (bad pass),12,10
53,1,5:47.0,D. Green misses 2-pt jump shot from 22 ft,,12,10
54,1,5:47.0,,Defensive rebound by D. Cousins,12,10
55,1,5:43.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Cousins),12,12
56,1,5:14.0,L. Aldridge misses 2-pt jump shot from 20 ft,,12,12
57,1,5:13.0,,Defensive rebound by R. Gay,12,12
58,1,5:06.0,,R. Rondo makes 2-pt jump shot from 18 ft (assist by R. Gay),12,14
59,1,4:40.0,L. Aldridge misses 2-pt jump shot from 17 ft,,12,14
60,1,4:40.0,Offensive rebound by Team,,12,14
61,1,4:39.0,,M. Belinelli enters the game for J. Anderson,12,14
62,1,4:39.0,B. Diaw enters the game for T. Parker,,12,14
63,1,4:39.0,P. Mills enters the game for T. Duncan,,12,14
64,1,4:39.0,M. Ginóbili enters the game for D. Green,,12,14
65,1,4:37.0,L. Aldridge makes 2-pt layup from 2 ft (assist by B. Diaw),,14,14
66,1,4:19.0,,W. Cauley-Stein misses 2-pt jump shot from 7 ft,14,14
67,1,4:19.0,Defensive rebound by L. Aldridge,,14,14
68,1,4:14.0,L. Aldridge makes 2-pt layup from 1 ft (assist by M. Ginóbili),,16,14
69,1,3:50.0,,R. Rondo makes 2-pt jump shot from 21 ft,16,16
70,1,3:41.0,L. Aldridge makes 2-pt layup from 2 ft (assist by M. Ginóbili),,18,16
71,1,3:33.0,,R. Rondo makes 2-pt jump shot from 3 ft,18,18
72,1,3:19.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Mills),,21,18
73,1,3:19.0,,Sacramento full timeout,21,18
74,1,3:19.0,D. West enters the game for L. Aldridge,,21,18
75,1,3:19.0,K. Anderson enters the game for K. Leonard,,21,18
76,1,3:19.0,,K. Koufos enters the game for W. Cauley-Stein,21,18
77,1,3:19.0,,O. Casspi enters the game for R. Gay,21,18
78,1,3:02.0,,D. Cousins makes 2-pt hook shot from 4 ft (assist by M. Belinelli),21,20
79,1,2:45.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,21,20
80,1,2:44.0,,Defensive rebound by O. Casspi,21,20
81,1,2:39.0,,Turnover by R. Rondo (bad pass),21,20
82,1,2:24.0,P. Mills misses 2-pt jump shot from 17 ft,,21,20
83,1,2:24.0,,Defensive rebound by D. Cousins,21,20
84,1,2:14.0,,Turnover by M. Belinelli (bad pass; steal by M. Ginóbili),21,20
85,1,2:11.0,Turnover by D. West (bad pass; steal by D. Cousins),,21,20
86,1,2:02.0,,O. Casspi misses 3-pt jump shot from 23 ft,21,20
87,1,2:01.0,,Offensive rebound by K. Koufos,21,20
88,1,1:57.0,,O. Casspi makes 2-pt layup from 3 ft (assist by K. Koufos),21,22
89,1,1:42.0,P. Mills misses 2-pt jump shot from 20 ft,,21,22
90,1,1:41.0,,Defensive rebound by K. Koufos,21,22
91,1,1:18.0,,O. Casspi misses 2-pt jump shot from 8 ft,21,22
92,1,1:18.0,,Offensive rebound by Team,21,22
93,1,1:18.0,Loose ball foul by B. Diaw (drawn by K. Koufos),,21,22
94,1,1:18.0,,R. Gay enters the game for D. Cousins,21,22
95,1,1:12.0,,R. Rondo makes 2-pt jump shot from 20 ft,21,24
96,1,0:56.0,D. West makes 2-pt layup from 2 ft (assist by B. Diaw),,23,24
97,1,0:40.0,,Turnover by R. Rondo (bad pass),23,24
98,1,0:29.0,B. Diaw misses 3-pt jump shot from 25 ft,,23,24
99,1,0:28.0,,Defensive rebound by O. Casspi,23,24
100,1,0:06.0,,R. Gay misses 3-pt jump shot from 25 ft,23,24
101,1,0:05.0,,Offensive rebound by M. Belinelli,23,24
102,1,0:00.0,,M. Belinelli misses 2-pt jump shot from 11 ft,23,24
103,1,0:00.0,,Offensive rebound by Team,23,24
104,2,11:45.0,,M. Belinelli makes 2-pt layup from 3 ft (assist by R. Gay),23,26
105,2,11:22.0,M. Ginóbili misses 3-pt jump shot from 23 ft,,23,26
106,2,11:22.0,,Defensive rebound by K. Koufos,23,26
107,2,11:09.0,,O. Casspi misses 2-pt jump shot from 6 ft,23,26
108,2,11:09.0,Defensive rebound by D. West,,23,26
109,2,11:02.0,Turnover by M. Ginóbili (bad pass; steal by O. Casspi),,23,26
110,2,10:58.0,Violation by K. Anderson (def goaltending),,23,26
111,2,10:58.0,,O. Casspi makes 2-pt layup from 3 ft,23,28
112,2,10:43.0,D. West makes 2-pt jump shot from 18 ft (assist by B. Diaw),,25,28
113,2,10:27.0,,Turnover by R. Gay (bad pass; steal by M. Ginóbili),25,28
114,2,10:26.0,Personal foul by R. Gay (drawn by M. Ginóbili),,25,28
115,2,10:26.0,D. Green enters the game for M. Ginóbili,,25,28
116,2,10:15.0,K. Anderson misses 2-pt jump shot at rim (block by R. Gay),,25,28
117,2,10:14.0,Offensive rebound by K. Anderson,,25,28
118,2,10:14.0,K. Anderson misses 2-pt layup at rim,,25,28
119,2,10:13.0,,Defensive rebound by R. Rondo,25,28
120,2,10:05.0,,Shooting foul by K. Anderson (drawn by K. Koufos),25,28
121,2,10:05.0,,K. Koufos misses free throw 1 of 2,25,28
122,2,10:05.0,,Offensive rebound by Team,25,28
123,2,10:05.0,,K. Koufos misses free throw 2 of 2,25,28
124,2,10:04.0,Defensive rebound by D. West,,25,28
125,2,9:50.0,D. West misses 2-pt jump shot from 19 ft,,25,28
126,2,9:49.0,,Defensive rebound by R. Rondo,25,28
127,2,9:34.0,,R. Rondo misses 2-pt jump shot from 21 ft,25,28
128,2,9:33.0,Defensive rebound by K. Anderson,,25,28
129,2,9:19.0,Turnover by D. Green (step out of bounds),,25,28
130,2,9:00.0,,R. Gay misses 2-pt layup from 2 ft (block by K. Anderson),25,28
131,2,8:59.0,,Offensive rebound by R. Gay,25,28
132,2,8:54.0,,O. Casspi misses 3-pt jump shot from 27 ft,25,28
133,2,8:52.0,Defensive rebound by Team,,25,28
134,2,8:52.0,Official timeout,,25,28
135,2,8:52.0,K. Leonard enters the game for P. Mills,,25,28
136,2,8:52.0,T. Parker enters the game for K. Anderson,,25,28
137,2,8:34.0,D. Green makes 2-pt jump shot from 18 ft (assist by D. West),,27,28
138,2,8:20.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by R. Rondo),27,30
139,2,7:56.0,Personal foul by O. Casspi (drawn by B. Diaw),,27,30
140,2,7:56.0,T. Duncan enters the game for D. West,,27,30
141,2,7:56.0,R. Butler enters the game for B. Diaw,,27,30
142,2,7:48.0,,Violation by K. Koufos (def goaltending),27,30
143,2,7:48.0,T. Parker makes 2-pt layup from 2 ft,,29,30
144,2,7:33.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by R. Rondo),29,33
145,2,7:20.0,Shooting foul by O. Casspi (drawn by T. Duncan),,29,33
146,2,7:20.0,T. Duncan misses free throw 1 of 2,,29,33
147,2,7:20.0,Offensive rebound by Team,,29,33
148,2,7:20.0,T. Duncan makes free throw 2 of 2,,30,33
149,2,7:04.0,,K. Koufos makes 2-pt layup from 2 ft (assist by M. Belinelli),30,35
150,2,7:04.0,,Violation by Team (delay of game),30,35
151,2,6:51.0,T. Parker makes 2-pt jump shot from 16 ft,,32,35
152,2,6:38.0,,Turnover by R. Rondo (bad pass),32,35
153,2,6:38.0,,B. McLemore enters the game for O. Casspi,32,35
154,2,6:23.0,T. Duncan makes 2-pt jump shot from 12 ft,,34,35
155,2,6:10.0,,B. McLemore misses 2-pt jump shot from 6 ft,34,35
156,2,6:10.0,,Offensive rebound by Team,34,35
157,2,6:10.0,,D. Cousins enters the game for K. Koufos,34,35
158,2,6:00.0,,D. Cousins misses 2-pt jump shot from 7 ft (block by K. Leonard),34,35
159,2,5:58.0,Defensive rebound by R. Butler,,34,35
160,2,5:54.0,R. Butler makes 2-pt layup from 3 ft (assist by T. Parker),,36,35
161,2,5:53.0,,Sacramento full timeout,36,35
162,2,5:39.0,,M. Belinelli misses 2-pt jump shot from 7 ft,36,35
163,2,5:39.0,Defensive rebound by T. Duncan,,36,35
164,2,5:29.0,T. Duncan makes 2-pt layup from 2 ft (assist by R. Butler),,38,35
165,2,5:10.0,,B. McLemore makes 2-pt layup from 2 ft,38,37
166,2,4:54.0,,Violation by D. Cousins (def goaltending),38,37
167,2,4:54.0,T. Parker makes 2-pt jump shot from 6 ft,,40,37
168,2,4:42.0,,M. Belinelli misses 2-pt jump shot from 17 ft,40,37
169,2,4:41.0,Defensive rebound by K. Leonard,,40,37
