,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,WASHINGTON_ACTION,SACRAMENTO_SCORE,WASHINGTON_SCORE
139,2,9:15.0,,Shooting foul by K. Koufos (drawn by K. Humphries),40,39
140,2,9:15.0,Sacramento full timeout,,40,39
141,2,9:15.0,D. Cousins enters the game for K. Koufos,,40,39
142,2,9:15.0,,K. Humphries makes free throw 1 of 2,40,40
143,2,9:15.0,,K. Humphries makes free throw 2 of 2,40,41
144,2,8:58.0,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),,42,41
145,2,8:39.0,,R. Sessions misses 2-pt layup from 1 ft,42,41
146,2,8:35.0,Defensive rebound by D. Cousins,,42,41
147,2,8:23.0,B. McLemore makes 2-pt layup from 1 ft (assist by C. Butler),,44,41
148,2,8:02.0,,K. Oubre misses 2-pt layup at rim,44,41
149,2,8:01.0,Defensive rebound by C. Butler,,44,41
150,2,7:44.0,,J. Wall enters the game for K. Oubre,44,41
151,2,7:44.0,,M. Gortat enters the game for K. Humphries,44,41
152,2,7:41.0,C. Butler makes 2-pt jump shot from 12 ft (assist by D. Collison),,46,41
153,2,7:25.0,,J. Dudley makes 2-pt jump shot from 19 ft (assist by G. Temple),46,43
154,2,7:02.0,D. Cousins misses 3-pt jump shot from 25 ft,,46,43
155,2,7:01.0,,Defensive rebound by J. Dudley,46,43
156,2,6:57.0,,Personal foul by D. Collison (drawn by J. Wall),46,43
157,2,6:57.0,R. Gay enters the game for B. McLemore,,46,43
158,2,6:52.0,,J. Wall makes 2-pt layup from 2 ft,46,45
159,2,6:42.0,Shooting foul by R. Sessions (drawn by D. Collison),,46,45
160,2,6:42.0,D. Collison misses free throw 1 of 2,,46,45
161,2,6:42.0,Offensive rebound by Team,,46,45
162,2,6:42.0,R. Rondo enters the game for C. Butler,,46,45
163,2,6:42.0,D. Collison makes free throw 2 of 2,,47,45
164,2,6:30.0,,M. Gortat misses 2-pt jump shot from 3 ft (block by R. Gay),47,45
165,2,6:29.0,Defensive rebound by D. Cousins,,47,45
166,2,6:22.0,R. Gay makes 2-pt jump shot from 13 ft (assist by D. Collison),,49,45
167,2,6:11.0,,Def 3 sec tech foul by R. Rondo,49,45
168,2,6:11.0,,J. Wall makes technical free throw,49,46
169,2,6:00.0,,J. Wall misses 2-pt jump shot from 15 ft,49,46
170,2,5:59.0,Defensive rebound by D. Cousins,,49,46
171,2,5:45.0,Turnover by D. Collison (lost ball; steal by J. Wall),,49,46
172,2,5:41.0,,R. Sessions makes 2-pt layup from 1 ft (assist by G. Temple),49,48
173,2,5:23.0,M. Belinelli misses 2-pt jump shot from 20 ft,,49,48
174,2,5:22.0,Offensive rebound by D. Collison,,49,48
175,2,5:07.0,D. Collison makes 2-pt jump shot from 18 ft,,51,48
176,2,5:01.0,,J. Wall makes 2-pt layup from 1 ft,51,50
177,2,4:38.0,M. Belinelli misses 3-pt jump shot from 27 ft,,51,50
178,2,4:37.0,,Defensive rebound by J. Dudley,51,50
179,2,4:31.0,,R. Sessions makes 2-pt layup from 1 ft (assist by J. Dudley),51,52
180,2,4:29.0,Sacramento full timeout,,51,52
181,2,4:29.0,Official timeout,,51,52
182,2,4:29.0,S. Curry enters the game for D. Collison,,51,52
183,2,4:29.0,B. McLemore enters the game for M. Belinelli,,51,52
184,2,4:16.0,R. Gay misses 3-pt jump shot from 22 ft,,51,52
185,2,4:16.0,,Defensive rebound by R. Sessions,51,52
186,2,4:06.0,,M. Gortat makes 2-pt hook shot from 6 ft (assist by J. Wall),51,54
187,2,3:54.0,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),,53,54
188,2,3:48.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),53,56
189,2,3:27.0,R. Rondo misses 2-pt jump shot from 18 ft,,53,56
190,2,3:27.0,,Defensive rebound by M. Gortat,53,56
191,2,3:27.0,,Personal foul by D. Cousins (drawn by M. Gortat),53,56
192,2,3:27.0,,M. Gortat makes free throw 1 of 2,53,57
193,2,3:27.0,,M. Gortat makes free throw 2 of 2,53,58
194,2,3:09.0,Turnover by B. McLemore (lost ball; steal by J. Wall),,53,58
195,2,3:04.0,,J. Wall misses 2-pt layup at rim,53,58
196,2,3:02.0,Defensive rebound by B. McLemore,,53,58
197,2,3:01.0,Personal take foul by R. Sessions (drawn by R. Rondo),,53,58
198,2,2:52.0,Shooting foul by J. Dudley (drawn by D. Cousins),,53,58
199,2,2:52.0,,Washington full timeout,53,58
200,2,2:52.0,,K. Oubre enters the game for R. Sessions,53,58
201,2,2:52.0,D. Cousins misses free throw 1 of 2,,53,58
202,2,2:52.0,Offensive rebound by Team,,53,58
203,2,2:52.0,D. Cousins makes free throw 2 of 2,,54,58
204,2,2:35.0,,Turnover by J. Dudley (bad pass; steal by R. Rondo),54,58
205,2,2:28.0,Turnover by R. Rondo (bad pass; steal by J. Wall),,54,58
206,2,2:20.0,,J. Dudley misses 3-pt jump shot from 24 ft,54,58
207,2,2:19.0,Defensive rebound by Team,,54,58
208,2,2:05.0,D. Cousins makes 2-pt jump shot from 3 ft (assist by R. Rondo),,56,58
209,2,2:05.0,Shooting foul by J. Wall (drawn by D. Cousins),,56,58
210,2,2:05.0,D. Cousins makes free throw 1 of 1,,57,58
211,2,1:51.0,,J. Wall makes 3-pt jump shot from 24 ft,57,61
212,2,1:30.0,S. Curry misses 3-pt jump shot from 25 ft,,57,61
213,2,1:30.0,Offensive rebound by B. McLemore,,57,61
214,2,1:28.0,B. McLemore misses 2-pt jump shot from 5 ft,,57,61
215,2,1:27.0,,Defensive rebound by K. Oubre,57,61
216,2,1:24.0,D. Collison enters the game for B. McLemore,,57,61
217,2,1:04.0,,Turnover by M. Gortat (lost ball; steal by D. Cousins),57,61
218,2,0:47.0,Offensive foul by D. Cousins (drawn by M. Gortat),,57,61
219,2,0:47.0,Turnover by D. Cousins (offensive foul),,57,61
220,2,0:47.0,K. Koufos enters the game for D. Cousins,,57,61
221,2,0:41.0,,Turnover by J. Wall (bad pass; steal by S. Curry),57,61
222,2,0:33.0,R. Gay misses 3-pt jump shot from 27 ft,,57,61
223,2,0:33.0,,Defensive rebound by G. Temple,57,61
224,2,0:13.0,,M. Gortat makes 2-pt hook shot at rim (assist by J. Wall),57,63
225,2,0:02.0,R. Rondo makes 2-pt jump shot from 22 ft,,59,63
226,3,11:50.0,B. McLemore makes 2-pt layup at rim,,61,63
227,3,11:30.0,,J. Wall misses 2-pt jump shot from 19 ft,61,63
228,3,11:30.0,Defensive rebound by O. Casspi,,61,63
229,3,11:21.0,O. Casspi misses 3-pt jump shot from 27 ft,,61,63
230,3,11:19.0,Offensive rebound by B. McLemore,,61,63
231,3,11:15.0,Turnover by D. Cousins (lost ball),,61,63
232,3,11:05.0,,Turnover by J. Dudley (lost ball; steal by D. Cousins),61,63
233,3,10:53.0,R. Rondo misses 2-pt layup at rim,,61,63
234,3,10:52.0,Offensive rebound by Team,,61,63
235,3,10:52.0,D. Collison enters the game for R. Rondo,,61,63
236,3,10:48.0,D. Cousins misses 2-pt jump shot from 13 ft,,61,63
237,3,10:47.0,,Defensive rebound by M. Gortat,61,63
238,3,10:40.0,Offensive charge foul by K. Oubre (drawn by D. Cousins),,61,63
239,3,10:40.0,,Turnover by K. Oubre (offensive foul),61,63
240,3,10:25.0,R. Gay misses 2-pt jump shot from 19 ft,,61,63
241,3,10:24.0,,Defensive rebound by K. Oubre,61,63
242,3,10:14.0,,Turnover by J. Wall (bad pass; steal by R. Gay),61,63
243,3,10:09.0,D. Collison misses 2-pt jump shot from 20 ft,,61,63
244,3,10:06.0,,Defensive rebound by K. Oubre,61,63
245,3,9:58.0,,K. Oubre makes 3-pt jump shot from 24 ft (assist by J. Wall),61,66
246,3,9:31.0,R. Gay misses 3-pt jump shot from 22 ft,,61,66
247,3,9:30.0,Offensive rebound by D. Collison,,61,66
248,3,9:27.0,O. Casspi makes 2-pt jump shot from 3 ft (assist by D. Collison),,63,66
249,3,9:01.0,,J. Wall misses 2-pt jump shot from 21 ft,63,66
250,3,9:00.0,Defensive rebound by O. Casspi,,63,66
251,3,8:55.0,Shooting foul by K. Oubre (drawn by B. McLemore),,63,66
252,3,8:55.0,B. McLemore makes free throw 1 of 2,,64,66
253,3,8:55.0,B. McLemore makes free throw 2 of 2,,65,66
254,3,8:36.0,,M. Gortat makes 2-pt hook shot from 5 ft,65,68
255,3,8:26.0,D. Collison misses 2-pt layup at rim,,65,68
256,3,8:25.0,,Defensive rebound by G. Temple,65,68
257,3,8:19.0,,G. Temple makes 2-pt jump shot from 22 ft (assist by J. Wall),65,70
258,3,7:57.0,D. Cousins misses 2-pt jump shot from 6 ft (block by M. Gortat),,65,70
259,3,7:55.0,,Defensive rebound by M. Gortat,65,70
260,3,7:53.0,,Personal foul by D. Collison (drawn by J. Wall),65,70
261,3,7:48.0,,G. Temple misses 2-pt jump shot from 15 ft,65,70
262,3,7:47.0,,Offensive rebound by M. Gortat,65,70
263,3,7:42.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by J. Wall),65,73
264,3,7:42.0,Sacramento full timeout,,65,73
265,3,7:28.0,Personal foul by G. Temple (drawn by D. Cousins),,65,73
266,3,7:28.0,R. Rondo enters the game for B. McLemore,,65,73
267,3,7:14.0,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),,67,73
268,3,7:00.0,,M. Gortat makes 2-pt jump shot from 11 ft (assist by J. Wall),67,75
269,3,6:44.0,O. Casspi makes 3-pt jump shot from 27 ft (assist by D. Cousins),,70,75
270,3,6:33.0,,Turnover by J. Wall (lost ball; steal by D. Cousins),70,75
271,3,6:29.0,D. Collison makes 2-pt layup at rim (assist by D. Cousins),,72,75
272,3,6:04.0,,G. Temple makes 3-pt jump shot from 27 ft (assist by J. Dudley),72,78
273,3,5:48.0,R. Gay misses 2-pt layup from 1 ft,,72,78
274,3,5:47.0,Offensive rebound by D. Cousins,,72,78
275,3,5:42.0,Turnover by O. Casspi (lost ball; steal by K. Oubre),,72,78
276,3,5:38.0,,Personal take foul by R. Rondo (drawn by K. Oubre),72,78
277,3,5:38.0,,R. Sessions enters the game for K. Oubre,72,78
278,3,5:22.0,,G. Temple misses 3-pt jump shot from 24 ft,72,78
279,3,5:22.0,Defensive rebound by O. Casspi,,72,78
280,3,5:04.0,D. Collison misses 3-pt jump shot from 22 ft,,72,78
281,3,5:03.0,Offensive rebound by D. Cousins,,72,78
282,3,5:03.0,Shooting foul by M. Gortat (drawn by D. Cousins),,72,78
283,3,5:03.0,D. Cousins makes free throw 1 of 2,,73,78
284,3,5:03.0,D. Cousins makes free throw 2 of 2,,74,78
285,3,4:46.0,,M. Gortat misses 2-pt jump shot from 8 ft,74,78
286,3,4:45.0,Defensive rebound by R. Rondo,,74,78
287,3,4:35.0,Turnover by D. Cousins (bad pass; steal by J. Wall),,74,78
288,3,4:30.0,,J. Wall makes 2-pt layup at rim,74,80
289,3,4:09.0,D. Cousins misses 2-pt jump shot from 18 ft,,74,80
290,3,4:09.0,,Defensive rebound by R. Sessions,74,80
291,3,3:55.0,,R. Sessions misses 2-pt jump shot from 6 ft,74,80
292,3,3:54.0,Defensive rebound by R. Gay,,74,80
293,3,3:43.0,D. Cousins misses 2-pt jump shot from 15 ft,,74,80
294,3,3:42.0,,Defensive rebound by M. Gortat,74,80
295,3,3:30.0,,M. Gortat misses 2-pt layup from 1 ft,74,80
296,3,3:29.0,Defensive rebound by R. Gay,,74,80
297,3,3:23.0,O. Casspi makes 2-pt dunk at rim (assist by D. Collison),,76,80
298,3,3:23.0,,Washington full timeout,76,80
299,3,3:23.0,K. Koufos enters the game for R. Gay,,76,80
300,3,3:23.0,M. Belinelli enters the game for D. Cousins,,76,80
301,3,3:23.0,,K. Humphries enters the game for J. Dudley,76,80
302,3,3:13.0,,Shooting foul by D. Collison (drawn by J. Wall),76,80
303,3,3:13.0,,J. Wall makes free throw 1 of 2,76,81
304,3,3:13.0,,J. Wall makes free throw 2 of 2,76,82
305,3,2:54.0,O. Casspi misses 3-pt jump shot from 26 ft (block by K. Humphries),,76,82
306,3,2:52.0,Offensive rebound by K. Koufos,,76,82
307,3,2:48.0,M. Belinelli misses 3-pt jump shot from 25 ft,,76,82
308,3,2:46.0,,Defensive rebound by R. Sessions,76,82
309,3,2:43.0,,Shooting foul by M. Belinelli (drawn by K. Humphries),76,82
310,3,2:43.0,,K. Humphries makes free throw 1 of 2,76,83
311,3,2:43.0,,K. Oubre enters the game for J. Wall,76,83
312,3,2:43.0,,K. Humphries makes free throw 2 of 2,76,84
313,3,2:26.0,Turnover by M. Belinelli (lost ball; steal by G. Temple),,76,84
314,3,2:07.0,,G. Temple misses 2-pt jump shot from 17 ft,76,84
315,3,2:06.0,Defensive rebound by D. Collison,,76,84
316,3,2:02.0,Shooting foul by K. Oubre (drawn by D. Collison),,76,84
317,3,2:02.0,D. Collison makes free throw 1 of 2,,77,84
318,3,2:02.0,D. Collison makes free throw 2 of 2,,78,84
319,3,1:46.0,,M. Gortat misses 2-pt jump shot from 12 ft,78,84
320,3,1:45.0,Defensive rebound by O. Casspi,,78,84
321,3,1:25.0,M. Belinelli makes 2-pt jump shot from 8 ft,,80,84
322,3,1:11.0,,K. Humphries misses 2-pt jump shot from 3 ft,80,84
323,3,1:10.0,Defensive rebound by O. Casspi,,80,84
324,3,1:03.0,M. Belinelli misses 3-pt jump shot from 25 ft,,80,84
325,3,1:02.0,,Defensive rebound by K. Oubre,80,84
326,3,0:46.0,,Turnover by M. Gortat (bad pass),80,84
327,3,0:37.0,K. Koufos makes 2-pt jump shot from 6 ft (assist by D. Collison),,82,84
328,3,0:23.0,,R. Sessions misses 2-pt layup from 1 ft,82,84
329,3,0:22.0,,Offensive rebound by M. Gortat,82,84
330,3,0:20.0,,M. Gortat misses 2-pt layup from 1 ft,82,84
331,3,0:19.0,Defensive rebound by R. Rondo,,82,84
332,3,0:17.0,Shooting foul by K. Humphries (drawn by O. Casspi),,82,84
333,3,0:17.0,O. Casspi makes free throw 1 of 2,,83,84
334,3,0:17.0,,J. Wall enters the game for K. Humphries,83,84
335,3,0:17.0,S. Curry enters the game for R. Rondo,,83,84
336,3,0:17.0,O. Casspi makes free throw 2 of 2,,84,84
337,3,0:01.0,,G. Temple misses 3-pt jump shot from 24 ft,84,84
338,3,0:00.0,,Offensive rebound by Team,84,84
339,4,11:38.0,,J. Dudley makes 3-pt jump shot from 24 ft (assist by J. Wall),84,87
340,4,11:27.0,Personal foul by J. Dudley (drawn by R. Rondo),,84,87
341,4,11:21.0,K. Koufos misses 2-pt jump shot from 4 ft,,84,87
342,4,11:20.0,,Defensive rebound by J. Wall,84,87
343,4,11:11.0,,J. Wall misses 2-pt jump shot from 19 ft,84,87
344,4,11:10.0,Defensive rebound by S. Curry,,84,87
345,4,10:58.0,Turnover by S. Curry (bad pass),,84,87
346,4,10:52.0,,R. Sessions makes 2-pt layup from 1 ft,84,89
347,4,10:46.0,Turnover by R. Rondo (bad pass; steal by J. Dudley),,84,89
348,4,10:39.0,,K. Humphries makes 3-pt jump shot from 25 ft (assist by J. Wall),84,92
349,4,10:37.0,Sacramento full timeout,,84,92
350,4,10:37.0,R. Gay enters the game for O. Casspi,,84,92
351,4,10:22.0,R. Gay makes 2-pt layup from 1 ft,,86,92
352,4,9:55.0,,K. Humphries makes 2-pt jump shot from 19 ft (assist by R. Sessions),86,94
353,4,9:41.0,M. Belinelli makes 2-pt jump shot from 19 ft (assist by R. Rondo),,88,94
354,4,9:21.0,,R. Sessions makes 2-pt jump shot from 15 ft,88,96
355,4,8:56.0,K. Koufos misses 2-pt jump shot from 13 ft,,88,96
356,4,8:55.0,,Defensive rebound by J. Wall,88,96
357,4,8:50.0,,J. Wall misses 2-pt layup from 1 ft,88,96
358,4,8:48.0,Defensive rebound by K. Koufos,,88,96
359,4,8:41.0,M. Belinelli makes 3-pt jump shot from 27 ft (assist by R. Rondo),,91,96
360,4,8:22.0,,Personal foul by K. Koufos (drawn by K. Humphries),91,96
361,4,8:22.0,,G. Temple enters the game for K. Oubre,91,96
362,4,8:22.0,D. Cousins enters the game for K. Koufos,,91,96
363,4,8:16.0,,R. Sessions misses 2-pt jump shot from 8 ft,91,96
364,4,8:14.0,,Offensive rebound by Team,91,96
365,4,8:05.0,,G. Temple misses 3-pt jump shot from 25 ft,91,96
366,4,8:04.0,Defensive rebound by R. Gay,,91,96
367,4,7:59.0,Personal foul by K. Humphries (drawn by D. Cousins),,91,96
368,4,7:59.0,D. Collison enters the game for S. Curry,,91,96
369,4,7:59.0,,M. Gortat enters the game for K. Humphries,91,96
370,4,7:48.0,Shooting foul by J. Wall (drawn by R. Gay),,91,96
371,4,7:48.0,R. Gay misses free throw 1 of 2,,91,96
372,4,7:48.0,Offensive rebound by Team,,91,96
373,4,7:48.0,R. Gay makes free throw 2 of 2,,92,96
374,4,7:36.0,,M. Gortat makes 2-pt jump shot from 16 ft (assist by J. Wall),92,98
375,4,7:14.0,D. Cousins misses 2-pt jump shot from 5 ft,,92,98
376,4,7:13.0,,Defensive rebound by M. Gortat,92,98
377,4,7:01.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by J. Dudley),92,101
378,4,7:01.0,Sacramento full timeout,,92,101
379,4,7:01.0,O. Casspi enters the game for M. Belinelli,,92,101
380,4,6:51.0,D. Cousins makes 2-pt layup at rim (assist by R. Rondo),,94,101
381,4,6:26.0,,G. Temple makes 2-pt jump shot from 13 ft,94,103
382,4,6:09.0,D. Cousins misses 2-pt jump shot from 19 ft,,94,103
383,4,6:08.0,,Defensive rebound by G. Temple,94,103
384,4,5:58.0,,J. Dudley misses 3-pt jump shot from 25 ft,94,103
385,4,5:57.0,Defensive rebound by O. Casspi,,94,103
