,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ATLANTA_ACTION,MEMPHIS_SCORE,ATLANTA_SCORE
392,4,5:52.0,T. Allen enters the game for B. Weber,,72,83
393,4,5:52.0,M. Barnes enters the game for P. Hairston,,72,83
394,4,5:37.0,Turnover by J. Green (lost ball; steal by K. Korver),,72,83
395,4,5:23.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Millsap),72,86
396,4,4:57.0,L. Stephenson makes 2-pt layup at rim,,74,86
397,4,4:30.0,,P. Millsap misses 2-pt layup from 1 ft (block by M. Barnes),74,86
398,4,4:28.0,Defensive rebound by M. Barnes,,74,86
399,4,4:23.0,M. Barnes misses 2-pt layup from 1 ft (block by T. Sefolosha),,74,86
400,4,4:21.0,,Defensive rebound by K. Korver,74,86
401,4,4:07.0,,K. Hinrich misses 2-pt layup from 1 ft,74,86
402,4,4:05.0,,Offensive rebound by T. Sefolosha,74,86
403,4,4:05.0,,T. Sefolosha makes 2-pt layup at rim,74,88
404,4,3:52.0,M. Barnes misses 3-pt jump shot from 24 ft,,74,88
405,4,3:51.0,,Defensive rebound by P. Millsap,74,88
406,4,3:37.0,,K. Bazemore misses 3-pt jump shot from 22 ft,74,88
407,4,3:36.0,,Offensive rebound by Team,74,88
408,4,3:36.0,Loose ball foul by L. Stephenson,,74,88
409,4,3:24.0,,K. Bazemore misses 3-pt jump shot from 23 ft,74,88
410,4,3:23.0,Defensive rebound by Team,,74,88
411,4,3:23.0,,Loose ball foul by T. Sefolosha,74,88
412,4,3:14.0,J. Green makes 2-pt jump shot from 16 ft (assist by R. McCallum),,76,88
413,4,3:02.0,,K. Hinrich misses 3-pt jump shot from 24 ft,76,88
414,4,3:00.0,Defensive rebound by J. Green,,76,88
415,4,2:51.0,Turnover by L. Stephenson (lost ball; steal by T. Sefolosha),,76,88
416,4,2:46.0,,P. Millsap makes 2-pt layup at rim (assist by K. Bazemore),76,90
417,4,2:25.0,M. Barnes misses 2-pt layup from 1 ft,,76,90
418,4,2:25.0,Offensive rebound by T. Allen,,76,90
419,4,2:25.0,T. Allen makes 2-pt layup at rim,,78,90
420,4,2:25.0,Shooting foul by P. Millsap (drawn by T. Allen),,78,90
421,4,2:25.0,,Atlanta full timeout,78,90
422,4,2:25.0,B. Weber enters the game for L. Stephenson,,78,90
423,4,2:25.0,,T. Hardaway enters the game for T. Sefolosha,78,90
424,4,2:25.0,T. Allen misses free throw 1 of 1,,78,90
425,4,2:24.0,Offensive rebound by Team,,78,90
426,4,2:12.0,Turnover by J. Green (lost ball; steal by P. Millsap),,78,90
427,4,2:11.0,,Personal foul by T. Allen,78,90
428,4,1:55.0,,P. Millsap makes 2-pt hook shot from 3 ft (assist by K. Bazemore),78,92
429,4,1:46.0,M. Barnes misses 3-pt jump shot from 24 ft,,78,92
430,4,1:45.0,,Defensive rebound by K. Bazemore,78,92
431,4,1:24.0,,K. Korver makes 3-pt jump shot from 22 ft (assist by P. Millsap),78,95
432,4,1:17.0,Memphis full timeout,,78,95
433,4,1:17.0,,M. Muscala enters the game for K. Bazemore,78,95
434,4,1:17.0,,M. Scott enters the game for P. Millsap,78,95
435,4,1:17.0,,K. Humphries enters the game for K. Korver,78,95
436,4,1:17.0,J. Martin enters the game for M. Barnes,,78,95
437,4,1:17.0,R. Hollins enters the game for J. Green,,78,95
438,4,1:17.0,A. Stepheson enters the game for T. Allen,,78,95
439,4,1:02.0,R. McCallum makes 3-pt jump shot from 24 ft (assist by A. Stepheson),,81,95
440,4,0:43.0,,T. Hardaway misses 3-pt jump shot from 24 ft,81,95
441,4,0:41.0,Defensive rebound by R. Hollins,,81,95
442,4,0:33.0,R. McCallum makes 2-pt jump shot from 12 ft,,83,95
443,4,0:21.0,,K. Humphries misses 3-pt jump shot from 24 ft,83,95
444,4,0:19.0,Defensive rebound by A. Stepheson,,83,95
445,4,0:01.0,J. Martin misses 2-pt jump shot from 20 ft,,83,95
446,4,0:01.0,Offensive rebound by R. Hollins,,83,95
447,4,0:00.0,Turnover by R. Hollins (lost ball; steal by K. Humphries),,83,95
