,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MILWAUKEE_ACTION,ORLANDO_SCORE,MILWAUKEE_SCORE
71,1,3:19.0,Defensive rebound by M. Hezonja,,16,24
72,1,3:11.0,N. Vučević misses 2-pt jump shot from 17 ft,,16,24
73,1,3:10.0,,Defensive rebound by K. Middleton,16,24
74,1,2:59.0,,K. Middleton makes 3-pt jump shot from 24 ft (assist by G. Monroe),16,27
75,1,2:34.0,E. Fournier misses 3-pt jump shot from 25 ft,,16,27
76,1,2:33.0,,Defensive rebound by G. Antetokounmpo,16,27
77,1,2:25.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,16,29
78,1,2:06.0,A. Gordon misses 3-pt jump shot from 24 ft,,16,29
79,1,2:05.0,,Defensive rebound by J. Parker,16,29
80,1,1:57.0,,Shooting foul by N. Vučević (drawn by G. Antetokounmpo),16,29
81,1,1:57.0,,G. Antetokounmpo misses free throw 1 of 2,16,29
82,1,1:57.0,,Offensive rebound by Team,16,29
83,1,1:57.0,,J. Henson enters the game for J. Parker,16,29
84,1,1:57.0,,T. Ennis enters the game for R. Vaughn,16,29
85,1,1:57.0,A. Nicholson enters the game for E. Fournier,,16,29
86,1,1:57.0,C. Watson enters the game for A. Gordon,,16,29
87,1,1:57.0,,G. Antetokounmpo makes free throw 2 of 2,16,30
88,1,1:49.0,N. Vučević makes 2-pt layup at rim,,18,30
89,1,1:35.0,,G. Antetokounmpo misses 2-pt layup at rim (block by M. Hezonja),18,30
90,1,1:32.0,Defensive rebound by M. Hezonja,,18,30
91,1,1:29.0,N. Vučević makes 2-pt dunk at rim (assist by B. Jennings),,20,30
92,1,1:07.0,,T. Ennis misses 3-pt jump shot from 27 ft,20,30
93,1,1:05.0,Defensive rebound by N. Vučević,,20,30
94,1,0:55.0,Personal foul by J. Henson,,20,30
95,1,0:55.0,,G. Vásquez enters the game for K. Middleton,20,30
96,1,0:55.0,,M. Plumlee enters the game for G. Monroe,20,30
97,1,0:49.0,A. Nicholson makes 2-pt dunk at rim (assist by B. Jennings),,22,30
98,1,0:40.0,,Personal foul by M. Hezonja,22,30
99,1,0:40.0,,G. Antetokounmpo misses free throw 1 of 2,22,30
100,1,0:40.0,,Offensive rebound by Team,22,30
101,1,0:40.0,,G. Antetokounmpo makes free throw 2 of 2,22,31
102,1,0:22.0,Turnover by B. Jennings (bad pass),,22,31
103,1,0:06.0,,Milwaukee full timeout,22,31
104,1,0:02.0,,Turnover by M. Plumlee (bad pass; steal by B. Jennings),22,31
105,1,0:00.0,B. Jennings misses 3-pt jump shot from 40 ft,,22,31
106,1,0:00.0,Offensive rebound by Team,,22,31
107,2,11:41.0,N. Vučević makes 2-pt jump shot from 11 ft,,24,31
108,2,11:23.0,,M. Plumlee makes 2-pt hook shot from 2 ft (assist by J. Parker),24,33
109,2,11:08.0,N. Vučević misses 2-pt jump shot from 14 ft,,24,33
110,2,11:06.0,,Defensive rebound by J. Parker,24,33
111,2,10:55.0,,Turnover by G. Vásquez (bad pass; steal by B. Jennings),24,33
112,2,10:50.0,M. Hezonja makes 2-pt dunk at rim (assist by B. Jennings),,26,33
113,2,10:36.0,,J. Parker makes 2-pt dunk at rim (assist by G. Vásquez),26,35
114,2,10:16.0,B. Jennings misses 2-pt jump shot from 18 ft,,26,35
115,2,10:15.0,,Defensive rebound by J. Parker,26,35
116,2,10:11.0,,T. Ennis misses 2-pt layup from 1 ft (block by A. Nicholson),26,35
117,2,10:09.0,Defensive rebound by A. Nicholson,,26,35
118,2,10:02.0,A. Nicholson misses 3-pt jump shot from 26 ft,,26,35
119,2,10:01.0,,Defensive rebound by J. Parker,26,35
120,2,9:42.0,,G. Vásquez misses 3-pt jump shot from 27 ft,26,35
121,2,9:41.0,Defensive rebound by A. Nicholson,,26,35
122,2,9:29.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by B. Jennings),,28,35
123,2,9:13.0,,Turnover by T. Ennis (lost ball; steal by B. Jennings),28,35
124,2,9:09.0,Turnover by M. Hezonja (step out of bounds),,28,35
125,2,8:57.0,,Shooting foul by A. Nicholson (drawn by M. Plumlee),28,35
126,2,8:57.0,Official timeout,,28,35
127,2,8:57.0,V. Oladipo enters the game for C. Watson,,28,35
128,2,8:57.0,,M. Plumlee makes free throw 1 of 2,28,36
129,2,8:57.0,,M. Plumlee misses free throw 2 of 2,28,36
130,2,8:56.0,,Offensive rebound by J. Henson,28,36
131,2,8:47.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by G. Vásquez),28,38
132,2,8:32.0,Personal foul by M. Plumlee,,28,38
133,2,8:19.0,N. Vučević makes 2-pt jump shot from 12 ft,,30,38
134,2,8:06.0,,G. Vásquez misses 2-pt layup from 1 ft,30,38
135,2,8:04.0,,Offensive rebound by M. Plumlee,30,38
136,2,8:00.0,,M. Plumlee misses 2-pt hook shot from 1 ft,30,38
137,2,7:58.0,Defensive rebound by A. Nicholson,,30,38
138,2,7:55.0,V. Oladipo misses 2-pt jump shot from 8 ft,,30,38
139,2,7:53.0,,Defensive rebound by M. Plumlee,30,38
140,2,7:39.0,,Personal foul by N. Vučević,30,38
141,2,7:39.0,E. Payton enters the game for B. Jennings,,30,38
142,2,7:31.0,,T. Ennis makes 2-pt jump shot from 15 ft,30,40
143,2,7:16.0,M. Hezonja misses 2-pt jump shot from 16 ft,,30,40
144,2,7:15.0,,Defensive rebound by G. Vásquez,30,40
145,2,7:08.0,,T. Ennis makes 3-pt jump shot from 24 ft (assist by G. Vásquez),30,43
146,2,6:51.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),,32,43
147,2,6:38.0,,T. Ennis makes 2-pt layup from 1 ft (assist by J. Henson),32,45
148,2,6:26.0,A. Nicholson makes 2-pt dunk at rim (assist by N. Vučević),,34,45
149,2,6:15.0,,J. Henson makes 2-pt dunk at rim (assist by G. Vásquez),34,47
150,2,5:58.0,N. Vučević misses 2-pt jump shot from 1 ft,,34,47
151,2,5:57.0,Offensive rebound by N. Vučević,,34,47
152,2,5:57.0,N. Vučević makes 2-pt layup from 1 ft,,36,47
153,2,5:57.0,Shooting foul by J. Henson (drawn by N. Vučević),,36,47
154,2,5:57.0,,Milwaukee full timeout,36,47
155,2,5:57.0,A. Gordon enters the game for M. Hezonja,,36,47
156,2,5:57.0,E. Fournier enters the game for A. Nicholson,,36,47
157,2,5:57.0,,R. Vaughn enters the game for J. Parker,36,47
158,2,5:57.0,,K. Middleton enters the game for T. Ennis,36,47
159,2,5:57.0,,G. Monroe enters the game for M. Plumlee,36,47
160,2,5:57.0,N. Vučević makes free throw 1 of 1,,37,47
161,2,5:47.0,,Turnover by G. Vásquez (bad pass; steal by N. Vučević),37,47
162,2,5:44.0,A. Gordon makes 2-pt layup at rim (assist by V. Oladipo),,39,47
163,2,5:44.0,Shooting foul by J. Henson (drawn by A. Gordon),,39,47
164,2,5:44.0,J. Smith enters the game for N. Vučević,,39,47
165,2,5:44.0,A. Gordon misses free throw 1 of 1,,39,47
166,2,5:42.0,,Defensive rebound by J. Henson,39,47
167,2,5:32.0,,Personal foul by E. Payton,39,47
168,2,5:32.0,,G. Antetokounmpo enters the game for J. Henson,39,47
169,2,5:19.0,,G. Vásquez misses 3-pt jump shot from 22 ft,39,47
170,2,5:18.0,Defensive rebound by E. Payton,,39,47
171,2,5:08.0,E. Fournier misses 3-pt jump shot from 24 ft,,39,47
172,2,5:08.0,Offensive rebound by Team,,39,47
173,2,5:08.0,,Loose ball foul by G. Vásquez,39,47
174,2,4:58.0,V. Oladipo makes 3-pt jump shot from 25 ft,,42,47
175,2,4:30.0,,G. Vásquez misses 3-pt jump shot from 26 ft,42,47
176,2,4:29.0,Defensive rebound by V. Oladipo,,42,47
177,2,4:19.0,Personal foul by R. Vaughn,,42,47
178,2,4:19.0,V. Oladipo makes free throw 1 of 2,,43,47
179,2,4:19.0,,J. Parker enters the game for G. Vásquez,43,47
180,2,4:19.0,V. Oladipo makes free throw 2 of 2,,44,47
181,2,4:06.0,,J. Parker makes 2-pt jump shot from 16 ft (assist by G. Antetokounmpo),44,49
182,2,3:47.0,E. Payton misses 2-pt layup at rim (block by G. Monroe),,44,49
183,2,3:44.0,,Defensive rebound by Team,44,49
184,2,3:26.0,,G. Antetokounmpo misses 2-pt layup at rim,44,49
185,2,3:24.0,,Offensive rebound by G. Monroe,44,49
186,2,3:23.0,,G. Monroe misses 2-pt layup from 1 ft,44,49
187,2,3:21.0,,Offensive rebound by G. Antetokounmpo,44,49
188,2,3:21.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,44,49
189,2,3:20.0,Defensive rebound by E. Payton,,44,49
190,2,3:12.0,E. Fournier misses 2-pt jump shot from 9 ft,,44,49
191,2,3:09.0,Offensive rebound by J. Smith,,44,49
192,2,3:09.0,J. Smith makes 2-pt layup from 1 ft,,46,49
193,2,2:52.0,,J. Parker makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),46,51
194,2,2:39.0,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),,48,51
195,2,2:20.0,,Turnover by J. Parker (lost ball; steal by E. Fournier),48,51
196,2,2:14.0,E. Payton misses 2-pt layup at rim (block by G. Antetokounmpo),,48,51
197,2,2:12.0,,Defensive rebound by R. Vaughn,48,51
198,2,2:08.0,,J. Parker makes 2-pt dunk at rim (assist by K. Middleton),48,53
199,2,1:44.0,J. Smith makes 2-pt jump shot from 18 ft (assist by E. Fournier),,50,53
200,2,1:23.0,,R. Vaughn misses 3-pt jump shot from 23 ft,50,53
201,2,1:22.0,Defensive rebound by E. Payton,,50,53
202,2,1:07.0,V. Oladipo makes 2-pt layup from 1 ft (assist by E. Payton),,52,53
203,2,0:48.0,,G. Monroe misses 2-pt layup at rim (block by V. Oladipo),52,53
204,2,0:46.0,Defensive rebound by J. Smith,,52,53
205,2,0:41.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,55,53
206,2,0:41.0,,Milwaukee full timeout,55,53
207,2,0:32.0,,K. Middleton misses 2-pt jump shot from 17 ft,55,53
208,2,0:32.0,,Offensive rebound by G. Antetokounmpo,55,53
209,2,0:32.0,,G. Antetokounmpo makes 2-pt dunk at rim,55,55
210,2,0:12.0,V. Oladipo makes 2-pt layup from 1 ft (assist by J. Smith),,57,55
211,2,0:05.0,,Personal foul by V. Oladipo,57,55
212,2,0:01.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by G. Monroe),57,58
213,2,0:00.0,A. Gordon misses 3-pt jump shot from 81 ft,,57,58
214,2,0:00.0,Offensive rebound by Team,,57,58
215,3,11:50.0,V. Oladipo misses 2-pt layup from 1 ft,,57,58
216,3,11:49.0,,Defensive rebound by R. Vaughn,57,58
217,3,11:32.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by G. Monroe),57,60
218,3,11:32.0,,Shooting foul by A. Gordon (drawn by G. Antetokounmpo),57,60
219,3,11:32.0,,G. Antetokounmpo makes free throw 1 of 1,57,61
220,3,11:11.0,E. Payton misses 2-pt jump shot from 17 ft,,57,61
221,3,11:09.0,,Defensive rebound by G. Monroe,57,61
222,3,11:02.0,,J. Parker makes 2-pt layup at rim (assist by G. Antetokounmpo),57,63
223,3,10:45.0,Turnover by V. Oladipo (bad pass; steal by G. Monroe),,57,63
224,3,10:41.0,,R. Vaughn makes 2-pt layup at rim (assist by G. Antetokounmpo),57,65
225,3,10:41.0,Orlando full timeout,,57,65
226,3,10:19.0,V. Oladipo makes 2-pt jump shot from 5 ft,,59,65
227,3,10:02.0,,G. Monroe misses 2-pt layup from 1 ft,59,65
228,3,9:59.0,Defensive rebound by D. Dedmon,,59,65
229,3,9:41.0,E. Fournier misses 3-pt jump shot from 23 ft,,59,65
230,3,9:39.0,,Defensive rebound by K. Middleton,59,65
231,3,9:28.0,,Personal foul by E. Payton,59,65
232,3,9:24.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Parker),59,67
233,3,9:05.0,V. Oladipo misses 2-pt jump shot from 17 ft (block by K. Middleton),,59,67
234,3,9:02.0,,Defensive rebound by G. Monroe,59,67
235,3,8:54.0,,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),59,69
236,3,8:40.0,E. Payton misses 2-pt layup from 1 ft,,59,69
237,3,8:39.0,Offensive rebound by A. Gordon,,59,69
238,3,8:38.0,A. Gordon misses 2-pt layup from 1 ft,,59,69
239,3,8:37.0,,Defensive rebound by G. Antetokounmpo,59,69
240,3,8:33.0,,K. Middleton misses 2-pt layup from 1 ft,59,69
241,3,8:33.0,Defensive rebound by E. Fournier,,59,69
242,3,8:22.0,E. Payton makes 2-pt layup from 1 ft (assist by V. Oladipo),,61,69
243,3,8:22.0,,K. Middleton makes 2-pt dunk at rim (assist by J. Parker),61,71
244,3,8:02.0,A. Gordon misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,61,71
245,3,7:57.0,,Defensive rebound by J. Parker,61,71
246,3,7:48.0,,K. Middleton misses 3-pt jump shot from 24 ft,61,71
247,3,7:47.0,Defensive rebound by E. Fournier,,61,71
248,3,7:37.0,E. Fournier makes 2-pt jump shot from 8 ft,,63,71
249,3,7:19.0,,J. Parker makes 2-pt layup at rim (assist by G. Antetokounmpo),63,73
250,3,7:19.0,,Shooting foul by V. Oladipo (drawn by J. Parker),63,73
251,3,7:19.0,N. Vučević enters the game for D. Dedmon,,63,73
252,3,7:19.0,,J. Parker misses free throw 1 of 1,63,73
253,3,7:18.0,Defensive rebound by A. Gordon,,63,73
254,3,7:04.0,E. Fournier misses 2-pt layup at rim,,63,73
255,3,7:01.0,,Defensive rebound by G. Antetokounmpo,63,73
256,3,6:57.0,,G. Monroe misses 2-pt layup from 1 ft (block by V. Oladipo),63,73
257,3,6:54.0,Defensive rebound by N. Vučević,,63,73
258,3,6:51.0,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),,65,73
259,3,6:36.0,,R. Vaughn misses 2-pt layup at rim (block by N. Vučević),65,73
260,3,6:33.0,,Offensive rebound by R. Vaughn,65,73
261,3,6:29.0,,K. Middleton makes 2-pt jump shot from 17 ft (assist by R. Vaughn),65,75
262,3,6:19.0,Turnover by V. Oladipo (bad pass; steal by K. Middleton),,65,75
263,3,6:19.0,Loose ball foul by V. Oladipo,,65,75
264,3,6:09.0,,G. Monroe misses 2-pt layup from 1 ft (block by N. Vučević),65,75
265,3,6:06.0,Defensive rebound by E. Payton,,65,75
266,3,6:01.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),,67,75
267,3,5:40.0,,R. Vaughn misses 2-pt jump shot from 14 ft,67,75
268,3,5:39.0,Defensive rebound by A. Gordon,,67,75
269,3,5:31.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by E. Fournier),,70,75
270,3,5:31.0,,Milwaukee full timeout,70,75
271,3,5:31.0,,T. Ennis enters the game for R. Vaughn,70,75
272,3,5:15.0,,K. Middleton misses 2-pt jump shot from 7 ft,70,75
273,3,5:14.0,Defensive rebound by E. Payton,,70,75
274,3,5:01.0,E. Payton makes 2-pt layup at rim (assist by A. Gordon),,72,75
275,3,4:38.0,,G. Monroe makes 2-pt hook shot from 3 ft,72,77
276,3,4:15.0,E. Payton misses 3-pt jump shot from 27 ft,,72,77
277,3,4:13.0,,Defensive rebound by G. Monroe,72,77
278,3,4:04.0,,J. Parker makes 2-pt jump shot from 3 ft (assist by G. Antetokounmpo),72,79
279,3,3:44.0,Turnover by A. Gordon (bad pass; steal by K. Middleton),,72,79
280,3,3:39.0,,Turnover by T. Ennis (bad pass; steal by V. Oladipo),72,79
281,3,3:35.0,N. Vučević makes 2-pt dunk at rim (assist by E. Payton),,74,79
282,3,3:20.0,,K. Middleton misses 3-pt jump shot from 27 ft,74,79
283,3,3:19.0,Defensive rebound by E. Payton,,74,79
284,3,3:16.0,Personal foul by T. Ennis,,74,79
285,3,3:16.0,J. Smith enters the game for N. Vučević,,74,79
286,3,3:16.0,,M. Plumlee enters the game for G. Monroe,74,79
287,3,3:13.0,E. Fournier makes 2-pt dunk at rim (assist by A. Gordon),,76,79
288,3,2:58.0,,Turnover by G. Antetokounmpo (bad pass; steal by V. Oladipo),76,79
289,3,2:52.0,E. Fournier misses 3-pt jump shot from 25 ft,,76,79
290,3,2:50.0,,Defensive rebound by G. Antetokounmpo,76,79
291,3,2:48.0,,J. Parker misses 2-pt layup at rim (block by V. Oladipo),76,79
292,3,2:48.0,,Offensive rebound by Team,76,79
293,3,2:33.0,,M. Plumlee misses 2-pt jump shot from 16 ft,76,79
294,3,2:32.0,Defensive rebound by A. Gordon,,76,79
295,3,2:25.0,Orlando full timeout,,76,79
296,3,2:25.0,B. Jennings enters the game for E. Payton,,76,79
297,3,2:25.0,,J. Henson enters the game for G. Antetokounmpo,76,79
298,3,2:11.0,A. Gordon makes 2-pt layup at rim (assist by J. Smith),,78,79
299,3,2:11.0,Shooting foul by J. Henson (drawn by A. Gordon),,78,79
300,3,2:11.0,A. Gordon makes free throw 1 of 1,,79,79
301,3,1:57.0,,J. Parker makes 2-pt layup at rim (assist by T. Ennis),79,81
302,3,1:45.0,V. Oladipo misses 3-pt jump shot from 26 ft,,79,81
303,3,1:44.0,,Defensive rebound by J. Henson,79,81
304,3,1:30.0,,Shooting foul by A. Gordon (drawn by M. Plumlee),79,81
305,3,1:30.0,,M. Plumlee misses free throw 1 of 2,79,81
306,3,1:30.0,,Offensive rebound by Team,79,81
307,3,1:30.0,A. Nicholson enters the game for A. Gordon,,79,81
308,3,1:30.0,M. Hezonja enters the game for V. Oladipo,,79,81
309,3,1:30.0,,M. Plumlee makes free throw 2 of 2,79,82
310,3,1:10.0,A. Nicholson makes 2-pt hook shot from 5 ft,,81,82
311,3,0:46.0,,K. Middleton makes 2-pt jump shot from 19 ft,81,84
312,3,0:32.0,A. Nicholson makes 2-pt hook shot from 9 ft,,83,84
313,3,0:21.0,,K. Middleton misses 3-pt jump shot from 25 ft,83,84
314,3,0:20.0,Defensive rebound by J. Smith,,83,84
315,3,0:02.0,J. Smith makes 2-pt jump shot from 19 ft (assist by B. Jennings),,85,84
316,4,11:44.0,,T. Ennis makes 3-pt jump shot from 24 ft (assist by J. Henson),85,87
317,4,11:30.0,Personal foul by J. Henson,,85,87
318,4,11:30.0,,J. O'Bryant enters the game for J. Henson,85,87
319,4,11:30.0,,Technical foul by J. Henson,85,87
320,4,11:30.0,E. Fournier makes technical free throw,,86,87
321,4,11:20.0,Shooting foul by J. O'Bryant (drawn by A. Nicholson),,86,87
322,4,11:20.0,A. Nicholson makes free throw 1 of 2,,87,87
323,4,11:20.0,A. Nicholson makes free throw 2 of 2,,88,87
324,4,10:59.0,,G. Antetokounmpo misses 2-pt jump shot from 4 ft,88,87
325,4,10:57.0,Defensive rebound by J. Smith,,88,87
326,4,10:44.0,Turnover by A. Nicholson (bad pass; steal by G. Vásquez),,88,87
327,4,10:43.0,,Shooting foul by J. Smith (drawn by G. Antetokounmpo),88,87
328,4,10:43.0,,G. Antetokounmpo makes free throw 1 of 2,88,88
329,4,10:43.0,,G. Antetokounmpo makes free throw 2 of 2,88,89
330,4,10:34.0,Turnover by M. Hezonja (step out of bounds),,88,89
331,4,10:32.0,V. Oladipo enters the game for E. Fournier,,88,89
332,4,10:21.0,,G. Vásquez misses 3-pt jump shot from 24 ft,88,89
333,4,10:20.0,Defensive rebound by A. Nicholson,,88,89
334,4,10:12.0,Turnover by V. Oladipo (bad pass; steal by T. Ennis),,88,89
335,4,10:07.0,,T. Ennis misses 2-pt layup from 1 ft (block by V. Oladipo),88,89
336,4,10:03.0,Defensive rebound by Team,,88,89
337,4,9:46.0,V. Oladipo misses 3-pt jump shot from 22 ft,,88,89
338,4,9:45.0,,Defensive rebound by G. Antetokounmpo,88,89
339,4,9:33.0,,Turnover by G. Vásquez (lost ball; steal by V. Oladipo),88,89
340,4,9:24.0,A. Nicholson makes 3-pt jump shot from 28 ft (assist by V. Oladipo),,91,89
341,4,9:00.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,91,89
342,4,8:59.0,Defensive rebound by V. Oladipo,,91,89
343,4,8:44.0,J. Smith makes 2-pt jump shot from 13 ft (assist by B. Jennings),,93,89
344,4,8:44.0,,Milwaukee full timeout,93,89
345,4,8:44.0,,K. Middleton enters the game for G. Vásquez,93,89
346,4,8:44.0,,J. Parker enters the game for J. O'Bryant,93,89
347,4,8:30.0,,M. Plumlee makes 2-pt dunk at rim (assist by K. Middleton),93,91
348,4,8:13.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by J. Smith),,96,91
349,4,7:57.0,,J. Parker makes 2-pt dunk at rim,96,93
350,4,7:49.0,Turnover by B. Jennings (bad pass; steal by G. Antetokounmpo),,96,93
351,4,7:41.0,,Shooting foul by V. Oladipo (drawn by G. Antetokounmpo),96,93
352,4,7:41.0,,G. Antetokounmpo misses free throw 1 of 2,96,93
353,4,7:41.0,,Offensive rebound by Team,96,93
354,4,7:41.0,,G. Antetokounmpo makes free throw 2 of 2,96,94
355,4,7:29.0,A. Nicholson misses 2-pt hook shot from 8 ft,,96,94
356,4,7:27.0,,Defensive rebound by T. Ennis,96,94
357,4,7:21.0,,Turnover by J. Parker (bad pass; steal by A. Nicholson),96,94
358,4,7:07.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by B. Jennings),,99,94
359,4,6:43.0,,M. Plumlee makes 2-pt dunk at rim (assist by G. Antetokounmpo),99,96
360,4,6:17.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by J. Smith),,102,96
361,4,6:00.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by J. Parker),102,98
362,4,5:47.0,Turnover by B. Jennings (lost ball; steal by T. Ennis),,102,98
363,4,5:40.0,,Turnover by G. Antetokounmpo (bad pass; steal by V. Oladipo),102,98
364,4,5:33.0,Turnover by B. Jennings (bad pass; steal by K. Middleton),,102,98
365,4,5:30.0,,K. Middleton makes 2-pt dunk at rim,102,100
366,4,5:28.0,Orlando full timeout,,102,100
367,4,5:28.0,E. Payton enters the game for B. Jennings,,102,100
368,4,5:28.0,N. Vučević enters the game for A. Nicholson,,102,100
369,4,5:28.0,A. Gordon enters the game for J. Smith,,102,100
