,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DETROIT_ACTION,WASHINGTON_SCORE,DETROIT_SCORE
64,1,2:20.0,Defensive rebound by R. Sessions,,24,20
65,1,2:04.0,Personal foul by K. Caldwell-Pope (drawn by G. Temple),,24,20
66,1,1:52.0,G. Temple makes 2-pt layup from 1 ft (assist by R. Sessions),,26,20
67,1,1:40.0,,Def 3 sec tech foul by M. Gortat,26,20
68,1,1:40.0,,K. Caldwell-Pope misses technical free throw,26,20
69,1,1:40.0,,Offensive rebound by Team,26,20
70,1,1:40.0,N. Hilário enters the game for M. Gortat,,26,20
71,1,1:24.0,,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,26,20
72,1,1:23.0,Defensive rebound by N. Hilário,,26,20
73,1,1:12.0,N. Hilário makes 2-pt jump shot from 15 ft,,28,20
74,1,1:00.0,,S. Dinwiddie makes 2-pt dunk at rim,28,22
75,1,0:54.0,Turnover by G. Temple (step out of bounds),,28,22
76,1,0:54.0,,R. Bullock enters the game for K. Caldwell-Pope,28,22
77,1,0:37.0,,M. Morris makes 2-pt jump shot from 14 ft,28,24
78,1,0:23.0,N. Hilário makes 2-pt hook shot from 4 ft,,30,24
79,1,0:08.0,,Personal foul by R. Sessions (drawn by S. Dinwiddie),30,24
80,1,0:01.0,,A. Drummond misses 2-pt jump shot from 6 ft,30,24
81,1,0:00.0,,Offensive rebound by Team,30,24
82,2,11:47.0,,Personal foul by R. Sessions (drawn by S. Dinwiddie),30,24
83,2,11:30.0,,S. Dinwiddie misses 2-pt jump shot from 6 ft,30,24
84,2,11:28.0,,Offensive rebound by A. Tolliver,30,24
85,2,11:19.0,,Personal foul by J. Dudley (drawn by S. Johnson),30,24
86,2,11:08.0,,R. Bullock misses 3-pt jump shot from 24 ft,30,24
87,2,11:08.0,Defensive rebound by G. Temple,,30,24
88,2,11:02.0,Personal foul by S. Dinwiddie (drawn by R. Sessions),,30,24
89,2,10:50.0,N. Hilário makes 2-pt layup at rim,,32,24
90,2,10:21.0,,S. Dinwiddie misses 2-pt jump shot from 17 ft,32,24
91,2,10:20.0,Defensive rebound by G. Neal,,32,24
92,2,10:14.0,G. Temple misses 3-pt jump shot from 26 ft,,32,24
93,2,10:13.0,,Defensive rebound by S. Dinwiddie,32,24
94,2,10:04.0,,Turnover by A. Baynes (traveling),32,24
95,2,10:04.0,,Violation by Team (delay of game),32,24
96,2,9:51.0,Personal foul by A. Tolliver (drawn by G. Neal),,32,24
97,2,9:41.0,G. Temple misses 3-pt jump shot from 26 ft,,32,24
98,2,9:40.0,,Defensive rebound by A. Baynes,32,24
99,2,9:31.0,,S. Johnson makes 2-pt jump shot from 12 ft,32,26
100,2,9:24.0,Shooting foul by A. Baynes (drawn by R. Sessions),,32,26
101,2,9:24.0,R. Sessions misses free throw 1 of 2,,32,26
102,2,9:24.0,Offensive rebound by Team,,32,26
103,2,9:24.0,R. Sessions makes free throw 2 of 2,,33,26
104,2,9:07.0,,S. Johnson misses 2-pt jump shot from 17 ft,33,26
105,2,9:06.0,Defensive rebound by G. Neal,,33,26
106,2,9:06.0,Personal foul by R. Bullock (drawn by G. Neal),,33,26
107,2,8:55.0,Shooting foul by S. Dinwiddie (drawn by R. Sessions),,33,26
108,2,8:55.0,Official timeout,,33,26
109,2,8:55.0,R. Sessions makes free throw 1 of 2,,34,26
110,2,8:55.0,R. Sessions makes free throw 2 of 2,,35,26
111,2,8:40.0,,Turnover by S. Johnson (bad pass; steal by G. Temple),35,26
112,2,8:36.0,G. Temple makes 2-pt dunk at rim (assist by N. Hilário),,37,26
113,2,8:19.0,,Def 3 sec tech foul by G. Neal,37,26
114,2,8:19.0,,R. Bullock makes technical free throw,37,27
115,2,8:08.0,,R. Bullock misses 3-pt jump shot from 23 ft,37,27
116,2,8:07.0,Defensive rebound by R. Sessions,,37,27
117,2,7:56.0,N. Hilário makes 2-pt jump shot from 13 ft (assist by R. Sessions),,39,27
118,2,7:35.0,,S. Dinwiddie misses 2-pt jump shot from 6 ft,39,27
119,2,7:35.0,,Offensive rebound by A. Baynes,39,27
120,2,7:33.0,,A. Baynes misses 2-pt jump shot from 3 ft,39,27
121,2,7:32.0,,Offensive rebound by R. Bullock,39,27
122,2,7:28.0,,R. Bullock misses 2-pt layup at rim,39,27
123,2,7:27.0,Defensive rebound by G. Neal,,39,27
124,2,7:23.0,N. Hilário makes 2-pt layup from 1 ft (assist by R. Sessions),,41,27
125,2,7:09.0,,Personal foul by G. Temple (drawn by S. Dinwiddie),41,27
126,2,7:09.0,,A. Drummond enters the game for S. Dinwiddie,41,27
127,2,7:09.0,,R. Jackson enters the game for R. Bullock,41,27
128,2,7:09.0,,K. Caldwell-Pope enters the game for A. Baynes,41,27
129,2,7:09.0,B. Beal enters the game for G. Temple,,41,27
130,2,7:05.0,,R. Jackson makes 2-pt layup from 1 ft,41,29
131,2,7:05.0,,Shooting foul by N. Hilário (drawn by R. Jackson),41,29
132,2,7:05.0,,E. İlyasova enters the game for A. Tolliver,41,29
133,2,7:05.0,,R. Jackson makes free throw 1 of 1,41,30
134,2,6:55.0,Personal foul by R. Jackson (drawn by R. Sessions),,41,30
135,2,6:55.0,R. Sessions misses free throw 1 of 2,,41,30
136,2,6:55.0,Offensive rebound by Team,,41,30
137,2,6:55.0,R. Sessions makes free throw 2 of 2,,42,30
138,2,6:35.0,,Turnover by R. Jackson (bad pass; steal by N. Hilário),42,30
139,2,6:25.0,N. Hilário makes 2-pt layup at rim,,44,30
140,2,6:06.0,,K. Caldwell-Pope makes 2-pt jump shot from 10 ft (assist by S. Johnson),44,32
141,2,5:57.0,N. Hilário makes 2-pt layup at rim (assist by R. Sessions),,46,32
142,2,5:42.0,,R. Jackson misses 2-pt jump shot from 13 ft,46,32
143,2,5:42.0,Defensive rebound by Team,,46,32
144,2,5:42.0,,Detroit full timeout,46,32
145,2,5:42.0,J. Wall enters the game for R. Sessions,,46,32
146,2,5:42.0,M. Gortat enters the game for N. Hilário,,46,32
147,2,5:42.0,,M. Morris enters the game for S. Johnson,46,32
148,2,5:20.0,J. Dudley misses 2-pt jump shot from 19 ft,,46,32
149,2,5:19.0,,Defensive rebound by M. Morris,46,32
150,2,5:12.0,,R. Jackson makes 2-pt layup at rim,46,34
151,2,4:58.0,G. Neal misses 2-pt jump shot from 16 ft,,46,34
152,2,4:57.0,,Defensive rebound by A. Drummond,46,34
153,2,4:51.0,,A. Drummond makes 2-pt dunk at rim (assist by M. Morris),46,36
154,2,4:20.0,M. Gortat makes 2-pt hook shot from 7 ft,,48,36
155,2,3:57.0,,R. Jackson makes 3-pt jump shot from 22 ft (assist by M. Morris),48,39
156,2,3:47.0,B. Beal makes 2-pt jump shot from 13 ft,,50,39
157,2,3:33.0,,Shooting foul by J. Wall (drawn by E. İlyasova),50,39
158,2,3:33.0,,E. İlyasova makes free throw 1 of 2,50,40
159,2,3:33.0,O. Porter enters the game for J. Dudley,,50,40
160,2,3:33.0,K. Humphries enters the game for G. Neal,,50,40
161,2,3:33.0,,E. İlyasova makes free throw 2 of 2,50,41
162,2,3:19.0,M. Gortat misses 2-pt layup at rim,,50,41
163,2,3:18.0,,Defensive rebound by R. Jackson,50,41
164,2,3:15.0,,R. Jackson makes 2-pt layup at rim,50,43
165,2,3:04.0,J. Wall misses 3-pt jump shot from 25 ft,,50,43
166,2,3:03.0,,Defensive rebound by A. Drummond,50,43
167,2,2:47.0,,Turnover by E. İlyasova (traveling),50,43
168,2,2:47.0,Washington full timeout,,50,43
169,2,2:31.0,O. Porter misses 2-pt jump shot from 16 ft,,50,43
170,2,2:30.0,,Defensive rebound by E. İlyasova,50,43
171,2,2:04.0,,R. Jackson misses 3-pt jump shot from 23 ft,50,43
172,2,2:03.0,Defensive rebound by J. Wall,,50,43
173,2,1:49.0,Personal foul by A. Drummond (drawn by O. Porter),,50,43
174,2,1:49.0,O. Porter makes free throw 1 of 2,,51,43
175,2,1:49.0,O. Porter makes free throw 2 of 2,,52,43
176,2,1:33.0,,Personal foul by O. Porter (drawn by M. Morris),52,43
177,2,1:33.0,,M. Morris makes free throw 1 of 2,52,44
178,2,1:33.0,,M. Morris makes free throw 2 of 2,52,45
179,2,1:21.0,K. Humphries misses 3-pt jump shot from 24 ft,,52,45
180,2,1:20.0,Offensive rebound by O. Porter,,52,45
181,2,1:19.0,O. Porter misses 2-pt jump shot at rim,,52,45
182,2,1:18.0,Offensive rebound by K. Humphries,,52,45
183,2,1:17.0,K. Humphries misses 2-pt dunk from 1 ft,,52,45
184,2,1:16.0,,Defensive rebound by M. Morris,52,45
185,2,1:08.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by R. Jackson),52,48
186,2,0:59.0,B. Beal misses 2-pt jump shot from 16 ft,,52,48
187,2,0:58.0,,Defensive rebound by R. Jackson,52,48
188,2,0:51.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by R. Jackson),52,50
189,2,0:36.0,J. Wall misses 2-pt jump shot from 6 ft,,52,50
190,2,0:35.0,Offensive rebound by M. Gortat,,52,50
191,2,0:28.0,O. Porter misses 3-pt jump shot from 24 ft,,52,50
192,2,0:27.0,,Defensive rebound by A. Drummond,52,50
193,2,0:22.0,,Shooting foul by J. Wall (drawn by M. Morris),52,50
194,2,0:22.0,,M. Morris makes free throw 1 of 2,52,51
195,2,0:22.0,Washington full timeout,,52,51
196,2,0:22.0,G. Neal enters the game for K. Humphries,,52,51
197,2,0:22.0,,M. Morris makes free throw 2 of 2,52,52
198,2,0:05.0,M. Gortat misses 2-pt layup at rim,,52,52
199,2,0:03.0,,Defensive rebound by A. Drummond,52,52
200,3,11:42.0,,R. Jackson makes 2-pt layup from 1 ft,52,54
201,3,11:21.0,K. Humphries misses 2-pt layup at rim (block by A. Drummond),,52,54
202,3,11:20.0,Offensive rebound by K. Humphries,,52,54
203,3,11:18.0,Turnover by K. Humphries (bad pass; steal by K. Caldwell-Pope),,52,54
204,3,11:02.0,,Turnover by A. Drummond (offensive foul),52,54
205,3,11:02.0,Offensive charge foul by A. Drummond (drawn by M. Gortat),,52,54
206,3,11:02.0,,Technical foul by Team,52,54
207,3,11:02.0,B. Beal misses technical free throw,,52,54
208,3,11:02.0,Offensive rebound by Team,,52,54
209,3,10:37.0,B. Beal makes 2-pt layup at rim,,54,54
210,3,10:21.0,,R. Jackson makes 2-pt layup at rim,54,56
211,3,10:09.0,O. Porter makes 2-pt jump shot from 21 ft (assist by M. Gortat),,56,56
212,3,10:01.0,,Personal foul by J. Wall (drawn by R. Jackson),56,56
213,3,9:54.0,,R. Jackson misses 3-pt jump shot from 25 ft,56,56
214,3,9:52.0,Defensive rebound by B. Beal,,56,56
215,3,9:34.0,M. Gortat makes 2-pt layup at rim (assist by O. Porter),,58,56
216,3,9:20.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by R. Jackson),58,59
217,3,9:07.0,B. Beal misses 2-pt jump shot from 18 ft,,58,59
218,3,9:07.0,,Defensive rebound by Team,58,59
219,3,8:44.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by K. Caldwell-Pope),58,61
220,3,8:36.0,J. Wall misses 2-pt jump shot from 15 ft,,58,61
221,3,8:36.0,,Defensive rebound by E. İlyasova,58,61
222,3,8:27.0,,E. İlyasova makes 2-pt jump shot from 8 ft,58,63
223,3,8:27.0,Washington full timeout,,58,63
224,3,8:05.0,K. Humphries misses 3-pt jump shot from 25 ft,,58,63
225,3,8:05.0,,Defensive rebound by A. Drummond,58,63
226,3,7:49.0,,R. Jackson misses 2-pt layup at rim,58,63
227,3,7:49.0,Defensive rebound by K. Humphries,,58,63
228,3,7:47.0,Turnover by M. Gortat (bad pass),,58,63
229,3,7:47.0,J. Dudley enters the game for K. Humphries,,58,63
230,3,7:41.0,,Personal foul by O. Porter (drawn by M. Morris),58,63
231,3,7:22.0,,M. Morris misses 2-pt jump shot from 12 ft,58,63
232,3,7:21.0,Defensive rebound by M. Gortat,,58,63
233,3,7:17.0,Turnover by J. Wall (lost ball),,58,63
234,3,7:01.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Jackson),58,66
235,3,6:49.0,Turnover by J. Dudley (bad pass; steal by A. Drummond),,58,66
236,3,6:38.0,,E. İlyasova makes 3-pt jump shot from 27 ft (assist by R. Jackson),58,69
237,3,6:12.0,Turnover by Team (shot clock),,58,69
238,3,6:12.0,G. Temple enters the game for B. Beal,,58,69
239,3,6:02.0,N. Hilário enters the game for M. Gortat,,58,69
240,3,6:02.0,R. Sessions enters the game for J. Wall,,58,69
241,3,5:45.0,,M. Morris misses 3-pt jump shot from 27 ft,58,69
242,3,5:43.0,Defensive rebound by N. Hilário,,58,69
243,3,5:31.0,O. Porter misses 2-pt jump shot from 4 ft (block by A. Drummond),,58,69
244,3,5:30.0,,Defensive rebound by M. Morris,58,69
245,3,5:27.0,,Turnover by R. Jackson (bad pass; steal by O. Porter),58,69
246,3,5:26.0,Personal foul by E. İlyasova (drawn by O. Porter),,58,69
247,3,5:07.0,J. Dudley makes 3-pt jump shot from 23 ft (assist by R. Sessions),,61,69
248,3,4:39.0,,Turnover by R. Jackson (bad pass; steal by N. Hilário),61,69
249,3,4:35.0,Shooting foul by A. Drummond (drawn by G. Temple),,61,69
250,3,4:35.0,G. Temple misses free throw 1 of 2,,61,69
251,3,4:35.0,Offensive rebound by Team,,61,69
252,3,4:35.0,,S. Dinwiddie enters the game for R. Jackson,61,69
253,3,4:35.0,,S. Johnson enters the game for M. Morris,61,69
254,3,4:35.0,G. Temple makes free throw 2 of 2,,62,69
255,3,4:20.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,62,69
256,3,4:20.0,Defensive rebound by N. Hilário,,62,69
257,3,4:14.0,O. Porter makes 2-pt layup at rim (assist by R. Sessions),,64,69
258,3,3:52.0,,Shooting foul by N. Hilário (drawn by E. İlyasova),64,69
259,3,3:52.0,,E. İlyasova misses free throw 1 of 2,64,69
260,3,3:52.0,,Offensive rebound by Team,64,69
261,3,3:52.0,,E. İlyasova makes free throw 2 of 2,64,70
262,3,3:36.0,Shooting foul by S. Dinwiddie (drawn by R. Sessions),,64,70
263,3,3:36.0,R. Sessions makes free throw 1 of 2,,65,70
264,3,3:36.0,R. Sessions makes free throw 2 of 2,,66,70
265,3,3:22.0,,S. Dinwiddie makes 2-pt layup at rim,66,72
266,3,3:22.0,,Shooting foul by R. Sessions (drawn by S. Dinwiddie),66,72
267,3,3:22.0,,A. Tolliver enters the game for E. İlyasova,66,72
268,3,3:22.0,,S. Dinwiddie makes free throw 1 of 1,66,73
269,3,2:57.0,O. Porter misses 2-pt layup from 4 ft,,66,73
270,3,2:57.0,,Defensive rebound by A. Drummond,66,73
271,3,2:53.0,,Turnover by A. Drummond (bad pass; steal by J. Dudley),66,73
272,3,2:43.0,R. Sessions makes 3-pt jump shot from 26 ft,,69,73
273,3,2:23.0,,S. Dinwiddie misses 2-pt jump shot from 11 ft,69,73
274,3,2:23.0,Defensive rebound by N. Hilário,,69,73
275,3,2:11.0,N. Hilário makes 2-pt dunk at rim (assist by R. Sessions),,71,73
276,3,1:46.0,,S. Johnson misses 3-pt jump shot from 24 ft,71,73
277,3,1:45.0,Defensive rebound by N. Hilário,,71,73
278,3,1:33.0,O. Porter misses 2-pt jump shot from 7 ft,,71,73
279,3,1:31.0,,Defensive rebound by A. Drummond,71,73
280,3,1:18.0,,S. Johnson misses 3-pt jump shot from 23 ft,71,73
281,3,1:17.0,Defensive rebound by R. Sessions,,71,73
282,3,1:10.0,J. Dudley makes 2-pt layup at rim (assist by R. Sessions),,73,73
283,3,1:10.0,Shooting foul by A. Drummond (drawn by J. Dudley),,73,73
284,3,1:10.0,,Detroit full timeout,73,73
285,3,1:10.0,,A. Baynes enters the game for A. Drummond,73,73
286,3,1:10.0,J. Dudley makes free throw 1 of 1,,74,73
287,3,0:46.0,,A. Tolliver misses 2-pt jump shot from 10 ft,74,73
288,3,0:46.0,Defensive rebound by O. Porter,,74,73
289,3,0:32.0,R. Sessions misses 2-pt jump shot from 6 ft,,74,73
290,3,0:32.0,,Defensive rebound by A. Baynes,74,73
291,3,0:18.0,,Turnover by S. Johnson (lost ball; steal by R. Sessions),74,73
292,3,0:13.0,Shooting foul by A. Tolliver (drawn by O. Porter),,74,73
293,3,0:13.0,O. Porter misses free throw 1 of 2,,74,73
294,3,0:13.0,Offensive rebound by Team,,74,73
295,3,0:13.0,O. Porter makes free throw 2 of 2,,75,73
296,3,0:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,75,73
297,3,0:00.0,,Offensive rebound by Team,75,73
298,4,11:31.0,G. Neal makes 2-pt jump shot from 3 ft,,77,73
299,4,11:10.0,,S. Johnson makes 2-pt jump shot from 19 ft (assist by M. Morris),77,75
300,4,11:03.0,Turnover by N. Hilário (bad pass),,77,75
301,4,10:39.0,,S. Johnson misses 3-pt jump shot from 25 ft,77,75
302,4,10:37.0,Defensive rebound by R. Sessions,,77,75
303,4,10:30.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by G. Neal),,80,75
304,4,10:07.0,,A. Baynes makes 2-pt jump shot from 15 ft (assist by S. Dinwiddie),80,77
305,4,9:48.0,R. Sessions misses 2-pt layup at rim,,80,77
306,4,9:48.0,,Defensive rebound by A. Baynes,80,77
307,4,9:40.0,,M. Morris makes 2-pt dunk at rim (assist by S. Dinwiddie),80,79
308,4,9:21.0,R. Sessions makes 3-pt jump shot from 23 ft (assist by N. Hilário),,83,79
309,4,8:58.0,,M. Morris misses 2-pt jump shot from 5 ft,83,79
310,4,8:57.0,Defensive rebound by G. Temple,,83,79
311,4,8:49.0,G. Neal misses 3-pt jump shot from 22 ft,,83,79
312,4,8:49.0,,Defensive rebound by M. Morris,83,79
313,4,8:43.0,,Shooting foul by N. Hilário (drawn by S. Dinwiddie),83,79
314,4,8:43.0,Official timeout,,83,79
315,4,8:43.0,,S. Dinwiddie misses free throw 1 of 2,83,79
316,4,8:43.0,,Offensive rebound by Team,83,79
317,4,8:43.0,,S. Dinwiddie makes free throw 2 of 2,83,80
318,4,8:24.0,N. Hilário misses 2-pt jump shot from 10 ft,,83,80
319,4,8:24.0,,Defensive rebound by M. Morris,83,80
320,4,7:57.0,,M. Morris misses 3-pt jump shot from 25 ft,83,80
321,4,7:57.0,Defensive rebound by G. Neal,,83,80
322,4,7:51.0,G. Neal misses 3-pt jump shot from 26 ft,,83,80
323,4,7:51.0,Offensive rebound by J. Dudley,,83,80
324,4,7:36.0,Turnover by N. Hilário (traveling),,83,80
325,4,7:36.0,,R. Jackson enters the game for S. Dinwiddie,83,80
326,4,7:24.0,,A. Baynes makes 2-pt layup at rim (assist by M. Morris),83,82
327,4,7:24.0,,Shooting foul by N. Hilário (drawn by A. Baynes),83,82
328,4,7:24.0,,E. İlyasova enters the game for A. Tolliver,83,82
329,4,7:24.0,,A. Baynes misses free throw 1 of 1,83,82
330,4,7:23.0,Defensive rebound by G. Temple,,83,82
331,4,7:07.0,Shooting foul by A. Baynes (drawn by R. Sessions),,83,82
332,4,7:07.0,R. Sessions makes free throw 1 of 2,,84,82
333,4,7:07.0,,A. Drummond enters the game for A. Baynes,84,82
334,4,7:07.0,R. Sessions makes free throw 2 of 2,,85,82
335,4,6:50.0,,Shooting foul by J. Dudley (drawn by A. Drummond),85,82
336,4,6:50.0,,A. Drummond makes free throw 1 of 2,85,83
337,4,6:50.0,,K. Caldwell-Pope enters the game for S. Johnson,85,83
338,4,6:50.0,,A. Drummond makes free throw 2 of 2,85,84
339,4,6:31.0,R. Sessions misses 3-pt jump shot from 25 ft,,85,84
340,4,6:30.0,,Defensive rebound by K. Caldwell-Pope,85,84
341,4,6:24.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by E. İlyasova),85,87
342,4,6:12.0,G. Temple makes 3-pt jump shot from 23 ft (assist by R. Sessions),,88,87
343,4,6:00.0,,Personal foul by R. Sessions (drawn by R. Jackson),88,87
344,4,6:00.0,B. Beal enters the game for G. Neal,,88,87
345,4,6:00.0,J. Wall enters the game for R. Sessions,,88,87
346,4,5:48.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,88,87
347,4,5:47.0,,Offensive rebound by M. Morris,88,87
348,4,5:46.0,,M. Morris makes 2-pt layup at rim,88,89
349,4,5:31.0,B. Beal makes 2-pt jump shot from 17 ft (assist by G. Temple),,90,89
350,4,5:10.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,90,89
351,4,5:10.0,Defensive rebound by G. Temple,,90,89
352,4,4:58.0,J. Wall makes 2-pt jump shot from 14 ft,,92,89
353,4,4:48.0,,Detroit full timeout,92,89
354,4,4:37.0,,Shooting foul by N. Hilário (drawn by A. Drummond),92,89
355,4,4:37.0,,A. Drummond misses free throw 1 of 2,92,89
356,4,4:37.0,,Offensive rebound by Team,92,89
357,4,4:37.0,,A. Drummond misses free throw 2 of 2,92,89
358,4,4:36.0,Defensive rebound by N. Hilário,,92,89
359,4,4:21.0,N. Hilário makes 2-pt layup at rim (assist by J. Wall),,94,89
360,4,4:00.0,,E. İlyasova misses 2-pt jump shot from 7 ft,94,89
361,4,4:00.0,Defensive rebound by N. Hilário,,94,89
362,4,3:43.0,J. Wall misses 2-pt jump shot from 14 ft,,94,89
363,4,3:43.0,,Defensive rebound by A. Drummond,94,89
364,4,3:42.0,Violation by J. Wall (kicked ball),,94,89
365,4,3:42.0,M. Gortat enters the game for N. Hilário,,94,89
366,4,3:42.0,O. Porter enters the game for J. Dudley,,94,89
367,4,3:42.0,,R. Jackson misses 3-pt jump shot from 24 ft,94,89
368,4,3:42.0,Defensive rebound by M. Gortat,,94,89
369,4,3:29.0,Turnover by J. Wall (lost ball; steal by R. Jackson),,94,89
370,4,3:23.0,,Turnover by R. Jackson (bad pass; steal by B. Beal),94,89
371,4,3:05.0,Offensive foul by M. Gortat (drawn by E. İlyasova),,94,89
372,4,3:05.0,Turnover by M. Gortat (offensive foul),,94,89
373,4,2:43.0,,M. Morris misses 2-pt jump shot from 10 ft,94,89
374,4,2:42.0,,Offensive rebound by E. İlyasova,94,89
375,4,2:39.0,,E. İlyasova makes 2-pt layup at rim,94,91
376,4,2:17.0,B. Beal misses 2-pt layup at rim,,94,91
377,4,2:17.0,Washington full timeout,,94,91
378,4,2:17.0,Offensive rebound by M. Gortat,,94,91
379,4,2:17.0,Turnover by M. Gortat (lost ball),,94,91
380,4,1:50.0,,M. Morris misses 2-pt jump shot from 16 ft,94,91
381,4,1:50.0,,Offensive rebound by M. Morris,94,91
382,4,1:41.0,,Turnover by R. Jackson (bad pass; steal by J. Wall),94,91
383,4,1:35.0,G. Temple misses 2-pt jump shot from 4 ft,,94,91
384,4,1:35.0,,Defensive rebound by Team,94,91
385,4,1:35.0,,Detroit full timeout,94,91
386,4,1:20.0,,A. Drummond misses 2-pt layup from 2 ft,94,91
387,4,1:20.0,Defensive rebound by M. Gortat,,94,91
