,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,NEW ORLEANS_ACTION,BROOKLYN_SCORE,NEW ORLEANS_SCORE
382,4,4:13.0,,J. Holiday misses 2-pt jump shot from 3 ft (block by B. Lopez),88,89
383,4,4:11.0,,Offensive rebound by A. Davis,88,89
384,4,4:06.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by A. Gee),88,92
385,4,4:05.0,Brooklyn full timeout,,88,92
386,4,4:05.0,D. Sloan enters the game for S. Larkin,,88,92
387,4,3:52.0,Personal foul by B. Dejean-Jones (drawn by D. Sloan),,88,92
388,4,3:52.0,D. Sloan makes free throw 1 of 2,,89,92
389,4,3:52.0,D. Sloan makes free throw 2 of 2,,90,92
390,4,3:39.0,,J. Holiday misses 2-pt layup from 1 ft,90,92
391,4,3:39.0,,Offensive rebound by A. Davis,90,92
392,4,3:39.0,,Shooting foul by W. Ellington (drawn by A. Davis),90,92
393,4,3:39.0,,A. Davis makes free throw 1 of 2,90,93
394,4,3:39.0,,N. Cole enters the game for B. Dejean-Jones,90,93
395,4,3:39.0,,A. Davis misses free throw 2 of 2,90,93
396,4,3:38.0,Defensive rebound by B. Lopez,,90,93
397,4,3:16.0,J. Johnson misses 3-pt jump shot from 26 ft,,90,93
398,4,3:14.0,,Defensive rebound by A. Davis,90,93
399,4,3:02.0,,Turnover by J. Holiday (traveling),90,93
400,4,2:43.0,T. Young makes 2-pt layup from 2 ft,,92,93
401,4,2:23.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by R. Anderson),92,96
402,4,2:00.0,T. Young makes 2-pt layup from 2 ft,,94,96
403,4,1:53.0,,New Orleans full timeout,94,96
404,4,1:43.0,,N. Cole makes 2-pt jump shot from 5 ft (assist by J. Holiday),94,98
405,4,1:32.0,T. Young makes 2-pt layup from 2 ft (assist by D. Sloan),,96,98
406,4,1:17.0,,J. Holiday misses 2-pt jump shot from 15 ft,96,98
407,4,1:16.0,Defensive rebound by J. Johnson,,96,98
408,4,1:05.0,T. Young makes 2-pt layup from 1 ft (assist by D. Sloan),,98,98
409,4,0:49.0,,Shooting foul by B. Lopez (drawn by J. Holiday),98,98
410,4,0:49.0,,J. Holiday makes free throw 1 of 2,98,99
411,4,0:49.0,,D. Cunningham enters the game for R. Anderson,98,99
412,4,0:49.0,,J. Holiday makes free throw 2 of 2,98,100
413,4,0:32.0,B. Lopez makes 2-pt dunk at rim (assist by T. Young),,100,100
414,4,0:20.0,,New Orleans full timeout,100,100
415,4,0:20.0,T. Robinson enters the game for B. Lopez,,100,100
416,4,0:20.0,,R. Anderson enters the game for D. Cunningham,100,100
417,4,0:09.0,,J. Holiday makes 3-pt jump shot from 24 ft,100,103
418,4,0:09.0,Brooklyn full timeout,,100,103
419,4,0:09.0,,D. Cunningham enters the game for R. Anderson,100,103
420,4,0:09.0,B. Lopez enters the game for T. Robinson,,100,103
421,4,0:07.0,J. Johnson makes 3-pt jump shot from 28 ft (assist by D. Sloan),,103,103
422,4,0:07.0,,New Orleans full timeout,103,103
423,4,0:07.0,T. Robinson enters the game for B. Lopez,,103,103
424,4,0:07.0,,R. Anderson enters the game for D. Cunningham,103,103
425,4,0:01.0,,J. Holiday makes 2-pt jump shot from 19 ft,103,105
426,4,0:00.0,J. Johnson misses 3-pt jump shot from 40 ft,,103,105
427,4,0:00.0,Offensive rebound by Team,,103,105
