,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,WASHINGTON_ACTION,MILWAUKEE_SCORE,WASHINGTON_SCORE
24,1,8:01.0,Defensive rebound by J. Bayless,,10,7
25,1,7:50.0,Shooting foul by J. Wall (drawn by G. Antetokounmpo),,10,7
26,1,7:50.0,G. Antetokounmpo makes free throw 1 of 2,,11,7
27,1,7:50.0,G. Antetokounmpo makes free throw 2 of 2,,12,7
28,1,7:37.0,,Turnover by J. Wall (traveling),12,7
29,1,7:23.0,G. Antetokounmpo misses 2-pt jump shot from 5 ft,,12,7
30,1,7:21.0,,Defensive rebound by M. Gortat,12,7
31,1,7:17.0,,Shooting foul by K. Middleton (drawn by O. Porter),12,7
32,1,7:17.0,,O. Porter makes free throw 1 of 2,12,8
33,1,7:17.0,R. Vaughn enters the game for K. Middleton,,12,8
34,1,7:17.0,,O. Porter makes free throw 2 of 2,12,9
35,1,6:54.0,J. Bayless misses 2-pt jump shot from 17 ft,,12,9
36,1,6:53.0,,Defensive rebound by J. Wall,12,9
37,1,6:47.0,,G. Temple misses 2-pt layup from 2 ft,12,9
38,1,6:47.0,,Offensive rebound by K. Humphries,12,9
39,1,6:47.0,,Personal foul by M. Carter-Williams (drawn by K. Humphries),12,9
40,1,6:39.0,,Shooting foul by G. Monroe (drawn by M. Gortat),12,9
41,1,6:39.0,,M. Gortat makes free throw 1 of 2,12,10
42,1,6:39.0,,M. Gortat makes free throw 2 of 2,12,11
43,1,6:22.0,M. Carter-Williams misses 2-pt jump shot from 17 ft,,12,11
44,1,6:21.0,,Defensive rebound by J. Wall,12,11
45,1,6:10.0,,G. Temple misses 3-pt jump shot from 24 ft,12,11
46,1,6:09.0,Defensive rebound by G. Monroe,,12,11
47,1,6:02.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by K. Humphries),,12,11
48,1,6:01.0,Offensive rebound by G. Monroe,,12,11
49,1,5:58.0,G. Monroe misses 2-pt jump shot from 6 ft (block by O. Porter),,12,11
50,1,5:58.0,Offensive rebound by Team,,12,11
51,1,5:58.0,,Washington full timeout,12,11
52,1,5:58.0,J. O'Bryant enters the game for G. Antetokounmpo,,12,11
53,1,5:46.0,M. Carter-Williams misses 2-pt jump shot from 14 ft,,12,11
54,1,5:45.0,,Defensive rebound by Team,12,11
55,1,5:26.0,,M. Gortat makes 2-pt jump shot from 1 ft (assist by J. Wall),12,13
56,1,5:08.0,M. Carter-Williams misses 3-pt jump shot from 26 ft,,12,13
57,1,5:07.0,,Defensive rebound by M. Gortat,12,13
58,1,4:57.0,,M. Gortat makes 2-pt jump shot at rim (assist by G. Temple),12,15
59,1,4:43.0,Offensive foul by M. Carter-Williams (drawn by O. Porter),,12,15
60,1,4:43.0,Turnover by M. Carter-Williams (offensive foul),,12,15
61,1,4:43.0,G. Vásquez enters the game for M. Carter-Williams,,12,15
62,1,4:43.0,,R. Sessions enters the game for J. Wall,12,15
63,1,4:31.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by M. Gortat),12,18
64,1,4:19.0,G. Monroe misses 2-pt jump shot from 18 ft,,12,18
65,1,4:17.0,,Defensive rebound by K. Humphries,12,18
66,1,4:06.0,,Turnover by R. Sessions (bad pass; steal by J. Bayless),12,18
67,1,3:50.0,,G. Neal enters the game for O. Porter,12,18
68,1,3:50.0,J. Henson enters the game for G. Monroe,,12,18
69,1,3:46.0,J. Bayless makes 2-pt jump shot from 13 ft (assist by J. Henson),,14,18
70,1,3:30.0,,M. Gortat misses 2-pt jump shot from 3 ft,14,18
71,1,3:29.0,Defensive rebound by J. Henson,,14,18
72,1,3:16.0,J. Henson makes 2-pt hook shot from 5 ft (assist by G. Vásquez),,16,18
73,1,3:04.0,,Personal foul by J. Bayless (drawn by R. Sessions),16,18
74,1,3:04.0,,N. Hilário enters the game for M. Gortat,16,18
75,1,2:50.0,,K. Humphries misses 3-pt jump shot from 25 ft,16,18
76,1,2:49.0,Defensive rebound by J. O'Bryant,,16,18
77,1,2:38.0,R. Vaughn misses 2-pt jump shot from 8 ft,,16,18
78,1,2:37.0,Offensive rebound by J. Henson,,16,18
79,1,2:34.0,J. Henson makes 2-pt layup from 1 ft,,18,18
80,1,2:26.0,,Personal foul by J. O'Bryant (drawn by K. Humphries),18,18
81,1,2:26.0,Milwaukee full timeout,,18,18
82,1,2:26.0,G. Antetokounmpo enters the game for R. Vaughn,,18,18
83,1,2:26.0,,K. Humphries makes free throw 1 of 2,18,19
84,1,2:26.0,,K. Humphries makes free throw 2 of 2,18,20
85,1,2:08.0,G. Vásquez makes 2-pt jump shot from 11 ft,,20,20
86,1,1:55.0,,R. Sessions makes 2-pt jump shot from 1 ft (assist by N. Hilário),20,22
87,1,1:48.0,J. Bayless makes 3-pt jump shot from 26 ft (assist by G. Vásquez),,23,22
88,1,1:27.0,,N. Hilário makes 2-pt hook shot from 6 ft,23,24
89,1,1:07.0,G. Vásquez makes 3-pt jump shot from 22 ft (assist by J. O'Bryant),,26,24
90,1,0:46.0,,K. Humphries makes 3-pt jump shot from 25 ft (assist by R. Sessions),26,27
91,1,0:39.0,G. Antetokounmpo makes 2-pt jump shot at rim (assist by G. Vásquez),,28,27
92,1,0:30.0,,R. Sessions misses 2-pt jump shot from 4 ft,28,27
93,1,0:28.0,Defensive rebound by G. Vásquez,,28,27
94,1,0:13.0,J. Bayless misses 3-pt jump shot from 22 ft,,28,27
95,1,0:12.0,Offensive rebound by J. Henson,,28,27
96,1,0:10.0,Shooting foul by G. Temple (drawn by J. Henson),,28,27
97,1,0:10.0,J. Henson makes free throw 1 of 2,,29,27
98,1,0:10.0,T. Ennis enters the game for J. Bayless,,29,27
99,1,0:10.0,,J. Dudley enters the game for K. Humphries,29,27
100,1,0:10.0,,J. Wall enters the game for G. Temple,29,27
101,1,0:10.0,,K. Oubre enters the game for R. Sessions,29,27
102,1,0:10.0,J. Henson misses free throw 2 of 2,,29,27
103,1,0:10.0,,Defensive rebound by J. Dudley,29,27
104,1,0:04.0,,J. Dudley misses 3-pt jump shot from 29 ft,29,27
105,1,0:03.0,,Offensive rebound by N. Hilário,29,27
106,1,0:01.0,,N. Hilário misses 2-pt jump shot from 4 ft (block by J. Henson),29,27
107,1,0:00.0,Defensive rebound by G. Vásquez,,29,27
108,2,11:47.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Bayless),,31,27
109,2,11:29.0,,Shooting foul by J. Henson (drawn by N. Hilário),31,27
110,2,11:29.0,,N. Hilário makes free throw 1 of 2,31,28
111,2,11:29.0,,N. Hilário makes free throw 2 of 2,31,29
112,2,11:08.0,G. Vásquez makes 2-pt jump shot from 16 ft,,33,29
113,2,10:49.0,,R. Sessions makes 2-pt jump shot from 6 ft,33,31
114,2,10:30.0,J. Henson makes 2-pt hook shot from 4 ft (assist by G. Antetokounmpo),,35,31
115,2,10:18.0,,Washington full timeout,35,31
116,2,10:18.0,,O. Porter enters the game for K. Oubre,35,31
117,2,10:11.0,,Shooting foul by G. Antetokounmpo (drawn by O. Porter),35,31
118,2,10:11.0,,O. Porter misses free throw 1 of 3,35,31
119,2,10:11.0,,Offensive rebound by Team,35,31
120,2,10:11.0,,O. Porter makes free throw 2 of 3,35,32
121,2,10:11.0,,O. Porter makes free throw 3 of 3,35,33
122,2,9:59.0,,Violation by N. Hilário (kicked ball),35,33
123,2,9:48.0,G. Antetokounmpo misses 2-pt jump shot from 5 ft,,35,33
124,2,9:47.0,,Defensive rebound by N. Hilário,35,33
125,2,9:38.0,,Shooting foul by G. Vásquez (drawn by R. Sessions),35,33
126,2,9:38.0,,R. Sessions makes free throw 1 of 2,35,34
127,2,9:38.0,,R. Sessions makes free throw 2 of 2,35,35
128,2,9:27.0,Shooting foul by N. Hilário (drawn by G. Antetokounmpo),,35,35
129,2,9:27.0,G. Antetokounmpo misses free throw 1 of 2,,35,35
130,2,9:27.0,Offensive rebound by Team,,35,35
131,2,9:27.0,G. Antetokounmpo makes free throw 2 of 2,,36,35
132,2,9:02.0,,N. Hilário misses 2-pt jump shot from 5 ft,36,35
133,2,9:01.0,Defensive rebound by J. O'Bryant,,36,35
134,2,8:50.0,J. Bayless misses 3-pt jump shot from 27 ft,,36,35
135,2,8:48.0,,Defensive rebound by G. Neal,36,35
136,2,8:42.0,,R. Sessions misses 2-pt layup at rim,36,35
137,2,8:42.0,Defensive rebound by Team,,36,35
138,2,8:32.0,Turnover by J. Henson (bad pass; steal by O. Porter),,36,35
139,2,8:29.0,,Shooting foul by J. O'Bryant (drawn by R. Sessions),36,35
140,2,8:29.0,,R. Sessions misses free throw 1 of 2,36,35
141,2,8:29.0,,Offensive rebound by Team,36,35
142,2,8:29.0,,R. Sessions makes free throw 2 of 2,36,36
143,2,8:09.0,G. Vásquez makes 2-pt jump shot from 5 ft,,38,36
144,2,7:50.0,,N. Hilário misses 2-pt jump shot from 20 ft,38,36
145,2,7:49.0,Defensive rebound by J. Bayless,,38,36
146,2,7:30.0,,J. Wall enters the game for R. Sessions,38,36
147,2,7:27.0,G. Vásquez misses 3-pt jump shot from 24 ft,,38,36
148,2,7:25.0,,Defensive rebound by N. Hilário,38,36
149,2,7:18.0,,Shooting foul by G. Vásquez (drawn by J. Wall),38,36
150,2,7:18.0,,J. Wall misses free throw 1 of 2,38,36
151,2,7:18.0,,Offensive rebound by Team,38,36
152,2,7:18.0,,M. Gortat enters the game for N. Hilário,38,36
153,2,7:18.0,G. Monroe enters the game for J. Henson,,38,36
154,2,7:18.0,K. Middleton enters the game for J. Bayless,,38,36
155,2,7:18.0,,J. Wall makes free throw 2 of 2,38,37
156,2,7:08.0,Turnover by J. O'Bryant (traveling),,38,37
157,2,6:52.0,,O. Porter makes 2-pt jump shot from 17 ft (assist by J. Wall),38,39
158,2,6:38.0,,G. Temple enters the game for G. Neal,38,39
159,2,6:31.0,G. Monroe misses 2-pt layup at rim,,38,39
160,2,6:30.0,,Defensive rebound by M. Gortat,38,39
161,2,6:20.0,,M. Gortat misses 2-pt jump shot from 4 ft,38,39
162,2,6:19.0,,Offensive rebound by J. Dudley,38,39
163,2,6:15.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by J. Wall),38,42
164,2,6:02.0,K. Middleton makes 2-pt jump shot at rim (assist by G. Monroe),,40,42
165,2,5:48.0,,Personal foul by K. Middleton (drawn by M. Gortat),40,42
166,2,5:48.0,Official timeout,,40,42
167,2,5:48.0,M. Carter-Williams enters the game for K. Middleton,,40,42
168,2,5:48.0,C. Copeland enters the game for J. O'Bryant,,40,42
169,2,5:48.0,J. Bayless enters the game for G. Vásquez,,40,42
170,2,5:48.0,,M. Gortat makes free throw 1 of 2,40,43
171,2,5:48.0,,M. Gortat makes free throw 2 of 2,40,44
172,2,5:30.0,Turnover by G. Antetokounmpo (lost ball),,40,44
173,2,5:21.0,,J. Dudley makes 2-pt jump shot from 18 ft (assist by J. Wall),40,46
174,2,5:00.0,M. Carter-Williams makes 2-pt jump shot from 3 ft,,42,46
175,2,4:41.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by J. Wall),42,49
176,2,4:21.0,J. Bayless makes 2-pt jump shot from 15 ft (assist by C. Copeland),,44,49
177,2,4:04.0,,O. Porter makes 2-pt jump shot from 10 ft (assist by J. Dudley),44,51
178,2,3:39.0,J. Bayless misses 2-pt jump shot from 4 ft,,44,51
179,2,3:38.0,,Defensive rebound by J. Dudley,44,51
180,2,3:31.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by O. Porter),44,54
181,2,3:29.0,Milwaukee full timeout,,44,54
182,2,3:29.0,K. Middleton enters the game for C. Copeland,,44,54
183,2,3:12.0,Turnover by G. Monroe (bad pass),,44,54
184,2,2:51.0,,J. Wall misses 3-pt jump shot from 26 ft,44,54
185,2,2:50.0,Defensive rebound by G. Monroe,,44,54
186,2,2:41.0,Shooting foul by O. Porter (drawn by G. Monroe),,44,54
187,2,2:41.0,G. Monroe misses free throw 1 of 2,,44,54
188,2,2:41.0,Offensive rebound by Team,,44,54
189,2,2:41.0,G. Monroe misses free throw 2 of 2,,44,54
190,2,2:40.0,,Defensive rebound by M. Gortat,44,54
191,2,2:28.0,,Turnover by J. Wall (bad pass),44,54
192,2,2:14.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,44,54
193,2,2:13.0,,Defensive rebound by J. Dudley,44,54
194,2,2:08.0,,G. Temple misses 3-pt jump shot from 25 ft,44,54
195,2,2:06.0,,Offensive rebound by M. Gortat,44,54
196,2,2:03.0,,M. Gortat makes 2-pt jump shot from 4 ft,44,56
197,2,1:38.0,Personal foul by O. Porter (drawn by K. Middleton),,44,56
198,2,1:38.0,,K. Oubre enters the game for O. Porter,44,56
199,2,1:33.0,Turnover by G. Monroe (lost ball),,44,56
200,2,1:17.0,,J. Wall makes 2-pt layup from 2 ft,44,58
201,2,0:54.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,44,58
202,2,0:53.0,,Defensive rebound by M. Gortat,44,58
203,2,0:47.0,,J. Wall makes 2-pt layup from 2 ft,44,60
204,2,0:35.0,Personal take foul by G. Temple (drawn by M. Carter-Williams),,44,60
205,2,0:35.0,M. Carter-Williams misses free throw 1 of 2,,44,60
206,2,0:35.0,Offensive rebound by Team,,44,60
207,2,0:35.0,M. Carter-Williams misses free throw 2 of 2,,44,60
208,2,0:35.0,,Defensive rebound by J. Wall,44,60
209,2,0:15.0,,M. Gortat makes 2-pt jump shot at rim (assist by J. Wall),44,62
210,2,0:05.0,G. Antetokounmpo misses 2-pt jump shot from 9 ft,,44,62
211,2,0:04.0,Offensive rebound by G. Monroe,,44,62
212,2,0:03.0,G. Monroe makes 2-pt layup from 1 ft,,46,62
213,2,0:00.0,,G. Temple makes 2-pt layup at rim (assist by J. Dudley),46,64
214,3,11:49.0,Turnover by M. Carter-Williams (traveling),,46,64
215,3,11:35.0,,M. Gortat misses 2-pt jump shot from 4 ft,46,64
216,3,11:34.0,Defensive rebound by K. Middleton,,46,64
217,3,11:24.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft,,46,64
218,3,11:23.0,Offensive rebound by G. Antetokounmpo,,46,64
219,3,11:20.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft,,46,64
220,3,11:19.0,,Defensive rebound by J. Wall,46,64
221,3,11:18.0,,Personal foul by G. Antetokounmpo (drawn by J. Wall),46,64
222,3,11:00.0,,G. Temple misses 2-pt layup from 2 ft (block by G. Antetokounmpo),46,64
223,3,11:00.0,,Offensive rebound by Team,46,64
224,3,10:57.0,,J. Wall makes 2-pt jump shot from 16 ft (assist by K. Humphries),46,66
225,3,10:36.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,49,66
226,3,10:17.0,,Personal foul by J. Bayless (drawn by M. Gortat),49,66
227,3,10:08.0,,J. Wall misses 3-pt jump shot from 23 ft,49,66
228,3,10:07.0,Defensive rebound by G. Antetokounmpo,,49,66
229,3,9:59.0,J. Bayless makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,52,66
230,3,9:49.0,,Turnover by M. Gortat (offensive foul),52,66
231,3,9:49.0,,Offensive foul by M. Gortat (drawn by G. Monroe),52,66
232,3,9:36.0,K. Middleton misses 2-pt jump shot from 15 ft,,52,66
233,3,9:34.0,,Defensive rebound by K. Humphries,52,66
234,3,9:22.0,,O. Porter misses 3-pt jump shot from 25 ft,52,66
235,3,9:21.0,Defensive rebound by J. Bayless,,52,66
236,3,9:13.0,J. Bayless misses 2-pt jump shot from 15 ft,,52,66
237,3,9:12.0,,Defensive rebound by K. Humphries,52,66
238,3,9:00.0,,Turnover by J. Wall (bad pass; steal by J. Bayless),52,66
239,3,8:54.0,M. Carter-Williams makes 2-pt hook shot from 3 ft (assist by G. Antetokounmpo),,54,66
240,3,8:45.0,,G. Temple misses 2-pt layup from 1 ft,54,66
241,3,8:44.0,,Offensive rebound by O. Porter,54,66
242,3,8:43.0,,O. Porter makes 2-pt jump shot from 1 ft,54,68
243,3,8:21.0,G. Antetokounmpo misses 2-pt layup at rim,,54,68
244,3,8:20.0,,Defensive rebound by M. Gortat,54,68
245,3,8:15.0,,K. Humphries makes 2-pt jump shot from 1 ft (assist by J. Wall),54,70
246,3,7:55.0,K. Middleton makes 2-pt jump shot from 5 ft,,56,70
247,3,7:45.0,,Turnover by K. Humphries (lost ball; steal by K. Middleton),56,70
248,3,7:31.0,M. Carter-Williams makes 3-pt jump shot from 26 ft (assist by J. Bayless),,59,70
249,3,7:21.0,,Shooting foul by J. Bayless (drawn by J. Wall),59,70
250,3,7:21.0,,J. Wall makes free throw 1 of 2,59,71
251,3,7:21.0,,J. Wall makes free throw 2 of 2,59,72
252,3,7:02.0,Shooting foul by K. Humphries (drawn by G. Monroe),,59,72
253,3,7:02.0,G. Monroe makes free throw 1 of 2,,60,72
254,3,7:02.0,G. Monroe makes free throw 2 of 2,,61,72
255,3,6:47.0,,O. Porter misses 2-pt jump shot from 18 ft,61,72
256,3,6:46.0,Defensive rebound by J. Bayless,,61,72
257,3,6:36.0,M. Carter-Williams makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,64,72
258,3,6:36.0,,Washington full timeout,64,72
259,3,6:13.0,,K. Humphries misses 2-pt jump shot from 4 ft,64,72
260,3,6:09.0,Defensive rebound by K. Middleton,,64,72
261,3,5:50.0,M. Carter-Williams makes 2-pt dunk at rim (assist by G. Monroe),,66,72
262,3,5:26.0,,Offensive foul by O. Porter (drawn by G. Monroe),66,72
263,3,5:26.0,,Turnover by O. Porter (offensive foul),66,72
264,3,5:04.0,G. Monroe misses 2-pt jump shot from 3 ft,,66,72
265,3,5:02.0,,Defensive rebound by M. Gortat,66,72
266,3,4:46.0,,O. Porter makes 2-pt jump shot from 19 ft (assist by J. Wall),66,74
267,3,4:22.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,66,74
268,3,4:21.0,,Defensive rebound by G. Temple,66,74
269,3,4:17.0,,Shooting foul by G. Monroe (drawn by J. Wall),66,74
270,3,4:17.0,,J. Wall misses free throw 1 of 2,66,74
271,3,4:17.0,,Offensive rebound by Team,66,74
272,3,4:17.0,,J. Wall misses free throw 2 of 2,66,74
273,3,4:16.0,,Offensive rebound by Team,66,74
274,3,4:16.0,Loose ball foul by G. Antetokounmpo (drawn by K. Humphries),,66,74
275,3,4:16.0,,K. Humphries makes free throw 1 of 2,66,75
276,3,4:16.0,,K. Humphries makes free throw 2 of 2,66,76
277,3,4:06.0,M. Carter-Williams misses 3-pt jump shot from 26 ft,,66,76
278,3,4:05.0,,Defensive rebound by M. Gortat,66,76
279,3,3:51.0,,O. Porter makes 2-pt jump shot from 7 ft,66,78
280,3,3:23.0,K. Middleton misses 3-pt jump shot from 24 ft,,66,78
281,3,3:22.0,,Defensive rebound by J. Wall,66,78
282,3,3:08.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by O. Porter),66,81
283,3,3:06.0,Milwaukee full timeout,,66,81
284,3,3:06.0,,J. Dudley enters the game for K. Humphries,66,81
285,3,3:06.0,,R. Sessions enters the game for J. Wall,66,81
286,3,3:06.0,J. O'Bryant enters the game for G. Antetokounmpo,,66,81
287,3,3:06.0,G. Vásquez enters the game for M. Carter-Williams,,66,81
288,3,2:48.0,Personal foul by R. Sessions (drawn by G. Vásquez),,66,81
289,3,2:48.0,,G. Neal enters the game for O. Porter,66,81
290,3,2:39.0,G. Monroe misses 2-pt jump shot from 8 ft (block by J. Dudley),,66,81
291,3,2:39.0,Offensive rebound by Team,,66,81
292,3,2:34.0,Turnover by J. Bayless (bad pass),,66,81
293,3,2:17.0,,G. Neal makes 2-pt jump shot from 3 ft,66,83
294,3,2:01.0,J. Bayless misses 3-pt jump shot from 22 ft,,66,83
295,3,2:00.0,Offensive rebound by G. Monroe,,66,83
296,3,1:57.0,Turnover by G. Monroe (bad pass; steal by G. Temple),,66,83
297,3,1:54.0,,Shooting block foul by K. Middleton (drawn by G. Temple),66,83
298,3,1:54.0,,G. Temple makes free throw 1 of 2,66,84
299,3,1:54.0,J. Henson enters the game for G. Monroe,,66,84
300,3,1:54.0,,G. Temple makes free throw 2 of 2,66,85
301,3,1:41.0,J. O'Bryant misses 2-pt jump shot from 17 ft,,66,85
302,3,1:40.0,,Defensive rebound by G. Neal,66,85
303,3,1:36.0,,G. Temple misses 2-pt layup from 2 ft,66,85
304,3,1:34.0,,Offensive rebound by G. Temple,66,85
305,3,1:23.0,,Personal foul by J. Henson (drawn by M. Gortat),66,85
306,3,1:23.0,,M. Gortat misses free throw 1 of 2,66,85
307,3,1:23.0,,Offensive rebound by Team,66,85
308,3,1:23.0,,M. Gortat misses free throw 2 of 2,66,85
309,3,1:22.0,Defensive rebound by J. Henson,,66,85
310,3,1:11.0,Personal foul by G. Temple (drawn by G. Vásquez),,66,85
311,3,1:11.0,,N. Hilário enters the game for M. Gortat,66,85
312,3,1:07.0,K. Middleton misses 2-pt jump shot from 10 ft,,66,85
313,3,1:06.0,,Defensive rebound by G. Neal,66,85
314,3,0:49.0,,R. Sessions misses 2-pt jump shot from 20 ft,66,85
315,3,0:48.0,Defensive rebound by J. O'Bryant,,66,85
316,3,0:46.0,Turnover by J. O'Bryant (lost ball),,66,85
317,3,0:44.0,,G. Neal misses 2-pt jump shot from 14 ft,66,85
318,3,0:43.0,Defensive rebound by J. Henson,,66,85
319,3,0:32.0,G. Vásquez misses 2-pt jump shot from 16 ft,,66,85
320,3,0:31.0,,Defensive rebound by J. Dudley,66,85
321,3,0:07.0,,G. Neal misses 2-pt jump shot from 12 ft,66,85
322,3,0:06.0,Defensive rebound by J. Henson,,66,85
323,3,0:02.0,K. Middleton misses 3-pt jump shot from 26 ft,,66,85
324,3,0:00.0,,Defensive rebound by J. Dudley,66,85
325,4,11:48.0,,Turnover by J. Wall (bad pass),66,85
326,4,11:29.0,Personal foul by N. Hilário (drawn by G. Vásquez),,66,85
327,4,11:24.0,Shooting foul by N. Hilário (drawn by J. Henson),,66,85
328,4,11:24.0,J. Henson makes free throw 1 of 2,,67,85
329,4,11:24.0,J. Henson misses free throw 2 of 2,,67,85
330,4,11:22.0,,Defensive rebound by J. Dudley,67,85
331,4,11:09.0,,G. Neal makes 2-pt jump shot from 3 ft (assist by J. Wall),67,87
332,4,10:48.0,Turnover by G. Antetokounmpo (bad pass; steal by G. Neal),,67,87
333,4,10:31.0,,Shooting foul by J. Henson (drawn by N. Hilário),67,87
334,4,10:31.0,,N. Hilário misses free throw 1 of 2,67,87
335,4,10:31.0,,Offensive rebound by Team,67,87
336,4,10:31.0,,N. Hilário makes free throw 2 of 2,67,88
337,4,10:08.0,K. Middleton misses 3-pt jump shot from 26 ft,,67,88
338,4,10:07.0,,Defensive rebound by J. Wall,67,88
339,4,9:59.0,,N. Hilário misses 3-pt jump shot from 27 ft,67,88
340,4,9:58.0,Defensive rebound by G. Antetokounmpo,,67,88
341,4,9:47.0,G. Vásquez makes 3-pt jump shot from 29 ft (assist by G. Antetokounmpo),,70,88
342,4,9:31.0,,J. Dudley misses 2-pt jump shot from 20 ft,70,88
343,4,9:30.0,Defensive rebound by G. Antetokounmpo,,70,88
344,4,9:13.0,K. Middleton misses 3-pt jump shot from 27 ft,,70,88
345,4,9:12.0,,Defensive rebound by N. Hilário,70,88
346,4,9:02.0,,Turnover by J. Wall (bad pass; steal by G. Antetokounmpo),70,88
347,4,9:00.0,Personal take foul by R. Sessions (drawn by G. Antetokounmpo),,70,88
348,4,8:53.0,Shooting foul by N. Hilário (drawn by J. Henson),,70,88
349,4,8:53.0,Official timeout,,70,88
350,4,8:53.0,,O. Porter enters the game for R. Sessions,70,88
351,4,8:53.0,J. Bayless enters the game for J. O'Bryant,,70,88
352,4,8:53.0,J. Henson makes free throw 1 of 2,,71,88
353,4,8:53.0,J. Henson makes free throw 2 of 2,,72,88
354,4,8:29.0,,N. Hilário makes 2-pt jump shot from 16 ft,72,90
355,4,8:11.0,Personal foul by O. Porter (drawn by G. Antetokounmpo),,72,90
356,4,8:11.0,G. Antetokounmpo misses free throw 1 of 2,,72,90
357,4,8:11.0,Offensive rebound by Team,,72,90
358,4,8:11.0,G. Antetokounmpo misses free throw 2 of 2,,72,90
359,4,8:10.0,,Defensive rebound by N. Hilário,72,90
360,4,7:56.0,,Shooting foul by J. Henson (drawn by N. Hilário),72,90
361,4,7:56.0,,N. Hilário misses free throw 1 of 2,72,90
362,4,7:56.0,,Offensive rebound by Team,72,90
363,4,7:56.0,,N. Hilário makes free throw 2 of 2,72,91
364,4,7:37.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft (assist by J. Bayless),,74,91
365,4,7:16.0,,Shooting foul by G. Antetokounmpo (drawn by J. Dudley),74,91
366,4,7:16.0,,J. Dudley makes free throw 1 of 2,74,92
367,4,7:16.0,,J. Dudley makes free throw 2 of 2,74,93
368,4,7:06.0,Turnover by J. Bayless (lost ball; steal by G. Neal),,74,93
369,4,6:48.0,,G. Neal makes 3-pt jump shot from 27 ft (assist by N. Hilário),74,96
370,4,6:30.0,Turnover by G. Antetokounmpo (bad pass; steal by O. Porter),,74,96
371,4,6:24.0,,O. Porter makes 2-pt layup from 2 ft,74,98
372,4,6:23.0,Milwaukee full timeout,,74,98
373,4,6:23.0,C. Copeland enters the game for K. Middleton,,74,98
374,4,6:23.0,R. Vaughn enters the game for G. Antetokounmpo,,74,98
375,4,6:23.0,T. Ennis enters the game for J. Bayless,,74,98
376,4,6:23.0,M. Plumlee enters the game for G. Vásquez,,74,98
377,4,6:23.0,J. O'Bryant enters the game for J. Henson,,74,98
378,4,6:02.0,R. Vaughn misses 3-pt jump shot from 26 ft,,74,98
379,4,6:01.0,,Defensive rebound by N. Hilário,74,98
380,4,5:38.0,,J. Dudley makes 3-pt jump shot from 24 ft (assist by O. Porter),74,101
