,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CLEVELAND_ACTION,WASHINGTON_SCORE,CLEVELAND_SCORE
43,1,6:00.0,,L. James makes 2-pt dunk at rim,7,14
44,1,5:53.0,Turnover by B. Beal (bad pass; steal by L. James),,7,14
45,1,5:50.0,,L. James makes 2-pt dunk at rim,7,16
46,1,5:50.0,Washington full timeout,,7,16
47,1,5:33.0,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),,10,16
48,1,5:17.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by K. Irving),10,19
49,1,4:55.0,M. Gortat misses 2-pt jump shot from 13 ft,,10,19
50,1,4:55.0,,Defensive rebound by T. Mozgov,10,19
51,1,4:36.0,,L. James misses 2-pt jump shot from 16 ft,10,19
52,1,4:36.0,Defensive rebound by O. Porter,,10,19
53,1,4:27.0,J. Wall makes 2-pt jump shot from 17 ft,,12,19
54,1,4:14.0,,K. Irving misses 2-pt jump shot from 6 ft,12,19
55,1,4:13.0,,Offensive rebound by T. Mozgov,12,19
56,1,4:09.0,,Personal foul by J. Wall (drawn by K. Irving),12,19
57,1,4:09.0,,T. Thompson enters the game for T. Mozgov,12,19
58,1,4:09.0,R. Sessions enters the game for J. Wall,,12,19
59,1,4:01.0,,K. Irving misses 2-pt jump shot from 11 ft (block by M. Gortat),12,19
60,1,3:59.0,,Offensive rebound by K. Irving,12,19
61,1,3:56.0,,Shooting foul by M. Gortat (drawn by T. Thompson),12,19
62,1,3:56.0,,K. Irving makes free throw 1 of 2,12,20
63,1,3:56.0,,K. Irving makes free throw 2 of 2,12,21
64,1,3:40.0,Personal foul by I. Shumpert (drawn by M. Gortat),,12,21
65,1,3:40.0,,R. Jefferson enters the game for I. Shumpert,12,21
66,1,3:33.0,B. Beal misses 2-pt jump shot from 16 ft,,12,21
67,1,3:33.0,Offensive rebound by M. Morris,,12,21
68,1,3:21.0,M. Morris makes 2-pt jump shot from 5 ft,,14,21
69,1,3:08.0,,K. Irving makes 2-pt jump shot from 8 ft,14,23
70,1,3:05.0,,Violation by Team (jump ball),14,23
71,1,2:53.0,Turnover by M. Gortat (traveling),,14,23
72,1,2:53.0,,Cleveland full timeout,14,23
73,1,2:53.0,G. Temple enters the game for O. Porter,,14,23
74,1,2:53.0,,M. Dellavedova enters the game for K. Irving,14,23
75,1,2:41.0,,R. Jefferson misses 2-pt layup from 2 ft (block by G. Temple),14,23
76,1,2:40.0,Defensive rebound by R. Sessions,,14,23
77,1,2:35.0,M. Gortat misses 2-pt layup from 2 ft,,14,23
78,1,2:34.0,,Defensive rebound by L. James,14,23
79,1,2:27.0,,J. Smith misses 3-pt jump shot from 25 ft,14,23
80,1,2:26.0,Defensive rebound by M. Gortat,,14,23
81,1,2:24.0,Turnover by M. Gortat (lost ball; steal by L. James),,14,23
82,1,2:19.0,,L. James misses 2-pt layup from 1 ft,14,23
83,1,2:17.0,Defensive rebound by M. Gortat,,14,23
84,1,2:14.0,B. Beal makes 2-pt layup from 1 ft,,16,23
85,1,2:07.0,,R. Jefferson misses 2-pt layup at rim,16,23
86,1,2:07.0,Defensive rebound by Team,,16,23
87,1,2:07.0,N. Hilário enters the game for M. Gortat,,16,23
88,1,1:52.0,B. Beal makes 3-pt jump shot from 25 ft (assist by M. Morris),,19,23
89,1,1:40.0,,Personal foul by N. Hilário (drawn by T. Thompson),19,23
90,1,1:23.0,,R. Jefferson makes 2-pt layup from 1 ft (assist by L. James),19,25
91,1,0:58.0,R. Sessions misses 2-pt jump shot from 12 ft,,19,25
92,1,0:58.0,Offensive rebound by N. Hilário,,19,25
93,1,0:54.0,R. Sessions makes 2-pt layup at rim (assist by N. Hilário),,21,25
94,1,0:40.0,,T. Thompson makes 2-pt jump shot from 3 ft (assist by L. James),21,27
95,1,0:34.0,Turnover by B. Beal (lost ball; steal by M. Dellavedova),,21,27
96,1,0:30.0,,Turnover by R. Jefferson (dbl dribble),21,27
97,1,0:30.0,J. Dudley enters the game for M. Morris,,21,27
98,1,0:30.0,,I. Shumpert enters the game for L. James,21,27
99,1,0:12.0,Shooting foul by R. Jefferson (drawn by R. Sessions),,21,27
100,1,0:12.0,R. Sessions makes free throw 1 of 2,,22,27
101,1,0:12.0,,L. James enters the game for T. Thompson,22,27
102,1,0:12.0,,K. Irving enters the game for I. Shumpert,22,27
103,1,0:12.0,R. Sessions makes free throw 2 of 2,,23,27
104,2,11:38.0,N. Hilário misses 2-pt jump shot from 5 ft,,23,27
105,2,11:36.0,,Defensive rebound by R. Jefferson,23,27
106,2,11:28.0,,M. Dellavedova makes 2-pt jump shot from 5 ft,23,29
107,2,11:13.0,B. Beal misses 2-pt jump shot from 4 ft,,23,29
108,2,11:11.0,,Defensive rebound by T. Thompson,23,29
109,2,11:02.0,,M. Dellavedova makes 2-pt jump shot from 23 ft (assist by K. Irving),23,31
110,2,10:45.0,Turnover by J. Dudley (lost ball; steal by I. Shumpert),,23,31
111,2,10:36.0,,K. Irving misses 2-pt layup from 2 ft,23,31
112,2,10:34.0,Defensive rebound by B. Beal,,23,31
113,2,10:30.0,B. Beal makes 2-pt dunk at rim,,25,31
114,2,10:08.0,,K. Irving makes 2-pt jump shot from 15 ft,25,33
115,2,9:46.0,N. Hilário makes 2-pt layup from 1 ft,,27,33
116,2,9:25.0,,T. Thompson misses 2-pt layup from 1 ft,27,33
117,2,9:25.0,,Offensive rebound by Team,27,33
118,2,9:25.0,J. Wall enters the game for R. Sessions,,27,33
119,2,9:13.0,,I. Shumpert misses 3-pt jump shot from 23 ft,27,33
120,2,9:13.0,Defensive rebound by N. Hilário,,27,33
121,2,9:09.0,Turnover by J. Wall (lost ball; steal by T. Thompson),,27,33
122,2,8:52.0,,T. Thompson misses 2-pt jump shot from 1 ft,27,33
123,2,8:51.0,,Offensive rebound by T. Thompson,27,33
124,2,8:51.0,,T. Thompson makes 2-pt layup from 1 ft,27,35
125,2,8:40.0,Shooting foul by T. Thompson (drawn by N. Hilário),,27,35
126,2,8:40.0,Official timeout,,27,35
127,2,8:40.0,N. Hilário makes free throw 1 of 2,,28,35
128,2,8:40.0,N. Hilário makes free throw 2 of 2,,29,35
129,2,8:14.0,,M. Dellavedova misses 2-pt jump shot from 11 ft,29,35
130,2,8:13.0,Defensive rebound by J. Dudley,,29,35
131,2,8:06.0,J. Dudley misses 3-pt jump shot from 24 ft,,29,35
132,2,8:06.0,,Defensive rebound by I. Shumpert,29,35
133,2,8:00.0,,Shooting block foul by G. Temple (drawn by I. Shumpert),29,35
134,2,8:00.0,,I. Shumpert makes free throw 1 of 2,29,36
135,2,8:00.0,,I. Shumpert makes free throw 2 of 2,29,37
136,2,7:39.0,B. Beal misses 2-pt jump shot from 11 ft,,29,37
137,2,7:38.0,,Defensive rebound by K. Irving,29,37
138,2,7:23.0,,M. Dellavedova makes 3-pt jump shot from 22 ft (assist by K. Irving),29,40
139,2,7:03.0,G. Temple misses 3-pt jump shot from 22 ft,,29,40
140,2,7:02.0,,Defensive rebound by T. Thompson,29,40
141,2,6:50.0,,R. Jefferson misses 3-pt jump shot from 23 ft,29,40
142,2,6:50.0,Defensive rebound by B. Beal,,29,40
143,2,6:41.0,Personal foul by M. Dellavedova (drawn by J. Dudley),,29,40
144,2,6:41.0,O. Porter enters the game for B. Beal,,29,40
145,2,6:41.0,,J. Smith enters the game for M. Dellavedova,29,40
146,2,6:41.0,,L. James enters the game for R. Jefferson,29,40
147,2,6:33.0,Turnover by N. Hilário (lost ball),,29,40
148,2,6:19.0,,K. Irving misses 3-pt jump shot from 24 ft,29,40
149,2,6:19.0,Defensive rebound by J. Dudley,,29,40
150,2,6:11.0,J. Wall makes 2-pt jump shot from 15 ft,,31,40
151,2,5:47.0,,T. Thompson misses 2-pt jump shot from 8 ft,31,40
152,2,5:46.0,Defensive rebound by N. Hilário,,31,40
153,2,5:39.0,J. Wall makes 2-pt jump shot from 18 ft,,33,40
154,2,5:38.0,,Cleveland full timeout,33,40
155,2,5:25.0,,J. Smith makes 2-pt jump shot from 16 ft (assist by K. Irving),33,42
156,2,5:09.0,J. Wall makes 2-pt layup at rim,,35,42
157,2,4:50.0,,L. James makes 2-pt hook shot from 1 ft,35,44
158,2,4:29.0,J. Wall misses 3-pt jump shot from 28 ft,,35,44
159,2,4:29.0,,Defensive rebound by K. Irving,35,44
160,2,4:24.0,,Personal foul by G. Temple (drawn by K. Irving),35,44
161,2,4:24.0,B. Beal enters the game for G. Temple,,35,44
162,2,4:24.0,M. Morris enters the game for N. Hilário,,35,44
163,2,4:24.0,M. Gortat enters the game for J. Dudley,,35,44
164,2,4:24.0,,T. Mozgov enters the game for T. Thompson,35,44
165,2,4:13.0,,Offensive foul by L. James (drawn by M. Morris),35,44
166,2,4:13.0,,Turnover by L. James (offensive foul),35,44
167,2,3:58.0,O. Porter misses 2-pt jump shot from 5 ft (block by I. Shumpert),,35,44
168,2,3:58.0,,Defensive rebound by Team,35,44
169,2,3:45.0,,T. Mozgov makes 2-pt dunk at rim (assist by K. Irving),35,46
170,2,3:37.0,M. Morris makes 2-pt jump shot from 11 ft (assist by J. Wall),,37,46
171,2,3:16.0,,L. James makes 3-pt jump shot from 24 ft (assist by J. Smith),37,49
172,2,3:09.0,Turnover by M. Morris (bad pass; steal by K. Irving),,37,49
173,2,3:00.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by I. Shumpert),37,52
174,2,2:52.0,Washington full timeout,,37,52
175,2,2:39.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,39,52
176,2,2:18.0,,Personal foul by M. Gortat (drawn by I. Shumpert),39,52
177,2,2:18.0,,M. Dellavedova enters the game for K. Irving,39,52
178,2,2:11.0,,M. Dellavedova misses 2-pt jump shot from 6 ft,39,52
179,2,2:09.0,Defensive rebound by J. Wall,,39,52
180,2,1:57.0,J. Wall misses 2-pt jump shot from 19 ft,,39,52
181,2,1:57.0,,Defensive rebound by I. Shumpert,39,52
182,2,1:51.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),39,54
183,2,1:35.0,B. Beal misses 2-pt jump shot from 13 ft,,39,54
184,2,1:34.0,,Defensive rebound by L. James,39,54
185,2,1:22.0,,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by L. James),39,57
186,2,1:02.0,M. Morris misses 2-pt jump shot from 11 ft,,39,57
187,2,1:02.0,,Defensive rebound by T. Mozgov,39,57
188,2,0:51.0,,L. James misses 3-pt jump shot from 25 ft,39,57
189,2,0:50.0,Defensive rebound by J. Wall,,39,57
190,2,0:47.0,J. Wall makes 2-pt jump shot from 6 ft,,41,57
191,2,0:47.0,Shooting foul by T. Mozgov (drawn by J. Wall),,41,57
192,2,0:47.0,J. Wall makes free throw 1 of 1,,42,57
193,2,0:36.0,,L. James makes 2-pt layup at rim,42,59
194,2,0:18.0,Turnover by B. Beal (lost ball; steal by J. Smith),,42,59
195,2,0:00.0,,L. James misses 3-pt jump shot from 26 ft,42,59
196,2,0:00.0,Defensive rebound by M. Gortat,,42,59
197,3,11:47.0,Shooting foul by K. Irving (drawn by O. Porter),,42,59
198,3,11:47.0,O. Porter misses free throw 1 of 2,,42,59
199,3,11:47.0,Offensive rebound by Team,,42,59
200,3,11:47.0,O. Porter makes free throw 2 of 2,,43,59
201,3,11:31.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),43,61
202,3,11:31.0,,Shooting foul by B. Beal (drawn by T. Mozgov),43,61
203,3,11:31.0,,T. Mozgov misses free throw 1 of 1,43,61
204,3,11:30.0,Defensive rebound by M. Gortat,,43,61
205,3,11:10.0,M. Gortat makes 2-pt layup at rim (assist by J. Wall),,45,61
206,3,10:46.0,,Turnover by I. Shumpert (lost ball; steal by B. Beal),45,61
207,3,10:42.0,Shooting foul by J. Smith (drawn by B. Beal),,45,61
208,3,10:42.0,B. Beal misses free throw 1 of 2,,45,61
209,3,10:42.0,Offensive rebound by Team,,45,61
210,3,10:42.0,B. Beal makes free throw 2 of 2,,46,61
211,3,10:26.0,,T. Mozgov misses 2-pt layup from 1 ft (block by M. Gortat),46,61
212,3,10:24.0,Defensive rebound by M. Morris,,46,61
213,3,10:14.0,M. Morris misses 2-pt jump shot from 9 ft,,46,61
214,3,10:14.0,Offensive rebound by M. Gortat,,46,61
215,3,10:10.0,M. Gortat misses 2-pt jump shot from 12 ft,,46,61
216,3,10:09.0,,Defensive rebound by L. James,46,61
217,3,10:05.0,,L. James makes 2-pt layup from 2 ft,46,63
218,3,9:55.0,,Offensive charge foul by O. Porter (drawn by K. Irving),46,63
219,3,9:55.0,Turnover by O. Porter (offensive foul),,46,63
220,3,9:36.0,,T. Mozgov misses 2-pt layup from 3 ft,46,63
221,3,9:35.0,Defensive rebound by J. Wall,,46,63
222,3,9:19.0,B. Beal misses 3-pt jump shot from 24 ft,,46,63
223,3,9:19.0,,Defensive rebound by L. James,46,63
224,3,9:11.0,,Personal foul by O. Porter (drawn by J. Smith),46,63
225,3,9:02.0,,T. Mozgov misses 2-pt layup from 1 ft,46,63
226,3,9:01.0,Defensive rebound by M. Morris,,46,63
227,3,8:51.0,M. Gortat makes 2-pt jump shot from 10 ft (assist by J. Wall),,48,63
228,3,8:40.0,,K. Irving misses 2-pt jump shot from 7 ft,48,63
229,3,8:37.0,Defensive rebound by J. Wall,,48,63
230,3,8:36.0,Turnover by J. Wall (bad pass; steal by J. Smith),,48,63
231,3,8:23.0,,I. Shumpert misses 3-pt jump shot from 23 ft,48,63
232,3,8:23.0,Defensive rebound by J. Wall,,48,63
233,3,8:18.0,Personal block foul by T. Mozgov (drawn by O. Porter),,48,63
234,3,8:13.0,Turnover by M. Morris (offensive goaltending),,48,63
235,3,7:50.0,,K. Irving misses 2-pt jump shot from 6 ft,48,63
236,3,7:50.0,,Offensive rebound by Team,48,63
237,3,7:50.0,Loose ball foul by M. Gortat (drawn by T. Mozgov),,48,63
238,3,7:41.0,,L. James misses 2-pt jump shot from 16 ft,48,63
239,3,7:41.0,Defensive rebound by M. Gortat,,48,63
240,3,7:17.0,B. Beal misses 3-pt jump shot from 24 ft,,48,63
241,3,7:16.0,,Defensive rebound by J. Smith,48,63
242,3,7:12.0,,L. James misses 2-pt layup from 1 ft,48,63
243,3,7:09.0,Defensive rebound by M. Gortat,,48,63
244,3,6:56.0,B. Beal misses 3-pt jump shot from 25 ft,,48,63
245,3,6:55.0,,Defensive rebound by Team,48,63
246,3,6:41.0,,L. James misses 2-pt layup from 1 ft,48,63
247,3,6:39.0,,Offensive rebound by T. Mozgov,48,63
248,3,6:39.0,,T. Mozgov misses 2-pt layup at rim,48,63
249,3,6:36.0,Defensive rebound by J. Wall,,48,63
250,3,6:29.0,O. Porter makes 2-pt layup at rim (assist by J. Wall),,50,63
251,3,6:29.0,,Cleveland full timeout,50,63
252,3,6:14.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by J. Smith),50,66
253,3,5:59.0,Shooting foul by J. Smith (drawn by M. Gortat),,50,66
254,3,5:59.0,M. Gortat makes free throw 1 of 2,,51,66
255,3,5:59.0,M. Gortat makes free throw 2 of 2,,52,66
256,3,5:50.0,,K. Irving makes 3-pt jump shot from 24 ft,52,69
257,3,5:42.0,Turnover by B. Beal (offensive foul),,52,69
258,3,5:42.0,Offensive foul by B. Beal (drawn by J. Smith),,52,69
259,3,5:28.0,,K. Irving misses 3-pt jump shot from 26 ft,52,69
260,3,5:28.0,Defensive rebound by B. Beal,,52,69
261,3,5:19.0,J. Wall misses 2-pt layup at rim,,52,69
262,3,5:18.0,,Defensive rebound by K. Irving,52,69
263,3,5:06.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),52,71
264,3,4:43.0,M. Morris makes 2-pt jump shot from 10 ft (assist by B. Beal),,54,71
265,3,4:37.0,,Shooting foul by M. Morris (drawn by L. James),54,71
266,3,4:37.0,,L. James makes free throw 1 of 2,54,72
267,3,4:37.0,,M. Dellavedova enters the game for K. Irving,54,72
268,3,4:37.0,,R. Jefferson enters the game for I. Shumpert,54,72
269,3,4:37.0,,T. Thompson enters the game for T. Mozgov,54,72
270,3,4:37.0,G. Temple enters the game for B. Beal,,54,72
271,3,4:37.0,,L. James makes free throw 2 of 2,54,73
272,3,4:22.0,J. Wall misses 2-pt jump shot from 15 ft,,54,73
273,3,4:21.0,,Defensive rebound by M. Dellavedova,54,73
274,3,4:16.0,,Shooting foul by G. Temple (drawn by L. James),54,73
275,3,4:16.0,,L. James makes free throw 1 of 2,54,74
276,3,4:16.0,,L. James makes free throw 2 of 2,54,75
277,3,3:59.0,M. Morris makes 2-pt jump shot from 16 ft,,56,75
278,3,3:49.0,,Turnover by M. Dellavedova (palming),56,75
279,3,3:43.0,G. Temple misses 3-pt jump shot from 22 ft,,56,75
280,3,3:42.0,,Defensive rebound by L. James,56,75
281,3,3:38.0,,Turnover by R. Jefferson (lost ball),56,75
282,3,3:24.0,M. Morris makes 3-pt jump shot from 24 ft (assist by J. Wall),,59,75
283,3,3:06.0,,J. Smith makes 3-pt jump shot from 25 ft,59,78
284,3,2:51.0,J. Wall makes 2-pt layup at rim,,61,78
285,3,2:51.0,Shooting foul by M. Dellavedova (drawn by J. Wall),,61,78
286,3,2:51.0,Washington full timeout,,61,78
287,3,2:51.0,J. Wall misses free throw 1 of 1,,61,78
288,3,2:49.0,,Defensive rebound by L. James,61,78
289,3,2:31.0,,L. James misses 2-pt jump shot from 4 ft (block by M. Gortat),61,78
290,3,2:31.0,,Offensive rebound by Team,61,78
291,3,2:26.0,,L. James misses 3-pt jump shot from 25 ft,61,78
292,3,2:25.0,Defensive rebound by J. Wall,,61,78
293,3,2:11.0,G. Temple misses 2-pt jump shot from 15 ft,,61,78
294,3,2:10.0,,Defensive rebound by R. Jefferson,61,78
295,3,2:01.0,,R. Jefferson makes 3-pt jump shot from 24 ft (assist by J. Smith),61,81
296,3,1:51.0,J. Wall misses 2-pt jump shot from 16 ft,,61,81
297,3,1:51.0,,Defensive rebound by L. James,61,81
298,3,1:36.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,61,81
299,3,1:35.0,,Offensive rebound by L. James,61,81
300,3,1:18.0,,Turnover by M. Dellavedova (bad pass),61,81
301,3,1:18.0,N. Hilário enters the game for M. Gortat,,61,81
302,3,1:18.0,R. Sessions enters the game for J. Wall,,61,81
303,3,0:53.0,N. Hilário misses 2-pt jump shot from 9 ft,,61,81
304,3,0:50.0,Offensive rebound by O. Porter,,61,81
305,3,0:50.0,O. Porter misses 2-pt layup at rim (block by T. Thompson),,61,81
306,3,0:47.0,,Defensive rebound by R. Jefferson,61,81
307,3,0:37.0,,M. Dellavedova misses 2-pt jump shot from 13 ft,61,81
308,3,0:37.0,Defensive rebound by M. Morris,,61,81
309,3,0:27.0,M. Morris makes 2-pt jump shot from 16 ft (assist by R. Sessions),,63,81
310,3,0:04.0,,L. James makes 2-pt layup from 1 ft,63,83
311,3,0:00.0,M. Morris misses 3-pt jump shot from 35 ft,,63,83
312,3,0:00.0,Offensive rebound by Team,,63,83
313,4,11:43.0,,T. Thompson makes 2-pt jump shot from 13 ft (assist by K. Irving),63,85
314,4,11:16.0,R. Sessions misses 3-pt jump shot from 24 ft,,63,85
315,4,11:16.0,,Defensive rebound by K. Irving,63,85
316,4,10:57.0,,T. Thompson makes 2-pt jump shot from 4 ft (assist by K. Irving),63,87
317,4,10:45.0,R. Sessions misses 2-pt layup from 2 ft (block by T. Thompson),,63,87
318,4,10:44.0,,Defensive rebound by M. Dellavedova,63,87
319,4,10:37.0,,R. Jefferson misses 3-pt jump shot from 22 ft,63,87
320,4,10:36.0,,Offensive rebound by T. Thompson,63,87
321,4,10:18.0,,K. Irving misses 2-pt jump shot from 22 ft,63,87
322,4,10:18.0,Defensive rebound by N. Hilário,,63,87
323,4,10:05.0,R. Sessions makes 2-pt layup from 1 ft (assist by N. Hilário),,65,87
324,4,9:55.0,,Personal foul by R. Sessions (drawn by T. Thompson),65,87
325,4,9:47.0,,M. Dellavedova makes 2-pt jump shot from 3 ft,65,89
326,4,9:37.0,R. Sessions makes 2-pt layup at rim,,67,89
327,4,9:37.0,Shooting foul by J. Jones (drawn by R. Sessions),,67,89
328,4,9:37.0,R. Sessions makes free throw 1 of 1,,68,89
329,4,9:26.0,,Turnover by K. Irving (lost ball),68,89
330,4,9:09.0,N. Hilário misses 2-pt layup at rim (block by J. Jones),,68,89
331,4,9:07.0,Offensive rebound by R. Sessions,,68,89
332,4,9:03.0,R. Sessions misses 2-pt jump shot from 11 ft,,68,89
333,4,9:02.0,,Defensive rebound by J. Jones,68,89
334,4,8:52.0,,K. Irving makes 2-pt jump shot from 15 ft,68,91
335,4,8:40.0,B. Beal misses 2-pt jump shot from 5 ft,,68,91
336,4,8:40.0,,Defensive rebound by T. Thompson,68,91
337,4,8:31.0,,J. Jones makes 3-pt jump shot from 23 ft (assist by K. Irving),68,94
338,4,8:31.0,Washington full timeout,,68,94
339,4,8:12.0,N. Hilário makes 2-pt hook shot from 9 ft,,70,94
340,4,7:57.0,,J. Jones makes 2-pt jump shot from 19 ft (assist by M. Dellavedova),70,96
341,4,7:41.0,N. Hilário misses 2-pt jump shot from 17 ft,,70,96
342,4,7:40.0,,Defensive rebound by M. Dellavedova,70,96
343,4,7:31.0,,M. Dellavedova misses 2-pt jump shot from 4 ft (block by R. Sessions),70,96
344,4,7:31.0,Defensive rebound by Team,,70,96
345,4,7:31.0,K. Oubre enters the game for B. Beal,,70,96
346,4,7:06.0,R. Sessions misses 2-pt jump shot from 6 ft,,70,96
347,4,7:06.0,,Defensive rebound by T. Thompson,70,96
348,4,6:47.0,,T. Thompson misses 2-pt jump shot from 5 ft,70,96
349,4,6:46.0,Defensive rebound by R. Sessions,,70,96
350,4,6:43.0,Shooting foul by M. Dellavedova (drawn by R. Sessions),,70,96
351,4,6:43.0,,Cleveland full timeout,70,96
352,4,6:43.0,J. Hickson enters the game for N. Hilário,,70,96
353,4,6:43.0,,I. Shumpert enters the game for K. Irving,70,96
354,4,6:43.0,R. Sessions misses free throw 1 of 2,,70,96
355,4,6:43.0,Offensive rebound by Team,,70,96
356,4,6:43.0,R. Sessions makes free throw 2 of 2,,71,96
357,4,6:16.0,,T. Thompson misses 2-pt jump shot from 6 ft,71,96
358,4,6:16.0,Defensive rebound by K. Oubre,,71,96
359,4,5:58.0,K. Oubre misses 3-pt jump shot from 22 ft,,71,96
360,4,5:58.0,,Defensive rebound by T. Thompson,71,96
361,4,5:50.0,,Shooting foul by J. Hickson (drawn by T. Thompson),71,96
362,4,5:50.0,,T. Thompson makes free throw 1 of 2,71,97
363,4,5:50.0,J. Eddie enters the game for G. Temple,,71,97
364,4,5:50.0,,J. McRae enters the game for M. Dellavedova,71,97
365,4,5:50.0,,T. Thompson makes free throw 2 of 2,71,98
366,4,5:44.0,Personal foul by I. Shumpert (drawn by R. Sessions),,71,98
367,4,5:44.0,,C. Frye enters the game for T. Thompson,71,98
368,4,5:32.0,Turnover by R. Sessions (lost ball),,71,98
369,4,5:16.0,,J. McRae misses 3-pt jump shot from 25 ft,71,98
370,4,5:16.0,Defensive rebound by J. Eddie,,71,98
371,4,5:04.0,J. Eddie misses 3-pt jump shot from 24 ft,,71,98
372,4,5:04.0,,Defensive rebound by C. Frye,71,98
373,4,4:56.0,,Personal foul by J. Dudley (drawn by I. Shumpert),71,98
374,4,4:56.0,D. Gooden enters the game for J. Dudley,,71,98
375,4,4:45.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by I. Shumpert),71,101
376,4,4:29.0,D. Gooden misses 3-pt jump shot from 24 ft,,71,101
377,4,4:26.0,Offensive rebound by K. Oubre,,71,101
378,4,4:26.0,K. Oubre makes 2-pt layup at rim,,73,101
379,4,4:19.0,,Cleveland full timeout,73,101
380,4,4:19.0,,S. Kaun enters the game for I. Shumpert,73,101
381,4,4:07.0,,J. Jones misses 2-pt jump shot from 14 ft,73,101
382,4,4:07.0,Defensive rebound by Team,,73,101
383,4,3:53.0,K. Oubre misses 2-pt jump shot from 19 ft,,73,101
384,4,3:52.0,,Defensive rebound by S. Kaun,73,101
385,4,3:38.0,,Turnover by J. McRae (lost ball),73,101
386,4,3:20.0,Shooting foul by C. Frye (drawn by J. Hickson),,73,101
387,4,3:20.0,J. Hickson makes free throw 1 of 2,,74,101
388,4,3:20.0,J. Hickson misses free throw 2 of 2,,74,101
389,4,3:19.0,,Defensive rebound by R. Jefferson,74,101
390,4,3:09.0,,Turnover by R. Jefferson (lost ball; steal by K. Oubre),74,101
391,4,3:09.0,Clear path foul by R. Jefferson,,74,101
392,4,3:09.0,K. Oubre makes clear path free throw 1 of 2,,75,101
