,QUARTER,TIME_REMAINING,TORONTO_ACTION,DETROIT_ACTION,TORONTO_SCORE,DETROIT_SCORE
95,1,1:02.0,T. Ross makes 2-pt jump shot from 15 ft,,17,21
96,1,0:41.0,,A. Baynes misses 2-pt layup at rim,17,21
97,1,0:41.0,Defensive rebound by C. Joseph,,17,21
98,1,0:34.0,D. DeRozan makes 2-pt jump shot from 5 ft,,19,21
99,1,0:17.0,,Personal foul by P. Patterson (drawn by A. Tolliver),19,21
100,1,0:07.0,,D. Hilliard makes 3-pt jump shot from 22 ft (assist by A. Baynes),19,24
101,1,0:01.0,D. DeRozan misses 2-pt jump shot from 13 ft,,19,24
102,1,0:00.0,Offensive rebound by Team,,19,24
103,2,11:32.0,,D. Hilliard makes 2-pt jump shot from 10 ft (assist by B. Jennings),19,26
104,2,11:17.0,Offensive foul by B. Biyombo (drawn by B. Jennings),,19,26
105,2,11:17.0,Turnover by B. Biyombo (offensive foul),,19,26
106,2,10:55.0,,B. Jennings misses 2-pt jump shot from 18 ft,19,26
107,2,10:55.0,,Offensive rebound by Team,19,26
108,2,10:48.0,,D. Hilliard makes 2-pt jump shot from 18 ft (assist by B. Jennings),19,28
109,2,10:27.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by K. Lowry),,22,28
110,2,10:04.0,,S. Johnson misses 3-pt jump shot from 22 ft,22,28
111,2,10:04.0,,Offensive rebound by A. Baynes,22,28
112,2,9:59.0,,A. Baynes makes 2-pt layup at rim,22,30
113,2,9:36.0,C. Joseph makes 3-pt jump shot from 22 ft (assist by K. Lowry),,25,30
114,2,9:09.0,,B. Jennings misses 3-pt jump shot from 26 ft,25,30
115,2,9:09.0,Defensive rebound by B. Biyombo,,25,30
116,2,9:05.0,Personal foul by D. Hilliard (drawn by C. Joseph),,25,30
117,2,9:05.0,,M. Morris enters the game for D. Hilliard,25,30
118,2,8:54.0,T. Ross makes 3-pt jump shot from 25 ft (assist by C. Joseph),,28,30
119,2,8:32.0,,B. Jennings misses 3-pt jump shot from 23 ft,28,30
120,2,8:31.0,Defensive rebound by C. Joseph,,28,30
121,2,8:24.0,Personal foul by S. Johnson (drawn by K. Lowry),,28,30
122,2,8:24.0,Official timeout,,28,30
123,2,8:08.0,Turnover by K. Lowry (lost ball; steal by M. Morris),,28,30
124,2,8:06.0,,Shooting foul by T. Ross (drawn by M. Morris),28,30
125,2,8:06.0,,M. Morris makes free throw 1 of 2,28,31
126,2,8:06.0,,M. Morris makes free throw 2 of 2,28,32
127,2,7:53.0,T. Ross makes 3-pt jump shot from 26 ft (assist by K. Lowry),,31,32
128,2,7:27.0,,S. Johnson misses 2-pt layup at rim,31,32
129,2,7:26.0,,Offensive rebound by S. Johnson,31,32
130,2,7:22.0,,S. Johnson makes 2-pt layup at rim,31,34
131,2,7:16.0,Shooting foul by S. Johnson (drawn by K. Lowry),,31,34
132,2,7:16.0,K. Lowry makes free throw 1 of 2,,32,34
133,2,7:16.0,K. Lowry makes free throw 2 of 2,,33,34
134,2,6:59.0,,Personal foul by B. Biyombo (drawn by A. Baynes),33,34
135,2,6:59.0,J. Valančiūnas enters the game for B. Biyombo,,33,34
136,2,6:52.0,,Turnover by B. Jennings (bad pass; steal by J. Valančiūnas),33,34
137,2,6:42.0,Turnover by C. Joseph (bad pass),,33,34
138,2,6:22.0,,A. Baynes makes 2-pt jump shot from 19 ft,33,36
139,2,6:10.0,C. Joseph makes 2-pt layup at rim,,35,36
140,2,5:52.0,,A. Tolliver misses 3-pt jump shot from 22 ft,35,36
141,2,5:51.0,Defensive rebound by C. Joseph,,35,36
142,2,5:35.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),,38,36
143,2,5:30.0,,Detroit full timeout,38,36
144,2,5:30.0,,A. Drummond enters the game for S. Johnson,38,36
145,2,5:30.0,,E. İlyasova enters the game for A. Tolliver,38,36
146,2,5:30.0,,D. Hilliard enters the game for A. Baynes,38,36
147,2,5:30.0,,R. Jackson enters the game for B. Jennings,38,36
148,2,5:30.0,D. DeRozan enters the game for T. Ross,,38,36
149,2,5:30.0,N. Powell enters the game for C. Joseph,,38,36
150,2,5:19.0,,Turnover by E. İlyasova (bad pass; steal by K. Lowry),38,36
151,2,5:08.0,J. Valančiūnas makes 2-pt layup at rim (assist by K. Lowry),,40,36
152,2,4:55.0,,Detroit full timeout,40,36
153,2,4:55.0,L. Scola enters the game for P. Patterson,,40,36
154,2,4:49.0,,Turnover by R. Jackson (lost ball),40,36
155,2,4:27.0,Turnover by D. DeRozan (lost ball; steal by M. Morris),,40,36
156,2,4:27.0,Loose ball foul by D. DeRozan (drawn by M. Morris),,40,36
157,2,4:07.0,,Detroit full timeout,40,36
158,2,4:03.0,,D. Hilliard misses 2-pt layup from 1 ft,40,36
159,2,4:03.0,Defensive rebound by J. Valančiūnas,,40,36
160,2,3:52.0,D. DeRozan misses 2-pt jump shot from 10 ft,,40,36
161,2,3:51.0,,Defensive rebound by A. Drummond,40,36
162,2,3:48.0,,Personal foul by K. Lowry (drawn by M. Morris),40,36
163,2,3:33.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by A. Drummond),40,39
164,2,3:07.0,K. Lowry makes 2-pt jump shot from 17 ft,,42,39
165,2,2:58.0,,R. Jackson misses 3-pt jump shot from 25 ft,42,39
166,2,2:55.0,Defensive rebound by K. Lowry,,42,39
167,2,2:53.0,Personal foul by R. Jackson (drawn by K. Lowry),,42,39
168,2,2:39.0,J. Valančiūnas makes 2-pt dunk at rim (assist by D. DeRozan),,44,39
169,2,2:15.0,,A. Drummond misses 2-pt layup at rim,44,39
170,2,2:14.0,Defensive rebound by L. Scola,,44,39
171,2,2:09.0,K. Lowry misses 3-pt jump shot from 26 ft,,44,39
172,2,2:08.0,,Defensive rebound by A. Drummond,44,39
173,2,2:07.0,,Turnover by A. Drummond (bad pass; steal by N. Powell),44,39
174,2,1:56.0,J. Valančiūnas makes 2-pt layup at rim (assist by K. Lowry),,46,39
175,2,1:35.0,,E. İlyasova makes 2-pt jump shot from 5 ft (assist by R. Jackson),46,41
176,2,1:35.0,Toronto full timeout,,46,41
177,2,1:35.0,,A. Tolliver enters the game for E. İlyasova,46,41
178,2,1:35.0,,A. Baynes enters the game for A. Drummond,46,41
179,2,1:35.0,C. Joseph enters the game for N. Powell,,46,41
180,2,1:35.0,T. Ross enters the game for K. Lowry,,46,41
181,2,1:18.0,T. Ross misses 3-pt jump shot from 25 ft,,46,41
182,2,1:17.0,,Defensive rebound by A. Tolliver,46,41
183,2,1:07.0,,R. Jackson makes 2-pt layup at rim,46,43
184,2,0:46.0,C. Joseph misses 3-pt jump shot from 27 ft,,46,43
185,2,0:46.0,,Defensive rebound by A. Tolliver,46,43
186,2,0:36.0,,R. Jackson misses 2-pt jump shot from 13 ft,46,43
187,2,0:35.0,Defensive rebound by T. Ross,,46,43
188,2,0:31.0,T. Ross makes 3-pt jump shot from 25 ft,,49,43
189,2,0:12.0,,A. Baynes misses 2-pt jump shot from 19 ft,49,43
190,2,0:12.0,Defensive rebound by L. Scola,,49,43
191,2,0:09.0,Turnover by L. Scola (lost ball; steal by D. Hilliard),,49,43
192,2,0:01.0,,D. Hilliard misses 3-pt jump shot from 26 ft,49,43
193,2,0:00.0,,Offensive rebound by Team,49,43
194,3,11:40.0,,S. Johnson misses 3-pt jump shot from 22 ft,49,43
195,3,11:40.0,Defensive rebound by N. Powell,,49,43
196,3,11:13.0,D. DeRozan misses 3-pt jump shot from 26 ft,,49,43
197,3,11:13.0,,Defensive rebound by S. Johnson,49,43
198,3,11:02.0,,M. Morris misses 3-pt jump shot from 26 ft,49,43
199,3,11:01.0,Defensive rebound by J. Valančiūnas,,49,43
200,3,10:54.0,K. Lowry makes 2-pt layup at rim,,51,43
201,3,10:27.0,,M. Morris makes 2-pt jump shot from 10 ft,51,45
202,3,10:05.0,Turnover by D. DeRozan (bad pass; steal by A. Drummond),,51,45
203,3,9:54.0,,Turnover by S. Johnson (lost ball),51,45
204,3,9:37.0,Shooting foul by S. Johnson (drawn by N. Powell),,51,45
205,3,9:37.0,N. Powell misses free throw 1 of 2,,51,45
206,3,9:37.0,Offensive rebound by Team,,51,45
207,3,9:37.0,N. Powell makes free throw 2 of 2,,52,45
208,3,9:30.0,,Personal foul by D. DeRozan (drawn by M. Morris),52,45
209,3,9:21.0,,Personal foul by N. Powell (drawn by S. Johnson),52,45
210,3,9:15.0,,Offensive foul by R. Jackson (drawn by D. DeRozan),52,45
211,3,9:15.0,,Turnover by R. Jackson (offensive foul),52,45
212,3,9:08.0,Personal foul by M. Morris (drawn by K. Lowry),,52,45
213,3,8:51.0,N. Powell misses 3-pt jump shot from 26 ft,,52,45
214,3,8:51.0,,Defensive rebound by M. Morris,52,45
215,3,8:43.0,,Turnover by M. Morris (bad pass; steal by J. Valančiūnas),52,45
216,3,8:34.0,Shooting foul by R. Jackson (drawn by K. Lowry),,52,45
217,3,8:34.0,K. Lowry makes free throw 1 of 2,,53,45
218,3,8:34.0,K. Lowry makes free throw 2 of 2,,54,45
219,3,8:21.0,,Turnover by R. Jackson (bad pass; steal by D. DeRozan),54,45
220,3,8:17.0,K. Lowry makes 2-pt layup from 1 ft (assist by D. DeRozan),,56,45
221,3,8:17.0,,Detroit full timeout,56,45
222,3,8:17.0,,Technical foul by R. Jackson,56,45
223,3,8:17.0,D. DeRozan misses technical free throw,,56,45
224,3,8:17.0,,Offensive rebound by Team,56,45
225,3,7:59.0,,Shooting foul by D. DeRozan (drawn by A. Drummond),56,45
226,3,7:59.0,,A. Drummond misses free throw 1 of 2,56,45
227,3,7:59.0,,Offensive rebound by Team,56,45
228,3,7:59.0,,A. Drummond misses free throw 2 of 2,56,45
229,3,7:57.0,Defensive rebound by D. DeRozan,,56,45
230,3,7:43.0,D. DeRozan makes 2-pt jump shot from 16 ft (assist by J. Valančiūnas),,58,45
231,3,7:28.0,,A. Drummond makes 2-pt dunk at rim (assist by M. Morris),58,47
232,3,7:04.0,J. Valančiūnas makes 2-pt jump shot from 15 ft (assist by L. Scola),,60,47
233,3,6:52.0,,R. Jackson misses 2-pt jump shot from 8 ft,60,47
234,3,6:51.0,,Offensive rebound by A. Drummond,60,47
235,3,6:50.0,,A. Drummond misses 2-pt layup from 1 ft,60,47
236,3,6:49.0,,Offensive rebound by A. Drummond,60,47
237,3,6:49.0,,Shooting foul by L. Scola (drawn by A. Drummond),60,47
238,3,6:49.0,,A. Drummond misses free throw 1 of 2,60,47
239,3,6:49.0,,Offensive rebound by Team,60,47
240,3,6:49.0,T. Ross enters the game for N. Powell,,60,47
241,3,6:49.0,,A. Drummond misses free throw 2 of 2,60,47
242,3,6:48.0,Defensive rebound by J. Valančiūnas,,60,47
243,3,6:22.0,K. Lowry misses 2-pt jump shot from 17 ft,,60,47
244,3,6:21.0,,Defensive rebound by E. İlyasova,60,47
245,3,6:10.0,,R. Jackson makes 2-pt layup at rim,60,49
246,3,6:09.0,T. Ross misses 3-pt jump shot from 25 ft,,60,49
247,3,6:08.0,,Defensive rebound by E. İlyasova,60,49
248,3,5:58.0,,E. İlyasova misses 3-pt jump shot from 26 ft (block by L. Scola),60,49
249,3,5:56.0,Defensive rebound by K. Lowry,,60,49
250,3,5:53.0,T. Ross makes 2-pt layup from 1 ft (assist by K. Lowry),,62,49
251,3,5:39.0,,Personal take foul by J. Valančiūnas (drawn by A. Drummond),62,49
252,3,5:39.0,,A. Drummond makes free throw 1 of 2,62,50
253,3,5:39.0,B. Biyombo enters the game for J. Valančiūnas,,62,50
254,3,5:39.0,,A. Drummond makes free throw 2 of 2,62,51
255,3,5:18.0,Offensive foul by B. Biyombo (drawn by R. Jackson),,62,51
256,3,5:18.0,Turnover by B. Biyombo (offensive foul),,62,51
257,3,5:00.0,,A. Drummond makes 2-pt dunk at rim (assist by M. Morris),62,53
258,3,4:39.0,T. Ross misses 2-pt jump shot from 13 ft,,62,53
259,3,4:38.0,,Defensive rebound by R. Jackson,62,53
260,3,4:24.0,,E. İlyasova makes 2-pt jump shot from 5 ft (assist by R. Jackson),62,55
261,3,4:23.0,Toronto full timeout,,62,55
262,3,4:23.0,P. Patterson enters the game for L. Scola,,62,55
263,3,4:23.0,,D. Hilliard enters the game for S. Johnson,62,55
264,3,4:09.0,Turnover by D. DeRozan (lost ball; steal by M. Morris),,62,55
265,3,4:00.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by M. Morris),62,58
266,3,3:38.0,K. Lowry makes 2-pt jump shot from 18 ft,,64,58
267,3,3:26.0,,E. İlyasova misses 3-pt jump shot from 26 ft,64,58
268,3,3:26.0,Defensive rebound by B. Biyombo,,64,58
269,3,3:10.0,D. DeRozan makes 2-pt jump shot from 17 ft,,66,58
270,3,2:42.0,,A. Drummond misses 2-pt hook shot from 6 ft,66,58
271,3,2:41.0,,Offensive rebound by M. Morris,66,58
272,3,2:41.0,,Shooting foul by P. Patterson (drawn by M. Morris),66,58
273,3,2:41.0,,M. Morris misses free throw 1 of 2,66,58
274,3,2:41.0,,Offensive rebound by Team,66,58
275,3,2:41.0,C. Joseph enters the game for K. Lowry,,66,58
276,3,2:41.0,,B. Jennings enters the game for R. Jackson,66,58
277,3,2:41.0,,M. Morris misses free throw 2 of 2,66,58
278,3,2:40.0,Defensive rebound by B. Biyombo,,66,58
279,3,2:21.0,C. Joseph makes 2-pt layup at rim,,68,58
280,3,1:57.0,,A. Drummond misses 2-pt hook shot from 5 ft,68,58
281,3,1:55.0,,Offensive rebound by E. İlyasova,68,58
282,3,1:51.0,,E. İlyasova makes 2-pt layup at rim,68,60
283,3,1:42.0,C. Joseph misses 2-pt jump shot from 16 ft,,68,60
284,3,1:42.0,,Defensive rebound by A. Drummond,68,60
285,3,1:19.0,,D. Hilliard misses 3-pt jump shot from 26 ft,68,60
286,3,1:19.0,Defensive rebound by B. Biyombo,,68,60
287,3,1:07.0,D. DeRozan misses 2-pt jump shot from 8 ft,,68,60
288,3,1:04.0,,Defensive rebound by E. İlyasova,68,60
289,3,0:54.0,,Turnover by A. Drummond (lost ball; steal by T. Ross),68,60
290,3,0:34.0,C. Joseph makes 2-pt jump shot from 20 ft,,70,60
291,3,0:17.0,,E. İlyasova misses 2-pt jump shot from 7 ft,70,60
292,3,0:17.0,,Offensive rebound by Team,70,60
293,3,0:16.0,,D. Hilliard makes 2-pt dunk at rim (assist by M. Morris),70,62
294,3,0:03.0,Turnover by P. Patterson (lost ball; steal by D. Hilliard),,70,62
295,3,0:01.0,,A. Drummond makes 3-pt jump shot from 71 ft,70,65
296,4,11:32.0,K. Lowry makes 2-pt layup at rim,,72,65
297,4,11:32.0,Shooting foul by D. Hilliard (drawn by K. Lowry),,72,65
298,4,11:32.0,K. Lowry makes free throw 1 of 1,,73,65
299,4,11:21.0,,Personal foul by T. Ross (drawn by S. Johnson),73,65
300,4,11:08.0,,D. Hilliard misses 2-pt layup at rim,73,65
301,4,11:07.0,,Offensive rebound by A. Baynes,73,65
302,4,11:04.0,,A. Baynes misses 2-pt layup at rim,73,65
303,4,11:02.0,Defensive rebound by K. Lowry,,73,65
304,4,11:00.0,C. Joseph makes 2-pt layup at rim,,75,65
305,4,10:41.0,,D. Hilliard makes 2-pt layup at rim (assist by A. Baynes),75,67
306,4,10:24.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by T. Ross),,78,67
307,4,10:12.0,,A. Tolliver misses 3-pt jump shot from 26 ft,78,67
308,4,10:11.0,Defensive rebound by C. Joseph,,78,67
309,4,9:53.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by C. Joseph),,81,67
310,4,9:53.0,,Detroit full timeout,81,67
311,4,9:38.0,,S. Johnson misses 2-pt jump shot from 5 ft,81,67
312,4,9:37.0,,Offensive rebound by A. Baynes,81,67
313,4,9:32.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by A. Baynes),81,70
314,4,9:18.0,Turnover by P. Patterson (dbl dribble),,81,70
315,4,9:04.0,,A. Baynes makes 2-pt layup at rim (assist by S. Johnson),81,72
316,4,8:47.0,T. Ross misses 2-pt jump shot from 15 ft,,81,72
317,4,8:46.0,,Defensive rebound by S. Johnson,81,72
318,4,8:40.0,,Turnover by A. Baynes (traveling),81,72
319,4,8:25.0,K. Lowry makes 2-pt hook shot from 7 ft,,83,72
320,4,8:16.0,,Personal foul by T. Ross (drawn by S. Johnson),83,72
321,4,8:03.0,,S. Johnson misses 2-pt layup at rim,83,72
322,4,8:03.0,,Offensive rebound by A. Baynes,83,72
323,4,8:00.0,,A. Baynes makes 2-pt dunk at rim,83,74
324,4,7:41.0,K. Lowry makes 2-pt jump shot from 17 ft,,85,74
325,4,7:20.0,,A. Tolliver makes 2-pt layup at rim (assist by S. Johnson),85,76
326,4,7:00.0,T. Ross misses 2-pt jump shot from 14 ft,,85,76
327,4,6:59.0,,Defensive rebound by A. Tolliver,85,76
328,4,6:54.0,Offensive charge foul by A. Baynes (drawn by K. Lowry),,85,76
329,4,6:54.0,,Turnover by A. Baynes (offensive foul),85,76
330,4,6:42.0,C. Joseph makes 2-pt jump shot from 7 ft,,87,76
331,4,6:24.0,,A. Tolliver misses 3-pt jump shot from 26 ft,87,76
332,4,6:23.0,,Offensive rebound by A. Baynes,87,76
333,4,6:16.0,,D. Hilliard misses 2-pt jump shot from 14 ft,87,76
334,4,6:16.0,Defensive rebound by T. Ross,,87,76
335,4,5:54.0,T. Ross makes 3-pt jump shot from 23 ft (assist by K. Lowry),,90,76
336,4,5:29.0,Official timeout,,90,76
337,4,5:29.0,,A. Drummond enters the game for D. Hilliard,90,76
338,4,5:29.0,,R. Jackson enters the game for A. Tolliver,90,76
339,4,5:29.0,,M. Morris enters the game for A. Baynes,90,76
340,4,5:29.0,,E. İlyasova enters the game for B. Jennings,90,76
341,4,5:29.0,D. DeRozan enters the game for T. Ross,,90,76
342,4,5:23.0,,R. Jackson makes 2-pt layup at rim (assist by M. Morris),90,78
343,4,5:06.0,J. Valančiūnas enters the game for B. Biyombo,,90,78
344,4,4:58.0,D. DeRozan misses 2-pt jump shot from 15 ft,,90,78
345,4,4:57.0,,Defensive rebound by M. Morris,90,78
346,4,4:53.0,,Turnover by M. Morris (lost ball; steal by P. Patterson),90,78
347,4,4:43.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by C. Joseph),,93,78
348,4,4:31.0,,Turnover by R. Jackson (lost ball; steal by J. Valančiūnas),93,78
349,4,4:25.0,C. Joseph makes 2-pt layup from 1 ft (assist by J. Valančiūnas),,95,78
350,4,4:11.0,,R. Jackson misses 2-pt jump shot from 8 ft,95,78
351,4,4:10.0,,Offensive rebound by A. Drummond,95,78
352,4,4:09.0,,A. Drummond misses 2-pt layup from 1 ft,95,78
353,4,4:08.0,Defensive rebound by D. DeRozan,,95,78
354,4,4:01.0,D. DeRozan makes 2-pt jump shot from 7 ft,,97,78
355,4,4:01.0,Shooting foul by R. Jackson (drawn by D. DeRozan),,97,78
356,4,4:01.0,D. DeRozan makes free throw 1 of 1,,98,78
357,4,3:44.0,,S. Johnson misses 3-pt jump shot from 26 ft,98,78
358,4,3:43.0,Defensive rebound by D. DeRozan,,98,78
359,4,3:26.0,Shooting foul by R. Jackson (drawn by J. Valančiūnas),,98,78
360,4,3:26.0,J. Valančiūnas misses free throw 1 of 2,,98,78
361,4,3:26.0,Offensive rebound by Team,,98,78
362,4,3:26.0,J. Valančiūnas makes free throw 2 of 2,,99,78
363,4,3:13.0,,E. İlyasova makes 2-pt jump shot from 20 ft (assist by R. Jackson),99,80
364,4,2:44.0,J. Valančiūnas misses 2-pt jump shot from 21 ft,,99,80
365,4,2:43.0,,Defensive rebound by E. İlyasova,99,80
366,4,2:40.0,,Personal foul by J. Valančiūnas (drawn by A. Drummond),99,80
367,4,2:40.0,Toronto full timeout,,99,80
368,4,2:40.0,N. Powell enters the game for K. Lowry,,99,80
369,4,2:30.0,,M. Morris misses 3-pt jump shot from 26 ft,99,80
370,4,2:29.0,Defensive rebound by J. Valančiūnas,,99,80
371,4,2:16.0,D. DeRozan makes 2-pt layup at rim,,101,80
372,4,2:00.0,,R. Jackson makes 2-pt jump shot from 18 ft,101,82
373,4,1:45.0,Shooting foul by A. Drummond (drawn by D. DeRozan),,101,82
374,4,1:45.0,D. DeRozan makes free throw 1 of 2,,102,82
375,4,1:45.0,L. Nogueira enters the game for J. Valančiūnas,,102,82
376,4,1:45.0,D. Wright enters the game for P. Patterson,,102,82
377,4,1:45.0,A. Bennett enters the game for C. Joseph,,102,82
378,4,1:45.0,,D. Hilliard enters the game for M. Morris,102,82
379,4,1:45.0,,B. Jennings enters the game for E. İlyasova,102,82
380,4,1:45.0,,A. Baynes enters the game for A. Drummond,102,82
381,4,1:45.0,,A. Tolliver enters the game for R. Jackson,102,82
