,QUARTER,TIME_REMAINING,INDIANA_ACTION,ATLANTA_ACTION,INDIANA_SCORE,ATLANTA_SCORE
29,1,6:58.0,,P. Millsap makes 2-pt layup from 1 ft (assist by K. Bazemore),9,14
30,1,6:58.0,Indiana full timeout,,9,14
31,1,6:58.0,,M. Muscala enters the game for A. Horford,9,14
32,1,6:58.0,,T. Sefolosha enters the game for K. Bazemore,9,14
33,1,6:47.0,Personal foul by K. Korver (drawn by G. Hill),,9,14
34,1,6:37.0,J. Hill makes 2-pt dunk at rim (assist by G. Hill),,11,14
35,1,6:16.0,,J. Teague makes 2-pt jump shot from 19 ft,11,16
36,1,5:50.0,M. Ellis misses 3-pt jump shot from 25 ft,,11,16
37,1,5:49.0,,Defensive rebound by T. Sefolosha,11,16
38,1,5:39.0,,K. Korver misses 3-pt jump shot from 24 ft,11,16
39,1,5:37.0,,Offensive rebound by Team,11,16
40,1,5:30.0,,J. Teague misses 3-pt jump shot from 24 ft,11,16
41,1,5:28.0,,Offensive rebound by P. Millsap,11,16
42,1,5:27.0,,Personal foul by P. George (drawn by P. Millsap),11,16
43,1,5:21.0,,Turnover by K. Korver (bad pass),11,16
44,1,5:02.0,M. Turner makes 2-pt jump shot from 19 ft (assist by J. Hill),,13,16
45,1,4:49.0,,Turnover by J. Teague (traveling),13,16
46,1,4:37.0,,Violation by J. Teague (kicked ball),13,16
47,1,4:37.0,L. Allen enters the game for J. Hill,,13,16
48,1,4:23.0,Turnover by Team (shot clock),,13,16
49,1,4:23.0,,D. Schröder enters the game for J. Teague,13,16
50,1,4:05.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by D. Schröder),13,19
51,1,3:55.0,M. Turner makes 2-pt hook shot from 9 ft (assist by P. George),,15,19
52,1,3:42.0,,Turnover by D. Schröder (lost ball),15,19
53,1,3:42.0,,T. Hardaway enters the game for K. Korver,15,19
54,1,3:25.0,L. Allen makes 2-pt hook shot from 6 ft,,17,19
55,1,3:13.0,J. Young enters the game for G. Hill,,17,19
56,1,3:07.0,,M. Muscala makes 2-pt layup from 1 ft (assist by D. Schröder),17,21
57,1,2:51.0,M. Ellis makes 3-pt jump shot from 25 ft (assist by P. George),,20,21
58,1,2:31.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by D. Schröder),20,24
59,1,2:09.0,Turnover by P. George (lost ball; steal by P. Millsap),,20,24
60,1,2:05.0,,T. Sefolosha misses 2-pt layup from 1 ft (block by M. Turner),20,24
61,1,2:05.0,,Offensive rebound by Team,20,24
62,1,2:05.0,S. Hill enters the game for M. Turner,,20,24
63,1,2:05.0,,M. Scott enters the game for P. Millsap,20,24
64,1,1:54.0,,D. Schröder misses 2-pt jump shot from 4 ft,20,24
65,1,1:52.0,Defensive rebound by L. Allen,,20,24
66,1,1:29.0,P. George makes 2-pt jump shot from 20 ft (assist by J. Young),,22,24
67,1,1:10.0,,T. Hardaway misses 2-pt jump shot from 13 ft,22,24
68,1,1:09.0,Defensive rebound by P. George,,22,24
69,1,1:04.0,P. George makes 3-pt jump shot from 24 ft,,25,24
70,1,0:50.0,,M. Muscala makes 2-pt layup from 1 ft (assist by M. Scott),25,26
71,1,0:39.0,S. Hill misses 2-pt jump shot from 17 ft,,25,26
72,1,0:37.0,Offensive rebound by L. Allen,,25,26
73,1,0:37.0,L. Allen makes 2-pt layup at rim,,27,26
74,1,0:18.0,,D. Schröder misses 2-pt layup at rim (block by L. Allen),27,26
75,1,0:18.0,,Offensive rebound by Team,27,26
76,1,0:18.0,,A. Horford enters the game for M. Muscala,27,26
77,1,0:18.0,C. Miles enters the game for M. Ellis,,27,26
78,1,0:16.0,,M. Scott misses 2-pt jump shot from 20 ft,27,26
79,1,0:15.0,Defensive rebound by J. Young,,27,26
80,1,0:01.0,P. George makes 2-pt jump shot from 19 ft (assist by J. Young),,29,26
81,2,11:54.0,C. Miles makes 2-pt layup at rim,,31,26
82,2,11:33.0,,A. Horford makes 2-pt hook shot from 6 ft (assist by K. Bazemore),31,28
83,2,11:15.0,L. Allen misses 2-pt jump shot from 21 ft,,31,28
84,2,11:14.0,,Defensive rebound by Team,31,28
85,2,11:14.0,Loose ball foul by S. Hill (drawn by D. Schröder),,31,28
86,2,10:55.0,,A. Horford misses 2-pt layup at rim,31,28
87,2,10:55.0,,Offensive rebound by Team,31,28
88,2,10:51.0,,D. Schröder misses 2-pt jump shot from 16 ft,31,28
89,2,10:50.0,Defensive rebound by L. Allen,,31,28
90,2,10:43.0,C. Miles misses 3-pt jump shot from 24 ft,,31,28
91,2,10:41.0,,Defensive rebound by M. Scott,31,28
92,2,10:34.0,,D. Schröder misses 2-pt layup from 1 ft,31,28
93,2,10:32.0,Defensive rebound by C. Miles,,31,28
94,2,10:25.0,Turnover by L. Allen (bad pass; steal by A. Horford),,31,28
95,2,10:22.0,,Turnover by A. Horford (lost ball; steal by S. Hill),31,28
96,2,10:19.0,Shooting foul by K. Bazemore (drawn by S. Hill),,31,28
97,2,10:19.0,S. Hill makes free throw 1 of 2,,32,28
98,2,10:19.0,S. Hill makes free throw 2 of 2,,33,28
99,2,10:06.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by M. Scott),33,31
100,2,9:53.0,G. Robinson misses 2-pt jump shot from 7 ft,,33,31
101,2,9:51.0,,Defensive rebound by A. Horford,33,31
102,2,9:45.0,,M. Scott makes 2-pt layup from 2 ft (assist by A. Horford),33,33
103,2,9:21.0,C. Miles makes 3-pt jump shot from 25 ft,,36,33
104,2,9:05.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by A. Horford),36,36
105,2,8:46.0,Turnover by C. Miles (bad pass; steal by D. Schröder),,36,36
106,2,8:41.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Schröder),36,38
107,2,8:41.0,Indiana full timeout,,36,38
108,2,8:41.0,,K. Korver enters the game for T. Hardaway,36,38
109,2,8:32.0,Personal foul by M. Scott,,36,38
110,2,8:28.0,Turnover by L. Allen (bad pass),,36,38
111,2,8:21.0,,K. Korver misses 3-pt jump shot from 24 ft,36,38
112,2,8:19.0,Defensive rebound by L. Allen,,36,38
113,2,8:08.0,J. Young misses 2-pt jump shot from 20 ft,,36,38
114,2,8:06.0,Offensive rebound by G. Robinson,,36,38
115,2,8:02.0,J. Young misses 3-pt jump shot from 24 ft,,36,38
116,2,8:01.0,,Defensive rebound by A. Horford,36,38
117,2,7:50.0,,M. Scott makes 2-pt jump shot from 5 ft (assist by K. Bazemore),36,40
118,2,7:30.0,Turnover by C. Miles (lost ball),,36,40
119,2,7:30.0,,J. Teague enters the game for D. Schröder,36,40
120,2,7:30.0,G. Hill enters the game for J. Young,,36,40
121,2,7:21.0,,K. Korver misses 2-pt jump shot from 19 ft,36,40
122,2,7:19.0,Defensive rebound by L. Allen,,36,40
123,2,6:56.0,S. Hill misses 3-pt jump shot from 24 ft,,36,40
124,2,6:55.0,Offensive rebound by L. Allen,,36,40
125,2,6:44.0,S. Hill makes 2-pt jump shot from 5 ft (assist by G. Hill),,38,40
126,2,6:38.0,,Turnover by K. Bazemore (offensive foul),38,40
127,2,6:38.0,Offensive charge foul by K. Bazemore (drawn by G. Hill),,38,40
128,2,6:38.0,J. Hill enters the game for L. Allen,,38,40
129,2,6:26.0,C. Miles misses 3-pt jump shot from 24 ft,,38,40
130,2,6:24.0,,Defensive rebound by K. Korver,38,40
131,2,6:11.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by J. Teague),38,43
132,2,5:49.0,Turnover by S. Hill (bad pass; steal by M. Scott),,38,43
133,2,5:44.0,,Turnover by M. Scott (bad pass),38,43
134,2,5:44.0,Official timeout,,38,43
135,2,5:44.0,,P. Millsap enters the game for M. Scott,38,43
136,2,5:44.0,M. Turner enters the game for S. Hill,,38,43
137,2,5:29.0,Personal foul by P. Millsap (drawn by M. Turner),,38,43
138,2,5:15.0,G. Robinson makes 2-pt jump shot from 20 ft (assist by G. Hill),,40,43
139,2,5:01.0,,Shooting foul by M. Turner (drawn by A. Horford),40,43
140,2,5:01.0,,A. Horford makes free throw 1 of 2,40,44
141,2,5:01.0,,T. Sefolosha enters the game for K. Bazemore,40,44
142,2,5:01.0,,A. Horford makes free throw 2 of 2,40,45
143,2,4:37.0,Turnover by J. Hill (lost ball; steal by K. Korver),,40,45
144,2,4:30.0,,T. Sefolosha misses 2-pt layup from 1 ft (block by C. Miles),40,45
145,2,4:28.0,Defensive rebound by M. Turner,,40,45
146,2,4:19.0,C. Miles makes 2-pt layup from 1 ft,,42,45
147,2,4:12.0,,Shooting foul by M. Turner (drawn by J. Teague),42,45
148,2,4:12.0,,J. Teague makes free throw 1 of 2,42,46
149,2,4:12.0,P. George enters the game for M. Turner,,42,46
150,2,4:12.0,M. Ellis enters the game for C. Miles,,42,46
151,2,4:12.0,L. Allen enters the game for G. Robinson,,42,46
152,2,4:12.0,,J. Teague misses free throw 2 of 2,42,46
153,2,4:11.0,Defensive rebound by L. Allen,,42,46
154,2,3:59.0,G. Hill misses 2-pt jump shot from 21 ft,,42,46
155,2,3:56.0,,Defensive rebound by T. Sefolosha,42,46
156,2,3:46.0,,A. Horford misses 3-pt jump shot from 22 ft,42,46
157,2,3:45.0,Defensive rebound by M. Ellis,,42,46
158,2,3:31.0,J. Hill misses 2-pt hook shot from 5 ft,,42,46
159,2,3:30.0,Offensive rebound by L. Allen,,42,46
160,2,3:29.0,L. Allen makes 2-pt layup at rim,,44,46
161,2,3:12.0,,P. Millsap makes 2-pt jump shot from 12 ft,44,48
162,2,2:46.0,G. Hill makes 3-pt jump shot from 24 ft (assist by J. Hill),,47,48
163,2,2:44.0,,Atlanta full timeout,47,48
164,2,2:44.0,,M. Muscala enters the game for A. Horford,47,48
165,2,2:24.0,,K. Korver misses 3-pt jump shot from 24 ft,47,48
166,2,2:23.0,,Offensive rebound by J. Teague,47,48
167,2,2:09.0,,P. Millsap misses 3-pt jump shot from 25 ft,47,48
168,2,2:08.0,Defensive rebound by G. Hill,,47,48
169,2,1:56.0,G. Hill misses 3-pt jump shot from 23 ft,,47,48
170,2,1:54.0,,Defensive rebound by K. Korver,47,48
171,2,1:46.0,,Shooting foul by J. Hill (drawn by J. Teague),47,48
172,2,1:46.0,,J. Teague makes free throw 1 of 2,47,49
173,2,1:46.0,,K. Bazemore enters the game for K. Korver,47,49
174,2,1:46.0,,J. Teague makes free throw 2 of 2,47,50
175,2,1:26.0,M. Ellis misses 2-pt jump shot from 18 ft (block by P. Millsap),,47,50
176,2,1:24.0,,Defensive rebound by J. Teague,47,50
177,2,1:21.0,,Turnover by P. Millsap (bad pass; steal by M. Ellis),47,50
178,2,1:18.0,P. George makes 2-pt dunk at rim (assist by G. Hill),,49,50
179,2,0:51.0,,Turnover by P. Millsap (bad pass; steal by M. Ellis),49,50
180,2,0:47.0,M. Ellis misses 2-pt layup from 1 ft,,49,50
181,2,0:45.0,,Defensive rebound by M. Muscala,49,50
182,2,0:33.0,,K. Bazemore misses 2-pt jump shot from 4 ft,49,50
183,2,0:31.0,Defensive rebound by J. Hill,,49,50
184,2,0:11.0,L. Allen makes 2-pt layup from 1 ft (assist by P. George),,51,50
185,2,0:05.0,,Atlanta full timeout,51,50
186,2,0:05.0,,K. Korver enters the game for M. Muscala,51,50
187,2,0:05.0,,A. Horford enters the game for T. Sefolosha,51,50
188,2,0:01.0,Offensive charge foul by J. Teague (drawn by P. George),,51,50
189,2,0:01.0,,Turnover by J. Teague (offensive foul),51,50
190,3,11:46.0,M. Turner misses 2-pt jump shot from 17 ft,,51,50
191,3,11:45.0,,Defensive rebound by J. Teague,51,50
192,3,11:39.0,,A. Horford makes 2-pt jump shot from 16 ft (assist by J. Teague),51,52
193,3,11:21.0,Turnover by M. Ellis (bad pass),,51,52
194,3,11:16.0,,K. Bazemore misses 3-pt jump shot from 25 ft,51,52
195,3,11:14.0,Defensive rebound by P. George,,51,52
196,3,11:02.0,J. Hill misses 2-pt jump shot from 19 ft,,51,52
197,3,11:01.0,,Defensive rebound by K. Korver,51,52
198,3,10:40.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by K. Bazemore),51,54
199,3,10:21.0,M. Turner misses 2-pt jump shot from 20 ft,,51,54
200,3,10:19.0,Offensive rebound by M. Turner,,51,54
201,3,10:15.0,P. George misses 3-pt jump shot from 24 ft,,51,54
202,3,10:12.0,Offensive rebound by J. Hill,,51,54
203,3,10:07.0,M. Ellis makes 2-pt layup at rim (assist by G. Hill),,53,54
204,3,9:47.0,,A. Horford misses 2-pt jump shot from 18 ft,53,54
205,3,9:46.0,Defensive rebound by G. Hill,,53,54
206,3,9:28.0,J. Hill misses 2-pt jump shot from 3 ft (block by P. Millsap),,53,54
207,3,9:26.0,,Defensive rebound by A. Horford,53,54
208,3,9:19.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by A. Horford),53,57
209,3,9:05.0,Personal foul by K. Bazemore (drawn by P. George),,53,57
210,3,8:59.0,Turnover by M. Ellis (bad pass; steal by K. Bazemore),,53,57
211,3,8:50.0,,K. Bazemore makes 2-pt dunk at rim,53,59
212,3,8:39.0,M. Turner misses 2-pt jump shot from 18 ft,,53,59
213,3,8:34.0,Offensive rebound by J. Hill,,53,59
214,3,8:30.0,,Violation by P. Millsap (def goaltending),53,59
215,3,8:30.0,M. Turner makes 2-pt layup at rim (assist by P. George),,55,59
216,3,8:17.0,,K. Korver misses 3-pt jump shot from 25 ft,55,59
217,3,8:16.0,Defensive rebound by J. Hill,,55,59
218,3,8:09.0,Personal foul by K. Korver (drawn by M. Turner),,55,59
219,3,8:04.0,P. George makes 3-pt jump shot from 24 ft (assist by G. Hill),,58,59
220,3,7:49.0,,A. Horford misses 2-pt jump shot from 19 ft,58,59
221,3,7:48.0,Defensive rebound by P. George,,58,59
222,3,7:40.0,P. George misses 2-pt jump shot from 16 ft,,58,59
223,3,7:38.0,,Defensive rebound by J. Teague,58,59
224,3,7:33.0,,J. Teague misses 2-pt jump shot from 10 ft (block by M. Ellis),58,59
225,3,7:33.0,Defensive rebound by Team,,58,59
226,3,7:33.0,,T. Sefolosha enters the game for K. Bazemore,58,59
227,3,7:16.0,G. Hill misses 2-pt jump shot from 17 ft,,58,59
228,3,7:13.0,,Defensive rebound by T. Sefolosha,58,59
229,3,7:02.0,,P. Millsap misses 2-pt jump shot from 6 ft,58,59
230,3,7:00.0,Defensive rebound by J. Hill,,58,59
231,3,6:55.0,G. Hill makes 2-pt layup from 1 ft,,60,59
232,3,6:37.0,,Turnover by J. Teague (bad pass; steal by M. Turner),60,59
233,3,6:33.0,Personal foul by K. Korver (drawn by P. George),,60,59
234,3,6:33.0,P. George makes free throw 1 of 2,,61,59
235,3,6:33.0,P. George makes free throw 2 of 2,,62,59
236,3,6:20.0,,Turnover by K. Korver (bad pass),62,59
237,3,6:08.0,M. Ellis misses 2-pt hook shot from 5 ft,,62,59
238,3,6:06.0,Offensive rebound by M. Turner,,62,59
239,3,5:49.0,M. Ellis misses 3-pt jump shot from 24 ft,,62,59
240,3,5:47.0,,Defensive rebound by K. Korver,62,59
241,3,5:38.0,,P. Millsap makes 2-pt jump shot from 5 ft,62,61
242,3,5:38.0,,Shooting foul by M. Turner (drawn by P. Millsap),62,61
243,3,5:38.0,,Atlanta full timeout,62,61
244,3,5:38.0,,M. Muscala enters the game for A. Horford,62,61
245,3,5:38.0,,D. Schröder enters the game for K. Korver,62,61
246,3,5:38.0,L. Allen enters the game for M. Turner,,62,61
247,3,5:38.0,,P. Millsap misses free throw 1 of 1,62,61
248,3,5:37.0,Defensive rebound by P. George,,62,61
249,3,5:13.0,G. Hill misses 2-pt jump shot from 14 ft,,62,61
250,3,5:10.0,,Defensive rebound by D. Schröder,62,61
251,3,5:06.0,,J. Teague misses 2-pt layup from 2 ft,62,61
252,3,5:05.0,Defensive rebound by J. Hill,,62,61
253,3,4:50.0,P. George misses 2-pt jump shot from 19 ft,,62,61
254,3,4:49.0,Offensive rebound by Team,,62,61
255,3,4:49.0,,K. Bazemore enters the game for J. Teague,62,61
256,3,4:48.0,Turnover by J. Hill (lost ball),,62,61
257,3,4:35.0,,Shooting foul by L. Allen (drawn by P. Millsap),62,61
258,3,4:35.0,,P. Millsap misses free throw 1 of 2,62,61
259,3,4:35.0,,Offensive rebound by Team,62,61
260,3,4:35.0,,P. Millsap misses free throw 2 of 2,62,61
261,3,4:34.0,Defensive rebound by P. George,,62,61
262,3,4:21.0,P. George makes 3-pt jump shot from 24 ft (assist by G. Hill),,65,61
263,3,4:06.0,,Shooting foul by L. Allen (drawn by P. Millsap),65,61
264,3,4:06.0,,P. Millsap makes free throw 1 of 2,65,62
265,3,4:06.0,,P. Millsap misses free throw 2 of 2,65,62
266,3,4:04.0,Defensive rebound by L. Allen,,65,62
267,3,3:47.0,M. Ellis makes 3-pt jump shot from 22 ft (assist by L. Allen),,68,62
268,3,3:35.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by D. Schröder),68,65
269,3,3:18.0,P. George misses 2-pt jump shot from 17 ft,,68,65
270,3,3:17.0,Offensive rebound by Team,,68,65
271,3,3:17.0,Indiana full timeout,,68,65
272,3,3:17.0,C. Miles enters the game for G. Hill,,68,65
273,3,3:11.0,Offensive foul by J. Hill (drawn by T. Sefolosha),,68,65
274,3,3:11.0,Turnover by J. Hill (offensive foul),,68,65
275,3,2:53.0,,K. Bazemore misses 3-pt jump shot from 23 ft,68,65
276,3,2:52.0,Defensive rebound by M. Ellis,,68,65
277,3,2:32.0,L. Allen makes 2-pt dunk at rim (assist by M. Ellis),,70,65
278,3,2:32.0,Shooting foul by M. Muscala (drawn by L. Allen),,70,65
279,3,2:32.0,,A. Horford enters the game for P. Millsap,70,65
280,3,2:32.0,,M. Scott enters the game for M. Muscala,70,65
281,3,2:32.0,S. Hill enters the game for J. Hill,,70,65
282,3,2:32.0,L. Allen makes free throw 1 of 1,,71,65
283,3,2:15.0,,Turnover by A. Horford (bad pass; steal by M. Ellis),71,65
284,3,2:08.0,P. George misses 3-pt jump shot from 26 ft,,71,65
285,3,2:07.0,,Defensive rebound by T. Sefolosha,71,65
286,3,1:57.0,,D. Schröder makes 2-pt jump shot from 18 ft (assist by K. Bazemore),71,67
287,3,1:38.0,M. Ellis misses 2-pt jump shot from 19 ft,,71,67
288,3,1:36.0,Offensive rebound by S. Hill,,71,67
289,3,1:34.0,Turnover by C. Miles (step out of bounds),,71,67
290,3,1:22.0,,D. Schröder makes 2-pt jump shot from 19 ft,71,69
291,3,1:03.0,C. Miles misses 3-pt jump shot from 24 ft,,71,69
292,3,1:02.0,Offensive rebound by S. Hill,,71,69
293,3,1:01.0,Shooting foul by D. Schröder (drawn by C. Miles),,71,69
294,3,1:01.0,C. Miles misses free throw 1 of 2,,71,69
295,3,1:01.0,Offensive rebound by Team,,71,69
296,3,1:01.0,,T. Hardaway enters the game for T. Sefolosha,71,69
297,3,1:01.0,G. Robinson enters the game for P. George,,71,69
298,3,1:01.0,C. Miles makes free throw 2 of 2,,72,69
299,3,0:49.0,,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),72,71
300,3,0:38.0,M. Ellis misses 2-pt layup from 1 ft,,72,71
301,3,0:35.0,,Defensive rebound by T. Hardaway,72,71
302,3,0:31.0,,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),72,73
303,3,0:06.0,S. Hill misses 2-pt jump shot from 10 ft,,72,73
304,3,0:06.0,Offensive rebound by Team,,72,73
305,3,0:02.0,C. Miles misses 2-pt jump shot from 17 ft,,72,73
306,3,0:01.0,,Defensive rebound by A. Horford,72,73
307,4,11:49.0,,K. Bazemore misses 2-pt jump shot from 11 ft,72,73
308,4,11:47.0,Defensive rebound by C. Miles,,72,73
309,4,11:28.0,G. Hill misses 2-pt jump shot from 20 ft,,72,73
310,4,11:25.0,,Defensive rebound by M. Scott,72,73
311,4,11:19.0,,Personal foul by S. Hill (drawn by A. Horford),72,73
312,4,11:12.0,,K. Bazemore misses 3-pt jump shot from 22 ft,72,73
313,4,11:11.0,Defensive rebound by G. Robinson,,72,73
314,4,10:56.0,S. Hill misses 2-pt layup from 1 ft (block by M. Scott),,72,73
315,4,10:53.0,,Defensive rebound by M. Scott,72,73
316,4,10:48.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by T. Hardaway),72,76
317,4,10:26.0,Personal foul by D. Schröder (drawn by G. Hill),,72,76
318,4,10:26.0,,T. Sefolosha enters the game for K. Bazemore,72,76
319,4,10:26.0,P. George enters the game for G. Robinson,,72,76
320,4,10:18.0,Personal foul by A. Horford (drawn by P. George),,72,76
321,4,10:08.0,P. George misses 3-pt jump shot from 24 ft,,72,76
322,4,10:08.0,,Defensive rebound by D. Schröder,72,76
323,4,10:01.0,,D. Schröder makes 2-pt jump shot from 17 ft,72,78
324,4,9:48.0,S. Hill misses 3-pt jump shot from 22 ft,,72,78
325,4,9:46.0,Offensive rebound by G. Hill,,72,78
326,4,9:38.0,C. Miles misses 3-pt jump shot from 25 ft,,72,78
327,4,9:38.0,,Defensive rebound by Team,72,78
328,4,9:38.0,Loose ball foul by P. George (drawn by D. Schröder),,72,78
329,4,9:22.0,,A. Horford misses 2-pt jump shot from 19 ft,72,78
330,4,9:19.0,Defensive rebound by C. Miles,,72,78
331,4,9:06.0,S. Hill misses 3-pt jump shot from 24 ft,,72,78
332,4,9:04.0,,Defensive rebound by A. Horford,72,78
333,4,8:39.0,,T. Hardaway misses 3-pt jump shot from 23 ft,72,78
334,4,8:38.0,,Offensive rebound by T. Sefolosha,72,78
335,4,8:21.0,,D. Schröder misses 3-pt jump shot from 24 ft,72,78
336,4,8:19.0,Defensive rebound by L. Allen,,72,78
337,4,8:10.0,C. Miles makes 2-pt layup from 1 ft,,74,78
338,4,8:09.0,,Atlanta full timeout,74,78
339,4,8:09.0,M. Turner enters the game for S. Hill,,74,78
340,4,8:09.0,,P. Millsap enters the game for A. Horford,74,78
341,4,7:53.0,Offensive charge foul by D. Schröder (drawn by M. Turner),,74,78
342,4,7:53.0,,Turnover by D. Schröder (offensive foul),74,78
343,4,7:53.0,,J. Teague enters the game for D. Schröder,74,78
344,4,7:35.0,M. Turner makes 2-pt layup at rim,,76,78
345,4,7:27.0,,K. Korver enters the game for T. Sefolosha,76,78
346,4,7:27.0,,K. Bazemore enters the game for T. Hardaway,76,78
347,4,7:15.0,,J. Teague misses 3-pt jump shot from 25 ft,76,78
348,4,7:13.0,Defensive rebound by M. Turner,,76,78
349,4,7:08.0,C. Miles misses 2-pt layup from 1 ft,,76,78
350,4,7:04.0,Offensive rebound by L. Allen,,76,78
351,4,7:03.0,Turnover by L. Allen (bad pass; steal by J. Teague),,76,78
352,4,7:02.0,,Turnover by J. Teague (bad pass),76,78
353,4,7:02.0,,A. Horford enters the game for M. Scott,76,78
354,4,6:44.0,C. Miles misses 2-pt jump shot from 17 ft,,76,78
355,4,6:42.0,,Defensive rebound by K. Korver,76,78
356,4,6:39.0,,J. Teague makes 2-pt layup from 2 ft,76,80
357,4,6:39.0,,Shooting foul by G. Hill (drawn by J. Teague),76,80
358,4,6:39.0,M. Ellis enters the game for G. Hill,,76,80
359,4,6:39.0,,J. Teague makes free throw 1 of 1,76,81
360,4,6:23.0,C. Miles makes 3-pt jump shot from 25 ft (assist by L. Allen),,79,81
361,4,6:02.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),79,84
362,4,6:02.0,L. Allen misses 2-pt layup from 2 ft (block by P. Millsap),,79,84
363,4,6:02.0,Offensive rebound by M. Turner,,79,84
364,4,5:41.0,M. Turner misses 2-pt layup from 2 ft,,79,84
365,4,5:39.0,Offensive rebound by L. Allen,,79,84
366,4,5:39.0,L. Allen misses 2-pt layup from 1 ft,,79,84
367,4,5:38.0,Offensive rebound by L. Allen,,79,84
368,4,5:36.0,L. Allen makes 2-pt hook shot from 3 ft,,81,84
369,4,5:25.0,,P. Millsap misses 3-pt jump shot from 24 ft,81,84
370,4,5:24.0,Defensive rebound by P. George,,81,84
371,4,5:15.0,L. Allen misses 2-pt layup at rim,,81,84
372,4,5:14.0,Offensive rebound by M. Turner,,81,84
373,4,5:14.0,M. Turner makes 2-pt layup from 2 ft,,83,84
374,4,4:59.0,,A. Horford misses 3-pt jump shot from 23 ft,83,84
375,4,4:58.0,Defensive rebound by C. Miles,,83,84
376,4,4:50.0,P. George makes 3-pt jump shot from 24 ft (assist by C. Miles),,86,84
377,4,4:49.0,,Atlanta full timeout,86,84
378,4,4:49.0,Official timeout,,86,84
379,4,4:49.0,G. Hill enters the game for L. Allen,,86,84
380,4,4:49.0,J. Hill enters the game for C. Miles,,86,84
381,4,4:24.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by K. Bazemore),86,86
382,4,4:10.0,M. Turner misses 2-pt jump shot from 18 ft,,86,86
383,4,4:08.0,,Defensive rebound by A. Horford,86,86
384,4,4:00.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by K. Bazemore),86,89
385,4,3:43.0,Shooting foul by K. Korver (drawn by J. Hill),,86,89
386,4,3:43.0,J. Hill misses free throw 1 of 2,,86,89
387,4,3:43.0,Offensive rebound by Team,,86,89
388,4,3:43.0,J. Hill makes free throw 2 of 2,,87,89
389,4,3:23.0,,K. Bazemore makes 2-pt layup at rim,87,91
390,4,3:23.0,Violation by M. Turner (def goaltending),,87,91
391,4,3:23.0,Indiana full timeout,,87,91
392,4,3:23.0,,T. Sefolosha enters the game for K. Korver,87,91
