,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,LA LAKERS_ACTION,CLEVELAND_SCORE,LA LAKERS_SCORE
399,4,1:07.0,M. Dellavedova makes 2-pt jump shot from 15 ft,,118,104
400,4,0:57.0,,J. Randle misses 2-pt jump shot from 20 ft,118,104
401,4,0:57.0,Defensive rebound by T. Thompson,,118,104
402,4,0:57.0,Cleveland full timeout,,118,104
403,4,0:57.0,S. Kaun enters the game for T. Thompson,,118,104
404,4,0:57.0,J. Jones enters the game for J. Smith,,118,104
405,4,0:38.0,J. Jones misses 3-pt jump shot from 25 ft,,118,104
406,4,0:37.0,,Defensive rebound by B. Bass,118,104
407,4,0:29.0,,B. Bass makes 2-pt jump shot from 9 ft (assist by D. Russell),118,106
408,4,0:08.0,J. McRae makes 2-pt jump shot from 18 ft,,120,106
409,4,0:02.0,,D. Russell makes 2-pt layup at rim,120,108
