,QUARTER,TIME_REMAINING,MIAMI_ACTION,DALLAS_ACTION,MIAMI_SCORE,DALLAS_SCORE
386,4,5:30.0,,Shooting foul by J. Winslow (drawn by D. Nowitzki),82,78
387,4,5:30.0,G. Dragić enters the game for B. Udrih,,82,78
388,4,5:30.0,,D. Nowitzki makes free throw 1 of 1,82,79
389,4,5:07.0,L. Deng misses 2-pt jump shot from 22 ft,,82,79
390,4,5:06.0,Offensive rebound by Team,,82,79
391,4,5:06.0,Turnover by Team (shot clock),,82,79
392,4,4:44.0,,R. Felton makes 2-pt jump shot from 7 ft,82,81
393,4,4:25.0,D. Wade makes 2-pt jump shot from 18 ft,,84,81
394,4,4:13.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,84,81
395,4,4:12.0,Defensive rebound by J. Winslow,,84,81
396,4,4:03.0,C. Bosh misses 3-pt jump shot from 24 ft,,84,81
397,4,4:02.0,,Defensive rebound by J. Barea,84,81
398,4,3:50.0,,Turnover by Z. Pachulia (lost ball),84,81
399,4,3:29.0,J. Winslow makes 2-pt layup from 1 ft (assist by D. Wade),,86,81
400,4,3:18.0,,R. Felton makes 2-pt jump shot from 15 ft,86,83
401,4,2:56.0,Shooting foul by W. Matthews (drawn by D. Wade),,86,83
402,4,2:56.0,Official timeout,,86,83
403,4,2:56.0,D. Wade makes free throw 1 of 2,,87,83
404,4,2:56.0,D. Wade misses free throw 2 of 2,,87,83
405,4,2:55.0,,Defensive rebound by Z. Pachulia,87,83
406,4,2:36.0,,R. Felton makes 2-pt jump shot from 7 ft,87,85
407,4,2:18.0,D. Wade misses 2-pt jump shot from 6 ft (block by D. Nowitzki),,87,85
408,4,2:18.0,Offensive rebound by Team,,87,85
409,4,2:13.0,C. Bosh misses 2-pt jump shot from 20 ft,,87,85
410,4,2:12.0,,Defensive rebound by R. Felton,87,85
411,4,1:52.0,,D. Nowitzki misses 2-pt jump shot from 6 ft (block by L. Deng),87,85
412,4,1:51.0,Defensive rebound by J. Winslow,,87,85
413,4,1:31.0,C. Bosh misses 2-pt jump shot from 19 ft,,87,85
414,4,1:31.0,Offensive rebound by Team,,87,85
415,4,1:31.0,,Loose ball foul by R. Felton (drawn by D. Wade),87,85
416,4,1:31.0,D. Wade makes free throw 1 of 2,,88,85
417,4,1:31.0,D. Wade makes free throw 2 of 2,,89,85
418,4,1:22.0,,Personal foul by C. Bosh (drawn by R. Felton),89,85
419,4,1:22.0,,R. Felton makes free throw 1 of 2,89,86
420,4,1:22.0,,R. Felton makes free throw 2 of 2,89,87
421,4,1:04.0,L. Deng makes 3-pt jump shot from 23 ft (assist by C. Bosh),,92,87
422,4,1:04.0,,Dallas full timeout,92,87
423,4,0:52.0,,J. Barea misses 3-pt jump shot from 24 ft,92,87
424,4,0:51.0,Defensive rebound by L. Deng,,92,87
425,4,0:26.0,J. Winslow misses 2-pt jump shot from 16 ft,,92,87
426,4,0:25.0,,Defensive rebound by D. Nowitzki,92,87
427,4,0:18.0,,D. Nowitzki makes 3-pt jump shot from 29 ft (assist by J. Barea),92,90
428,4,0:18.0,Miami full timeout,,92,90
429,4,0:18.0,,C. Parsons enters the game for D. Nowitzki,92,90
430,4,0:18.0,,J. Anderson enters the game for Z. Pachulia,92,90
431,4,0:18.0,B. Udrih enters the game for J. Winslow,,92,90
432,4,0:16.0,Personal take foul by C. Parsons (drawn by D. Wade),,92,90
433,4,0:16.0,D. Wade makes free throw 1 of 2,,93,90
434,4,0:16.0,,D. Nowitzki enters the game for J. Anderson,93,90
435,4,0:16.0,J. Winslow enters the game for B. Udrih,,93,90
436,4,0:16.0,D. Wade misses free throw 2 of 2,,93,90
437,4,0:15.0,,Defensive rebound by R. Felton,93,90
438,4,0:02.0,,R. Felton misses 3-pt jump shot from 27 ft,93,90
439,4,0:01.0,Defensive rebound by G. Dragić,,93,90
