,QUARTER,TIME_REMAINING,TORONTO_ACTION,ORLANDO_ACTION,TORONTO_SCORE,ORLANDO_SCORE
0,1,11:39.0,,V. Oladipo makes 3-pt jump shot from 24 ft,0,3
1,1,11:10.0,Turnover by Team (shot clock),,0,3
2,1,11:00.0,,Turnover by N. Vučević (lost ball; steal by J. Johnson),0,3
3,1,10:57.0,L. Scola misses 2-pt layup from 1 ft (block by C. Frye),,0,3
4,1,10:53.0,,Defensive rebound by T. Harris,0,3
5,1,10:46.0,,Turnover by T. Harris (bad pass; steal by J. Valančiūnas),0,3
6,1,10:37.0,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by K. Lowry),,2,3
7,1,10:37.0,Shooting foul by N. Vučević (drawn by J. Valančiūnas),,2,3
8,1,10:37.0,J. Valančiūnas misses free throw 1 of 1,,2,3
9,1,10:35.0,,Defensive rebound by N. Vučević,2,3
10,1,10:19.0,,N. Vučević makes 2-pt hook shot from 17 ft,2,5
11,1,9:59.0,J. Johnson misses 2-pt jump shot from 16 ft,,2,5
12,1,9:54.0,,Defensive rebound by C. Frye,2,5
13,1,9:45.0,,Turnover by E. Fournier (bad pass; steal by L. Scola),2,5
14,1,9:41.0,J. Johnson makes 2-pt layup at rim,,4,5
15,1,9:24.0,,V. Oladipo misses 2-pt layup at rim,4,5
16,1,9:22.0,Defensive rebound by J. Valančiūnas,,4,5
17,1,9:18.0,Shooting foul by V. Oladipo (drawn by K. Lowry),,4,5
18,1,9:18.0,K. Lowry makes free throw 1 of 2,,5,5
19,1,9:18.0,K. Lowry makes free throw 2 of 2,,6,5
20,1,9:07.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Fournier),6,7
21,1,8:50.0,Turnover by D. DeRozan (traveling),,6,7
22,1,8:37.0,,T. Harris misses 2-pt hook shot from 2 ft,6,7
23,1,8:35.0,Defensive rebound by K. Lowry,,6,7
24,1,8:26.0,Shooting foul by E. Fournier (drawn by D. DeRozan),,6,7
25,1,8:26.0,D. DeRozan makes free throw 1 of 2,,7,7
26,1,8:26.0,D. DeRozan misses free throw 2 of 2,,7,7
