,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PHOENIX_ACTION,SAN ANTONIO_SCORE,PHOENIX_SCORE
0,1,11:41.0,L. Aldridge misses 2-pt jump shot from 19 ft,,0,0
1,1,11:40.0,,Defensive rebound by T. Chandler,0,0
2,1,11:16.0,,A. Goodwin misses 3-pt jump shot from 48 ft,0,0
3,1,11:16.0,,Offensive rebound by Team,0,0
4,1,11:15.0,,Turnover by Team (shot clock),0,0
5,1,10:57.0,L. Aldridge misses 2-pt jump shot from 16 ft,,0,0
6,1,10:56.0,,Defensive rebound by A. Goodwin,0,0
7,1,10:49.0,,Shooting foul by L. Aldridge (drawn by A. Goodwin),0,0
8,1,10:49.0,,A. Goodwin misses free throw 1 of 2,0,0
9,1,10:49.0,,Offensive rebound by Team,0,0
10,1,10:49.0,,A. Goodwin misses free throw 2 of 2,0,0
11,1,10:48.0,Defensive rebound by K. Leonard,,0,0
12,1,10:32.0,D. West misses 2-pt jump shot from 12 ft,,0,0
13,1,10:32.0,,Defensive rebound by A. Len,0,0
14,1,10:23.0,,A. Goodwin misses 2-pt jump shot from 14 ft,0,0
15,1,10:23.0,Defensive rebound by D. West,,0,0
16,1,10:13.0,Shooting foul by A. Len (drawn by L. Aldridge),,0,0
17,1,10:13.0,L. Aldridge makes 2-pt jump shot from 12 ft,,2,0
18,1,10:13.0,L. Aldridge makes free throw 1 of 1,,3,0
19,1,9:57.0,,D. Booker misses 3-pt jump shot from 24 ft,3,0
20,1,9:56.0,Defensive rebound by D. West,,3,0
21,1,9:46.0,D. West makes 2-pt jump shot from 19 ft (assist by R. McCallum),,5,0
22,1,9:32.0,,D. Booker makes 2-pt jump shot from 16 ft,5,2
23,1,9:11.0,Shooting foul by T. Chandler (drawn by D. West),,5,2
24,1,9:11.0,D. West makes free throw 1 of 2,,6,2
25,1,9:11.0,D. West makes free throw 2 of 2,,7,2
26,1,8:54.0,,D. Booker makes 2-pt jump shot from 19 ft (assist by A. Len),7,4
27,1,8:42.0,L. Aldridge makes 2-pt dunk at rim (assist by D. West),,9,4
28,1,8:15.0,,T. Chandler misses 2-pt dunk at rim,9,4
29,1,8:14.0,Defensive rebound by K. Leonard,,9,4
30,1,8:09.0,D. Green makes 2-pt layup at rim (assist by K. Leonard),,11,4
31,1,7:59.0,,D. Booker misses 2-pt jump shot from 13 ft,11,4
32,1,7:59.0,Defensive rebound by L. Aldridge,,11,4
33,1,7:51.0,R. McCallum misses 2-pt jump shot from 17 ft,,11,4
34,1,7:50.0,,Defensive rebound by T. Chandler,11,4
35,1,7:25.0,,Turnover by Team (shot clock),11,4
36,1,7:08.0,K. Leonard misses 2-pt jump shot from 7 ft,,11,4
37,1,7:07.0,,Defensive rebound by T. Chandler,11,4
38,1,7:02.0,,D. Booker makes 2-pt jump shot from 4 ft,11,6
39,1,6:40.0,K. Leonard misses 2-pt jump shot from 1 ft,,11,6
40,1,6:39.0,Offensive rebound by K. Leonard,,11,6
41,1,6:39.0,K. Leonard misses 2-pt layup from 1 ft,,11,6
42,1,6:37.0,,Defensive rebound by P. Tucker,11,6
43,1,6:26.0,,A. Len makes 2-pt hook shot from 3 ft,11,8
44,1,6:25.0,San Antonio full timeout,,11,8
45,1,6:25.0,,T. Warren enters the game for A. Len,11,8
